# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   ICD10WHO: https://icd.who.int/browse10/2019/en#/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/18b0f3e3-d6c7-4125-9995-3f0063cd6dc3
# mapping_tool: oaklib
# object_match_field:
# - oio:hasBroadSynonym
# object_preprocessing:
# - semapv:RegularExpressionReplacement
# subject_match_field:
# - rdfs:label
# subject_preprocessing:
# - semapv:RegularExpressionReplacement
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
MONDO:0000408	fetal alcohol spectrum disorder	skos:closeMatch	NCIT:C92728	Alcohol Related Neurodevelopmental Disorder	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	alcohol related neurodevelopmental disorder		
MONDO:0000408	fetal alcohol spectrum disorder	skos:closeMatch	NCIT:C84713	Fetal Alcohol Syndrome	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	fetal alcohol syndrome		
MONDO:0000426	autosomal dominant disease	skos:exactMatch	NCIT:C98829	Autosomal Dominant Disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autosomal dominant disorder	semapv:RegularExpressionReplacement	
MONDO:0000437	cerebellar ataxia	skos:closeMatch	NCIT:C82341	Spinocerebellar Ataxia	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	spinocerebellar ataxia		
MONDO:0000437	cerebellar ataxia	skos:exactMatch	NCIT:C26702	Ataxia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ataxia		
MONDO:0000440	metabolic acidosis	skos:exactMatch	NCIT:C28228	Metabolic Acidosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	metabolic acidosis		
MONDO:0000465	atrioventricular block	skos:narrowMatch	ICD10CM:I44.39	Other atrioventricular block	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	atrioventricular block	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
MONDO:0000465	atrioventricular block	skos:narrowMatch	ICD10CM:I44.39	Other atrioventricular block	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	atrioventricular block		semapv:RegularExpressionReplacement
MONDO:0000465	atrioventricular block	skos:narrowMatch	ICD10CM:I44.39	Other atrioventricular block	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	atrioventricular block		semapv:RegularExpressionReplacement
MONDO:0000476	generalized dystonia	skos:closeMatch	NCIT:C35527	Familial Dystonia	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	familial dystonia		
MONDO:0000476	generalized dystonia	skos:closeMatch	NCIT:C34564	Idiopathic Torsion Dystonia	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	idiopathic torsion dystonia		
MONDO:0000476	generalized dystonia	skos:closeMatch	NCIT:C157577	Dystonia 12	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	dystonia type 12	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
MONDO:0000476	generalized dystonia	skos:closeMatch	NCIT:C34564	Idiopathic Torsion Dystonia	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	idiopathic torsion dystonia		
MONDO:0000481	cervical dystonia	skos:closeMatch	NCIT:C85072	Spasmodic Torticollis	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	spasmodic torticollis		
MONDO:0000541	jejunal adenocarcinoma	skos:exactMatch	NCIT:C181158	Jejunal Adenocarcinoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	jejunal adenocarcinoma	semapv:RegularExpressionReplacement	
MONDO:0000541	jejunal adenocarcinoma	skos:exactMatch	NCIT:C181158	Jejunal Adenocarcinoma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	jejunal adenocarcinoma		
MONDO:0000541	jejunal adenocarcinoma	skos:exactMatch	NCIT:C181158	Jejunal Adenocarcinoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	jejunal adenocarcinoma		
MONDO:0000543	ovarian melanoma	skos:exactMatch	NCIT:C178441	Ovarian Melanoma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ovarian melanoma		
MONDO:0000598	aphasia	skos:exactMatch	NCIT:C34393	Aphasia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	aphasia		
MONDO:0000644	cervical benign neoplasm	skos:narrowMatch	ICD10CM:D26.0	Other benign neoplasm of cervix uteri	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	benign neoplasm of cervix uteri		semapv:RegularExpressionReplacement
MONDO:0000665	apraxia	skos:exactMatch	NCIT:C180557	Apraxia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	apraxia		
MONDO:0000678	simultanagnosia	skos:exactMatch	NCIT:C84395	Simultanagnosia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	simultanagnosia		
MONDO:0000702	microscopic colitis	skos:narrowMatch	ICD10CM:K52.838	Other microscopic colitis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	microscopic colitis		semapv:RegularExpressionReplacement
MONDO:0000705	Clostridium difficile colitis	skos:exactMatch	NCIT:C180523	Clostridium difficile Infection	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	clostridium difficile infection		
MONDO:0000709	Crohn ileitis	skos:closeMatch	NCIT:C84782	Ileitis	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	ileitis		
MONDO:0000722	non-syndromic synpolydactyly	skos:closeMatch	NCIT:C75003	Synpolydactyly	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	synpolydactyly		
MONDO:0000726	idiopathic scoliosis	skos:narrowMatch	ICD10CM:M41.2	Other idiopathic scoliosis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	idiopathic scoliosis		semapv:RegularExpressionReplacement
MONDO:0000726	idiopathic scoliosis	skos:narrowMatch	ICD10WHO:M41.2	Other idiopathic scoliosis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	idiopathic scoliosis		semapv:RegularExpressionReplacement
MONDO:0000736	dyschromatosis universalis hereditaria	skos:exactMatch	NCIT:C173131	Dyschromatosis Universalis Hereditaria	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dyschromatosis universalis hereditaria		
MONDO:0000745	cardiac arrest	skos:exactMatch	NCIT:C50479	Cardiac Arrest	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cardiac arrest		
MONDO:0000745	cardiac arrest	skos:exactMatch	NCIT:C50483	Cardiopulmonary Arrest	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cardiopulmonary arrest		
MONDO:0000755	ectopic pregnancy	skos:narrowMatch	ICD10WHO:O00.8	Other ectopic pregnancy	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	ectopic pregnancy		semapv:RegularExpressionReplacement
MONDO:0000755	ectopic pregnancy	skos:narrowMatch	ICD10CM:O00.8	Other ectopic pregnancy	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	ectopic pregnancy		semapv:RegularExpressionReplacement
MONDO:0000770	shellfish allergy	skos:exactMatch	NCIT:C172320	Shellfish Allergy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	shellfish allergy		
MONDO:0000778	fruit allergy	skos:exactMatch	NCIT:C172316	Fruit Allergy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	fruit allergy		
MONDO:0000827	salmonellosis	skos:exactMatch	NCIT:C157974	Salmonellosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	salmonellosis		
MONDO:0000831	thrombotic disease	skos:exactMatch	NCIT:C180553	Thrombotic Disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	thrombotic disorder	semapv:RegularExpressionReplacement	
MONDO:0000831	thrombotic disease	skos:exactMatch	NCIT:C180553	Thrombotic Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	thrombotic disorder		
MONDO:0000831	thrombotic disease	skos:exactMatch	NCIT:C27083	Blood Clot	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	blood clot		
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	skos:exactMatch	NCIT:C6919	T Lymphoblastic Lymphoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	t lymphoblastic lymphoma		
MONDO:0000888	gastrointestinal mucositis	skos:closeMatch	NCIT:C115965	Mucositis	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	mucositis		
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	skos:exactMatch	NCIT:C176008	Familial Arrhythmogenic Right Ventricular Dysplasia 13	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	familial arrhythmogenic right ventricular dysplasia type 13	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
MONDO:0000945	venous insufficiency	skos:exactMatch	NCIT:C127822	Venous Insufficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	venous insufficiency		
MONDO:0000945	venous insufficiency	skos:exactMatch	NCIT:C127822	Venous Insufficiency	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	venous insufficiency		
MONDO:0000945	venous insufficiency	skos:exactMatch	NCIT:C127822	Venous Insufficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	venous insufficiency	semapv:RegularExpressionReplacement	
MONDO:0000946	psychologic vaginismus	skos:exactMatch	NCIT:C35113	Psychogenic Vaginismus	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	psychogenic vaginismus		
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cardiac conduction disorder	semapv:RegularExpressionReplacement	
MONDO:0000992	heart conduction disease	skos:exactMatch	NCIT:C78245	Cardiac Conduction Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cardiac conduction disorder		
MONDO:0000995	familial periodic paralysis	skos:closeMatch	NCIT:C122791	Normokalemic Periodic Paralysis	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	normokalemic periodic paralysis		
MONDO:0001011	breast cyst	skos:exactMatch	NCIT:C5315	Breast Cyst	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	breast cyst		
MONDO:0001046	imperforate anus	skos:closeMatch	NCIT:C78173	Anal Stenosis	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	anal stenosis		
MONDO:0001048	orbital granuloma	skos:exactMatch	NCIT:C3653	Orbital Granuloma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	orbital granuloma		
MONDO:0001061	pylorus cancer	skos:exactMatch	NCIT:C188051	Malignant Pylorus Neoplasm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	malignant pylorus neoplasm		
MONDO:0001071	intellectual disability	skos:narrowMatch	ICD10CM:F78	Other intellectual disabilities	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	intellectual disabilities		semapv:RegularExpressionReplacement
MONDO:0001071	intellectual disability	skos:closeMatch	NCIT:C84392	Mental Retardation	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	mental retardation		
MONDO:0001083	Fanconi renotubular syndrome	skos:closeMatch	NCIT:C4377	Adult Fanconi Syndrome	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	adult fanconi syndrome		
MONDO:0001095	mediastinum neuroblastoma	skos:closeMatch	NCIT:C6628	Mediastinal Neuroblastoma	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	mediastinal neuroblastoma		
MONDO:0001103	giardiasis	skos:closeMatch	NCIT:C77213	Giardia	semapv:LexicalMatching	oaklib		oio:hasRelatedSynonym	rdfs:label	giardia		
MONDO:0001105	renal hypertension	skos:closeMatch	NCIT:C85044	Renovascular Hypertension	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	renovascular hypertension		
MONDO:0001105	renal hypertension	skos:exactMatch	NCIT:C3121	Renal Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	renal hypertension		
MONDO:0001117	methemoglobinemia	skos:narrowMatch	ICD10CM:D74.8	Other methemoglobinemias	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	methemoglobinemias		semapv:RegularExpressionReplacement
MONDO:0001133	malignant essential hypertension	skos:exactMatch	NCIT:C34802	Malignant Essential Hypertension	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	malignant essential hypertension		
MONDO:0001133	malignant essential hypertension	skos:exactMatch	NCIT:C34802	Malignant Essential Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	malignant essential hypertension		
MONDO:0001134	essential hypertension	skos:exactMatch	NCIT:C3478	Essential Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	essential hypertension		
MONDO:0001141	middle ear cholesterol granuloma	skos:exactMatch	NCIT:C3655	Middle Ear Cholesterol Granuloma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	middle ear cholesterol granuloma		
MONDO:0001142	salivary gland disorder	skos:exactMatch	NCIT:C27662	Non-Neoplastic Salivary Gland Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	non-neoplastic salivary gland disorder	semapv:RegularExpressionReplacement	
MONDO:0001143	paralytic strabismus	skos:narrowMatch	ICD10WHO:H49.8	Other paralytic strabismus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	paralytic strabismus		semapv:RegularExpressionReplacement
MONDO:0001143	paralytic strabismus	skos:narrowMatch	ICD10CM:H49.8	Other paralytic strabismus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	paralytic strabismus		semapv:RegularExpressionReplacement
MONDO:0001143	paralytic strabismus	skos:narrowMatch	ICD10CM:H49.88	Other paralytic strabismus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	paralytic strabismus		semapv:RegularExpressionReplacement
MONDO:0001147	meningocele	skos:closeMatch	NCIT:C101209	Spinal Meningocele	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	spinal meningocele		
MONDO:0001150	hydrocephalus	skos:narrowMatch	ICD10CM:G91.8	Other hydrocephalus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	hydrocephalus		semapv:RegularExpressionReplacement
MONDO:0001150	hydrocephalus	skos:narrowMatch	ICD10WHO:G91.8	Other hydrocephalus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	hydrocephalus		semapv:RegularExpressionReplacement
MONDO:0001151	benign essential hypertension	skos:exactMatch	NCIT:C3656	Benign Essential Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign essential hypertension		
MONDO:0001151	benign essential hypertension	skos:exactMatch	NCIT:C3656	Benign Essential Hypertension	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	benign essential hypertension		
MONDO:0001152	amnestic disorder	skos:exactMatch	NCIT:C2867	Amnesia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	amnesia		
MONDO:0001152	amnestic disorder	skos:narrowMatch	ICD10CM:R41.3	Other amnesia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	amnesia		semapv:RegularExpressionReplacement
MONDO:0001152	amnestic disorder	skos:narrowMatch	ICD10WHO:R41.3	Other amnesia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	amnesia		semapv:RegularExpressionReplacement
MONDO:0001165	tongue disorder	skos:exactMatch	NCIT:C173793	Tongue Disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tongue disorder		
MONDO:0001165	tongue disorder	skos:exactMatch	NCIT:C173793	Tongue Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tongue disorder	semapv:RegularExpressionReplacement	
MONDO:0001170	hemiplegia	skos:exactMatch	NCIT:C64329	Hemiplegia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hemiplegia		
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C126462	Tubo-Ovarian Abscess	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tubo-ovarian abscess		
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C171201	Salpingo-Oophoritis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	salpingo-oophoritis		
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C126462	Tubo-Ovarian Abscess	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tubo-ovarian abscess	semapv:RegularExpressionReplacement	
MONDO:0001179	pinguecula	skos:exactMatch	NCIT:C129468	Pinguecula	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pinguecula		
MONDO:0001198	acquired thrombocytopenia	skos:narrowMatch	ICD10CM:D69.59	Other secondary thrombocytopenia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	secondary thrombocytopenia		semapv:RegularExpressionReplacement
MONDO:0001200	secondary hypertension	skos:exactMatch	NCIT:C3657	Secondary Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	secondary hypertension		
MONDO:0001200	secondary hypertension	skos:narrowMatch	ICD10CM:I15.8	Other secondary hypertension	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	secondary hypertension		semapv:RegularExpressionReplacement
MONDO:0001200	secondary hypertension	skos:narrowMatch	ICD10WHO:I15.8	Other secondary hypertension	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	secondary hypertension		semapv:RegularExpressionReplacement
MONDO:0001210	enophthalmos	skos:exactMatch	NCIT:C79552	Enophthalmos	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	enophthalmos		
MONDO:0001210	enophthalmos	skos:exactMatch	NCIT:C79552	Enophthalmos	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	enophthalmos		
MONDO:0001210	enophthalmos	skos:exactMatch	NCIT:C79552	Enophthalmos	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	enophthalmos	semapv:RegularExpressionReplacement	
MONDO:0001214	acute conjunctivitis	skos:narrowMatch	ICD10CM:H10.2	Other acute conjunctivitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	acute conjunctivitis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
MONDO:0001214	acute conjunctivitis	skos:narrowMatch	ICD10WHO:H10.2	Other acute conjunctivitis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	acute conjunctivitis		semapv:RegularExpressionReplacement
MONDO:0001214	acute conjunctivitis	skos:narrowMatch	ICD10WHO:H10.2	Other acute conjunctivitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	acute conjunctivitis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
MONDO:0001214	acute conjunctivitis	skos:narrowMatch	ICD10CM:H10.2	Other acute conjunctivitis	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	acute conjunctivitis		semapv:RegularExpressionReplacement
MONDO:0001216	pulp degeneration	skos:exactMatch	NCIT:C34962	Pulp Degeneration	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pulp degeneration		
MONDO:0001220	hypoparathyroidism	skos:narrowMatch	ICD10WHO:E20.8	Other hypoparathyroidism	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	hypoparathyroidism		semapv:RegularExpressionReplacement
MONDO:0001220	hypoparathyroidism	skos:narrowMatch	ICD10CM:E20.8	Other hypoparathyroidism	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	hypoparathyroidism		semapv:RegularExpressionReplacement
MONDO:0001243	disseminated intravascular coagulation	skos:exactMatch	NCIT:C131658	Consumptive Coagulopathy	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	consumptive coagulopathy		
MONDO:0001246	typhus	skos:closeMatch	NCIT:C84688	Endemic Typhus Fever	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	endemic typhus fever		
MONDO:0001246	typhus	skos:closeMatch	NCIT:C84689	Epidemic Louse-Borne Typhus	semapv:LexicalMatching	oaklib		oio:hasNarrowSynonym	rdfs:label	epidemic louse-borne typhus		
MONDO:0001260	cercarial dermatitis	skos:exactMatch	NCIT:C34457	Cutaneous Schistosomiasis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cutaneous schistosomiasis		
MONDO:0001268	gingival recession	skos:exactMatch	NCIT:C82068	Gingival Recession	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gingival recession		
MONDO:0001268	gingival recession	skos:exactMatch	NCIT:C82068	Gingival Recession	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	gingival recession		
MONDO:0001273	megacolon	skos:narrowMatch	ICD10CM:K59.39	Other megacolon	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	megacolon		semapv:RegularExpressionReplacement
