mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000170	microphthalmia, isolated, with coloboma	oio:hasExactSynonym		microphthalmia-anophthalmia-coloboma syndrome	microphthalmia-anophthalmia-coloboma syndrome	Microphthalmia-anophthalmia-coloboma syndrome	Orphanet:98938	Colobomatous microphthalmia					microphthalmia-anophthalmia-coloboma syndrome	Orphanet:98938										
MONDO:0000170	microphthalmia, isolated, with coloboma	oio:hasExactSynonym		MAC			Orphanet:98938	Colobomatous microphthalmia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MAC	Orphanet:98938	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		Walker-Warburg syndrome			Orphanet:899	Walker-Warburg syndrome					Walker-Warburg syndrome	Orphanet:899										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		hard syndrome	hard syndrome	HARD syndrome	Orphanet:899	Walker-Warburg syndrome					hard syndrome	Orphanet:899										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		hydrocephalus-agyria-retinal dysplasia syndrome	hydrocephalus-agyria-retinal dysplasia syndrome	Hydrocephalus-agyria-retinal dysplasia syndrome	Orphanet:899	Walker-Warburg syndrome					hydrocephalus-agyria-retinal dysplasia syndrome	Orphanet:899										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		WWS			Orphanet:899	Walker-Warburg syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			WWS	Orphanet:899	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000193	cortisone reductase deficiency	oio:hasExactSynonym		11-beta-hydroxysteroid dehydrogenase deficiency type 1			Orphanet:168588	Hyperandrogenism due to cortisone reductase deficiency					11-beta-hydroxysteroid dehydrogenase deficiency type 1	Orphanet:168588										
MONDO:0000193	cortisone reductase deficiency	oio:hasExactSynonym		hyperandrogenism due to cortisone reductase deficiency	hyperandrogenism due to cortisone reductase deficiency	Hyperandrogenism due to cortisone reductase deficiency	Orphanet:168588	Hyperandrogenism due to cortisone reductase deficiency					hyperandrogenism due to cortisone reductase deficiency	Orphanet:168588										
MONDO:0000200	Zimmermann-Laband syndrome	oio:hasExactSynonym		Laband syndrome			Orphanet:3473	Zimmermann-Laband syndrome					Laband syndrome	Orphanet:3473										
MONDO:0000200	Zimmermann-Laband syndrome	oio:hasExactSynonym		gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	Gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	Orphanet:3473	Zimmermann-Laband syndrome					gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	Orphanet:3473										
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	oio:hasExactSynonym		SMABF			Orphanet:486811	Prenatal-onset spinal muscular atrophy with congenital bone fractures	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			SMABF	Orphanet:486811	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000211	striatal degeneration, autosomal dominant	oio:hasExactSynonym		autosomal dominant striatal neurodegeneration	autosomal dominant striatal neurodegeneration	Autosomal dominant striatal neurodegeneration	Orphanet:228169	Autosomal dominant striatal neurodegeneration					autosomal dominant striatal neurodegeneration	Orphanet:228169										
MONDO:0000211	striatal degeneration, autosomal dominant	oio:hasExactSynonym		ADSD			Orphanet:228169	Autosomal dominant striatal neurodegeneration	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			ADSD	Orphanet:228169	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		autosomal recessive infantile hypercalcemia	autosomal recessive infantile hypercalcemia	Autosomal recessive infantile hypercalcemia	Orphanet:300547	Autosomal recessive infantile hypercalcemia					autosomal recessive infantile hypercalcemia	Orphanet:300547										
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		familial infantile hypercalcemia with suppressed intact parathyroid hormone	familial infantile hypercalcemia with suppressed intact parathyroid hormone	Familial infantile hypercalcemia with suppressed intact parathyroid hormone	Orphanet:300547	Autosomal recessive infantile hypercalcemia					familial infantile hypercalcemia with suppressed intact parathyroid hormone	Orphanet:300547										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		murine typhus	murine typhus	Murine typhus	Orphanet:83315	Murine typhus					murine typhus	Orphanet:83315										
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		Ullrich scleroatonic muscular dystrophy			Orphanet:75840	Ullrich congenital muscular dystrophy					Ullrich scleroatonic muscular dystrophy	Orphanet:75840										
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		UCMD			Orphanet:75840	Ullrich congenital muscular dystrophy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			UCMD	Orphanet:75840	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		isolated polycystic liver disease	isolated polycystic liver disease	Isolated polycystic liver disease	Orphanet:2924	Isolated polycystic liver disease					isolated polycystic liver disease	Orphanet:2924										
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		PCLD			Orphanet:2924	Isolated polycystic liver disease	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			PCLD	Orphanet:2924	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000455	cone dystrophy	oio:hasExactSynonym		cone dystrophy	cone dystrophy	Cone dystrophy	Orphanet:1871	Progressive cone dystrophy					cone dystrophy	Orphanet:1871										
MONDO:0000456	cerebral creatine deficiency syndrome	oio:hasExactSynonym		cerebral creatine deficiency syndrome	cerebral creatine deficiency syndrome	Cerebral creatine deficiency syndrome	Orphanet:79172	Creatine deficiency syndrome					cerebral creatine deficiency syndrome	Orphanet:79172										
MONDO:0000456	cerebral creatine deficiency syndrome	oio:hasExactSynonym		creatine deficiency syndrome	creatine deficiency syndrome	Creatine deficiency syndrome	Orphanet:79172	Creatine deficiency syndrome					creatine deficiency syndrome	Orphanet:79172										
MONDO:0000456	cerebral creatine deficiency syndrome	oio:hasExactSynonym		CCDS			Orphanet:79172	Creatine deficiency syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			CCDS	Orphanet:79172	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000456	cerebral creatine deficiency syndrome	oio:hasExactSynonym		CDS			Orphanet:79172	Creatine deficiency syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			CDS	Orphanet:79172	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		Ochoa syndrome			Orphanet:2704	Urofacial syndrome					Ochoa syndrome	Orphanet:2704										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		Urofacial Syndrome	Urofacial Syndrome	Urofacial syndrome	Orphanet:2704	Urofacial syndrome					Urofacial Syndrome	Orphanet:2704										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		hydronephrosis-inverted smile syndrome	hydronephrosis-inverted smile syndrome	Hydronephrosis-inverted smile syndrome	Orphanet:2704	Urofacial syndrome					hydronephrosis-inverted smile syndrome	Orphanet:2704										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		inverted smile-neurogenic bladder syndrome	inverted smile-neurogenic bladder syndrome	Inverted smile-neurogenic bladder syndrome	Orphanet:2704	Urofacial syndrome					inverted smile-neurogenic bladder syndrome	Orphanet:2704										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		partial facial palsy with urinary abnormalities	partial facial palsy with urinary abnormalities	Partial facial palsy with urinary abnormalities	Orphanet:2704	Urofacial syndrome					partial facial palsy with urinary abnormalities	Orphanet:2704										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		urofacial syndrome	urofacial syndrome	Urofacial syndrome	Orphanet:2704	Urofacial syndrome					urofacial syndrome	Orphanet:2704										
MONDO:0000476	generalized dystonia	oio:hasExactSynonym		generalized isolated dystonia	generalized isolated dystonia	Generalized isolated dystonia	Orphanet:376724	Generalized isolated dystonia					generalized isolated dystonia	Orphanet:376724										
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym		limb-girdle muscular dystrophy with Paget disease of bone	limb-girdle muscular dystrophy with Paget disease of bone	Limb-girdle muscular dystrophy with Paget disease of bone	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia					limb-girdle muscular dystrophy with Paget disease of bone	Orphanet:52430										
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym		pagetoid amyotrophic lateral sclerosis	pagetoid amyotrophic lateral sclerosis	Pagetoid amyotrophic lateral sclerosis	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia					pagetoid amyotrophic lateral sclerosis	Orphanet:52430										
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym		pagetoid neuroskeletal syndrome	pagetoid neuroskeletal syndrome	Pagetoid neuroskeletal syndrome	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia					pagetoid neuroskeletal syndrome	Orphanet:52430										
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym		IBMPFD			Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			IBMPFD	Orphanet:52430	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000645	fallopian tube benign neoplasm	oio:hasExactSynonym		benign tumor of fallopian tubes	benign tumor of fallopian tubes	Benign tumor of fallopian tubes	Orphanet:180237	Benign tumor of fallopian tubes					benign tumor of fallopian tubes	Orphanet:180237										
MONDO:0000688	inborn organic aciduria	oio:hasExactSynonym		organic aciduria	organic aciduria	Organic aciduria	Orphanet:289899	Organic aciduria					organic aciduria	Orphanet:289899										
MONDO:0000733	cornea plana	oio:hasExactSynonym		congenital cornea plana	congenital cornea plana	Congenital cornea plana	Orphanet:53691	Congenital cornea plana					congenital cornea plana	Orphanet:53691										
MONDO:0000754	anal fistula	oio:hasExactSynonym		anal fistula	anal fistula	Anal fistula	Orphanet:228113	Anal fistula					anal fistula	Orphanet:228113										
MONDO:0000827	salmonellosis	oio:hasExactSynonym		rare form of salmonellosis	rare form of salmonellosis	Rare form of salmonellosis	Orphanet:795	Rare form of salmonellosis					rare form of salmonellosis	Orphanet:795										
MONDO:0000845	fibrous dysplasia	oio:hasExactSynonym		fibrous dysplasia of bone	fibrous dysplasia of bone	Fibrous dysplasia of bone	Orphanet:249	Fibrous dysplasia of bone					fibrous dysplasia of bone	Orphanet:249										
MONDO:0000859	spina bifida occulta	oio:hasExactSynonym		closed spinal dysraphism	closed spinal dysraphism	Closed spinal dysraphism	Orphanet:645202	Closed spinal dysraphism					closed spinal dysraphism	Orphanet:645202										
MONDO:0000859	spina bifida occulta	oio:hasExactSynonym		spina bifida occulta	spina bifida occulta	Spina bifida occulta	Orphanet:645202	Closed spinal dysraphism					spina bifida occulta	Orphanet:645202										
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	oio:hasExactSynonym		mitochondrial myopathy and sideroblastic anemia	mitochondrial myopathy and sideroblastic anemia	Mitochondrial myopathy and sideroblastic anemia	Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia					mitochondrial myopathy and sideroblastic anemia	Orphanet:2598										
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	oio:hasExactSynonym		myopathy, lactic acidosis and sideroblastic anemia	myopathy, lactic acidosis and sideroblastic anemia	Myopathy, lactic acidosis and sideroblastic anemia	Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia					myopathy, lactic acidosis and sideroblastic anemia	Orphanet:2598										
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	oio:hasExactSynonym		MLASA			Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MLASA	Orphanet:2598	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym		Andermann syndrome			Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome					Andermann syndrome	Orphanet:1496										
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym		Charlevoix disease			Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome					Charlevoix disease	Orphanet:1496										
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym		corpus callosum agenesis-neuronopathy syndrome	corpus callosum agenesis-neuronopathy syndrome	Corpus callosum agenesis-neuronopathy syndrome	Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome					corpus callosum agenesis-neuronopathy syndrome	Orphanet:1496										
MONDO:0000903	myoclonus-dystonia syndrome	oio:hasExactSynonym		hereditary essential myoclonus	hereditary essential myoclonus	Hereditary essential myoclonus	Orphanet:36899	Myoclonus-dystonia syndrome					hereditary essential myoclonus	Orphanet:36899										
MONDO:0000903	myoclonus-dystonia syndrome	oio:hasExactSynonym		myoclonic dystonia	myoclonic dystonia	Myoclonic dystonia	Orphanet:36899	Myoclonus-dystonia syndrome					myoclonic dystonia	Orphanet:36899										
MONDO:0000903	myoclonus-dystonia syndrome	oio:hasExactSynonym		myoclonus-dystonia syndrome	myoclonus-dystonia syndrome	Myoclonus-dystonia syndrome	Orphanet:36899	Myoclonus-dystonia syndrome					myoclonus-dystonia syndrome	Orphanet:36899										
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym		hereditary multi-infarct dementia	hereditary multi-infarct dementia	Hereditary multi-infarct dementia	Orphanet:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy					hereditary multi-infarct dementia	Orphanet:136										
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym		CADASIL			Orphanet:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			CADASIL	Orphanet:136	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Klippel-Feil Sequence	Klippel-Feil Sequence	Klippel-Feil sequence	Orphanet:2345	Isolated Klippel-Feil syndrome					Klippel-Feil Sequence	Orphanet:2345										
MONDO:0001195	spotted fever	oio:hasExactSynonym		spotted fever rickettsiae disease	spotted fever rickettsiae disease	Spotted fever rickettsiae disease	Orphanet:102022	Spotted fever rickettsiosis					spotted fever rickettsiae disease	Orphanet:102022										
MONDO:0001195	spotted fever	oio:hasExactSynonym		spotted fever rickettsiosis	spotted fever rickettsiosis	Spotted fever rickettsiosis	Orphanet:102022	Spotted fever rickettsiosis					spotted fever rickettsiosis	Orphanet:102022										
MONDO:0001246	typhus	oio:hasExactSynonym		typhus-group rickettsiae disease	typhus-group rickettsiae disease	Typhus-group rickettsiae disease	Orphanet:102023	Typhus-group rickettsiosis					typhus-group rickettsiae disease	Orphanet:102023										
MONDO:0001246	typhus	oio:hasExactSynonym		typhus-group rickettsiosis	typhus-group rickettsiosis	Typhus-group rickettsiosis	Orphanet:102023	Typhus-group rickettsiosis					typhus-group rickettsiosis	Orphanet:102023										
MONDO:0001280	choroiditis	oio:hasExactSynonym		choroiditis	choroiditis	Choroiditis	Orphanet:280892	Posterior uveitis					choroiditis	Orphanet:280892										
MONDO:0001325	penile cancer	oio:hasExactSynonym		cancer of penis	cancer of penis	Cancer of penis	Orphanet:398043	Malignant tumor of penis					cancer of penis	Orphanet:398043										
MONDO:0001325	penile cancer	oio:hasExactSynonym		malignant penile tumor	malignant penile tumor	Malignant penile tumor	Orphanet:398043	Malignant tumor of penis					malignant penile tumor	Orphanet:398043										
MONDO:0001325	penile cancer	oio:hasExactSynonym		malignant tumor of penis	malignant tumor of penis	Malignant tumor of penis	Orphanet:398043	Malignant tumor of penis					malignant tumor of penis	Orphanet:398043										
MONDO:0001325	penile cancer	oio:hasExactSynonym		penile cancer	penile cancer	Penile cancer	Orphanet:398043	Malignant tumor of penis					penile cancer	Orphanet:398043										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		FSH dystrophy			Orphanet:269	Facioscapulohumeral dystrophy					FSH dystrophy	Orphanet:269										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		Landouzy-Dejerine myopathy			Orphanet:269	Facioscapulohumeral dystrophy					Landouzy-Dejerine myopathy	Orphanet:269										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		facioscapulohumeral dystrophy	facioscapulohumeral dystrophy	Facioscapulohumeral dystrophy	Orphanet:269	Facioscapulohumeral dystrophy					facioscapulohumeral dystrophy	Orphanet:269										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		facioscapulohumeral muscular dystrophy	facioscapulohumeral muscular dystrophy	Facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy					facioscapulohumeral muscular dystrophy	Orphanet:269										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		facioscapulohumeral myopathy	facioscapulohumeral myopathy	Facioscapulohumeral myopathy	Orphanet:269	Facioscapulohumeral dystrophy					facioscapulohumeral myopathy	Orphanet:269										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		FSHD			Orphanet:269	Facioscapulohumeral dystrophy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			FSHD	Orphanet:269	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001444	Chagas disease	oio:hasExactSynonym		Chagas disease			Orphanet:3386	American trypanosomiasis					Chagas disease	Orphanet:3386										
MONDO:0001549	hemolytic-uremic syndrome	oio:hasExactSynonym		hemolytic uremic syndrome	hemolytic uremic syndrome	Hemolytic uremic syndrome	Orphanet:544458	Hemolytic uremic syndrome					hemolytic uremic syndrome	Orphanet:544458										
MONDO:0001549	hemolytic-uremic syndrome	oio:hasExactSynonym		HUS			Orphanet:544458	Hemolytic uremic syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			HUS	Orphanet:544458	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neurilemoma	acoustic neurilemoma	Acoustic neurilemoma	Orphanet:252175	Vestibular schwannoma					acoustic neurilemoma	Orphanet:252175										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neurinoma	acoustic neurinoma	Acoustic neurinoma	Orphanet:252175	Vestibular schwannoma					acoustic neurinoma	Orphanet:252175										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neuroma	acoustic neuroma	Acoustic neuroma	Orphanet:252175	Vestibular schwannoma					acoustic neuroma	Orphanet:252175										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		vestibular schwannoma	vestibular schwannoma	Vestibular schwannoma	Orphanet:252175	Vestibular schwannoma					vestibular schwannoma	Orphanet:252175										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		Alpha-L-iduronidase deficiency			Orphanet:579	Mucopolysaccharidosis type 1					Alpha-L-iduronidase deficiency	Orphanet:579										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		Mucopolysaccharidosis Type I	Mucopolysaccharidosis Type I	Mucopolysaccharidosis type I	Orphanet:579	Mucopolysaccharidosis type 1					Mucopolysaccharidosis Type I	Orphanet:579										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		mucopolysaccharidosis type I	mucopolysaccharidosis type I	Mucopolysaccharidosis type I	Orphanet:579	Mucopolysaccharidosis type 1					mucopolysaccharidosis type I	Orphanet:579										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		mucopolysaccharidosis type 1	mucopolysaccharidosis type 1	Mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			mucopolysaccharidosis type 1	Orphanet:579										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		MPS1			Orphanet:579	Mucopolysaccharidosis type 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MPS1	Orphanet:579	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		MPSI			Orphanet:579	Mucopolysaccharidosis type 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MPSI	Orphanet:579	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001595	choreatic disease	oio:hasExactSynonym		benign familial chorea	benign familial chorea	Benign familial chorea	Orphanet:1429	Benign hereditary chorea					benign familial chorea	Orphanet:1429										
MONDO:0001703	color vision disorder	oio:hasExactSynonym		color-vision disease	color-vision disease	Color-vision disease	Orphanet:98658	Color-vision disease					color-vision disease	Orphanet:98658										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym		Bourneville syndrome			Orphanet:805	Tuberous sclerosis complex					Bourneville syndrome	Orphanet:805										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym		tuberous sclerosis complex	tuberous sclerosis complex	Tuberous sclerosis complex	Orphanet:805	Tuberous sclerosis complex					tuberous sclerosis complex	Orphanet:805										
