mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		Transposition of the great arteries				Transposition of the great arteries			Orphanet:216675	Transposition of the great arteries					Transposition of the great arteries	Orphanet:216675										
MONDO:0000179	Neu-Laxova syndrome	oio:hasExactSynonym		Neu-Laxova syndrome				Neu-Laxova syndrome			Orphanet:2671	Neu-Laxova syndrome					Neu-Laxova syndrome	Orphanet:2671										
MONDO:0000200	Zimmermann-Laband syndrome	oio:hasExactSynonym		Zimmermann-Laband syndrome				Zimmermann-Laband syndrome			Orphanet:3473	Zimmermann-Laband syndrome					Zimmermann-Laband syndrome	Orphanet:3473										
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	oio:hasExactSynonym		Prenatal-onset spinal muscular atrophy with congenital bone fractures				Prenatal-onset spinal muscular atrophy with congenital bone fractures			Orphanet:486811	Prenatal-onset spinal muscular atrophy with congenital bone fractures					Prenatal-onset spinal muscular atrophy with congenital bone fractures	Orphanet:486811										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		Endemic typhus				Endemic typhus			Orphanet:83315	Murine typhus					Endemic typhus	Orphanet:83315										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		Flea-borne typhus				Flea-borne typhus			Orphanet:83315	Murine typhus					Flea-borne typhus	Orphanet:83315										
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		Ullrich congenital muscular dystrophy				Ullrich congenital muscular dystrophy			Orphanet:75840	Ullrich congenital muscular dystrophy					Ullrich congenital muscular dystrophy	Orphanet:75840										
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		Autosomal dominant polycystic liver disease				Autosomal dominant polycystic liver disease			Orphanet:2924	Isolated polycystic liver disease					Autosomal dominant polycystic liver disease	Orphanet:2924										
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		ADPCLD				ADPCLD			Orphanet:2924	Isolated polycystic liver disease	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				ADPCLD	Orphanet:2924	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000453	short QT syndrome	oio:hasExactSynonym		SQTS				SQTS			Orphanet:51083	Familial short QT syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				SQTS	Orphanet:51083	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		Ochoa facial syndrome				Ochoa facial syndrome			Orphanet:2704	Urofacial syndrome					Ochoa facial syndrome	Orphanet:2704										
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym		Inclusion body myopathy with Paget disease of bone and frontotemporal dementia				Inclusion body myopathy with Paget disease of bone and frontotemporal dementia			Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia					Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Orphanet:52430										
MONDO:0000565	infective endocarditis	oio:hasExactSynonym		Bacterial endocarditis				Bacterial endocarditis			Orphanet:570762	Infective endocarditis					Bacterial endocarditis	Orphanet:570762										
MONDO:0000565	infective endocarditis	oio:hasExactSynonym		Infectious endocarditis				Infectious endocarditis			Orphanet:570762	Infective endocarditis					Infectious endocarditis	Orphanet:570762										
MONDO:0000565	infective endocarditis	oio:hasExactSynonym		Infective endocarditis				Infective endocarditis			Orphanet:570762	Infective endocarditis					Infective endocarditis	Orphanet:570762										
MONDO:0000698	gamma-amino butyric acid metabolism disorder	oio:hasExactSynonym		Disorder of GABA metabolism				Disorder of GABA metabolism			Orphanet:79175	Disorder of gamma-aminobutyric acid metabolism					Disorder of GABA metabolism	Orphanet:79175										
MONDO:0000698	gamma-amino butyric acid metabolism disorder	oio:hasExactSynonym		Disorder of gamma-aminobutyric acid metabolism				Disorder of gamma-aminobutyric acid metabolism			Orphanet:79175	Disorder of gamma-aminobutyric acid metabolism					Disorder of gamma-aminobutyric acid metabolism	Orphanet:79175										
MONDO:0000736	dyschromatosis universalis hereditaria	oio:hasExactSynonym		Dyschromatosis universalis hereditaria				Dyschromatosis universalis hereditaria			Orphanet:241	Dyschromatosis universalis hereditaria					Dyschromatosis universalis hereditaria	Orphanet:241										
MONDO:0000859	spina bifida occulta	oio:hasExactSynonym		Closed spina bifida				Closed spina bifida			Orphanet:645202	Closed spinal dysraphism					Closed spina bifida	Orphanet:645202										
MONDO:0000859	spina bifida occulta	oio:hasExactSynonym		Occult spina bifida				Occult spina bifida			Orphanet:645202	Closed spinal dysraphism					Occult spina bifida	Orphanet:645202										
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym		Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy				Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy			Orphanet:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy					Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	Orphanet:136										
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Congenital cervical vertebral fusion				Congenital cervical vertebral fusion			Orphanet:2345	Isolated Klippel-Feil syndrome					Congenital cervical vertebral fusion	Orphanet:2345										
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Congenital fused cervical segments				Congenital fused cervical segments			Orphanet:2345	Isolated Klippel-Feil syndrome					Congenital fused cervical segments	Orphanet:2345										
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Isolated Klippel-Feil syndrome				Isolated Klippel-Feil syndrome			Orphanet:2345	Isolated Klippel-Feil syndrome					Isolated Klippel-Feil syndrome	Orphanet:2345										
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Klippel-Feil malformation				Klippel-Feil malformation			Orphanet:2345	Isolated Klippel-Feil syndrome					Klippel-Feil malformation	Orphanet:2345										
MONDO:0001032	Mooren ulcer	oio:hasExactSynonym		Mooren ulcer				Mooren ulcer			Orphanet:519408	Mooren ulcer					Mooren ulcer	Orphanet:519408										
MONDO:0001309	oculomotor nerve paralysis	oio:hasExactSynonym		Rare oculomotor nerve disorder				Rare oculomotor nerve disorder			Orphanet:98685	Rare oculomotor nerve disorder					Rare oculomotor nerve disorder	Orphanet:98685										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		Landouzy-Dejerine dystrophy				Landouzy-Dejerine dystrophy			Orphanet:269	Facioscapulohumeral dystrophy					Landouzy-Dejerine dystrophy	Orphanet:269										
MONDO:0001595	choreatic disease	oio:hasExactSynonym		Benign hereditary chorea				Benign hereditary chorea			Orphanet:1429	Benign hereditary chorea					Benign hereditary chorea	Orphanet:1429										
MONDO:0001633	central retinal artery occlusion	oio:hasExactSynonym		Central retinal artery occlusion				Central retinal artery occlusion			Orphanet:648684	Central retinal artery occlusion					Central retinal artery occlusion	Orphanet:648684										
MONDO:0001633	central retinal artery occlusion	oio:hasExactSynonym		CRAO				CRAO			Orphanet:648684	Central retinal artery occlusion	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				CRAO	Orphanet:648684	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001676	erythropoietic protoporphyria	oio:hasExactSynonym		Erythropoietic porphyria				Erythropoietic porphyria			Orphanet:659681	Erythropoietic porphyria					Erythropoietic porphyria	Orphanet:659681										
MONDO:0001676	erythropoietic protoporphyria	oio:hasExactSynonym		EPP				EPP			Orphanet:659681	Erythropoietic porphyria	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				EPP	Orphanet:659681	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002013	lymphangioma	oio:hasExactSynonym		Rare lymphatic malformation				Rare lymphatic malformation			Orphanet:2415	Rare lymphatic malformation					Rare lymphatic malformation	Orphanet:2415										
MONDO:0002095	vascular cancer	oio:hasExactSynonym		Metastatic vascular neoplasm				Metastatic vascular neoplasm			Orphanet:673466	Malignant vascular tumor					Metastatic vascular neoplasm	Orphanet:673466										
MONDO:0002145	disorder of sexual differentiation	oio:hasExactSynonym		Difference of sex development				Difference of sex development			Orphanet:90771	Difference of sex development					Difference of sex development	Orphanet:90771										
MONDO:0002303	central retinal vein occlusion	oio:hasExactSynonym		Central retinal vein occlusion				Central retinal vein occlusion			Orphanet:411527	Central retinal vein occlusion					Central retinal vein occlusion	Orphanet:411527										
MONDO:0002303	central retinal vein occlusion	oio:hasExactSynonym		CRVO				CRVO			Orphanet:411527	Central retinal vein occlusion	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				CRVO	Orphanet:411527	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002429	idiopathic interstitial pneumonia	oio:hasExactSynonym		Idiopathic interstitial pneumonia				Idiopathic interstitial pneumonia			Orphanet:98300	Idiopathic interstitial pneumonia					Idiopathic interstitial pneumonia	Orphanet:98300										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym		Jervell and Lange-Nielsen syndrome				Jervell and Lange-Nielsen syndrome			Orphanet:90647	Jervell and Lange-Nielsen syndrome					Jervell and Lange-Nielsen syndrome	Orphanet:90647										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym		Long QT interval-hearing loss syndrome				Long QT interval-hearing loss syndrome			Orphanet:90647	Jervell and Lange-Nielsen syndrome					Long QT interval-hearing loss syndrome	Orphanet:90647										
MONDO:0002546	schwannoma	oio:hasExactSynonym		Neurilemoma				Neurilemoma			Orphanet:252164	Benign schwannoma					Neurilemoma	Orphanet:252164										
MONDO:0002629	bone osteosarcoma	oio:hasExactSynonym		Osteogenic sarcoma				Osteogenic sarcoma			Orphanet:668	Osteosarcoma					Osteogenic sarcoma	Orphanet:668										
MONDO:0002629	bone osteosarcoma	oio:hasExactSynonym		Osteosarcoma				Osteosarcoma			Orphanet:668	Osteosarcoma					Osteosarcoma	Orphanet:668										
MONDO:0002687	superior mesenteric artery syndrome	oio:hasExactSynonym		SMAS				SMAS			Orphanet:622099	Superior mesenteric artery syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				SMAS	Orphanet:622099	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002882	colon neuroendocrine neoplasm	oio:hasExactSynonym		Colonic NET				Colonic NET			Orphanet:100080	Neuroendocrine tumor of the colon					Colonic NET	Orphanet:100080										
MONDO:0002882	colon neuroendocrine neoplasm	oio:hasExactSynonym		NET of the colon				NET of the colon			Orphanet:100080	Neuroendocrine tumor of the colon					NET of the colon	Orphanet:100080										
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym		Gastric NET				Gastric NET			Orphanet:100075	Neuroendocrine tumor of stomach					Gastric NET	Orphanet:100075										
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym		Gastric neuroendocrine tumor				Gastric neuroendocrine tumor			Orphanet:100075	Neuroendocrine tumor of stomach					Gastric neuroendocrine tumor	Orphanet:100075										
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym		GNET				GNET			Orphanet:100075	Neuroendocrine tumor of stomach	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				GNET	Orphanet:100075	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0003258	hobnail hemangioma	oio:hasExactSynonym		HH				HH			Orphanet:675362	Hobnail hemangioma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				HH	Orphanet:675362	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0003258	hobnail hemangioma	oio:hasExactSynonym		THH				THH			Orphanet:675362	Hobnail hemangioma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				THH	Orphanet:675362	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0003582	hereditary breast ovarian cancer syndrome	oio:hasExactSynonym		Hereditary breast and/or ovarian cancer syndrome				Hereditary breast and/or ovarian cancer syndrome			Orphanet:145	Hereditary breast and/or ovarian cancer syndrome					Hereditary breast and/or ovarian cancer syndrome	Orphanet:145										
MONDO:0003646	rectum neuroendocrine neoplasm	oio:hasExactSynonym		Neuroendocrine tumor of the rectum				Neuroendocrine tumor of the rectum			Orphanet:100081	Neuroendocrine tumor of the rectum					Neuroendocrine tumor of the rectum	Orphanet:100081										
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasExactSynonym		HPRC				HPRC			Orphanet:47044	Hereditary papillary renal cell carcinoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				HPRC	Orphanet:47044	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0003999	juvenile pilocytic astrocytoma	oio:hasExactSynonym		Classic pilocytic astrocytoma				Classic pilocytic astrocytoma			Orphanet:673580	Classic pilocytic astrocytoma					Classic pilocytic astrocytoma	Orphanet:673580										
MONDO:0004216	pineal region germinoma	oio:hasExactSynonym		Germinoma of the central nervous system				Germinoma of the central nervous system			Orphanet:91352	Germinoma of the central nervous system					Germinoma of the central nervous system	Orphanet:91352										
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	oio:hasExactSynonym		IPMN				IPMN			Orphanet:424058	Intraductal papillary mucinous carcinoma of pancreas	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				IPMN	Orphanet:424058	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0004351	intraocular lymphoma	oio:hasExactSynonym		Primary intraocular non-Hodgkin lymphoma				Primary intraocular non-Hodgkin lymphoma			Orphanet:279904	Primary intraocular lymphoma					Primary intraocular non-Hodgkin lymphoma	Orphanet:279904										
MONDO:0004380	dendritic cell sarcoma	oio:hasExactSynonym		Dendritic cell sarcoma not otherwise specified				Dendritic cell sarcoma not otherwise specified			Orphanet:86903	Dendritic cell sarcoma not otherwise specified					Dendritic cell sarcoma not otherwise specified	Orphanet:86903										
MONDO:0004665	nodular sclerosis classical Hodgkin lymphoma	oio:hasExactSynonym		Classic Hodgkin lymphoma, nodular sclerosis type				Classic Hodgkin lymphoma, nodular sclerosis type			Orphanet:98843	Classic Hodgkin lymphoma, nodular sclerosis type					Classic Hodgkin lymphoma, nodular sclerosis type	Orphanet:98843										
MONDO:0004672	fasciolopsiasis	oio:hasExactSynonym		Fasciolopsiasis				Fasciolopsiasis			Orphanet:658909	Fasciolopsiasis					Fasciolopsiasis	Orphanet:658909										
MONDO:0004684	plantar fibromatosis	oio:hasExactSynonym		Ledderhose disease				Ledderhose disease			Orphanet:199251	Ledderhose disease					Ledderhose disease	Orphanet:199251										
MONDO:0004933	hypoplastic left heart syndrome	oio:hasExactSynonym		Hypoplastic left heart syndrome				Hypoplastic left heart syndrome			Orphanet:2248	Hypoplastic left heart syndrome					Hypoplastic left heart syndrome	Orphanet:2248										
MONDO:0004948	B-cell chronic lymphocytic leukemia	oio:hasExactSynonym		CLL/SLL				CLL/SLL			Orphanet:67038	B-cell chronic lymphocytic leukemia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				CLL/SLL	Orphanet:67038	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0004967	acute lymphoblastic leukemia	oio:hasExactSynonym		Precursor lymphoid neoplasm				Precursor lymphoid neoplasm			Orphanet:513	Acute lymphoblastic leukemia					Precursor lymphoid neoplasm	Orphanet:513										
MONDO:0004994	cardiomyopathy	oio:hasExactSynonym		Rare cardiomyopathy				Rare cardiomyopathy			Orphanet:167848	Rare cardiomyopathy					Rare cardiomyopathy	Orphanet:167848										
MONDO:0005005	clear cell renal carcinoma	oio:hasExactSynonym		Clear cell renal carcinoma				Clear cell renal carcinoma			Orphanet:319276	Clear cell renal carcinoma					Clear cell renal carcinoma	Orphanet:319276										
MONDO:0005005	clear cell renal carcinoma	oio:hasExactSynonym		Clear cell renal cell adenocarcinoma				Clear cell renal cell adenocarcinoma			Orphanet:319276	Clear cell renal carcinoma					Clear cell renal cell adenocarcinoma	Orphanet:319276										
MONDO:0005005	clear cell renal carcinoma	oio:hasExactSynonym		CCRCC				CCRCC			Orphanet:319276	Clear cell renal carcinoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				CCRCC	Orphanet:319276	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005045	hypertrophic cardiomyopathy	oio:hasExactSynonym		Rare hypertrophic cardiomyopathy				Rare hypertrophic cardiomyopathy			Orphanet:217569	Rare hypertrophic cardiomyopathy					Rare hypertrophic cardiomyopathy	Orphanet:217569										
MONDO:0005048	pancreatic insulin-producing neuroendocrine tumor	oio:hasExactSynonym		Insulinoma				Insulinoma			Orphanet:97279	Insulinoma					Insulinoma	Orphanet:97279										
MONDO:0005091	severe acute respiratory syndrome	oio:hasExactSynonym		Severe acute respiratory syndrome				Severe acute respiratory syndrome			Orphanet:140896	Severe acute respiratory syndrome					Severe acute respiratory syndrome	Orphanet:140896										
MONDO:0005091	severe acute respiratory syndrome	oio:hasExactSynonym		SARS-1				SARS-1			Orphanet:140896	Severe acute respiratory syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				SARS-1	Orphanet:140896	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005115	temporal lobe epilepsy	oio:hasExactSynonym		Familial temporal lobe epilepsy				Familial temporal lobe epilepsy			Orphanet:98819	Familial temporal lobe epilepsy					Familial temporal lobe epilepsy	Orphanet:98819										
MONDO:0005124	leprosy	oio:hasExactSynonym		Leprosy				Leprosy			Orphanet:548	Leprosy					Leprosy	Orphanet:548										
MONDO:0005136	malaria	oio:hasExactSynonym		Malaria				Malaria			Orphanet:673	Malaria					Malaria	Orphanet:673										
MONDO:0005198	vulvar intraepithelial neoplasia	oio:hasExactSynonym		Vulvar intraepithelial neoplasia				Vulvar intraepithelial neoplasia			Orphanet:137583	Vulvar intraepithelial neoplasia					Vulvar intraepithelial neoplasia	Orphanet:137583										
MONDO:0005224	acute myeloblastic leukemia without maturation	oio:hasExactSynonym		Acute myeloblastic leukemia without maturation				Acute myeloblastic leukemia without maturation			Orphanet:98833	Acute myeloblastic leukemia without maturation					Acute myeloblastic leukemia without maturation	Orphanet:98833										
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	oio:hasExactSynonym		Myelodysplastic neoplasm with low blasts				Myelodysplastic neoplasm with low blasts			Orphanet:98826	Myelodysplastic neoplasm with low blasts					Myelodysplastic neoplasm with low blasts	Orphanet:98826										
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	oio:hasExactSynonym		MDS-LB				MDS-LB			Orphanet:98826	Myelodysplastic neoplasm with low blasts	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				MDS-LB	Orphanet:98826	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005312	pouchitis	oio:hasExactSynonym		Pouchitis				Pouchitis			Orphanet:217067	Pouchitis					Pouchitis	Orphanet:217067										
MONDO:0005342	IgA glomerulonephritis	oio:hasExactSynonym		Berger disease				Berger disease			Orphanet:34145	Immunoglobulin A nephropathy					Berger disease	Orphanet:34145										
MONDO:0005342	IgA glomerulonephritis	oio:hasExactSynonym		Immunoglobulin A nephropathy				Immunoglobulin A nephropathy			Orphanet:34145	Immunoglobulin A nephropathy					Immunoglobulin A nephropathy	Orphanet:34145										
MONDO:0005388	primary biliary cholangitis	oio:hasExactSynonym		Primary biliary cholangitis				Primary biliary cholangitis			Orphanet:186	Primary biliary cholangitis					Primary biliary cholangitis	Orphanet:186										
MONDO:0005504	diphtheria	oio:hasExactSynonym		Diphtheria				Diphtheria			Orphanet:1679	Diphtheria					Diphtheria	Orphanet:1679										
MONDO:0005505	dysembryoplastic neuroepithelial tumor	oio:hasExactSynonym		Dysembryoplastic neuroepithelial tumor				Dysembryoplastic neuroepithelial tumor			Orphanet:251946	Dysembryoplastic neuroepithelial tumor					Dysembryoplastic neuroepithelial tumor	Orphanet:251946										
MONDO:0005508	hereditary multiple osteochondromas	oio:hasExactSynonym		Multiple osteochondromas				Multiple osteochondromas			Orphanet:321	Multiple osteochondromas					Multiple osteochondromas	Orphanet:321										
MONDO:0005512	malignant peritoneal mesothelioma	oio:hasExactSynonym		Malignant peritoneal mesothelioma				Malignant peritoneal mesothelioma			Orphanet:168811	Malignant peritoneal mesothelioma					Malignant peritoneal mesothelioma	Orphanet:168811										
MONDO:0005514	nanophthalmia	oio:hasExactSynonym		Nanophthalmia				Nanophthalmia			Orphanet:35612	Nanophthalmos					Nanophthalmia	Orphanet:35612										
MONDO:0005514	nanophthalmia	oio:hasExactSynonym		Nanophthalmos				Nanophthalmos			Orphanet:35612	Nanophthalmos					Nanophthalmos	Orphanet:35612										
MONDO:0005526	tetanus	oio:hasExactSynonym		Tetanus				Tetanus			Orphanet:3299	Tetanus					Tetanus	Orphanet:3299										
MONDO:0005543	autoimmune hepatitis type 1	oio:hasExactSynonym		AIH type 1				AIH type 1			Orphanet:563576	Autoimmune hepatitis type 1					AIH type 1	Orphanet:563576										
MONDO:0005620	cerebral amyloid angiopathy	oio:hasExactSynonym		Cerebral Amyloid Angiopathy				Cerebral Amyloid Angiopathy			Orphanet:85458	Cerebral Amyloid Angiopathy					Cerebral Amyloid Angiopathy	Orphanet:85458										
MONDO:0005620	cerebral amyloid angiopathy	oio:hasExactSynonym		Hereditary cerebral hemorrhage with amyloidosis				Hereditary cerebral hemorrhage with amyloidosis			Orphanet:85458	Cerebral Amyloid Angiopathy					Hereditary cerebral hemorrhage with amyloidosis	Orphanet:85458										
MONDO:0005629	Acanthamoeba keratitis	oio:hasExactSynonym		Amoebic keratitis				Amoebic keratitis			Orphanet:67043	Amoebic keratitis					Amoebic keratitis	Orphanet:67043										
MONDO:0005631	actinomycosis	oio:hasExactSynonym		Actinomycosis				Actinomycosis			Orphanet:457095	Actinomycosis					Actinomycosis	Orphanet:457095										
MONDO:0005645	ancylostomiasis	oio:hasExactSynonym		Ancylostomiasis				Ancylostomiasis			Orphanet:78	Ankylostomiasis					Ancylostomiasis	Orphanet:78										
MONDO:0005645	ancylostomiasis	oio:hasExactSynonym		Ankylostomiasis				Ankylostomiasis			Orphanet:78	Ankylostomiasis					Ankylostomiasis	Orphanet:78										
MONDO:0005657	aspergillosis	oio:hasExactSynonym		Aspergillosis				Aspergillosis			Orphanet:1163	Aspergillosis					Aspergillosis	Orphanet:1163										
MONDO:0005661	babesiosis	oio:hasExactSynonym		Babesiosis				Babesiosis			Orphanet:108	Babesiosis					Babesiosis	Orphanet:108										
MONDO:0005662	balantidiasis	oio:hasExactSynonym		Balantidiasis				Balantidiasis			Orphanet:1223	Balantidiasis					Balantidiasis	Orphanet:1223										
MONDO:0005680	Brill-Zinsser disease	oio:hasExactSynonym		Brill-Zinsser disease				Brill-Zinsser disease			Orphanet:99990	Brill-Zinsser disease					Brill-Zinsser disease	Orphanet:99990										
MONDO:0005683	brucellosis	oio:hasExactSynonym		Brucellosis				Brucellosis			Orphanet:1304	Brucellosis					Brucellosis	Orphanet:1304										
MONDO:0005692	cat-scratch disease	oio:hasExactSynonym		Cat-scratch disease				Cat-scratch disease			Orphanet:50839	Cat-scratch disease					Cat-scratch disease	Orphanet:50839										
MONDO:0005696	central nervous system tuberculosis	oio:hasExactSynonym		CNS tuberculosis				CNS tuberculosis			Orphanet:641396	Central nervous system tuberculosis					CNS tuberculosis	Orphanet:641396										
MONDO:0005705	clonorchiasis	oio:hasExactSynonym		Clonorchiasis				Clonorchiasis			Orphanet:658917	Clonorchiasis					Clonorchiasis	Orphanet:658917										
MONDO:0005706	coccidioidomycosis	oio:hasExactSynonym		Coccidioidomycosis				Coccidioidomycosis			Orphanet:228123	Coccidioidomycosis					Coccidioidomycosis	Orphanet:228123										
MONDO:0005708	Colorado tick fever	oio:hasExactSynonym		Colorado tick fever				Colorado tick fever			Orphanet:83595	Colorado tick fever					Colorado tick fever	Orphanet:83595										
MONDO:0005724	cryptococcosis	oio:hasExactSynonym		Cryptococcosis				Cryptococcosis			Orphanet:1546	Cryptococcosis					Cryptococcosis	Orphanet:1546										
MONDO:0005725	cyclosporiasis	oio:hasExactSynonym		Cyclosporiasis				Cyclosporiasis			Orphanet:210	Cyclosporiasis					Cyclosporiasis	Orphanet:210										
MONDO:0005736	eastern equine encephalitis	oio:hasExactSynonym		Eastern equine encephalitis				Eastern equine encephalitis			Orphanet:83594	Eastern equine encephalitis					Eastern equine encephalitis	Orphanet:83594										
