mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_internal	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	oio:hasExactSynonym	oio:hasNarrowSynonym	malignant gastrointestinal neuroendocrine tumour	malignant gastrointestinal neuroendocrine tumour		False	malignant gastrointestinal neuroendocrine tumour		False	DOID:0050626	gastrointestinal neuroendocrine tumor			http://purl.obolibrary.org/obo/OMO_0003005			malignant gastrointestinal neuroendocrine tumour	DOID:0050626										
MONDO:0000448	paraganglioma	oio:hasExactSynonym	oio:hasNarrowSynonym	chemodectoma	chemodectoma		False	chemodectoma		False	DOID:0050773	paraganglioma						chemodectoma	DOID:0050773										
MONDO:0000461	nutritional biotin deficiency	oio:hasExactSynonym	oio:hasBroadSynonym	B7 deficiency	B7 deficiency		False	B7 deficiency		False	DOID:0050810	biotin deficiency						B7 deficiency	DOID:0050810										
MONDO:0000461	nutritional biotin deficiency	oio:hasExactSynonym	oio:hasBroadSynonym	biotin deficiency	biotin deficiency		False	biotin deficiency		False	DOID:0050810	biotin deficiency		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				biotin deficiency	DOID:0050810										
MONDO:0000471	tricuspid valve disorder	oio:hasExactSynonym	oio:hasNarrowSynonym	RH. tricuspid valve disease	RH. tricuspid valve disease		False	RH. tricuspid valve disease		False	DOID:0050826	tricuspid valve disease						RH. tricuspid valve disease	DOID:0050826										
MONDO:0000471	tricuspid valve disorder	oio:hasExactSynonym	oio:hasNarrowSynonym	rheumatic disease of tricuspid valve	rheumatic disease of tricuspid valve	rheumatic disease of tricuspid valve	False	Rheumatic disease of tricuspid valve	Rheumatic disease of tricuspid valve	False	DOID:0050826	tricuspid valve disease						rheumatic disease of tricuspid valve	DOID:0050826										
MONDO:0000471	tricuspid valve disorder	oio:hasExactSynonym	oio:hasNarrowSynonym	rheumatic tricuspid valve disease	rheumatic tricuspid valve disease		False	rheumatic tricuspid valve disease		False	DOID:0050826	tricuspid valve disease						rheumatic tricuspid valve disease	DOID:0050826										
MONDO:0000525	cecum villous adenoma	oio:hasExactSynonym	oio:hasBroadSynonym	cecum adenoma	cecum adenoma		False	cecum adenoma		False	DOID:0050910	cecum adenoma		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				cecum adenoma	DOID:0050910										
MONDO:0000594	pervasive developmental disorder	oio:hasExactSynonym	oio:hasRelatedSynonym	pervasive child development disorders	pervasive child development disorders	pervasive child development disorders	False	Pervasive Child Development Disorders	Pervasive Child Development Disorders	False	DOID:0060040	pervasive developmental disorder				MESH:D002659		pervasive child development disorders	DOID:0060040										
MONDO:0000686	alexia without agraphia	oio:hasExactSynonym	oio:hasRelatedSynonym	visual verbal agnosia	visual verbal agnosia		False	visual verbal agnosia		False	DOID:0060156	visual verbal agnosia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		MESH:D020237		visual verbal agnosia	DOID:0060156										
MONDO:0000688	inborn organic aciduria	oio:hasExactSynonym	oio:hasBroadSynonym	organic acid metabolism disorder	organic acid metabolism disorder		False	organic acid metabolism disorder		False	DOID:0060159	organic acidemia						organic acid metabolism disorder	DOID:0060159										
MONDO:0000723	stutter disorder	oio:hasExactSynonym	oio:hasNarrowSynonym	familial persistent stuttering	familial persistent stuttering		False	familial persistent stuttering		False	DOID:0060243	stuttering						familial persistent stuttering	DOID:0060243										
MONDO:0000734	Ohdo syndrome and variants	oio:hasExactSynonym	oio:hasNarrowSynonym	Ohdo blepharophimosis syndrome	Ohdo blepharophimosis syndrome		False	Ohdo blepharophimosis syndrome		False	DOID:0060289	Ohdo syndrome						Ohdo blepharophimosis syndrome	DOID:0060289										
MONDO:0000739	uvulitis	oio:hasExactSynonym	oio:hasNarrowSynonym	acute uvulitis	acute uvulitis		False	acute uvulitis		False	DOID:0060310	uvulitis						acute uvulitis	DOID:0060310										
MONDO:0000763	epithelial and subepithelial corneal dystrophy	oio:hasExactSynonym	oio:hasRelatedSynonym	epithelial and subepithelial dystrophy	epithelial and subepithelial dystrophy		False	epithelial and subepithelial dystrophy		False	DOID:0060440	epithelial and subepithelial dystrophy		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		https://www.webmedcentral.com/wmcpdf/Article_WMC001598.pdf		epithelial and subepithelial dystrophy	DOID:0060440										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 5	autosomal recessive deafness 5		False	autosomal recessive deafness 5		False	DOID:0110507	autosomal recessive nonsyndromic deafness 5						autosomal recessive deafness 5	DOID:0110507										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 5	autosomal recessive nonsyndromic deafness 5		False	autosomal recessive nonsyndromic deafness 5		False	DOID:0110507	autosomal recessive nonsyndromic deafness 5		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 5	DOID:0110507										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB5	DFNB5		False	DFNB5		False	DOID:0110507	autosomal recessive nonsyndromic deafness 5	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION	MONDO:0010934		DFNB5	DOID:0110507	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000945	venous insufficiency	oio:hasExactSynonym	oio:hasNarrowSynonym	peripheral venous insufficiency	peripheral venous insufficiency		False	peripheral venous insufficiency		False	DOID:10128	venous insufficiency						peripheral venous insufficiency	DOID:10128										
MONDO:0000958	neuroretinitis	oio:hasExactSynonym	oio:hasNarrowSynonym	Juxtapapillary focal retinitis and retinochoroiditis	Juxtapapillary focal retinitis and retinochoroiditis	Juxtapapillary focal retinitis and retinochoroiditis	False	Juxtapapillary focal retinitis AND retinochoroiditis	Juxtapapillary focal retinitis AND retinochoroiditis	False	DOID:10176	neuroretinitis						Juxtapapillary focal retinitis and retinochoroiditis	DOID:10176										
MONDO:0000958	neuroretinitis	oio:hasExactSynonym	oio:hasNarrowSynonym	focal retinitis and retinochoroiditis, juxtapapillary	focal retinitis and retinochoroiditis, juxtapapillary	focal retinitis and retinochoroiditis, juxtapapillary	False	Focal retinitis and retinochoroiditis, juxtapapillary	Focal retinitis and retinochoroiditis, juxtapapillary	False	DOID:10176	neuroretinitis				ICD9CM:363.05		focal retinitis and retinochoroiditis, juxtapapillary	DOID:10176										
MONDO:0000958	neuroretinitis	oio:hasExactSynonym	oio:hasNarrowSynonym	papilloretinitis	papilloretinitis	papilloretinitis	False	Papilloretinitis	Papilloretinitis	False	DOID:10176	neuroretinitis						papilloretinitis	DOID:10176										
MONDO:0000964	skin lipoma	oio:hasExactSynonym	oio:hasNarrowSynonym	lipoma of face	lipoma of face		False	lipoma of face		False	DOID:10188	skin lipoma						lipoma of face	DOID:10188										
MONDO:0001017	epididymal adenocarcinoma	oio:hasRelatedSynonym	oio:hasExactSynonym	adenocarcinoma of the epididymis	adenocarcinoma of the epididymis		False	adenocarcinoma of the epididymis		False	DOID:10368	epididymis adenocarcinoma				NCIT:C39957											adenocarcinoma of the epididymis	DOID:10368	
MONDO:0001024	pneumonic plague	oio:hasExactSynonym	oio:hasNarrowSynonym	primary pneumonic plague	primary pneumonic plague		False	primary pneumonic plague		False	DOID:10398	pneumonic plague						primary pneumonic plague	DOID:10398										
MONDO:0001024	pneumonic plague	oio:hasExactSynonym	oio:hasNarrowSynonym	secondary pneumonic plague	secondary pneumonic plague		False	secondary pneumonic plague		False	DOID:10398	pneumonic plague						secondary pneumonic plague	DOID:10398										
MONDO:0001056	gastric cancer	oio:hasExactSynonym	oio:hasBroadSynonym	gastric neoplasm	gastric neoplasm		False	gastric neoplasm		False	DOID:10534	stomach cancer						gastric neoplasm	DOID:10534										
MONDO:0001082	lymph node cancer	oio:hasExactSynonym	oio:hasBroadSynonym	lymph node neoplasm	lymph node neoplasm		False	lymph node neoplasm		False	DOID:10619	lymph node cancer						lymph node neoplasm	DOID:10619										
MONDO:0001083	Fanconi renotubular syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	adult Fanconi syndrome	adult Fanconi syndrome		False	adult Fanconi syndrome		False	DOID:1062	Fanconi syndrome						adult Fanconi syndrome	DOID:1062										
MONDO:0001083	Fanconi renotubular syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	congenital Fanconi syndrome	congenital Fanconi syndrome	congenital Fanconi syndrome	False	Congenital Fanconi syndrome	Congenital Fanconi syndrome	False	DOID:1062	Fanconi syndrome						congenital Fanconi syndrome	DOID:1062										
MONDO:0001115	familial polycythemia	oio:hasExactSynonym	oio:hasNarrowSynonym	primary polycythemia	primary polycythemia		False	primary polycythemia		False	DOID:10780	primary polycythemia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				primary polycythemia	DOID:10780										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage and obstruction	acute gastric ulcer with hemorrhage and obstruction		False	acute gastric ulcer with hemorrhage and obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage and obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage and perforation	acute gastric ulcer with hemorrhage and perforation		False	acute gastric ulcer with hemorrhage and perforation		False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage and perforation	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage and perforation, with obstruction	acute gastric ulcer with hemorrhage and perforation, with obstruction		False	acute gastric ulcer with hemorrhage and perforation, with obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage and perforation, with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage and perforation, without mention of obstruction	acute gastric ulcer with hemorrhage and perforation, without mention of obstruction		False	acute gastric ulcer with hemorrhage and perforation, without mention of obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage and perforation, without mention of obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage and with perforation but without obstruction	acute gastric ulcer with hemorrhage and with perforation but without obstruction	acute gastric ulcer with hemorrhage and with perforation but without obstruction	False	acute gastric ulcer with hemorrhage AND with perforation but without obstruction	acute gastric ulcer with hemorrhage AND with perforation but without obstruction	False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage and with perforation but without obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage, with obstruction	acute gastric ulcer with hemorrhage, with obstruction		False	acute gastric ulcer with hemorrhage, with obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage, with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with hemorrhage, with perforation and with obstruction	acute gastric ulcer with hemorrhage, with perforation and with obstruction	acute gastric ulcer with hemorrhage, with perforation and with obstruction	False	acute gastric ulcer with hemorrhage, with perforation AND with obstruction	acute gastric ulcer with hemorrhage, with perforation AND with obstruction	False	DOID:10808	gastric ulcer						acute gastric ulcer with hemorrhage, with perforation and with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with perforation	acute gastric ulcer with perforation		False	acute gastric ulcer with perforation		False	DOID:10808	gastric ulcer						acute gastric ulcer with perforation	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with perforation and obstruction	acute gastric ulcer with perforation and obstruction	acute gastric ulcer with perforation and obstruction	False	acute gastric ulcer with perforation AND obstruction	acute gastric ulcer with perforation AND obstruction	False	DOID:10808	gastric ulcer						acute gastric ulcer with perforation and obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with perforation, with obstruction	acute gastric ulcer with perforation, with obstruction		False	acute gastric ulcer with perforation, with obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer with perforation, with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer without hemorrhage and without perforation	acute gastric ulcer without hemorrhage and without perforation		False	acute gastric ulcer without hemorrhage and without perforation		False	DOID:10808	gastric ulcer						acute gastric ulcer without hemorrhage and without perforation	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer without hemorrhage, without perforation and without obstruction	acute gastric ulcer without hemorrhage, without perforation and without obstruction	acute gastric ulcer without hemorrhage, without perforation and without obstruction	False	acute gastric ulcer without hemorrhage, without perforation AND without obstruction	acute gastric ulcer without hemorrhage, without perforation AND without obstruction	False	DOID:10808	gastric ulcer						acute gastric ulcer without hemorrhage, without perforation and without obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction		False	acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction		False	DOID:10808	gastric ulcer						acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	bleeding acute gastric ulcer	bleeding acute gastric ulcer		False	bleeding acute gastric ulcer		False	DOID:10808	gastric ulcer						bleeding acute gastric ulcer	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	chronic gastric ulcer without hemorrhage and without perforation	chronic gastric ulcer without hemorrhage and without perforation	chronic gastric ulcer without hemorrhage and without perforation	False	chronic gastric ulcer without hemorrhage AND without perforation	chronic gastric ulcer without hemorrhage AND without perforation	False	DOID:10808	gastric ulcer						chronic gastric ulcer without hemorrhage and without perforation	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	chronic gastric ulcer without hemorrhage and without perforation but with obstruction	chronic gastric ulcer without hemorrhage and without perforation but with obstruction	chronic gastric ulcer without hemorrhage and without perforation but with obstruction	False	chronic gastric ulcer without hemorrhage AND without perforation but with obstruction	chronic gastric ulcer without hemorrhage AND without perforation but with obstruction	False	DOID:10808	gastric ulcer						chronic gastric ulcer without hemorrhage and without perforation but with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction	chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction		False	chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction		False	DOID:10808	gastric ulcer						chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction	DOID:10808										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric ulcer with haemorrhage and perforation	acute gastric ulcer with haemorrhage and perforation		False	acute gastric ulcer with haemorrhage and perforation		False	DOID:10808	gastric ulcer			http://purl.obolibrary.org/obo/OMO_0003005			acute gastric ulcer with haemorrhage and perforation	DOID:10808										
MONDO:0001142	salivary gland disorder	oio:hasExactSynonym	oio:hasNarrowSynonym	non-neoplastic salivary gland disease	non-neoplastic salivary gland disease	non-neoplastic salivary gland disease	False	Non-neoplastic Salivary gland disease	Non-neoplastic Salivary gland disease	False	DOID:10854	salivary gland disease						non-neoplastic salivary gland disease	DOID:10854										
MONDO:0001187	urinary bladder cancer	oio:hasExactSynonym	oio:hasBroadSynonym	tumor of the bladder	tumor of the bladder		False	tumor of the bladder		False	DOID:11054	urinary bladder cancer						tumor of the bladder	DOID:11054										
MONDO:0001204	esophagus sarcoma	oio:hasRelatedSynonym	oio:hasExactSynonym	esophageal sarcoma	esophageal sarcoma		False	esophageal sarcoma		False	DOID:1114	esophagus sarcoma				NCIT:C5341											esophageal sarcoma	DOID:1114	
MONDO:0001221	esophageal varices	oio:hasExactSynonym	oio:hasNarrowSynonym	bleeding esophageal varices	bleeding esophageal varices	bleeding esophageal varices	False	Bleeding esophageal varices	Bleeding esophageal varices	False	DOID:112	esophageal varix						bleeding esophageal varices	DOID:112										
MONDO:0001221	esophageal varices	oio:hasExactSynonym	oio:hasNarrowSynonym	bleeding oesophageal varices	bleeding oesophageal varices	bleeding oesophageal varices	False	Bleeding oesophageal varices	Bleeding oesophageal varices	False	DOID:112	esophageal varix						bleeding oesophageal varices	DOID:112										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	endemic flea-borne typhus	endemic flea-borne typhus		False	endemic flea-borne typhus		False	DOID:11256	typhus						endemic flea-borne typhus	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	endemic typhus fever	endemic typhus fever	endemic typhus fever	False	Endemic Typhus fever	Endemic Typhus fever	False	DOID:11256	typhus						endemic typhus fever	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	epidemic louse-borne typhus	epidemic louse-borne typhus		False	epidemic louse-borne typhus		False	DOID:11256	typhus						epidemic louse-borne typhus	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	exanthematic typhus fever	exanthematic typhus fever	exanthematic typhus fever	False	Exanthematic Typhus fever	Exanthematic Typhus fever	False	DOID:11256	typhus						exanthematic typhus fever	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	flea typhus	flea typhus	flea typhus	False	Flea typhus	Flea typhus	False	DOID:11256	typhus						flea typhus	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	louse-borne [epidemic] typhus	louse-borne [epidemic] typhus	louse-borne [epidemic] typhus	False	Louse-borne [epidemic] typhus	Louse-borne [epidemic] typhus	False	DOID:11256	typhus				ICD9CM:080		louse-borne [epidemic] typhus	DOID:11256										
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	murine [endemic] typhus	murine [endemic] typhus	murine [endemic] typhus	False	Murine [endemic] typhus	Murine [endemic] typhus	False	DOID:11256	typhus				ICD9CM:081.0		murine [endemic] typhus	DOID:11256										
MONDO:0001322	pericardium cancer	oio:hasExactSynonym	oio:hasBroadSynonym	pericardial tumor	pericardial tumor	pericardial tumor	False	Pericardial tumor	Pericardial tumor	False	DOID:116	pericardium cancer						pericardial tumor	DOID:116										
MONDO:0001325	penile cancer	oio:hasExactSynonym	oio:hasBroadSynonym	penile neoplasm	penile neoplasm		False	penile neoplasm		False	DOID:11615	penile cancer						penile neoplasm	DOID:11615										
MONDO:0001336	familial hyperlipidemia	oio:hasExactSynonym	oio:hasBroadSynonym	hyperlipemia	hyperlipemia		False	hyperlipemia		False	DOID:1168	familial hyperlipidemia						hyperlipemia	DOID:1168										
MONDO:0001336	familial hyperlipidemia	oio:hasRelatedSynonym	oio:hasBroadSynonym	hyperlipidaemia	hyperlipidaemia		False	hyperlipidaemia		False	DOID:1168	familial hyperlipidemia															hyperlipidaemia	DOID:1168	
MONDO:0001340	heart cancer	oio:hasExactSynonym	oio:hasBroadSynonym	Cardiac tumor	Cardiac tumor		False	Cardiac tumor		False	DOID:117	heart cancer						Cardiac tumor	DOID:117										
MONDO:0001340	heart cancer	oio:hasExactSynonym	oio:hasBroadSynonym	tumour of heart	tumour of heart	tumour of heart	False	Tumour of heart	Tumour of heart	False	DOID:117	heart cancer			http://purl.obolibrary.org/obo/OMO_0003005			tumour of heart	DOID:117										
MONDO:0001398	ureter benign neoplasm	oio:hasExactSynonym	oio:hasBroadSynonym	ureteral tumor	ureteral tumor		False	ureteral tumor		False	DOID:11885	ureteral benign neoplasm						ureteral tumor	DOID:11885										
MONDO:0001402	vaginal cancer	oio:hasExactSynonym	oio:hasBroadSynonym	vagina neoplasm	vagina neoplasm		False	vagina neoplasm		False	DOID:119	vaginal cancer						vagina neoplasm	DOID:119										
MONDO:0001402	vaginal cancer	oio:hasExactSynonym	oio:hasBroadSynonym	vaginal tumor	vaginal tumor		False	vaginal tumor		False	DOID:119	vaginal cancer						vaginal tumor	DOID:119										
MONDO:0001406	peripheral nervous system neoplasm	oio:hasExactSynonym	oio:hasNarrowSynonym	nerve sheath neoplasm	nerve sheath neoplasm		False	nerve sheath neoplasm		False	DOID:1192	peripheral nervous system neoplasm						nerve sheath neoplasm	DOID:1192										
MONDO:0001409	esophagitis	oio:hasExactSynonym	oio:hasNarrowSynonym	acute esophagitis	acute esophagitis		False	acute esophagitis		False	DOID:11963	esophagitis						acute esophagitis	DOID:11963										
MONDO:0001421	frontal lobe neoplasm	oio:hasExactSynonym	oio:hasNarrowSynonym	malignant neoplasm of frontal lobe	malignant neoplasm of frontal lobe		False	malignant neoplasm of frontal lobe		False	DOID:12016	frontal lobe neoplasm						malignant neoplasm of frontal lobe	DOID:12016										
MONDO:0001429	transient arthropathy	oio:hasExactSynonym	oio:hasNarrowSynonym	transient arthropathy involving forearm	transient arthropathy involving forearm	transient arthropathy involving forearm	False	Transient arthropathy involving forearm	Transient arthropathy involving forearm	False	DOID:12084	transient arthropathy						transient arthropathy involving forearm	DOID:12084										
MONDO:0001429	transient arthropathy	oio:hasExactSynonym	oio:hasNarrowSynonym	transient arthropathy involving hand	transient arthropathy involving hand	transient arthropathy involving hand	False	Transient arthropathy involving hand	Transient arthropathy involving hand	False	DOID:12084	transient arthropathy						transient arthropathy involving hand	DOID:12084										
MONDO:0001429	transient arthropathy	oio:hasExactSynonym	oio:hasNarrowSynonym	transient arthropathy involving lower leg	transient arthropathy involving lower leg	transient arthropathy involving lower leg	False	Transient arthropathy involving lower leg	Transient arthropathy involving lower leg	False	DOID:12084	transient arthropathy						transient arthropathy involving lower leg	DOID:12084										
MONDO:0001429	transient arthropathy	oio:hasExactSynonym	oio:hasNarrowSynonym	transient arthropathy involving multiple sites	transient arthropathy involving multiple sites	transient arthropathy involving multiple sites	False	Transient arthropathy involving multiple sites	Transient arthropathy involving multiple sites	False	DOID:12084	transient arthropathy						transient arthropathy involving multiple sites	DOID:12084										
