mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_internal	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000107	auriculocondylar syndrome			Auriculocondylar syndrome				Auriculocondylar syndrome			OMIMPS:602483	Auriculocondylar syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Auriculocondylar syndrome	OMIMPS:602483										
MONDO:0000107	auriculocondylar syndrome			Auriculocondylar syndrome				Auriculocondylar syndrome			Orphanet:137888	Auriculocondylar syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Auriculocondylar syndrome	Orphanet:137888										
MONDO:0000110	bifid nose			Bifid nose				Bifid nose			Orphanet:2695	Bifid nose		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Bifid nose	Orphanet:2695										
MONDO:0000110	bifid nose			Bifid nose				Bifid nose			icd11.foundation:1824850646	Bifid nose		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Bifid nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			Fissured, notched and cleft nose				Fissured, notched and cleft nose			icd11.foundation:1824850646	Bifid nose					added	Fissured, notched and cleft nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			congenital cleft nose				congenital cleft nose			icd11.foundation:1824850646	Bifid nose					added	congenital cleft nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			congenital fissure of nose				congenital fissure of nose			icd11.foundation:1824850646	Bifid nose					added	congenital fissure of nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			congenital notching nose				congenital notching nose			icd11.foundation:1824850646	Bifid nose					added	congenital notching nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			congenital notching of tip of nose				congenital notching of tip of nose			icd11.foundation:1824850646	Bifid nose					added	congenital notching of tip of nose	icd11.foundation:1824850646										
MONDO:0000110	bifid nose			fissure of nose				fissure of nose			icd11.foundation:1824850646	Bifid nose					added	fissure of nose	icd11.foundation:1824850646										
MONDO:0000127	geleophysic dysplasia			geleophysic dysplasia				geleophysic dysplasia			DOID:0111724	geleophysic dysplasia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	geleophysic dysplasia	DOID:0111724										
MONDO:0000127	geleophysic dysplasia			Geleophysic dysplasia				Geleophysic dysplasia			OMIMPS:231050	Geleophysic dysplasia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Geleophysic dysplasia	OMIMPS:231050										
MONDO:0000127	geleophysic dysplasia			Geleophysic dysplasia				Geleophysic dysplasia			Orphanet:2623	Geleophysic dysplasia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Geleophysic dysplasia	Orphanet:2623										
MONDO:0000127	geleophysic dysplasia			Geleophysic dysplasia				Geleophysic dysplasia			icd11.foundation:518828851	Geleophysic dysplasia		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Geleophysic dysplasia	icd11.foundation:518828851										
MONDO:0000128	giant axonal neuropathy			Giant Axonal Neuropathy				Giant Axonal Neuropathy			NCIT:C84728	Giant Axonal Neuropathy					added	Giant Axonal Neuropathy	NCIT:C84728										
MONDO:0000128	giant axonal neuropathy			GAN - [Giant axonal neuropathy]				GAN - [Giant axonal neuropathy]			icd11.foundation:1848636316	Giant axonal neuropathy					added	GAN - [Giant axonal neuropathy]	icd11.foundation:1848636316										
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome			ICF syndrome				ICF syndrome			Orphanet:2268	ICF syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	ICF syndrome	Orphanet:2268										
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome			Immunodeficiency-centromeric instability-facial dysmorphism syndrome				Immunodeficiency-centromeric instability-facial dysmorphism syndrome			Orphanet:2268	ICF syndrome					added	Immunodeficiency-centromeric instability-facial dysmorphism syndrome	Orphanet:2268										
MONDO:0000136	keratosis follicularis spinulosa decalvans			keratosis follicularis spinulosa decalvans				keratosis follicularis spinulosa decalvans			DOID:0080753	keratosis follicularis spinulosa decalvans		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	keratosis follicularis spinulosa decalvans	DOID:0080753										
MONDO:0000136	keratosis follicularis spinulosa decalvans			Keratosis follicularis spinulosa decalvans				Keratosis follicularis spinulosa decalvans			Orphanet:2340	Keratosis follicularis spinulosa decalvans		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Keratosis follicularis spinulosa decalvans	Orphanet:2340										
MONDO:0000136	keratosis follicularis spinulosa decalvans			Keratosis follicularis spinulosa decalvans				Keratosis follicularis spinulosa decalvans			icd11.foundation:303213910	Keratosis follicularis spinulosa decalvans		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Keratosis follicularis spinulosa decalvans	icd11.foundation:303213910										
MONDO:0000137	leukoencephalopathy, megalencephalic			Leukoencephalopathy, megalencephalic				Leukoencephalopathy, megalencephalic			OMIMPS:604004	Leukoencephalopathy, megalencephalic		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Leukoencephalopathy, megalencephalic	OMIMPS:604004										
MONDO:0000141	mosaic variegated aneuploidy syndrome			mosaic variegated aneuploidy syndrome				mosaic variegated aneuploidy syndrome			DOID:0080688	mosaic variegated aneuploidy syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	mosaic variegated aneuploidy syndrome	DOID:0080688										
MONDO:0000141	mosaic variegated aneuploidy syndrome			Mosaic variegated aneuploidy syndrome				Mosaic variegated aneuploidy syndrome			OMIMPS:257300	Mosaic variegated aneuploidy syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Mosaic variegated aneuploidy syndrome	OMIMPS:257300										
MONDO:0000141	mosaic variegated aneuploidy syndrome			Mosaic variegated aneuploidy syndrome				Mosaic variegated aneuploidy syndrome			Orphanet:1052	Mosaic variegated aneuploidy syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Mosaic variegated aneuploidy syndrome	Orphanet:1052										
MONDO:0000141	mosaic variegated aneuploidy syndrome			Mosaic variegated aneuploidy syndrome				Mosaic variegated aneuploidy syndrome			icd11.foundation:398235351	Mosaic variegated aneuploidy syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Mosaic variegated aneuploidy syndrome	icd11.foundation:398235351										
MONDO:0000144	pregnancy loss, recurrent, susceptibility			Pregnancy loss, recurrent				Pregnancy loss, recurrent			OMIMPS:614389	Pregnancy loss, recurrent		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Pregnancy loss, recurrent	OMIMPS:614389										
MONDO:0000148	pulmonary fibrosis and/or bone marrow failure, telomere-related			Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related				Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related			OMIMPS:614742	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related	OMIMPS:614742										
MONDO:0000153	transposition of the great arteries			Transposition of the great arteries				Transposition of the great arteries			Orphanet:216675	Transposition of the great arteries		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Transposition of the great arteries	Orphanet:216675										
MONDO:0000153	transposition of the great arteries			Discordant ventriculoarterial connection				Discordant ventriculoarterial connection			icd11.foundation:429190257	Transposition of the great arteries					added	Discordant ventriculoarterial connection	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			TGA - [transposition of great arteries]				TGA - [transposition of great arteries]			icd11.foundation:429190257	Transposition of the great arteries					added	TGA - [transposition of great arteries]	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			TGV - [transposition of great vessels]				TGV - [transposition of great vessels]			icd11.foundation:429190257	Transposition of the great arteries					added	TGV - [transposition of great vessels]	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			Transposition of the great arteries				Transposition of the great arteries			icd11.foundation:429190257	Transposition of the great arteries		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Transposition of the great arteries	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			complete TGA - [transposition of the great arteries]				complete TGA - [transposition of the great arteries]			icd11.foundation:429190257	Transposition of the great arteries					added	complete TGA - [transposition of the great arteries]	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			complete transposition of great vessels				complete transposition of great vessels			icd11.foundation:429190257	Transposition of the great arteries					added	complete transposition of great vessels	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			great vessels complete transposition				great vessels complete transposition			icd11.foundation:429190257	Transposition of the great arteries					added	great vessels complete transposition	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			total great vessel transposition				total great vessel transposition			icd11.foundation:429190257	Transposition of the great arteries					added	total great vessel transposition	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			transposed vessels NOS				transposed vessels NOS			icd11.foundation:429190257	Transposition of the great arteries					added	transposed vessels NOS	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			transposition of great arteries				transposition of great arteries			icd11.foundation:429190257	Transposition of the great arteries					added	transposition of great arteries	icd11.foundation:429190257										
MONDO:0000153	transposition of the great arteries			transposition of great vessels NOS				transposition of great vessels NOS			icd11.foundation:429190257	Transposition of the great arteries					added	transposition of great vessels NOS	icd11.foundation:429190257										
MONDO:0000156	trigonocephaly			Metopic craniosynostosis				Metopic craniosynostosis			icd11.foundation:20816218	Trigonocephaly					added	Metopic craniosynostosis	icd11.foundation:20816218										
MONDO:0000156	trigonocephaly			Triangular skull				Triangular skull			icd11.foundation:20816218	Trigonocephaly					added	Triangular skull	icd11.foundation:20816218										
MONDO:0000158	developmental dysplasia of the hip			developmental dysplasia of the hip				developmental dysplasia of the hip			DOID:0060930	developmental dysplasia of the hip		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	developmental dysplasia of the hip	DOID:0060930										
MONDO:0000158	developmental dysplasia of the hip			Developmental dysplasia of the hip				Developmental dysplasia of the hip			OMIMPS:142700	Developmental dysplasia of the hip		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Developmental dysplasia of the hip	OMIMPS:142700										
MONDO:0000159	bone marrow failure syndrome			Bone Marrow Failure Syndrome				Bone Marrow Failure Syndrome			NCIT:C165614	Bone Marrow Failure Syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Bone Marrow Failure Syndrome	NCIT:C165614										
MONDO:0000159	bone marrow failure syndrome			Bone marrow failure syndrome				Bone marrow failure syndrome			OMIMPS:614675	Bone marrow failure syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Bone marrow failure syndrome	OMIMPS:614675										
MONDO:0000160	epilepsy, familial adult myoclonic			Epilepsy, familial adult myoclonic				Epilepsy, familial adult myoclonic			OMIMPS:601068	Epilepsy, familial adult myoclonic		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Epilepsy, familial adult myoclonic	OMIMPS:601068										
MONDO:0000166	encephalopathy, acute, infection-induced			Encephalopathy/encephalitis, acute, infection-induced				Encephalopathy/encephalitis, acute, infection-induced			OMIMPS:610551	Encephalopathy/encephalitis, acute, infection-induced		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Encephalopathy/encephalitis, acute, infection-induced	OMIMPS:610551										
MONDO:0000170	microphthalmia, isolated, with coloboma			Microphthalmia, isolated, with coloboma				Microphthalmia, isolated, with coloboma			OMIMPS:300345	Microphthalmia, isolated, with coloboma		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Microphthalmia, isolated, with coloboma	OMIMPS:300345										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A			Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A				Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A			NCIT:C99109	Walker-Warburg Syndrome					added	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A	NCIT:C99109										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A			Muscular dystrophy-dystroglycanopathy, type A				Muscular dystrophy-dystroglycanopathy, type A			OMIMPS:236670	Muscular dystrophy-dystroglycanopathy, type A		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Muscular dystrophy-dystroglycanopathy, type A	OMIMPS:236670										
MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B			muscular dystrophy-dystroglycanopathy type B				muscular dystrophy-dystroglycanopathy type B			DOID:0112375	muscular dystrophy-dystroglycanopathy type B		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	muscular dystrophy-dystroglycanopathy type B	DOID:0112375										
MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B			Muscular dystrophy-dystroglycanopathy, type B				Muscular dystrophy-dystroglycanopathy, type B			OMIMPS:613155	Muscular dystrophy-dystroglycanopathy, type B		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Muscular dystrophy-dystroglycanopathy, type B	OMIMPS:613155										
MONDO:0000173	muscular dystrophy-dystroglycanopathy, type C			Muscular dystrophy-dystroglycanopathy, type C				Muscular dystrophy-dystroglycanopathy, type C			OMIMPS:609308	Muscular dystrophy-dystroglycanopathy, type C		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Muscular dystrophy-dystroglycanopathy, type C	OMIMPS:609308										
MONDO:0000179	Neu-Laxova syndrome			Neu-Laxova syndrome				Neu-Laxova syndrome			OMIMPS:256520	Neu-Laxova syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Neu-Laxova syndrome	OMIMPS:256520										
MONDO:0000179	Neu-Laxova syndrome			Neu-Laxova syndrome				Neu-Laxova syndrome			Orphanet:2671	Neu-Laxova syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Neu-Laxova syndrome	Orphanet:2671										
MONDO:0000179	Neu-Laxova syndrome			Neu-Laxova syndrome				Neu-Laxova syndrome			icd11.foundation:893358230	Neu-Laxova syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Neu-Laxova syndrome	icd11.foundation:893358230										
MONDO:0000181	microcephaly and chorioretinopathy			Microcephaly and chorioretinopathy				Microcephaly and chorioretinopathy			OMIMPS:251270	Microcephaly and chorioretinopathy		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Microcephaly and chorioretinopathy	OMIMPS:251270										
MONDO:0000188	GLUT1 deficiency syndrome			glucose transporter type 1 deficiency syndrome				glucose transporter type 1 deficiency syndrome			DOID:0070560	glucose transporter type 1 deficiency syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	glucose transporter type 1 deficiency syndrome	DOID:0070560										
MONDO:0000192	polyglucosan body myopathy			Polyglucosan body myopathy				Polyglucosan body myopathy			OMIMPS:615895	Polyglucosan body myopathy		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL			added	Polyglucosan body myopathy	OMIMPS:615895										
