mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0001280	choroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	posterior uveitis	posterior uveitis	Posterior Uveitis|posterior uveitis	True	Posterior uveitis	Posterior uveitis	False	Orphanet:280892	Posterior uveitis			MONDO:ambiguous		posterior uveitis	Orphanet:280892										
MONDO:0001444	Chagas disease	oio:hasExactSynonym	oio:hasRelatedSynonym	American trypanosomiasis	American trypanosomiasis		False	American trypanosomiasis		False	Orphanet:3386	American trypanosomiasis			DOID:12140		American trypanosomiasis	Orphanet:3386										
MONDO:0001595	choreatic disease	oio:hasExactSynonym	oio:hasNarrowSynonym	BHC	BHC		False	BHC		False	Orphanet:1429	Benign hereditary chorea	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			BHC	Orphanet:1429	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0001713	inherited aplastic anemia	oio:hasExactSynonym	oio:hasNarrowSynonym	rare constitutional aplastic anemia	rare constitutional aplastic anemia	rare constitutional aplastic anemia	False	Rare constitutional aplastic anemia	Rare constitutional aplastic anemia	False	Orphanet:68383	Rare constitutional aplastic anemia					rare constitutional aplastic anemia	Orphanet:68383										
MONDO:0002013	lymphangioma	oio:hasExactSynonym	oio:hasRelatedSynonym	LM	LM		False	LM		False	Orphanet:2415	Rare lymphatic malformation	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			LM	Orphanet:2415	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002145	disorder of sexual differentiation	oio:hasExactSynonym	oio:hasBroadSynonym	DSD	DSD		False	DSD		False	Orphanet:90771	Difference of sex development	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DSD	Orphanet:90771	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002525	inherited lipid metabolism disorder	oio:hasExactSynonym	oio:hasBroadSynonym	disorder of lipid metabolism	disorder of lipid metabolism	disorder of lipid metabolism	False	Disorder of lipid metabolism	Disorder of lipid metabolism	False	Orphanet:309005	Disorder of lipid metabolism			MONDO:0017707		disorder of lipid metabolism	Orphanet:309005										
MONDO:0002653	Paget disease of the penis	oio:hasExactSynonym	oio:hasRelatedSynonym	adenocarcinoma of the penis	adenocarcinoma of the penis	adenocarcinoma of the penis	False	Adenocarcinoma of the penis	Adenocarcinoma of the penis	False	Orphanet:398053	Adenocarcinoma of the penis					adenocarcinoma of the penis	Orphanet:398053										
MONDO:0002687	superior mesenteric artery syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Wilkie syndrome	Wilkie syndrome		False	Wilkie syndrome		False	Orphanet:622099	Superior mesenteric artery syndrome			GARD:0007712		Wilkie syndrome	Orphanet:622099										
MONDO:0002697	ovarian gonadoblastoma	oio:hasExactSynonym	oio:hasBroadSynonym	gonadoblastoma	gonadoblastoma	gonadoblastoma	False	Gonadoblastoma	Gonadoblastoma	False	Orphanet:206484	Gonadoblastoma					gonadoblastoma	Orphanet:206484										
MONDO:0002882	colon neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	neuroendocrine tumor of the colon	neuroendocrine tumor of the colon	neuroendocrine tumor of the colon	False	Neuroendocrine tumor of the colon	Neuroendocrine tumor of the colon	False	Orphanet:100080	Neuroendocrine tumor of the colon					neuroendocrine tumor of the colon	Orphanet:100080										
MONDO:0003010	multilocular clear cell renal cell carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	multilocular cystic renal neoplasm of low malignant potential	multilocular cystic renal neoplasm of low malignant potential	multilocular cystic renal neoplasm of low malignant potential	False	Multilocular cystic renal neoplasm of low malignant potential	Multilocular cystic renal neoplasm of low malignant potential	False	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential					multilocular cystic renal neoplasm of low malignant potential	Orphanet:319287										
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	neuroendocrine tumor of stomach	neuroendocrine tumor of stomach	neuroendocrine tumor of stomach	False	Neuroendocrine tumor of stomach	Neuroendocrine tumor of stomach	False	Orphanet:100075	Neuroendocrine tumor of stomach					neuroendocrine tumor of stomach	Orphanet:100075										
MONDO:0003646	rectum neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	NET of the rectum	NET of the rectum		False	NET of the rectum		False	Orphanet:100081	Neuroendocrine tumor of the rectum			ORCID:0000-0002-0587-4693		NET of the rectum	Orphanet:100081										
MONDO:0003646	rectum neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	rectal NET	rectal NET	rectal NET	False	Rectal NET	Rectal NET	False	Orphanet:100081	Neuroendocrine tumor of the rectum			ORCID:0000-0002-0587-4693		rectal NET	Orphanet:100081										
MONDO:0003646	rectum neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	rectal neuroendocrine tumor	rectal neuroendocrine tumor	rectal neuroendocrine tumor	False	Rectal neuroendocrine tumor	Rectal neuroendocrine tumor	False	Orphanet:100081	Neuroendocrine tumor of the rectum			ORCID:0000-0002-0587-4693		rectal neuroendocrine tumor	Orphanet:100081										
MONDO:0003778	inborn error of immunity	oio:hasExactSynonym	oio:hasRelatedSynonym	primary immunodeficiency	primary immunodeficiency	primary immunodeficiency	False	Primary immunodeficiency	Primary immunodeficiency	False	Orphanet:101997	Primary immunodeficiency					primary immunodeficiency	Orphanet:101997										
MONDO:0003792	ovarian carcinosarcoma	oio:hasExactSynonym	oio:hasRelatedSynonym	malignant mixed Müllerian tumor of the ovary	malignant mixed Müllerian tumor of the ovary	malignant mixed Müllerian tumor of the ovary	False	Malignant mixed Müllerian tumor of the ovary	Malignant mixed Müllerian tumor of the ovary	False	Orphanet:213512	Malignant mixed Müllerian tumor of the ovary					malignant mixed Müllerian tumor of the ovary	Orphanet:213512										
MONDO:0004069	inborn mitochondrial metabolism disorder	oio:hasExactSynonym	oio:hasBroadSynonym	mitochondrial disease	mitochondrial disease	mitochondrial disease	False	Mitochondrial disease	Mitochondrial disease	False	Orphanet:68380	Mitochondrial disease			MONDO:0019055		mitochondrial disease	Orphanet:68380										
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	small cell carcinoma of the bladder	small cell carcinoma of the bladder	small cell carcinoma of the bladder	False	Small cell carcinoma of the bladder	Small cell carcinoma of the bladder	False	Orphanet:284400	Small cell carcinoma of the bladder					small cell carcinoma of the bladder	Orphanet:284400										
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	oio:hasExactSynonym	oio:hasRelatedSynonym	chronic lymphoproliferative disorder of natural killer cells	chronic lymphoproliferative disorder of natural killer cells	chronic lymphoproliferative disorder of natural killer cells	False	Chronic lymphoproliferative disorder of natural killer cells	Chronic lymphoproliferative disorder of natural killer cells	False	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells					chronic lymphoproliferative disorder of natural killer cells	Orphanet:512017										
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	oio:hasExactSynonym	oio:hasRelatedSynonym	non-functioning neuroendocrine tumor of pancreas	non-functioning neuroendocrine tumor of pancreas	non-functioning neuroendocrine tumor of pancreas	False	Non-functioning neuroendocrine tumor of pancreas	Non-functioning neuroendocrine tumor of pancreas	False	Orphanet:506075	Non-functioning neuroendocrine tumor of pancreas					non-functioning neuroendocrine tumor of pancreas	Orphanet:506075										
MONDO:0004542	cervical adenosquamous carcinoma, glassy cell variant	oio:hasExactSynonym	oio:hasRelatedSynonym	glassy cell carcinoma of the cervix uteri	glassy cell carcinoma of the cervix uteri	glassy cell carcinoma of the cervix uteri	False	Glassy cell carcinoma of the cervix uteri	Glassy cell carcinoma of the cervix uteri	False	Orphanet:213833	Glassy cell carcinoma of the cervix uteri					glassy cell carcinoma of the cervix uteri	Orphanet:213833										
MONDO:0004739	urea cycle disorder	oio:hasExactSynonym	oio:hasRelatedSynonym	disorder of urea cycle metabolism and ammonia detoxification	disorder of urea cycle metabolism and ammonia detoxification	disorder of urea cycle metabolism and ammonia detoxification	False	Disorder of urea cycle metabolism and ammonia detoxification	Disorder of urea cycle metabolism and ammonia detoxification	False	Orphanet:79167	Disorder of urea cycle metabolism and ammonia detoxification					disorder of urea cycle metabolism and ammonia detoxification	Orphanet:79167										
MONDO:0004745	priapism	oio:hasExactSynonym	oio:hasNarrowSynonym	low-flow priapism	low-flow priapism	low-flow priapism	False	Low-flow priapism	Low-flow priapism	False	Orphanet:140949	Low-flow priapism					low-flow priapism	Orphanet:140949										
MONDO:0004948	B-cell chronic lymphocytic leukemia	oio:hasExactSynonym	oio:hasRelatedSynonym	small lymphocytic lymphoma	small lymphocytic lymphoma	small lymphocytic lymphoma	False	Small lymphocytic lymphoma	Small lymphocytic lymphoma	False	Orphanet:67038	B-cell chronic lymphocytic leukemia					small lymphocytic lymphoma	Orphanet:67038										
MONDO:0005029	essential thrombocythemia	oio:hasExactSynonym	oio:hasBroadSynonym	ET	ET		False	ET		False	Orphanet:3318	Essential thrombocythemia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			ET	Orphanet:3318	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005103	well-differentiated liposarcoma	oio:hasExactSynonym	oio:hasBroadSynonym	atypical lipomatous tumor	atypical lipomatous tumor	atypical lipomatous tumor	False	Atypical lipomatous tumor	Atypical lipomatous tumor	False	Orphanet:99971	Well-differentiated liposarcoma					atypical lipomatous tumor	Orphanet:99971										
MONDO:0005321	Fuchs' endothelial dystrophy	oio:hasExactSynonym	oio:hasRelatedSynonym	Fuchs endothelial corneal dystrophy	Fuchs endothelial corneal dystrophy		False	Fuchs endothelial corneal dystrophy		False	Orphanet:98974	Fuchs endothelial corneal dystrophy					Fuchs endothelial corneal dystrophy	Orphanet:98974										
MONDO:0005615	plasmacytoma	oio:hasExactSynonym	oio:hasNarrowSynonym	solitary plasmacytoma	solitary plasmacytoma	solitary plasmacytoma	False	Solitary plasmacytoma	Solitary plasmacytoma	False	Orphanet:86855	Plasmacytoma					solitary plasmacytoma	Orphanet:86855										
MONDO:0005645	ancylostomiasis	oio:hasExactSynonym	oio:hasBroadSynonym	hookworm infection	hookworm infection	hookworm infection	False	Hookworm infection	Hookworm infection	False	Orphanet:78	Ankylostomiasis					hookworm infection	Orphanet:78										
MONDO:0005674	bone giant cell tumor	oio:hasExactSynonym	oio:hasRelatedSynonym	osteoclastoma	osteoclastoma	osteoclastoma	False	Osteoclastoma	Osteoclastoma	False	Orphanet:363976	Giant cell tumor of bone			DOID:4305		osteoclastoma	Orphanet:363976										
MONDO:0005774	glanders	oio:hasExactSynonym	oio:hasRelatedSynonym	Burkholderia mallei infection	Burkholderia mallei infection		False	Burkholderia mallei infection		False	Orphanet:659908	Glanders			GARD:0009536		Burkholderia mallei infection	Orphanet:659908										
MONDO:0005815	pancreatic neuroendocrine neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	neuroendocrine neoplasm of pancreas	neuroendocrine neoplasm of pancreas	neuroendocrine neoplasm of pancreas	False	Neuroendocrine neoplasm of pancreas	Neuroendocrine neoplasm of pancreas	False	Orphanet:506052	Neuroendocrine neoplasm of pancreas					neuroendocrine neoplasm of pancreas	Orphanet:506052										
MONDO:0005893	pancreatic endocrine carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	neuroendocrine carcinoma of pancreas	neuroendocrine carcinoma of pancreas	neuroendocrine carcinoma of pancreas	False	Neuroendocrine carcinoma of pancreas	Neuroendocrine carcinoma of pancreas	False	Orphanet:506098	Neuroendocrine carcinoma of pancreas					neuroendocrine carcinoma of pancreas	Orphanet:506098										
MONDO:0006037	hydrolethalus syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	hydrolethalus	hydrolethalus	hydrolethalus	False	Hydrolethalus	Hydrolethalus	False	Orphanet:2189	Hydrolethalus					hydrolethalus	Orphanet:2189										
MONDO:0006045	ovarian clear cell adenocarcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	clear cell adenocarcinoma of the ovary	clear cell adenocarcinoma of the ovary	clear cell adenocarcinoma of the ovary	False	Clear cell adenocarcinoma of the ovary	Clear cell adenocarcinoma of the ovary	False	Orphanet:398971	Clear cell adenocarcinoma of the ovary					clear cell adenocarcinoma of the ovary	Orphanet:398971										
MONDO:0006238	growth hormone-producing pituitary gland adenoma	oio:hasExactSynonym	oio:hasRelatedSynonym	somatotropic adenoma	somatotropic adenoma	somatotropic adenoma	False	Somatotropic adenoma	Somatotropic adenoma	False	Orphanet:96256	Somatotropic adenoma					somatotropic adenoma	Orphanet:96256										
MONDO:0006247	histiocytic and dendritic cell neoplasm	oio:hasExactSynonym	oio:hasRelatedSynonym	histiocytic and dendritic cell tumor	histiocytic and dendritic cell tumor	histiocytic and dendritic cell tumor	False	Histiocytic and dendritic cell tumor	Histiocytic and dendritic cell tumor	False	Orphanet:98287	Histiocytic and dendritic cell tumor					histiocytic and dendritic cell tumor	Orphanet:98287										
MONDO:0006277	lung lymphangioleiomyomatosis	oio:hasExactSynonym	oio:hasBroadSynonym	Lymphangioleiomyomatosis	Lymphangioleiomyomatosis	Lymphangioleiomyomatosis|lymphangioleiomyomatosis	True	Lymphangioleiomyomatosis		False	Orphanet:538	Lymphangioleiomyomatosis			NORD:1381		Lymphangioleiomyomatosis	Orphanet:538										
MONDO:0006277	lung lymphangioleiomyomatosis	oio:hasExactSynonym	oio:hasBroadSynonym	lymphangioleiomyomatosis	lymphangioleiomyomatosis	Lymphangioleiomyomatosis|lymphangioleiomyomatosis	True	Lymphangioleiomyomatosis	Lymphangioleiomyomatosis	False	Orphanet:538	Lymphangioleiomyomatosis					lymphangioleiomyomatosis	Orphanet:538										
MONDO:0006363	peritoneal multicystic mesothelioma	oio:hasExactSynonym	oio:hasNarrowSynonym	benign multicystic peritoneal mesothelioma	benign multicystic peritoneal mesothelioma	benign multicystic peritoneal mesothelioma	False	Benign multicystic peritoneal mesothelioma	Benign multicystic peritoneal mesothelioma	False	Orphanet:168816	Peritoneal inclusion cyst					benign multicystic peritoneal mesothelioma	Orphanet:168816										
MONDO:0006651	anterior uveitis	oio:hasExactSynonym	oio:hasNarrowSynonym	iridocyclitis	iridocyclitis	iridocyclitis	False	Iridocyclitis	Iridocyclitis	False	Orphanet:280886	Anterior uveitis					iridocyclitis	Orphanet:280886										
MONDO:0006663	perinatal asphyxia	oio:hasExactSynonym	oio:hasRelatedSynonym	hypoxic and ischemic brain injury in the newborn	hypoxic and ischemic brain injury in the newborn	hypoxic and ischemic brain injury in the newborn	False	Hypoxic and ischemic brain injury in the newborn	Hypoxic and ischemic brain injury in the newborn	False	Orphanet:137577	Neonatal hypoxic and ischemic brain injury					hypoxic and ischemic brain injury in the newborn	Orphanet:137577										
MONDO:0006663	perinatal asphyxia	oio:hasExactSynonym	oio:hasRelatedSynonym	neonatal hypoxic and ischemic brain injury	neonatal hypoxic and ischemic brain injury	neonatal hypoxic and ischemic brain injury	False	Neonatal hypoxic and ischemic brain injury	Neonatal hypoxic and ischemic brain injury	False	Orphanet:137577	Neonatal hypoxic and ischemic brain injury					neonatal hypoxic and ischemic brain injury	Orphanet:137577										
MONDO:0006664	atrial septal defect	oio:hasExactSynonym	oio:hasRelatedSynonym	interatrial communication	interatrial communication	interatrial communication	False	Interatrial communication	Interatrial communication	False	Orphanet:1478	Interatrial communication					interatrial communication	Orphanet:1478										
MONDO:0006861	myeloid sarcoma	oio:hasExactSynonym	oio:hasRelatedSynonym	granulocytic sarcoma	granulocytic sarcoma	granulocytic sarcoma	False	Granulocytic sarcoma	Granulocytic sarcoma	False	Orphanet:86850	Myeloid sarcoma					granulocytic sarcoma	Orphanet:86850										
MONDO:0007029	branchio-oto-renal syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	bor syndrome	bor syndrome	bor syndrome	False	BOR syndrome	BOR syndrome	False	Orphanet:107	BOR syndrome					bor syndrome	Orphanet:107										
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	severe combined immunodeficiency due to adenosine deaminase deficiency	severe combined immunodeficiency due to adenosine deaminase deficiency	severe combined immunodeficiency due to adenosine deaminase deficiency	False	Severe combined immunodeficiency due to adenosine deaminase deficiency	Severe combined immunodeficiency due to adenosine deaminase deficiency	False	Orphanet:277	Severe combined immunodeficiency due to adenosine deaminase deficiency			GARD:0005748		severe combined immunodeficiency due to adenosine deaminase deficiency	Orphanet:277										
MONDO:0007068	adenylosuccinate lyase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Adsl deficiency	Adsl deficiency	ADSL deficiency|Adsl deficiency	True	ADSL deficiency	ADSL deficiency	False	Orphanet:46	Adenylosuccinate lyase deficiency					Adsl deficiency	Orphanet:46										
MONDO:0007072	ADULT syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acro-dermato-ungual-lacrimal-Tooth syndrome	acro-dermato-ungual-lacrimal-Tooth syndrome	acro-dermato-ungual-lacrimal-Tooth syndrome|acro-dermato-ungual-lacrimal-tooth syndrome	True	Acro-dermato-ungual-lacrimal-tooth syndrome	Acro-dermato-ungual-lacrimal-tooth syndrome	False	Orphanet:978	ADULT syndrome					acro-dermato-ungual-lacrimal-Tooth syndrome	Orphanet:978										
MONDO:0007080	glucocorticoid-remediable aldosteronism	oio:hasExactSynonym	oio:hasRelatedSynonym	familial hyperaldosteronism type I	familial hyperaldosteronism type I	familial hyperaldosteronism type I	False	Familial hyperaldosteronism type I	Familial hyperaldosteronism type I	False	Orphanet:403	Familial hyperaldosteronism type I					familial hyperaldosteronism type I	Orphanet:403										
MONDO:0007095	ameloonychohypohidrotic syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	amelo-onycho-hypohidrotic syndrome	amelo-onycho-hypohidrotic syndrome	amelo-onycho-hypohidrotic syndrome	False	Amelo-onycho-hypohidrotic syndrome	Amelo-onycho-hypohidrotic syndrome	False	Orphanet:1028	Amelo-onycho-hypohidrotic syndrome			ISBN-13:978-88-470-0687-4		amelo-onycho-hypohidrotic syndrome	Orphanet:1028										
MONDO:0007097	Finnish type amyloidosis	oio:hasExactSynonym	oio:hasRelatedSynonym	AGel amyloidosis	AGel amyloidosis		False	AGel amyloidosis		False	Orphanet:85448	AGel amyloidosis					AGel amyloidosis	Orphanet:85448										
MONDO:0007116	hereditary neurocutaneous angioma	oio:hasExactSynonym	oio:hasRelatedSynonym	hereditary neurocutaneous malformation	hereditary neurocutaneous malformation	hereditary neurocutaneous malformation	False	Hereditary neurocutaneous malformation	Hereditary neurocutaneous malformation	False	Orphanet:1062	Hereditary neurocutaneous malformation					hereditary neurocutaneous malformation	Orphanet:1062										
MONDO:0007118	isolated anhidrosis with normal sweat glands	oio:hasExactSynonym	oio:hasRelatedSynonym	isolated generalized anhidrosis with normal sweat glands	isolated generalized anhidrosis with normal sweat glands	isolated generalized anhidrosis with normal sweat glands	False	Isolated generalized anhidrosis with normal sweat glands	Isolated generalized anhidrosis with normal sweat glands	False	Orphanet:468666	Isolated generalized anhidrosis with normal sweat glands					isolated generalized anhidrosis with normal sweat glands	Orphanet:468666										
MONDO:0007127	diffuse idiopathic skeletal hyperostosis	oio:hasExactSynonym	oio:hasRelatedSynonym	ankylosing vertebral hyperostosis with tylosis	ankylosing vertebral hyperostosis with tylosis	ankylosing vertebral hyperostosis with tylosis	False	Ankylosing vertebral hyperostosis with tylosis	Ankylosing vertebral hyperostosis with tylosis	False	Orphanet:2206	Ankylosing vertebral hyperostosis with tylosis					ankylosing vertebral hyperostosis with tylosis	Orphanet:2206										
MONDO:0007142	Townes-Brocks syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	renal-Ear-anal-radial syndrome	renal-Ear-anal-radial syndrome	renal-Ear-anal-radial syndrome|renal-ear-anal-radial syndrome	True	Renal-ear-anal-radial syndrome	Renal-ear-anal-radial syndrome	False	Orphanet:857	Townes-Brocks syndrome					renal-Ear-anal-radial syndrome	Orphanet:857										
MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	False	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	False	Orphanet:1154	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome					arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	Orphanet:1154										
MONDO:0007163	episodic ataxia type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	familial paroxysmal ataxia	familial paroxysmal ataxia	familial paroxysmal ataxia	False	Familial paroxysmal ataxia	Familial paroxysmal ataxia	False	Orphanet:97	Familial paroxysmal ataxia					familial paroxysmal ataxia	Orphanet:97										
MONDO:0007164	spastic ataxia 1	oio:hasExactSynonym	oio:hasRelatedSynonym	autosomal dominant spastic ataxia type 1	autosomal dominant spastic ataxia type 1	autosomal dominant spastic ataxia type 1	False	Autosomal dominant spastic ataxia type 1	Autosomal dominant spastic ataxia type 1	False	Orphanet:251282	Autosomal dominant spastic ataxia type 1					autosomal dominant spastic ataxia type 1	Orphanet:251282										
MONDO:0007165	spastic ataxia 7	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic ataxia with congenital miosis	spastic ataxia with congenital miosis	spastic ataxia with congenital miosis	False	Spastic ataxia with congenital miosis	Spastic ataxia with congenital miosis	False	Orphanet:1182	Spastic ataxia with congenital miosis					spastic ataxia with congenital miosis	Orphanet:1182										
MONDO:0007168	atelosteogenesis type III	oio:hasExactSynonym	oio:hasRelatedSynonym	Aoiii	Aoiii	AOIII|Aoiii	True	AOIII	AOIII	False	Orphanet:56305	Atelosteogenesis type III	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				Aoiii	Orphanet:56305	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	oio:hasExactSynonym	oio:hasRelatedSynonym	SVEINSSON chorioretinal atrophy	SVEINSSON chorioretinal atrophy	SVEINSSON chorioretinal atrophy|Sveinsson chorioretinal atrophy	True	Sveinsson chorioretinal atrophy	Sveinsson chorioretinal atrophy	False	Orphanet:86813	Helicoid peripapillary chorioretinal degeneration			MONDO:Lexical		SVEINSSON chorioretinal atrophy	Orphanet:86813										
MONDO:0007209	Weismann-Netter syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Toxopachyosteose Diaphysaire Tibio-Peroniere	Toxopachyosteose Diaphysaire Tibio-Peroniere	Toxopachyosteose Diaphysaire Tibio-Peroniere	False	Toxopachyosteose diaphysaire tibio-peroniere	Toxopachyosteose diaphysaire tibio-peroniere	False	Orphanet:3344	Weismann-Netter syndrome					Toxopachyosteose Diaphysaire Tibio-Peroniere	Orphanet:3344										
