mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	oio:hasRelatedSynonym	corpus callosum, agenesis of, with neuronopathy	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy			OMIM:218000		corpus callosum, agenesis of, with neuronopathy	OMIM:218000										
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	oio:hasRelatedSynonym	polyneuropathy, sensorimotor, with or without agenesis of the corpus callosum	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy			OMIM:218000		polyneuropathy, sensorimotor, with or without agenesis of the corpus callosum	OMIM:218000										
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	oio:hasRelatedSynonym	ACCPN	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:218000, MONDO:Lexical		ACCPN	OMIM:218000	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000909	Bartter disease type 4B	oio:hasExactSynonym	oio:hasRelatedSynonym	Bartter syndrome, type 4B, neonatal, with sensorineural deafness	OMIM:613090	bartter syndrome, type 4b, neonatal, with sensorineural deafness			OMIM:613090		Bartter syndrome, type 4B, neonatal, with sensorineural deafness	OMIM:613090										
MONDO:0000910	retinitis pigmentosa 6	oio:hasExactSynonym	oio:hasRelatedSynonym	retinitis pigmentosa, X-linked recessive, 6	OMIM:312612	retinitis pigmentosa 6			OMIM:312612		retinitis pigmentosa, X-linked recessive, 6	OMIM:312612										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	deafness, autosomal recessive 5	OMIM:600792	deafness, autosomal recessive 5			OMIM:genemap2, OMIM:600792, MONDO:Lexical		deafness, autosomal recessive 5	OMIM:600792										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	neurosensory nonsyndromic recessive deafness 5	OMIM:600792	deafness, autosomal recessive 5			OMIM:600792		neurosensory nonsyndromic recessive deafness 5	OMIM:600792										
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB5	OMIM:600792	deafness, autosomal recessive 5	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:600792, MONDO:Lexical, MONDO:0010934, DOID:0110507		DFNB5	OMIM:600792	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000913	hereditary spherocytosis type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	spherocytosis, hereditary, 2	OMIM:616649	spherocytosis, type 2			OMIM:616649		spherocytosis, hereditary, 2	OMIM:616649										
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	cerebral arteriopathy with subcortical infarcts and leukoencephalopathy	OMIMPS:125310	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy			GARD:0001049		cerebral arteriopathy with subcortical infarcts and leukoencephalopathy	OMIMPS:125310										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym	oio:hasRelatedSynonym	tuberous sclerosis Complex	OMIM:191100	tuberous sclerosis 1			MESH:D014402		tuberous sclerosis Complex	OMIM:191100										
MONDO:0002009	major depressive disorder	oio:hasExactSynonym	oio:hasBroadSynonym	major depressive disorder 1	OMIM:608520	major depressive disorder 1			OMIM:genemap2, OMIM:608516		major depressive disorder 1	OMIM:608520										
MONDO:0002009	major depressive disorder	oio:hasExactSynonym	oio:hasBroadSynonym	major depressive disorder 2	OMIM:608691	major depressive disorder 2			OMIM:genemap2, OMIM:608516		major depressive disorder 2	OMIM:608691										
MONDO:0002010	FG syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	Opitz-Kaveggia syndrome	OMIM:305450	opitz-kaveggia syndrome			GARD:0002317, DOID:14711		Opitz-Kaveggia syndrome	OMIM:305450										
MONDO:0002010	FG syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	mental retardation, large head, imperforate anus, congenital hypotonia, and partial agenesis of corpus callosum	OMIM:305450	opitz-kaveggia syndrome		http://purl.obolibrary.org/obo/mondo#DEPRECATED	GARD:0002317		mental retardation, large head, imperforate anus, congenital hypotonia, and partial agenesis of corpus callosum	OMIM:305450										
MONDO:0002408	hereditary hyperbilirubinemia	oio:hasExactSynonym	oio:hasBroadSynonym	hyperbilirubinemia	OMIMPS:237450	Hyperbilirubinemia			DOID:2741		hyperbilirubinemia	OMIMPS:237450										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Cardioauditory syndrome of Jervell and Lange-Nielsen	OMIM:220400	jervell and lange-nielsen syndrome 1			GARD:0003048		Cardioauditory syndrome of Jervell and Lange-Nielsen	OMIM:220400										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Jervell and Lange-Nielsen syndrome 1	OMIM:220400	jervell and lange-nielsen syndrome 1			OMIM:220400, MONDO:Lexical		Jervell and Lange-Nielsen syndrome 1	OMIM:220400										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Surdo-cardiac syndrome	OMIM:220400	jervell and lange-nielsen syndrome 1			GARD:0003048		Surdo-cardiac syndrome	OMIM:220400										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	deafness, congenital, and functional heart disease	OMIM:220400	jervell and lange-nielsen syndrome 1			GARD:0003048		deafness, congenital, and functional heart disease	OMIM:220400										
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	JLNS1	OMIM:220400	jervell and lange-nielsen syndrome 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:220400, GARD:0003048		JLNS1	OMIM:220400	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0002697	ovarian gonadoblastoma	oio:hasExactSynonym	oio:hasBroadSynonym	gonadoblastoma	OMIM:424500	gonadoblastoma			OMIM:424500		gonadoblastoma	OMIM:424500										
MONDO:0002697	ovarian gonadoblastoma	oio:hasExactSynonym	oio:hasBroadSynonym	GBY	OMIM:424500	gonadoblastoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:424500		GBY	OMIM:424500	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0003233	essential tremor	oio:hasExactSynonym	oio:hasNarrowSynonym	tremor, hereditary essential	OMIMPS:190300	Tremor, hereditary essential			OMIMPS:190300		tremor, hereditary essential	OMIMPS:190300										
MONDO:0003321	hereditary Wilms tumor	oio:hasExactSynonym	oio:hasNarrowSynonym	WT1	OMIM:194070	wilms tumor 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	DOID:5183		WT1	OMIM:194070	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0004948	B-cell chronic lymphocytic leukemia	oio:hasExactSynonym	oio:hasRelatedSynonym	leukemia, chronic LYMPHOCYTIC	OMIM:151400	leukemia, chronic lymphocytic			OMIM:151400, MONDO:Lexical		leukemia, chronic LYMPHOCYTIC	OMIM:151400										
MONDO:0004948	B-cell chronic lymphocytic leukemia	oio:hasExactSynonym	oio:hasRelatedSynonym	leukemia, chronic lymphatic	OMIM:151400	leukemia, chronic lymphocytic			OMIM:151400		leukemia, chronic lymphatic	OMIM:151400										
MONDO:0004951	susceptibility to HIV infection	oio:hasExactSynonym	oio:hasRelatedSynonym	HIV-1, susceptibility to	OMIM:609423	human immunodeficiency virus type 1, susceptibility to			OMIM:609423		HIV-1, susceptibility to	OMIM:609423										
MONDO:0004951	susceptibility to HIV infection	oio:hasExactSynonym	oio:hasRelatedSynonym	human immunodeficiency virus type 1, susceptibility to	OMIM:609423	human immunodeficiency virus type 1, susceptibility to			OMIM:609423		human immunodeficiency virus type 1, susceptibility to	OMIM:609423										
MONDO:0005081	preeclampsia	oio:hasExactSynonym	oio:hasRelatedSynonym	toxemia of pregnancy	OMIM:189800	preeclampsia/eclampsia 1			DOID:10591		toxemia of pregnancy	OMIM:189800										
MONDO:0005090	schizophrenia	oio:hasExactSynonym	oio:hasRelatedSynonym	schizophrenia with or without an affective disorder	OMIM:181500	schizophrenia			OMIM:181500		schizophrenia with or without an affective disorder	OMIM:181500										
MONDO:0005090	schizophrenia	oio:hasExactSynonym	oio:hasRelatedSynonym	SCZD	OMIM:181500	schizophrenia	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:181500, MONDO:Lexical		SCZD	OMIM:181500	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005090	schizophrenia	oio:hasExactSynonym	oio:hasBroadSynonym	schizophrenia 12	OMIM:608543	schizophrenia 12			OMIM:genemap2, OMIM:181500		schizophrenia 12	OMIM:608543										
MONDO:0005148	type 2 diabetes mellitus	oio:hasExactSynonym	oio:hasRelatedSynonym	maturity-onset diabetes	OMIM:125853	type 2 diabetes mellitus			OMIM:125853		maturity-onset diabetes	OMIM:125853										
MONDO:0005148	type 2 diabetes mellitus	oio:hasExactSynonym	oio:hasNarrowSynonym	diabetes mellitus, noninsulin-dependent, 2	OMIM:601407	type 2 diabetes mellitus 2			OMIM:genemap2, OMIM:125853		diabetes mellitus, noninsulin-dependent, 2	OMIM:601407										
MONDO:0005260	autism	oio:hasExactSynonym	oio:hasRelatedSynonym	autistic disorder	OMIM:209850	autism			OMIM:209850		autistic disorder	OMIM:209850										
MONDO:0005260	autism	oio:hasExactSynonym	oio:hasNarrowSynonym	autism, susceptiblity to	OMIMPS:209850	Autism, susceptiblity to			OMIMPS:209850		autism, susceptiblity to	OMIMPS:209850										
MONDO:0005298	osteoporosis	oio:hasExactSynonym	oio:hasRelatedSynonym	osteoporosis, involutional	OMIM:166710	osteoporosis			OMIM:166710		osteoporosis, involutional	OMIM:166710										
MONDO:0005388	primary biliary cholangitis	oio:hasExactSynonym	oio:hasRelatedSynonym	biliary cirrhosis, primary	OMIMPS:109720	Biliary cirrhosis, primary			OMIMPS:109720		biliary cirrhosis, primary	OMIMPS:109720										
MONDO:0005445	visceral leishmaniasis	oio:hasExactSynonym	oio:hasRelatedSynonym	kala-azar, susceptibility to	OMIMPS:608207	Kala-azar, susceptibility to			OMIMPS:608207		kala-azar, susceptibility to	OMIMPS:608207										
MONDO:0005486	tooth agenesis	oio:hasExactSynonym	oio:hasRelatedSynonym	tooth agenesis, selective	OMIMPS:106600	Tooth agenesis, selective			OMIMPS:106600		tooth agenesis, selective	OMIMPS:106600										
MONDO:0005508	hereditary multiple osteochondromas	oio:hasExactSynonym	oio:hasRelatedSynonym	EXT	OMIM:133700	exostoses, multiple, type 1		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			EXT	OMIM:133700										
MONDO:0005575	colorectal cancer	oio:hasExactSynonym	oio:hasRelatedSynonym	colon cancer	OMIM:114500	colorectal cancer			OMIM:114500		colon cancer	OMIM:114500										
MONDO:0005575	colorectal cancer	oio:hasExactSynonym	oio:hasRelatedSynonym	CRC	OMIM:114500	colorectal cancer	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:114500, MONDO:Lexical		CRC	OMIM:114500	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0005711	congenital diaphragmatic hernia	oio:hasExactSynonym	oio:hasBroadSynonym	diaphragmatic hernia	OMIMPS:142340	Diaphragmatic hernia			NCIT:C34687, DOID:3827		diaphragmatic hernia	OMIMPS:142340										
MONDO:0005803	hyperinsulinemic hypoglycemia	oio:hasExactSynonym	oio:hasRelatedSynonym	nesidioblastosis	OMIM:601820	hyperinsulinemic hypoglycemia, familial, 2			DOID:13317		nesidioblastosis	OMIM:601820										
MONDO:0006248	hydatidiform mole	oio:hasExactSynonym	oio:hasRelatedSynonym	hydatidiform mole, recurrent	OMIMPS:231090	Hydatidiform mole, recurrent			OMIMPS:231090		hydatidiform mole, recurrent	OMIMPS:231090										
MONDO:0006292	malignant mesothelioma	oio:hasExactSynonym	oio:hasRelatedSynonym	MESOM	OMIM:156240	mesothelioma, malignant	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:156240, MONDO:Lexical		MESOM	OMIM:156240	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0006507	hereditary hemochromatosis	oio:hasExactSynonym	oio:hasBroadSynonym	hemochromatosis	OMIM:235200	hemochromatosis, type 1			DOID:2352		hemochromatosis	OMIM:235200										
MONDO:0006507	hereditary hemochromatosis	oio:hasExactSynonym	oio:hasBroadSynonym	hemochromatosis	OMIMPS:235200	Hemochromatosis			DOID:2352		hemochromatosis	OMIMPS:235200										
MONDO:0007030	autosomal dominant Aarskog syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Aarskog syndrome, autosomal dominant	OMIM:100050	aarskog syndrome, autosomal dominant			OMIM:100050		Aarskog syndrome, autosomal dominant	OMIM:100050										
MONDO:0007030	autosomal dominant Aarskog syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Aarskog-Scott syndrome	OMIM:305400	aarskog-scott syndrome			DOID:6683		Aarskog-Scott syndrome	OMIM:305400										
MONDO:0007030	autosomal dominant Aarskog syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	faciogenital dysplasia	OMIM:305400	aarskog-scott syndrome			DOID:6683		faciogenital dysplasia	OMIM:305400										
MONDO:0007032	prune belly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	abdominal muscles, absence of, with urinary tract Abnormality and cryptorchidism	OMIM:100100	prune belly syndrome			OMIM:100100		abdominal muscles, absence of, with urinary tract Abnormality and cryptorchidism	OMIM:100100										
MONDO:0007032	prune belly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	eagle-Barrett syndrome	OMIM:100100	prune belly syndrome			OMIM:100100		eagle-Barrett syndrome	OMIM:100100										
MONDO:0007032	prune belly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	PBS	OMIM:100100	prune belly syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:100100, MONDO:Lexical		PBS	OMIM:100100	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0007033	abducens nerve palsy	oio:hasExactSynonym	oio:hasRelatedSynonym	abducens palsy	OMIM:100200	abducens palsy			OMIM:100200		abducens palsy	OMIM:100200										
MONDO:0007038	Achoo syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Peroutka sneeze	OMIM:100820	achoo syndrome			OMIM:100820		Peroutka sneeze	OMIM:100820										
MONDO:0007038	Achoo syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	autosomal dominant compelling Helioophthalmic outburst syndrome	OMIM:100820	achoo syndrome			OMIM:100820		autosomal dominant compelling Helioophthalmic outburst syndrome	OMIM:100820										
MONDO:0007038	Achoo syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	photic sneeze reflex	OMIM:100820	achoo syndrome			OMIM:100820		photic sneeze reflex	OMIM:100820										
MONDO:0007038	Achoo syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	sneezing from Light exposure	OMIM:100820	achoo syndrome			OMIM:100820		sneezing from Light exposure	OMIM:100820										
MONDO:0007039	neurofibromatosis type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	neurofibromatosis, central type	OMIM:101000	schwannomatosis, vestibular			OMIM:101000		neurofibromatosis, central type	OMIM:101000										
MONDO:0007039	neurofibromatosis type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	neurofibromatosis, type 2	OMIM:101000	schwannomatosis, vestibular			OMIM:101000		neurofibromatosis, type 2	OMIM:101000										
MONDO:0007040	Sakati-Nyhan syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ACPS 3	OMIM:101120	acrocephalopolysyndactyly type 3			OMIM:101120, GARD:0000115		ACPS 3	OMIM:101120										
MONDO:0007041	Apert syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ACS 1	OMIM:101200	apert syndrome			OMIM:101200		ACS 1	OMIM:101200										
MONDO:0007041	Apert syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acrocephalosyndactyly, type 1	OMIM:101200	apert syndrome			OMIM:101200		acrocephalosyndactyly, type 1	OMIM:101200										
MONDO:0007042	Saethre-Chotzen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ACS 3	OMIM:101400	saethre-chotzen syndrome			OMIM:101400		ACS 3	OMIM:101400										
MONDO:0007042	Saethre-Chotzen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Chotzen syndrome	OMIM:101400	saethre-chotzen syndrome			OMIM:101400		Chotzen syndrome	OMIM:101400										
MONDO:0007042	Saethre-Chotzen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acrocephalosyndactyly, type 3	OMIM:101400	saethre-chotzen syndrome			OMIM:101400		acrocephalosyndactyly, type 3	OMIM:101400										
MONDO:0007042	Saethre-Chotzen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acrocephaly, skull asymmetry, and mild syndactyly	OMIM:101400	saethre-chotzen syndrome			OMIM:101400		acrocephaly, skull asymmetry, and mild syndactyly	OMIM:101400										
MONDO:0007043	Pfeiffer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ACS 5	OMIM:101600	pfeiffer syndrome			OMIM:101600		ACS 5	OMIM:101600										
MONDO:0007043	Pfeiffer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Noack syndrome	OMIM:101600	pfeiffer syndrome			Wikipedia:Acrocephalosyndactylia, OMIM:101600		Noack syndrome	OMIM:101600										
MONDO:0007043	Pfeiffer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acrocephalosyndactyly, type 5	OMIM:101600	pfeiffer syndrome			OMIM:101600		acrocephalosyndactyly, type 5	OMIM:101600										
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	ACRDYS1	OMIM:101800	acrodysostosis 1 with or without hormone resistance	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:101800, MONDO:Lexical		ACRDYS1	OMIM:101800	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0007045	acrofacial dysostosis, Catania type	oio:hasExactSynonym	oio:hasRelatedSynonym	Afd, Catania type	OMIM:101805	acrofacial dysostosis, catania type			OMIM:101805		Afd, Catania type	OMIM:101805										
MONDO:0007046	hereditary papulotranslucent acrokeratoderma	oio:hasExactSynonym	oio:hasRelatedSynonym	acrokeratoderma, hereditary papulotranslucent	OMIM:101840	acrokeratoderma, hereditary papulotranslucent			OMIM:101840		acrokeratoderma, hereditary papulotranslucent	OMIM:101840										
MONDO:0007047	punctate palmoplantar keratoderma type III	oio:hasExactSynonym	oio:hasRelatedSynonym	acrokeratoelastoidosis	OMIM:101850	palmoplantar keratoderma, punctate type 3			OMIM:101850		acrokeratoelastoidosis	OMIM:101850										
MONDO:0007047	punctate palmoplantar keratoderma type III	oio:hasExactSynonym	oio:hasRelatedSynonym	collagenous plaques of hands and feet	OMIM:101850	palmoplantar keratoderma, punctate type 3			OMIM:101850		collagenous plaques of hands and feet	OMIM:101850										
MONDO:0007047	punctate palmoplantar keratoderma type III	oio:hasExactSynonym	oio:hasRelatedSynonym	palmoplantar keratoderma, punctate type 3	OMIM:101850	palmoplantar keratoderma, punctate type 3			GARD:0000125		palmoplantar keratoderma, punctate type 3	OMIM:101850										
MONDO:0007048	acrokeratosis verruciformis	oio:hasExactSynonym	oio:hasRelatedSynonym	AKV	OMIM:101900	acrokeratosis verruciformis	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:101900, MONDO:Lexical		AKV	OMIM:101900	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0007050	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	oio:hasExactSynonym	oio:hasRelatedSynonym	Rosenthal-Kloepfer syndrome	OMIM:102100	acromegaloid changes, cutis verticis gyrata, and corneal leukoma			OMIM:102100		Rosenthal-Kloepfer syndrome	OMIM:102100										
MONDO:0007051	acromegaloid facial appearance syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	AFA syndrome	OMIM:102150	acromegaloid facial appearance syndrome			OMIM:102150		AFA syndrome	OMIM:102150										
MONDO:0007051	acromegaloid facial appearance syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	thick lips and oral mucosa	OMIM:102150	acromegaloid facial appearance syndrome			OMIM:102150		thick lips and oral mucosa	OMIM:102150										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Somatotrophinoma, familial	OMIM:102200	pituitary adenoma 1, multiple types			OMIM:102200		Somatotrophinoma, familial	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	acromegaly due to pituitary adenoma 1	OMIM:102200	pituitary adenoma 1, multiple types			OMIM:102200		acromegaly due to pituitary adenoma 1	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	isolated familial somatotropinoma	OMIM:102200	pituitary adenoma 1, multiple types			OMIM:102200		isolated familial somatotropinoma	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	pituitary adenoma 1, multiple types	OMIM:102200	pituitary adenoma 1, multiple types			OMIM:102200		pituitary adenoma 1, multiple types	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	somatotropinoma, familial isolated	OMIM:102200	pituitary adenoma 1, multiple types			OMIM:102200		somatotropinoma, familial isolated	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	PAGH1	OMIM:102200	pituitary adenoma 1, multiple types		http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:102200, MONDO:Lexical		PAGH1	OMIM:102200										
MONDO:0007052	growth hormone secreting pituitary adenoma 1	oio:hasExactSynonym	oio:hasRelatedSynonym	PITA1	OMIM:102200	pituitary adenoma 1, multiple types	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:102200		PITA1	OMIM:102200	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0007053	restless legs syndrome, susceptibility to, 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Ekbom syndrome	OMIM:102300	restless legs syndrome, susceptibility to, 1			OMIM:102300		Ekbom syndrome	OMIM:102300										
MONDO:0007053	restless legs syndrome, susceptibility to, 1	oio:hasExactSynonym	oio:hasRelatedSynonym	acromelalgia, hereditary	OMIM:102300	restless legs syndrome, susceptibility to, 1			OMIM:102300		acromelalgia, hereditary	OMIM:102300										
