mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortical hypofunction	NCIT:C26691	Adrenocortical Insufficiency					adrenal cortical hypofunction	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal cortical insufficiency	NCIT:C26691	Adrenocortical Insufficiency					adrenal cortical insufficiency	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal gland insufficiency	NCIT:C26691	Adrenocortical Insufficiency					adrenal gland insufficiency	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenal insufficiency	NCIT:C26691	Adrenocortical Insufficiency					adrenal insufficiency	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		adrenocortical insufficiency	NCIT:C26691	Adrenocortical Insufficiency					adrenocortical insufficiency	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		hypocortisolemia	NCIT:C26691	Adrenocortical Insufficiency					hypocortisolemia	NCIT:C26691										
MONDO:0000004	adrenocortical insufficiency	oio:hasExactSynonym		hypocortisolism	NCIT:C26691	Adrenocortical Insufficiency					hypocortisolism	NCIT:C26691										
MONDO:0000022	nocturnal enuresis	oio:hasExactSynonym		bedwetting	NCIT:C118172	Nocturnal Enuresis					bedwetting	NCIT:C118172										
MONDO:0000022	nocturnal enuresis	oio:hasExactSynonym		sleep enuresis	NCIT:C118172	Nocturnal Enuresis					sleep enuresis	NCIT:C118172										
MONDO:0000088	precocious puberty	oio:hasExactSynonym		sexual precocity	NCIT:C79704	Precocious Puberty					sexual precocity	NCIT:C79704										
MONDO:0000115	Chiari malformation	oio:hasExactSynonym		(Arnold) Chiari malformation	NCIT:C84570	Arnold-Chiari Malformation					(Arnold) Chiari malformation	NCIT:C84570										
MONDO:0000115	Chiari malformation	oio:hasExactSynonym		Arnold-Chiari malformation	NCIT:C84570	Arnold-Chiari Malformation					Arnold-Chiari malformation	NCIT:C84570										
MONDO:0000115	Chiari malformation	oio:hasExactSynonym		Chiari malformation	NCIT:C84570	Arnold-Chiari Malformation					Chiari malformation	NCIT:C84570										
MONDO:0000141	mosaic variegated aneuploidy syndrome	oio:hasExactSynonym		Mosaic variegated aneuploidy syndrome 1	NCIT:C128192	Mosaic Variegated Aneuploidy Syndrome 1					Mosaic variegated aneuploidy syndrome 1	NCIT:C128192										
MONDO:0000141	mosaic variegated aneuploidy syndrome	oio:hasExactSynonym		MVA1	NCIT:C128192	Mosaic Variegated Aneuploidy Syndrome 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MVA1	NCIT:C128192	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000147	polyposis	oio:hasExactSynonym		multiple polyps	NCIT:C4089	Polyposis					multiple polyps	NCIT:C4089										
MONDO:0000147	polyposis	oio:hasExactSynonym		polyposis	NCIT:C4089	Polyposis					polyposis	NCIT:C4089										
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		great vessels transposition	NCIT:C84742	Transposition of Great Vessels					great vessels transposition	NCIT:C84742										
MONDO:0000153	transposition of the great arteries	oio:hasExactSynonym		transposition of great vessels	NCIT:C84742	Transposition of Great Vessels					transposition of great vessels	NCIT:C84742										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		Walker-Warburg muscular dystrophy	NCIT:C99109	Walker-Warburg Syndrome					Walker-Warburg muscular dystrophy	NCIT:C99109										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		Walker-Warburg syndrome	NCIT:C99109	Walker-Warburg Syndrome					Walker-Warburg syndrome	NCIT:C99109										
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oio:hasExactSynonym		WWS	NCIT:C99109	Walker-Warburg Syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			WWS	NCIT:C99109	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000179	Neu-Laxova syndrome	oio:hasExactSynonym		nuclear localization signal	NCIT:C14089	Nuclear Localization Signal					nuclear localization signal	NCIT:C14089										
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		VFib	NCIT:C50799	Ventricular Fibrillation					VFib	NCIT:C50799										
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		ventricular fibrillation	NCIT:C50799	Ventricular Fibrillation					ventricular fibrillation	NCIT:C50799										
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		ventricular fibrillation	NCIT:C50799	Ventricular Fibrillation					ventricular fibrillation	NCIT:C50799										
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		VF	NCIT:C50799	Ventricular Fibrillation	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			VF	NCIT:C50799	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		autosomal recessive infantile hypercalcemia	NCIT:C129734	Autosomal Recessive Infantile Hypercalcemia					autosomal recessive infantile hypercalcemia	NCIT:C129734										
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		idiopathic infantile hypercalcemia	NCIT:C129734	Autosomal Recessive Infantile Hypercalcemia		http://purl.obolibrary.org/obo/mondo#DEPRECATED			idiopathic infantile hypercalcemia	NCIT:C129734										
MONDO:0000297	baylisascariasis	oio:hasExactSynonym		raccoon roundworm infection	NCIT:C128397	Baylisascariasis					raccoon roundworm infection	NCIT:C128397										
MONDO:0000313	hypophosphatemia	oio:hasExactSynonym		hypophosphatemia	NCIT:C37977	Hypophosphatemia					hypophosphatemia	NCIT:C37977										
MONDO:0000327	Buruli ulcer disease	oio:hasExactSynonym		Buruli ulcer	NCIT:C84604	Buruli Ulcer					Buruli ulcer	NCIT:C84604										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		endemic flea-borne typhus	NCIT:C84688	Endemic Typhus Fever					endemic flea-borne typhus	NCIT:C84688										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		endemic typhus fever	NCIT:C84688	Endemic Typhus Fever					endemic typhus fever	NCIT:C84688										
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		exanthem subitum	NCIT:C128420	Roseola Infantum					exanthem subitum	NCIT:C128420										
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		roseola	NCIT:C128420	Roseola Infantum					roseola	NCIT:C128420										
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		roseola Infantum	NCIT:C128420	Roseola Infantum					roseola Infantum	NCIT:C128420										
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		scleroatonic Ullrich disease	NCIT:C123438	Ullrich Congenital Muscular Dystrophy					scleroatonic Ullrich disease	NCIT:C123438										
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		UCMD	NCIT:C123438	Ullrich Congenital Muscular Dystrophy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			UCMD	NCIT:C123438	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000359	spondylocostal dysostosis	oio:hasExactSynonym		spondylocostal dysostosis	NCIT:C125598	Spondylocostal Dysostosis					spondylocostal dysostosis	NCIT:C125598										
MONDO:0000365	primary congenital glaucoma	oio:hasExactSynonym		primary congenital glaucoma	NCIT:C150251	Primary Congenital Glaucoma					primary congenital glaucoma	NCIT:C150251										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of mouth	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					carcinoma in situ of mouth	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of oral cavity	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					carcinoma in situ of oral cavity	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the mouth	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					carcinoma in situ of the mouth	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the oral cavity	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					carcinoma in situ of the oral cavity	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		mouth carcinoma in situ	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					mouth carcinoma in situ	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of mouth	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 carcinoma of mouth	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of oral cavity	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 carcinoma of oral cavity	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the mouth	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 carcinoma of the mouth	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the oral cavity	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 carcinoma of the oral cavity	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 mouth carcinoma	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 mouth carcinoma	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 oral cavity cancer	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v6	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 oral cavity cancer aJCC v6	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v6 and v7	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 oral cavity cancer aJCC v6 and v7	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v7	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 oral cavity cancer aJCC v7	NCIT:C4587										
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity carcinoma	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7					stage 0 oral cavity carcinoma	NCIT:C4587										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of pharynx	NCIT:C4942	Stage 0 Pharyngeal Cancer					carcinoma in situ of pharynx	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the pharynx	NCIT:C4942	Stage 0 Pharyngeal Cancer					carcinoma in situ of the pharynx	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharyngeal cancer stage 0	NCIT:C4942	Stage 0 Pharyngeal Cancer					pharyngeal cancer stage 0	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharyngeal carcinoma in situ	NCIT:C4942	Stage 0 Pharyngeal Cancer					pharyngeal carcinoma in situ	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharynx carcinoma in situ	NCIT:C4942	Stage 0 Pharyngeal Cancer					pharynx carcinoma in situ	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of pharynx	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 carcinoma of pharynx	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the pharynx	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 carcinoma of the pharynx	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal cancer	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 pharyngeal cancer	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal carcinoma	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 pharyngeal carcinoma	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal throat cancer	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 pharyngeal throat cancer	NCIT:C4942										
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharynx carcinoma	NCIT:C4942	Stage 0 Pharyngeal Cancer					stage 0 pharynx carcinoma	NCIT:C4942										
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		Leydig cell tumor, malignant	NCIT:C4213	Malignant Leydig Cell Tumor					Leydig cell tumor, malignant	NCIT:C4213										
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		Leydig cell tumor, malignant	NCIT:C4213	Malignant Leydig Cell Tumor					Leydig cell tumor, malignant	NCIT:C4213										
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		malignant Leydig cell neoplasm	NCIT:C4213	Malignant Leydig Cell Tumor					malignant Leydig cell neoplasm	NCIT:C4213										
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		malignant interstitial cell neoplasm	NCIT:C4213	Malignant Leydig Cell Tumor					malignant interstitial cell neoplasm	NCIT:C4213										
MONDO:0000378	malignant Sertoli cell tumor	oio:hasExactSynonym		Sertoli cell tumor, malignant	NCIT:C67006	Malignant Sertoli Cell Tumor					Sertoli cell tumor, malignant	NCIT:C67006										
MONDO:0000378	malignant Sertoli cell tumor	oio:hasExactSynonym		malignant Androblastoma	NCIT:C67006	Malignant Sertoli Cell Tumor					malignant Androblastoma	NCIT:C67006										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		accessory sinus cancer	NCIT:C6014	Paranasal Sinus Carcinoma					accessory sinus cancer	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		accessory sinus carcinoma	NCIT:C6014	Paranasal Sinus Carcinoma					accessory sinus carcinoma	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of accessory sinus	NCIT:C6014	Paranasal Sinus Carcinoma					carcinoma of accessory sinus	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of paranasal sinus	NCIT:C6014	Paranasal Sinus Carcinoma					carcinoma of paranasal sinus	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of the accessory sinus	NCIT:C6014	Paranasal Sinus Carcinoma					carcinoma of the accessory sinus	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of the paranasal sinus	NCIT:C6014	Paranasal Sinus Carcinoma					carcinoma of the paranasal sinus	NCIT:C6014										
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		paranasal sinus carcinoma	NCIT:C6014	Paranasal Sinus Carcinoma					paranasal sinus carcinoma	NCIT:C6014										
MONDO:0000383	benign reproductive system neoplasm	oio:hasExactSynonym		benign reproductive system neoplasm	NCIT:C7617	Benign Reproductive System Neoplasm					benign reproductive system neoplasm	NCIT:C7617										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign bladder neoplasm	NCIT:C3618	Benign Bladder Neoplasm					benign bladder neoplasm	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign bladder tumor	NCIT:C3618	Benign Bladder Neoplasm					benign bladder tumor	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of bladder	NCIT:C3618	Benign Bladder Neoplasm					benign neoplasm of bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of the bladder	NCIT:C3618	Benign Bladder Neoplasm					benign neoplasm of the bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of the urinary bladder	NCIT:C3618	Benign Bladder Neoplasm					benign neoplasm of the urinary bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of urinary bladder	NCIT:C3618	Benign Bladder Neoplasm					benign neoplasm of urinary bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of bladder	NCIT:C3618	Benign Bladder Neoplasm					benign tumor of bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of the bladder	NCIT:C3618	Benign Bladder Neoplasm					benign tumor of the bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of the urinary bladder	NCIT:C3618	Benign Bladder Neoplasm					benign tumor of the urinary bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of urinary bladder	NCIT:C3618	Benign Bladder Neoplasm					benign tumor of urinary bladder	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign urinary bladder neoplasm	NCIT:C3618	Benign Bladder Neoplasm					benign urinary bladder neoplasm	NCIT:C3618										
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign urinary bladder tumor	NCIT:C3618	Benign Bladder Neoplasm					benign urinary bladder tumor	NCIT:C3618										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI neoplasm	NCIT:C4787	Benign Digestive System Neoplasm					benign GI neoplasm	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI system neoplasm	NCIT:C4787	Benign Digestive System Neoplasm					benign GI system neoplasm	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI system tumor	NCIT:C4787	Benign Digestive System Neoplasm					benign GI system tumor	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI tumor	NCIT:C4787	Benign Digestive System Neoplasm					benign GI tumor	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign digestive system tumor	NCIT:C4787	Benign Digestive System Neoplasm					benign digestive system tumor	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal neoplasm	NCIT:C4787	Benign Digestive System Neoplasm					benign gastrointestinal neoplasm	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal system tumor	NCIT:C4787	Benign Digestive System Neoplasm					benign gastrointestinal system tumor	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal tumor	NCIT:C4787	Benign Digestive System Neoplasm					benign gastrointestinal tumor	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of digestive system	NCIT:C4787	Benign Digestive System Neoplasm					benign neoplasm of digestive system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of gastrointestinal system	NCIT:C4787	Benign Digestive System Neoplasm					benign neoplasm of gastrointestinal system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of the digestive system	NCIT:C4787	Benign Digestive System Neoplasm					benign neoplasm of the digestive system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of GI system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of GI system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of digestive system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of digestive system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of gastrointestinal system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of gastrointestinal system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the GI system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of the GI system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the digestive system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of the digestive system	NCIT:C4787										
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the gastrointestinal system	NCIT:C4787	Benign Digestive System Neoplasm					benign tumor of the gastrointestinal system	NCIT:C4787										
MONDO:0000390	vitelliform macular dystrophy	oio:hasExactSynonym		vitelliform macular dystrophy	NCIT:C118788	Vitelliform Macular Dystrophy					vitelliform macular dystrophy	NCIT:C118788										
MONDO:0000395	alcohol-related birth defect	oio:hasExactSynonym		alcohol related birth defect	NCIT:C92727	Alcohol Related Birth Defect					alcohol related birth defect	NCIT:C92727										
MONDO:0000395	alcohol-related birth defect	oio:hasExactSynonym		ARBD	NCIT:C92727	Alcohol Related Birth Defect	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			ARBD	NCIT:C92727	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell cancer	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					oat cell cancer	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell carcinoma	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					oat cell carcinoma	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell carcinoma	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					oat cell carcinoma	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell NEC	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					small cell NEC	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell cancer	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					small cell cancer	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell carcinoma	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					small cell carcinoma	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell neuroendocrine carcinoma	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					small cell neuroendocrine carcinoma	NCIT:C3915										
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell neuroendocrine carcinoma	NCIT:C3915	Small Cell Neuroendocrine Carcinoma					small cell neuroendocrine carcinoma	NCIT:C3915										
MONDO:0000425	X-linked disease	oio:hasExactSynonym		X-linked inherited disorder	NCIT:C85865	X-Linked Inherited Disorder					X-linked inherited disorder	NCIT:C85865										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-and NK-cell lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					mature T-and NK-cell lymphoma	NCIT:C3468										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					mature T-cell and NK-cell lymphoma	NCIT:C3468										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell non-Hodgkin lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					mature T-cell and NK-cell non-Hodgkin lymphoma	NCIT:C3468										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell non-Hodgkin's lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					mature T-cell and NK-cell non-Hodgkin's lymphoma	NCIT:C3468										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell non-Hodgkin's lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					mature T-cell non-Hodgkin's lymphoma	NCIT:C3468										
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		peripheral T-cell lymphoma	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma					peripheral T-cell lymphoma	NCIT:C3468										
