mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0001109	petrositis	oio:hasExactSynonym	oio:hasRelatedSynonym	inflammation of petrous bone			icd11.foundation:716546173	Petrositis			DOID:10755		inflammation of petrous bone	icd11.foundation:716546173										
MONDO:0001260	cercarial dermatitis	oio:hasExactSynonym	oio:hasRelatedSynonym	swimmer's itch	swimmer's itch	Swimmer's itch	icd11.foundation:648519873	Cercarial dermatitis			GARD:0009747		swimmer's itch	icd11.foundation:648519873										
MONDO:0001280	choroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	Posterior Uveitis	Posterior Uveitis	Posterior uveitis	icd11.foundation:1884626736	Posterior uveitis	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		NORD:1601		Posterior Uveitis	icd11.foundation:1884626736	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0001280	choroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	posterior uveitis	posterior uveitis	Posterior uveitis	icd11.foundation:1884626736	Posterior uveitis	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		MONDO:ambiguous		posterior uveitis	icd11.foundation:1884626736	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0001444	Chagas disease	oio:hasExactSynonym	oio:hasRelatedSynonym	American trypanosomiasis			icd11.foundation:1365585570	Chagas disease			DOID:12140		American trypanosomiasis	icd11.foundation:1365585570										
MONDO:0001444	Chagas disease	oio:hasExactSynonym	oio:hasRelatedSynonym	south American trypanosomiasis	south American trypanosomiasis	South American trypanosomiasis	icd11.foundation:1365585570	Chagas disease					south American trypanosomiasis	icd11.foundation:1365585570										
MONDO:0001449	lymphocytic choriomeningitis	oio:hasExactSynonym	oio:hasBroadSynonym	lymphocytic meningitis			icd11.foundation:307264938	Lymphocytic choriomeningitis					lymphocytic meningitis	icd11.foundation:307264938										
MONDO:0002010	FG syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	Opitz-Kaveggia syndrome			icd11.foundation:156523187	FG syndrome			GARD:0002317		Opitz-Kaveggia syndrome	icd11.foundation:156523187										
MONDO:0004651	smallpox	oio:hasExactSynonym	oio:hasRelatedSynonym	Variola			icd11.foundation:2054716425	Smallpox			GARD:0007444		Variola	icd11.foundation:2054716425										
MONDO:0004678	dermatophytosis	oio:hasExactSynonym	oio:hasRelatedSynonym	ringworm			icd11.foundation:1802307036	Dermatophytosis			Wikipedia:Dermatophytosis		ringworm	icd11.foundation:1802307036										
MONDO:0004757	chronic ethmoidal sinusitis	oio:hasExactSynonym	oio:hasRelatedSynonym	chronic ethmoiditis			icd11.foundation:1076459084	Chronic ethmoidal sinusitis					chronic ethmoiditis	icd11.foundation:1076459084										
MONDO:0004910	mitral valve prolapse	oio:hasExactSynonym	oio:hasRelatedSynonym	systolic click-murmur syndrome			icd11.foundation:1085590500	Mitral valve prolapse			DOID:988		systolic click-murmur syndrome	icd11.foundation:1085590500										
MONDO:0004966	gastritis	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric mucosal erosion			icd11.foundation:1871672644	Gastritis					acute gastric mucosal erosion	icd11.foundation:1871672644										
MONDO:0005021	dilated cardiomyopathy	oio:hasExactSynonym	oio:hasRelatedSynonym	congestive cardiomyopathy	congestive cardiomyopathy	Congestive cardiomyopathy	icd11.foundation:1916294688	Dilated cardiomyopathy			DOID:12930		congestive cardiomyopathy	icd11.foundation:1916294688										
MONDO:0005021	dilated cardiomyopathy	oio:hasExactSynonym	oio:hasRelatedSynonym	primary dilated cardiomyopathy			icd11.foundation:1916294688	Dilated cardiomyopathy					primary dilated cardiomyopathy	icd11.foundation:1916294688										
MONDO:0005152	hypopituitarism	oio:hasExactSynonym	oio:hasRelatedSynonym	pituitary hypofunction			icd11.foundation:768216194	Hypopituitarism			DOID:9406		pituitary hypofunction	icd11.foundation:768216194										
MONDO:0005249	pneumonia	oio:hasExactSynonym	oio:hasNarrowSynonym	acute pneumonia			icd11.foundation:142052508	Pneumonia					acute pneumonia	icd11.foundation:142052508										
MONDO:0005300	chronic kidney disease	oio:hasExactSynonym	oio:hasRelatedSynonym	chronic renal insufficiency	chronic renal insufficiency	Chronic renal insufficiency	icd11.foundation:412389819	Chronic kidney disease					chronic renal insufficiency	icd11.foundation:412389819										
MONDO:0005301	multiple sclerosis	oio:hasExactSynonym	oio:hasRelatedSynonym	insular sclerosis			icd11.foundation:1298865187	Multiple sclerosis					insular sclerosis	icd11.foundation:1298865187										
MONDO:0005301	multiple sclerosis	oio:hasExactSynonym	oio:hasNarrowSynonym	generalised multiple sclerosis			icd11.foundation:1298865187	Multiple sclerosis		http://purl.obolibrary.org/obo/OMO_0003005			generalised multiple sclerosis	icd11.foundation:1298865187										
MONDO:0005313	necrotizing enterocolitis	oio:hasExactSynonym	oio:hasNarrowSynonym	necrotizing enterocolitis in fetus or newborn			icd11.foundation:141267925	Necrotising enterocolitis of newborn					necrotizing enterocolitis in fetus or newborn	icd11.foundation:141267925										
MONDO:0005498	botulism	oio:hasExactSynonym	oio:hasNarrowSynonym	intoxication with Clostridium botulinum toxin	intoxication with Clostridium botulinum toxin	intoxication with clostridium botulinum toxin	icd11.foundation:78422942	Botulism					intoxication with Clostridium botulinum toxin	icd11.foundation:78422942										
MONDO:0005615	plasmacytoma	oio:hasExactSynonym	oio:hasRelatedSynonym	solitary myeloma			icd11.foundation:1811140613	Solitary plasmacytoma					solitary myeloma	icd11.foundation:1811140613										
MONDO:0005615	plasmacytoma	oio:hasExactSynonym	oio:hasNarrowSynonym	solitary plasmacytoma	solitary plasmacytoma	Solitary plasmacytoma	icd11.foundation:1811140613	Solitary plasmacytoma	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				solitary plasmacytoma	icd11.foundation:1811140613	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0005654	ascariasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Ascaris lumbricoides infection	Ascaris lumbricoides infection	ascaris lumbricoides infection	icd11.foundation:17842540	Ascariasis			DOID:456		Ascaris lumbricoides infection	icd11.foundation:17842540										
MONDO:0005662	balantidiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Balantidium coli infection	Balantidium coli infection	balantidium coli infection	icd11.foundation:2090337975	Infections due to Balantidium coli			GARD:0000809		Balantidium coli infection	icd11.foundation:2090337975										
MONDO:0005683	brucellosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Malta fever			icd11.foundation:730510331	Brucellosis			DOID:11077		Malta fever	icd11.foundation:730510331										
MONDO:0005683	brucellosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Mediterranean fever			icd11.foundation:730510331	Brucellosis			DOID:11077		Mediterranean fever	icd11.foundation:730510331										
MONDO:0005724	cryptococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	cryptococcus neoformans infection			icd11.foundation:390527954	Cryptococcosis			DOID:12053		cryptococcus neoformans infection	icd11.foundation:390527954										
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	echinococciasis			icd11.foundation:1456802165	Echinococcosis					echinococciasis	icd11.foundation:1456802165										
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	echinococcus disease	echinococcus disease	Echinococcus disease	icd11.foundation:1456802165	Echinococcosis					echinococcus disease	icd11.foundation:1456802165										
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasNarrowSynonym	hydatidosis	hydatidosis	Hydatidosis	icd11.foundation:1456802165	Echinococcosis					hydatidosis	icd11.foundation:1456802165										
MONDO:0005746	enterobiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	oxyuriasis	oxyuriasis	Oxyuriasis	icd11.foundation:580098307	Enterobiasis			DOID:7457		oxyuriasis	icd11.foundation:580098307										
MONDO:0005746	enterobiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	pinworm infection	pinworm infection	Pinworm infection	icd11.foundation:580098307	Enterobiasis			DOID:7457		pinworm infection	icd11.foundation:580098307										
MONDO:0005825	leptospirosis	oio:hasExactSynonym	oio:hasRelatedSynonym	mud fever			icd11.foundation:751399056	Leptospirosis			GARD:0007881		mud fever	icd11.foundation:751399056										
MONDO:0005825	leptospirosis	oio:hasExactSynonym	oio:hasRelatedSynonym	swamp fever			icd11.foundation:751399056	Leptospirosis			GARD:0007881		swamp fever	icd11.foundation:751399056										
MONDO:0005844	chalazion	oio:hasExactSynonym	oio:hasRelatedSynonym	Meibomian cyst			icd11.foundation:777918741	Chalazion			MESH:D017043		Meibomian cyst	icd11.foundation:777918741										
MONDO:0005846	microsporidiosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Microsporidiasis	Microsporidiasis	microsporidiasis	icd11.foundation:1021483422	Microsporidiosis			GARD:0003655		Microsporidiasis	icd11.foundation:1021483422										
MONDO:0005895	paragonimiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Paragonimus westermani infection	Paragonimus westermani infection	paragonimus westermani infection	icd11.foundation:1422824299	Paragonimiasis			GARD:0009815		Paragonimus westermani infection	icd11.foundation:1422824299										
MONDO:0005915	pityriasis versicolor	oio:hasExactSynonym	oio:hasRelatedSynonym	tinea versicolor	tinea versicolor	Tinea versicolor	icd11.foundation:67108853	Pityriasis versicolor			MESH:D014010		tinea versicolor	icd11.foundation:67108853										
MONDO:0005996	trichuriasis	oio:hasExactSynonym	oio:hasRelatedSynonym	trichocephaliasis	trichocephaliasis	Trichocephaliasis	icd11.foundation:422746556	Trichuriasis			GARD:0010720		trichocephaliasis	icd11.foundation:422746556										
MONDO:0005996	trichuriasis	oio:hasExactSynonym	oio:hasRelatedSynonym	whipworm infection			icd11.foundation:422746556	Trichuriasis			GARD:0010720		whipworm infection	icd11.foundation:422746556										
MONDO:0006005	Venezuelan equine encephalitis	oio:hasExactSynonym	oio:hasRelatedSynonym	Venezuelan equine fever			icd11.foundation:608978790	Venezuelan equine encephalitis			DOID:9584, ICD9CM:066.2		Venezuelan equine fever	icd11.foundation:608978790										
MONDO:0006572	lichen planus	oio:hasExactSynonym	oio:hasRelatedSynonym	ruber planus			icd11.foundation:1402978031	Lichen planus					ruber planus	icd11.foundation:1402978031										
MONDO:0006651	anterior uveitis	oio:hasExactSynonym	oio:hasNarrowSynonym	iridocyclitis			icd11.foundation:908233081	Anterior uveitis					iridocyclitis	icd11.foundation:908233081										
MONDO:0006827	lateral medullary syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Lateral medullary syndrome			icd11.foundation:1606151456	Lateral medullary syndrome	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0009263		Lateral medullary syndrome	icd11.foundation:1606151456	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0006851	meconium aspiration syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	meconium inhalation			icd11.foundation:872221482	Neonatal aspiration of meconium			MESH:D008471		meconium inhalation	icd11.foundation:872221482										
MONDO:0006861	myeloid sarcoma	oio:hasExactSynonym	oio:hasRelatedSynonym	granulocytic sarcoma	granulocytic sarcoma	Granulocytic sarcoma	icd11.foundation:1988933820	Myeloid sarcoma					granulocytic sarcoma	icd11.foundation:1988933820										
MONDO:0007028	rotator cuff syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	rotator cuff tear			icd11.foundation:1471943310	Rotator cuff syndrome					rotator cuff tear	icd11.foundation:1471943310										
MONDO:0007032	prune belly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	eagle-Barrett syndrome	eagle-Barrett syndrome	Eagle-Barrett syndrome	icd11.foundation:1393408621	Prune belly syndrome					eagle-Barrett syndrome	icd11.foundation:1393408621										
MONDO:0007037	Achondroplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	Achondroplastic dwarfism	Achondroplastic dwarfism	achondroplastic dwarfism	icd11.foundation:24224082	Achondroplasia			GARD:0008173		Achondroplastic dwarfism	icd11.foundation:24224082										
MONDO:0007039	NF2-related schwannomatosis	oio:hasExactSynonym	oio:hasRelatedSynonym	neurofibromatosis, central type	neurofibromatosis, central type	Neurofibromatosis, central type	icd11.foundation:14808714	Neurofibromatosis type 2					neurofibromatosis, central type	icd11.foundation:14808714										
MONDO:0007072	ADULT syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acro-dermato-ungual-lacrimal-Tooth syndrome	acro-dermato-ungual-lacrimal-Tooth syndrome	Acro-dermato-ungual-lacrimal-tooth syndrome	icd11.foundation:1445741645	ADULT syndrome					acro-dermato-ungual-lacrimal-Tooth syndrome	icd11.foundation:1445741645										
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	oio:hasExactSynonym	oio:hasRelatedSynonym	SVEINSSON chorioretinal atrophy	SVEINSSON chorioretinal atrophy	Sveinsson chorioretinal atrophy	icd11.foundation:896652469	Helicoid peripapillary chorioretinal degeneration			MONDO:Lexical		SVEINSSON chorioretinal atrophy	icd11.foundation:896652469										
MONDO:0007239	epidermolytic ichthyosis	oio:hasExactSynonym	oio:hasRelatedSynonym	congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	Congenital bullous ichthyosiform erythroderma	icd11.foundation:1183730789	Epidermolytic ichthyosis			GARD:0001039		congenital bullous ichthyosiform erythroderma	icd11.foundation:1183730789										
MONDO:0007301	cerebrocostomandibular syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	CEREBROCOSTOMANDIBULAR syndrome	CEREBROCOSTOMANDIBULAR syndrome	Cerebrocostomandibular syndrome	icd11.foundation:1475063064	Cerebrocostomandibular syndrome	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				CEREBROCOSTOMANDIBULAR syndrome	icd11.foundation:1475063064	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007345	aorta coarctation	oio:hasExactSynonym	oio:hasRelatedSynonym	coarctation of aorta	coarctation of aorta	Coarctation of aorta	icd11.foundation:1524185114	Coarctation of aorta	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				coarctation of aorta	icd11.foundation:1524185114	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007354	coloboma of optic nerve	oio:hasExactSynonym	oio:hasRelatedSynonym	coloboma of optic disc	coloboma of optic disc	Coloboma of optic disc	icd11.foundation:592278969	Coloboma of optic disc	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL	http://purl.obolibrary.org/obo/OMO_0003005			coloboma of optic disc	icd11.foundation:592278969	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007403	inherited Creutzfeldt-Jakob disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Creutzfeldt-Jakob disease			icd11.foundation:607607042	Genetic Creutzfeldt-Jakob disease			MONDO:Lexical		Creutzfeldt-Jakob disease	icd11.foundation:607607042										
MONDO:0007404	Cri-du-chat syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	5p minus syndrome			icd11.foundation:620584190	Cri-du-chat syndrome			GARD:0006213		5p minus syndrome	icd11.foundation:620584190										
MONDO:0007404	Cri-du-chat syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Cat Cry syndrome	Cat Cry syndrome	cat cry syndrome	icd11.foundation:620584190	Cri-du-chat syndrome					Cat Cry syndrome	icd11.foundation:620584190										
MONDO:0007405	Crouzon syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Crouzon disease			icd11.foundation:1535725821	Crouzon disease	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0006206		Crouzon disease	icd11.foundation:1535725821	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007606	fibrodysplasia ossificans progressiva	oio:hasExactSynonym	oio:hasRelatedSynonym	myositis ossificans progressiva	myositis ossificans progressiva	Myositis ossificans progressiva	icd11.foundation:2102976705	Fibrodysplasia ossificans progressiva					myositis ossificans progressiva	icd11.foundation:2102976705										
MONDO:0007661	Tourette syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Gilles de la Tourette syndrome			icd11.foundation:119340957	Tourette syndrome			MONDO:Lexical		Gilles de la Tourette syndrome	icd11.foundation:119340957										
MONDO:0007661	Tourette syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Tourette disorder			icd11.foundation:119340957	Tourette syndrome					Tourette disorder	icd11.foundation:119340957										
MONDO:0007699	Hashimoto thyroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	Hashimoto struma	Hashimoto struma	hashimoto struma	icd11.foundation:972507934	Hashimoto thyroiditis			MESH:D050031		Hashimoto struma	icd11.foundation:972507934										
MONDO:0007699	Hashimoto thyroiditis	oio:hasExactSynonym	oio:hasBroadSynonym	lymphocytic thyroiditis			icd11.foundation:972507934	Hashimoto thyroiditis					lymphocytic thyroiditis	icd11.foundation:972507934										
MONDO:0007713	clonic hemifacial spasm	oio:hasExactSynonym	oio:hasRelatedSynonym	hemifacial spasm	hemifacial spasm	Hemifacial spasm	icd11.foundation:353312397	Hemifacial spasm	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				hemifacial spasm	icd11.foundation:353312397	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007737	humeroradial synostosis	oio:hasExactSynonym	oio:hasRelatedSynonym	humero-radial synostosis	humero-radial synostosis	Humero-radial synostosis	icd11.foundation:518723993	Humero-radial synostosis	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				humero-radial synostosis	icd11.foundation:518723993	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007854	keratolytic winter erythema	oio:hasExactSynonym	oio:hasRelatedSynonym	keratolytic WINTER erythema	keratolytic WINTER erythema	Keratolytic winter erythema	icd11.foundation:1491245207	Keratolytic winter erythema	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				keratolytic WINTER erythema	icd11.foundation:1491245207	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0007979	metachondromatosis	oio:hasExactSynonym	oio:hasRelatedSynonym	METACHONDROMATOSIS	METACHONDROMATOSIS	Metachondromatosis	icd11.foundation:1342578560	Metachondromatosis	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			METACHONDROMATOSIS	icd11.foundation:1342578560	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0008007	tooth ankylosis	oio:hasExactSynonym	oio:hasRelatedSynonym	dental ankylosis	dental ankylosis	Dental ankylosis	icd11.foundation:2066427602	Ankylosis of teeth					dental ankylosis	icd11.foundation:2066427602										
MONDO:0008018	Muir-Torre syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	MUIR-Torre syndrome	MUIR-Torre syndrome	Muir-Torre syndrome	icd11.foundation:229304403	Muir-Torre syndrome	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				MUIR-Torre syndrome	icd11.foundation:229304403	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0008054	juvenile dermatomyositis	oio:hasExactSynonym	oio:hasRelatedSynonym	childhood type dermatomyositis			icd11.foundation:1428089375	Juvenile dermatomyositis					childhood type dermatomyositis	icd11.foundation:1428089375										
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	NAEGELI-Franceschetti-Jadassohn syndrome	NAEGELI-Franceschetti-Jadassohn syndrome	Naegeli-Franceschetti-Jadassohn syndrome	icd11.foundation:352035640	Naegeli-Franceschetti-Jadassohn syndrome	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				NAEGELI-Franceschetti-Jadassohn syndrome	icd11.foundation:352035640	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0008151	gnathodiaphyseal dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	GNATHODIAPHYSEAL dysplasia	GNATHODIAPHYSEAL dysplasia	Gnathodiaphyseal dysplasia	icd11.foundation:1984860886	Gnathodiaphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				GNATHODIAPHYSEAL dysplasia	icd11.foundation:1984860886	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0008157	Buschke-Ollendorff syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Dermatoosteopoikilosis			icd11.foundation:1556522143	Buschke-Ollendorff syndrome					Dermatoosteopoikilosis	icd11.foundation:1556522143										
MONDO:0008195	paramyotonia congenita of Von Eulenburg	oio:hasExactSynonym	oio:hasRelatedSynonym	Eulenburg disease			icd11.foundation:1740060527	Paramyotonia congenita			GARD:0007325		Eulenburg disease	icd11.foundation:1740060527										
MONDO:0008218	Hailey-Hailey disease	oio:hasExactSynonym	oio:hasRelatedSynonym	benign familial pemphigus	benign familial pemphigus	Benign familial pemphigus	icd11.foundation:818400628	Hailey-Hailey disease			GARD:0006559		benign familial pemphigus	icd11.foundation:818400628										
MONDO:0008260	Kindler syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	bullous acrokeratotic poikiloderma of Kindler and Weary	bullous acrokeratotic poikiloderma of Kindler and Weary	Bullous acrokeratotic poikiloderma of Kindler and Weary	icd11.foundation:726317303	Kindler syndrome					bullous acrokeratotic poikiloderma of Kindler and Weary	icd11.foundation:726317303										
MONDO:0008260	Kindler syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	KINDLER syndrome	KINDLER syndrome	Kindler syndrome	icd11.foundation:726317303	Kindler syndrome	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				KINDLER syndrome	icd11.foundation:726317303	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	oio:hasExactSynonym	oio:hasRelatedSynonym	medullary cystic disease			icd11.foundation:216863438	Autosomal dominant tubulointerstitial disease			GARD:0010801		medullary cystic disease	icd11.foundation:216863438										
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	oio:hasExactSynonym	oio:hasRelatedSynonym	medullary cystic kidney disease			icd11.foundation:216863438	Autosomal dominant tubulointerstitial disease			GARD:0010801		medullary cystic kidney disease	icd11.foundation:216863438										
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	oio:hasExactSynonym	oio:hasRelatedSynonym	MCKD	MCKD	mckd	icd11.foundation:216863438	Autosomal dominant tubulointerstitial disease		http://purl.obolibrary.org/obo/mondo#ABBREVIATION	GARD:0010801		MCKD	icd11.foundation:216863438										
MONDO:0008294	acute intermittent porphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	hydroxymethylbilane synthase deficiency	hydroxymethylbilane synthase deficiency	Hydroxymethylbilane synthase deficiency	icd11.foundation:1565229118	Acute intermittent porphyria			GARD:0005732		hydroxymethylbilane synthase deficiency	icd11.foundation:1565229118										
MONDO:0008294	acute intermittent porphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	porphobilinogen deaminase deficiency	porphobilinogen deaminase deficiency	Porphobilinogen deaminase deficiency	icd11.foundation:1565229118	Acute intermittent porphyria					porphobilinogen deaminase deficiency	icd11.foundation:1565229118										
MONDO:0008297	variegate porphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	porphyria variegata	porphyria variegata	Porphyria variegata	icd11.foundation:1227474618	Variegate porphyria					porphyria variegata	icd11.foundation:1227474618										
MONDO:0008387	ring dermoid of cornea	oio:hasExactSynonym	oio:hasRelatedSynonym	RING dermoid of cornea	RING dermoid of cornea	Ring dermoid of cornea	icd11.foundation:271430543	Ring dermoid of cornea	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				RING dermoid of cornea	icd11.foundation:271430543	http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL									
