mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000595	sexual and gender identity disorders	oio:hasExactSynonym		Sexual and Gender Identity Disorders			NCIT:C92202	Sexual and Gender Identity Disorders					Sexual and Gender Identity Disorders	NCIT:C92202										
MONDO:0000618	Her2-receptor negative breast cancer	oio:hasExactSynonym		HER2 Negative Breast Adenocarcinoma			NCIT:C168519	HER2-Negative Breast Carcinoma					HER2 Negative Breast Adenocarcinoma	NCIT:C168519										
MONDO:0000618	Her2-receptor negative breast cancer	oio:hasExactSynonym		HER2 Negative Breast Carcinoma			NCIT:C168519	HER2-Negative Breast Carcinoma					HER2 Negative Breast Carcinoma	NCIT:C168519										
MONDO:0000618	Her2-receptor negative breast cancer	oio:hasExactSynonym		HER2-Negative Breast Carcinoma			NCIT:C168519	HER2-Negative Breast Carcinoma					HER2-Negative Breast Carcinoma	NCIT:C168519										
MONDO:0000632	uterine benign neoplasm	oio:hasExactSynonym		Benign Uterine Neoplasm NOS			NCIT:C3609	Benign Uterine Neoplasm					Benign Uterine Neoplasm NOS	NCIT:C3609										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		CNS Embryonal Tumor, NOS			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified					CNS Embryonal Tumor, NOS	NCIT:C5398										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		CNS Embryonal Tumor, Not Otherwise Specified			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified					CNS Embryonal Tumor, Not Otherwise Specified	NCIT:C5398										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		Central Nervous System Embryonal Tumor, NOS			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified					Central Nervous System Embryonal Tumor, NOS	NCIT:C5398										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		Central Nervous System Embryonal Tumor, Not Otherwise Specified			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified					Central Nervous System Embryonal Tumor, Not Otherwise Specified	NCIT:C5398										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		Central primitive neuroectodermal tumor, NOS			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified					Central primitive neuroectodermal tumor, NOS	NCIT:C5398										
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oio:hasExactSynonym		CPNET			NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				CPNET	NCIT:C5398	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000644	cervical benign neoplasm	oio:hasExactSynonym		Benign Cervix Uteri Neoplasm NOS			NCIT:C3607	Benign Cervical Neoplasm					Benign Cervix Uteri Neoplasm NOS	NCIT:C3607										
MONDO:0000665	apraxia	oio:hasExactSynonym		Apraxia			NCIT:C180557	Apraxia					Apraxia	NCIT:C180557										
MONDO:0000675	pain agnosia	oio:hasExactSynonym		Pain Agnosia			NCIT:C125664	Pain Agnosia					Pain Agnosia	NCIT:C125664										
MONDO:0000702	microscopic colitis	oio:hasExactSynonym		Microscopic Colitis			NCIT:C38504	Microscopic Colitis					Microscopic Colitis	NCIT:C38504										
MONDO:0000703	collagenous colitis	oio:hasExactSynonym		Collagenous Colitis			NCIT:C27021	Collagenous Colitis					Collagenous Colitis	NCIT:C27021										
MONDO:0000704	lymphocytic colitis	oio:hasExactSynonym		Lymphocytic Colitis			NCIT:C27147	Lymphocytic Colitis					Lymphocytic Colitis	NCIT:C27147										
MONDO:0000705	Clostridium difficile colitis	oio:hasExactSynonym		Clostridium Difficile Colitis			NCIT:C35286	Clostridium difficile Colitis					Clostridium Difficile Colitis	NCIT:C35286										
MONDO:0000705	Clostridium difficile colitis	oio:hasExactSynonym		Clostridium difficile Colitis			NCIT:C35286	Clostridium difficile Colitis					Clostridium difficile Colitis	NCIT:C35286										
MONDO:0000709	Crohn ileitis	oio:hasExactSynonym		Crohn Ileitis			NCIT:C35329	Crohn Ileitis					Crohn Ileitis	NCIT:C35329										
MONDO:0000736	dyschromatosis universalis hereditaria	oio:hasExactSynonym		Dyschromatosis Universalis Hereditaria			NCIT:C173131	Dyschromatosis Universalis Hereditaria					Dyschromatosis Universalis Hereditaria	NCIT:C173131										
MONDO:0000739	uvulitis	oio:hasExactSynonym		Uvulitis			NCIT:C128385	Uvulitis					Uvulitis	NCIT:C128385										
MONDO:0000755	ectopic pregnancy	oio:hasExactSynonym		Ectopic Pregnancy			NCIT:C34945	Ectopic Pregnancy					Ectopic Pregnancy	NCIT:C34945										
MONDO:0000814	B-cell adult acute lymphocytic leukemia	oio:hasExactSynonym		B-Cell Adult Acute Lymphocytic Leukemia			NCIT:C9143	Adult B Acute Lymphoblastic Leukemia					B-Cell Adult Acute Lymphocytic Leukemia	NCIT:C9143										
MONDO:0000816	abdominal obesity-metabolic syndrome	oio:hasExactSynonym		Cardiometabolic Syndrome			NCIT:C84442	Metabolic Syndrome					Cardiometabolic Syndrome	NCIT:C84442										
MONDO:0000819	anencephaly	oio:hasExactSynonym		ANENCEPHALY			NCIT:C84560	Anencephaly					ANENCEPHALY	NCIT:C84560										
MONDO:0000819	anencephaly	oio:hasExactSynonym		Anencephaly			NCIT:C84560	Anencephaly					Anencephaly	NCIT:C84560										
MONDO:0000827	salmonellosis	oio:hasExactSynonym		Salmonellosis			NCIT:C157974	Salmonellosis					Salmonellosis	NCIT:C157974										
MONDO:0000845	fibrous dysplasia	oio:hasExactSynonym		Fibrous Dysplasia			NCIT:C34609	Fibrous Dysplasia					Fibrous Dysplasia	NCIT:C34609										
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	oio:hasExactSynonym		Childhood T-Acute Lymphoblastic Leukemia			NCIT:C7953	Childhood T Acute Lymphoblastic Leukemia					Childhood T-Acute Lymphoblastic Leukemia	NCIT:C7953										
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	oio:hasExactSynonym		B-Cell Childhood Acute Lymphoblastic Leukemia			NCIT:C9140	Childhood B Acute Lymphoblastic Leukemia					B-Cell Childhood Acute Lymphoblastic Leukemia	NCIT:C9140										
MONDO:0000873	lymphoblastic lymphoma	oio:hasExactSynonym		LBL			NCIT:C9360	Lymphoblastic Lymphoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				LBL	NCIT:C9360	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	oio:hasExactSynonym		Childhood T-Lymphoblastic Lymphoma			NCIT:C7210	Childhood T Lymphoblastic Lymphoma					Childhood T-Lymphoblastic Lymphoma	NCIT:C7210										
MONDO:0000888	gastrointestinal mucositis	oio:hasExactSynonym		Gastrointestinal Mucositis			NCIT:C3853	Gastrointestinal Mucositis					Gastrointestinal Mucositis	NCIT:C3853										
MONDO:0000893	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma	oio:hasExactSynonym		Minimally Invasive Lung Mixed Non-Mucinous and Mucinous Adenocarcinoma			NCIT:C7270	Minimally Invasive Lung Mixed Non-Mucinous and Mucinous Adenocarcinoma					Minimally Invasive Lung Mixed Non-Mucinous and Mucinous Adenocarcinoma	NCIT:C7270										
MONDO:0000918	endometritis	oio:hasExactSynonym		Endometritis			NCIT:C26764	Endometritis					Endometritis	NCIT:C26764										
MONDO:0000921	ampulla of vater neoplasm	oio:hasExactSynonym		Ampulla of Vater Neoplasm			NCIT:C4443	Ampulla of Vater Neoplasm					Ampulla of Vater Neoplasm	NCIT:C4443										
MONDO:0000929	balloon cell malignant melanoma	oio:hasExactSynonym		Balloon Cell Malignant Melanoma			NCIT:C4227	Balloon Cell Melanoma					Balloon Cell Malignant Melanoma	NCIT:C4227										
MONDO:0000930	nodular malignant melanoma	oio:hasExactSynonym		Cutaneous Nodular Melanoma			NCIT:C4225	Cutaneous Nodular Melanoma					Cutaneous Nodular Melanoma	NCIT:C4225										
MONDO:0000935	larynx squamous papilloma	oio:hasExactSynonym		Laryngeal Squamous Cell Papilloma			NCIT:C7742	Laryngeal Squamous Papilloma					Laryngeal Squamous Cell Papilloma	NCIT:C7742										
MONDO:0000935	larynx squamous papilloma	oio:hasExactSynonym		Laryngeal Squamous Papilloma			NCIT:C7742	Laryngeal Squamous Papilloma					Laryngeal Squamous Papilloma	NCIT:C7742										
MONDO:0000939	intracranial abscess	oio:hasExactSynonym		Intracranial Abscess			NCIT:C34734	Intracranial Abscess					Intracranial Abscess	NCIT:C34734										
MONDO:0000948	xerophthalmia	oio:hasExactSynonym		Xerophthalmia			NCIT:C34503	Xerophthalmia					Xerophthalmia	NCIT:C34503										
MONDO:0000962	spindle cell lipoma	oio:hasExactSynonym		SCL			NCIT:C4254	Spindle Cell Lipoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				SCL	NCIT:C4254	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000966	pleomorphic lipoma	oio:hasExactSynonym		PL			NCIT:C3703	Pleomorphic Lipoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION				PL	NCIT:C3703	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0000977	chondroid lipoma	oio:hasExactSynonym		Chondroid Lipoma			NCIT:C6503	Chondroid Lipoma					Chondroid Lipoma	NCIT:C6503										
MONDO:0000977	chondroid lipoma	oio:hasExactSynonym		Chondroid lipoma			NCIT:C6503	Chondroid Lipoma					Chondroid lipoma	NCIT:C6503										
MONDO:0000983	exhibitionism	oio:hasExactSynonym		Exhibitionism			NCIT:C94352	Exhibitionism					Exhibitionism	NCIT:C94352										
MONDO:0000984	thalassemia	oio:hasExactSynonym		Thalassemia			NCIT:C35069	Thalassemia					Thalassemia	NCIT:C35069										
MONDO:0000986	pleurisy	oio:hasExactSynonym		Pleurisy			NCIT:C26860	Pleuritis					Pleurisy	NCIT:C26860										
MONDO:0001001	baritosis	oio:hasExactSynonym		Baritosis			NCIT:C34410	Baritosis					Baritosis	NCIT:C34410										
MONDO:0001004	slate pneumoconiosis	oio:hasExactSynonym		Slate Pneumoconiosis			NCIT:C35397	Slate Pneumoconiosis					Slate Pneumoconiosis	NCIT:C35397										
MONDO:0001005	kaolin pneumoconiosis	oio:hasExactSynonym		Kaolin Pneumoconiosis			NCIT:C35315	Kaolin Pneumoconiosis					Kaolin Pneumoconiosis	NCIT:C35315										
MONDO:0001014	chronic leukemia	oio:hasExactSynonym		Chronic leukemia, NOS			NCIT:C3483	Chronic Leukemia					Chronic leukemia, NOS	NCIT:C3483										
MONDO:0001015	eosinophilic meningitis	oio:hasExactSynonym		Eosinophilic Meningitis			NCIT:C128374	Eosinophilic Meningitis					Eosinophilic Meningitis	NCIT:C128374										
MONDO:0001029	Klippel-Feil syndrome	oio:hasExactSynonym		Klippel-Feil Syndrome			NCIT:C98967	Klippel-Feil Syndrome					Klippel-Feil Syndrome	NCIT:C98967										
MONDO:0001036	hypopyon	oio:hasExactSynonym		Hypopyon			NCIT:C50593	Hypopyon					Hypopyon	NCIT:C50593										
MONDO:0001039	tonsillitis	oio:hasExactSynonym		Tonsillitis			NCIT:C116006	Tonsillitis					Tonsillitis	NCIT:C116006										
MONDO:0001040	nasopharyngitis	oio:hasExactSynonym		Nasopharyngitis			NCIT:C34837	Nasopharyngitis					Nasopharyngitis	NCIT:C34837										
MONDO:0001060	microinvasive gastric cancer	oio:hasExactSynonym		Microinvasive Gastric Cancer			NCIT:C27131	Early Gastric Cancer					Microinvasive Gastric Cancer	NCIT:C27131										
MONDO:0001066	late yaws	oio:hasExactSynonym		Late Yaws			NCIT:C41354	Late Yaws					Late Yaws	NCIT:C41354										
MONDO:0001067	early yaws	oio:hasExactSynonym		Early Yaws			NCIT:C41352	Early Yaws					Early Yaws	NCIT:C41352										
MONDO:0001074	chronic tic disorder	oio:hasExactSynonym		Chronic Tic Disorder			NCIT:C116768	Chronic Tic Disorder					Chronic Tic Disorder	NCIT:C116768										
MONDO:0001076	glucose intolerance	oio:hasExactSynonym		Glucose Intolerance			NCIT:C34646	Glucose Intolerance					Glucose Intolerance	NCIT:C34646										
MONDO:0001078	tropical sprue	oio:hasExactSynonym		Tropical Sprue			NCIT:C45428	Tropical Sprue					Tropical Sprue	NCIT:C45428										
MONDO:0001081	acute cervicitis	oio:hasExactSynonym		Acute Cervicitis			NCIT:C27056	Acute Cervicitis					Acute Cervicitis	NCIT:C27056										
MONDO:0001085	interstitial nephritis	oio:hasExactSynonym		INTERSTITIAL NEPHRITIS			NCIT:C26834	Interstitial Nephritis					INTERSTITIAL NEPHRITIS	NCIT:C26834										
MONDO:0001085	interstitial nephritis	oio:hasExactSynonym		Interstitial Nephritis			NCIT:C26834	Interstitial Nephritis					Interstitial Nephritis	NCIT:C26834										
MONDO:0001087	schizotypal personality disorder	oio:hasExactSynonym		Schizotypal Disorder			NCIT:C92632	Schizotypal Personality Disorder					Schizotypal Disorder	NCIT:C92632										
MONDO:0001087	schizotypal personality disorder	oio:hasExactSynonym		Schizotypal Personality Disorder			NCIT:C92632	Schizotypal Personality Disorder					Schizotypal Personality Disorder	NCIT:C92632										
MONDO:0001098	separation anxiety disorder	oio:hasExactSynonym		Separation Anxiety Disorder			NCIT:C35014	Separation Anxiety Disorder					Separation Anxiety Disorder	NCIT:C35014										
MONDO:0001100	hypertrophy of breast	oio:hasExactSynonym		Hypertrophy of Breast			NCIT:C3125	Breast Hypertrophy					Hypertrophy of Breast	NCIT:C3125										
MONDO:0001101	fat necrosis of breast	oio:hasExactSynonym		Fat Necrosis of Breast			NCIT:C3661	Breast Fat Necrosis					Fat Necrosis of Breast	NCIT:C3661										
MONDO:0001106	kidney failure	oio:hasExactSynonym		Kidney Failure			NCIT:C4376	Renal Failure					Kidney Failure	NCIT:C4376										
MONDO:0001110	chronic pyelonephritis	oio:hasExactSynonym		Chronic Pyelonephritis			NCIT:C123216	Chronic Pyelonephritis					Chronic Pyelonephritis	NCIT:C123216										
MONDO:0001114	bacterial myocarditis	oio:hasExactSynonym		Bacterial Myocarditis			NCIT:C128380	Bacterial Myocarditis					Bacterial Myocarditis	NCIT:C128380										
MONDO:0001115	familial polycythemia	oio:hasExactSynonym		Familial Erythrocytosis			NCIT:C26955	Familial Polycythemia					Familial Erythrocytosis	NCIT:C26955										
MONDO:0001117	methemoglobinemia	oio:hasExactSynonym		Methemoglobinemia			NCIT:C34817	Methemoglobinemia					Methemoglobinemia	NCIT:C34817										
MONDO:0001120	chronic frontal sinusitis	oio:hasExactSynonym		Chronic Frontal Sinusitis			NCIT:C34473	Chronic Frontal Sinusitis					Chronic Frontal Sinusitis	NCIT:C34473										
MONDO:0001121	frontal sinusitis	oio:hasExactSynonym		Frontal Sinusitis			NCIT:C34626	Frontal Sinusitis					Frontal Sinusitis	NCIT:C34626										
MONDO:0001122	chronic maxillary sinusitis	oio:hasExactSynonym		Chronic Maxillary Sinusitis			NCIT:C34477	Chronic Maxillary Sinusitis					Chronic Maxillary Sinusitis	NCIT:C34477										
MONDO:0001123	chronic sphenoidal sinusitis	oio:hasExactSynonym		Chronic Sphenoidal Sinusitis			NCIT:C34480	Chronic Sphenoidal Sinusitis					Chronic Sphenoidal Sinusitis	NCIT:C34480										
MONDO:0001135	voyeurism	oio:hasExactSynonym		Voyeurism			NCIT:C94360	Voyeurism					Voyeurism	NCIT:C94360										
MONDO:0001150	hydrocephalus	oio:hasExactSynonym		HYDROCEPHALUS			NCIT:C3111	Hydrocephalus					HYDROCEPHALUS	NCIT:C3111										
MONDO:0001150	hydrocephalus	oio:hasExactSynonym		Hydrocephalus			NCIT:C3111	Hydrocephalus					Hydrocephalus	NCIT:C3111										
MONDO:0001157	dependent personality disorder	oio:hasExactSynonym		Dependent Personality Disorder			NCIT:C92637	Dependent Personality Disorder					Dependent Personality Disorder	NCIT:C92637										
