subject	subject_value	predicate	object	object_value	levenshtein_dist	jaccard_index	monge_elkan
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	skos:exactMatch	ICD10CM:C84.4	Peripheral T-cell lymphoma, not classified	35	0.4285714285714286	1.9801512287334593
MONDO:0000447	autosomal dominant polycystic liver disease	skos:exactMatch	<https://icd.codes/icd10cm/Q44.6>		43	1.0	2.0
MONDO:0000447	autosomal dominant polycystic liver disease	skos:exactMatch	ICD10CM:Q44.6	Cystic disease of liver	31	0.5	1.9799891833423473
MONDO:0000453	short QT syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/I49.8>		17	1.0	2.0
MONDO:0000456	cerebral creatine deficiency syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E72.8>		37	1.0	2.0
MONDO:0000462	eye adnexa disorder	skos:exactMatch	ICD10WHO:H00-H06	Disorders of eyelid, lacrimal system and orbit	36	0.6170212765957447	1.9501385041551247
MONDO:0000462	eye adnexa disorder	skos:exactMatch	<http://apps.who.int/classifications/icd10/browse/2010/en#/H00-H06>		19	1.0	2.0
MONDO:0000463	Ochoa syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/N31.8>		14	1.0	2.0
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	skos:narrowMatch	<https://icd.codes/icd10cm/G71.8>		78	1.0	2.0
MONDO:0000598	aphasia	skos:exactMatch	<https://icd.codes/icd10cm/R47.01>		7	1.0	2.0
MONDO:0000598	aphasia	skos:exactMatch	ICD10CM:R47.01	Aphasia	0	0.0	0.0
MONDO:0000645	fallopian tube benign neoplasm	skos:narrowMatch	<https://icd.codes/icd10cm/D28.2>		30	1.0	2.0
MONDO:0000665	apraxia	skos:exactMatch	<https://icd.codes/icd10cm/R48.2>		7	1.0	2.0
MONDO:0000665	apraxia	skos:exactMatch	ICD10CM:R48.2	Apraxia	0	0.0	0.0
MONDO:0000690	body dysmorphic disorder	skos:exactMatch	<https://icd.codes/icd10cm/F45.22>		24	1.0	2.0
MONDO:0000690	body dysmorphic disorder	skos:exactMatch	ICD10CM:F45.22	Body dysmorphic disorder	0	0.0	0.0
MONDO:0000703	collagenous colitis	skos:exactMatch	<https://icd.codes/icd10cm/K52.831>		19	1.0	2.0
MONDO:0000703	collagenous colitis	skos:exactMatch	ICD10CM:K52.831	Collagenous colitis	0	0.0	0.0
MONDO:0000704	lymphocytic colitis	skos:exactMatch	<https://icd.codes/icd10cm/K52.832>		19	1.0	2.0
MONDO:0000704	lymphocytic colitis	skos:exactMatch	ICD10CM:K52.832	Lymphocytic colitis	0	0.0	0.0
MONDO:0000736	dyschromatosis universalis hereditaria	skos:narrowMatch	<https://icd.codes/icd10cm/L81.8>		38	1.0	2.0
MONDO:0000743	oral hairy leukoplakia	skos:exactMatch	<https://icd.codes/icd10cm/K13.3>		22	1.0	2.0
MONDO:0000743	oral hairy leukoplakia	skos:exactMatch	ICD10CM:K13.3	Hairy leukoplakia	5	0.2272727272727273	1.9545454545454546
MONDO:0000745	cardiac arrest	skos:exactMatch	<https://icd.codes/icd10cm/I46>		14	1.0	2.0
MONDO:0000745	cardiac arrest	skos:exactMatch	ICD10CM:I46	Cardiac arrest	0	0.0	0.0
MONDO:0000754	anal fistula	skos:exactMatch	<https://icd.codes/icd10cm/K60.3>		12	1.0	2.0
MONDO:0000754	anal fistula	skos:exactMatch	ICD10CM:K60.3	Anal fistula	0	0.0	0.0
MONDO:0000816	abdominal obesity-metabolic syndrome	skos:exactMatch	<https://icd.codes/icd10cm/E88.81>		36	1.0	2.0
MONDO:0000816	abdominal obesity-metabolic syndrome	skos:exactMatch	ICD10CM:E88.81	Metabolic syndrome	18	0.5	1.9729938271604939
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A02.9>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A02.8>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A02.2>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A02.1>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A02.0>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A01.4>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A01.3>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A01.2>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A01.1>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	<https://icd.codes/icd10cm/A01.0>		13	1.0	2.0
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A02.9	Salmonella infection, unspecified	21	0.6470588235294117	1.9230769230769231
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A02.8	Other specified salmonella infections	26	0.6486486486486487	1.9230769230769231
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A02.2	Localized salmonella infections	20	0.625	1.9230769230769231
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A02.1	Salmonella sepsis	5	0.33333333333333337	1.9230769230769231
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A02.0	Salmonella enteritis	9	0.5	1.9230769230769231
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A01.4	Paratyphoid fever, unspecified	25	0.8378378378378378	1.9467455621301775
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A01.3	Paratyphoid fever C	17	0.8571428571428572	1.970414201183432
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A01.2	Paratyphoid fever B	17	0.8571428571428572	1.970414201183432
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A01.1	Paratyphoid fever A	17	0.8571428571428572	1.970414201183432
MONDO:0000827	salmonellosis	skos:broadMatch	ICD10CM:A01.0	Typhoid fever	12	0.8695652173913043	1.9763313609467457
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>		51	1.0	2.0
MONDO:0000866	myoglobinuria	skos:exactMatch	<https://icd.codes/icd10cm/R82.1>		13	1.0	2.0
MONDO:0000866	myoglobinuria	skos:exactMatch	ICD10CM:R82.1	Myoglobinuria	0	0.0	0.0
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>		58	1.0	2.0
MONDO:0000903	myoclonus-dystonia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G24.1>		27	1.0	2.0
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	skos:narrowMatch	<https://icd.codes/icd10cm/F01.1>		100	1.0	2.0
MONDO:0000916	intestinal infectious disease	skos:exactMatch	<https://icd.codes/icd10cm/A00-A09>		29	1.0	2.0
MONDO:0000916	intestinal infectious disease	skos:exactMatch	ICD10CM:A00-A09	Intestinal infectious diseases (A00-A09)	11	0.275	1.9655172413793103
MONDO:0000922	pelvic inflammatory disease	skos:exactMatch	<https://icd.codes/icd10cm/N70-N77>		27	1.0	2.0
MONDO:0000922	pelvic inflammatory disease	skos:exactMatch	ICD10CM:N70-N77	Inflammatory diseases of female pelvic organs (N70-N77)	42	0.509090909090909	1.962962962962963
MONDO:0000923	interstitial emphysema	skos:exactMatch	<https://icd.codes/icd10cm/J98.2>		22	1.0	2.0
MONDO:0000923	interstitial emphysema	skos:exactMatch	ICD10CM:J98.2	Interstitial emphysema	0	0.0	0.0
MONDO:0000924	compensatory emphysema	skos:exactMatch	<https://icd.codes/icd10cm/J98.3>		22	1.0	2.0
MONDO:0000924	compensatory emphysema	skos:exactMatch	ICD10CM:J98.3	Compensatory emphysema	0	0.0	0.0
MONDO:0000927	asymptomatic neurosyphilis	skos:exactMatch	<https://icd.codes/icd10cm/A52.2>		26	1.0	2.0
MONDO:0000927	asymptomatic neurosyphilis	skos:exactMatch	ICD10CM:A52.2	Asymptomatic neurosyphilis	0	0.0	0.0
MONDO:0000940	trypanosomiasis	skos:exactMatch	<https://icd.codes/icd10cm/B56>		15	1.0	2.0
MONDO:0000940	trypanosomiasis	skos:exactMatch	ICD10CM:B56	African trypanosomiasis	8	0.34782608695652173	1.9333333333333333
MONDO:0000952	cancer of long bone of lower limb	skos:exactMatch	<https://icd.codes/icd10cm/C40.2>		33	1.0	2.0
MONDO:0000952	cancer of long bone of lower limb	skos:exactMatch	ICD10CM:C40.2	Malignant neoplasm of long bones of lower limb	16	0.3877551020408163	1.9715335169880623
MONDO:0000953	cancer of short bone of lower limb	skos:exactMatch	<https://icd.codes/icd10cm/C40.3>		34	1.0	2.0
MONDO:0000953	cancer of short bone of lower limb	skos:exactMatch	ICD10CM:C40.3	Malignant neoplasm of short bones of lower limb	16	0.38	1.972318339100346
MONDO:0000983	exhibitionism	skos:exactMatch	<https://icd.codes/icd10cm/F65.2>		13	1.0	2.0
MONDO:0000983	exhibitionism	skos:exactMatch	ICD10CM:F65.2	Exhibitionism	0	0.0	0.0
MONDO:0000984	thalassemia	skos:exactMatch	<https://icd.codes/icd10cm/D56>		11	1.0	2.0
MONDO:0000984	thalassemia	skos:exactMatch	ICD10CM:D56	Thalassemia	0	0.0	0.0
MONDO:0000986	pleurisy	skos:exactMatch	<https://icd.codes/icd10cm/R09.1>		8	1.0	2.0
MONDO:0000986	pleurisy	skos:exactMatch	ICD10CM:R09.1	Pleurisy	0	0.0	0.0
MONDO:0000987	cholesterolosis of gallbladder	skos:exactMatch	<https://icd.codes/icd10cm/K82.4>		30	1.0	2.0
MONDO:0000987	cholesterolosis of gallbladder	skos:exactMatch	ICD10CM:K82.4	Cholesterolosis of gallbladder	0	0.0	0.0
MONDO:0000989	mumps infectious disease	skos:exactMatch	<https://icd.codes/icd10cm/B26>		24	1.0	2.0
MONDO:0000989	mumps infectious disease	skos:exactMatch	ICD10CM:B26	Mumps	19	0.7916666666666666	1.984375
MONDO:0001007	chronic meningitis	skos:exactMatch	<https://icd.codes/icd10cm/G03.1>		18	1.0	2.0
MONDO:0001007	chronic meningitis	skos:exactMatch	ICD10CM:G03.1	Chronic meningitis	0	0.0	0.0
MONDO:0001009	solitary cyst of breast	skos:exactMatch	<https://icd.codes/icd10cm/N60.0>		23	1.0	2.0
MONDO:0001009	solitary cyst of breast	skos:exactMatch	ICD10CM:N60.0	Solitary cyst of breast	0	0.0	0.0
MONDO:0001012	obsolete breast fibroadenosis	skos:exactMatch	<https://icd.codes/icd10cm/N60.2>		29	1.0	2.0
MONDO:0001012	obsolete breast fibroadenosis	skos:exactMatch	ICD10CM:N60.2	Fibroadenosis of breast	21	0.2666666666666667	1.966706302021403
MONDO:0001024	pneumonic plague	skos:exactMatch	<https://icd.codes/icd10cm/A20.2>		16	1.0	2.0
MONDO:0001024	pneumonic plague	skos:exactMatch	ICD10CM:A20.2	Pneumonic plague	0	0.0	0.0
MONDO:0001029	Klippel-Feil syndrome	skos:exactMatch	<https://icd.codes/icd10cm/Q76.1>		21	1.0	2.0
MONDO:0001029	Klippel-Feil syndrome	skos:exactMatch	ICD10CM:Q76.1	Klippel-Feil syndrome	0	0.0	0.0
MONDO:0001039	tonsillitis	skos:exactMatch	<https://icd.codes/icd10cm/J35.01>		11	1.0	2.0
MONDO:0001039	tonsillitis	skos:exactMatch	ICD10CM:J35.01	Chronic tonsillitis	8	0.42105263157894735	1.9090909090909092
MONDO:0001042	patellar tendinitis	skos:exactMatch	<https://icd.codes/icd10cm/M76.5>		19	1.0	2.0
MONDO:0001042	patellar tendinitis	skos:exactMatch	ICD10CM:M76.5	Patellar tendinitis	0	0.0	0.0
MONDO:0001049	Dressler syndrome	skos:exactMatch	<https://icd.codes/icd10cm/I24.1>		17	1.0	2.0
MONDO:0001049	Dressler syndrome	skos:exactMatch	ICD10CM:I24.1	Dressler's syndrome	2	0.10526315789473684	1.9411764705882353
MONDO:0001050	malignant otitis externa	skos:exactMatch	<https://icd.codes/icd10cm/H60.2>		24	1.0	2.0
MONDO:0001050	malignant otitis externa	skos:exactMatch	ICD10CM:H60.2	Malignant otitis externa	0	0.0	0.0
MONDO:0001056	gastric cancer	skos:exactMatch	<https://icd.codes/icd10cm/C16>		14	1.0	2.0
MONDO:0001056	gastric cancer	skos:exactMatch	ICD10CM:C16	Malignant neoplasm of stomach	25	0.696969696969697	1.9387755102040816
MONDO:0001071	intellectual disability	skos:exactMatch	<https://icd.codes/icd10cm/F70-F79>		23	1.0	2.0
MONDO:0001071	intellectual disability	skos:exactMatch	ICD10CM:F70-F79	Intellectual Disabilities (F70-F79)	13	0.38888888888888884	1.9584120982986768
MONDO:0001074	chronic tic disorder	skos:exactMatch	<https://icd.codes/icd10cm/F95.1>		20	1.0	2.0
MONDO:0001074	chronic tic disorder	skos:exactMatch	ICD10CM:F95.1	Chronic motor or vocal tic disorder	15	0.4285714285714286	1.95
MONDO:0001078	tropical sprue	skos:exactMatch	<https://icd.codes/icd10cm/K90.1>		14	1.0	2.0
MONDO:0001078	tropical sprue	skos:exactMatch	ICD10CM:K90.1	Tropical sprue	0	0.0	0.0
MONDO:0001079	pancreatic steatorrhea	skos:exactMatch	<https://icd.codes/icd10cm/K90.3>		22	1.0	2.0
MONDO:0001079	pancreatic steatorrhea	skos:exactMatch	ICD10CM:K90.3	Pancreatic steatorrhea	0	0.0	0.0
MONDO:0001085	interstitial nephritis	skos:exactMatch	<https://icd.codes/icd10cm/N10-N16>		22	1.0	2.0
MONDO:0001085	interstitial nephritis	skos:exactMatch	ICD10CM:N10-N16	Renal tubulo-interstitial diseases (N10-N16)	30	0.5957446808510638	1.9586776859504131
MONDO:0001100	hypertrophy of breast	skos:exactMatch	<https://icd.codes/icd10cm/N62>		21	1.0	2.0
MONDO:0001100	hypertrophy of breast	skos:exactMatch	ICD10CM:N62	Hypertrophy of breast	0	0.0	0.0
MONDO:0001101	fat necrosis of breast	skos:exactMatch	<https://icd.codes/icd10cm/N64.1>		22	1.0	2.0
MONDO:0001101	fat necrosis of breast	skos:exactMatch	ICD10CM:N64.1	Fat necrosis of breast	0	0.0	0.0
MONDO:0001109	petrositis	skos:exactMatch	<https://icd.codes/icd10cm/H70.2>		10	1.0	2.0
MONDO:0001109	petrositis	skos:exactMatch	ICD10CM:H70.2	Petrositis	0	0.0	0.0
MONDO:0001112	bubonic plague	skos:exactMatch	<https://icd.codes/icd10cm/A20.0>		14	1.0	2.0
MONDO:0001112	bubonic plague	skos:exactMatch	ICD10CM:A20.0	Bubonic plague	0	0.0	0.0
MONDO:0001113	Fiedler's myocarditis	skos:exactMatch	<https://icd.codes/icd10cm/I40.1>		21	1.0	2.0
MONDO:0001113	Fiedler's myocarditis	skos:exactMatch	ICD10CM:I40.1	Isolated myocarditis	7	0.29166666666666663	1.9569160997732427
MONDO:0001114	bacterial myocarditis	skos:exactMatch	<https://icd.codes/icd10cm/I40.0>		21	1.0	2.0
MONDO:0001114	bacterial myocarditis	skos:exactMatch	ICD10CM:I40.0	Infective myocarditis	8	0.3846153846153846	1.9569160997732427
MONDO:0001120	chronic frontal sinusitis	skos:exactMatch	<https://icd.codes/icd10cm/J32.1>		25	1.0	2.0
MONDO:0001120	chronic frontal sinusitis	skos:exactMatch	ICD10CM:J32.1	Chronic frontal sinusitis	0	0.0	0.0
MONDO:0001122	chronic maxillary sinusitis	skos:exactMatch	<https://icd.codes/icd10cm/J32.0>		27	1.0	2.0
MONDO:0001122	chronic maxillary sinusitis	skos:exactMatch	ICD10CM:J32.0	Chronic maxillary sinusitis	0	0.0	0.0
MONDO:0001123	chronic sphenoidal sinusitis	skos:exactMatch	<https://icd.codes/icd10cm/J32.3>		28	1.0	2.0
MONDO:0001123	chronic sphenoidal sinusitis	skos:exactMatch	ICD10CM:J32.3	Chronic sphenoidal sinusitis	0	0.0	0.0
MONDO:0001126	gastric ulcer	skos:exactMatch	<https://icd.codes/icd10cm/K25>		13	1.0	2.0
MONDO:0001126	gastric ulcer	skos:exactMatch	ICD10CM:K25	Gastric ulcer	0	0.0	0.0
MONDO:0001132	sexual sadism disorder	skos:exactMatch	<https://icd.codes/icd10cm/F65.52>		22	1.0	2.0
MONDO:0001132	sexual sadism disorder	skos:exactMatch	ICD10CM:F65.52	Sexual sadism	9	0.40909090909090906	1.9607438016528926
MONDO:0001135	voyeurism	skos:exactMatch	<https://icd.codes/icd10cm/F65.3>		9	1.0	2.0
MONDO:0001135	voyeurism	skos:exactMatch	ICD10CM:F65.3	Voyeurism	0	0.0	0.0
MONDO:0001137	Murray valley encephalitis	skos:exactMatch	<https://icd.codes/icd10cm/A83.4>		26	1.0	2.0
MONDO:0001137	Murray valley encephalitis	skos:exactMatch	ICD10CM:A83.4	Australian encephalitis	10	0.4193548387096774	1.967455621301775
MONDO:0001139	sexual masochism disorder	skos:exactMatch	<https://icd.codes/icd10cm/F65.51>		25	1.0	2.0
MONDO:0001139	sexual masochism disorder	skos:exactMatch	ICD10CM:F65.51	Sexual masochism	9	0.36	1.9664
MONDO:0001150	hydrocephalus	skos:exactMatch	<https://icd.codes/icd10cm/G91>		13	1.0	2.0
MONDO:0001150	hydrocephalus	skos:exactMatch	ICD10CM:G91	Hydrocephalus	0	0.0	0.0
MONDO:0001155	gastrojejunal ulcer	skos:exactMatch	<https://icd.codes/icd10cm/K28.0>		19	1.0	2.0
MONDO:0001155	gastrojejunal ulcer	skos:exactMatch	ICD10CM:K28.0	Acute gastrojejunal ulcer with hemorrhage	22	0.5365853658536586	1.9473684210526316
MONDO:0001157	dependent personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F60.7>		30	1.0	2.0
MONDO:0001157	dependent personality disorder	skos:exactMatch	ICD10CM:F60.7	Dependent personality disorder	0	0.0	0.0
MONDO:0001158	obsessive-compulsive personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F60.5>		41	1.0	2.0
MONDO:0001158	obsessive-compulsive personality disorder	skos:exactMatch	ICD10CM:F60.5	Obsessive-compulsive personality disorder	0	0.0	0.0
MONDO:0001159	multiple personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F44.81>		29	1.0	2.0
MONDO:0001159	multiple personality disorder	skos:exactMatch	ICD10CM:F44.81	Dissociative identity disorder	17	0.4473684210526315	1.9738406658739596
MONDO:0001161	schizoid personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F60.1>		29	1.0	2.0
MONDO:0001161	schizoid personality disorder	skos:exactMatch	ICD10CM:F60.1	Schizoid personality disorder	0	0.0	0.0
MONDO:0001163	paranoid personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F60.0>		29	1.0	2.0
MONDO:0001163	paranoid personality disorder	skos:exactMatch	ICD10CM:F60.0	Paranoid personality disorder	0	0.0	0.0
MONDO:0001164	antisocial personality disorder	skos:exactMatch	<https://icd.codes/icd10cm/F60.2>		31	1.0	2.0
MONDO:0001164	antisocial personality disorder	skos:exactMatch	ICD10CM:F60.2	Antisocial personality disorder	0	0.0	0.0
MONDO:0001173	acute salpingitis	skos:exactMatch	<https://icd.codes/icd10cm/N70.01>		17	1.0	2.0
MONDO:0001173	acute salpingitis	skos:exactMatch	ICD10CM:N70.01	Acute salpingitis	0	0.0	0.0
MONDO:0001176	lens disorder	skos:exactMatch	<https://icd.codes/icd10cm/H25-H28>		13	1.0	2.0
MONDO:0001176	lens disorder	skos:exactMatch	ICD10CM:H25-H28	Disorders of lens (H25-H28)	22	0.5185185185185186	1.9230769230769231
MONDO:0001180	bullous keratopathy	skos:exactMatch	<https://icd.codes/icd10cm/H18.1>		19	1.0	2.0
MONDO:0001180	bullous keratopathy	skos:exactMatch	ICD10CM:H18.1	Bullous keratopathy	0	0.0	0.0
MONDO:0001185	dissociative amnesia	skos:exactMatch	<https://icd.codes/icd10cm/F44.0>		20	1.0	2.0
MONDO:0001185	dissociative amnesia	skos:exactMatch	ICD10CM:F44.0	Dissociative amnesia	0	0.0	0.0
MONDO:0001195	spotted fever	skos:exactMatch	<https://icd.codes/icd10cm/A77>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:exactMatch	ICD10CM:A77	Spotted fever [tick-borne rickettsioses]	27	0.675	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.9>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.8>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.3>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.2>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.1>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	<https://icd.codes/icd10cm/A77.0>		13	1.0	2.0
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.9	Spotted fever, unspecified	13	0.5	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.8	Other spotted fevers	7	0.35	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.3	Spotted fever due to Rickettsia australis	28	0.6829268292682926	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.2	Spotted fever due to Rickettsia siberica	27	0.675	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.1	Spotted fever due to Rickettsia conorii	26	0.6666666666666667	1.9230769230769231
MONDO:0001195	spotted fever	skos:broadMatch	ICD10CM:A77.0	Spotted fever due to Rickettsia rickettsii	29	0.6904761904761905	1.9230769230769231
MONDO:0001202	prostatic cyst	skos:exactMatch	<https://icd.codes/icd10cm/N42.83>		14	1.0	2.0
MONDO:0001202	prostatic cyst	skos:exactMatch	ICD10CM:N42.83	Cyst of prostate	13	0.33333333333333337	1.933673469387755
MONDO:0001207	neonatal respiratory failure	skos:exactMatch	<https://icd.codes/icd10cm/P28.5>		28	1.0	2.0
MONDO:0001207	neonatal respiratory failure	skos:exactMatch	ICD10CM:P28.5	Respiratory failure of newborn	20	0.2941176470588235	1.9642857142857142
MONDO:0001216	pulp degeneration	skos:exactMatch	<https://icd.codes/icd10cm/K04.2>		17	1.0	2.0
MONDO:0001216	pulp degeneration	skos:exactMatch	ICD10CM:K04.2	Pulp degeneration	0	0.0	0.0
MONDO:0001218	acute laryngopharyngitis	skos:exactMatch	<https://icd.codes/icd10cm/J06.0>		24	1.0	2.0
MONDO:0001218	acute laryngopharyngitis	skos:exactMatch	ICD10CM:J06.0	Acute laryngopharyngitis	0	0.0	0.0
MONDO:0001220	hypoparathyroidism	skos:exactMatch	<https://icd.codes/icd10cm/E20>		18	1.0	2.0
MONDO:0001220	hypoparathyroidism	skos:exactMatch	ICD10CM:E20	Hypoparathyroidism	0	0.0	0.0
MONDO:0001221	esophageal varices	skos:exactMatch	<https://icd.codes/icd10cm/I85>		18	1.0	2.0
MONDO:0001221	esophageal varices	skos:exactMatch	ICD10CM:I85	Esophageal varices	0	0.0	0.0
