subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
MONDO:0005136	malaria	MONDO:equivalentTo	ICD10CM:B53	semapv:UnspecifiedMatching	Other specified malaria	MONDO_MAPPINGS							
MONDO:0002067	female breast upper-inner quadrant cancer	MONDO:equivalentTo	ICD10CM:C50.2	semapv:UnspecifiedMatching	Malignant neoplasm of upper-inner quadrant of breast	MONDO_MAPPINGS							
MONDO:0004841	kidney hypertrophy	MONDO:equivalentTo	ICD10CM:N28.81	semapv:UnspecifiedMatching	Hypertrophy of kidney	MONDO_MAPPINGS							
MONDO:0003664	hemolytic anemia	MONDO:equivalentTo	ICD10CM:D55-D59	semapv:UnspecifiedMatching	Hemolytic anemias (D55-D59)	MONDO_MAPPINGS							
MONDO:0020547	chronic graft versus host disease	MONDO:equivalentTo	ICD10CM:D89.811	semapv:UnspecifiedMatching	Chronic graft-versus-host disease	MONDO_MAPPINGS							
MONDO:0024312	cancer of short bone of upper limb	MONDO:equivalentTo	ICD10CM:C40.1	semapv:UnspecifiedMatching	Malignant neoplasm of short bones of upper limb	MONDO_MAPPINGS							
MONDO:0001941	blindness (disorder)	MONDO:equivalentTo	ICD10CM:H54	semapv:UnspecifiedMatching	Blindness and low vision	MONDO_MAPPINGS							
MONDO:0020546	acute graft versus host disease	MONDO:equivalentTo	ICD10CM:D89.810	semapv:UnspecifiedMatching	Acute graft-versus-host disease	MONDO_MAPPINGS							
MONDO:0017495	obsolete congenital absence of upper arm and forearm with hand present, bilateral	MONDO:equivalentTo	ICD10CM:Q71.13	semapv:UnspecifiedMatching	Congenital absence of upper arm and forearm with hand present, bilateral	MONDO_MAPPINGS							
MONDO:0040674	orgasm disorder	MONDO:equivalentTo	ICD10CM:F52.3	semapv:UnspecifiedMatching	Orgasmic disorder	MONDO_MAPPINGS							
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	MONDO:equivalentTo	ICD10CM:C84.4	semapv:UnspecifiedMatching	Peripheral T-cell lymphoma, not classified	MONDO_MAPPINGS							
MONDO:0002068	female breast lower-inner quadrant cancer	MONDO:equivalentTo	ICD10CM:C50.3	semapv:UnspecifiedMatching	Malignant neoplasm of lower-inner quadrant of breast	MONDO_MAPPINGS							
MONDO:0015454	multiple carboxylase deficiency	MONDO:equivalentTo	ICD10CM:D81.819	semapv:UnspecifiedMatching	Biotin-dependent carboxylase deficiency, unspecified	MONDO_MAPPINGS							
MONDO:0001638	protein-deficiency anemia	MONDO:equivalentTo	ICD10CM:D53.0	semapv:UnspecifiedMatching	Protein deficiency anemia	MONDO_MAPPINGS							
MONDO:0005165	benign neoplasm	MONDO:equivalentTo	ICD10CM:D10-D36	semapv:UnspecifiedMatching	Benign neoplasms, except benign neuroendocrine tumors (D10-D36)	MONDO_MAPPINGS							
MONDO:0019228	inborn disorder of histidine metabolism	MONDO:equivalentTo	ICD10CM:E70.40	semapv:UnspecifiedMatching	Disorders of histidine metabolism, unspecified	MONDO_MAPPINGS							
MONDO:0001834	visual pathway disorder	MONDO:equivalentTo	ICD10CM:H47.9	semapv:UnspecifiedMatching	Unspecified disorder of visual pathways	MONDO_MAPPINGS							
MONDO:0005178	osteoarthritis	MONDO:equivalentTo	ICD10CM:M19	semapv:UnspecifiedMatching	Other and unspecified osteoarthritis	MONDO_MAPPINGS							
