subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	comment
MONDO:0000646	ovarian benign neoplasm	skos:exactMatch	NCIT:C2895	Benign Ovarian Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000647	benign vaginal neoplasm	skos:exactMatch	NCIT:C3610	Benign Vaginal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000648	nervous system benign neoplasm	skos:exactMatch	NCIT:C4789	Benign Nervous System Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000650	peritoneal benign neoplasm	skos:exactMatch	NCIT:C8612	Benign Peritoneal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000651	obsolete thoracic disorder	skos:exactMatch	NCIT:C35742	Thoracic Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0000654	benign connective and soft tissue neoplasm	skos:exactMatch	NCIT:C53684	Benign Connective and Soft Tissue Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000665	apraxia	skos:exactMatch	NCIT:C180557	Apraxia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	apraxia			LEXMATCH
MONDO:0000685	visual agnosia	skos:exactMatch	NCIT:C35276	Visual Agnosia	Unspecified								MONDO_MAPPINGS
MONDO:0000705	Clostridium difficile colitis	skos:exactMatch	NCIT:C35286	Clostridium difficile Colitis	Unspecified								MONDO_MAPPINGS
MONDO:0000705	Clostridium difficile colitis	skos:exactMatch	NCIT:C180523	Clostridium difficile Infection	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	clostridium difficile infection			LEXMATCH
MONDO:0000709	Crohn ileitis	skos:exactMatch	NCIT:C35329	Crohn Ileitis	Unspecified								MONDO_MAPPINGS
MONDO:0000723	stutter disorder	skos:exactMatch	NCIT:C35043	Stutter	Unspecified								MONDO_MAPPINGS
MONDO:0000736	dyschromatosis universalis hereditaria	skos:exactMatch	NCIT:C173131	Dyschromatosis Universalis Hereditaria	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dyschromatosis universalis hereditaria			LEXMATCH
MONDO:0000743	oral hairy leukoplakia	skos:exactMatch	NCIT:C3722	Oral Cavity Hairy Leukoplakia	Unspecified								MONDO_MAPPINGS
MONDO:0000746	obsolete inguinal hernia	skos:exactMatch	NCIT:C34690	Inguinal Hernia	Unspecified								MONDO_MAPPINGS
MONDO:0000755	ectopic pregnancy	skos:exactMatch	NCIT:C34945	Ectopic Pregnancy	Unspecified								MONDO_MAPPINGS
MONDO:0000770	shellfish allergy	skos:exactMatch	NCIT:C172320	Shellfish Allergy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	shellfish allergy			LEXMATCH
MONDO:0000778	fruit allergy	skos:exactMatch	NCIT:C172316	Fruit Allergy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	fruit allergy			LEXMATCH
MONDO:0000827	salmonellosis	skos:exactMatch	NCIT:C157974	Salmonellosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	salmonellosis			LEXMATCH
MONDO:0000831	thrombotic disease	skos:exactMatch	NCIT:C180553	Thrombotic Disorder	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	thrombotic disorder			LEXMATCH
MONDO:0000839	obsolete congenital abnormality	skos:exactMatch	NCIT:C2849	Congenital Abnormality	Unspecified								MONDO_MAPPINGS
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	skos:exactMatch	NCIT:C7953	Childhood T Acute Lymphoblastic Leukemia	Unspecified								MONDO_MAPPINGS
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	skos:exactMatch	NCIT:C9140	Childhood B Acute Lymphoblastic Leukemia	Unspecified								MONDO_MAPPINGS
MONDO:0000878	cytomegalovirus retinitis	skos:exactMatch	NCIT:C50521	Cytomegaloviral Retinitis	Unspecified								MONDO_MAPPINGS
MONDO:0000892	colon medullary carcinoma	skos:exactMatch	NCIT:C60641	Colon Medullary Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0000893	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma	skos:exactMatch	NCIT:C7270	Minimally Invasive Lung Mixed Non-Mucinous and Mucinous Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	skos:exactMatch	NCIT:C176008	Familial Arrhythmogenic Right Ventricular Dysplasia 13	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	familial arrhythmogenic right ventricular dysplasia 13			LEXMATCH
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	skos:exactMatch	NCIT:C84606	CADASIL Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0000919	ampulla of vater cancer	skos:exactMatch	NCIT:C3536	Malignant Ampulla of Vater Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000920	duodenum cancer	skos:exactMatch	NCIT:C9328	Malignant Duodenal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000921	ampulla of vater neoplasm	skos:exactMatch	NCIT:C4443	Ampulla of Vater Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000928	eyelid melanoma	skos:exactMatch	NCIT:C4358	Eyelid Melanoma	Unspecified								MONDO_MAPPINGS
MONDO:0000929	balloon cell malignant melanoma	skos:exactMatch	NCIT:C4227	Balloon Cell Melanoma	Unspecified								MONDO_MAPPINGS
MONDO:0000930	nodular malignant melanoma	skos:exactMatch	NCIT:C4225	Cutaneous Nodular Melanoma	Unspecified								MONDO_MAPPINGS
MONDO:0000931	endometrial disorder	skos:exactMatch	NCIT:C3504	Endometrial Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0000933	subglottis neoplasm	skos:exactMatch	NCIT:C4426	Subglottis Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000934	laryngeal leiomyoma	skos:exactMatch	NCIT:C6027	Laryngeal Leiomyoma	Unspecified								MONDO_MAPPINGS
MONDO:0000942	corneal disorder	skos:exactMatch	NCIT:C26731	Corneal Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0000951	thymus lymphoma	skos:exactMatch	NCIT:C6451	Thymic Lymphoma	Unspecified								MONDO_MAPPINGS
MONDO:0000956	small intestine cancer	skos:exactMatch	NCIT:C7523	Malignant Small Intestinal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0000974	axillary lipoma	skos:exactMatch	NCIT:C35419	Axillary Lipoma	Unspecified								MONDO_MAPPINGS
MONDO:0000986	pleurisy	skos:exactMatch	NCIT:C26860	Pleuritis	Unspecified								MONDO_MAPPINGS
MONDO:0000994	malignant prostate phyllodes tumor	skos:exactMatch	NCIT:C5531	Malignant Prostate Phyllodes Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0001001	baritosis	skos:exactMatch	NCIT:C34410	Baritosis	Unspecified								MONDO_MAPPINGS
MONDO:0001004	slate pneumoconiosis	skos:exactMatch	NCIT:C35397	Slate Pneumoconiosis	Unspecified								MONDO_MAPPINGS
MONDO:0001005	kaolin pneumoconiosis	skos:exactMatch	NCIT:C35315	Kaolin Pneumoconiosis	Unspecified								MONDO_MAPPINGS
MONDO:0001016	epididymis cancer	skos:exactMatch	NCIT:C3558	Malignant Epididymal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001017	epididymal adenocarcinoma	skos:exactMatch	NCIT:C39957	Epididymal Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0001028	acute pericementitis	skos:exactMatch	NCIT:C34354	Acute Periodontitis	Unspecified								MONDO_MAPPINGS
MONDO:0001056	gastric cancer	skos:exactMatch	NCIT:C9331	Malignant Gastric Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001061	pylorus cancer	skos:exactMatch	NCIT:C188051	Malignant Pylorus Neoplasm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	malignant pylorus neoplasm			LEXMATCH
MONDO:0001082	lymph node cancer	skos:exactMatch	NCIT:C35812	Malignant Lymph Node Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001091	lipoma of colon	skos:exactMatch	NCIT:C5493	Colon Lipoma	Unspecified								MONDO_MAPPINGS
MONDO:0001093	colonic lymphangioma	skos:exactMatch	NCIT:C5500	Colon Lymphangioma	Unspecified								MONDO_MAPPINGS
MONDO:0001096	mediastinum ganglioneuroblastoma	skos:exactMatch	NCIT:C6627	Mediastinal Ganglioneuroblastoma	Unspecified								MONDO_MAPPINGS
MONDO:0001100	hypertrophy of breast	skos:exactMatch	NCIT:C3125	Breast Hypertrophy	Unspecified								MONDO_MAPPINGS
MONDO:0001114	bacterial myocarditis	skos:exactMatch	NCIT:C128380	Bacterial Myocarditis	Unspecified								MONDO_MAPPINGS
MONDO:0001128	nasal cavity cancer	skos:exactMatch	NCIT:C4918	Malignant Nasal Cavity Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001133	malignant essential hypertension	skos:exactMatch	NCIT:C34802	Malignant Essential Hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	malignant essential hypertension			LEXMATCH
MONDO:0001133	malignant essential hypertension	skos:exactMatch	NCIT:C34802	Malignant Essential Hypertension	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	malignant essential hypertension			LEXMATCH
MONDO:0001142	salivary gland disorder	skos:exactMatch	NCIT:C26879	Salivary Gland Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001162	impulse control disorder	skos:exactMatch	NCIT:C34723	Impulse-Control Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001165	tongue disorder	skos:exactMatch	NCIT:C173793	Tongue Disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tongue disorder			LEXMATCH
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C171201	Salpingo-Oophoritis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	salpingo-oophoritis			LEXMATCH
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C126462	Tubo-Ovarian Abscess	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tubo-ovarian abscess			LEXMATCH
MONDO:0001172	salpingo-oophoritis	skos:exactMatch	NCIT:C126462	Tubo-Ovarian Abscess	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tubo-ovarian abscess	semapv:RegularExpressionReplacement		LEXMATCH
MONDO:0001174	conjunctival vascular disorder	skos:exactMatch	NCIT:C35116	Conjunctival Vascular Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001176	lens disorder	skos:exactMatch	NCIT:C26812	Lens Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001187	urinary bladder cancer	skos:exactMatch	NCIT:C9334	Malignant Bladder Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001188	esophagus lymphoma	skos:exactMatch	NCIT:C5687	Esophageal Lymphoma	Unspecified								MONDO_MAPPINGS
MONDO:0001192	esophageal melanoma	skos:exactMatch	NCIT:C5707	Esophageal Melanoma	Unspecified								MONDO_MAPPINGS
MONDO:0001221	esophageal varices	skos:exactMatch	NCIT:C53506	Esophageal Varices	Unspecified								MONDO_MAPPINGS
MONDO:0001222	congenital T-cell immunodeficiency	skos:exactMatch	NCIT:C27872	Congenital T-Cell Immunodeficiency	Unspecified								MONDO_MAPPINGS
MONDO:0001223	parathyroid gland disorder	skos:exactMatch	NCIT:C26844	Parathyroid Gland Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001224	Angelucci syndrome	skos:exactMatch	NCIT:C34353	Acute Atopic Conjunctivitis	Unspecified								MONDO_MAPPINGS
MONDO:0001235	appendix cancer	skos:exactMatch	NCIT:C9333	Malignant Appendix Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001243	disseminated intravascular coagulation	skos:exactMatch	NCIT:C131658	Consumptive Coagulopathy	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	consumptive coagulopathy			LEXMATCH
MONDO:0001252	Plummer disease	skos:exactMatch	NCIT:C35171	Toxic Nodular Goiter	Unspecified								MONDO_MAPPINGS
MONDO:0001256	arteriovenous hemangioma/malformation	skos:exactMatch	NCIT:C2882	Arteriovenous Malformation/Hemangioma	Unspecified								MONDO_MAPPINGS
MONDO:0001259	pituitary gland infarction	skos:exactMatch	NCIT:C27117	Pituitary Gland Infarction	Unspecified								MONDO_MAPPINGS
MONDO:0001260	cercarial dermatitis	skos:exactMatch	NCIT:C34457	Cutaneous Schistosomiasis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cutaneous schistosomiasis			LEXMATCH
MONDO:0001261	Mobitz type II atrioventricular block	skos:exactMatch	NCIT:C62018	AV Block Second Degree Mobitz Type II	Unspecified								MONDO_MAPPINGS
MONDO:0001269	scleral disorder	skos:exactMatch	NCIT:C79717	Sclera Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001288	endometriosis of rectovaginal septum and vagina	skos:exactMatch	NCIT:C128064	Vaginal Endometriosis	Unspecified								MONDO_MAPPINGS
MONDO:0001293	subglottis cancer	skos:exactMatch	NCIT:C3546	Malignant Subglottis Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001309	oculomotor nerve paralysis	skos:exactMatch	NCIT:C27597	Cranial Nerve III Palsy	Unspecified								MONDO_MAPPINGS
MONDO:0001314	chondrocalcinosis	skos:exactMatch	NCIT:C34955	Pseudogout	Unspecified								MONDO_MAPPINGS
MONDO:0001322	pericardium cancer	skos:exactMatch	NCIT:C4567	Malignant Pericardial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001325	penile cancer	skos:exactMatch	NCIT:C7547	Malignant Penile Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001340	heart cancer	skos:exactMatch	NCIT:C3548	Malignant Cardiac Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001356	iron deficiency anemia	skos:exactMatch	NCIT:C84484	Iron-Deficiency Anemia	Unspecified								MONDO_MAPPINGS
MONDO:0001358	bronchial disorder	skos:exactMatch	NCIT:C34439	Bronchospasm	Unspecified								MONDO_MAPPINGS
MONDO:0001371	protein-energy malnutrition	skos:exactMatch	NCIT:C34952	Protein Energy Malnutrition	Unspecified								MONDO_MAPPINGS
MONDO:0001387	penile sarcoma	skos:exactMatch	NCIT:C7730	Penile Sarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0001398	ureter benign neoplasm	skos:exactMatch	NCIT:C3617	Benign Ureter Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001400	schwannoma of ureter	skos:exactMatch	NCIT:C6162	Ureter Schwannoma	Unspecified								MONDO_MAPPINGS
MONDO:0001402	vaginal cancer	skos:exactMatch	NCIT:C7410	Malignant Vaginal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001403	labium majus cancer	skos:exactMatch	NCIT:C7638	Malignant Labia Majora Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001405	dermatophytosis of groin and perianal area	skos:exactMatch	NCIT:C34535	Dermatophytosis of Groin and Perianal Area	Unspecified								MONDO_MAPPINGS
MONDO:0001407	tracheal cancer	skos:exactMatch	NCIT:C9346	Malignant Tracheal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001414	osteopoikilosis	skos:exactMatch	NCIT:C84985	Osteopoikilosis	Unspecified								MONDO_MAPPINGS
MONDO:0001415	atrophy of testis	skos:exactMatch	NCIT:C123259	Testicular Atrophy	Unspecified								MONDO_MAPPINGS
MONDO:0001416	female reproductive organ cancer	skos:exactMatch	NCIT:C4913	Malignant Female Reproductive System Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001418	trachea sarcoma	skos:exactMatch	NCIT:C6050	Tracheal Sarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0001419	trachea squamous cell carcinoma	skos:exactMatch	NCIT:C4448	Tracheal Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0001426	mediastinum neurofibroma	skos:exactMatch	NCIT:C6631	Mediastinal Neurofibroma	Unspecified								MONDO_MAPPINGS
MONDO:0001429	transient arthropathy	skos:exactMatch	NCIT:C35761	Transient Arthropathy	Unspecified								MONDO_MAPPINGS
MONDO:0001433	vaginal disorder	skos:exactMatch	NCIT:C26910	Vaginal Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001441	pica disease	skos:exactMatch	NCIT:C92566	Pica Eating Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001449	lymphocytic choriomeningitis	skos:exactMatch	NCIT:C174114	Lymphocytic Meningitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	lymphocytic meningitis			LEXMATCH
MONDO:0001476	coloboma	skos:exactMatch	NCIT:C98877	Coloboma of the Eye	Unspecified								MONDO_MAPPINGS
MONDO:0001500	gender identity disorder	skos:exactMatch	NCIT:C94362	Gender Identity Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001502	retroperitoneum carcinoma	skos:exactMatch	NCIT:C7352	Retroperitoneal Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0001505	alcoholic hepatitis	skos:exactMatch	NCIT:C34352	Acute Alcoholic Hepatitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	acute alcoholic hepatitis			LEXMATCH
MONDO:0001505	alcoholic hepatitis	skos:exactMatch	NCIT:C34684	Alcoholic Hepatitis	Unspecified								MONDO_MAPPINGS
MONDO:0001526	labia minora cancer	skos:exactMatch	NCIT:C7637	Malignant Labia Minora Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001528	vulva cancer	skos:exactMatch	NCIT:C7502	Malignant Vulvar Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0001531	blood coagulation disease	skos:exactMatch	NCIT:C2902	Coagulation Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001536	vaginal leiomyoma	skos:exactMatch	NCIT:C6373	Vaginal Leiomyoma	Unspecified								MONDO_MAPPINGS
MONDO:0001540	bagassosis	skos:exactMatch	NCIT:C34409	Bagassosis	Unspecified								MONDO_MAPPINGS
MONDO:0001558	Potter sequence	skos:exactMatch	NCIT:C40435	Potter Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0001563	vestibulocochlear nerve disorder	skos:exactMatch	NCIT:C27207	Vestibulocochlear Nerve Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001564	binocular vision disease	skos:exactMatch	NCIT:C34422	Binocular Vision Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0001577	respiratory syncytial virus infectious disease	skos:exactMatch	NCIT:C3354	Respiratory Syncytial Virus Infection	Unspecified								MONDO_MAPPINGS
MONDO:0001580	lacrimal duct cancer	skos:exactMatch	NCIT:C3567	Malignant Nasolacrimal Duct Neoplasm	Unspecified								MONDO_MAPPINGS
