subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
MONDO:0005831	lymph node tuberculosis	MONDO:equivalentTo	ICD10CM:A18.2	semapv:LexicalMatching	Tuberculous peripheral lymphadenopathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tuberculous adenitis
MONDO:0005768	gastrointestinal tuberculosis	MONDO:equivalentTo	ICD10CM:A18.3	semapv:LexicalMatching	Tuberculosis of intestines, peritoneum and mesenteric glands	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tuberculosis of intestines, peritoneum and mesenteric glands
MONDO:0023153	tuberculous ascites	MONDO:equivalentTo	ICD10CM:A18.31	semapv:LexicalMatching	Tuberculous peritonitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	tuberculous ascites
MONDO:0023153	tuberculous ascites	MONDO:equivalentTo	ICD10CM:A18.31	semapv:LexicalMatching	Tuberculous peritonitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tuberculous ascites
MONDO:0001678	intestinal tuberculosis	MONDO:equivalentTo	ICD10CM:A18.32	semapv:RegularExpressionReplacement	Tuberculous enteritis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tuberculosis of intestine
MONDO:0005903	pericardial tuberculosis	MONDO:equivalentTo	ICD10CM:A18.84	semapv:LexicalMatching	Tuberculosis of heart	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tuberculous pericarditis
MONDO:0005119	anthrax infection	MONDO:equivalentTo	ICD10CM:A22	semapv:LexicalMatching	Anthrax	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	anthrax
MONDO:0016595	inhalational anthrax	MONDO:equivalentTo	ICD10CM:A22.1	semapv:LexicalMatching	Pulmonary anthrax	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	pulmonary anthrax
MONDO:0017775	melioidosis	MONDO:equivalentTo	ICD10CM:A24.9	semapv:LexicalMatching	Melioidosis, unspecified	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	whitmore's disease
MONDO:0020532	spirillary rat-bite fever	MONDO:equivalentTo	ICD10CM:A25.0	semapv:LexicalMatching	Spirillosis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sodoku
MONDO:0020533	streptobacillary rat-bite fever	MONDO:equivalentTo	ICD10CM:A25.1	semapv:LexicalMatching	Streptobacillosis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	streptobacillary rat-bite fever
MONDO:0020533	streptobacillary rat-bite fever	MONDO:equivalentTo	ICD10CM:A25.1	semapv:LexicalMatching	Streptobacillosis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	streptobacillary rat-bite fever
MONDO:0020533	streptobacillary rat-bite fever	MONDO:equivalentTo	ICD10CM:A25.1	semapv:LexicalMatching	Streptobacillosis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	haverhill fever
MONDO:0005866	mycobacterium avium complex disease	MONDO:equivalentTo	ICD10CM:A31.0	semapv:RegularExpressionReplacement	Pulmonary mycobacterial infection	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	infection due to mycobacterium intracellulare
MONDO:0000327	Buruli ulcer disease	MONDO:equivalentTo	ICD10CM:A31.1	semapv:LexicalMatching	Cutaneous mycobacterial infection	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	buruli ulcer
MONDO:0041259	diphtheritic myocarditis	MONDO:equivalentTo	ICD10CM:A36.81	semapv:LexicalMatching	Diphtheritic cardiomyopathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	diphtheritic myocarditis
MONDO:0041259	diphtheritic myocarditis	MONDO:equivalentTo	ICD10CM:A36.81	semapv:LexicalMatching	Diphtheritic cardiomyopathy	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	diphtheritic myocarditis
MONDO:0001682	diphtheritic peritonitis	MONDO:equivalentTo	ICD10CM:A36.89	semapv:LexicalMatching	Other diphtheritic complications	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	diphtheritic peritonitis
MONDO:0005077	pertussis	MONDO:equivalentTo	ICD10CM:A37	semapv:LexicalMatching	Whooping cough	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	whooping cough
MONDO:0005631	actinomycosis	MONDO:equivalentTo	ICD10CM:A42	semapv:LexicalMatching	Actinomycosis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	actinomycosis
MONDO:0018984	Oroya fever	MONDO:equivalentTo	ICD10CM:A44.0	semapv:LexicalMatching	Systemic bartonellosis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	oroya fever
MONDO:0018984	Oroya fever	MONDO:equivalentTo	ICD10CM:A44.0	semapv:LexicalMatching	Systemic bartonellosis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	oroya fever
MONDO:0005824	Legionnaires' disease	MONDO:equivalentTo	ICD10CM:A48.1	semapv:LexicalMatching	Legionnaires' disease	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	legionnaires' disease
MONDO:0004497	tertiary syphilis	MONDO:equivalentTo	ICD10CM:A52	semapv:LexicalMatching	Late syphilis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	late syphilis
MONDO:0005976	syphilis	MONDO:equivalentTo	ICD10CM:A52.3	semapv:RegularExpressionReplacement	Neurosyphilis, unspecified	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	syphilis
MONDO:0001838	acute gonococcal prostatitis	MONDO:equivalentTo	ICD10CM:A54.22	semapv:RegularExpressionReplacement	Gonococcal prostatitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	gonococcal prostatitis
MONDO:0021161	gonococcal prostatitis	MONDO:equivalentTo	ICD10CM:A54.22	semapv:LexicalMatching	Gonococcal prostatitis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gonococcal prostatitis
MONDO:0004854	ophthalmia neonatorum	MONDO:equivalentTo	ICD10CM:A54.31	semapv:RegularExpressionReplacement	Gonococcal conjunctivitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	gonococcal conjunctivitis
MONDO:0004853	gonococcal endophthalmia	MONDO:equivalentTo	ICD10CM:A54.39	semapv:LexicalMatching	Other gonococcal eye infection	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal endophthalmia
MONDO:0001719	gonococcal bursitis	MONDO:equivalentTo	ICD10CM:A54.49	semapv:LexicalMatching	Gonococcal infection of other musculoskeletal tissue	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal bursitis
MONDO:0001720	gonococcal synovitis	MONDO:equivalentTo	ICD10CM:A54.49	semapv:LexicalMatching	Gonococcal infection of other musculoskeletal tissue	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal synovitis
MONDO:0005834	lymphogranuloma venereum	MONDO:equivalentTo	ICD10CM:A55	semapv:LexicalMatching	Chlamydial lymphogranuloma (venereum)	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lymphogranuloma inguinale
MONDO:0005834	lymphogranuloma venereum	MONDO:equivalentTo	ICD10CM:A55	semapv:LexicalMatching	Chlamydial lymphogranuloma (venereum)	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	durand-nicolas-favre disease
MONDO:0005834	lymphogranuloma venereum	MONDO:equivalentTo	ICD10CM:A55	semapv:LexicalMatching	Chlamydial lymphogranuloma (venereum)	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	climatic or tropical bubo
MONDO:0030720	trichomonal vulvovaginitis	MONDO:equivalentTo	ICD10CM:A59.01	semapv:LexicalMatching	Trichomonal vulvovaginitis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trichomonal vulvovaginitis
MONDO:0030720	trichomonal vulvovaginitis	MONDO:equivalentTo	ICD10CM:A59.01	semapv:LexicalMatching	Trichomonal vulvovaginitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	trichomonal vulvovaginitis
MONDO:0030705	Trichomonas prostatitis	MONDO:equivalentTo	ICD10CM:A59.02	semapv:LexicalMatching	Trichomonal prostatitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	trichomonal prostatitis
MONDO:0030708	Trichomonas cervicitis	MONDO:equivalentTo	ICD10CM:A59.09	semapv:LexicalMatching	Other urogenital trichomoniasis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	trichomonas cervicitis
MONDO:0030708	Trichomonas cervicitis	MONDO:equivalentTo	ICD10CM:A59.09	semapv:LexicalMatching	Other urogenital trichomoniasis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	trichomonas cervicitis
MONDO:0001714	bejel	MONDO:equivalentTo	ICD10CM:A65	semapv:LexicalMatching	Nonvenereal syphilis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	njovera
MONDO:0001714	bejel	MONDO:equivalentTo	ICD10CM:A65	semapv:LexicalMatching	Nonvenereal syphilis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	bejel
MONDO:0001067	early yaws	MONDO:equivalentTo	ICD10CM:A66.0	semapv:LexicalMatching	Initial lesions of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	initial lesions of yaws
MONDO:0001067	early yaws	MONDO:equivalentTo	ICD10CM:A66.0	semapv:LexicalMatching	Initial lesions of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	chancre of yaws
MONDO:0001067	early yaws	MONDO:equivalentTo	ICD10CM:A66.0	semapv:LexicalMatching	Initial lesions of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	frambesia, initial or primary
MONDO:0001067	early yaws	MONDO:equivalentTo	ICD10CM:A66.0	semapv:LexicalMatching	Initial lesions of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	initial frambesial ulcer
MONDO:0001067	early yaws	MONDO:equivalentTo	ICD10CM:A66.2	semapv:RegularExpressionReplacement	Other early skin lesions of yaws	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	early yaws
MONDO:0001066	late yaws	MONDO:equivalentTo	ICD10CM:A66.4	semapv:LexicalMatching	Gummata and ulcers of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	gummatous frambeside
MONDO:0001066	late yaws	MONDO:equivalentTo	ICD10CM:A66.4	semapv:RegularExpressionReplacement	Gummata and ulcers of yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	nodular late yaws
MONDO:0040925	latent yaws	MONDO:equivalentTo	ICD10CM:A66.8	semapv:LexicalMatching	Latent yaws	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	latent yaws
MONDO:0040925	latent yaws	MONDO:equivalentTo	ICD10CM:A66.8	semapv:LexicalMatching	Latent yaws	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	latent yaws
MONDO:0000979	pinta disease	MONDO:equivalentTo	ICD10CM:A67	semapv:RegularExpressionReplacement	Pinta [carate]	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	pinta
MONDO:0017124	noma	MONDO:equivalentTo	ICD10CM:A69.0	semapv:LexicalMatching	Necrotizing ulcerative stomatitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	noma
MONDO:0017124	noma	MONDO:equivalentTo	ICD10CM:A69.0	semapv:LexicalMatching	Necrotizing ulcerative stomatitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cancrum oris
MONDO:0006865	necrotizing ulcerative gingivitis	MONDO:equivalentTo	ICD10CM:A69.1	semapv:LexicalMatching	Other Vincent's infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vincent's angina
MONDO:0006865	necrotizing ulcerative gingivitis	MONDO:equivalentTo	ICD10CM:A69.1	semapv:LexicalMatching	Other Vincent's infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	trench mouth
MONDO:0001824	polyneuropathy	MONDO:equivalentTo	ICD10CM:A69.22	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	polyneuropathy
MONDO:0001824	polyneuropathy	MONDO:equivalentTo	ICD10CM:A69.22	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	polyneuropathy
MONDO:0005845	meningoencephalitis	MONDO:equivalentTo	ICD10CM:A69.22	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	meningoencephalitis
MONDO:0005888	ornithosis	MONDO:equivalentTo	ICD10CM:A70	semapv:LexicalMatching	Chlamydia psittaci infections	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	ornithosis
MONDO:0005888	ornithosis	MONDO:equivalentTo	ICD10CM:A70	semapv:LexicalMatching	Chlamydia psittaci infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	psittacosis
MONDO:0005808	inclusion conjunctivitis	MONDO:equivalentTo	ICD10CM:A71	semapv:LexicalMatching	Trachoma	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	trachoma
MONDO:0001249	trachoma	MONDO:equivalentTo	ICD10CM:A71	semapv:LexicalMatching	Trachoma	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trachoma
MONDO:0001249	trachoma	MONDO:equivalentTo	ICD10CM:A71.0	semapv:LexicalMatching	Initial stage of trachoma	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	trachoma dubium
MONDO:0001246	typhus	MONDO:equivalentTo	ICD10CM:A75	semapv:LexicalMatching	Typhus fever	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	typhus fever
MONDO:0005680	Brill-Zinsser disease	MONDO:equivalentTo	ICD10CM:A75.1	semapv:LexicalMatching	Recrudescent typhus [Brill's disease]	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	brill-zinsser disease
MONDO:0005680	Brill-Zinsser disease	MONDO:equivalentTo	ICD10CM:A75.1	semapv:RegularExpressionReplacement	Recrudescent typhus [Brill's disease]	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	recrudescent typhus
MONDO:0019365	scrub typhus	MONDO:equivalentTo	ICD10CM:A75.3	semapv:LexicalMatching	Typhus fever due to Rickettsia tsutsugamushi	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tsutsugamushi fever
MONDO:0016003	ehrlichiosis	MONDO:equivalentTo	ICD10CM:A77.4	semapv:LexicalMatching	Ehrlichiosis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ehrlichiosis
MONDO:0019360	rickettsialpox	MONDO:equivalentTo	ICD10CM:A79.1	semapv:LexicalMatching	Rickettsialpox due to Rickettsia akari	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vesicular rickettsiosis
MONDO:0025303	anaplasmosis	MONDO:equivalentTo	ICD10CM:A79.82	semapv:RegularExpressionReplacement	Anaplasmosis [A. phagocytophilum]	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anaplasmosis
MONDO:0017373	poliomyelitis	MONDO:equivalentTo	ICD10CM:A80	semapv:LexicalMatching	Acute poliomyelitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	acute poliomyelitis
MONDO:0005357	Creutzfeldt Jacob disease	MONDO:equivalentTo	ICD10CM:A81.09	semapv:RegularExpressionReplacement	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cjd
MONDO:0005357	Creutzfeldt Jacob disease	MONDO:equivalentTo	ICD10CM:A81.09	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cjd
MONDO:0005357	Creutzfeldt Jacob disease	MONDO:equivalentTo	ICD10CM:A81.09	semapv:RegularExpressionReplacement	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	subacute spongiform encephalopathy
MONDO:0016079	sporadic Creutzfeldt-Jakob disease	MONDO:equivalentTo	ICD10CM:A81.09	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sporadic creutzfeldt-jakob disease
MONDO:0034976	iatrogenic Creutzfeldt-Jakob disease	MONDO:equivalentTo	ICD10CM:A81.09	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	iatrogenic creutzfeldt-jakob disease
MONDO:0020601	mosquito-borne viral encephalitis	MONDO:equivalentTo	ICD10CM:A83	semapv:LexicalMatching	Mosquito-borne viral encephalitis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mosquito-borne viral encephalitis
MONDO:0020601	mosquito-borne viral encephalitis	MONDO:equivalentTo	ICD10CM:A83	semapv:LexicalMatching	Mosquito-borne viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	mosquito-borne viral encephalitis
MONDO:0019209	Japanese encephalitis	MONDO:equivalentTo	ICD10CM:A83.0	semapv:LexicalMatching	Japanese encephalitis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	japanese encephalitis
MONDO:0019378	la Crosse encephalitis	MONDO:equivalentTo	ICD10CM:A83.5	semapv:LexicalMatching	California encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	california encephalitis
MONDO:0019378	la Crosse encephalitis	MONDO:equivalentTo	ICD10CM:A83.5	semapv:LexicalMatching	California encephalitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	la crosse encephalitis
MONDO:0017572	tick-borne encephalitis	MONDO:equivalentTo	ICD10CM:A84	semapv:LexicalMatching	Tick-borne viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tick-borne viral encephalitis
MONDO:0005829	louping ill	MONDO:equivalentTo	ICD10CM:A84.89	semapv:LexicalMatching	Other tick-borne viral encephalitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	louping ill
MONDO:0005829	louping ill	MONDO:equivalentTo	ICD10CM:A84.89	semapv:LexicalMatching	Other tick-borne viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	louping ill
MONDO:0019384	encephalitis lethargica	MONDO:equivalentTo	ICD10CM:A85.8	semapv:LexicalMatching	Other specified viral encephalitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	encephalitis lethargica
MONDO:0019384	encephalitis lethargica	MONDO:equivalentTo	ICD10CM:A85.8	semapv:LexicalMatching	Other specified viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	encephalitis lethargica
MONDO:0001507	viral labyrinthitis	MONDO:equivalentTo	ICD10CM:A88.1	semapv:RegularExpressionReplacement	Epidemic vertigo	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	epidemic vertigo
MONDO:0001507	viral labyrinthitis	MONDO:equivalentTo	ICD10CM:A88.1	semapv:LexicalMatching	Epidemic vertigo	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	epidemic vertigo
MONDO:0005502	dengue disease	MONDO:equivalentTo	ICD10CM:A90	semapv:RegularExpressionReplacement	Dengue fever [classical dengue]	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	dengue fever
MONDO:0002282	West Nile fever	MONDO:equivalentTo	ICD10CM:A92.3	semapv:LexicalMatching	West Nile virus infection	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	west nile fever
MONDO:0019376	West-Nile encephalitis	MONDO:equivalentTo	ICD10CM:A92.31	semapv:LexicalMatching	West Nile virus infection with encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	west nile encephalitis
MONDO:0000345	Oropouche fever	MONDO:equivalentTo	ICD10CM:A93.0	semapv:LexicalMatching	Oropouche virus disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	oropouche fever
MONDO:0020502	yellow fever	MONDO:equivalentTo	ICD10CM:A95	semapv:LexicalMatching	Yellow fever	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	yellow fever
MONDO:0005651	arenavirus hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A96	semapv:LexicalMatching	Arenaviral hemorrhagic fever	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	arenaviral hemorrhagic fever
MONDO:0017874	Argentine hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A96.0	semapv:LexicalMatching	Junin hemorrhagic fever	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	argentinian hemorrhagic fever
MONDO:0017874	Argentine hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A96.0	semapv:LexicalMatching	Junin hemorrhagic fever	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	junin hemorrhagic fever
MONDO:0017875	Bolivian hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A96.1	semapv:LexicalMatching	Machupo hemorrhagic fever	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	machupo hemorrhagic fever
MONDO:0017875	Bolivian hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A96.1	semapv:LexicalMatching	Machupo hemorrhagic fever	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	bolivian hemorrhagic fever
MONDO:0020500	Marburg hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A98.3	semapv:LexicalMatching	Marburg virus disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	marburg virus disease
MONDO:0005737	Ebola hemorrhagic fever	MONDO:equivalentTo	ICD10CM:A98.4	semapv:LexicalMatching	Ebola virus disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ebola virus disease
MONDO:0005700	chickenpox	MONDO:equivalentTo	ICD10CM:B01	semapv:RegularExpressionReplacement	Varicella [chickenpox]	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	varicella
MONDO:0020648	rubella encephalitis	MONDO:equivalentTo	ICD10CM:B06.01	semapv:LexicalMatching	Rubella encephalitis	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rubella encephalitis
MONDO:0001209	common wart	MONDO:equivalentTo	ICD10CM:B07	semapv:LexicalMatching	Viral warts	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	verruca vulgaris
MONDO:0001209	common wart	MONDO:equivalentTo	ICD10CM:B07.8	semapv:LexicalMatching	Other viral warts	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	common wart
MONDO:0001209	common wart	MONDO:equivalentTo	ICD10CM:B07.8	semapv:LexicalMatching	Other viral warts	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	common wart
MONDO:0005717	contagious pustular dermatitis	MONDO:equivalentTo	ICD10CM:B08.02	semapv:LexicalMatching	Orf virus disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ecthyma contagiosum
MONDO:0005717	contagious pustular dermatitis	MONDO:equivalentTo	ICD10CM:B08.02	semapv:LexicalMatching	Orf virus disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	contagious pustular dermatitis
