subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
MONDO:0007417	Darier disease	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009054	autosomal recessive cutis laxa type 2, classic type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	arcl2, debre type
MONDO:0009054	autosomal recessive cutis laxa type 2, classic type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	arcl2, classic type
MONDO:0009054	autosomal recessive cutis laxa type 2, classic type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014131	hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0006602	porokeratosis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007047	punctate palmoplantar keratoderma type III	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007048	acrokeratosis verruciformis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013051	autosomal recessive cutis laxa type 2B	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007248	hereditary painful callosities	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0013170	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007422	keratoderma hereditarium mutilans	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007486	hereditary benign intraepithelial dyskeratosis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018163	autosomal recessive cutis laxa type 2A	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018363	focal facial dermal dysplasia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0015780	dyskeratosis congenita	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017851	erythrokeratodermia variabilis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017836	erythrokeratoderma en cocardes	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017681	erythrokeratoderma variabilis progressiva	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014272	palmoplantar keratoderma, Nagashima type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019033	primary cutis verticis gyrata	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018865	striate palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018853	transgrediens et progrediens palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018577	pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018168	primary non-essential cutis verticis gyrata	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018167	primary essential cutis verticis gyrata	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017365	hereditary acrokeratotic poikiloderma, Weary type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017673	isolated focal palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017672	focal palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014218	severe dermatitis-multiple allergies-metabolic wasting syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017670	autosomal dominant diffuse mutilating palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017667	isolated diffuse palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017666	diffuse palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0018252	focal palmoplantar keratoderma with joint keratoses	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016518	isolated punctate palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014227	hypopigmentation-punctate palmoplantar keratoderma syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016369	Rothmund-Thomson syndrome type 2	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016237	diffuse neonatal hemangiomatosis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016213	leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016175	cutis laxa	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0015883	hidrotic ectodermal dysplasia, Halal type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008218	Hailey-Hailey disease	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0100296	Olmsted syndrome 1	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014327	palmoplantar keratoderma, nonepidermolytic, focal or diffuse	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0016368	Rothmund-Thomson syndrome type 1	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0017677	focal acral hyperkeratosis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0012290	CEDNIK syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019212	disseminated superficial actinic porokeratosis	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007860	focal palmoplantar and gingival keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019141	porokeratosis of Mibelli	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007990	multiple benign circumferential skin creases on limbs	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008261	hereditary sclerosing poikiloderma, Weary type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0010002	Rothmund-Thomson syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014460	nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009271	geroderma osteodysplastica	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008416	palmoplantar keratoderma-sclerodactyly syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009552	mal de Meleda	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009491	Haim-Munk syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009490	Papillon-Lefevre disease	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009465	multiple intestinal atresia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009489	hereditary palmoplantar keratoderma, Gamborg-Nielsen type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009203	focal facial dermal dysplasia type III	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009145	SchC6pf-Schulz-Passarge syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007857	keratosis palmaris et plantaris-clinodactyly syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009055	cutis marmorata telangiectatica congenita	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008923	autosomal recessive palmoplantar keratoderma and congenital alopecia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0008292	punctate palmoplantar keratoderma type 2	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0010728	SCARF syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014574	peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0014492	woolly hair-palmoplantar keratoderma syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0009198	congenital lethal erythroderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007852	palmoplantar keratoderma-deafness syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007866	Bart-Pumphrey syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007757	hyperkeratosis-hyperpigmentation syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019271	acrokeratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019272	hereditary palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011884	hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0800042	restrictive dermopathy 1	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011882	skin fragility-woolly hair-palmoplantar keratoderma syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011396	loricrin keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011169	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007619	isolated congenital adermatoglyphia	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011063	hidrotic ectodermal dysplasia, Christianson-Fourie type	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0011883	Curly hair - acral keratoderma - caries syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0019489	diffuse palmoplantar keratoderma - acrocyanosis syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007758	epidermolytic palmoplantar keratoderma	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007510	Clouston syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
MONDO:0007507	absence of fingerprints-congenital milia syndrome	skos:exactMatch	DOID:0070141	semapv:LexicalMatching	autosomal recessive cutis laxa type II classic type	LEXMATCH	oaklib	0.9411764705882352	oio:hasDbXref	oio:hasDbXref	icd10cm:q82.8
