subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment
MONDO:0019208	Bickerstaff brainstem encephalitis	MONDO:equivalentTo	Orphanet:79138	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020360	complete cryptophthalmia	MONDO:equivalentTo	Orphanet:98949	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0034987	intraductal tubulopapillary neoplasm of pancreas	MONDO:equivalentTo	Orphanet:580572	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008310	Hutchinson-Gilford progeria syndrome	MONDO:equivalentTo	Orphanet:740	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015164	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	MONDO:equivalentTo	Orphanet:102379	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012833	Crouzon syndrome-acanthosis nigricans syndrome	MONDO:equivalentTo	Orphanet:93262	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0016052	atypical autism	MONDO:equivalentTo	Orphanet:199627	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	MONDO:equivalentTo	Orphanet:314376	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008487	polycystic ovary syndrome	MONDO:equivalentTo	Orphanet:3185	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012794	ANE syndrome	MONDO:equivalentTo	Orphanet:157954	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011694	spinocerebellar ataxia type 15/16	MONDO:equivalentTo	Orphanet:98769	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008205	patella aplasia/hypoplasia	MONDO:equivalentTo	Orphanet:86789	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0016367	dermatomyositis	MONDO:equivalentTo	Orphanet:221	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017107	isolated cerebellar vermis agenesis	MONDO:equivalentTo	Orphanet:269203	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015967	monogenic diabetes	MONDO:equivalentTo	Orphanet:183625	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011082	oculoauriculofrontonasal syndrome	MONDO:equivalentTo	Orphanet:398156	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009150	hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	MONDO:equivalentTo	Orphanet:1882	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015599	atopic keratoconjunctivitis	MONDO:equivalentTo	Orphanet:163934	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	MONDO:equivalentTo	Orphanet:169095	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015240	digitotalar dysmorphism	MONDO:equivalentTo	Orphanet:1146	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011346	xanthinuria type II	MONDO:equivalentTo	Orphanet:93602	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010263	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	MONDO:equivalentTo	Orphanet:86818	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015972	obsolete rare constitutional anemia	MONDO:equivalentTo	Orphanet:183651	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009069	congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	MONDO:equivalentTo	Orphanet:70472	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019932	isolated partial vaginal agenesis	MONDO:equivalentTo	Orphanet:96269	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017160	behavioral variant of frontotemporal dementia	MONDO:equivalentTo	Orphanet:275864	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017013	trisomy 8p	MONDO:equivalentTo	Orphanet:264450	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019704	obsolete primary bone dysplasia with decreased bone density	MONDO:equivalentTo	Orphanet:93446	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0100354	megacystis-microcolon-intestinal hypoperistalsis syndrome 1	MONDO:equivalentTo	Orphanet:2241	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019154	androgen insensitivity syndrome	MONDO:equivalentTo	Orphanet:754	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035407	furuncular myiasis due to Cordylobia anthropophaga	MONDO:equivalentTo	Orphanet:563687	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018182	bullous impetigo	MONDO:equivalentTo	Orphanet:36237	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0022410	retinal ciliopathy	MONDO:equivalentTo	Orphanet:156165	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018488	obsolete rare genetic odontal or periodontal disorder	MONDO:equivalentTo	Orphanet:420755	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020212	superficial corneal dystrophy	MONDO:equivalentTo	Orphanet:98625	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010098	taurodontism	MONDO:equivalentTo	Orphanet:3289	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007086	autosomal dominant Alport syndrome	MONDO:equivalentTo	Orphanet:88918	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018835	nodular regenerative hyperplasia of the liver	MONDO:equivalentTo	Orphanet:48372	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020434	atrial septal defect, ostium secundum type	MONDO:equivalentTo	Orphanet:99103	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013789	DDOST-congenital disorder of glycosylation	MONDO:equivalentTo	Orphanet:300536	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015398	hemifacial microsomia	MONDO:equivalentTo	Orphanet:141136	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011823	developmental malformations-deafness-dystonia syndrome	MONDO:equivalentTo	Orphanet:79107	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017325	early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	MONDO:equivalentTo	Orphanet:289266	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007648	hereditary diffuse gastric adenocarcinoma	MONDO:equivalentTo	Orphanet:26106	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015248	ataxia-photosensitivity-short stature syndrome	MONDO:equivalentTo	Orphanet:1184	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018434	acute myeloid leukemia with t(9;11)(p22;q23)	MONDO:equivalentTo	Orphanet:402017	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018406	obsolete rare male infertility due to adrenal disorder of genetic origin	MONDO:equivalentTo	Orphanet:399994	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009930	obsolete pulmonary arteriovenous malformation	MONDO:equivalentTo	Orphanet:2038	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020304	isochromosomy Yp	MONDO:equivalentTo	Orphanet:98797	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0031016	obsolete genetic disorder of sex development	MONDO:equivalentTo	Orphanet:325690	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012809	histiocytoma, Angiomatoid fibrous	MONDO:equivalentTo	Orphanet:569164	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009523	Lichtenstein syndrome	MONDO:equivalentTo	Orphanet:2390	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0100347	carcinoid syndrome	MONDO:equivalentTo	Orphanet:100093	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0016392	cerebellar hypoplasia-tapetoretinal degeneration syndrome	MONDO:equivalentTo	Orphanet:2246	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014753	autosomal recessive optic atrophy	MONDO:equivalentTo	Orphanet:98676	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035437	CEBPE-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome	MONDO:equivalentTo	Orphanet:566067	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0001280	choroiditis	MONDO:equivalentTo	Orphanet:280892	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017547	congenital vertical talus, bilateral	MONDO:equivalentTo	Orphanet:295203	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0031949	obsolete genetic neurovascular malformation	MONDO:equivalentTo	Orphanet:371436	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018856	lichen amyloidosis	MONDO:equivalentTo	Orphanet:49804	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0006861	myeloid sarcoma	MONDO:equivalentTo	Orphanet:86850	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015147	obsolete other syndrome with lissencephaly as a major feature	MONDO:equivalentTo	Orphanet:102010	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009744	neuronal ceroid lipofuscinosis 1	MONDO:equivalentTo	Orphanet:228329	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019291	obsolete rare genetic dermis disorder	MONDO:equivalentTo	Orphanet:79377	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015273	complete atrioventricular canal	MONDO:equivalentTo	Orphanet:1329	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007809	ichthyosis hystrix gravior	MONDO:equivalentTo	Orphanet:79504	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017906	amyloidosis cutis dyschromia	MONDO:equivalentTo	Orphanet:319635	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017631	obsolete rare tumor of gallbladder and extrahepatic biliary tract	MONDO:equivalentTo	Orphanet:306633	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012391	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	MONDO:equivalentTo	Orphanet:1947	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0800084	primary bone dysplasia with increased bone density	MONDO:equivalentTo	Orphanet:93444	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008469	spondyloepimetaphyseal dysplasia-hypotrichosis syndrome	MONDO:equivalentTo	Orphanet:168443	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008885	Elsahy-Waters syndrome	MONDO:equivalentTo	Orphanet:157788	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007967	melanoma and neural system tumor syndrome	MONDO:equivalentTo	Orphanet:252206	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019535	drug-induced autoimmune hemolytic anemia	MONDO:equivalentTo	Orphanet:90037	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017356	inborn disorder of ornithine metabolism	MONDO:equivalentTo	Orphanet:289869	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018009	non-hypoproteinemic hypertrophic gastropathy	MONDO:equivalentTo	Orphanet:329883	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009189	multiple epiphyseal dysplasia type 4	MONDO:equivalentTo	Orphanet:93307	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0034668	obsolete terminal transverse limb defect	MONDO:equivalentTo	Orphanet:498461	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009543	prominent glabella-microcephaly-hypogenitalism syndrome	MONDO:equivalentTo	Orphanet:2083	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015727	mosaic trisomy 15	MONDO:equivalentTo	Orphanet:1706	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007174	Lown-Ganong-Levine syndrome	MONDO:equivalentTo	Orphanet:844	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0044791	combined hepatocellular carcinoma and cholangiocarcinoma	MONDO:equivalentTo	Orphanet:529852	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014258	congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome	MONDO:equivalentTo	Orphanet:391376	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018318	disorder of asparagine metabolism	MONDO:equivalentTo	Orphanet:391381	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018918	carcinoma of gallbladder and extrahepatic biliary tract	MONDO:equivalentTo	Orphanet:56044	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020071	infantile epilepsy syndrome	MONDO:equivalentTo	Orphanet:98258	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0016922	partial duplication of chromosome 2	MONDO:equivalentTo	Orphanet:262196	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0005974	strongyloidiasis	MONDO:equivalentTo	Orphanet:76	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015706	mosaic trisomy 1	MONDO:equivalentTo	Orphanet:1692	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009795	orofaciodigital syndrome IX	MONDO:equivalentTo	Orphanet:141007	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010551	Charcot-Marie-Tooth disease X-linked recessive 3	MONDO:equivalentTo	Orphanet:101077	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019731	AApoAI amyloidosis	MONDO:equivalentTo	Orphanet:93560	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008783	Tangier disease	MONDO:equivalentTo	Orphanet:31150	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017603	ALK-negative anaplastic large cell lymphoma	MONDO:equivalentTo	Orphanet:300903	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019734	juvenile polymyositis	MONDO:equivalentTo	Orphanet:93568	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010328	alpha-thalassemia-myelodysplastic syndrome	MONDO:equivalentTo	Orphanet:231401	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019773	myelomeningocele	MONDO:equivalentTo	Orphanet:93969	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014626	spinocerebellar ataxia type 41	MONDO:equivalentTo	Orphanet:458798	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0016034	cleft lip with or without cleft palate	MONDO:equivalentTo	Orphanet:1991	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019787	autoimmune enteropathy	MONDO:equivalentTo	Orphanet:94075	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019815	accessory tricuspid valve tissue	MONDO:equivalentTo	Orphanet:95462	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035785	obsolete non-syndromic anorectal malformation with vestibular fistula	MONDO:equivalentTo	Orphanet:600993	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0022405	retinal ciliopathy due to mutation in nephronophthisis gene	MONDO:equivalentTo	Orphanet:156180	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009965	Perlman syndrome	MONDO:equivalentTo	Orphanet:2849	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035651	choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	MONDO:equivalentTo	Orphanet:589856	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010814	chondrodysplasia-pseudohermaphroditism syndrome	MONDO:equivalentTo	Orphanet:1422	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020214	posterior corneal dystrophy	MONDO:equivalentTo	Orphanet:98627	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011698	glycine N-methyltransferase deficiency	MONDO:equivalentTo	Orphanet:289891	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020562	pleomorphic liposarcoma	MONDO:equivalentTo	Orphanet:99969	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018086	ulerythema ophryogenesis	MONDO:equivalentTo	Orphanet:3406	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035784	obsolete non-syndromic anorectal malformation with rectovesical fistula	MONDO:equivalentTo	Orphanet:600984	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011989	leishmaniasis	MONDO:equivalentTo	Orphanet:507	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017233	familial Alzheimer-like prion disease	MONDO:equivalentTo	Orphanet:280397	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010981	absent tibia-polydactyly-arachnoid cyst syndrome	MONDO:equivalentTo	Orphanet:3328	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011877	autosomal dominant osteopetrosis 1	MONDO:equivalentTo	Orphanet:2783	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015520	late infantile CACH syndrome	MONDO:equivalentTo	Orphanet:157716	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017086	primary tethered cord syndrome	MONDO:equivalentTo	Orphanet:268861	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008718	Morvan syndrome	MONDO:equivalentTo	Orphanet:83467	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019206	sparse hair-short stature-skin anomalies syndrome	MONDO:equivalentTo	Orphanet:79132	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010167	urocanic aciduria	MONDO:equivalentTo	Orphanet:210128	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0006913	pneumococcal meningitis	MONDO:equivalentTo	Orphanet:55655	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017867	distal 17p13.1 microdeletion syndrome	MONDO:equivalentTo	Orphanet:319171	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007355	uveal coloboma-cleft lip and palate-intellectual disability	MONDO:equivalentTo	Orphanet:1473	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017284	Xp22.13p22.2 duplication syndrome	MONDO:equivalentTo	Orphanet:284180	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009393	ornithine translocase deficiency	MONDO:equivalentTo	Orphanet:415	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018268	Medich giant platelet syndrome	MONDO:equivalentTo	Orphanet:370127	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020390	pulmonary artery coming from patent ductus arteriosus	MONDO:equivalentTo	Orphanet:99049	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013606	Hermansky-Pudlak syndrome 9	MONDO:equivalentTo	Orphanet:280663	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012465	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	MONDO:equivalentTo	Orphanet:83639	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010482	X-linked parkinsonism-spasticity syndrome	MONDO:equivalentTo	Orphanet:363654	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0018780	congenital generalized hypercontractile muscle stiffness syndrome	MONDO:equivalentTo	Orphanet:476406	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020408	complete atrioventricular canal-tetralogy of fallot syndrome	MONDO:equivalentTo	Orphanet:99068	semapv:UnspecifiedMatching		MONDO_MAPPINGS
