subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
MONDO:0002481	ovarian neuroendocrine neoplasm	MONDO:equivalentTo	NCIT:C5237	semapv:UnspecifiedMatching	Ovarian Neuroendocrine Neoplasm	MONDO_MAPPINGS							
MONDO:0020662	borderline ovarian serous tumor	MONDO:equivalentTo	NCIT:C5226	semapv:UnspecifiedMatching	Borderline Ovarian Serous Tumor	MONDO_MAPPINGS							
MONDO:0011399	alpha thalassemia	MONDO:equivalentTo	NCIT:C34368	semapv:UnspecifiedMatching	Alpha Thalassemia	MONDO_MAPPINGS							
MONDO:0006761	fibromuscular dysplasia	MONDO:equivalentTo	NCIT:C84714	semapv:UnspecifiedMatching	Fibromuscular Dysplasia	MONDO_MAPPINGS							
MONDO:0021495	benign neoplasm of sublingual gland	MONDO:equivalentTo	NCIT:C4601	semapv:UnspecifiedMatching	Benign Sublingual Gland Neoplasm	MONDO_MAPPINGS							
MONDO:0056805	benign peripheral nerve granular cell tumor	MONDO:equivalentTo	NCIT:C5502	semapv:UnspecifiedMatching	Benign Peripheral Nerve Granular Cell Tumor	MONDO_MAPPINGS							
MONDO:0021233	ear neoplasm	MONDO:equivalentTo	NCIT:C3000	semapv:UnspecifiedMatching	Ear Neoplasm	MONDO_MAPPINGS							
MONDO:0004010	infiltrating renal pelvis/ureter urothelial carcinoma	MONDO:equivalentTo	NCIT:C39879	semapv:UnspecifiedMatching	Infiltrating Renal Pelvis and Ureter Urothelial Carcinoma	MONDO_MAPPINGS							
MONDO:0003064	inverted transitional cell papilloma	MONDO:equivalentTo	NCIT:C4118	semapv:UnspecifiedMatching	Inverted Transitional Cell Papilloma	MONDO_MAPPINGS							
MONDO:0024315	parasitic endophthalmitis	MONDO:equivalentTo	NCIT:C34587	semapv:UnspecifiedMatching	Parasitic Endophthalmitis	MONDO_MAPPINGS							
MONDO:0021443	benign neoplasm of lymph node	MONDO:equivalentTo	NCIT:C3636	semapv:UnspecifiedMatching	Benign Lymph Node Neoplasm	MONDO_MAPPINGS							
MONDO:0002982	peripheral primitive neuroectodermal tumor of soft tissues	MONDO:equivalentTo	NCIT:C27471	semapv:UnspecifiedMatching	Peripheral Primitive Neuroectodermal Tumor of Soft Tissues	MONDO_MAPPINGS							
MONDO:0007888	hereditary leiomyomatosis and renal cell cancer	MONDO:equivalentTo	NCIT:C51302	semapv:UnspecifiedMatching	Hereditary Leiomyomatosis and Renal Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0018066	trisomy X	MONDO:equivalentTo	NCIT:C129718	semapv:UnspecifiedMatching	47,XXX Syndrome	MONDO_MAPPINGS							
MONDO:0006883	malignant superior sulcus neoplasm	MONDO:equivalentTo	NCIT:C7527	semapv:UnspecifiedMatching	Malignant Superior Sulcus Neoplasm	MONDO_MAPPINGS							
MONDO:0010012	autoimmune polyendocrinopathy type 2	MONDO:equivalentTo	NCIT:C129728	semapv:UnspecifiedMatching	Autoimmune Polyglandular Syndrome Type 2	MONDO_MAPPINGS							
MONDO:0006167	combined lung carcinoma	MONDO:equivalentTo	NCIT:C7591	semapv:UnspecifiedMatching	Combined Lung Carcinoma	MONDO_MAPPINGS							
MONDO:0044765	steroid-resistant nephrotic syndrome	MONDO:equivalentTo	NCIT:C122798	semapv:UnspecifiedMatching	Nephrotic Syndrome of Childhood - Steroid Resistant	MONDO_MAPPINGS							
MONDO:0005286	palatal neoplasm	MONDO:equivalentTo	NCIT:C4402	semapv:UnspecifiedMatching	Palate Neoplasm	MONDO_MAPPINGS							
MONDO:0100395	acute myeloid leukemia, t(5;11)(q35;p15)	MONDO:equivalentTo	NCIT:C131502	semapv:UnspecifiedMatching	Acute Myeloid Leukemia with t(5;11)(q35;p15); NUP98-NSD1	MONDO_MAPPINGS							
MONDO:0006255	intimal sarcoma	MONDO:equivalentTo	NCIT:C53677	semapv:UnspecifiedMatching	Intimal Sarcoma	MONDO_MAPPINGS							
MONDO:0024499	vascular bone neoplasm	MONDO:equivalentTo	NCIT:C6478	semapv:UnspecifiedMatching	Vascular Bone Neoplasm	MONDO_MAPPINGS							
MONDO:0001502	retroperitoneum carcinoma	MONDO:equivalentTo	NCIT:C7352	semapv:UnspecifiedMatching	Retroperitoneal Carcinoma	MONDO_MAPPINGS							
MONDO:0018100	familial primary hypomagnesemia	MONDO:equivalentTo	NCIT:C123263	semapv:UnspecifiedMatching	Familial Primary Hypomagnesemia	MONDO_MAPPINGS							
MONDO:0020641	respiratory tract neoplasm	MONDO:equivalentTo	NCIT:C3355	semapv:UnspecifiedMatching	Respiratory System Neoplasm	MONDO_MAPPINGS							
MONDO:0010475	X-linked central congenital hypothyroidism with late-onset testicular enlargement	MONDO:equivalentTo	NCIT:C130989	semapv:UnspecifiedMatching	Immunoglobulin Superfamily Member 1 Deficiency Syndrome	MONDO_MAPPINGS							
MONDO:0002425	rectosigmoid junction cancer	MONDO:equivalentTo	NCIT:C7420	semapv:UnspecifiedMatching	Malignant Rectosigmoid Neoplasm	MONDO_MAPPINGS							
MONDO:0004487	endometrial type cervical adenomyoma	MONDO:equivalentTo	NCIT:C40233	semapv:UnspecifiedMatching	Cervical Adenomyoma, Mesonephric-Type	MONDO_MAPPINGS							
MONDO:0024280	polyarticular arthritis	MONDO:equivalentTo	NCIT:C26996	semapv:UnspecifiedMatching	Polyarticular Arthritis	MONDO_MAPPINGS							
MONDO:0008040	transient myeloproliferative syndrome	MONDO:equivalentTo	NCIT:C82339	semapv:UnspecifiedMatching	Transient Abnormal Myelopoiesis Associated with Down Syndrome	MONDO_MAPPINGS							
MONDO:0006373	pituitary gland adenoma	MONDO:equivalentTo	NCIT:C3329	semapv:UnspecifiedMatching	Pituitary Neuroendocrine Tumor	MONDO_MAPPINGS							
MONDO:0011964	DPAGT1-congenital disorder of glycosylation	MONDO:equivalentTo	NCIT:C126874	semapv:UnspecifiedMatching	Congenital Disorder of Glycosylation Type Ij	MONDO_MAPPINGS							
MONDO:0003274	thoracic cancer	MONDO:equivalentTo	NCIT:C3576	semapv:UnspecifiedMatching	Malignant Thoracic Neoplasm	MONDO_MAPPINGS							
MONDO:0040677	invasive carcinoma	MONDO:equivalentTo	NCIT:C9480	semapv:UnspecifiedMatching	Invasive Carcinoma	MONDO_MAPPINGS							
MONDO:0004040	urinary bladder inverted papilloma	MONDO:equivalentTo	NCIT:C39859	semapv:UnspecifiedMatching	Bladder Inverted Papilloma	MONDO_MAPPINGS							
MONDO:0015194	sideroblastic anemia	MONDO:equivalentTo	NCIT:C36078	semapv:UnspecifiedMatching	Sideroblastic Anemia	MONDO_MAPPINGS							
MONDO:0005462	primitive neuroectodermal tumor	MONDO:equivalentTo	NCIT:C3716	semapv:UnspecifiedMatching	Primitive Neuroectodermal Tumor	MONDO_MAPPINGS							
MONDO:0005157	lymphoid neoplasm	MONDO:equivalentTo	NCIT:C7065	semapv:UnspecifiedMatching	Lymphocytic Neoplasm	MONDO_MAPPINGS							
MONDO:0001261	Mobitz type II atrioventricular block	MONDO:equivalentTo	NCIT:C62018	semapv:UnspecifiedMatching	AV Block Second Degree Mobitz Type II	MONDO_MAPPINGS							
MONDO:0024662	colorectal tubulovillous adenoma	MONDO:equivalentTo	NCIT:C5675	semapv:UnspecifiedMatching	Colorectal Tubulovillous Adenoma	MONDO_MAPPINGS							
MONDO:0045054	cancer-related condition	MONDO:equivalentTo	NCIT:C8278	semapv:UnspecifiedMatching	Cancer-Related Condition	MONDO_MAPPINGS							
MONDO:0001387	penile sarcoma	MONDO:equivalentTo	NCIT:C7730	semapv:UnspecifiedMatching	Penile Sarcoma	MONDO_MAPPINGS							
MONDO:0002092	small intestine leiomyoma	MONDO:equivalentTo	NCIT:C7725	semapv:UnspecifiedMatching	Small Intestinal Leiomyoma	MONDO_MAPPINGS							
MONDO:0002602	central nervous system disorder	MONDO:equivalentTo	NCIT:C2934	semapv:UnspecifiedMatching	Central Nervous System Disorder	MONDO_MAPPINGS							
MONDO:0003089	extrahepatic bile duct mucoepidermoid carcinoma	MONDO:equivalentTo	NCIT:C5862	semapv:UnspecifiedMatching	Extrahepatic Bile Duct Mucoepidermoid Carcinoma	MONDO_MAPPINGS							
MONDO:0007800	chromosome 18p deletion syndrome	MONDO:equivalentTo	NCIT:C84521	semapv:UnspecifiedMatching	Deletion 18p Syndrome	MONDO_MAPPINGS							
MONDO:0024296	vascular neoplasm	MONDO:equivalentTo	NCIT:C7388	semapv:UnspecifiedMatching	Vascular Neoplasm	MONDO_MAPPINGS							
MONDO:0003946	vaginal villous adenoma	MONDO:equivalentTo	NCIT:C40259	semapv:UnspecifiedMatching	Vaginal Villous Adenoma	MONDO_MAPPINGS							
MONDO:0003308	pleural mesothelioma	MONDO:equivalentTo	NCIT:C9351	semapv:UnspecifiedMatching	Pleural Mesothelioma	MONDO_MAPPINGS							
MONDO:0800029	interstitial lung disease 2	MONDO:equivalentTo	NCIT:C35716	semapv:UnspecifiedMatching	Idiopathic Pulmonary Fibrosis	MONDO_MAPPINGS							
MONDO:0010293	ectodermal dysplasia and immune deficiency	MONDO:equivalentTo	NCIT:C118844	semapv:UnspecifiedMatching	Ectodermal Dysplasia and Immunodeficiency	MONDO_MAPPINGS							
MONDO:0016621	juvenile Huntington disease	MONDO:equivalentTo	NCIT:C147072	semapv:UnspecifiedMatching	Juvenile Huntington Disease	MONDO_MAPPINGS							
MONDO:0003866	liver extraskeletal osteosarcoma	MONDO:equivalentTo	NCIT:C5833	semapv:UnspecifiedMatching	Liver Extraskeletal Osteosarcoma	MONDO_MAPPINGS							
MONDO:0000128	giant axonal neuropathy	MONDO:equivalentTo	NCIT:C84728	semapv:UnspecifiedMatching	Giant Axonal Neuropathy	MONDO_MAPPINGS							
MONDO:0021429	squamous cell carcinoma of floor of mouth	MONDO:equivalentTo	NCIT:C4041	semapv:UnspecifiedMatching	Floor of Mouth Squamous Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0023601	non-classic congenital adrenal hyperplasia	MONDO:equivalentTo	NCIT:C131442	semapv:UnspecifiedMatching	Non-Classic Congenital Adrenal Hyperplasia	MONDO_MAPPINGS							
MONDO:0044878	adult germ cell tumor	MONDO:equivalentTo	NCIT:C114777	semapv:UnspecifiedMatching	Adult Germ Cell Tumor	MONDO_MAPPINGS							
MONDO:0021310	malignant tumor of neck	MONDO:equivalentTo	NCIT:C4940	semapv:UnspecifiedMatching	Malignant Neck Neoplasm	MONDO_MAPPINGS							
MONDO:0003538	precursor lymphoblastic lymphoma/leukemia	MONDO:equivalentTo	NCIT:C7055	semapv:UnspecifiedMatching	Precursor Lymphoid Neoplasm	MONDO_MAPPINGS							
MONDO:0004964	peripheral T-cell lymphoma, not otherwise specified	MONDO:equivalentTo	NCIT:C4340	semapv:UnspecifiedMatching	Peripheral T-Cell Lymphoma, Not Otherwise Specified	MONDO_MAPPINGS							
MONDO:0018944	gestational trophoblastic neoplasm	MONDO:equivalentTo	NCIT:C4699	semapv:UnspecifiedMatching	Gestational Trophoblastic Tumor	MONDO_MAPPINGS							
MONDO:0021229	ciliary body neoplasm	MONDO:equivalentTo	NCIT:C4364	semapv:UnspecifiedMatching	Ciliary Body Neoplasm	MONDO_MAPPINGS							
MONDO:0005032	follicular thyroid adenoma	MONDO:equivalentTo	NCIT:C3502	semapv:UnspecifiedMatching	Thyroid Gland Follicular Adenoma	MONDO_MAPPINGS							
MONDO:0021500	benign neoplasm of spleen	MONDO:equivalentTo	NCIT:C4902	semapv:UnspecifiedMatching	Benign Splenic Neoplasm	MONDO_MAPPINGS							
MONDO:0019751	autoinflammatory syndrome	MONDO:equivalentTo	NCIT:C119050	semapv:UnspecifiedMatching	Autoinflammatory Syndrome	MONDO_MAPPINGS							
MONDO:0004984	basal-like breast carcinoma	MONDO:equivalentTo	NCIT:C53558	semapv:UnspecifiedMatching	Basal-Like Breast Carcinoma	MONDO_MAPPINGS							
MONDO:0004290	subglottis verrucous carcinoma	MONDO:equivalentTo	NCIT:C8190	semapv:UnspecifiedMatching	Subglottic Verrucous Carcinoma	MONDO_MAPPINGS							
MONDO:0037871	amino acid metabolism disease	MONDO:equivalentTo	NCIT:C97090	semapv:UnspecifiedMatching	Amino Acid Metabolism Disorder	MONDO_MAPPINGS							
MONDO:0004483	thyroid gland oncocytic adenoma	MONDO:equivalentTo	NCIT:C6042	semapv:UnspecifiedMatching	Thyroid Gland Oncocytic Adenoma	MONDO_MAPPINGS							
MONDO:0020635	anaplastic meningioma	MONDO:equivalentTo	NCIT:C4051	semapv:UnspecifiedMatching	Anaplastic (Malignant) Meningioma	MONDO_MAPPINGS							
MONDO:0019740	acquired thrombotic thrombocytopenic purpura	MONDO:equivalentTo	NCIT:C131653	semapv:UnspecifiedMatching	Acquired Thrombotic Thrombocytopenic Purpura	MONDO_MAPPINGS							
MONDO:0015538	indeterminate dendritic cell tumor	MONDO:equivalentTo	NCIT:C81767	semapv:UnspecifiedMatching	Indeterminate Dendritic Cell Tumor	MONDO_MAPPINGS							
MONDO:0006983	subclavian steal syndrome	MONDO:equivalentTo	NCIT:C35044	semapv:UnspecifiedMatching	Subclavian Steal Syndrome	MONDO_MAPPINGS							
MONDO:0003275	middle ear cancer	MONDO:equivalentTo	NCIT:C4765	semapv:UnspecifiedMatching	Malignant Middle Ear Neoplasm	MONDO_MAPPINGS							
MONDO:0000402	small cell carcinoma	MONDO:equivalentTo	NCIT:C3915	semapv:UnspecifiedMatching	Small Cell Neuroendocrine Carcinoma	MONDO_MAPPINGS							
MONDO:0018961	familial melanoma	MONDO:equivalentTo	NCIT:C8498	semapv:UnspecifiedMatching	Hereditary Melanoma	MONDO_MAPPINGS							
MONDO:0007536	congenital lobar emphysema	MONDO:equivalentTo	NCIT:C98895	semapv:UnspecifiedMatching	Congenital Lobar Emphysema	MONDO_MAPPINGS							
MONDO:0021445	benign neoplasm of oral cavity	MONDO:equivalentTo	NCIT:C7607	semapv:UnspecifiedMatching	Benign Oral Cavity Neoplasm	MONDO_MAPPINGS							
MONDO:0020633	anaplastic cancer	MONDO:equivalentTo	NCIT:C36025	semapv:UnspecifiedMatching	Anaplastic Malignant Neoplasm	MONDO_MAPPINGS							
MONDO:0004321	endometrial mixed adenocarcinoma	MONDO:equivalentTo	NCIT:C40153	semapv:UnspecifiedMatching	Endometrial Mixed Cell Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0005267	heart disorder	MONDO:equivalentTo	NCIT:C3079	semapv:UnspecifiedMatching	Heart Disorder	MONDO_MAPPINGS							
MONDO:0004749	myocardium cancer	MONDO:equivalentTo	NCIT:C4569	semapv:UnspecifiedMatching	Malignant Myocardial Neoplasm	MONDO_MAPPINGS							
MONDO:0002154	trichomoniasis	MONDO:equivalentTo	NCIT:C35720	semapv:UnspecifiedMatching	Trichomonas Infection	MONDO_MAPPINGS							
MONDO:0016729	mixed neuronal-glial tumor	MONDO:equivalentTo	NCIT:C4747	semapv:UnspecifiedMatching	Glioneuronal and Neuronal Tumors	MONDO_MAPPINGS							
MONDO:0006155	colon neuroendocrine tumor G1	MONDO:equivalentTo	NCIT:C5497	semapv:UnspecifiedMatching	Colon Neuroendocrine Tumor G1	MONDO_MAPPINGS							
MONDO:0024469	chondrogenic neoplasm	MONDO:equivalentTo	NCIT:C4755	semapv:UnspecifiedMatching	Chondrogenic Neoplasm	MONDO_MAPPINGS							
MONDO:0024313	staphylococcal infection	MONDO:equivalentTo	NCIT:C35038	semapv:UnspecifiedMatching	Staphylococcal Infection	MONDO_MAPPINGS							
MONDO:0003602	intracranial liposarcoma	MONDO:equivalentTo	NCIT:C6973	semapv:UnspecifiedMatching	Brain Liposarcoma	MONDO_MAPPINGS							
MONDO:0002055	benign eccrine breast spiradenoma	MONDO:equivalentTo	NCIT:C5193	semapv:UnspecifiedMatching	Breast Spiradenoma	MONDO_MAPPINGS							
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	MONDO:equivalentTo	NCIT:C5398	semapv:UnspecifiedMatching	Central Nervous System Embryonal Tumor, Not Otherwise Specified	MONDO_MAPPINGS							
MONDO:0004442	testis polyembryoma	MONDO:equivalentTo	NCIT:C40962	semapv:UnspecifiedMatching	Testicular Polyembryoma	MONDO_MAPPINGS							
MONDO:0001356	iron deficiency anemia	MONDO:equivalentTo	NCIT:C84484	semapv:UnspecifiedMatching	Iron-Deficiency Anemia	MONDO_MAPPINGS							
MONDO:0020805	benign basal cell neoplasm	MONDO:equivalentTo	NCIT:C4743	semapv:UnspecifiedMatching	Benign Basal Cell Neoplasm	MONDO_MAPPINGS							
MONDO:0003825	kidney oncocytoma	MONDO:equivalentTo	NCIT:C4526	semapv:UnspecifiedMatching	Kidney Oncocytoma	MONDO_MAPPINGS							
MONDO:0016240	hemimelia	MONDO:equivalentTo	NCIT:C34674	semapv:UnspecifiedMatching	Hemimelia	MONDO_MAPPINGS							
MONDO:0006466	thyroid gland spindle cell tumor with thymus-like differentiation	MONDO:equivalentTo	NCIT:C46105	semapv:UnspecifiedMatching	Thyroid Gland Spindle Epithelial Tumor with Thymus-Like Elements	MONDO_MAPPINGS							
MONDO:0006976	somatostatinoma	MONDO:equivalentTo	NCIT:C3379	semapv:UnspecifiedMatching	Somatostatin-Producing Neuroendocrine Tumor	MONDO_MAPPINGS							
MONDO:0002487	breast granular cell tumor	MONDO:equivalentTo	NCIT:C40400	semapv:UnspecifiedMatching	Breast Granular Cell Tumor	MONDO_MAPPINGS							
MONDO:0013154	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A2	MONDO:equivalentTo	NCIT:C126742	semapv:UnspecifiedMatching	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 2	MONDO_MAPPINGS							
MONDO:0016410	central congenital hypothyroidism	MONDO:equivalentTo	NCIT:C113144	semapv:UnspecifiedMatching	Central Hypothyroidism	MONDO_MAPPINGS							
MONDO:0017384	acute generalized exanthematous pustulosis	MONDO:equivalentTo	NCIT:C112122	semapv:UnspecifiedMatching	Acute Generalized Exanthematous Pustulosis	MONDO_MAPPINGS							
MONDO:0020593	trichoblastoma	MONDO:equivalentTo	NCIT:C27132	semapv:UnspecifiedMatching	Trichoblastoma	MONDO_MAPPINGS							
MONDO:0019944	Eisenmenger syndrome	MONDO:equivalentTo	NCIT:C84390	semapv:UnspecifiedMatching	Eisenmenger Syndrome	MONDO_MAPPINGS							
MONDO:0043544	nosocomial infection	MONDO:equivalentTo	NCIT:C115164	semapv:UnspecifiedMatching	Nosocomial Infection	MONDO_MAPPINGS							
MONDO:0021320	malignant tumor of floor of mouth	MONDO:equivalentTo	NCIT:C9318	semapv:UnspecifiedMatching	Malignant Floor of the Mouth Neoplasm	MONDO_MAPPINGS							
MONDO:0006335	ovarian endometrioid adenocarcinoma	MONDO:equivalentTo	NCIT:C7979	semapv:UnspecifiedMatching	Ovarian Endometrioid Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0011885	tubulointerstitial nephritis and uveitis syndrome	MONDO:equivalentTo	NCIT:C123021	semapv:UnspecifiedMatching	Tubulointerstitial Nephritis and Uveitis	MONDO_MAPPINGS							
MONDO:0002671	signet ring cell breast carcinoma	MONDO:equivalentTo	NCIT:C5175	semapv:UnspecifiedMatching	Breast Signet Ring Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0003862	melanotic psammomatous malignant peripheral nerve sheath tumor	MONDO:equivalentTo	NCIT:C6910	semapv:UnspecifiedMatching	Malignant Melanotic Psammomatous Peripheral Nerve Sheath Tumor	MONDO_MAPPINGS							
MONDO:0002545	spinal cord disorder	MONDO:equivalentTo	NCIT:C97110	semapv:UnspecifiedMatching	Spinal Cord Disorder	MONDO_MAPPINGS							
MONDO:0003802	cornea cancer	MONDO:equivalentTo	NCIT:C3565	semapv:UnspecifiedMatching	Malignant Corneal Neoplasm	MONDO_MAPPINGS							
MONDO:0002739	extrahepatic bile duct mucinous adenocarcinoma	MONDO:equivalentTo	NCIT:C5846	semapv:UnspecifiedMatching	Extrahepatic Bile Duct Mucinous Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0002919	posterior cranial fossa meningioma	MONDO:equivalentTo	NCIT:C6775	semapv:UnspecifiedMatching	Posterior Fossa Meningioma	MONDO_MAPPINGS							
MONDO:0005915	pityriasis versicolor	MONDO:equivalentTo	NCIT:C82981	semapv:UnspecifiedMatching	Malassezia furfur Infection	MONDO_MAPPINGS							
MONDO:0044925	oral cavity carcinoma	MONDO:equivalentTo	NCIT:C8990	semapv:UnspecifiedMatching	Oral Cavity Carcinoma	MONDO_MAPPINGS							
MONDO:0013892	C3 glomerulonephritis	MONDO:equivalentTo	NCIT:C123043	semapv:UnspecifiedMatching	C3 Glomerulonephritis	MONDO_MAPPINGS							
MONDO:0020644	lung non-Hodgkin lymphoma	MONDO:equivalentTo	NCIT:C5684	semapv:UnspecifiedMatching	Lung Non-Hodgkin Lymphoma	MONDO_MAPPINGS							
MONDO:0006804	inflammatory breast carcinoma	MONDO:equivalentTo	NCIT:C4001	semapv:UnspecifiedMatching	Breast Inflammatory Carcinoma	MONDO_MAPPINGS							
MONDO:0018677	visceral heterotaxy	MONDO:equivalentTo	NCIT:C117273	semapv:UnspecifiedMatching	Heterotaxy Syndrome	MONDO_MAPPINGS							
MONDO:0035943	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	MONDO:equivalentTo	NCIT:C80335	semapv:UnspecifiedMatching	B Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy	MONDO_MAPPINGS							
MONDO:0000634	thoracic benign neoplasm	MONDO:equivalentTo	NCIT:C4565	semapv:UnspecifiedMatching	Benign Thoracic Neoplasm	MONDO_MAPPINGS							
MONDO:0003254	cardiac granular cell neoplasm	MONDO:equivalentTo	NCIT:C5360	semapv:UnspecifiedMatching	Cardiac Granular Cell Tumor	MONDO_MAPPINGS							
MONDO:0045069	minor salivary gland carcinoma	MONDO:equivalentTo	NCIT:C5957	semapv:UnspecifiedMatching	Minor Salivary Gland Carcinoma	MONDO_MAPPINGS							
MONDO:0002585	breast fibrocystic change, proliferative type	MONDO:equivalentTo	NCIT:C6940	semapv:UnspecifiedMatching	Breast Fibrocystic Change, Proliferative Type	MONDO_MAPPINGS							
MONDO:0003931	childhood optic tract astrocytoma	MONDO:equivalentTo	NCIT:C7534	semapv:UnspecifiedMatching	Childhood Visual Pathway Astrocytoma	MONDO_MAPPINGS							
MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:equivalentTo	NCIT:C34415	semapv:UnspecifiedMatching	Beckwith-Wiedemann Syndrome	MONDO_MAPPINGS							
