subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment
MONDO:0007295	childhood epilepsy with centrotemporal spikes	MONDO:equivalentTo	OMIM:117100	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007725	hereditary progressive mucinous histiocytosis	MONDO:equivalentTo	OMIM:142630	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014571	optic atrophy 9	MONDO:equivalentTo	OMIM:616289	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012548	Kostmann syndrome	MONDO:equivalentTo	OMIM:610738	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008505	surface antigen, glycoprotein 75	MONDO:equivalentTo	OMIM:185540	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010735	Kennedy disease	MONDO:equivalentTo	OMIM:313200	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0023662	lymphatic malformation 10	MONDO:equivalentTo	OMIM:619369	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013611	retinitis pigmentosa 62	MONDO:equivalentTo	OMIM:614181	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011845	migraine with or without aura, susceptibility to, 3	MONDO:equivalentTo	OMIM:607498	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032583	microcephaly 24, primary, autosomal recessive	MONDO:equivalentTo	OMIM:618179	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007559	photoparoxysmal response 1	MONDO:equivalentTo	OMIM:132100	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010791	myoglobinuria, recurrent	MONDO:equivalentTo	OMIM:550500	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011102	autosomal dominant nonsyndromic hearing loss 12	MONDO:equivalentTo	OMIM:601543	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012119	asperger syndrome, susceptibility to, 3	MONDO:equivalentTo	OMIM:608781	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007719	diaphragmatic hernia, congenital 1	MONDO:equivalentTo	OMIM:142340	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032724	spondyloepimetaphyseal dysplasia with joint laxity, type 3	MONDO:equivalentTo	OMIM:618395	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011239	colobomatous macrophthalmia-microcornea syndrome	MONDO:equivalentTo	OMIM:602499	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009955	rapadilino syndrome	MONDO:equivalentTo	OMIM:266280	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008418	scleroderma, familial progressive	MONDO:equivalentTo	OMIM:181750	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014749	tooth agenesis, selective, 7	MONDO:equivalentTo	OMIM:616724	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0060527	maleylacetoacetate isomerase deficiency	MONDO:equivalentTo	OMIM:617596	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009599	metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	MONDO:equivalentTo	OMIM:250420	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008508	symphalangism, C. S. Lewis type	MONDO:equivalentTo	OMIM:185650	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007283	cataract 42	MONDO:equivalentTo	OMIM:115900	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008999	Cohen syndrome	MONDO:equivalentTo	OMIM:216550	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014947	developmental and epileptic encephalopathy, 46	MONDO:equivalentTo	OMIM:617162	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013343	C1Q deficiency	MONDO:equivalentTo	OMIM:613652	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030014	muscular dystrophy, limb-girdle, autosomal recessive 26	MONDO:equivalentTo	OMIM:618848	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010417	syndromic X-linked intellectual disability Najm type	MONDO:equivalentTo	OMIM:300749	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030436	anemia, sideroblastic, 5	MONDO:equivalentTo	OMIM:619523	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007597	factor VIII and Factor IX, combined deficiency of	MONDO:equivalentTo	OMIM:134510	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009035	craniometaphyseal dysplasia, autosomal recessive	MONDO:equivalentTo	OMIM:218400	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014047	Cowden syndrome 5	MONDO:equivalentTo	OMIM:615108	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008644	velocardiofacial syndrome	MONDO:equivalentTo	OMIM:192430	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010409	syndromic X-linked intellectual disability Shrimpton type	MONDO:equivalentTo	OMIM:300709	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010097	Tatsumi factor deficiency	MONDO:equivalentTo	OMIM:272650	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013720	complement component 4b deficiency	MONDO:equivalentTo	OMIM:614379	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020734	obsolete erythrocyte AMP deaminase deficiency	MONDO:equivalentTo	OMIM:612874	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010793	nephropathy, chronic tubulointerstitial	MONDO:equivalentTo	OMIM:551200	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020831	congenital vertebral-cardiac-renal anomalies syndrome	MONDO:equivalentTo	OMIMPS:617660	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011184	childhood apraxia of speech	MONDO:equivalentTo	OMIM:602081	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013577	Lipedema	MONDO:equivalentTo	OMIM:614103	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010186	vitamin D-dependent rickets, type 2A	MONDO:equivalentTo	OMIM:277440	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012676	autosomal recessive osteopetrosis 4	MONDO:equivalentTo	OMIM:611490	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013994	Joubert syndrome 20	MONDO:equivalentTo	OMIM:614970	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007545	Eosinophilopenia	MONDO:equivalentTo	OMIM:131430	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010206	hypotrichosis 8	MONDO:equivalentTo	OMIM:278150	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011930	epilepsy, familial adult myoclonic, 2	MONDO:equivalentTo	OMIM:607876	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008713	acrodermatitis enteropathica	MONDO:equivalentTo	OMIM:201100	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0035819	cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome	MONDO:equivalentTo	OMIM:619273	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010551	Charcot-Marie-Tooth disease X-linked recessive 3	MONDO:equivalentTo	OMIM:302802	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014128	TCF12-related craniosynostosis	MONDO:equivalentTo	OMIM:615314	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	MONDO:equivalentTo	OMIM:175900	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011117	iris pigment epithelium anomalies	MONDO:equivalentTo	OMIM:601616	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013670	myopia, high, with cataract and vitreoretinal degeneration	MONDO:equivalentTo	OMIM:614292	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011439	spinocerebellar ataxia type 12	MONDO:equivalentTo	OMIM:604326	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011824	autism, susceptibility to, 8	MONDO:equivalentTo	OMIM:607373	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010808	fatal familial insomnia	MONDO:equivalentTo	OMIM:600072	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008258	platelet signal processing defect	MONDO:equivalentTo	OMIM:173590	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010639	laryngeal abductor paralysis-intellectual disability syndrome	MONDO:equivalentTo	OMIM:308850	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030894	AMED syndrome, digenic	MONDO:equivalentTo	OMIM:619151	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014929	retinitis pigmentosa 76	MONDO:equivalentTo	OMIM:617123	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0033643	inflammatory bowel disease 30	MONDO:equivalentTo	OMIM:619079	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011591	cataract 26 multiple types	MONDO:equivalentTo	OMIM:605749	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009145	SchC6pf-Schulz-Passarge syndrome	MONDO:equivalentTo	OMIM:224750	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008299	posterior column ataxia	MONDO:equivalentTo	OMIM:176250	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009789	nonarteritic anterior ischemic optic neuropathy, susceptibility to	MONDO:equivalentTo	OMIM:258660	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007697	hand clasping pattern	MONDO:equivalentTo	OMIM:139800	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010650	Melnick-Needles syndrome	MONDO:equivalentTo	OMIM:309350	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010260	arthrogryposis, congenital, lower limb, X-linked	MONDO:equivalentTo	OMIM:300158	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032784	neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	MONDO:equivalentTo	OMIM:618497	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009693	plasma cell myeloma	MONDO:equivalentTo	OMIM:254500	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011890	Charcot-Marie-Tooth disease type 1D	MONDO:equivalentTo	OMIM:607678	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007986	metatropic dysplasia	MONDO:equivalentTo	OMIM:156530	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	MONDO:equivalentTo	OMIM:614890	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007486	hereditary benign intraepithelial dyskeratosis	MONDO:equivalentTo	OMIM:127600	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030921	intellectual disability, autosomal dominant 55, with seizures	MONDO:equivalentTo	OMIM:617831	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0000005	alopecia, isolated	MONDO:equivalentTo	OMIMPS:203655	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0044327	polycystic liver disease 4 with or without kidney cysts	MONDO:equivalentTo	OMIM:617875	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011935	retinitis pigmentosa 30	MONDO:equivalentTo	OMIM:607921	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0024544	obsolete Heimler syndrome 1	MONDO:equivalentTo	OMIM:234580	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0000065	microvascular complications of diabetes, susceptibility	MONDO:equivalentTo	OMIMPS:603933	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012852	inflammatory bowel disease 20	MONDO:equivalentTo	OMIM:612288	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020610	obsolete blood group, diego system	MONDO:equivalentTo	OMIM:110500	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013807	congenital stationary night blindness 1E	MONDO:equivalentTo	OMIM:614565	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010137	thyroid dyshormonogenesis 5	MONDO:equivalentTo	OMIM:274900	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012242	syncope, familial vasovagal	MONDO:equivalentTo	OMIM:609289	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0017425	preaxial polydactyly of fingers	MONDO:equivalentTo	OMIMPS:174400	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010164	phocomelia, Schinzel type	MONDO:equivalentTo	OMIM:276820	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012226	febrile seizures, familial, 5	MONDO:equivalentTo	OMIM:609255	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008366	red cell permeability defect	MONDO:equivalentTo	OMIM:179650	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012695	Meckel syndrome, type 5	MONDO:equivalentTo	OMIM:611561	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032936	myopathy, congenital, with respiratory insufficiency and bone fractures	MONDO:equivalentTo	OMIM:618822	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032892	structural brain anomalies with impaired intellectual development and craniosynostosis	MONDO:equivalentTo	OMIM:618736	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010258	MEHMO syndrome	MONDO:equivalentTo	OMIM:300148	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0054750	amyotrophic lateral sclerosis, susceptibility to, 24	MONDO:equivalentTo	OMIM:617892	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009374	hydroxyprolinemia	MONDO:equivalentTo	OMIM:237000	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009128	dwarfism, intellectual disability, and eye abnormality	MONDO:equivalentTo	OMIM:223540	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009788	optic atrophy, hearing loss, and peripheral neuropathy, autosomal recessive	MONDO:equivalentTo	OMIM:258650	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010739	Taqi polymorphism	MONDO:equivalentTo	OMIM:313480	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013107	atopic dermatitis 7	MONDO:equivalentTo	OMIM:613064	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010322	intellectual disability, X-linked 2	MONDO:equivalentTo	OMIM:300428	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0020851	spermatogenic failure 30	MONDO:equivalentTo	OMIM:618110	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007274	carpal displacement	MONDO:equivalentTo	OMIM:115400	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012108	spondyloepimetaphyseal dysplasia, matrilin-3 type	MONDO:equivalentTo	OMIM:608728	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011032	autosomal dominant nonsyndromic hearing loss 11	MONDO:equivalentTo	OMIM:601317	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007218	brachydactyly type A4	MONDO:equivalentTo	OMIM:112800	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012706	familial temporal lobe epilepsy 4	MONDO:equivalentTo	OMIM:611631	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013039	3M syndrome 2	MONDO:equivalentTo	OMIM:612921	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007275	carpal tunnel syndrome	MONDO:equivalentTo	OMIMPS:115430	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0033673	spermatogenic failure 46	MONDO:equivalentTo	OMIM:619095	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0019391	Fanconi anemia	MONDO:equivalentTo	OMIMPS:227650	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008499	short stature-wormian bones-dextrocardia syndrome	MONDO:equivalentTo	OMIM:185120	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011202	RHYNS syndrome	MONDO:equivalentTo	OMIM:602152	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009303	anti-glomerular basement membrane disease	MONDO:equivalentTo	OMIM:233450	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013205	corneal dystrophy, fuchs endothelial, 5	MONDO:equivalentTo	OMIM:613269	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013513	atrial fibrillation, familial, 9	MONDO:equivalentTo	OMIM:613980	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015993	cone-rod dystrophy	MONDO:equivalentTo	OMIMPS:120970	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009239	hypogonadotropic hypogonadism 24 without anosmia	MONDO:equivalentTo	OMIM:229070	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011901	Charcot-Marie-Tooth disease axonal type 2H	MONDO:equivalentTo	OMIM:607731	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013940	primary ciliary dyskinesia 18	MONDO:equivalentTo	OMIM:614874	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0015025	developmental and epileptic encephalopathy, 51	MONDO:equivalentTo	OMIM:617339	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030027	tremor, hereditary essential, 6	MONDO:equivalentTo	OMIM:618866	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0030527	epidermolysis bullosa simplex 2C, localized	MONDO:equivalentTo	OMIM:619594	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012585	coronary heart disease, susceptibility to, 7	MONDO:equivalentTo	OMIM:610938	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011800	glioma susceptibility 4	MONDO:equivalentTo	OMIM:607248	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0042499	benign familial neonatal-infantile seizures 1	MONDO:equivalentTo	OMIM:601764	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013886	nonprogressive cerebellar atxia with intellectual disability	MONDO:equivalentTo	OMIM:614756	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0033653	mitochondrial complex 4 deficiency, nuclear type 18	MONDO:equivalentTo	OMIM:619062	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0014145	Leber congenital amaurosis 17	MONDO:equivalentTo	OMIM:615360	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032776	hearing loss, autosomal recessive 99	MONDO:equivalentTo	OMIM:618481	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032581	nephrotic syndrome, type 18	MONDO:equivalentTo	OMIM:618177	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0009413	immunodeficiency, common variable, 2	MONDO:equivalentTo	OMIM:240500	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010905	cone-rod dystrophy 1	MONDO:equivalentTo	OMIM:600624	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013070	spermatogenic failure 7	MONDO:equivalentTo	OMIM:612997	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0012016	capillary malformation-arteriovenous malformation syndrome	MONDO:equivalentTo	OMIMPS:608354	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010196	Werner syndrome	MONDO:equivalentTo	OMIM:277700	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0054729	spermatogenic failure 25	MONDO:equivalentTo	OMIM:617960	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013403	heterotaxy, visceral, 4, autosomal	MONDO:equivalentTo	OMIM:613751	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0032916	Imagawa-Matsumoto syndrome	MONDO:equivalentTo	OMIM:618786	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0013448	generalized epilepsy with febrile seizures plus, type 8	MONDO:equivalentTo	OMIM:613828	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0008426	Shprintzen-Goldberg syndrome	MONDO:equivalentTo	OMIM:182212	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0010284	Armfield syndrome	MONDO:equivalentTo	OMIM:300261	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0007359	commissural lip pits	MONDO:equivalentTo	OMIM:120500	semapv:UnspecifiedMatching		MONDO_MAPPINGS
MONDO:0011685	polysubstance abuse, susceptibility to	MONDO:equivalentTo	OMIM:606581	semapv:UnspecifiedMatching		MONDO_MAPPINGS
