mondo_id	subset	ncit_id	mondo_label	ncit_label
MONDO:0006558	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85003	pemphigoid gestationis	Pemphigoid Gestationis
MONDO:0006567	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C101270	kernicterus due to isoimmunization	Kernicterus Related to Isoimmunization
MONDO:0006606	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85057	scleredema adultorum	Scleredema Adultorum
MONDO:0006740	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84686	empty sella syndrome	Empty Sella Syndrome
MONDO:0006761	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84714	fibromuscular dysplasia	Fibromuscular Dysplasia
MONDO:0006767	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84724	gastric antral vascular ectasia	Gastric Antral Vascular Ectasia
MONDO:0006827	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84807	lateral medullary syndrome	Lateral Medullary Syndrome
MONDO:0007032	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85033	prune belly syndrome	Prune Belly Syndrome
MONDO:0007036	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C35809	Achard syndrome	Achard Syndrome
MONDO:0007041	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C99099	Apert syndrome	Type I Acrocephalosyndactyly
MONDO:0007042	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75034	Saethre-Chotzen syndrome	Type III Acrocephalosyndactyly
MONDO:0007043	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C99100	Pfeiffer syndrome	Type V Acrocephalosyndactyly
MONDO:0007044	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C136464	Acrodysostosis 1 with or without hormone resistance	Acrodysostosis 1
MONDO:0007057	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84745	acroosteolysis dominant type	Hajdu-Cheney Syndrome
MONDO:0007070	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84540	adiposis dolorosa	Adiposis Dolorosa
MONDO:0007074	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84544	ainhum	Ainhum
MONDO:0007078	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129721	pseudohypoparathyroidism type 1A	Albright Hereditary Osteodystrophy with Multiple Hormone Resistance
MONDO:0007113	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75462	Angelman syndrome	Angelman Syndrome
MONDO:0007127	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84671	diffuse idiopathic skeletal hyperostosis	Diffuse Idiopathic Skeletal Hyperostosis
MONDO:0007160	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C168733	Stickler syndrome type 1	Stickler Syndrome Type 1
MONDO:0007182	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84830	Machado-Joseph disease	Spinocerebellar Ataxia Type 3
MONDO:0007205	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122660	diaphyseal medullary stenosis-bone malignancy syndrome	Hardcastle's Syndrome
MONDO:0007251	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84609	campomelic dysplasia	Campomelic Dysplasia
MONDO:0007266	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142892	hypertrophic cardiomyopathy 2	Familial Hypertrophic Cardiomyopathy Type 2
MONDO:0007268	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C133725	hypertrophic cardiomyopathy 4	Familial Hypertrophic Cardiomyopathy Type 4
MONDO:0007276	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75477	cat-eye syndrome	Cat-Eye Syndrome
MONDO:0007315	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84630	cherubism	Cherubism
MONDO:0007335	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C124838	orofacial cleft 1	Orofacial Cleft 1
MONDO:0007340	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75020	cleidocranial dysplasia 1	Cleidocranial Dysplasia
MONDO:0007345	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84567	aorta coarctation	Aortic Coarctation
MONDO:0007363	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129865	congenital contractural arachnodactyly	Congenital Contractural Arachnodactyly
MONDO:0007369	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84759	hereditary coproporphyria	Hereditary Coproporphyria
MONDO:0007379	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84795	Meesmann corneal dystrophy	Meesmann Corneal Dystrophy
MONDO:0007400	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123814	Jackson-Weiss syndrome	Jackson-Weiss Syndrome
MONDO:0007405	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84653	Crouzon syndrome	Craniofacial Dysostosis
MONDO:0007412	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123813	Beare-Stevenson cutis gyrata syndrome	Beare-Stevenson Cutis Gyrata Syndrome
MONDO:0007417	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84665	Darier disease	Darier Disease
MONDO:0007435	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122653	dentatorubral-pallidoluysian atrophy	Dentatorubral-Pallidoluysian Atrophy
MONDO:0007473	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84678	Duane retraction syndrome	Duane Syndrome
MONDO:0007481	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126560	Leri-Weill dyschondrosteosis	Leri-Weill Dyschondrosteosis
MONDO:0007483	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118435	dyschromatosis symmetrica hereditaria	Dyschromatosis Symmetrica Hereditaria
MONDO:0007542	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84610	Camurati-Engelmann disease	Camurati-Engelmann Syndrome
MONDO:0007565	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C43352	familial cylindromatosis	Brooke-Spiegler Syndrome
MONDO:0007571	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125383	primary erythermalgia	Primary Erythromelalgia
MONDO:0007603	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84712	Felty syndrome	Felty Syndrome
MONDO:0007606	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C3040	fibrodysplasia ossificans progressiva	Fibrodysplasia Ossificans Progressiva
MONDO:0007621	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C175241	Floating-Harbor syndrome	Floating-Harbor Syndrome
MONDO:0007636	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129028	frontorhiny	Frontonasal Dysplasia
MONDO:0007644	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123434	IgAD1	Immunoglobulin A Deficiency 1
MONDO:0007656	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84727	Gerstmann-Straussler-Scheinker syndrome	Gerstmann-Straussler-Scheinker Disease
MONDO:0007686	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84741	gray platelet syndrome	Gray Platelet Syndrome
MONDO:0007688	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123815	Myhre syndrome	Myhre Syndrome
MONDO:0007732	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125592	Holt-Oram syndrome	Holt-Oram Syndrome
MONDO:0007734	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75475	holoprosencephaly 4	Holoprosencephaly Type 4
MONDO:0007745	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84729	Gilbert syndrome	Gilbert Syndrome
MONDO:0007793	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118697	hypochondroplasia	Hypochondroplasia
MONDO:0007800	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84521	chromosome 18p deletion syndrome	Deletion 18p Syndrome
MONDO:0007803	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84909	multiple system atrophy	Multiple System Atrophy
MONDO:0007804	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84987	Pallister-Hall syndrome	Pallister-Hall Syndrome
MONDO:0007827	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84786	inclusion body myositis	Inclusion Body Myositis
MONDO:0007838	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75457	Jacobsen syndrome	Jacobsen Syndrome
MONDO:0007863	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84800	Kleine-Levin syndrome	Kleine-Levin Syndrome
MONDO:0007864	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84801	angioosteohypertrophic syndrome	Klippel-Trenaunay-Weber Syndrome
MONDO:0007874	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75118	trichorhinophalangeal syndrome type II	Trichorhinophalangeal Syndrome Type II
MONDO:0007885	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C34766	Legg-Calve-Perthes disease	Perthes Disease
MONDO:0007893	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84820	Noonan syndrome with multiple lentigines	LEOPARD Syndrome
MONDO:0007921	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85238	yellow nail syndrome	Yellow Nail Syndrome
MONDO:0007928	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C131642	obsolete Fechtner syndrome	Fechtner Syndrome
MONDO:0007929	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C131639	obsolete Epstein syndrome	Epstein Syndrome
MONDO:0007949	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128115	Marshall syndrome	Marshall Syndrome
MONDO:0007950	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84269	mastocytosis	Mastocytosis
MONDO:0007969	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84886	Melkersson-Rosenthal syndrome	Melkersson-Rosenthal Syndrome
MONDO:0007970	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84887	melorheostosis	Melorheostosis
MONDO:0007974	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C141424	intellectual disability, autosomal dominant 1	Mental Retardation, Autosomal Dominant 1
MONDO:0007982	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C131868	metaphyseal chondrodysplasia, Jansen type	Metaphyseal Chondrodysplasia, Jansen Type
MONDO:0007986	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C175209	metatropic dysplasia	Metatropic Dysplasia
MONDO:0007987	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125594	Kniest dysplasia	Kniest Dysplasia
MONDO:0007999	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C74995	holoprosencephaly 2	Holoprosencephaly Type 2
MONDO:0008006	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84893	Mobius syndrome	Mobius Syndrome
MONDO:0008009	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84894	monilethrix	Monilethrix
MONDO:0008018	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84905	Muir-Torre syndrome	Muir-Torre Syndrome
MONDO:0008030	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C172704	facioscapulohumeral muscular dystrophy 1	Facioscapulohumeral Muscular Dystrophy 1
MONDO:0008031	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C172705	facioscapulohumeral muscular dystrophy 2	Facioscapulohumeral Muscular Dystrophy 2
MONDO:0008048	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126689	autosomal dominant centronuclear myopathy	Centronuclear Myopathy 1
MONDO:0008056	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84679	myotonic dystrophy type 1	Dystrophia Myotonica 1
MONDO:0008061	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75120	nail-patella syndrome	Nail-Patella Syndrome
MONDO:0008062	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84618	narcolepsy 1	Cataplexy
MONDO:0008109	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84939	ocular cicatricial pemphigoid	Ocular Cicatricial Pemphigoid
MONDO:0008178	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122663	inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1	Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
MONDO:0008179	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125385	paroxysmal extreme pain disorder	Paroxysmal Extreme Pain Disorder
MONDO:0008195	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122790	paramyotonia congenita of Von Eulenburg	Paramyotonia Congenita
MONDO:0008214	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85002	Pelger-Huet anomaly	Pelger-Huet Anomaly
MONDO:0008221	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85029	prolidase deficiency	Prolidase Deficiency
MONDO:0008222	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84559	Andersen-Tawil syndrome	Long QT Syndrome 7
