subject_id	subject_label	object_id	equivalence	author_id	mapping_provider	object_label
MONDO:0000450	secondary progressive multiple sclerosis	NANDO:1200026	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Secondary progressive multiple sclerosis
MONDO:0000450	secondary progressive multiple sclerosis	NANDO:2201321	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Secondary progressive multiple sclerosis
MONDO:0000451	primary progressive multiple sclerosis	NANDO:1200025	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Primary progressive multiple sclerosis
MONDO:0000451	primary progressive multiple sclerosis	NANDO:2201320	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Primary progressive multiple sclerosis
MONDO:0000455	cone dystrophy	NANDO:1200936	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cone dystrophy
MONDO:0000456	cerebral creatine deficiency syndrome	NANDO:1201032	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cerebral creatine deficiency syndromes
MONDO:0000456	cerebral creatine deficiency syndrome	NANDO:2100226	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cerebral creatine deficiency syndromes
MONDO:0000456	cerebral creatine deficiency syndrome	NANDO:2200842	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cerebral creatine deficiency syndrome
MONDO:0000468	third-degree atrioventricular block	NANDO:2200214	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Complete atrio-ventricular block
MONDO:0000521	salivary gland carcinoma	NANDO:2200076	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Salivary grand carcinoma
MONDO:0000608	familial juvenile hyperuricemic nephropathy	NANDO:2100014	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Familial juvenile hyperuricemic nephropathy
MONDO:0000608	familial juvenile hyperuricemic nephropathy	NANDO:2200139	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Familial juvenile hyperuricemic nephropathy
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	NANDO:2200099	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Primitive neuroectodermal tumour of the central nervous system
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	NANDO:2200100	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Primitive neuroectodermal tumour of the central nervous system
MONDO:0000721	xanthinuria	NANDO:2200588	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Xanthinuria
MONDO:0000811	anomalous left coronary artery from the pulmonary artery	NANDO:2200242	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Abnormal origin of left coronary artery from pulmonary artery
MONDO:0000839	obsolete congenital abnormality	NANDO:1200957	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital anomalies syndrome
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	NANDO:2200002	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mature B-cell lymphoblastic leukemia
MONDO:0000875	adult acute monocytic leukemia	NANDO:2200008	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Acute monocytic leukemia
MONDO:0000875	adult acute monocytic leukemia	NANDO:2200009	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Acute monocytic leukemia
MONDO:0000903	myoclonus-dystonia syndrome	NANDO:1200522	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Dystonia 11
MONDO:0000940	trypanosomiasis	NANDO:2200774	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Trypanosomiasis
MONDO:0000984	thalassemia	NANDO:2200626	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Thalassemia
MONDO:0000995	familial periodic paralysis	NANDO:1200502	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hereditary periodic paralysis
MONDO:0001083	Fanconi renotubular syndrome	NANDO:2100027	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fanconi syndrome
MONDO:0001083	Fanconi renotubular syndrome	NANDO:2200187	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fanconi syndrome
MONDO:0001085	interstitial nephritis	NANDO:2200136	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Tubulointerstitial nephritis
MONDO:0001105	renal hypertension	NANDO:2100016	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Renovascular hypertension
MONDO:0001105	renal hypertension	NANDO:2200141	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Renovascular hypertension
MONDO:0001110	chronic pyelonephritis	NANDO:2100012	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic pyelonephritis
MONDO:0001110	chronic pyelonephritis	NANDO:2200137	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic pyelonephritis
MONDO:0001115	familial polycythemia	NANDO:2100187	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Familial polycythemia
MONDO:0001115	familial polycythemia	NANDO:2200644	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Familial polycythemia
MONDO:0001220	hypoparathyroidism	NANDO:1200775	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hypoparathyroidism
MONDO:0001220	hypoparathyroidism	NANDO:2100124	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hypoparathyroidism
MONDO:0001220	hypoparathyroidism	NANDO:2200345	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hypoparathyroidism
MONDO:0001243	disseminated intravascular coagulation	NANDO:2200639	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Disseminated intravascular coagulation
MONDO:0001261	Mobitz type II atrioventricular block	NANDO:2100044	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mobitz type II second degree atrioventricular block
MONDO:0001261	Mobitz type II atrioventricular block	NANDO:2200213	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mobitz type II second degree atrioventricular block
MONDO:0001298	congenital mitral valve insufficiency	NANDO:2200303	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mitral regurgitation
MONDO:0001324	obsolete hyperandrogenism	NANDO:2200380	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hyperandrogenism
MONDO:0001328	thyroid hormone resistance syndrome	NANDO:1200395	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Resistance to thyroid hormone
MONDO:0001328	thyroid hormone resistance syndrome	NANDO:2100121	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Resistance to thyroid hormone
MONDO:0001328	thyroid hormone resistance syndrome	NANDO:2200341	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Resistance to thyroid hormone
MONDO:0001336	familial hyperlipidemia	NANDO:2200603	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Familial combined hyperlipidemia
MONDO:0001341	selective IgA deficiency disease	NANDO:1200347	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Selective IgA deficiency
MONDO:0001341	selective IgA deficiency disease	NANDO:2200720	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Selective IgA deficiency
MONDO:0001347	facioscapulohumeral muscular dystrophy	NANDO:1200491	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Facioscapulohumeral muscular dystrophy
MONDO:0001347	facioscapulohumeral muscular dystrophy	NANDO:2200859	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Facioscapulohumeral muscular dystrophy
MONDO:0001414	osteopoikilosis	NANDO:2201024	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Osteopoikilosis
MONDO:0001422	primary aldosteronism	NANDO:2200361	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Aldosteronism
MONDO:0001437	pulmonary alveolar proteinosis	NANDO:1200746	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Pulmonary alveolar proteinosis
MONDO:0001493	chronic pulmonary heart disease	NANDO:2200299	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic cor pulmonale
MONDO:0001516	spinal muscular atrophy	NANDO:1200003	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Spinal muscular atrophy
MONDO:0001516	spinal muscular atrophy	NANDO:2100231	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Spinal muscular atrophy
MONDO:0001516	spinal muscular atrophy	NANDO:2200853	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Spinal muscular atrophy
MONDO:0001558	Potter sequence	NANDO:2200157	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Potter syndrome
MONDO:0001586	mucopolysaccharidosis type 1	NANDO:2200547	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mucopolysaccharidosis type I
MONDO:0001586	mucopolysaccharidosis type 1	NANDO:2201168	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hurler Disease
MONDO:0001645	crescentic glomerulonephritis	NANDO:1200714	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Rapidly progressive glomerulonephritis
MONDO:0001645	crescentic glomerulonephritis	NANDO:1200723	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Crescentic glomerulonephritis
MONDO:0001676	erythropoietic protoporphyria	NANDO:1200815	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Erythropoietic protoporphyria
MONDO:0001676	erythropoietic protoporphyria	NANDO:2201266	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Erythropoietic protoporphyria
MONDO:0001700	megaloblastic anemia	NANDO:2100176	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Megaloblastic anemia
MONDO:0001700	megaloblastic anemia	NANDO:2200612	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Megaloblastic anemia
MONDO:0001705	pure red-cell aplasia	NANDO:2100177	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Pure red cell aplasia
MONDO:0001713	inherited aplastic anemia	NANDO:1200302	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital aplastic anemia
MONDO:0001713	inherited aplastic anemia	NANDO:2201275	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital aplastic anemia
MONDO:0001734	tuberous sclerosis	NANDO:1200607	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Tuberous sclerosis complex
MONDO:0001734	tuberous sclerosis	NANDO:2200826	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Tuberous sclerosis complex
MONDO:0001741	hyperparathyroidism	NANDO:2100123	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hyperparathyroidism
MONDO:0001741	hyperparathyroidism	NANDO:2200343	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hyperparathyroidism
MONDO:0001790	spinal cord lipoma	NANDO:2200815	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Spinal lipoma
MONDO:0001823	sick sinus syndrome	NANDO:2100043	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Sick sinus syndrome
MONDO:0001823	sick sinus syndrome	NANDO:2200212	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Sick sinus syndrome
MONDO:0001909	renal tubular acidosis	NANDO:2100019	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Renal tubular acidosis
MONDO:0001909	renal tubular acidosis	NANDO:2200144	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Renal tubular acidosis
MONDO:0001927	pulmonary valve insufficiency	NANDO:2200305	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Pulmonary valve regurgitation
MONDO:0001946	obsolete hyperestrogenism	NANDO:2200379	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hyperestrogenism
MONDO:0001969	mixed gonadal dysgenesis	NANDO:2200388	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Mixed gonadal dysgenesis
MONDO:0001982	Niemann-Pick disease	NANDO:2200561	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Niemann-Pick disease
MONDO:0002012	methylmalonic acidemia	NANDO:1200793	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Methylmalonic acidemia
MONDO:0002012	methylmalonic acidemia	NANDO:2200491	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Methylmalonic acidemia
MONDO:0002013	lymphangioma	NANDO:2201032	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lymphangioma
MONDO:0002070	ventricular septal defect	NANDO:2100087	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ventricular septal defect
MONDO:0002070	ventricular septal defect	NANDO:2200270	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ventricular septal defect
MONDO:0002108	thyroid cancer	NANDO:2200074	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Thyroid cancer
MONDO:0002145	disorder of sexual differentiation	NANDO:2100140	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Disorders of sex development
MONDO:0002241	factor XIII deficiency	NANDO:2200681	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Factor XIII deficiency
MONDO:0002244	factor VII deficiency	NANDO:2200675	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Factor VII deficiency
MONDO:0002247	factor X deficiency	NANDO:2200678	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Factor X deficiency
MONDO:0002304	protein S deficiency	NANDO:1201081	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Protein S deficiency
MONDO:0002304	protein S deficiency	NANDO:2100198	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Protein S deficiency
MONDO:0002304	protein S deficiency	NANDO:2200690	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Protein S deficiency
MONDO:0002327	intracranial cavernous angioma	NANDO:2200852	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cavernous angioma of the brain and spinal cord
MONDO:0002335	chronic inflammatory demyelinating polyneuritis	NANDO:1200030	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic inflammatory demyelinating polyneuropathy
MONDO:0002335	chronic inflammatory demyelinating polyneuritis	NANDO:2100251	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic inflammatory demyelinating polyneuropathy
MONDO:0002335	chronic inflammatory demyelinating polyneuritis	NANDO:2200905	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic inflammatory demyelinating polyneuropathy
MONDO:0002412	disorder of glycogen metabolism	NANDO:1200838	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease
MONDO:0002413	glycogen storage disease I	NANDO:1200840	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type Ia
MONDO:0002413	glycogen storage disease I	NANDO:1201018	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type I
MONDO:0002413	glycogen storage disease I	NANDO:2200538	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type I
MONDO:0002429	idiopathic interstitial pneumonia	NANDO:1200416	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Idiopathic interstitial pneumonia
MONDO:0002429	idiopathic interstitial pneumonia	NANDO:2200199	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Idiopathic interstitial pneumonia
MONDO:0002442	long QT syndrome	NANDO:2100053	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Long QT syndrome
MONDO:0002442	long QT syndrome	NANDO:2200228	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Long qt syndrome
MONDO:0002461	membranoproliferative glomerulonephritis	NANDO:1200737	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lobular membranoproliferative glomerulonephritis type I
MONDO:0002461	membranoproliferative glomerulonephritis	NANDO:2200123	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Membranoproliferative glomerulonephritis
MONDO:0002470	photosensitive trichothiodystrophy	NANDO:1200626	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ichthyosis, brittle hair, impaired intelligence, decreased fertility and short stature
MONDO:0002473	cystic kidney disease	NANDO:2200172	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Simple renal cyst
MONDO:0002474	primary hyperoxaluria	NANDO:2200503	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Primary hyperoxaluria
MONDO:0002540	childhood oligodendroglioma	NANDO:2200089	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Oligodendroglioma
MONDO:0002543	adult oligodendroglioma	NANDO:2200089	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Oligodendroglioma
MONDO:0002546	schwannoma	NANDO:2200103	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Neurinoma
MONDO:0002561	lysosomal storage disease	NANDO:1200055	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lysosomal storage disease
MONDO:0002561	lysosomal storage disease	NANDO:2100165	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lysosomal storage disease
MONDO:0002568	tracheal stenosis	NANDO:2200194	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Tracheal stenosis
MONDO:0002623	pediatric osteosarcoma	NANDO:2200048	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Osteosarcoma
MONDO:0002637	histiocytosis	NANDO:2100005	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Histiocytosis
MONDO:0002676	adult fibrosarcoma	NANDO:2200060	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fibrosarcoma
MONDO:0002678	pediatric fibrosarcoma	NANDO:2200060	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fibrosarcoma
MONDO:0002714	central nervous system cancer	NANDO:2100007	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Central nervous system tumors
MONDO:0002718	central nervous system teratoma	NANDO:2200104	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Teratoma of the central nervous system
