mondo_id	hgnc_id	omim_disease_xref	source_code	omim_gene
http://purl.obolibrary.org/obo/MONDO_0005298	https://identifiers.org/hgnc/1440	OMIM:166710	MONDO:OMIM	https://omim.org/entry/114131
http://purl.obolibrary.org/obo/MONDO_0005298	https://identifiers.org/hgnc/16501	OMIM:166710	MONDO:OMIM	https://omim.org/entry/603422
http://purl.obolibrary.org/obo/MONDO_0005575	https://identifiers.org/hgnc/11393	OMIM:114500	MONDO:OMIM	https://omim.org/entry/603072
http://purl.obolibrary.org/obo/MONDO_0005575	https://identifiers.org/hgnc/2897	OMIM:114500	MONDO:OMIM	https://omim.org/entry/604258
http://purl.obolibrary.org/obo/MONDO_0005575	https://identifiers.org/hgnc/6935	OMIM:114500	MONDO:OMIM	https://omim.org/entry/159350
http://purl.obolibrary.org/obo/MONDO_0005575	https://identifiers.org/hgnc/9031	OMIM:114500	MONDO:OMIM	https://omim.org/entry/172411
http://purl.obolibrary.org/obo/MONDO_0005575	https://identifiers.org/hgnc/9645	OMIM:114500	MONDO:OMIM	https://omim.org/entry/600079
http://purl.obolibrary.org/obo/MONDO_0006065	https://identifiers.org/hgnc/6949	OMIM:223100	MONDO:OMIM	https://omim.org/entry/601806
http://purl.obolibrary.org/obo/MONDO_0007032	https://identifiers.org/hgnc/1952	OMIM:100100	MONDO:OMIM	https://omim.org/entry/118494
http://purl.obolibrary.org/obo/MONDO_0007060	https://identifiers.org/hgnc/29935	OMIM:102530	MONDO:OMIM	https://omim.org/entry/609856
http://purl.obolibrary.org/obo/MONDO_0007068	https://identifiers.org/hgnc/291	OMIM:103050	MONDO:OMIM	https://omim.org/entry/608222
http://purl.obolibrary.org/obo/MONDO_0007097	https://identifiers.org/hgnc/4620	OMIM:105120	MONDO:OMIM	https://omim.org/entry/137350
http://purl.obolibrary.org/obo/MONDO_0007099	https://identifiers.org/hgnc/6740	OMIM:105200	MONDO:OMIM	https://omim.org/entry/153450
http://purl.obolibrary.org/obo/MONDO_0007103	https://identifiers.org/hgnc/9461	OMIM:105400	MONDO:OMIM	https://omim.org/entry/170710
http://purl.obolibrary.org/obo/MONDO_0007104	https://identifiers.org/hgnc/17994	OMIM:105500	MONDO:OMIM	https://omim.org/entry/605692
http://purl.obolibrary.org/obo/MONDO_0007105	https://identifiers.org/hgnc/28337	OMIM:105550	MONDO:OMIM	https://omim.org/entry/614260
http://purl.obolibrary.org/obo/MONDO_0007109	https://identifiers.org/hgnc/6392	OMIM:105600	MONDO:OMIM	https://omim.org/entry/605064
http://purl.obolibrary.org/obo/MONDO_0007110	https://identifiers.org/hgnc/10402	OMIM:105650	MONDO:OMIM	https://omim.org/entry/603474
http://purl.obolibrary.org/obo/MONDO_0007113	https://identifiers.org/hgnc/12496	OMIM:105830	MONDO:OMIM	https://omim.org/entry/601623
http://purl.obolibrary.org/obo/MONDO_0007118	https://identifiers.org/hgnc/6181	OMIM:106190	MONDO:OMIM	https://omim.org/entry/600144
http://purl.obolibrary.org/obo/MONDO_0007145	https://identifiers.org/hgnc/23505	OMIM:107600	MONDO:OMIM	https://omim.org/entry/611448
http://purl.obolibrary.org/obo/MONDO_0007176	https://identifiers.org/hgnc/11714	OMIM:108985	MONDO:OMIM	https://omim.org/entry/189967
http://purl.obolibrary.org/obo/MONDO_0007204	https://identifiers.org/hgnc/8548	OMIM:112240	MONDO:OMIM	https://omim.org/entry/176790
http://purl.obolibrary.org/obo/MONDO_0007205	https://identifiers.org/hgnc/7413	OMIM:112250	MONDO:OMIM	https://omim.org/entry/156540
http://purl.obolibrary.org/obo/MONDO_0007211	https://identifiers.org/hgnc/8778	OMIM:112410	MONDO:OMIM	https://omim.org/entry/123805
http://purl.obolibrary.org/obo/MONDO_0007235	https://identifiers.org/hgnc/11742	OMIM:113620	MONDO:OMIM	https://omim.org/entry/107580
http://purl.obolibrary.org/obo/MONDO_0007243	https://identifiers.org/hgnc/7553	OMIM:113970	MONDO:OMIM	https://omim.org/entry/190080
http://purl.obolibrary.org/obo/MONDO_0007256	https://identifiers.org/hgnc/5467	OMIM:114550	MONDO:OMIM	https://omim.org/entry/147280
http://purl.obolibrary.org/obo/MONDO_0007272	https://identifiers.org/hgnc/13815	OMIM:115300	MONDO:OMIM	https://omim.org/entry/605748
http://purl.obolibrary.org/obo/MONDO_0007281	https://identifiers.org/hgnc/2411	OMIM:115700	MONDO:OMIM	https://omim.org/entry/123690
http://purl.obolibrary.org/obo/MONDO_0007283	https://identifiers.org/hgnc/2395	OMIM:115900	MONDO:OMIM	https://omim.org/entry/600836
http://purl.obolibrary.org/obo/MONDO_0007284	https://identifiers.org/hgnc/2417	OMIM:116100	MONDO:OMIM	https://omim.org/entry/123730
http://purl.obolibrary.org/obo/MONDO_0007285	https://identifiers.org/hgnc/4281	OMIM:116200	MONDO:OMIM	https://omim.org/entry/600897
http://purl.obolibrary.org/obo/MONDO_0007286	https://identifiers.org/hgnc/12692	OMIM:116300	MONDO:OMIM	https://omim.org/entry/193060
http://purl.obolibrary.org/obo/MONDO_0007288	https://identifiers.org/hgnc/3386	OMIM:116600	MONDO:OMIM	https://omim.org/entry/176946
http://purl.obolibrary.org/obo/MONDO_0007290	https://identifiers.org/hgnc/5227	OMIM:116800	MONDO:OMIM	https://omim.org/entry/602438
http://purl.obolibrary.org/obo/MONDO_0007293	https://identifiers.org/hgnc/6155	OMIM:116920	MONDO:OMIM	https://omim.org/entry/600065
http://purl.obolibrary.org/obo/MONDO_0007296	https://identifiers.org/hgnc/24160	OMIM:117210	MONDO:OMIM	https://omim.org/entry/612051
http://purl.obolibrary.org/obo/MONDO_0007301	https://identifiers.org/hgnc/11153	OMIM:117650	MONDO:OMIM	https://omim.org/entry/182282
http://purl.obolibrary.org/obo/MONDO_0007315	https://identifiers.org/hgnc/10825	OMIM:118400	MONDO:OMIM	https://omim.org/entry/602104
http://purl.obolibrary.org/obo/MONDO_0007342	https://identifiers.org/hgnc/9004	OMIM:119800	MONDO:OMIM	https://omim.org/entry/602149
http://purl.obolibrary.org/obo/MONDO_0007355	https://identifiers.org/hgnc/16262	OMIM:120433	MONDO:OMIM	https://omim.org/entry/606608
http://purl.obolibrary.org/obo/MONDO_0007366	https://identifiers.org/hgnc/6297	OMIM:121201	MONDO:OMIM	https://omim.org/entry/602232
http://purl.obolibrary.org/obo/MONDO_0007374	https://identifiers.org/hgnc/30791	OMIM:121800	MONDO:OMIM	https://omim.org/entry/611632
http://purl.obolibrary.org/obo/MONDO_0007376	https://identifiers.org/hgnc/23785	OMIM:121850	MONDO:OMIM	https://omim.org/entry/609414
http://purl.obolibrary.org/obo/MONDO_0007378	https://identifiers.org/hgnc/15804	OMIM:122000	MONDO:OMIM	https://omim.org/entry/616441
http://purl.obolibrary.org/obo/MONDO_0007387	https://identifiers.org/hgnc/28862	OMIM:122470	MONDO:OMIM	https://omim.org/entry/608667
http://purl.obolibrary.org/obo/MONDO_0007389	https://identifiers.org/hgnc/11605	OMIM:122600	MONDO:OMIM	https://omim.org/entry/602427
http://purl.obolibrary.org/obo/MONDO_0007436	https://identifiers.org/hgnc/20323	OMIM:125400	MONDO:OMIM	https://omim.org/entry/607223
http://purl.obolibrary.org/obo/MONDO_0007447	https://identifiers.org/hgnc/3337	OMIM:125630	MONDO:OMIM	https://omim.org/entry/606100
http://purl.obolibrary.org/obo/MONDO_0007450	https://identifiers.org/hgnc/894	OMIM:125700	MONDO:OMIM	https://omim.org/entry/192340
http://purl.obolibrary.org/obo/MONDO_0007451	https://identifiers.org/hgnc/634	OMIM:125800	MONDO:OMIM	https://omim.org/entry/107777
http://purl.obolibrary.org/obo/MONDO_0007470	https://identifiers.org/hgnc/28395	OMIM:126550	MONDO:OMIM	https://omim.org/entry/611574
http://purl.obolibrary.org/obo/MONDO_0007488	https://identifiers.org/hgnc/11140	OMIM:127750	MONDO:OMIM	https://omim.org/entry/602569
http://purl.obolibrary.org/obo/MONDO_0007534	https://identifiers.org/hgnc/6295	OMIM:130650	MONDO:OMIM	https://omim.org/entry/604115
http://purl.obolibrary.org/obo/MONDO_0007538	https://identifiers.org/hgnc/24797	OMIM:130900	MONDO:OMIM	https://omim.org/entry/611927
http://purl.obolibrary.org/obo/MONDO_0007572	https://identifiers.org/hgnc/3416	OMIM:133100	MONDO:OMIM	https://omim.org/entry/133171
http://purl.obolibrary.org/obo/MONDO_0007576	https://identifiers.org/hgnc/10069	OMIM:133239	MONDO:OMIM	https://omim.org/entry/604242
http://purl.obolibrary.org/obo/MONDO_0007576	https://identifiers.org/hgnc/13861	OMIM:133239	MONDO:OMIM	https://omim.org/entry/606551
http://purl.obolibrary.org/obo/MONDO_0007606	https://identifiers.org/hgnc/171	OMIM:135100	MONDO:OMIM	https://omim.org/entry/102576
http://purl.obolibrary.org/obo/MONDO_0007610	https://identifiers.org/hgnc/35	OMIM:135400	MONDO:OMIM	https://omim.org/entry/612503
http://purl.obolibrary.org/obo/MONDO_0007617	https://identifiers.org/hgnc/18040	OMIM:135900	MONDO:OMIM	https://omim.org/entry/614556
http://purl.obolibrary.org/obo/MONDO_0007634	https://identifiers.org/hgnc/29284	OMIM:136630	MONDO:OMIM	https://omim.org/entry/611379
http://purl.obolibrary.org/obo/MONDO_0007636	https://identifiers.org/hgnc/449	OMIM:136760	MONDO:OMIM	https://omim.org/entry/606014
http://purl.obolibrary.org/obo/MONDO_0007639	https://identifiers.org/hgnc/9940	OMIM:136880	MONDO:OMIM	https://omim.org/entry/601617
http://purl.obolibrary.org/obo/MONDO_0007640	https://identifiers.org/hgnc/11822	OMIM:136900	MONDO:OMIM	https://omim.org/entry/188826
http://purl.obolibrary.org/obo/MONDO_0007646	https://identifiers.org/hgnc/4912	OMIM:137200	MONDO:OMIM	https://omim.org/entry/601314
http://purl.obolibrary.org/obo/MONDO_0007661	https://identifiers.org/hgnc/4855	OMIM:137580	MONDO:OMIM	https://omim.org/entry/142704
http://purl.obolibrary.org/obo/MONDO_0007664	https://identifiers.org/hgnc/7610	OMIM:137750	MONDO:OMIM	https://omim.org/entry/601652
http://purl.obolibrary.org/obo/MONDO_0007672	https://identifiers.org/hgnc/14373	OMIM:138000	MONDO:OMIM	https://omim.org/entry/601749
http://purl.obolibrary.org/obo/MONDO_0007686	https://identifiers.org/hgnc/31928	OMIM:139090	MONDO:OMIM	https://omim.org/entry/614169
http://purl.obolibrary.org/obo/MONDO_0007728	https://identifiers.org/hgnc/17091	OMIM:142690	MONDO:OMIM	https://omim.org/entry/605254
http://purl.obolibrary.org/obo/MONDO_0007732	https://identifiers.org/hgnc/11604	OMIM:142900	MONDO:OMIM	https://omim.org/entry/601620
http://purl.obolibrary.org/obo/MONDO_0007734	https://identifiers.org/hgnc/11776	OMIM:142946	MONDO:OMIM	https://omim.org/entry/602630
http://purl.obolibrary.org/obo/MONDO_0007738	https://identifiers.org/hgnc/1971	OMIM:143095	MONDO:OMIM	https://omim.org/entry/603799
http://purl.obolibrary.org/obo/MONDO_0007740	https://identifiers.org/hgnc/2464	OMIM:143200	MONDO:OMIM	https://omim.org/entry/118661
http://purl.obolibrary.org/obo/MONDO_0007747	https://identifiers.org/hgnc/1371	OMIM:143860	MONDO:OMIM	https://omim.org/entry/603263
http://purl.obolibrary.org/obo/MONDO_0007748	https://identifiers.org/hgnc/21285	OMIM:143870	MONDO:OMIM	https://omim.org/entry/605205
http://purl.obolibrary.org/obo/MONDO_0007750	https://identifiers.org/hgnc/16973	OMIM:143890	MONDO:OMIM	https://omim.org/entry/604088
http://purl.obolibrary.org/obo/MONDO_0007750	https://identifiers.org/hgnc/3402	OMIM:143890	MONDO:OMIM	https://omim.org/entry/132811
http://purl.obolibrary.org/obo/MONDO_0007758	https://identifiers.org/hgnc/6447	OMIM:144200	MONDO:OMIM	https://omim.org/entry/607606
http://purl.obolibrary.org/obo/MONDO_0007763	https://identifiers.org/hgnc/17023	OMIM:144700	MONDO:OMIM	https://omim.org/entry/603046
http://purl.obolibrary.org/obo/MONDO_0007763	https://identifiers.org/hgnc/30064	OMIM:144700	MONDO:OMIM	https://omim.org/entry/606083
http://purl.obolibrary.org/obo/MONDO_0007763	https://identifiers.org/hgnc/8125	OMIM:144700	MONDO:OMIM	https://omim.org/entry/601982
http://purl.obolibrary.org/obo/MONDO_0007777	https://identifiers.org/hgnc/11052	OMIM:145350	MONDO:OMIM	https://omim.org/entry/186854
http://purl.obolibrary.org/obo/MONDO_0007781	https://identifiers.org/hgnc/243	OMIM:145500	MONDO:OMIM	https://omim.org/entry/102680
http://purl.obolibrary.org/obo/MONDO_0007781	https://identifiers.org/hgnc/2638	OMIM:145500	MONDO:OMIM	https://omim.org/entry/605325
http://purl.obolibrary.org/obo/MONDO_0007781	https://identifiers.org/hgnc/9603	OMIM:145500	MONDO:OMIM	https://omim.org/entry/601699
http://purl.obolibrary.org/obo/MONDO_0007794	https://identifiers.org/hgnc/4421	OMIM:146110	MONDO:OMIM	https://omim.org/entry/138850
http://purl.obolibrary.org/obo/MONDO_0007796	https://identifiers.org/hgnc/9606	OMIM:146200	MONDO:OMIM	https://omim.org/entry/168450
http://purl.obolibrary.org/obo/MONDO_0007797	https://identifiers.org/hgnc/4172	OMIM:146255	MONDO:OMIM	https://omim.org/entry/131320
http://purl.obolibrary.org/obo/MONDO_0007812	https://identifiers.org/hgnc/26321	OMIM:146750	MONDO:OMIM	https://omim.org/entry/611765
http://purl.obolibrary.org/obo/MONDO_0007813	https://identifiers.org/hgnc/6439	OMIM:146800	MONDO:OMIM	https://omim.org/entry/600194
http://purl.obolibrary.org/obo/MONDO_0007828	https://identifiers.org/hgnc/20152	OMIM:147430	MONDO:OMIM	https://omim.org/entry/617828
http://purl.obolibrary.org/obo/MONDO_0007834	https://identifiers.org/hgnc/23145	OMIM:147630	MONDO:OMIM	https://omim.org/entry/610303
http://purl.obolibrary.org/obo/MONDO_0007846	https://identifiers.org/hgnc/21316	OMIM:148050	MONDO:OMIM	https://omim.org/entry/611192
http://purl.obolibrary.org/obo/MONDO_0007856	https://identifiers.org/hgnc/20788	OMIM:148500	MONDO:OMIM	https://omim.org/entry/614404
http://purl.obolibrary.org/obo/MONDO_0007858	https://identifiers.org/hgnc/25662	OMIM:148600	MONDO:OMIM	https://omim.org/entry/614888
http://purl.obolibrary.org/obo/MONDO_0007868	https://identifiers.org/hgnc/4326	OMIM:149400	MONDO:OMIM	https://omim.org/entry/138491
http://purl.obolibrary.org/obo/MONDO_0007871	https://identifiers.org/hgnc/5950	OMIM:149700	MONDO:OMIM	https://omim.org/entry/603491
http://purl.obolibrary.org/obo/MONDO_0007883	https://identifiers.org/hgnc/12754	OMIM:150550	MONDO:OMIM	https://omim.org/entry/604734
http://purl.obolibrary.org/obo/MONDO_0007892	https://identifiers.org/hgnc/9587	OMIM:151050	MONDO:OMIM	https://omim.org/entry/612792
http://purl.obolibrary.org/obo/MONDO_0007900	https://identifiers.org/hgnc/9060	OMIM:151600	MONDO:OMIM	https://omim.org/entry/602142
http://purl.obolibrary.org/obo/MONDO_0007915	https://identifiers.org/hgnc/2956	OMIM:152700	MONDO:OMIM	https://omim.org/entry/125505
http://purl.obolibrary.org/obo/MONDO_0007918	https://identifiers.org/hgnc/6388	OMIM:152950	MONDO:OMIM	https://omim.org/entry/148760
http://purl.obolibrary.org/obo/MONDO_0007925	https://identifiers.org/hgnc/10387	OMIM:153550	MONDO:OMIM	https://omim.org/entry/130620
http://purl.obolibrary.org/obo/MONDO_0007937	https://identifiers.org/hgnc/4026	OMIM:154020	MONDO:OMIM	https://omim.org/entry/601814
http://purl.obolibrary.org/obo/MONDO_0007943	https://identifiers.org/hgnc/10771	OMIM:154400	MONDO:OMIM	https://omim.org/entry/605593
http://purl.obolibrary.org/obo/MONDO_0007944	https://identifiers.org/hgnc/11654	OMIM:154500	MONDO:OMIM	https://omim.org/entry/606847
http://purl.obolibrary.org/obo/MONDO_0007959	https://identifiers.org/hgnc/23694	OMIM:155255	MONDO:OMIM	https://omim.org/entry/612250
http://purl.obolibrary.org/obo/MONDO_0007974	https://identifiers.org/hgnc/20444	OMIM:156200	MONDO:OMIM	https://omim.org/entry/611472
http://purl.obolibrary.org/obo/MONDO_0007983	https://identifiers.org/hgnc/2185	OMIM:156500	MONDO:OMIM	https://omim.org/entry/120110
http://purl.obolibrary.org/obo/MONDO_0008009	https://identifiers.org/hgnc/6458	OMIM:158000	MONDO:OMIM	https://omim.org/entry/602153
http://purl.obolibrary.org/obo/MONDO_0008009	https://identifiers.org/hgnc/6463	OMIM:158000	MONDO:OMIM	https://omim.org/entry/601928
http://purl.obolibrary.org/obo/MONDO_0008044	https://identifiers.org/hgnc/10808	OMIM:159900	MONDO:OMIM	https://omim.org/entry/604149
http://purl.obolibrary.org/obo/MONDO_0008047	https://identifiers.org/hgnc/6218	OMIM:160120	MONDO:OMIM	https://omim.org/entry/176260
http://purl.obolibrary.org/obo/MONDO_0008048	https://identifiers.org/hgnc/26190	OMIM:160150	MONDO:OMIM	https://omim.org/entry/611089
http://purl.obolibrary.org/obo/MONDO_0008056	https://identifiers.org/hgnc/2933	OMIM:160900	MONDO:OMIM	https://omim.org/entry/605377
http://purl.obolibrary.org/obo/MONDO_0008060	https://identifiers.org/hgnc/4044	OMIM:161050	MONDO:OMIM	https://omim.org/entry/603409
http://purl.obolibrary.org/obo/MONDO_0008062	https://identifiers.org/hgnc/4847	OMIM:161400	MONDO:OMIM	https://omim.org/entry/602358
http://purl.obolibrary.org/obo/MONDO_0008073	https://identifiers.org/hgnc/12559	OMIM:162000	MONDO:OMIM	https://omim.org/entry/191845
http://purl.obolibrary.org/obo/MONDO_0008076	https://identifiers.org/hgnc/7323	OMIM:162100	MONDO:OMIM	https://omim.org/entry/604061
http://purl.obolibrary.org/obo/MONDO_0008083	https://identifiers.org/hgnc/16235	OMIM:162350	MONDO:OMIM	https://omim.org/entry/611203
http://purl.obolibrary.org/obo/MONDO_0008119	https://identifiers.org/hgnc/10548	OMIM:164400	MONDO:OMIM	https://omim.org/entry/601556
http://purl.obolibrary.org/obo/MONDO_0008123	https://identifiers.org/hgnc/4040	OMIM:164745	MONDO:OMIM	https://omim.org/entry/600667
http://purl.obolibrary.org/obo/MONDO_0008135	https://identifiers.org/hgnc/11317	OMIM:165510	MONDO:OMIM	https://omim.org/entry/600439
http://purl.obolibrary.org/obo/MONDO_0008143	https://identifiers.org/hgnc/3959	OMIM:165720	MONDO:OMIM	https://omim.org/entry/605083
http://purl.obolibrary.org/obo/MONDO_0008162	https://identifiers.org/hgnc/23336	OMIM:166760	MONDO:OMIM	https://omim.org/entry/610627
http://purl.obolibrary.org/obo/MONDO_0008170	https://identifiers.org/hgnc/8143	OMIM:167000	MONDO:OMIM	https://omim.org/entry/600632
http://purl.obolibrary.org/obo/MONDO_0008185	https://identifiers.org/hgnc/2523	OMIM:167800	MONDO:OMIM	https://omim.org/entry/601405
http://purl.obolibrary.org/obo/MONDO_0008185	https://identifiers.org/hgnc/9475	OMIM:167800	MONDO:OMIM	https://omim.org/entry/276000
http://purl.obolibrary.org/obo/MONDO_0008185	https://identifiers.org/hgnc/9483	OMIM:167800	MONDO:OMIM	https://omim.org/entry/601564
http://purl.obolibrary.org/obo/MONDO_0008218	https://identifiers.org/hgnc/13211	OMIM:169600	MONDO:OMIM	https://omim.org/entry/604384
http://purl.obolibrary.org/obo/MONDO_0008221	https://identifiers.org/hgnc/8840	OMIM:170100	MONDO:OMIM	https://omim.org/entry/613230
http://purl.obolibrary.org/obo/MONDO_0008233	https://identifiers.org/hgnc/26038	OMIM:171300	MONDO:OMIM	https://omim.org/entry/613403
http://purl.obolibrary.org/obo/MONDO_0008260	https://identifiers.org/hgnc/15889	OMIM:173650	MONDO:OMIM	https://omim.org/entry/607900
http://purl.obolibrary.org/obo/MONDO_0008263	https://identifiers.org/hgnc/9008	OMIM:173900	MONDO:OMIM	https://omim.org/entry/601313
http://purl.obolibrary.org/obo/MONDO_0008265	https://identifiers.org/hgnc/9411	OMIM:174050	MONDO:OMIM	https://omim.org/entry/177060
http://purl.obolibrary.org/obo/MONDO_0008267	https://identifiers.org/hgnc/25360	OMIM:174300	MONDO:OMIM	https://omim.org/entry/615464
http://purl.obolibrary.org/obo/MONDO_0008290	https://identifiers.org/hgnc/9141	OMIM:175800	MONDO:OMIM	https://omim.org/entry/607622
http://purl.obolibrary.org/obo/MONDO_0008305	https://identifiers.org/hgnc/4979	OMIM:176450	MONDO:OMIM	https://omim.org/entry/142994
http://purl.obolibrary.org/obo/MONDO_0008319	https://identifiers.org/hgnc/3647	OMIM:177000	MONDO:OMIM	https://omim.org/entry/612386
http://purl.obolibrary.org/obo/MONDO_0008377	https://identifiers.org/hgnc/10263	OMIM:180100	MONDO:OMIM	https://omim.org/entry/603937
http://purl.obolibrary.org/obo/MONDO_0008378	https://identifiers.org/hgnc/10288	OMIM:180104	MONDO:OMIM	https://omim.org/entry/607331
http://purl.obolibrary.org/obo/MONDO_0008383	https://identifiers.org/hgnc/10968	OMIM:180300	MONDO:OMIM	https://omim.org/entry/604190
http://purl.obolibrary.org/obo/MONDO_0008383	https://identifiers.org/hgnc/18171	OMIM:180300	MONDO:OMIM	https://omim.org/entry/605554
http://purl.obolibrary.org/obo/MONDO_0008383	https://identifiers.org/hgnc/7800	OMIM:180300	MONDO:OMIM	https://omim.org/entry/601022
http://purl.obolibrary.org/obo/MONDO_0008404	https://identifiers.org/hgnc/18249	OMIM:181270	MONDO:OMIM	https://omim.org/entry/613420
http://purl.obolibrary.org/obo/MONDO_0008411	https://identifiers.org/hgnc/11602	OMIM:181450	MONDO:OMIM	https://omim.org/entry/601621
http://purl.obolibrary.org/obo/MONDO_0008426	https://identifiers.org/hgnc/10896	OMIM:182212	MONDO:OMIM	https://omim.org/entry/164780
http://purl.obolibrary.org/obo/MONDO_0008434	https://identifiers.org/hgnc/9834	OMIM:182290	MONDO:OMIM	https://omim.org/entry/607642
http://purl.obolibrary.org/obo/MONDO_0008438	https://identifiers.org/hgnc/11233	OMIM:182601	MONDO:OMIM	https://omim.org/entry/604277
http://purl.obolibrary.org/obo/MONDO_0008447	https://identifiers.org/hgnc/492	OMIM:182900	MONDO:OMIM	https://omim.org/entry/612641
http://purl.obolibrary.org/obo/MONDO_0008535	https://identifiers.org/hgnc/3349	OMIM:187300	MONDO:OMIM	https://omim.org/entry/131195
http://purl.obolibrary.org/obo/MONDO_0008553	https://identifiers.org/hgnc/4238	OMIM:187900	MONDO:OMIM	https://omim.org/entry/604383
http://purl.obolibrary.org/obo/MONDO_0008555	https://identifiers.org/hgnc/29186	OMIM:188000	MONDO:OMIM	https://omim.org/entry/610855
http://purl.obolibrary.org/obo/MONDO_0008566	https://identifiers.org/hgnc/17382	OMIM:188470	MONDO:OMIM	https://omim.org/entry/606523
http://purl.obolibrary.org/obo/MONDO_0008593	https://identifiers.org/hgnc/3683	OMIM:190330	MONDO:OMIM	https://omim.org/entry/165190
http://purl.obolibrary.org/obo/MONDO_0008610	https://identifiers.org/hgnc/1012	OMIM:190900	MONDO:OMIM	https://omim.org/entry/613522
http://purl.obolibrary.org/obo/MONDO_0008647	https://identifiers.org/hgnc/16243	OMIM:192600	MONDO:OMIM	https://omim.org/entry/606566
http://purl.obolibrary.org/obo/MONDO_0008676	https://identifiers.org/hgnc/6441	OMIM:193900	MONDO:OMIM	https://omim.org/entry/123940
http://purl.obolibrary.org/obo/MONDO_0008692	https://identifiers.org/hgnc/7467	OMIM:200100	MONDO:OMIM	https://omim.org/entry/157147
http://purl.obolibrary.org/obo/MONDO_0008695	https://identifiers.org/hgnc/1908	OMIM:200150	MONDO:OMIM	https://omim.org/entry/605978
http://purl.obolibrary.org/obo/MONDO_0008710	https://identifiers.org/hgnc/14263	OMIM:201000	MONDO:OMIM	https://omim.org/entry/606144
http://purl.obolibrary.org/obo/MONDO_0008713	https://identifiers.org/hgnc/17129	OMIM:201100	MONDO:OMIM	https://omim.org/entry/607059
http://purl.obolibrary.org/obo/MONDO_0008720	https://identifiers.org/hgnc/11596	OMIM:201400	MONDO:OMIM	https://omim.org/entry/604614
http://purl.obolibrary.org/obo/MONDO_0008721	https://identifiers.org/hgnc/89	OMIM:201450	MONDO:OMIM	https://omim.org/entry/607008
