term_id	term_label	exclusion_reason	exclude_children
DOID:0040080	patent blue V allergy	MONDO:excludeAllergy	TRUE
DOID:0040081	acid anhydride respiratory allergy	MONDO:excludeAllergy	TRUE
DOID:0040082	oxirane allergy	MONDO:excludeAllergy	TRUE
DOID:0040101	N,N'-diphenylthiourea allergic contact dermatitis	MONDO:excludeAllergy	TRUE
DOID:0040102	N,N'-diethylthiourea allergic contact dermatitis	MONDO:excludeAllergy	TRUE
DOID:0040103	cefotiam allergy	MONDO:excludeAllergy	TRUE
DOID:0040104	toluene 2,4-diisocyanate allergic asthma	MONDO:excludeAllergy	TRUE
DOID:0060057	gluten allergy	MONDO:excludeAllergy	TRUE
DOID:0060492	chicken egg allergy	MONDO:excludeAllergy	TRUE
DOID:0060495	shellfish allergy	MONDO:excludeAllergy	TRUE
DOID:0060496	respiratory allergy	MONDO:excludeAllergy	TRUE
DOID:0060497	pollen allergy	MONDO:excludeAllergy	TRUE
DOID:0060498	Timothy grass allergy	MONDO:excludeAllergy	TRUE
DOID:0060501	metal allergy	MONDO:excludeAllergy	TRUE
DOID:0060502	gastrointestinal allergy	MONDO:excludeAllergy	TRUE
DOID:0060503	fruit allergy	MONDO:excludeAllergy	TRUE
DOID:0060504	apple allergy	MONDO:excludeAllergy	TRUE
DOID:0060505	apricot allergy	MONDO:excludeAllergy	TRUE
DOID:0060506	cherry allergy	MONDO:excludeAllergy	TRUE
DOID:0060507	Indian plum allergy	MONDO:excludeAllergy	TRUE
DOID:0060508	orange allergy	MONDO:excludeAllergy	TRUE
DOID:0060509	melon allergy	MONDO:excludeAllergy	TRUE
DOID:0060510	peach allergy	MONDO:excludeAllergy	TRUE
DOID:0060511	plum allergy	MONDO:excludeAllergy	TRUE
DOID:0060512	tomato allergy	MONDO:excludeAllergy	TRUE
DOID:0060513	fish allergy	MONDO:excludeAllergy	TRUE
DOID:0060514	Atlantic cod allergy	MONDO:excludeAllergy	TRUE
DOID:0060515	Atlantic salmon allergy	MONDO:excludeAllergy	TRUE
DOID:0060516	carp allergy	MONDO:excludeAllergy	TRUE
DOID:0060517	zebrafish allergy	MONDO:excludeAllergy	TRUE
DOID:0060518	rainbow trout allergy	MONDO:excludeAllergy	TRUE
DOID:0060519	beta-lactam allergy	MONDO:excludeAllergy	TRUE
DOID:0060520	penicillin allergy	MONDO:excludeAllergy	TRUE
DOID:0060521	cow milk allergy	MONDO:excludeAllergy	TRUE
DOID:0060522	goat milk allergy	MONDO:excludeAllergy	TRUE
DOID:0060523	mollusc allergy	MONDO:excludeAllergy	TRUE
DOID:0060524	crustacean allergy	MONDO:excludeAllergy	TRUE
DOID:0060525	brown shrimp allergy	MONDO:excludeAllergy	TRUE
DOID:0060526	crab allergy	MONDO:excludeAllergy	TRUE
DOID:0060527	Indian prawn allergy	MONDO:excludeAllergy	TRUE
DOID:0060528	tiger prawn allergy	MONDO:excludeAllergy	TRUE
DOID:0060529	white shrimp allergy	MONDO:excludeAllergy	TRUE
DOID:0060530	snail allergy	MONDO:excludeAllergy	TRUE
DOID:0060531	horned turban snail allergy	MONDO:excludeAllergy	TRUE
DOID:0060532	latex allergy	MONDO:excludeAllergy	TRUE
DOID:0060904	legume allergy	MONDO:excludeAllergy	TRUE
DOID:0070334	vegetable allergy	MONDO:excludeAllergy	TRUE
DOID:0070335	celery allergy	MONDO:excludeAllergy	TRUE
DOID:3042	allergic contact dermatitis	MONDO:excludeAllergy	TRUE
DOID:3660	wheat allergy	MONDO:excludeAllergy	TRUE
DOID:4376	milk allergy	MONDO:excludeAllergy	TRUE
DOID:4377	egg allergy	MONDO:excludeAllergy	TRUE
DOID:4378	peanut allergy	MONDO:excludeAllergy	TRUE
DOID:4379	nut allergy	MONDO:excludeAllergy	TRUE
DOID:0080831	subjective cognitive decline	MONDO:excludePhenotype	FALSE
DOID:0080832	mild cognitive impairment	MONDO:excludePhenotype	FALSE
DOID:0111823	autosomal hemophilia A	MONDO:excludeHistoricalDisease	FALSE
DOID:0080577	polygenic disease	MONDO:excludeGrouping	FALSE
DOID:0080666	warfarin sensitivity	MONDO:excludePhenotype	FALSE
DOID:0080685	aortic dissection	MONDO:excludePhenotype	FALSE
DOID:0080879	histone mutated tumor	MONDO:excludePhenotype	FALSE
DOID:0111721	amelogenesis imperfecta type 3	MONDO:excludeGrouping	FALSE
DOID:0112100	mitochondrial type mitochondrial complex I deficiency	MONDO:excludeGrouping	FALSE
DOID:070355	multisystem proteinopathy	MONDO:excludeGrouping	FALSE
DOID:0081286	embryonal tumor with multilayered rosettes	MONDO:excludeGrouping	FALSE
DOID:0081083	acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2)	MONDO:excludeGrouping	FALSE
DOID:0081084	acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22)	MONDO:excludeGrouping	FALSE
DOID:0111964	B cell and dendritic cell deficiency	MONDO:excludePhenotype	FALSE
DOID:0111965	T cell, B cell, and NK cell deficiency	MONDO:excludePhenotype	FALSE
DOID:0111966	monocyte, dendritic cell, and NK cell deficiency	MONDO:excludePhenotype	FALSE
DOID:0080712	gene duplication disease	MONDO:excludeGrouping	FALSE
DOID:0080578	digenic disease	MONDO:excludeGrouping	FALSE
DOID:0080813	persistent mild asthma	MONDO:excludeGroupingModifier	FALSE
DOID:0080814	persistent moderate asthma	MONDO:excludeGroupingModifier	FALSE
DOID:0080816	adult-onset severe asthma	MONDO:excludeGroupingModifier	FALSE
DOID:0080824	persistent severe asthma	MONDO:excludeGroupingModifier	FALSE
DOID:4667	kyphosis	MONDO:excludePhenotype	FALSE
