term_id	term_label	exclusion_reason	exclude_children
OMIM:612110	bone mineral density quantitative trait locus 9		
OMIM:612113	bone mineral density quantitative trait locus 10		
OMIM:612114	bone mineral density quantitative trait locus 11		
OMIM:612221	stature quantitative trait locus 10		
OMIM:612223	stature quantitative trait locus 11		
OMIM:612224	stature quantitative trait locus 12		
OMIM:612226	stature quantitative trait locus 13		
OMIM:612228	stature quantitative trait locus 14		
OMIM:612267	"skin/hair/eye pigmentation, variation in, 10"		
OMIM:612306	thyroid-stimulating hormone level quantitative trait locus 1		
OMIM:612343	musical aptitude quantitative trait locus		
OMIM:612362	body mass index quantitative trait locus 12		
OMIM:612363	"alanine aminotransferase, plasma level of, quantitative trait locus 1"		
OMIM:612364	"alanine aminotransferase, plasma level of, quantitative trait locus 2"		
OMIM:612365	"gamma glutamyltransferase, plasma level of, quantitative trait locus 1"		
OMIM:612366	"gamma glutamyltransferase, plasma level of, quantitative trait locus 2"		
OMIM:612367	"alkaline phosphatase, plasma level of, quantitative trait locus 2"		
OMIM:612368	"alkaline phosphatase, plasma level of, quantitative trait locus 3"		
OMIM:612369	"alkaline phosphatase, plasma level of, quantitative trait locus 4"		
OMIM:612459	body mass index quantitative trait locus 13		
OMIM:612460	body mass index quantitative trait locus 14		
OMIM:612542	vitamin b12 plasma level quantitative trait locus 1		
OMIM:612556	"adiponectin, serum level of, quantitative trait locus 1"		
OMIM:612560	bone mineral density quantitative trait locus 12		
OMIM:612573	mean platelet volume/count quantitative trait locus 1		
OMIM:612574	mean platelet volume/count quantitative trait locus 2		
OMIM:612575	mean platelet volume/count quantitative trait locus 3		
OMIM:612578	stature quantitative trait locus 15		
OMIM:612579	stature quantitative trait locus 16		
OMIM:612629	"adiponectin, serum level of, quantitative trait locus 4"		
OMIM:612630	hair morphology 1		
OMIM:612727	bone mineral density quantitative trait locus 13		
OMIM:612728	bone mineral density quantitative trait locus 14		
OMIM:612729	lean body mass quantitative trait locus 1		
OMIM:612737	stature quantitative trait locus 17		
OMIM:612795	polyunsaturated fatty acids plasma level quantitative trait locus 1		
OMIM:612797	high density lipoprotein cholesterol level quantitative trait locus 12		
OMIM:612882	"menarche, age at, quantitative trait locus 2"		
OMIM:612883	"menarche, age at, quantitative trait locus 3"		
OMIM:612884	"menopause, natural, age at, quantitative trait locus 2"		
OMIM:612886	"menopause, natural, age at, quantitative trait locus 4"		
OMIM:612892	stature quantitative trait locus 18		
OMIM:612893	stature quantitative trait locus 19		
OMIM:612894	stature quantitative trait locus 20		
OMIM:612957	vitamin b6 plasma level quantitative trait locus 1		
OMIM:612967	body mass index quantitative trait locus 15		
OMIM:613098	"increased analgesia from kappa-opioid receptor agonist, female-specific"		
OMIM:613219	fasting plasma glucose level quantitative trait locus 2		
OMIM:613233	fasting plasma glucose level quantitative trait locus 3		
OMIM:613284	hematocrit/hemoglobin quantitative trait locus 3		
OMIM:613440	stature quantitative trait locus 21		
OMIM:613459	birth weight quantitative trait locus 2		
OMIM:613460	fasting plasma glucose level quantitative trait locus 6		
OMIM:613462	fasting plasma glucose level quantitative trait locus 4		
OMIM:613463	fasting plasma glucose level quantitative trait locus 5		
OMIM:613498	sex hormone-binding globulin circulating level quantitative trait locus		
OMIM:613508	sodium serum level quantitative trait locus 1		
OMIM:613547	stature quantitative trait locus 22		
OMIM:613548	stature quantitative trait locus 23		
OMIM:613549	stature quantitative trait locus 24		
OMIM:613566	fetal hemoglobin quantitative trait locus 6		
OMIM:613589	low density lipoprotein cholesterol level quantitative trait locus 6		
OMIM:613637	tuberculin skin test reactivity quantitative trait locus		
OMIM:613793	"blood group, cromer system"		
OMIM:613836	"adiponectin, serum level of, quantitative trait locus 5"		
OMIM:614193	transferrin serum level quantitative trait locus 2		
OMIM:614374	"blood group, chido/rodgers system"		
OMIM:614419	"aspartate aminotransferase, serum level of, quantitative trait locus 1"		
OMIM:614490	"blood group, junior system"		
OMIM:614644	mean platelet volume/count quantitative trait locus 4		
OMIM:614645	mean platelet volume/count quantitative trait locus 5		
OMIM:614646	mean platelet volume/count quantitative trait locus 6		
OMIM:614689	"soluble interleukin-6 receptor, serum level of, quantitative trait locus"		
OMIM:614745	"blood group, john milton hagen system"		
OMIM:614746	"uric acid concentration, serum, quantitative trait locus 5"		
OMIM:614747	"uric acid concentration, serum, quantitative trait locus 6"		
OMIM:614752	"interleukin 6, serum level of, quantitative trait locus"		
OMIM:615021	"blood group, globoside system"		
OMIM:615192	birth weight quantitative trait locus 4		
OMIM:615221	bone mineral density quantitative trait locus 16		
OMIM:615311	bone mineral density quantitative trait locus 17		
OMIM:615602	memory quantitative trait locus		
OMIM:615881	plasma triglyceride level quantitative trait locus		
OMIM:616060	"blood group, dombrock system"		
OMIM:616093	"blood group, abo system"		
OMIM:617956	beta-glucopyranoside tasting		
OMIM:617966	low density lipoprotein cholesterol level quantitative trait locus 7		
OMIM:617970	"rh-null, amorph type"		
OMIM:617995	"impdh2 enzyme activity, variation 1n"		
OMIM:618018	"drug metabolism, altered, cyp2c8-related"		
OMIM:618057	"drug metabolism, altered, ces1-related"		
OMIM:618079	low density lipoprotein cholesterol level quantitative trait locus 8		
OMIM:618377	pain sensitivity quantitative trait locus 1		
OMIM:618406	body mass index quantitative trait locus 20		
OMIM:618807	lipoprotein(a) quantitative trait locus		
OMIM:619663	UTP25	MONDO:excludeGene	
OMIM:612428	RBM38	MONDO:excludeGene	
OMIM:611609	SIPA1L2	MONDO:excludeGene	
OMIM:610702	HSPA12B	MONDO:excludeGene	
OMIM:188040	THBD	MONDO:excludeGene	
OMIM:600863	CSNK1E	MONDO:excludeGene	
OMIM:605087	PIGK	MONDO:excludeGene	
OMIM:615332	IRF2BP2	MONDO:excludeGene	
OMIM:609002	TEKT1	MONDO:excludeGene	
OMIM:160998	NQO2	MONDO:excludeGene	
OMIM:610067	MYO18A	MONDO:excludeGene	
OMIM:601579	OAZ1	MONDO:excludeGene	
OMIM:603770	PPM1B	MONDO:excludeGene	
OMIM:603430	ZNF202	MONDO:excludeGene	
OMIM:613653	AP5Z1	MONDO:excludeGene	
OMIM:615669	EMB	MONDO:excludeGene	
OMIM:611393	FAM110A	MONDO:excludeGene	
OMIM:617957	LRRIQ3	MONDO:excludeGene	
OMIM:605609	OXR1	MONDO:excludeGene	
OMIM:616874	TMBIM4	MONDO:excludeGene	
OMIM:615806	SLC15A4	MONDO:excludeGene	
OMIM:605853	CLASP2	MONDO:excludeGene	
OMIM:602808	HIST1H2BO	MONDO:excludeGene	
OMIM:603810	MED17	MONDO:excludeGene	
OMIM:613940	SPATA5	MONDO:excludeGene	
OMIM:614442	PSD4	MONDO:excludeGene	
OMIM:616497	NEMP2	MONDO:excludeGene	
OMIM:603148	ATF3	MONDO:excludeGene	
OMIM:611910	SLC16A12	MONDO:excludeGene	
OMIM:607588	PPIL2	MONDO:excludeGene	
OMIM:605024	SLC4A8	MONDO:excludeGene	
OMIM:603399	CCN5	MONDO:excludeGene	
OMIM:612608	LCE1F	MONDO:excludeGene	
OMIM:611871	FAM82B	MONDO:excludeGene	
OMIM:606230	SHANK3	MONDO:excludeGene	
OMIM:612488	RNF38	MONDO:excludeGene	
OMIM:618128	GDAP2	MONDO:excludeGene	
OMIM:606948	ANAPC5	MONDO:excludeGene	
OMIM:610458	LZIC	MONDO:excludeGene	
OMIM:606161	PANK3	MONDO:excludeGene	
OMIM:619495	ADAM18	MONDO:excludeGene	
OMIM:609906	EFS	MONDO:excludeGene	
OMIM:618628	METTL5	MONDO:excludeGene	
OMIM:605173	ENC1	MONDO:excludeGene	
OMIM:617231	LHPP	MONDO:excludeGene	
OMIM:180490	RPN2	MONDO:excludeGene	
OMIM:617459	TMCC3	MONDO:excludeGene	
OMIM:601863	RFX5	MONDO:excludeGene	
OMIM:606635	TMPRSS15	MONDO:excludeGene	
OMIM:142290	HPX	MONDO:excludeGene	
OMIM:605564	CIB2	MONDO:excludeGene	
OMIM:616068	HOXAAS2	MONDO:excludeGene	
OMIM:608230	CACNA1I	MONDO:excludeGene	
OMIM:618898	CEP85	MONDO:excludeGene	
OMIM:618137	None	MONDO:excludeGene	
OMIM:609659	NLRP8	MONDO:excludeGene	
OMIM:607193	RGS20	MONDO:excludeGene	
OMIM:300127	OPHN1	MONDO:excludeGene	
OMIM:617149	FOPNL	MONDO:excludeGene	
OMIM:614146	DNAAF9	MONDO:excludeGene	
OMIM:182860	SPTA1	MONDO:excludeGene	
OMIM:616587	FAM118B	MONDO:excludeGene	
OMIM:610312	None	MONDO:excludeGene	
OMIM:148065	KRT13	MONDO:excludeGene	
OMIM:605182	RASA3	MONDO:excludeGene	
OMIM:617834	PLEKHJ1	MONDO:excludeGene	
OMIM:159555	KMT2A	MONDO:excludeGene	
OMIM:603782	CCL4L1	MONDO:excludeGene	
OMIM:605474	TLR9	MONDO:excludeGene	
OMIM:605501	MPHOSPH9	MONDO:excludeGene	
OMIM:613492	ACER2	MONDO:excludeGene	
OMIM:612531	THAP2	MONDO:excludeGene	
OMIM:607883	SLC52A1	MONDO:excludeGene	
OMIM:603229	RNU30	MONDO:excludeGene	
OMIM:601903	UGT2B17	MONDO:excludeGene	
OMIM:300827	FGF16	MONDO:excludeGene	
OMIM:606815	CITED4	MONDO:excludeGene	
OMIM:619757	ASB15	MONDO:excludeGene	
OMIM:618842	HORMAD2	MONDO:excludeGene	
OMIM:614799	C1ORF109	MONDO:excludeGene	
OMIM:614975	FENDRR	MONDO:excludeGene	
OMIM:602345	TRPC3	MONDO:excludeGene	
OMIM:600187	EIF5A	MONDO:excludeGene	
OMIM:190370	TCHH	MONDO:excludeGene	
OMIM:601657	EPYC	MONDO:excludeGene	
OMIM:193210	ITGAV	MONDO:excludeGene	
OMIM:618933	SH3RF3	MONDO:excludeGene	
OMIM:171050	ABCB1	MONDO:excludeGene	
OMIM:613602	WDR35	MONDO:excludeGene	
OMIM:610016	MIR132	MONDO:excludeGene	
OMIM:137164	GABRG2	MONDO:excludeGene	
OMIM:608917	ATPAF1	MONDO:excludeGene	
OMIM:154030	YBX1	MONDO:excludeGene	
OMIM:605510	IL37	MONDO:excludeGene	
OMIM:604641	MAPK8IP1	MONDO:excludeGene	
OMIM:151250	AL-A1	MONDO:excludeGene	
OMIM:603963	ITGA9	MONDO:excludeGene	
OMIM:300836	ANOS1	MONDO:excludeGene	
OMIM:607929	CCM2	MONDO:excludeGene	
OMIM:152690	XRCC6	MONDO:excludeGene	
OMIM:609829	FSD1NL	MONDO:excludeGene	
OMIM:608011	GNL3	MONDO:excludeGene	
OMIM:604483	SIRT5	MONDO:excludeGene	
OMIM:615076	MGME1	MONDO:excludeGene	
OMIM:617587	SPRR2D	MONDO:excludeGene	
OMIM:606775	CSPG5	MONDO:excludeGene	
OMIM:610673	NAIF1	MONDO:excludeGene	
OMIM:609949	C5AR2	MONDO:excludeGene	
OMIM:300535	OCRL	MONDO:excludeGene	
OMIM:611832	MRPL19	MONDO:excludeGene	
OMIM:608827	CGB8	MONDO:excludeGene	
OMIM:194633	ZNF126	MONDO:excludeGene	
OMIM:604057	HS3ST3A1	MONDO:excludeGene	
OMIM:142975	HOXC12	MONDO:excludeGene	
OMIM:606251	GALNT9	MONDO:excludeGene	
OMIM:602172	CYP8B1	MONDO:excludeGene	
OMIM:611359	AMBRA1	MONDO:excludeGene	
OMIM:608870	LRIG3	MONDO:excludeGene	
OMIM:611402	DOK6	MONDO:excludeGene	
OMIM:150000	LDHA	MONDO:excludeGene	
OMIM:173850	PVR	MONDO:excludeGene	
OMIM:616931	FUT10	MONDO:excludeGene	
OMIM:615070	MIR590	MONDO:excludeGene	
OMIM:602646	GPR35	MONDO:excludeGene	
OMIM:136870	FRV2	MONDO:excludeGene	
OMIM:604993	PRPF18	MONDO:excludeGene	
OMIM:610590	ARHGAP23	MONDO:excludeGene	
OMIM:607760	TOPBP1	MONDO:excludeGene	
OMIM:601524	GRB14	MONDO:excludeGene	
OMIM:608312	TWISTNB	MONDO:excludeGene	
OMIM:186711	CD27	MONDO:excludeGene	
OMIM:600454	RPS3	MONDO:excludeGene	
OMIM:609530	RAPGEF2	MONDO:excludeGene	
OMIM:238300	GLDC	MONDO:excludeGene	
OMIM:107830	ARG2	MONDO:excludeGene	
OMIM:617876	RNU7-1	MONDO:excludeGene	
OMIM:611101	PLEKHG5	MONDO:excludeGene	
OMIM:607103	ATE1	MONDO:excludeGene	
OMIM:614361	ACSM5	MONDO:excludeGene	
OMIM:123828	CDK3	MONDO:excludeGene	
OMIM:616703	COMMD7	MONDO:excludeGene	
OMIM:610853	AHCTF1	MONDO:excludeGene	
OMIM:617192	EEPD1	MONDO:excludeGene	
OMIM:300883	SNX12	MONDO:excludeGene	
OMIM:603301	KLF11	MONDO:excludeGene	
OMIM:604699	ARFRP1	MONDO:excludeGene	
OMIM:613512	ZBED6	MONDO:excludeGene	
OMIM:608066	SAFB2	MONDO:excludeGene	
OMIM:605131	WWOX	MONDO:excludeGene	
OMIM:618465	BRD9	MONDO:excludeGene	
OMIM:114610	CNR1	MONDO:excludeGene	
OMIM:608329	MYRF	MONDO:excludeGene	
OMIM:602959	EEF1A2	MONDO:excludeGene	
OMIM:619898	GARIN2	MONDO:excludeGene	
OMIM:185590	S14	MONDO:excludeGene	
OMIM:614709	LYRM1	MONDO:excludeGene	
OMIM:616712	STARD7	MONDO:excludeGene	
OMIM:618190	LUCAT1	MONDO:excludeGene	
OMIM:610986	LRRK1	MONDO:excludeGene	
OMIM:604280	PLXNA4	MONDO:excludeGene	
OMIM:609882	MTF2	MONDO:excludeGene	
OMIM:147730	IL2RA	MONDO:excludeGene	
OMIM:606085	TES	MONDO:excludeGene	
OMIM:613901	RTCB	MONDO:excludeGene	
OMIM:610106	DBNL	MONDO:excludeGene	
OMIM:603182	ILF3	MONDO:excludeGene	
OMIM:146640	ITIH2	MONDO:excludeGene	
OMIM:300664	SPANXN1	MONDO:excludeGene	
OMIM:601398	VEGFB	MONDO:excludeGene	
OMIM:301870	BGN	MONDO:excludeGene	
OMIM:138680	AHSG	MONDO:excludeGene	
OMIM:153243	TNFRSF8	MONDO:excludeGene	
OMIM:606380	P2RY13	MONDO:excludeGene	
OMIM:300316	NXF3	MONDO:excludeGene	
OMIM:602941	BCAR1	MONDO:excludeGene	
OMIM:403000	SLC25A6	MONDO:excludeGene	
OMIM:616845	CLEC14A	MONDO:excludeGene	
OMIM:609238	RABGAP1L	MONDO:excludeGene	
OMIM:172420	PLCG1	MONDO:excludeGene	
OMIM:107273	CD69	MONDO:excludeGene	
OMIM:606853	ATP6V1G2	MONDO:excludeGene	
OMIM:604822	CAPN11	MONDO:excludeGene	
OMIM:116898	CEBPD	MONDO:excludeGene	
OMIM:619100	CCDC25	MONDO:excludeGene	
OMIM:607559	MGRN1	MONDO:excludeGene	
OMIM:102573	ACTN2	MONDO:excludeGene	
OMIM:606200	BHLHE41	MONDO:excludeGene	
OMIM:162640	NPY	MONDO:excludeGene	
OMIM:603757	CCL18	MONDO:excludeGene	
OMIM:176910	PRKAR2A	MONDO:excludeGene	
OMIM:602126	ZBTB14	MONDO:excludeGene	
OMIM:611143	ABRAXAS1	MONDO:excludeGene	
OMIM:616377	PRODH2	MONDO:excludeGene	
OMIM:156360	MT2A	MONDO:excludeGene	
OMIM:603517	BCL10	MONDO:excludeGene	
OMIM:609303	SLC25A18	MONDO:excludeGene	
OMIM:606562	TM6SF1	MONDO:excludeGene	
OMIM:300598	GAGE5	MONDO:excludeGene	
OMIM:602420	KCNA10	MONDO:excludeGene	
OMIM:147640	IFNB1	MONDO:excludeGene	
OMIM:600403	FAP	MONDO:excludeGene	
OMIM:300617	BRCC3	MONDO:excludeGene	
OMIM:103180	ARF1	MONDO:excludeGene	
OMIM:609063	TXN2	MONDO:excludeGene	
OMIM:604609	MUC12	MONDO:excludeGene	
OMIM:611870	CNTLN	MONDO:excludeGene	
OMIM:614593	MARF1	MONDO:excludeGene	
OMIM:601824	RNY5	MONDO:excludeGene	
OMIM:610802	SLC41A2	MONDO:excludeGene	
OMIM:601275	GPM6A	MONDO:excludeGene	
OMIM:602259	TTC3	MONDO:excludeGene	
OMIM:610235	MTFP1	MONDO:excludeGene	
OMIM:189906	SP1	MONDO:excludeGene	
OMIM:126380	ERCC1	MONDO:excludeGene	
OMIM:618055	CREG1	MONDO:excludeGene	
OMIM:611708	MIR431	MONDO:excludeGene	
OMIM:138252	GRIN2B	MONDO:excludeGene	
OMIM:182131	HTR1B	MONDO:excludeGene	
OMIM:612914	MED29	MONDO:excludeGene	
OMIM:604014	B4GALT3	MONDO:excludeGene	
OMIM:603877	SLC16A3	MONDO:excludeGene	
OMIM:617458	PRKRIP1	MONDO:excludeGene	
OMIM:606738	OSBPL10	MONDO:excludeGene	
OMIM:600291	ADCY3	MONDO:excludeGene	
OMIM:613868	SLC14A1	MONDO:excludeGene	
OMIM:606423	DIRC1	MONDO:excludeGene	
OMIM:606634	DCD	MONDO:excludeGene	
OMIM:604603	MYOF	MONDO:excludeGene	
OMIM:301002	SRPK3	MONDO:excludeGene	
OMIM:607999	ASH1L	MONDO:excludeGene	
OMIM:613306	ALKBH8	MONDO:excludeGene	
OMIM:610935	ZACN	MONDO:excludeGene	
OMIM:608461	COL27A1	MONDO:excludeGene	
OMIM:619716	ACTR8	MONDO:excludeGene	
OMIM:612192	ZFP57	MONDO:excludeGene	
OMIM:607934	PADI1	MONDO:excludeGene	
OMIM:602268	AOC2	MONDO:excludeGene	
OMIM:602603	MAGOH	MONDO:excludeGene	
OMIM:153432	LSP1	MONDO:excludeGene	
OMIM:615037	MIR487B	MONDO:excludeGene	
OMIM:605650	POLK	MONDO:excludeGene	
OMIM:613273	INIP	MONDO:excludeGene	
OMIM:609457	HAL	MONDO:excludeGene	
OMIM:136130	FMO1	MONDO:excludeGene	
OMIM:614061	OLFM4	MONDO:excludeGene	
OMIM:607455	ZFAND3	MONDO:excludeGene	
OMIM:400028	NLGN4Y	MONDO:excludeGene	
OMIM:603886	ARTN	MONDO:excludeGene	
OMIM:604147	PTTG1	MONDO:excludeGene	
OMIM:611028	TMEM30A	MONDO:excludeGene	
OMIM:614288	ACAD11	MONDO:excludeGene	
OMIM:607627	BPIFA4P	MONDO:excludeGene	
OMIM:123610	CRYBA1	MONDO:excludeGene	
OMIM:611272	ZKSCAN5	MONDO:excludeGene	
OMIM:613439	CNST	MONDO:excludeGene	
OMIM:607670	STK33	MONDO:excludeGene	
OMIM:607386	IFT172	MONDO:excludeGene	
OMIM:614547	FAM103A1	MONDO:excludeGene	
OMIM:609676	MAVS	MONDO:excludeGene	
OMIM:600068	UGT2B7	MONDO:excludeGene	
OMIM:609144	FLVCR1	MONDO:excludeGene	
OMIM:614938	VTRNA2-1	MONDO:excludeGene	
OMIM:141900	HBB	MONDO:excludeGene	
OMIM:612360	NDUFAF5	MONDO:excludeGene	
OMIM:114183	CALM3	MONDO:excludeGene	
OMIM:602344	PAFAH2	MONDO:excludeGene	
OMIM:617558	CFAP43	MONDO:excludeGene	
OMIM:619070	LETMD1	MONDO:excludeGene	
OMIM:164760	RAF1	MONDO:excludeGene	
OMIM:611750	SYNC1	MONDO:excludeGene	
OMIM:605431	MAPK8IP3	MONDO:excludeGene	
OMIM:619679	TSACC	MONDO:excludeGene	
OMIM:618932	OST4	MONDO:excludeGene	
OMIM:603706	SEMA4F	MONDO:excludeGene	
OMIM:619159	CEACAM4	MONDO:excludeGene	
OMIM:611329	SCARNA18	MONDO:excludeGene	
OMIM:607691	SAR1A	MONDO:excludeGene	
OMIM:607807	ABCA13	MONDO:excludeGene	
OMIM:600372	NEDD1	MONDO:excludeGene	
OMIM:604227	ARPC5	MONDO:excludeGene	
OMIM:590000	MTTA	MONDO:excludeGene	
OMIM:604792	TAS2R13	MONDO:excludeGene	
OMIM:615776	CROCC	MONDO:excludeGene	
OMIM:609492	RASSF2	MONDO:excludeGene	
OMIM:616626	CERCAM	MONDO:excludeGene	
OMIM:613103	SRRM4	MONDO:excludeGene	
OMIM:608750	ALG3	MONDO:excludeGene	
OMIM:606046	STX18	MONDO:excludeGene	
OMIM:113705	BRCA1	MONDO:excludeGene	
OMIM:612154	MIR28	MONDO:excludeGene	
OMIM:614985	HELLPAR	MONDO:excludeGene	
OMIM:615093	LY6K	MONDO:excludeGene	
OMIM:610763	NANP	MONDO:excludeGene	
OMIM:609377	ACD	MONDO:excludeGene	
OMIM:600614	S100P	MONDO:excludeGene	
OMIM:602391	PEMT	MONDO:excludeGene	
OMIM:616930	MTERF3	MONDO:excludeGene	
OMIM:180670	None	MONDO:excludeGene	
OMIM:605049	TWSG1	MONDO:excludeGene	
OMIM:600492	NFE2L2	MONDO:excludeGene	
OMIM:147180	IGHE	MONDO:excludeGene	
OMIM:602188	EPHA4	MONDO:excludeGene	
OMIM:602229	SOX10	MONDO:excludeGene	
OMIM:600833	ST7	MONDO:excludeGene	
OMIM:619370	KHDC4	MONDO:excludeGene	
OMIM:603023	IKZF1	MONDO:excludeGene	
OMIM:604698	AKAP12	MONDO:excludeGene	
OMIM:134371	CFHR1	MONDO:excludeGene	
OMIM:146734	IGFBP5	MONDO:excludeGene	
OMIM:616128	FAM89B	MONDO:excludeGene	
OMIM:609831	MMACHC	MONDO:excludeGene	
OMIM:605304	NGB	MONDO:excludeGene	
OMIM:613799	CCDC40	MONDO:excludeGene	
OMIM:146910	IGHD@	MONDO:excludeGene	
OMIM:618638	HECTD3	MONDO:excludeGene	
OMIM:610779	NUBP2	MONDO:excludeGene	
OMIM:615729	SBNO2	MONDO:excludeGene	
OMIM:603835	NDUFA10	MONDO:excludeGene	
OMIM:300246	PCDH11X	MONDO:excludeGene	
OMIM:300457	NHS	MONDO:excludeGene	
OMIM:615209	MIR149	MONDO:excludeGene	
OMIM:614633	VPS54	MONDO:excludeGene	
OMIM:600915	NES	MONDO:excludeGene	
OMIM:162096	MDK	MONDO:excludeGene	
