subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	review	notes	Questions
MONDO:0021499	benign neoplasm of cerebellum	ICD10CM:D33.1	MONDO:equivalentTo	semapv:LexicalMatching	"Benign neoplasm of brain, infratentorial"	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	benign neoplasm of cerebellum	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0000129	glutaric aciduria	ICD10CM:E72.3	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Disorders of lysine and hydroxylysine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	glutaric aciduria	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0009388	hyperlysinemia	ICD10CM:E72.3	MONDO:equivalentTo	semapv:LexicalMatching	Disorders of lysine and hydroxylysine metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hyperlysinemia	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0009388	hyperlysinemia	ICD10CM:E72.3	MONDO:equivalentTo	semapv:LexicalMatching	Disorders of lysine and hydroxylysine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hyperlysinemia	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0009388	hyperlysinemia	ICD10CM:E72.3	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Disorders of lysine and hydroxylysine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hyperlysinemia	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0000129	glutaric aciduria	ICD10CM:E72.3	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Disorders of lysine and hydroxylysine metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	glutaric aciduria	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0006827	lateral medullary syndrome	ICD10CM:G46.3	MONDO:equivalentTo	semapv:LexicalMatching	Brain stem stroke syndrome	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	wallenberg syndrome	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0001377	vitreous syneresis	ICD10CM:H43.81	MONDO:equivalentTo	semapv:LexicalMatching	Vitreous degeneration	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	vitreous degeneration	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0007017	vitreous detachment	ICD10CM:H43.81	MONDO:equivalentTo	semapv:LexicalMatching	Vitreous degeneration	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	vitreous detachment	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0019669	hypochondrogenesis	ICD10CM:Q77.0	MONDO:equivalentTo	semapv:LexicalMatching	Achondrogenesis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypochondrogenesis	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0007793	hypochondroplasia	ICD10CM:Q77.4	MONDO:equivalentTo	semapv:LexicalMatching	Achondroplasia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hypochondroplasia	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0020367	juvenile open angle glaucoma	ICD10CM:Q15.0	MONDO:equivalentTo	semapv:LexicalMatching	Congenital glaucoma	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	glaucoma of childhood	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0001838	acute gonococcal prostatitis	ICD10CM:A54.22	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Gonococcal prostatitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	gonococcal prostatitis	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0015784	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	ICD10CM:Q87.11	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Prader-Willi syndrome	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	prader-willi syndrome	N	MONDO:mondoIsNarrowerThanSource	
MONDO:0001175	immature cataract	ICD10CM:H25.09	MONDO:equivalentTo	semapv:LexicalMatching	Other age-related incipient cataract	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	water clefts	N	other' terms are not in scope for Mondo	"Should ""Other"" terms should be MONDO:mondoIsBroaderThanSource"
MONDO:0043683	Leriche syndrome	ICD10CM:I74.09	MONDO:equivalentTo	semapv:LexicalMatching	Other arterial embolism and thrombosis of abdominal aorta	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	leriche's syndrome	N	other' terms are not in scope for Mondo	
MONDO:0003061	benign muscle neoplasm	ICD10CM:D21	MONDO:equivalentTo	semapv:LexicalMatching	Other benign neoplasms of connective and other soft tissue	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	benign neoplasm of muscle	N	other' terms are not in scope for Mondo	
MONDO:0024470	benign chondrogenic neoplasm	ICD10CM:D21	MONDO:equivalentTo	semapv:LexicalMatching	Other benign neoplasms of connective and other soft tissue	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	benign neoplasm of cartilage	N	other' terms are not in scope for Mondo	
MONDO:0008740	agnathia-otocephaly complex	ICD10CM:Q18.2	MONDO:equivalentTo	semapv:LexicalMatching	Other branchial cleft malformations	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	otocephaly	N	other' terms are not in scope for Mondo	
MONDO:0015681	childhood disintegrative disorder	ICD10CM:F84.3	MONDO:equivalentTo	semapv:LexicalMatching	Other childhood disintegrative disorder	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	disintegrative psychosis	N	other' terms are not in scope for Mondo	
MONDO:0015681	childhood disintegrative disorder	ICD10CM:F84.3	MONDO:equivalentTo	semapv:LexicalMatching	Other childhood disintegrative disorder	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	heller's syndrome	N	other' terms are not in scope for Mondo	
MONDO:0015681	childhood disintegrative disorder	ICD10CM:F84.3	MONDO:equivalentTo	semapv:LexicalMatching	Other childhood disintegrative disorder	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	symbiotic psychosis	N	other' terms are not in scope for Mondo	
MONDO:0015681	childhood disintegrative disorder	ICD10CM:F84.3	MONDO:equivalentTo	semapv:LexicalMatching	Other childhood disintegrative disorder	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	dementia infantilis	N	other' terms are not in scope for Mondo	
MONDO:0004979	asthma	ICD10CM:J44	MONDO:equivalentTo	semapv:LexicalMatching	Other chronic obstructive pulmonary disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	chronic obstructive asthma	N	other' terms are not in scope for Mondo	
MONDO:0018992	IgG4-related thyroid disease	ICD10CM:E06.5	MONDO:equivalentTo	semapv:LexicalMatching	Other chronic thyroiditis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	riedel thyroiditis	N	other' terms are not in scope for Mondo	
MONDO:0006644	alcoholic liver cirrhosis	ICD10CM:K74.69	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other cirrhosis of liver	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	portal cirrhosis	N	other' terms are not in scope for Mondo	
MONDO:0007329	"cirrhosis, familial"	ICD10CM:K74.69	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other cirrhosis of liver	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cryptogenic cirrhosis	N	other' terms are not in scope for Mondo	
MONDO:0008394	Silver-Russell syndrome	ICD10CM:Q87.19	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital malformation syndromes predominantly associated with short stature	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	russell-silver syndrome	N	other' terms are not in scope for Mondo	
MONDO:0016033	Cornelia de Lange syndrome	ICD10CM:Q87.19	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital malformation syndromes predominantly associated with short stature	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	de lange syndrome	N	other' terms are not in scope for Mondo	
MONDO:0019978	Robinow syndrome	ICD10CM:Q87.19	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital malformation syndromes predominantly associated with short stature	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	robinow-silverman-smith syndrome	N	other' terms are not in scope for Mondo	
MONDO:0043187	pulmonary artery agenesis	ICD10CM:Q25.79	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital malformations of pulmonary artery	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	agenesis of pulmonary artery	N	other' terms are not in scope for Mondo	
MONDO:0017985	congenital radioulnar synostosis	ICD10CM:Q74.0	MONDO:equivalentTo	semapv:RegularExpressionReplacement	"Other congenital malformations of upper limb(s), including shoulder girdle"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	radioulnar synostosis	N	other' terms are not in scope for Mondo	
MONDO:0007340	cleidocranial dysplasia	ICD10CM:Q74.0	MONDO:equivalentTo	semapv:LexicalMatching	"Other congenital malformations of upper limb(s), including shoulder girdle"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cleidocranial dysostosis	N	other' terms are not in scope for Mondo	
MONDO:0017985	congenital radioulnar synostosis	ICD10CM:Q74.0	MONDO:equivalentTo	semapv:LexicalMatching	"Other congenital malformations of upper limb(s), including shoulder girdle"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	radioulnar synostosis	N	other' terms are not in scope for Mondo	
MONDO:0018948	multiminicore myopathy	ICD10CM:G71.29	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital myopathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	multiminicore disease	N	other' terms are not in scope for Mondo	
MONDO:0018948	multiminicore myopathy	ICD10CM:G71.29	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital myopathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	multicore disease	N	other' terms are not in scope for Mondo	
MONDO:0007294	central core myopathy	ICD10CM:G71.29	MONDO:equivalentTo	semapv:LexicalMatching	Other congenital myopathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	central core disease	N	other' terms are not in scope for Mondo	
MONDO:0019391	Fanconi anemia	ICD10CM:D61.09	MONDO:equivalentTo	semapv:LexicalMatching	Other constitutional aplastic anemia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	fanconi's anemia	N	other' terms are not in scope for Mondo	
MONDO:0005357	Creutzfeldt Jacob disease	ICD10CM:A81.09	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cjd	N	other' terms are not in scope for Mondo	
MONDO:0005357	Creutzfeldt Jacob disease	ICD10CM:A81.09	MONDO:equivalentTo	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cjd	N	other' terms are not in scope for Mondo	
MONDO:0005357	Creutzfeldt Jacob disease	ICD10CM:A81.09	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	subacute spongiform encephalopathy	N	other' terms are not in scope for Mondo	
MONDO:0007547	epidermoid cysts	ICD10CM:K09.8	MONDO:equivalentTo	semapv:LexicalMatching	"Other cysts of oral region, not elsewhere classified"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	epidermoid cyst	N	other' terms are not in scope for Mondo	
MONDO:0008167	dermoid cyst of ovary	ICD10CM:K09.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	"Other cysts of oral region, not elsewhere classified"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	dermoid cyst	N	other' terms are not in scope for Mondo	
MONDO:0008705	lysosomal acid phosphatase deficiency	ICD10CM:E83.39	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of phosphorus metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	acid phosphatase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0014448	"hyperthyroxinemia, familial dysalbuminemic"	ICD10CM:E88.09	MONDO:equivalentTo	semapv:LexicalMatching	"Other disorders of plasma-protein metabolism, not elsewhere classified"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	bisalbuminemia	N	other' terms are not in scope for Mondo	
MONDO:0010089	isolated sulfite oxidase deficiency	ICD10CM:E72.19	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of sulfur-bearing amino-acid metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sulfite oxidase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0001910	ochronosis disorder	ICD10CM:E70.29	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of tyrosine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ochronosis	N	other' terms are not in scope for Mondo	
MONDO:0007652	gastric mucosal hypertrophy	ICD10CM:K29.6	MONDO:equivalentTo	semapv:LexicalMatching	Other gastritis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	giant hypertrophic gastritis	N	other' terms are not in scope for Mondo	
MONDO:0016025	myoclonic-astastic epilepsy	ICD10CM:G40.4	MONDO:equivalentTo	semapv:LexicalMatching	Other generalized epilepsy and epileptic syndromes	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	epilepsy with myoclonic-astatic seizures	N	other' terms are not in scope for Mondo	
MONDO:0009294	glycogen storage disease VI	ICD10CM:E74.09	MONDO:equivalentTo	semapv:LexicalMatching	Other glycogen storage disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hers disease	N	other' terms are not in scope for Mondo	
MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency	ICD10CM:E74.09	MONDO:equivalentTo	semapv:LexicalMatching	Other glycogen storage disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	andersen disease	N	other' terms are not in scope for Mondo	
MONDO:0002984	reticulohistiocytic granuloma	ICD10CM:D76.3	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other histiocytosis syndromes	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	reticulohistiocytoma	N	other' terms are not in scope for Mondo	
MONDO:0500000	episodic angioedema with eosinophilia	ICD10CM:D72.118	MONDO:equivalentTo	semapv:LexicalMatching	Other hypereosinophilic syndrome	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	gleich's syndrome	N	other' terms are not in scope for Mondo	
MONDO:0016620	primary hypertrophic osteoarthropathy	ICD10CM:M89.4	MONDO:equivalentTo	semapv:LexicalMatching	Other hypertrophic osteoarthropathy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	pachydermoperiostosis	N	other' terms are not in scope for Mondo	
MONDO:0024636	inflammation of heart layer	ICD10CM:I51.89	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other ill-defined heart diseases	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	carditis	N	other' terms are not in scope for Mondo	
MONDO:0013576	recurrent infections associated with rare immunoglobulin isotypes deficiency	ICD10CM:D80.8	MONDO:equivalentTo	semapv:LexicalMatching	Other immunodeficiencies with predominantly antibody defects	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	kappa light chain deficiency	N	other' terms are not in scope for Mondo	
MONDO:0018894	distal hereditary motor neuropathy	ICD10CM:G12.1	MONDO:equivalentTo	semapv:LexicalMatching	Other inherited spinal muscular atrophy	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	distal spinal muscular atrophy	N	other' terms are not in scope for Mondo	
MONDO:0019148	Wolman disease	ICD10CM:E75.5	MONDO:equivalentTo	semapv:LexicalMatching	Other lipid storage disorders	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	wolman's disease	N	other' terms are not in scope for Mondo	
MONDO:0019469	T-cell large granular lymphocyte leukemia	ICD10CM:C91.Z	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other lymphoid leukemia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	t-cell large granular lymphocytic leukemia	N	other' terms are not in scope for Mondo	
MONDO:0018740	drug-induced methemoglobinemia	ICD10CM:D74.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other methemoglobinemias	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	acquired methemoglobinemia	N	other' terms are not in scope for Mondo	
MONDO:0009532	Miller-Dieker lissencephaly syndrome	ICD10CM:Q93.88	MONDO:equivalentTo	semapv:LexicalMatching	Other microdeletions	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	miller-dieker syndrome	N	other' terms are not in scope for Mondo	
MONDO:0009662	mucopolysaccharidosis type 7	ICD10CM:E76.29	MONDO:equivalentTo	semapv:LexicalMatching	Other mucopolysaccharidoses	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	beta-glucuronidase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0001887	Allen-Masters syndrome	ICD10CM:N83.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	broad ligament laceration syndrome	N	other' terms are not in scope for Mondo	
MONDO:0008114	obsessive-compulsive disorder	ICD10CM:F42.8	MONDO:equivalentTo	semapv:LexicalMatching	Other obsessive-compulsive disorder	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	anancastic neurosis	N	other' terms are not in scope for Mondo	
MONDO:0009767	"oculocerebral hypopigmentation syndrome, Cross type"	ICD10CM:E70.328	MONDO:equivalentTo	semapv:LexicalMatching	Other oculocutaneous albinism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cross syndrome	N	other' terms are not in scope for Mondo	
MONDO:0007972	Meniere disease	ICD10CM:H81.39	MONDO:equivalentTo	semapv:LexicalMatching	Other peripheral vertigo	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	otogenic vertigo	N	other' terms are not in scope for Mondo	
MONDO:0008667	von Hippel-Lindau disease	ICD10CM:Q85.8	MONDO:equivalentTo	semapv:LexicalMatching	"Other phakomatoses, not elsewhere classified"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	von hippel-lindau syndrome	N	other' terms are not in scope for Mondo	
