mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case
MONDO:0001046	imperforate anus	oio:hasExactSynonym	oio:hasRelatedSynonym	anorectal malformations	anorectal malformations				icd11.foundation:942572025	Anorectal malformations			GARD:0006769	
MONDO:0001078	tropical sprue	oio:hasExactSynonym	oio:hasRelatedSynonym	tropical enteropathy	tropical enteropathy				icd11.foundation:316377284	Tropical sprue			GARD:0007824	
MONDO:0001099	lactocele	oio:hasExactSynonym	oio:hasRelatedSynonym	lacteal cyst	lacteal cyst				icd11.foundation:1987155556	Lactocele			GARD:0008401	
MONDO:0001103	giardiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	lambliasis	lambliasis				icd11.foundation:433310499	Giardiasis			MESH:D005873	
MONDO:0001109	petrositis	oio:hasExactSynonym	oio:hasRelatedSynonym	inflammation of petrous bone	inflammation of petrous bone				icd11.foundation:716546173	Petrositis			DOID:10755	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	classical typhus	classical typhus				icd11.foundation:295798687	Epidemic louse-borne typhus fever due to Rickettsia prowazekii			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	epidemic louse-borne typhus	epidemic louse-borne typhus				icd11.foundation:295798687	Epidemic louse-borne typhus fever due to Rickettsia prowazekii			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	epidemic louse-borne typhus fever due to Rickettsia prowazekii	epidemic louse-borne typhus fever due to Rickettsia prowazekii				icd11.foundation:295798687	Epidemic louse-borne typhus fever due to Rickettsia prowazekii			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	famine fever	famine fever				icd11.foundation:295798687	Epidemic louse-borne typhus fever due to Rickettsia prowazekii			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	louse-borne typhus	louse-borne typhus				icd11.foundation:295798687	Epidemic louse-borne typhus fever due to Rickettsia prowazekii			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	Mexican typhus	Mexican typhus				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	Urban typhus	Urban typhus				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasNarrowSynonym	endemic typhus fever	endemic typhus fever				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	flea-borne typhus	flea-borne typhus				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	murine typhus	murine typhus				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001246	typhus	oio:hasExactSynonym	oio:hasRelatedSynonym	shop typhus	shop typhus				icd11.foundation:4659958	Typhus fever due to Rickettsia typhi			DOID:11256	
MONDO:0001260	cercarial dermatitis	oio:hasExactSynonym	oio:hasRelatedSynonym	swimmer's itch	swimmer's itch				icd11.foundation:648519873	Cercarial dermatitis			GARD:0009747	
MONDO:0001280	choroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	Posterior Uveitis	Posterior Uveitis				icd11.foundation:1884626736	Choroiditis			NORD:1601	
MONDO:0001280	choroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	posterior uveitis	posterior uveitis				icd11.foundation:1884626736	Choroiditis			NCIT:C35111, MONDO:ambiguous	
MONDO:0001444	Chagas disease	oio:hasExactSynonym	oio:hasRelatedSynonym	American trypanosomiasis	American trypanosomiasis				icd11.foundation:1365585570	Chagas disease			DOID:12140	
MONDO:0001444	Chagas disease	oio:hasExactSynonym	oio:hasRelatedSynonym	south American trypanosomiasis	south American trypanosomiasis				icd11.foundation:1365585570	Chagas disease				
MONDO:0001449	lymphocytic choriomeningitis	oio:hasExactSynonym	oio:hasBroadSynonym	lymphocytic meningitis	lymphocytic meningitis				icd11.foundation:307264938	Lymphocytic choriomeningitis			DOID:12155	
MONDO:0001595	choreatic disease	oio:hasExactSynonym	oio:hasRelatedSynonym	hereditary chorea	hereditary chorea				icd11.foundation:2132180242	Huntington disease			DOID:12859	
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Bourneville disease	Bourneville disease				icd11.foundation:1903085809	Tuberous sclerosis			MESH:D014402	
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Bourneville phakomatosis	Bourneville phakomatosis				icd11.foundation:1903085809	Tuberous sclerosis			MESH:D014402	
MONDO:0001838	acute gonococcal prostatitis	oio:hasExactSynonym	oio:hasBroadSynonym	gonococcal prostatitis	gonococcal prostatitis				icd11.foundation:1032655599	Gonococcal prostatitis			DOID:13943	
MONDO:0001881	toxic shock syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	staphylococcal toxic shock syndrome	staphylococcal toxic shock syndrome				icd11.foundation:788554020	Staphylococcal toxic shock syndrome			GARD:0009560	
MONDO:0002010	FG syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	Opitz-Kaveggia syndrome	Opitz-Kaveggia syndrome				icd11.foundation:156523187	FG syndrome			GARD:0002317, DOID:14711	
MONDO:0002155	cholecystitis	oio:hasExactSynonym	oio:hasRelatedSynonym	acalculous cholecystitis	acalculous cholecystitis				icd11.foundation:2071113448	Acute cholecystitis			GARD:0000030	
MONDO:0002155	cholecystitis	oio:hasExactSynonym	oio:hasNarrowSynonym	acute cholecystitis	acute cholecystitis				icd11.foundation:2071113448	Acute cholecystitis			NCIT:C35152, ICD9CM:575.0, DOID:1949	
MONDO:0002204	transient arthritis	oio:hasExactSynonym	oio:hasBroadSynonym	transient arthropathy	transient arthropathy				icd11.foundation:404860910	Transient arthropathy			NCIT:C35761	
MONDO:0003481	dysgerminoma of ovary	oio:hasExactSynonym	oio:hasRelatedSynonym	dysgerminoma	dysgerminoma				icd11.foundation:817547820	Dysgerminoma			ONCOTREE:ODYS	
MONDO:0003781	bronchitis	oio:hasExactSynonym	oio:hasNarrowSynonym	chronic bronchitis	chronic bronchitis				icd11.foundation:290835130	Chronic bronchitis			DOID:6132	
MONDO:0003964	myositis ossificans	oio:hasExactSynonym	oio:hasRelatedSynonym	fibrodysplasia ossificans progressiva	fibrodysplasia ossificans progressiva				icd11.foundation:2102976705	Fibrodysplasia ossificans progressiva			MESH:D009221	
MONDO:0003964	myositis ossificans	oio:hasExactSynonym	oio:hasNarrowSynonym	progressive myositis ossificans	progressive myositis ossificans				icd11.foundation:2102976705	Fibrodysplasia ossificans progressiva			MESH:D009221	
MONDO:0004651	smallpox	oio:hasExactSynonym	oio:hasRelatedSynonym	Variola	Variola				icd11.foundation:2054716425	Smallpox			GARD:0007444	
MONDO:0004678	dermatophytosis	oio:hasExactSynonym	oio:hasRelatedSynonym	ringworm	ringworm				icd11.foundation:1802307036	Dermatophytosis			Wikipedia:Dermatophytosis	
MONDO:0004757	chronic ethmoidal sinusitis	oio:hasExactSynonym	oio:hasRelatedSynonym	chronic ethmoiditis	chronic ethmoiditis				icd11.foundation:1076459084	Chronic ethmoidal sinusitis			DOID:9312	
MONDO:0004907	alopecia	oio:hasExactSynonym	oio:hasNarrowSynonym	alopecia areata	alopecia areata				icd11.foundation:65720611	Alopecia areata			NCIT:C50575	
MONDO:0004910	mitral valve prolapse	oio:hasExactSynonym	oio:hasRelatedSynonym	systolic click-murmur syndrome	systolic click-murmur syndrome				icd11.foundation:1085590500	Mitral valve prolapse			DOID:988	
MONDO:0004966	gastritis	oio:hasExactSynonym	oio:hasNarrowSynonym	acute gastric mucosal erosion	acute gastric mucosal erosion				icd11.foundation:1871672644	Gastritis			DOID:4029	
MONDO:0005021	dilated cardiomyopathy	oio:hasExactSynonym	oio:hasRelatedSynonym	congestive cardiomyopathy	congestive cardiomyopathy				icd11.foundation:1916294688	Dilated cardiomyopathy			DOID:12930	
MONDO:0005021	dilated cardiomyopathy	oio:hasExactSynonym	oio:hasRelatedSynonym	primary dilated cardiomyopathy	primary dilated cardiomyopathy				icd11.foundation:1916294688	Dilated cardiomyopathy			DOID:12930	
MONDO:0005090	schizophrenia	oio:hasExactSynonym	oio:hasRelatedSynonym	schizoaffective disorder	schizoaffective disorder				icd11.foundation:106339515	Schizoaffective disorder			OMIM:181500	
MONDO:0005152	hypopituitarism	oio:hasExactSynonym	oio:hasRelatedSynonym	pituitary hypofunction	pituitary hypofunction				icd11.foundation:768216194	Hypopituitarism			DOID:9406	
MONDO:0005249	pneumonia	oio:hasExactSynonym	oio:hasNarrowSynonym	acute pneumonia	acute pneumonia				icd11.foundation:142052508	Pneumonia			DOID:552	
MONDO:0005300	chronic kidney disease	oio:hasExactSynonym	oio:hasRelatedSynonym	chronic renal insufficiency	chronic renal insufficiency				icd11.foundation:412389819	Chronic kidney disease			NCIT:C80078	
MONDO:0005301	multiple sclerosis	oio:hasExactSynonym	oio:hasRelatedSynonym	insular sclerosis	insular sclerosis				icd11.foundation:1298865187	Multiple sclerosis			DOID:2377	
MONDO:0005301	multiple sclerosis	oio:hasExactSynonym	oio:hasNarrowSynonym	generalised multiple sclerosis	generalised multiple sclerosis				icd11.foundation:1298865187	Multiple sclerosis		http://purl.obolibrary.org/obo/OMO_0003005		
MONDO:0005313	necrotizing enterocolitis	oio:hasExactSynonym	oio:hasNarrowSynonym	necrotizing enterocolitis in fetus or newborn	necrotizing enterocolitis in fetus or newborn				icd11.foundation:141267925	Necrotising enterocolitis of newborn			NCIT:C84915	
MONDO:0005498	botulism	oio:hasExactSynonym	oio:hasNarrowSynonym	intoxication with Clostridium botulinum toxin	intoxication with Clostridium botulinum toxin				icd11.foundation:78422942	Botulism			DOID:11976	
MONDO:0005615	plasmacytoma	oio:hasExactSynonym	oio:hasRelatedSynonym	solitary myeloma	solitary myeloma				icd11.foundation:1811140613	Solitary plasmacytoma			DOID:3721	
MONDO:0005615	plasmacytoma	oio:hasExactSynonym	oio:hasNarrowSynonym	solitary plasmacytoma	solitary plasmacytoma				icd11.foundation:1811140613	Solitary plasmacytoma			Orphanet:86855, NCIT:C6932, DOID:3721	
MONDO:0005638	agnosia	oio:hasExactSynonym	oio:hasRelatedSynonym	dyspraxia syndrome	dyspraxia syndrome				icd11.foundation:986651951	Apraxia			DOID:4090	
MONDO:0005654	ascariasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Ascaris lumbricoides infection	Ascaris lumbricoides infection				icd11.foundation:17842540	Ascariasis			DOID:456	
MONDO:0005662	balantidiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Balantidium coli infection	Balantidium coli infection				icd11.foundation:2090337975	Infections due to Balantidium coli			GARD:0000809	
MONDO:0005683	brucellosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Malta fever	Malta fever				icd11.foundation:730510331	Brucellosis			DOID:11077	
MONDO:0005683	brucellosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Mediterranean fever	Mediterranean fever				icd11.foundation:730510331	Brucellosis			DOID:11077	
MONDO:0005724	cryptococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	cryptococcus neoformans infection	cryptococcus neoformans infection				icd11.foundation:390527954	Cryptococcosis			DOID:12053	
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	echinococciasis	echinococciasis				icd11.foundation:1456802165	Echinococcosis				
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasRelatedSynonym	echinococcus disease	echinococcus disease				icd11.foundation:1456802165	Echinococcosis				
MONDO:0005738	echinococcosis	oio:hasExactSynonym	oio:hasNarrowSynonym	hydatidosis	hydatidosis				icd11.foundation:1456802165	Echinococcosis			DOID:1496	
MONDO:0005746	enterobiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	oxyuriasis	oxyuriasis				icd11.foundation:580098307	Enterobiasis			DOID:7457	
MONDO:0005746	enterobiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	pinworm infection	pinworm infection				icd11.foundation:580098307	Enterobiasis			DOID:7457	
MONDO:0005813	interdigitating dendritic cell sarcoma	oio:hasExactSynonym	oio:hasBroadSynonym	interdigitating cell sarcoma	interdigitating cell sarcoma				icd11.foundation:2024362257	Interdigitating dendritic cell sarcoma			NCIT:C9282, DOID:7848	
MONDO:0005825	leptospirosis	oio:hasExactSynonym	oio:hasRelatedSynonym	mud fever	mud fever				icd11.foundation:751399056	Leptospirosis			GARD:0007881	
MONDO:0005825	leptospirosis	oio:hasExactSynonym	oio:hasRelatedSynonym	swamp fever	swamp fever				icd11.foundation:751399056	Leptospirosis			GARD:0007881	
MONDO:0005844	chalazion	oio:hasExactSynonym	oio:hasRelatedSynonym	Meibomian cyst	Meibomian cyst				icd11.foundation:777918741	Chalazion			MESH:D017043	
MONDO:0005846	microsporidiosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Microsporidiasis	Microsporidiasis				icd11.foundation:1021483422	Microsporidiosis			GARD:0003655	
MONDO:0005894	paracoccidioidomycosis	oio:hasExactSynonym	oio:hasRelatedSynonym	lobo disease	lobo disease				icd11.foundation:566562143	Lobomycosis			GARD:0007323	
MONDO:0005895	paragonimiasis	oio:hasExactSynonym	oio:hasRelatedSynonym	Paragonimus westermani infection	Paragonimus westermani infection				icd11.foundation:1422824299	Paragonimiasis			GARD:0009815	
MONDO:0005915	pityriasis versicolor	oio:hasExactSynonym	oio:hasRelatedSynonym	tinea versicolor	tinea versicolor				icd11.foundation:67108853	Pityriasis versicolor			MESH:D014010	
MONDO:0005996	trichuriasis	oio:hasExactSynonym	oio:hasRelatedSynonym	trichocephaliasis	trichocephaliasis				icd11.foundation:422746556	Trichuriasis			GARD:0010720	
MONDO:0005996	trichuriasis	oio:hasExactSynonym	oio:hasRelatedSynonym	whipworm infection	whipworm infection				icd11.foundation:422746556	Trichuriasis			GARD:0010720	
MONDO:0006005	Venezuelan equine encephalitis	oio:hasExactSynonym	oio:hasRelatedSynonym	Venezuelan equine fever	Venezuelan equine fever				icd11.foundation:608978790	Venezuelan equine encephalitis			ICD9CM:066.2, DOID:9584	
MONDO:0006502	acute respiratory distress syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	non-cardiogenic pulmonary oedema	non-cardiogenic pulmonary oedema				icd11.foundation:1466842111	Adult acute respiratory distress syndrome		http://purl.obolibrary.org/obo/OMO_0003005		
MONDO:0006572	lichen planus	oio:hasExactSynonym	oio:hasRelatedSynonym	ruber planus	ruber planus				icd11.foundation:1402978031	Lichen planus				
MONDO:0006581	miliaria rubra	oio:hasExactSynonym	oio:hasRelatedSynonym	miliaria crystallina	miliaria crystallina				icd11.foundation:796835029	Miliaria crystallina			DOID:11153	
MONDO:0006651	anterior uveitis	oio:hasExactSynonym	oio:hasNarrowSynonym	iridocyclitis	iridocyclitis				icd11.foundation:908233081	Anterior uveitis			Orphanet:280886	
MONDO:0006786	hepatic vein thrombosis	oio:hasExactSynonym	oio:hasRelatedSynonym	Budd-Chiari syndrome	Budd-Chiari syndrome				icd11.foundation:1300118676	Budd-Chiari syndrome			DOID:11512	
MONDO:0006827	lateral medullary syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Lateral medullary syndrome	Lateral medullary syndrome				icd11.foundation:1606151456	Lateral medullary syndrome			GARD:0009263	
MONDO:0006851	meconium aspiration syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	meconium inhalation	meconium inhalation				icd11.foundation:872221482	Neonatal aspiration of meconium			MESH:D008471	
MONDO:0006861	myeloid sarcoma	oio:hasExactSynonym	oio:hasRelatedSynonym	granulocytic sarcoma	granulocytic sarcoma				icd11.foundation:1988933820	Myeloid sarcoma			Orphanet:86850, NCIT:C35815, DOID:8683	
MONDO:0006861	myeloid sarcoma	oio:hasExactSynonym	oio:hasRelatedSynonym	granulocytic sarcoma	granulocytic sarcoma				icd11.foundation:921720320	Myeloid sarcoma			Orphanet:86850, NCIT:C35815, DOID:8683	
MONDO:0007028	rotator cuff syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	rotator cuff tear	rotator cuff tear				icd11.foundation:1471943310	Rotator cuff syndrome				
MONDO:0007032	prune belly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	eagle-Barrett syndrome	eagle-Barrett syndrome				icd11.foundation:1393408621	Prune belly syndrome			OMIM:100100	
MONDO:0007037	Achondroplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	Achondroplastic dwarfism	Achondroplastic dwarfism				icd11.foundation:24224082	Achondroplasia			GARD:0008173	
MONDO:0007039	neurofibromatosis type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	neurofibromatosis, central type	neurofibromatosis, central type				icd11.foundation:14808714	Neurofibromatosis type 2			OMIM:101000	
MONDO:0007072	ADULT syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	acro-dermato-ungual-lacrimal-Tooth syndrome	acro-dermato-ungual-lacrimal-Tooth syndrome				icd11.foundation:1445741645	ADULT syndrome			OMIM:103285	
MONDO:0007130	congenital total pulmonary venous return anomaly	oio:hasExactSynonym	oio:hasRelatedSynonym	scimitar syndrome	scimitar syndrome				icd11.foundation:1321054364	Scimitar syndrome			DOID:4297	
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	oio:hasExactSynonym	oio:hasRelatedSynonym	SVEINSSON chorioretinal atrophy	SVEINSSON chorioretinal atrophy				icd11.foundation:896652469	Helicoid peripapillary chorioretinal degeneration			OMIM:108985, MONDO:Lexical	
MONDO:0007239	epidermolytic ichthyosis	oio:hasExactSynonym	oio:hasRelatedSynonym	congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma				icd11.foundation:1183730789	Epidermolytic ichthyosis			GARD:0001039	
MONDO:0007256	hepatocellular carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	hepatoblastoma	hepatoblastoma				icd11.foundation:1241693063	Hepatoblastoma			OMIM:114550	
MONDO:0007256	hepatocellular carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	hepatoblastoma	hepatoblastoma				icd11.foundation:1556608523	Hepatoblastoma			OMIM:114550	
MONDO:0007301	cerebrocostomandibular syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	CEREBROCOSTOMANDIBULAR syndrome	CEREBROCOSTOMANDIBULAR syndrome				icd11.foundation:1475063064	Cerebrocostomandibular syndrome			OMIM:117650	
MONDO:0007334	autosomal dominant popliteal pterygium syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	popliteal pterygium syndrome	popliteal pterygium syndrome				icd11.foundation:543218573	Popliteal pterygium syndrome			OMIM:119500, MONDO:Lexical	
MONDO:0007345	aorta coarctation	oio:hasExactSynonym	oio:hasRelatedSynonym	coarctation of aorta	coarctation of aorta				icd11.foundation:1524185114	Coarctation of aorta			OMIM:120000	
MONDO:0007354	coloboma of optic nerve	oio:hasExactSynonym	oio:hasRelatedSynonym	coloboma of optic disc	coloboma of optic disc				icd11.foundation:592278969	Coloboma of optic disc		http://purl.obolibrary.org/obo/OMO_0003005		
MONDO:0007369	hereditary coproporphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	Harderoporphyria	Harderoporphyria				icd11.foundation:1664486132	Harderoporphyria			OMIM:121300	
MONDO:0007403	inherited Creutzfeldt-Jakob disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Creutzfeldt-Jakob disease	Creutzfeldt-Jakob disease				icd11.foundation:607607042	Genetic Creutzfeldt-Jakob disease			OMIM:123400, MONDO:Lexical	
MONDO:0007404	Cri-du-chat syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	5p minus syndrome	5p minus syndrome				icd11.foundation:620584190	Cri-du-chat syndrome			GARD:0006213	
MONDO:0007404	Cri-du-chat syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Cat Cry syndrome	Cat Cry syndrome				icd11.foundation:620584190	Cri-du-chat syndrome			OMIM:123450	
MONDO:0007405	Crouzon syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Crouzon disease	Crouzon disease				icd11.foundation:1535725821	Crouzon disease			GARD:0006206	
MONDO:0007416	Balkan nephropathy	oio:hasExactSynonym	oio:hasRelatedSynonym	nephropathia epidemica	nephropathia epidemica				icd11.foundation:1059069619	Haemorrhagic fever with renal syndrome			OMIM:124100	
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasExactSynonym	oio:hasRelatedSynonym	neurogenic diabetes insipidus	neurogenic diabetes insipidus				icd11.foundation:1009553897	Central diabetes insipidus			NCIT:C84933	
MONDO:0007606	fibrodysplasia ossificans progressiva	oio:hasExactSynonym	oio:hasRelatedSynonym	myositis ossificans progressiva	myositis ossificans progressiva				icd11.foundation:2102976705	Fibrodysplasia ossificans progressiva			Orphanet:337, DOID:13374	
MONDO:0007614	congenital fibrosis of extraocular muscles	oio:hasExactSynonym	oio:hasNarrowSynonym	Tukel syndrome	Tukel syndrome				icd11.foundation:2132105652	Tukel syndrome			DOID:0080143	
MONDO:0007639	fundus albipunctatus	oio:hasExactSynonym	oio:hasBroadSynonym	retinitis punctata albescens	retinitis punctata albescens				icd11.foundation:567796529	Retinitis punctata albescens			OMIM:136880, DOID:11105	
MONDO:0007661	Tourette syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Gilles de la Tourette syndrome	Gilles de la Tourette syndrome				icd11.foundation:119340957	Tourette syndrome			Orphanet:856, OMIM:137580, MONDO:Lexical	
MONDO:0007661	Tourette syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Tourette disorder	Tourette disorder				icd11.foundation:119340957	Tourette syndrome			OMIM:137580	
MONDO:0007699	Hashimoto thyroiditis	oio:hasExactSynonym	oio:hasRelatedSynonym	Hashimoto struma	Hashimoto struma				icd11.foundation:972507934	Hashimoto thyroiditis			OMIM:140300, MESH:D050031	
MONDO:0007699	Hashimoto thyroiditis	oio:hasExactSynonym	oio:hasBroadSynonym	lymphocytic thyroiditis	lymphocytic thyroiditis				icd11.foundation:972507934	Hashimoto thyroiditis			NCIT:C38766, DOID:7188	
MONDO:0007713	clonic hemifacial spasm	oio:hasExactSynonym	oio:hasRelatedSynonym	hemifacial spasm	hemifacial spasm				icd11.foundation:353312397	Hemifacial spasm			Orphanet:221083	
MONDO:0007737	humeroradial synostosis	oio:hasExactSynonym	oio:hasRelatedSynonym	humero-radial synostosis	humero-radial synostosis				icd11.foundation:518723993	Humero-radial synostosis			Orphanet:3265	
MONDO:0007854	keratolytic winter erythema	oio:hasExactSynonym	oio:hasRelatedSynonym	keratolytic WINTER erythema	keratolytic WINTER erythema				icd11.foundation:1491245207	Keratolytic winter erythema			OMIM:148370	
MONDO:0007927	congenital macroglossia	oio:hasExactSynonym	oio:hasRelatedSynonym	macroglossia	macroglossia				icd11.foundation:670519908	Macroglossia			OMIM:153630	
MONDO:0007950	mastocytosis	oio:hasExactSynonym	oio:hasRelatedSynonym	urticaria pigmentosa	urticaria pigmentosa				icd11.foundation:245322245	Urticaria pigmentosa			OMIM:154800	
MONDO:0007979	metachondromatosis	oio:hasExactSynonym	oio:hasRelatedSynonym	METACHONDROMATOSIS	METACHONDROMATOSIS				icd11.foundation:1342578560	Metachondromatosis		http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:156250	
MONDO:0008007	tooth ankylosis	oio:hasExactSynonym	oio:hasRelatedSynonym	dental ankylosis	dental ankylosis				icd11.foundation:2066427602	Ankylosis of teeth			OMIM:157950	
MONDO:0008018	Muir-Torre syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	MUIR-Torre syndrome	MUIR-Torre syndrome				icd11.foundation:229304403	Muir-Torre syndrome			OMIM:158320	
MONDO:0008054	juvenile dermatomyositis	oio:hasExactSynonym	oio:hasRelatedSynonym	childhood type dermatomyositis	childhood type dermatomyositis				icd11.foundation:1428089375	Juvenile dermatomyositis			DOID:14203	
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	NAEGELI-Franceschetti-Jadassohn syndrome	NAEGELI-Franceschetti-Jadassohn syndrome				icd11.foundation:352035640	Naegeli-Franceschetti-Jadassohn syndrome			OMIM:161000	
MONDO:0008151	gnathodiaphyseal dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	GNATHODIAPHYSEAL dysplasia	GNATHODIAPHYSEAL dysplasia				icd11.foundation:1984860886	Gnathodiaphyseal dysplasia			OMIM:166260	
MONDO:0008157	Buschke-Ollendorff syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Dermatoosteopoikilosis	Dermatoosteopoikilosis				icd11.foundation:1556522143	Buschke-Ollendorff syndrome			OMIM:166700	
MONDO:0008165	southeast Asian ovalocytosis	oio:hasExactSynonym	oio:hasBroadSynonym	hereditary ovalocytosis	hereditary ovalocytosis				icd11.foundation:679955609	Hereditary elliptocytosis			Orphanet:98868	
MONDO:0008195	paramyotonia congenita of Von Eulenburg	oio:hasExactSynonym	oio:hasRelatedSynonym	Eulenburg disease	Eulenburg disease				icd11.foundation:1740060527	Paramyotonia congenita			GARD:0007325	
MONDO:0008218	Hailey-Hailey disease	oio:hasExactSynonym	oio:hasRelatedSynonym	benign familial pemphigus	benign familial pemphigus				icd11.foundation:818400628	Hailey-Hailey disease			GARD:0006559	
