mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym
MONDO:0000610	marantic endocarditis	DOID:0060068	nonbacterial thrombotic endocarditis	oio:hasExactSynonym	marantic endocarditis
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	DOID:0060103	central nervous system embryonal tumor	oio:hasExactSynonym	CNS embryonal tumour, NEC/NOS
MONDO:0000654	benign connective and soft tissue neoplasm	DOID:0060123	connective tissue benign neoplasm	oio:hasExactSynonym	mesenchymal tissue neoplasm
MONDO:0000722	non-syndromic synpolydactyly	DOID:0060242	synpolydactyly	oio:hasExactSynonym	syndactyly type 2
MONDO:0000814	B-cell adult acute lymphocytic leukemia	DOID:0060592	B-cell adult acute lymphocytic leukemia	oio:hasExactSynonym	B-cell adult acute lymphocytic leukaemia
MONDO:0000828	juvenile-onset Parkinson disease	DOID:0060893	juvenile-onset Parkinson's disease	oio:hasExactSynonym	juvenile-onset Parkinson disease
MONDO:0000858	neuronal intestinal dysplasia	DOID:0080072	intestinal pseudo-obstruction	oio:hasExactSynonym	Chronic intestinal pseudo-obstruction
MONDO:0000858	neuronal intestinal dysplasia	DOID:0080072	intestinal pseudo-obstruction	oio:hasExactSynonym	neuronal intestinal dysplasia
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	DOID:0080145	childhood T-cell acute lymphoblastic leukemia	oio:hasExactSynonym	childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0000920	duodenum cancer	DOID:10021	duodenum cancer	oio:hasExactSynonym	duodenal neoplasm
MONDO:0000935	larynx squamous papilloma	DOID:10071	larynx squamous papilloma	oio:hasExactSynonym	Laryngeal Squamous Cell Papilloma
MONDO:0000955	ileum cancer	DOID:10153	ileum cancer	oio:hasExactSynonym	ileal neoplasm
MONDO:0000960	diabetic peripheral angiopathy	DOID:11713	diabetic angiopathy	oio:hasExactSynonym	diabetic peripheral angiopathy
MONDO:0000987	cholesterolosis of gallbladder	DOID:10254	strawberry gallbladder	oio:hasExactSynonym	Cholesterolosis of gallbladder
MONDO:0000988	discharging ear	DOID:10261	otorrhea	oio:hasExactSynonym	discharging ear
MONDO:0001003	pneumoconiosis due to talc	DOID:10329	pulmonary talcosis	oio:hasExactSynonym	pneumoconiosis due to talc
MONDO:0001003	pneumoconiosis due to talc	DOID:10329	pulmonary talcosis	oio:hasExactSynonym	talcosis
MONDO:0001019	suppression amblyopia	DOID:10375	strabismic amblyopia	oio:hasExactSynonym	suppression amblyopia
MONDO:0001021	ametropic amblyopia	DOID:10377	refractive amblyopia	oio:hasExactSynonym	ametropic amblyopia
MONDO:0001022	disuse amblyopia	DOID:10378	deprivation amblyopia	oio:hasExactSynonym	disuse amblyopia
MONDO:0001023	prolymphocytic leukemia	DOID:1039	prolymphocytic leukemia	oio:hasExactSynonym	Prolymphocytic leukaemia
MONDO:0001030	keratoconus, stable condition	DOID:10428	stable condition keratoconus	oio:hasExactSynonym	Keratoconus, stable condition
MONDO:0001032	Mooren ulcer	DOID:10439	Mooren's ulcer	oio:hasExactSynonym	Mooren ulcer
MONDO:0001057	malignant gastric granular cell tumor	DOID:10536	malignant gastric granular cell tumor	oio:hasExactSynonym	malignant gastric granular cell tumour
MONDO:0001076	glucose intolerance	DOID:10603	glucose intolerance	oio:hasExactSynonym	Glucose malabsorption
MONDO:0001080	acute gonococcal cervicitis	DOID:10615	acute gonococcal cervicitis	oio:hasExactSynonym	Gonococcal cervicitis
MONDO:0001083	Fanconi renotubular syndrome	DOID:1062	Fanconi syndrome	oio:hasExactSynonym	adult Fanconi Anemia
MONDO:0001115	familial polycythemia	DOID:10780	primary polycythemia	oio:hasExactSynonym	Familiar Polycythemia
MONDO:0001115	familial polycythemia	DOID:10780	primary polycythemia	oio:hasExactSynonym	familial erythrocytosis
MONDO:0001125	acute gonococcal epididymo-orchitis	DOID:10802	acute gonococcal epididymo-orchitis	oio:hasExactSynonym	Gonococcal epididymo-orchitis
MONDO:0001143	paralytic strabismus	DOID:10863	paralytic squint	oio:hasExactSynonym	Paralytic strabismus
MONDO:0001167	spastic diplegia	DOID:10965	spastic diplegia	oio:hasExactSynonym	Littles disease
MONDO:0001187	urinary bladder cancer	DOID:11054	urinary bladder cancer	oio:hasExactSynonym	bladder cancer
MONDO:0001188	esophagus lymphoma	DOID:1106	esophagus lymphoma	oio:hasExactSynonym	oesophagus lymphoma
MONDO:0001191	hirudiniasis	DOID:11079	leech infestation	oio:hasExactSynonym	Hirudiniasis
MONDO:0001221	esophageal varices	DOID:112	esophageal varix	oio:hasExactSynonym	esophageal varices with bleeding
MONDO:0001221	esophageal varices	DOID:112	esophageal varix	oio:hasExactSynonym	esophageal varices without bleeding
MONDO:0001222	congenital T-cell immunodeficiency	DOID:11200	T cell deficiency	oio:hasExactSynonym	T cell immunodeficiency
MONDO:0001222	congenital T-cell immunodeficiency	DOID:11200	T cell deficiency	oio:hasExactSynonym	T lymphocyte deficiency
MONDO:0001222	congenital T-cell immunodeficiency	DOID:11200	T cell deficiency	oio:hasExactSynonym	T lymphocyte immunodeficiency
MONDO:0001226	acute contagious conjunctivitis	DOID:11213	acute contagious conjunctivitis	oio:hasExactSynonym	Pink eye
MONDO:0001240	neonatal anemia	DOID:11244	neonatal anemia	oio:hasExactSynonym	neonatal anaemia
MONDO:0001244	vitamin K deficiency hemorrhagic disease	DOID:11249	vitamin K deficiency bleeding	oio:hasExactSynonym	vitamin K deficiency hemorrhagic disease
MONDO:0001272	functional diarrhea	DOID:11371	functional diarrhea	oio:hasExactSynonym	functional diarrhoea
MONDO:0001319	bladder lateral wall cancer	DOID:11593	bladder lateral wall cancer	oio:hasExactSynonym	Lateral Wall of bladder
MONDO:0001328	thyroid hormone resistance syndrome	DOID:11633	thyroid hormone resistance syndrome	oio:hasExactSynonym	Refetoff syndrome
MONDO:0001363	blind hypertensive eye	DOID:11776	absolute glaucoma	oio:hasExactSynonym	blind hypertensive eye
MONDO:0001375	bladder trigone cancer	DOID:11813	bladder trigone cancer	oio:hasExactSynonym	malignant tumor of trigone of bladder
MONDO:0001375	bladder trigone cancer	DOID:11813	bladder trigone cancer	oio:hasExactSynonym	malignant tumor of trigone of urinary bladder
MONDO:0001398	ureter benign neoplasm	DOID:11885	ureteral benign neoplasm	oio:hasExactSynonym	neoplasm of ureter
MONDO:0001402	vaginal cancer	DOID:119	vaginal cancer	oio:hasExactSynonym	neoplasm of vagina
MONDO:0001460	dyshormonogenic goiter	DOID:12175	dyshormonogenic goiter	oio:hasExactSynonym	dyshormonogenic goitre
MONDO:0001480	malignant tumor of undescended testis	DOID:12276	malignant tumor of undescended testis	oio:hasExactSynonym	malignant tumour of undescended testis
MONDO:0001487	intrahepatic bile duct cancer	DOID:12298	intrahepatic gall duct cancer	oio:hasExactSynonym	malignant neoplasm of intrahepatic gall duct
MONDO:0001528	vulva cancer	DOID:1245	vulva cancer	oio:hasExactSynonym	Vulvar tumor
MONDO:0001528	vulva cancer	DOID:1245	vulva cancer	oio:hasExactSynonym	vulvar neoplasm
MONDO:0001531	blood coagulation disease	DOID:1247	blood coagulation disease	oio:hasExactSynonym	coagulation protein disease
MONDO:0001531	blood coagulation disease	DOID:1247	blood coagulation disease	oio:hasNarrowSynonym	inherited blood coagulation disease
MONDO:0001558	Potter sequence	DOID:12594	Potter's syndrome	oio:hasExactSynonym	Potter sequence
MONDO:0001577	respiratory syncytial virus infectious disease	DOID:1273	respiratory syncytial virus infectious disease	oio:hasExactSynonym	RSV
MONDO:0001577	respiratory syncytial virus infectious disease	DOID:1273	respiratory syncytial virus infectious disease	oio:hasExactSynonym	respiratory syncytial virus
MONDO:0001586	mucopolysaccharidosis type 1	DOID:12802	mucopolysaccharidosis I	oio:hasExactSynonym	Hurler-Scheie syndrome
MONDO:0001595	choreatic disease	DOID:12859	choreatic disease	oio:hasExactSynonym	chorea
MONDO:0001615	epidemic keratoconjunctivitis	DOID:13014	shipyard eye	oio:hasExactSynonym	Epidemic keratoconjunctivitis
MONDO:0001621	tick-borne relapsing fever	DOID:13036	tick-borne relapsing fever	oio:hasExactSynonym	soft tick relapsing fever
MONDO:0001638	protein-deficiency anemia	DOID:13120	protein-deficiency anemia	oio:hasBroadSynonym	deficiency anemia
MONDO:0001638	protein-deficiency anemia	DOID:13120	protein-deficiency anemia	oio:hasExactSynonym	protein-deficiency anaemia
MONDO:0001657	brain cancer	DOID:1319	brain cancer	oio:hasExactSynonym	neoplasm of brain
MONDO:0001658	nontoxic goiter	DOID:13195	nontoxic goiter	oio:hasExactSynonym	Goitre, non-toxic
MONDO:0001660	proliferative diabetic retinopathy	DOID:13207	proliferative diabetic retinopathy	oio:hasExactSynonym	PDR
MONDO:0001676	erythropoietic protoporphyria	DOID:13270	erythropoietic protoporphyria	oio:hasExactSynonym	EPP
MONDO:0001684	exocrine pancreatic insufficiency	DOID:13316	exocrine pancreatic insufficiency	oio:hasExactSynonym	EPI
MONDO:0001700	megaloblastic anemia	DOID:13382	megaloblastic anemia	oio:hasExactSynonym	Imerslund-Grasbeck syndrome
MONDO:0001700	megaloblastic anemia	DOID:13382	megaloblastic anemia	oio:hasExactSynonym	megaloblastic anaemia
MONDO:0001721	urethral intrinsic sphincter deficiency	DOID:13461	urethral intrinsic sphincter deficiency	oio:hasExactSynonym	intrinsic
MONDO:0001724	supraglottis cancer	DOID:13476	supraglottis cancer	oio:hasExactSynonym	supraglottis
MONDO:0001744	angle-closure glaucoma	DOID:13550	angle-closure glaucoma	oio:hasExactSynonym	Closed angle glaucoma
MONDO:0001777	acute gonococcal cystitis	DOID:13690	acute gonococcal cystitis	oio:hasExactSynonym	Gonococcal cystitis
MONDO:0001781	uterine corpus adenomatoid tumor	DOID:1371	uterine corpus adenomatoid tumor	oio:hasExactSynonym	uterine corpus adenomatoid tumour
MONDO:0001799	localized anterior staphyloma	DOID:13787	localized anterior staphyloma	oio:hasExactSynonym	localised anterior staphyloma
MONDO:0001809	adhesions of uterus	DOID:13812	adhesions of uterus	oio:hasExactSynonym	Intrauterine adhesions
MONDO:0001828	acquired color blindness	DOID:13912	acquired color blindness	oio:hasExactSynonym	acquired colour blindness
MONDO:0001860	folic acid deficiency anemia	DOID:14026	folic acid deficiency anemia	oio:hasExactSynonym	folic acid deficiency anaemia
MONDO:0001879	anus cancer	DOID:14110	anus cancer	oio:hasExactSynonym	anal cancer
MONDO:0001895	acute retrobulbar neuritis	DOID:14155	acute retrobulbar neuritis	oio:hasExactSynonym	Retrobulbar neuritis
MONDO:0001952	parietal lobe cancer	DOID:14384	parietal lobe neoplasm	oio:hasExactSynonym	tumor of Parietal Lobe
MONDO:0001999	primary pulmonary hypertension	DOID:14557	primary pulmonary hypertension	oio:hasExactSynonym	Idiopathic pulmonary arterial hypertension
MONDO:0002009	major depressive disorder	DOID:1470	major depressive disorder	oio:hasExactSynonym	clinical depression
MONDO:0002021	gingival disorder	DOID:1483	gingival disease	oio:hasExactSynonym	gum disease
MONDO:0002031	cecal disorder	DOID:1518	cecal disease	oio:hasExactSynonym	disorder of cecum
MONDO:0002072	melanotic neuroectodermal tumor	DOID:166	melanotic neuroectodermal tumor	oio:hasExactSynonym	melanotic neuroectodermal tumour
MONDO:0002089	retinal vascular occlusion	DOID:1729	retinal vascular occlusion	oio:hasExactSynonym	Retinal vasc. occlusion
MONDO:0002095	vascular cancer	DOID:175	vascular cancer	oio:hasExactSynonym	malignant great vessel tumor
MONDO:0002108	thyroid cancer	DOID:1781	thyroid cancer	oio:hasExactSynonym	thyroid neoplasm
MONDO:0002109	pituitary cancer	DOID:1785	pituitary cancer	oio:hasExactSynonym	neoplasm of pituitary gland
MONDO:0002129	bone cancer	DOID:184	bone cancer	oio:hasExactSynonym	neoplasm of bone
MONDO:0002141	cutaneous undifferentiated pleomorphic sarcoma	DOID:1906	malignant skin fibrous histiocytoma	oio:hasExactSynonym	vaginal melanoma
MONDO:0002145	disorder of sexual differentiation	DOID:1923	disorder of sexual development	oio:hasExactSynonym	sex development disorder
MONDO:0002158	fallopian tube cancer	DOID:1964	fallopian tube cancer	oio:hasExactSynonym	fallopian tube neoplasm
MONDO:0002158	fallopian tube cancer	DOID:1964	fallopian tube cancer	oio:hasExactSynonym	neoplasm of fallopian tube
MONDO:0002178	placenta cancer	DOID:2021	placenta cancer	oio:hasExactSynonym	neoplasm of placenta
MONDO:0002192	vulvar angiokeratoma	DOID:2066	vulvar angiokeratoma	oio:hasExactSynonym	Fordyce angiokeratoma of vulva
MONDO:0002200	eccrine mixed tumor of skin	DOID:2079	eccrine mixed tumor of skin	oio:hasExactSynonym	eccrine mixed tumour of skin
MONDO:0002218	temporal lobe cancer	DOID:2135	temporal lobe neoplasm	oio:hasExactSynonym	neoplasm of temporal lobe
MONDO:0002218	temporal lobe cancer	DOID:2135	temporal lobe neoplasm	oio:hasExactSynonym	tumor of Temporal Lobe
MONDO:0002275	generalized atherosclerosis	DOID:2347	generalized atherosclerosis	oio:hasExactSynonym	Generalised atherosclerosis
MONDO:0002278	benign colon neoplasm	DOID:235	colonic benign neoplasm	oio:hasExactSynonym	neoplasm of colon
MONDO:0002280	anemia	DOID:2355	anemia	oio:hasExactSynonym	anaemia
MONDO:0002290	clitoris cancer	DOID:2401	clitoris cancer	oio:hasExactSynonym	clitoral cancer
MONDO:0002295	skin glomus tumor	DOID:2430	skin glomus tumor	oio:hasExactSynonym	skin glomus tumour
MONDO:0002299	glomangioma	DOID:2436	glomangioma	oio:hasExactSynonym	Glomuvenous Malformation
MONDO:0002300	dermis tumor	DOID:2438	dermis tumor	oio:hasExactSynonym	dermis tumour
MONDO:0002334	hematopoietic and lymphoid system neoplasm	DOID:2531	hematologic cancer	oio:hasExactSynonym	malignant hematopoietic neoplasm
MONDO:0002354	benign laryngeal neoplasm	DOID:2598	laryngeal benign neoplasm	oio:hasExactSynonym	neoplasm of larynx
MONDO:0002363	papilloma	DOID:2615	papilloma	oio:hasExactSynonym	papillomatosis
MONDO:0002367	kidney cancer	DOID:263	kidney cancer	oio:hasExactSynonym	renal cancer
MONDO:0002368	papillary serous cystadenocarcinoma	DOID:2632	papillary serous adenocarcinoma	oio:hasExactSynonym	serous surface papillary carcinoma
MONDO:0002370	ovarian Brenner tumor	DOID:2636	ovarian Brenner tumor	oio:hasExactSynonym	ovarian Brenner tumour
MONDO:0002385	benign cystic nephroma	DOID:2673	adult cystic nephroma	oio:hasExactSynonym	multilocular cystic nephroma, mixed epithelial stromal tumour and renal epithelial stromal tumour
MONDO:0002399	tenosynovial giant cell tumor, localized type	DOID:2701	nodular tenosynovitis	oio:hasExactSynonym	Synovioma, benign
MONDO:0002406	dermatitis	DOID:2723	dermatitis	oio:hasExactSynonym	eczema
MONDO:0002407	capillary hemangioma	DOID:2725	capillary hemangioma	oio:hasExactSynonym	Capillary haemangioma
MONDO:0002413	glycogen storage disease I	DOID:0081329	glycogen storage disease I	oio:hasExactSynonym	Glycogen storage disease 1
MONDO:0002438	acquired polycythemia	DOID:2834	acquired polycythemia	oio:hasExactSynonym	Polycythemia, secondary
MONDO:0002438	acquired polycythemia	DOID:2834	acquired polycythemia	oio:hasExactSynonym	secondary polycythemia
MONDO:0002442	long QT syndrome	DOID:2843	long QT syndrome	oio:hasNarrowSynonym	Romano-Ward syndrome
MONDO:0002447	endometrial carcinoma	DOID:2871	endometrial carcinoma	oio:hasExactSynonym	endometrioid carcinoma
MONDO:0002447	endometrial carcinoma	DOID:2871	endometrial carcinoma	oio:hasExactSynonym	endometrioid carcinoma of female Reproductive system
MONDO:0002451	benign prostate phyllodes tumor	DOID:2885	benign prostate phyllodes tumor	oio:hasExactSynonym	benign prostate phyllodes tumour
MONDO:0002457	Treacher-Collins syndrome	DOID:2908	Treacher Collins syndrome	oio:hasExactSynonym	mandibulofacial dysostosis
MONDO:0002464	lacrimal gland cancer	DOID:294	lacrimal gland cancer	oio:hasExactSynonym	neoplasm of lacrimal gland
MONDO:0002470	photosensitive trichothiodystrophy	DOID:2960	photosensitive trichothiodystrophy	oio:hasExactSynonym	TTD-P
MONDO:0002486	lobular neoplasia	DOID:3010	lobular neoplasia	oio:hasExactSynonym	lobular carcinoma in situ
MONDO:0002489	malignant breast phyllodes tumor	DOID:3016	breast malignant phyllodes tumor	oio:hasExactSynonym	Phyllodes tumor, malignant
MONDO:0002489	malignant breast phyllodes tumor	DOID:3016	breast malignant phyllodes tumor	oio:hasExactSynonym	malignant phyllodes tumor
MONDO:0002503	adult astrocytic tumor	DOID:3076	adult astrocytic tumor	oio:hasExactSynonym	adult astrocytic tumour
MONDO:0002509	non-specific granulomatous orchitis	DOID:3089	granulomatous orchitis	oio:hasExactSynonym	Non-Specific Granulomatous Orchitis
MONDO:0002522	tenosynovial giant cell tumor	DOID:314	tenosynovial giant cell tumor	oio:hasExactSynonym	tenosynovial giant cell tumour
MONDO:0002553	cerebellopontine angle tumor	DOID:3200	cerebellopontine angle tumor	oio:hasExactSynonym	cerebellopontine angle tumour
MONDO:0002572	aspiration pneumonitis	DOID:3240	aspiration pneumonitis	oio:hasExactSynonym	Mendelson's Syndrome
MONDO:0002581	spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	oio:hasExactSynonym	Sclerosing rhabdomyosarcoma
MONDO:0002581	spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	oio:hasExactSynonym	Spindle Cell/Sclerosing Rhabdomyosarcoma
MONDO:0002581	spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	oio:hasExactSynonym	Synonym Rhabdomyosarcoma, spindle cell/sclerosing type
MONDO:0002586	thymus cancer	DOID:3277	thymus cancer	oio:hasExactSynonym	neoplasm of thymus
MONDO:0002594	monkeypox	DOID:3292	mpox	oio:hasExactSynonym	monkeypox
MONDO:0002606	epithelioid type angiomyolipoma	DOID:3318	epithelioid type angiomyolipoma	oio:hasExactSynonym	Epithelioid angiomyolipoma
MONDO:0002619	bone fibrosarcoma	DOID:3354	fibrosarcoma of bone	oio:hasExactSynonym	malignant fibroxanthoma
MONDO:0002619	bone fibrosarcoma	DOID:3354	fibrosarcoma of bone	oio:hasExactSynonym	malignant histiocytosis
MONDO:0002620	localized osteosarcoma	DOID:3356	localized osteosarcoma	oio:hasExactSynonym	localised osteosarcoma
MONDO:0002639	glossopharyngeal nerve disorder	DOID:3418	glossopharyngeal nerve disease	oio:hasExactSynonym	ninth cranial nerve disease
MONDO:0002648	mammary Paget disease	DOID:3443	mammary Paget's disease	oio:hasExactSynonym	Paget's disease
MONDO:0002655	cutaneous Paget disease	DOID:3450	cutaneous Paget's disease	oio:hasExactSynonym	Paget's disease of skin
MONDO:0002659	uveal cancer	DOID:3479	uveal cancer	oio:hasExactSynonym	Malignant neoplasm of uveal tract
MONDO:0002681	choroid plexus cancer	DOID:3540	choroid plexus cancer	oio:hasExactSynonym	tumor of the Choroid Plexus
MONDO:0002687	superior mesenteric artery syndrome	DOID:3557	superior mesenteric artery syndrome	oio:hasExactSynonym	Wilkie's syndrome
MONDO:0002691	liver cancer	DOID:3571	liver cancer	oio:hasExactSynonym	neoplasm of liver
MONDO:0002714	central nervous system cancer	DOID:3620	central nervous system cancer	oio:hasExactSynonym	neoplasm of central nervous system
MONDO:0002724	mast cell neoplasm	DOID:3664	mast cell neoplasm	oio:hasExactSynonym	mastocytoma
MONDO:0002726	cutaneous solitary mastocytoma	DOID:3666	solitary mastocytoma of the skin	oio:hasExactSynonym	Solitary mastocytoma
MONDO:0002726	cutaneous solitary mastocytoma	DOID:3666	solitary mastocytoma of the skin	oio:hasExactSynonym	cutaneous solitary mastocytoma
MONDO:0002731	cerebral hemisphere cancer	DOID:368	cerebrum cancer	oio:hasExactSynonym	neoplasm of cerebrum
MONDO:0002751	bladder adenocarcinoma	DOID:3711	bladder adenocarcinoma	oio:hasExactSynonym	bladder adenocarcinoma, Not Otherwise Specified
MONDO:0002752	ovarian adenocarcinoma	DOID:3713	ovary adenocarcinoma	oio:hasExactSynonym	ovarian adenoacanthoma
MONDO:0002762	esophagus verrucous carcinoma	DOID:3747	esophagus verrucous carcinoma	oio:hasExactSynonym	oesophagus verrucous carcinoma
MONDO:0002790	seminal vesicle tumor	DOID:3855	seminal vesicle tumor	oio:hasExactSynonym	seminal vesicle tumour
MONDO:0002791	large cell medulloblastoma	DOID:3857	large cell medulloblastoma	oio:hasExactSynonym	Anaplastic medulloblastoma
MONDO:0002817	adrenal gland cancer	DOID:3953	adrenal gland cancer	oio:hasExactSynonym	neoplasm of adrenal gland
MONDO:0002866	duodenal disorder	DOID:4072	duodenum disease	oio:hasExactSynonym	duodenal disease
MONDO:0002913	cerebellar neoplasm	DOID:4205	cerebellum cancer	oio:hasExactSynonym	cerebellar cancer
MONDO:0002919	posterior cranial fossa meningioma	DOID:4211	posterior fossa meningioma	oio:hasExactSynonym	posterior cranial fossa meningioma
MONDO:0002942	sebaceous basal cell carcinoma	DOID:4286	skin nasal cell carcinoma with sebaceous differentiation	oio:hasExactSynonym	sebaceous basal cell carcinoma
MONDO:0002959	radiculopathy	DOID:4306	radiculopathy	oio:hasExactSynonym	pinched nerve
MONDO:0002967	dermatophytosis of scalp or beard	DOID:4337	tinea capitis	oio:hasExactSynonym	dermatophytosis of scalp or beard
MONDO:0002969	ciliary body cancer	DOID:4352	ciliary body cancer	oio:hasExactSynonym	neoplasm of ciliary body
MONDO:0002974	cervical cancer	DOID:4362	cervical cancer	oio:hasExactSynonym	neoplasm of uterine cervix
MONDO:0003000	central nervous system germ cell tumor	DOID:4439	central nervous system germ cell tumor	oio:hasExactSynonym	central nervous system germ cell tumour
MONDO:0003005	macular retinal edema	DOID:4449	macular retinal edema	oio:hasExactSynonym	macular retinal oedema
MONDO:0003009	hyperaldosteronism	DOID:446	primary hyperaldosteronism	oio:hasExactSynonym	Cushing syndrome
MONDO:0003009	hyperaldosteronism	DOID:446	primary hyperaldosteronism	oio:hasExactSynonym	Cushing's syndrome
MONDO:0003009	hyperaldosteronism	DOID:446	primary hyperaldosteronism	oio:hasExactSynonym	hyperaldosteronism
MONDO:0003017	malignant peritoneal solitary fibrous tumor	DOID:4490	malignant peritoneal solitary fibrous tumor	oio:hasExactSynonym	malignant peritoneal solitary fibrous tumour
MONDO:0003022	pediatric angiosarcoma	DOID:4505	childhood angiosarcoma	oio:hasExactSynonym	paediatric angiosarcoma
MONDO:0003053	choroid plexus meningioma	DOID:4584	choroid plexus meningioma	oio:hasExactSynonym	Choroid meningioma
MONDO:0003061	benign muscle neoplasm	DOID:461	muscle benign neoplasm	oio:hasExactSynonym	Myomatous neoplasm
MONDO:0003061	benign muscle neoplasm	DOID:461	muscle benign neoplasm	oio:hasExactSynonym	neoplasm of muscle
MONDO:0003067	cervical lymphadenitis	DOID:4637	cervical adenitis	oio:hasExactSynonym	cervical lymphadenitis
MONDO:0003072	retinal cancer	DOID:4645	retinal cancer	oio:hasExactSynonym	neoplasm of retina
MONDO:0003091	cutaneous mucoepidermoid carcinoma	DOID:4683	cutaneous mucoepidermoid carcinoma	oio:hasExactSynonym	Mucoepidermoid carcinoma of skin
MONDO:0003112	malignant gastric germ cell tumor	DOID:4716	malignant gastric germ cell tumor	oio:hasExactSynonym	malignant gastric germ cell tumour
MONDO:0003113	extragonadal germ cell cancer	DOID:4717	extragonadal germ cell cancer	oio:hasExactSynonym	neoplasm of Extragonadal germ cell
MONDO:0003136	anti-basement membrane glomerulonephritis	DOID:4780	anti-basement membrane glomerulonephritis	oio:hasExactSynonym	anti-GBM glomerulonephritis
MONDO:0003157	disappearing bone disease	DOID:4837	Gorham's disease	oio:hasExactSynonym	Disappearing bone disease
MONDO:0003157	disappearing bone disease	DOID:4837	Gorham's disease	oio:hasExactSynonym	Gorham disease
MONDO:0003175	salivary gland adenoid cystic carcinoma	DOID:4866	salivary gland adenoid cystic carcinoma	oio:hasExactSynonym	Cylindroma
MONDO:0003184	trachea carcinoma	DOID:4876	trachea carcinoma	oio:hasExactSynonym	Pancoast's tumor
MONDO:0003214	apocrine adenocarcinoma	DOID:4933	apocrine carcinoma	oio:hasExactSynonym	apocrine adenocarcinoma
MONDO:0003243	hepatocellular clear cell carcinoma	DOID:5016	hepatocellular clear cell carcinoma	oio:hasExactSynonym	Hepatocellular carcinoma, clear cell type
MONDO:0003244	central nervous system mesenchymal non-meningothelial tumor	DOID:502	central nervous system mesenchymal non-meningothelial tumor	oio:hasExactSynonym	central nervous system mesenchymal non-meningothelial tumour
MONDO:0003249	pineal gland cancer	DOID:5032	pineal gland cancer	oio:hasExactSynonym	neoplasm of pineal gland
MONDO:0003249	pineal gland cancer	DOID:5032	pineal gland cancer	oio:hasExactSynonym	pineal body neoplasm
MONDO:0003275	middle ear cancer	DOID:5099	middle ear cancer	oio:hasExactSynonym	neoplasm of middle ear
