subject_id	subject_label
icd11.foundation:1238540753	5-17 Other viral haemorrhagic fevers
icd11.foundation:55178956	5-18 Measles
icd11.foundation:2033053733	5-19 Viral hepatitis
icd11.foundation:2084502459	5-19.1 Hepatitis B
icd11.foundation:1121507827	5-19.8 Other viral hepatitis
icd11.foundation:1982686069	5-19.9 Unspecified viral hepatitis
icd11.foundation:180613907	5-2 Typhoid and paratyphoid
icd11.foundation:310649892	5-20 Human immunodeficiency virus [HIV] disease
icd11.foundation:1726479043	5-20.1 HIV disease with tuberculosis
icd11.foundation:423174476	5-20.2 Other and unspecified HIV disease
icd11.foundation:1213192149	5-201 Sepsis and other infectious conditions of the newborn
icd11.foundation:329919892	5-21 Malaria
icd11.foundation:673497976	5-21.1 Malaria, parasitologically confirmed
icd11.foundation:645920812	5-21.9 other and unspecified malaria
icd11.foundation:1595652498	5-22 Leishmaniasis
icd11.foundation:2050170050	5-23 Trypanosomiasis
icd11.foundation:1159647146	5-24 Schistosomiasis
icd11.foundation:175967539	5-25 Other and unspecified infectious diseases
icd11.foundation:1244247460	5-26 Malignant neoplasm of lip, oral cavity and pharynx
icd11.foundation:717633519	5-27 Malignant neoplasm of oesophagus
icd11.foundation:771981817	5-28 Malignant neoplasm of stomach
icd11.foundation:283485105	5-29 Malignant neoplasm of colon, rectum and anus
icd11.foundation:734592989	5-3 Other and unspecified diarrhoeal diseases
icd11.foundation:8948343	5-30 Malignant neoplasm of liver and intrahepatic bile ducts
icd11.foundation:1704959422	5-31 Malignant neoplasm of pancreas
icd11.foundation:1094615344	5-32 Malignant neoplasm of larynx
icd11.foundation:1625946786	5-33 Malignant neoplasm of trachea, bronchus and lung
icd11.foundation:289316781	5-34 Malignant melanoma of skin
icd11.foundation:1541898328	5-35 Malignant neoplasm of breast
icd11.foundation:1624274290	5-36 Malignant neoplasm of cervix uteri
icd11.foundation:31278325	5-37 Malignant neoplasm of other and unspecified parts of uterus
icd11.foundation:2114166650	5-38 Malignant neoplasm of ovary
icd11.foundation:1858668236	5-39 Malignant neoplasm of prostate
icd11.foundation:235250207	5-4 Tuberculosis
icd11.foundation:1303243551	5-4.1 Respiratory tuberculosis, confirmed bacteriologically or histologically
icd11.foundation:846409872	5-4.9 Other tuberculosis
icd11.foundation:1462935679	5-40 Malignant neoplasm of bladder
icd11.foundation:158943388	5-41 Malignant neoplasm of meninges, brain and other parts of central nervous system
icd11.foundation:933194452	5-42 Non-Hodgkin lymphoma
icd11.foundation:397058712	5-43 Multiple myeloma and malignant plasma cell neoplasms
icd11.foundation:123747106	5-44 Leukaemia
icd11.foundation:2025775279	5-45 Other and unspecified malignant neoplasms
icd11.foundation:1235419797	5-46 Benign neoplasms
icd11.foundation:1712770455	5-47 Anaemias
icd11.foundation:1138462805	5-48 Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
icd11.foundation:151162798	5-49 Diabetes mellitus
icd11.foundation:173919409	5-5 Plague
icd11.foundation:1134155957	5-50 Protein-energy malnutrition
icd11.foundation:1246288860	5-51 Other and unspecified endocrine, nutritional and metabolic diseases
icd11.foundation:13864135	5-52 Alcohol use disorders
icd11.foundation:2058848810	5-53 Drug use disorders
icd11.foundation:790463735	5-54 Other mental and behavioural disorders
icd11.foundation:1764010266	5-55 Meningitis
icd11.foundation:1015982023	5-56 Alzheimer's disease, dementias
icd11.foundation:753110529	5-57 Other diseases of the nervous system
icd11.foundation:482045829	5-58 Diseases of the eye and adnexa
icd11.foundation:1225875802	5-59 Diseases of the ear and mastoid process
icd11.foundation:1800469812	5-6 Leprosy
icd11.foundation:1501317278	5-60 Acute rheumatic fever and chronic rheumatic heart diseases
icd11.foundation:1395497138	5-61 Hypertensive heart diseases
icd11.foundation:1842068218	5-62 Ischaemic heart diseases
icd11.foundation:220477617	5-63 Other heart diseases
icd11.foundation:1563749136	5-64 Cerebrovascular diseases
icd11.foundation:585773185	5-65 Other and unspecified diseases of the circulatory system
icd11.foundation:2090981476	5-66 Influenza
icd11.foundation:73565976	5-67 Pneumonia
icd11.foundation:2075942041	5-68 Other acute lower respiratory infections
icd11.foundation:1802945839	5-69 Chronic lower respiratory diseases
icd11.foundation:1318953208	5-7 Tetanus
icd11.foundation:1262685549	5-70 Other and unspecified diseases of the respiratory system
icd11.foundation:352904590	5-71 Gastric and duodenal ulcer
icd11.foundation:737068998	5-72 Appendicitis
icd11.foundation:521895232	5-73 Liver cirrhosis
icd11.foundation:265413878	5-74 Other diseases of the digestive system
icd11.foundation:1880047481	5-75 Diseases of the skin and subcutaneous tissue
icd11.foundation:1091755331	5-76 Diseases of the musculoskeletal system and connective tissue
icd11.foundation:1330243103	5-77 Glomerular and renal tubulo-interstitial diseases
icd11.foundation:815218066	5-78 Other and unspecified diseases of the genitourinary system
icd11.foundation:1326165759	5-79 Pregnancy with abortive outcome
icd11.foundation:71614221	5-8 Diphtheria
icd11.foundation:62536447	5-80 Maternal hypertensive disorders
icd11.foundation:764838145	5-81 Obstructed labour
icd11.foundation:205650573	5-82 Maternal haemorrhage
icd11.foundation:1126316054	5-83 Maternal sepsis
icd11.foundation:596636349	5-84 Other direct obstetric deaths
icd11.foundation:1130393848	5-85 Indirect obstetric deaths
icd11.foundation:241871593	5-86 Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
icd11.foundation:814516385	5-87 Disorders relating to length of gestation and foetal growth
icd11.foundation:1673060147	5-87.1 Prematurity
icd11.foundation:1418722836	5-87.2 Low birth weight
icd11.foundation:1785322588	5-87.9 Other and unspecified disorders relating to length of gestation and foetal growth
icd11.foundation:1348668140	5-88 Birth trauma
icd11.foundation:7592277	5-89 Intrauterine hypoxia and birth asphyxia
icd11.foundation:1323296790	5-9 Whooping cough
icd11.foundation:1599369446	5-90 Other and unspecified perinatal conditions
icd11.foundation:1361020552	5-91 Congenital hydrocephalus and spina bifida
icd11.foundation:833768493	5-92 Congenital malformations of the heart
icd11.foundation:1365102182	5-93 Down syndrome and other chromosomal abnormalities
icd11.foundation:1338797196	5-94 Other and unspecified  congenital malformations
icd11.foundation:1898598084	5-95 Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
icd11.foundation:298175631	5-96 Road traffic accidents
icd11.foundation:1478193601	5-97 Other transport accidents
icd11.foundation:667265614	5-98 Falls
icd11.foundation:2039366317	5-99 Accidental drowning and submersion
icd11.foundation:223988065	5p duplication
icd11.foundation:310000696	5q14.3 deletion
icd11.foundation:856680330	5q22.2 deletion
icd11.foundation:2130236547	5q35 duplication
icd11.foundation:1254440453	5q35.3 deletion
icd11.foundation:1744398760	6-pyruvoyl-tetrahydropterin synthase deficiency
icd11.foundation:1950285766	6p22 deletion
icd11.foundation:567366963	6p23pter duplication
icd11.foundation:1452973874	6p24pter deletion
icd11.foundation:1498031626	6q23qter duplication
icd11.foundation:1123604918	6q25 deletion
icd11.foundation:434866040	6q26qter deletion
icd11.foundation:1568766405	7p duplication
icd11.foundation:530573802	7p11.2-p13 duplication
icd11.foundation:220721649	7p12p14 deletion
icd11.foundation:1046253673	7p21.1 deletion
icd11.foundation:1702349167	7q11.23 duplication
icd11.foundation:1322851274	7q31 deletion
icd11.foundation:135476363	7q36 deletion
icd11.foundation:796805818	8p duplication
icd11.foundation:476283268	8p inverted duplication or deletion
icd11.foundation:1782338750	8p11.2 deletion
icd11.foundation:933685931	8p23.1 deletion
icd11.foundation:1713215170	8p23.1 duplication
icd11.foundation:1752271578	8q12 duplication
icd11.foundation:983679333	8q21.11 deletion
icd11.foundation:115857702	8q22.1 deletion
icd11.foundation:201876437	8q24 duplication
icd11.foundation:22746166	9p duplication
icd11.foundation:315886651	9p24.3 deletion
icd11.foundation:1710421416	9q11q33 duplication
icd11.foundation:17584690	9q22.3 deletion
icd11.foundation:1755415115	9q33qter duplication
icd11.foundation:998713559	9q34 deletion
icd11.foundation:1806178592	A woman having borne only one child disorder (TM2)
icd11.foundation:2145326742	A woman having borne only two children disorder (TM2)
icd11.foundation:413381774	AApoAII amyloidosis
icd11.foundation:259303873	AApoAl amyloidosis
icd11.foundation:1764538264	ABO incompatibility reaction
icd11.foundation:973662120	ABO isoimmunization of fetus or newborn
icd11.foundation:794811291	ACTH-independent Cushing syndrome due to bilateral adrenocortical hyperplasia
icd11.foundation:1754799348	ACTH-independent Cushing syndrome due to unilateral tumour
icd11.foundation:708993141	ACTH-independent macronodular adrenal hyperplasia
icd11.foundation:121084770	ADP platelet receptor P2Y12 deficiency
icd11.foundation:386093751	AGel amyloidosis
icd11.foundation:536386745	AICAR transformylase deficiency
icd11.foundation:1158153414	ALAD porphyria
icd11.foundation:1085343875	ALG11 congenital disorder of glycosylation
icd11.foundation:888560997	ALPS-CASP10 (ALPS2a)
icd11.foundation:723713073	ALPS-FASLG (ALPS1b)
icd11.foundation:1946506628	ALPS-KRAS
icd11.foundation:849070109	ALPS-NRAS
icd11.foundation:813594646	AML M5a
icd11.foundation:174556288	AML M5b
icd11.foundation:1409900661	AQP2 mutation
icd11.foundation:1559266662	AS transthyretin amyloidosis
icd11.foundation:1806760742	ATP synthase assembly gene defect
icd11.foundation:799956156	ATP synthase structural subunit gene defect
icd11.foundation:1056057551	ATR-X-related syndromes
icd11.foundation:988193098	Aal and dyspepsia disorder (TM2)
icd11.foundation:85647398	Aal body constitution pattern (TM2)
icd11.foundation:1201456396	Aal disorder caused due to increased Aal (TM2)
icd11.foundation:461272930	Aal-predominant Aiyam body constitution pattern (TM2)
icd11.foundation:1616867889	Aal-predominant Vai body constitution pattern (TM2)
icd11.foundation:2104999247	Aarskog-Scott syndrome
icd11.foundation:1038858397	Abandonment with undetermined intent
icd11.foundation:838170208	Abdomen haemorrhage
icd11.foundation:762029774	Abdomen pain and flatulance disorder (TM2)
icd11.foundation:1476803407	Abdomen viscera contusion
icd11.foundation:393557226	Abdomen viscus crushing injury
icd11.foundation:1494334765	Abdomen viscus penetrating wound
icd11.foundation:1317471947	Abdominal abscess
icd11.foundation:2143116824	Abdominal actinomycosis
icd11.foundation:1392255323	Abdominal aortic aneurysm with perforation
icd11.foundation:926729140	Abdominal aortic aneurysm with rupture
icd11.foundation:397247153	Abdominal blood vessel trauma
icd11.foundation:1354270415	Abdominal carcinomatosis
icd11.foundation:2137712626	Abdominal cavity disorders (TM2)
icd11.foundation:1748046304	Abdominal cavity trauma
icd11.foundation:918157973	Abdominal compartment syndrome
icd11.foundation:1391973335	Abdominal compression, not elsewhere classified
icd11.foundation:1212957615	Abdominal desmoid of uncertain behaviour of unspecified site
icd11.foundation:1791672532	Abdominal desmoid of unknown behaviour of unspecified site
icd11.foundation:898362405	Abdominal distension
icd11.foundation:1886136086	Abdominal distension disorder (TM2)
icd11.foundation:1232861787	Abdominal enlargement disorder (TM2)
icd11.foundation:154595978	Abdominal fibromatosis of unspecified site
icd11.foundation:817763182	Abdominal gangrene
icd11.foundation:520504431	Abdominal granuloma
icd11.foundation:2011133573	Abdominal haematoma
icd11.foundation:527900632	Abdominal lumps disorder (TM2)
icd11.foundation:125974564	Abdominal mass without further specification
icd11.foundation:192081471	Abdominal migraine
icd11.foundation:1462614177	Abdominal muscular injury
icd11.foundation:1293213417	Abdominal or pelvic pain
icd11.foundation:1693791022	Abdominal pain disorder (TM1)
icd11.foundation:1140219191	Abdominal pain disorder (TM2)
icd11.foundation:1136360987	Abdominal pain-related functional GI disorders in children
icd11.foundation:1396448570	Abdominal pregnancy
icd11.foundation:319731663	Abdominal rigidity
icd11.foundation:553875709	Abdominal tenderness
icd11.foundation:1054075577	Abdominal tularaemia
icd11.foundation:512662308	Abdominal vascular ischaemia, not elsewhere classified
icd11.foundation:1223861741	Abdominal viscera haematoma
icd11.foundation:1267966830	Abdominal wall hernia
icd11.foundation:736243630	Abdominal wall oedema
icd11.foundation:401590865	Abdominal wall trauma
icd11.foundation:128040504	Abdominothoracic fistula
icd11.foundation:12608163	Abdominouterine fistula
icd11.foundation:23484346	Abdominovesical fistula
icd11.foundation:1651472028	Abducens nerve palsy associated with other neurologic signs
icd11.foundation:1994372381	Aberrant hepatic duct
icd11.foundation:224546005	Aberrant innominate artery
icd11.foundation:1980670431	Aberrant origin of left subclavian artery
icd11.foundation:1753426940	Aberrant origin of right subclavian artery
icd11.foundation:628571884	Aberrant regeneration of iris sphincter
icd11.foundation:247186390	Aberrant spleen
icd11.foundation:2089721619	Abetalipoproteinemia causing ophthalmoplegia
icd11.foundation:805506345	Abfraction
icd11.foundation:1056965299	Abiotrophy
icd11.foundation:661408856	Ablatio placentae affecting fetus or newborn
icd11.foundation:76303034	Ablepharon, bilateral
icd11.foundation:914726589	Ablepharon, unilateral
icd11.foundation:240063776	Ablepharon-macrostomia syndrome
icd11.foundation:1794402548	Abnormal  specimen of vulva
icd11.foundation:217164034	Abnormal EEG - [electroencephalogram]
icd11.foundation:304235274	Abnormal EMG - [electromyogram]
icd11.foundation:48814780	Abnormal EOG - [electro-oculogram]
icd11.foundation:907894842	Abnormal ERG -  [electroretinogram]
icd11.foundation:1454418577	Abnormal VEP  - [visual evoked potential]
icd11.foundation:560261466	Abnormal amniotic fluid
icd11.foundation:854359897	Abnormal amount of sputum
icd11.foundation:1084917859	Abnormal arterial blood-gas level
icd11.foundation:152930652	Abnormal atrial arrangement
icd11.foundation:679235278	Abnormal basal metabolic rate
icd11.foundation:1673409586	Abnormal biochemical finding on antenatal screening of mother
icd11.foundation:425831670	Abnormal bladder function studies
icd11.foundation:1529556077	Abnormal blood level of cobalt
icd11.foundation:90227854	Abnormal blood level of copper
icd11.foundation:1740612496	Abnormal blood level of iron
icd11.foundation:409040927	Abnormal blood level of magnesium
icd11.foundation:145482153	Abnormal blood level of zinc
icd11.foundation:1853670927	Abnormal blood-pressure reading, without diagnosis
icd11.foundation:825500799	Abnormal bone disease in chronic kidney disease
icd11.foundation:48769702	Abnormal bowel sounds
icd11.foundation:1387938275	Abnormal brain function studies
icd11.foundation:387987954	Abnormal brain scan
icd11.foundation:1845270661	Abnormal caloric test
icd11.foundation:792842624	Abnormal carbohydrate regulation
icd11.foundation:736482719	Abnormal cardiac shadow
icd11.foundation:737238663	Abnormal cervix in pregnancy or childbirth causing obstructed labour affecting fetus or newborn
icd11.foundation:723274599	Abnormal cervix in pregnancy or childbirth, causing obstructed labour
icd11.foundation:1322223068	Abnormal cervix smear
icd11.foundation:894446170	Abnormal chest sounds
icd11.foundation:134457129	Abnormal chromosomal findings in specimens from female genital organs
icd11.foundation:470773651	Abnormal chromosomal findings in specimens from male genital organs
icd11.foundation:761567854	Abnormal chromosomal findings not elsewhere classified
icd11.foundation:1694365529	Abnormal chromosomal or genetic finding on antenatal screening of mother
icd11.foundation:1621049377	Abnormal coagulation profile
icd11.foundation:1304490284	Abnormal cold and dry temperament associated with substance pattern (TM2)
icd11.foundation:1196250688	Abnormal cold and moist temperament associated with substance pattern (TM2)
icd11.foundation:1865476503	Abnormal cold temperament pattern (TM2)
icd11.foundation:1370295533	Abnormal cold temperament with substance pattern (TM2)
icd11.foundation:1295164630	Abnormal colour of sputum
icd11.foundation:959266138	Abnormal cusps
icd11.foundation:387146957	Abnormal cytological finding on antenatal screening of mother
icd11.foundation:1991292468	Abnormal cytological findings in cerebrospinal fluid
icd11.foundation:1362169845	Abnormal cytological findings in specimens from digestive organs and abdominal cavity
icd11.foundation:1280206666	Abnormal cytological findings in specimens from female genital organs
icd11.foundation:1354149835	Abnormal cytological findings in specimens from male genital organs
icd11.foundation:506625143	Abnormal cytological findings in specimens from other organs, systems and tissues
icd11.foundation:1305069430	Abnormal cytological findings in specimens from respiratory organs and thorax
icd11.foundation:1470272835	Abnormal diagnostic imaging of genitourinary organs
icd11.foundation:1821670430	Abnormal diagnostic imaging of head
icd11.foundation:1484625483	Abnormal diagnostic imaging of liver
icd11.foundation:1026083170	Abnormal diagnostic imaging of retroperitoneum
icd11.foundation:964442657	Abnormal diagnostic imaging of skull
icd11.foundation:2122862035	Abnormal diagnostic imaging results not elsewhere classified
icd11.foundation:240570910	Abnormal dry temperament pattern (TM2)
icd11.foundation:777688462	Abnormal dry temperament with substance pattern (TM2)
icd11.foundation:1860758115	Abnormal duration of uterine bleeding
icd11.foundation:370028610	Abnormal echoencephalogram
icd11.foundation:318933767	Abnormal electrocardiogram
icd11.foundation:565560314	Abnormal electrolyte balance
icd11.foundation:1179483466	Abnormal electrophysiological intracardiac studies
icd11.foundation:611337662	Abnormal fetal heart rate
icd11.foundation:812991352	Abnormal findings in bronchial washings
icd11.foundation:1511482961	Abnormal findings in nasal secretions
icd11.foundation:2133787067	Abnormal findings in nipple discharge
icd11.foundation:271834261	Abnormal findings in peritoneal fluid
icd11.foundation:1783597013	Abnormal findings in pleural fluid
icd11.foundation:711748123	Abnormal findings in prostatic secretions
icd11.foundation:1928117131	Abnormal findings in saliva
icd11.foundation:72359129	Abnormal findings in secretions and smears from cervix uteri
icd11.foundation:1375343110	Abnormal findings in secretions and smears from vagina
icd11.foundation:1251157356	Abnormal findings in secretions and smears from vulva
icd11.foundation:512302497	Abnormal findings in semen and seminal fluid
icd11.foundation:896020072	Abnormal findings in sputum
icd11.foundation:1103700979	Abnormal findings in synovial fluid
icd11.foundation:259117810	Abnormal findings in throat scrapings
icd11.foundation:1946312185	Abnormal findings in wound secretions
icd11.foundation:1919592035	Abnormal findings on cytological and histological examination of urine
icd11.foundation:2093936413	Abnormal findings on diagnostic imaging of uterus
icd11.foundation:251900705	Abnormal findings on microbiological examination of urine
icd11.foundation:201152505	Abnormal findings on neonatal screening
icd11.foundation:1331864060	Abnormal frequency of uterine bleeding
icd11.foundation:797637331	Abnormal gastric motility
icd11.foundation:1870522325	Abnormal glucose tolerance test
icd11.foundation:116783528	Abnormal haematological finding on antenatal screening of mother
icd11.foundation:1459028370	Abnormal hard tissue formation in pulp
icd11.foundation:412021217	Abnormal head movements
icd11.foundation:335248290	Abnormal histological findings in cerebrospinal fluid
icd11.foundation:880460385	Abnormal histological findings in specimens from digestive organs and abdominal cavity
icd11.foundation:688237280	Abnormal histological findings in specimens from female genital organs
icd11.foundation:905798239	Abnormal histological findings in specimens from male genital organs
icd11.foundation:2071572963	Abnormal histological findings in specimens from other organs, systems and tissues
icd11.foundation:679611104	Abnormal histological findings in specimens from respiratory organs and thorax
icd11.foundation:1566663318	Abnormal hot and dry temperament associated with substance pattern (TM2)
icd11.foundation:951766817	Abnormal hot and moist temperament associated with substance pattern (TM2)
icd11.foundation:12669760	Abnormal hot temperament pattern (TM2)
icd11.foundation:1046263366	Abnormal hot temperament with substance pattern (TM2)
icd11.foundation:1733700447	Abnormal immunological findings in cerebrospinal fluid
icd11.foundation:1087869600	Abnormal immunological findings in specimens from digestive organs and abdominal cavity
icd11.foundation:1571355169	Abnormal immunological findings in specimens from female genital organs
icd11.foundation:1095774880	Abnormal immunological findings in specimens from male genital organs
icd11.foundation:265609502	Abnormal immunological findings in specimens from other organs, systems and tissues
icd11.foundation:1546607135	Abnormal immunological findings in specimens from respiratory organs and thorax
icd11.foundation:1155690171	Abnormal intrapericardial course of great arteries
icd11.foundation:682424259	Abnormal involuntary movements
icd11.foundation:619771531	Abnormal jaw closure
icd11.foundation:604420050	Abnormal jaw opening
icd11.foundation:599682963	Abnormal laboratory results, not elsewhere classified
icd11.foundation:1286518012	Abnormal level of acid phosphatase
icd11.foundation:738426455	Abnormal level of alkaline phosphatase
icd11.foundation:1290599454	Abnormal level of amylase
