term_id	term_label	1_in_mirror_tsv	2_in_component_tsv	3_in_mondo_xrefs	in1_notIn2_in3
Orphanet:98941	OBSOLETE: Von Hippel anomaly	True	False	True	True
Orphanet:247871	OBSOLETE: Vitiligo-associated autoimmune disease	True	False	True	True
Orphanet:84096	OBSOLETE: Unknown leukodystrophy	True	False	True	True
Orphanet:99069	OBSOLETE: Univentricular heart with single atrio-ventricular valve	True	False	True	True
Orphanet:98666	OBSOLETE: Unclassified primitive or secondary maculopathy	True	False	True	True
Orphanet:98662	OBSOLETE: Unclassified familial retinal dystrophy	True	False	True	True
Orphanet:295075	OBSOLETE: Ulnar hemimelia, unilateral	True	False	True	True
Orphanet:295073	OBSOLETE: Ulnar hemimelia, bilateral	True	False	True	True
Orphanet:95458	OBSOLETE: Tricuspid valve prolapse	True	False	True	True
Orphanet:2042	OBSOLETE: Tracheo-esophageal fistula-hypospadias syndrome	True	False	True	True
Orphanet:295077	OBSOLETE: Tibial hemimelia, unilateral	True	False	True	True
Orphanet:295079	OBSOLETE: Tibial hemimelia, bilateral	True	False	True	True
Orphanet:3315	OBSOLETE: Thiopurine S-methyltransferase deficiency	True	False	True	True
Orphanet:93937	OBSOLETE: Terminal transverse defects of arm	True	False	True	True
Orphanet:294929	OBSOLETE: Terminal limb defects	True	False	True	True
Orphanet:98643	OBSOLETE: Systemic disease with cataract	True	False	True	True
Orphanet:182073	OBSOLETE: Syndromic neurometabolic disease with non-X-linked intellectual disability	True	False	True	True
Orphanet:182076	OBSOLETE: Syndromic neurometabolic disease with X-linked intellectual disability	True	False	True	True
Orphanet:98620	OBSOLETE: Syndromic myopia	True	False	True	True
Orphanet:89832	OBSOLETE: Syndromic lymphedema	True	False	True	True
Orphanet:98699	OBSOLETE: Syndromic ichthyosis associated with ocular features	True	False	True	True
Orphanet:108987	OBSOLETE: Syndromic developmental defect of the eye	True	False	True	True
Orphanet:295136	OBSOLETE: Symbrachydactyly of hand and foot, unilateral	True	False	True	True
Orphanet:295138	OBSOLETE: Symbrachydactyly of hand and foot, bilateral	True	False	True	True
Orphanet:158661	OBSOLETE: Suprabasal epidermolysis bullosa simplex	True	False	True	True
Orphanet:93942	OBSOLETE: Superior celosomia	True	False	True	True
Orphanet:67037	OBSOLETE: Squamous cell carcinoma of head and neck	True	False	True	True
Orphanet:276627	OBSOLETE: Sporadic secreting paraganglioma	True	False	True	True
Orphanet:276624	OBSOLETE: Sporadic pheochromocytoma	True	False	True	True
Orphanet:93221	OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes	True	False	True	True
Orphanet:93218	OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	True	False	True	True
Orphanet:93220	OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	True	False	True	True
Orphanet:93222	OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation	True	False	True	True
Orphanet:97555	OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with collapsing glomerulopathy	True	False	True	True
Orphanet:329252	OBSOLETE: Spondylocostal dysostosis-hypospadias-intellectual disability syndrome	True	False	True	True
Orphanet:94095	OBSOLETE: Spondylocostal dysostosis-anal atresia-genitourinary malformation syndrome	True	False	True	True
Orphanet:295120	OBSOLETE: Split hand, unilateral	True	False	True	True
Orphanet:295122	OBSOLETE: Split hand, bilateral	True	False	True	True
Orphanet:294935	OBSOLETE: Split hand or/and split foot malformation	True	False	True	True
Orphanet:294992	OBSOLETE: Split hand	True	False	True	True
Orphanet:295124	OBSOLETE: Split foot, unilateral	True	False	True	True
Orphanet:295126	OBSOLETE: Split foot, bilateral	True	False	True	True
Orphanet:294994	OBSOLETE: Split foot	True	False	True	True
Orphanet:98694	OBSOLETE: Spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly	True	False	True	True
Orphanet:98693	OBSOLETE: Spinocerebellar ataxia with oculomotor anomaly	True	False	True	True
Orphanet:79132	OBSOLETE: Sparse hair-short stature-skin anomalies syndrome	True	False	True	True
Orphanet:1260	OBSOLETE: Sino-auricular heart block	True	False	True	True
Orphanet:98603	OBSOLETE: Secretory apparatus of the lacrimal system anomaly	True	False	True	True
Orphanet:93551	OBSOLETE: Secondary glomerular disease	True	False	True	True
Orphanet:98637	OBSOLETE: Secondary glaucoma due to a proliferation and differentiation anomaly	True	False	True	True
Orphanet:98569	OBSOLETE: Secondary entropion	True	False	True	True
Orphanet:139420	OBSOLETE: Secondary acute transverse myelitis	True	False	True	True
Orphanet:3133	OBSOLETE: Say-Field-Coldwell syndrome	True	False	True	True
Orphanet:3128	OBSOLETE: Sakati-Nyhan syndrome	True	False	True	True
Orphanet:90339	OBSOLETE: Rosselli-Gulienetti syndrome	True	False	True	True
Orphanet:247861	OBSOLETE: Rheumatoid factor-negative juvenile idiopathic arthritis without anti-nuclear antibodies	True	False	True	True
Orphanet:247854	OBSOLETE: Rheumatoid factor-negative juvenile idiopathic arthritis with anti-nuclear antibodies	True	False	True	True
Orphanet:269200	OBSOLETE: Retrocerebellar cyst	True	False	True	True
Orphanet:93975	OBSOLETE: Renier-Gabreels-Jasper syndrome	True	False	True	True
Orphanet:319314	OBSOLETE: Renal cell carcinoma associated with neuroblastoma	True	False	True	True
Orphanet:98559	OBSOLETE: Rare palpebral, lacrimal system and conjunctival disease	True	False	True	True
Orphanet:181425	OBSOLETE: Rare major hypertriglyceridemia	True	False	True	True
Orphanet:182214	OBSOLETE: Rare inflammatory eye disease	True	False	True	True
Orphanet:98345	OBSOLETE: Rare idiopathic male infertility	True	False	True	True
Orphanet:183601	OBSOLETE: Rare genetic refraction anomaly	True	False	True	True
Orphanet:183598	OBSOLETE: Rare genetic palpebral, lacrimal system and conjunctival disease	True	False	True	True
Orphanet:98558	OBSOLETE: Rare eye disease due to a differentiation anomaly	True	False	True	True
Orphanet:101949	OBSOLETE: Rare acquired eye disease	True	False	True	True
Orphanet:280569	OBSOLETE: Rapidly progressive glomerulonephritis	True	False	True	True
Orphanet:295069	OBSOLETE: Radial hemimelia, unilateral	True	False	True	True
Orphanet:295071	OBSOLETE: Radial hemimelia, bilateral	True	False	True	True
Orphanet:1137	OBSOLETE: Pulmonary aortic stenosis obstructive uropathy	True	False	True	True
Orphanet:306762	OBSOLETE: Progressive epilepsy and/or ataxia with myoclonus as a major feature	True	False	True	True
Orphanet:99706	OBSOLETE: Progeria-associated arthropathy	True	False	True	True
Orphanet:99878	OBSOLETE: Primary parathyroid hyperplasia	True	False	True	True
Orphanet:458841	OBSOLETE: Primary lymphedema with associated anomalies	True	False	True	True
Orphanet:102373	OBSOLETE: Primary glomerular disease	True	False	True	True
Orphanet:98583	OBSOLETE: Precancerous lesion of palpebral epidermis	True	False	True	True
Orphanet:295175	OBSOLETE: Preaxial polydactyly of toes, unilateral	True	False	True	True
Orphanet:295177	OBSOLETE: Preaxial polydactyly of toes, bilateral	True	False	True	True
Orphanet:295006	OBSOLETE: Preaxial polydactyly of toes	True	False	True	True
Orphanet:294939	OBSOLETE: Preaxial polydactyly of fingers	True	False	True	True
Orphanet:98253	OBSOLETE: Postinfectious encephalitis	True	False	True	True
Orphanet:295167	OBSOLETE: Postaxial polydactyly type B, unilateral	True	False	True	True
Orphanet:295169	OBSOLETE: Postaxial polydactyly type B, bilateral	True	False	True	True
Orphanet:295163	OBSOLETE: Postaxial polydactyly type A, unilateral	True	False	True	True
Orphanet:295165	OBSOLETE: Postaxial polydactyly type A, bilateral	True	False	True	True
Orphanet:295179	OBSOLETE: Postaxial polydactyly of toes, unilateral	True	False	True	True
Orphanet:295181	OBSOLETE: Postaxial polydactyly of toes, bilateral	True	False	True	True
Orphanet:295008	OBSOLETE: Postaxial polydactyly of toes	True	False	True	True
Orphanet:294942	OBSOLETE: Postaxial polydactyly of fingers	True	False	True	True
Orphanet:295159	OBSOLETE: Polysyndactyly, unilateral	True	False	True	True
Orphanet:295161	OBSOLETE: Polysyndactyly, bilateral	True	False	True	True
Orphanet:2925	OBSOLETE: Polymicrogyria-turricephaly-hypogenitalism syndrome	True	False	True	True
Orphanet:295152	OBSOLETE: Polydactyly of an index finger, unilateral	True	False	True	True
Orphanet:295154	OBSOLETE: Polydactyly of an index finger, bilateral	True	False	True	True
Orphanet:295148	OBSOLETE: Polydactyly of a triphalangeal thumb, unilateral	True	False	True	True
Orphanet:295150	OBSOLETE: Polydactyly of a triphalangeal thumb, bilateral	True	False	True	True
Orphanet:295144	OBSOLETE: Polydactyly of a biphalangeal thumb, unilateral	True	False	True	True
Orphanet:295146	OBSOLETE: Polydactyly of a biphalangeal thumb, bilateral	True	False	True	True
Orphanet:221150	OBSOLETE: Pitt-Hopkins-like syndrome	True	False	True	True
Orphanet:98586	OBSOLETE: Pigmented palpebral tumor	True	False	True	True
Orphanet:98615	OBSOLETE: Pigmented conjunctival lesion	True	False	True	True
Orphanet:98708	OBSOLETE: Pigmentation disorder with eye involvement, excluding albinism	True	False	True	True
Orphanet:98700	OBSOLETE: Pigmentation disorder with eye involvement	True	False	True	True
Orphanet:98701	OBSOLETE: Phakomatosis with eye involvement	True	False	True	True
Orphanet:101033	OBSOLETE: Peters anomaly-cataract syndrome	True	False	True	True
Orphanet:97927	OBSOLETE: Peripheral resistance to thyroid hormones	True	False	True	True
Orphanet:226310	OBSOLETE: Peripheral hypothyroidism	True	False	True	True
Orphanet:93682	OBSOLETE: Pediatric Castleman disease	True	False	True	True
Orphanet:295038	OBSOLETE: Patella aplasia/hypoplasia, unilateral	True	False	True	True
Orphanet:295041	OBSOLETE: Patella aplasia/hypoplasia, bilateral	True	False	True	True
Orphanet:2823	OBSOLETE: Paraplegia-brachydactyly-cone-shaped epiphysis syndrome	True	False	True	True
Orphanet:163895	OBSOLETE: Paraneoplastic limbic encephalitis	True	False	True	True
Orphanet:98592	OBSOLETE: Palpebral tumor with a vascular malformation	True	False	True	True
Orphanet:98580	OBSOLETE: Palpebral tumor	True	False	True	True
Orphanet:98585	OBSOLETE: Palpebral sebaceous gland tumor	True	False	True	True
Orphanet:98590	OBSOLETE: Palpebral piliary tumor	True	False	True	True
Orphanet:98588	OBSOLETE: Palpebral nevus	True	False	True	True
Orphanet:98587	OBSOLETE: Palpebral lentiginosis	True	False	True	True
Orphanet:98581	OBSOLETE: Palpebral epidermal tumor	True	False	True	True
Orphanet:91133	OBSOLETE: Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome	True	False	True	True
Orphanet:98704	OBSOLETE: Onycho-patellar syndrome with eye involvement	True	False	True	True
Orphanet:247846	OBSOLETE: Oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies	True	False	True	True
Orphanet:247839	OBSOLETE: Oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies	True	False	True	True
Orphanet:2716	OBSOLETE: Oculo-skeletal-renal syndrome	True	False	True	True
Orphanet:100932	OBSOLETE: Nuclear oculomotor paralysis	True	False	True	True
Orphanet:108985	OBSOLETE: Non-syndromic developmental defect of the eye	True	False	True	True
Orphanet:101106	OBSOLETE: Non-secreting chemodectoma	True	False	True	True
Orphanet:163918	OBSOLETE: Non-paraneoplastic limbic encephalitis	True	False	True	True
Orphanet:163924	OBSOLETE: Non-herpetic acute limbic encephalitis	True	False	True	True
Orphanet:206659	OBSOLETE: Non-dystrophic myopathy with collagen 6 anomaly	True	False	True	True
Orphanet:96136	OBSOLETE: Non-distal monosomy 7p	True	False	True	True
Orphanet:96164	OBSOLETE: Non-distal monosomy 20q	True	False	True	True
Orphanet:371064	OBSOLETE: Non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature	True	False	True	True
Orphanet:99022	OBSOLETE: Niemann-Pick disease type E	True	False	True	True
Orphanet:98593	OBSOLETE: Neurogenic palpebral tumor	True	False	True	True
Orphanet:2677	OBSOLETE: Neuroepithelioma	True	False	True	True
Orphanet:98692	OBSOLETE: Nervous system anomaly with eye involvement	True	False	True	True
Orphanet:2601	OBSOLETE: Myopathy-growth delay-intellectual disability-hypospadias syndrome	True	False	True	True
Orphanet:98689	OBSOLETE: Myopathy with eye involvement	True	False	True	True
Orphanet:314946	OBSOLETE: Mycobacterium xenopi infection	True	False	True	True
Orphanet:98690	OBSOLETE: Myasthenic syndrome with eye involvement	True	False	True	True
Orphanet:50920	OBSOLETE: Multiple fibroadenoma of the breast	True	False	True	True
Orphanet:102284	OBSOLETE: Multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	True	False	True	True
Orphanet:2033	OBSOLETE: Multifocal muscular fibrosis-obstructed vessels syndrome	True	False	True	True
Orphanet:93686	OBSOLETE: Multicentric Castleman disease	True	False	True	True
Orphanet:254793	OBSOLETE: Mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA	True	False	True	True
Orphanet:98695	OBSOLETE: Mitochondrial disease with eye involvement	True	False	True	True
Orphanet:2641	OBSOLETE: Micromelic dwarfism, Fryns type	True	False	True	True
Orphanet:98713	OBSOLETE: Metabolic disease with pigmentary retinitis	True	False	True	True
Orphanet:98714	OBSOLETE: Metabolic disease with macular cherry-red spot	True	False	True	True
Orphanet:98711	OBSOLETE: Metabolic disease with corneal opacity	True	False	True	True
Orphanet:98712	OBSOLETE: Metabolic disease with cataract	True	False	True	True
Orphanet:98710	OBSOLETE: Metabolic disease associated with ocular features	True	False	True	True
Orphanet:98591	OBSOLETE: Mesenchymatous palpebral tumor	True	False	True	True
Orphanet:98584	OBSOLETE: Malignant tumor of palpebral epidermis	True	False	True	True
Orphanet:98554	OBSOLETE: Major induction processes eye anomaly	True	False	True	True
Orphanet:295221	OBSOLETE: Madelung deformity, unilateral	True	False	True	True
Orphanet:295223	OBSOLETE: Madelung deformity, bilateral	True	False	True	True
Orphanet:35688	OBSOLETE: Madelung deformity	True	False	True	True
Orphanet:65279	OBSOLETE: Lymphocytic colitis	True	False	True	True
Orphanet:158793	OBSOLETE: Lymphoadenopathic mastocytosis with eosinophilia	True	False	True	True
Orphanet:79383	OBSOLETE: Lymphedema	True	False	True	True
Orphanet:251633	OBSOLETE: Low-grade ependymoma	True	False	True	True
Orphanet:171215	OBSOLETE: Low isolated anorectal malformation	True	False	True	True
Orphanet:498700	OBSOLETE: Limbic encephalitis with neurexin-3 antibodies	True	False	True	True
Orphanet:163914	OBSOLETE: Limbic encephalitis with nCMAgs antibodies	True	False	True	True
Orphanet:276402	OBSOLETE: Limbic encephalitis with caspr2 antibodies	True	False	True	True
Orphanet:163908	OBSOLETE: Limbic encephalitis with LGI1 antibodies	True	False	True	True
Orphanet:329341	OBSOLETE: Limbic encephalitis with DPP6 antibodies	True	False	True	True
Orphanet:163903	OBSOLETE: Limbic encephalitis associated with antibodies to cell membrane antigens	True	False	True	True
Orphanet:163892	OBSOLETE: Limbic encephalitis	True	False	True	True
Orphanet:99870	OBSOLETE: Letterer-Siwe disease	True	False	True	True
Orphanet:35064	OBSOLETE: Lethal idiopathic viral infection	True	False	True	True
Orphanet:1421	OBSOLETE: Lethal chondrodysplasia, Seller type	True	False	True	True
Orphanet:1420	OBSOLETE: Lethal chondrodysplasia, Moerman type	True	False	True	True
Orphanet:93961	OBSOLETE: Laryngeal dyskinesia	True	False	True	True
Orphanet:264724	OBSOLETE: Langerhans cell histiocytosis specific to childhood	True	False	True	True
Orphanet:264750	OBSOLETE: Langerhans cell histiocytosis specific to adulthood	True	False	True	True
Orphanet:264955	OBSOLETE: Langerhans cell histiocytosis in childhood and adulthood	True	False	True	True
Orphanet:137871	OBSOLETE: Laminopathy type Decaudain-Vigouroux	True	False	True	True
Orphanet:98577	OBSOLETE: Kinetic eyelid anomaly	True	False	True	True
Orphanet:89840	OBSOLETE: Junctional epidermolysis bullosa, non-Herlitz type	True	False	True	True
Orphanet:435	OBSOLETE: Ito hypomelanosis	True	False	True	True
Orphanet:35098	OBSOLETE: Isolated plagiocephaly	True	False	True	True
Orphanet:63440	OBSOLETE: Isolated oxycephaly	True	False	True	True
Orphanet:221106	OBSOLETE: Isolated facial myokymia	True	False	True	True
Orphanet:2343	OBSOLETE: Isolated cloverleaf skull syndrome	True	False	True	True
Orphanet:99088	OBSOLETE: Intramural coronary arterial course	True	False	True	True
Orphanet:171208	OBSOLETE: Intermediate isolated anorectal malformation	True	False	True	True
Orphanet:3067	OBSOLETE: Intellectual disability-microcephaly-phalangeal-facial abnormalities syndrome	True	False	True	True
Orphanet:1849	OBSOLETE: Infundibulopelvic stenosis-multicystic kidney syndrome	True	False	True	True
Orphanet:1575	OBSOLETE: Infantile striatothalamic degeneration	True	False	True	True
Orphanet:101335	OBSOLETE: Indian tick typhus	True	False	True	True
Orphanet:93207	OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with minimal change	True	False	True	True
Orphanet:93206	OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with focal segmental hyalinosis	True	False	True	True
Orphanet:93209	OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with diffuse mesangial proliferation	True	False	True	True
Orphanet:35065	OBSOLETE: Idiopathic severe pneumococcemia	True	False	True	True
Orphanet:35061	OBSOLETE: Idiopathic recurrent and disabling cutaneous herpes	True	False	True	True
Orphanet:228318	OBSOLETE: Idiopathic hypersomnia without long sleep time	True	False	True	True
Orphanet:228315	OBSOLETE: Idiopathic hypersomnia with long sleep time	True	False	True	True
Orphanet:2267	OBSOLETE: Ichthyosis-cheek-eyebrow syndrome	True	False	True	True
Orphanet:98698	OBSOLETE: Ichthyosis associated with ocular features	True	False	True	True
Orphanet:430	OBSOLETE: Hypodermyiasis	True	False	True	True
Orphanet:217601	OBSOLETE: Hypertrophic cardiomyopathy due to intensive athletic training	True	False	True	True
Orphanet:295140	OBSOLETE: Hyperphalangy, unilateral	True	False	True	True
Orphanet:295142	OBSOLETE: Hyperphalangy, bilateral	True	False	True	True
Orphanet:295205	OBSOLETE: Humero-radio-ulnar synostosis, unilateral	True	False	True	True
Orphanet:295207	OBSOLETE: Humero-radio-ulnar synostosis, bilateral	True	False	True	True
Orphanet:295209	OBSOLETE: Humero-radial synostosis, unilateral	True	False	True	True
Orphanet:295211	OBSOLETE: Humero-radial synostosis, bilateral	True	False	True	True
Orphanet:295061	OBSOLETE: Humeral agenesis/hypoplasia, unilateral	True	False	True	True
Orphanet:295063	OBSOLETE: Humeral agenesis/hypoplasia, bilateral	True	False	True	True
Orphanet:2161	OBSOLETE: Holoacardius amorphus	True	False	True	True
Orphanet:2156	OBSOLETE: Hirsutism-skeletal dysplasia-intellectual disability syndrome	True	False	True	True
Orphanet:171201	OBSOLETE: High isolated anorectal malformation	True	False	True	True
Orphanet:137586	OBSOLETE: Herpes simplex virus keratitis	True	False	True	True
Orphanet:140450	OBSOLETE: Hereditary motor and sensory neuropathy	True	False	True	True
Orphanet:263676	OBSOLETE: Hereditary epidermolysis bullosa associated with ocular features	True	False	True	True
Orphanet:306539	OBSOLETE: Hereditary acrokeratotic poikiloderma of Kindler-Weary	True	False	True	True
Orphanet:248305	OBSOLETE: Hemolytic anemia due to glyceraldehyde-3-phosphate dehydrogenase deficiency	True	False	True	True
Orphanet:99872	OBSOLETE: Hashimoto-Pritzker syndrome	True	False	True	True
Orphanet:99873	OBSOLETE: Hand-Sch³ller-Christian disease	True	False	True	True
Orphanet:98633	OBSOLETE: Goniodysgenesis	True	False	True	True
Orphanet:284408	OBSOLETE: Glycerol kinase deficiency, infantile form	True	False	True	True
Orphanet:98632	OBSOLETE: Glaucoma associated with neural crest cell migration anomaly	True	False	True	True
Orphanet:98696	OBSOLETE: Genodermatosis with ocular features	True	False	True	True
Orphanet:98657	OBSOLETE: Genetic vitreous-retinal disease	True	False	True	True
Orphanet:306522	OBSOLETE: Genetic primary hypomagnesemia with normocalciuria	True	False	True	True
Orphanet:306519	OBSOLETE: Genetic primary hypomagnesemia with hypocalciuria	True	False	True	True
Orphanet:34526	OBSOLETE: Genetic primary hypomagnesemia	True	False	True	True
Orphanet:330197	OBSOLETE: Genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	True	False	True	True
Orphanet:98664	OBSOLETE: Genetic macular dystrophy	True	False	True	True
Orphanet:98697	OBSOLETE: Genetic keratinization disorder associated with ocular features	True	False	True	True
Orphanet:79459	OBSOLETE: Follicular atrophoderma-basal cell carcinoma	True	False	True	True
Orphanet:295081	OBSOLETE: Fibular hemimelia, unilateral	True	False	True	True
Orphanet:295083	OBSOLETE: Fibular hemimelia, bilateral	True	False	True	True
Orphanet:295065	OBSOLETE: Femoral agenesis/hypoplasia, unilateral	True	False	True	True
Orphanet:295067	OBSOLETE: Femoral agenesis/hypoplasia, bilateral	True	False	True	True
Orphanet:289527	OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency	True	False	True	True
Orphanet:34527	OBSOLETE: Familial primary hypomagnesemia with normocalciuria and normocalcemia	True	False	True	True
Orphanet:99877	OBSOLETE: Familial parathyroid adenoma	True	False	True	True
Orphanet:3267	OBSOLETE: Familial lambdoid synostosis	True	False	True	True
Orphanet:2454	OBSOLETE: Familial intestinal malrotation-facial anomalies syndrome	True	False	True	True
Orphanet:93216	OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes	True	False	True	True
Orphanet:93213	OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	True	False	True	True
Orphanet:93217	OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	True	False	True	True
Orphanet:93214	OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation	True	False	True	True
Orphanet:440	OBSOLETE: Familial hypospadias	True	False	True	True
Orphanet:99763	OBSOLETE: Familial hyperreninemic hypoaldosteronism type 1	True	False	True	True
Orphanet:227786	OBSOLETE: Familial flecked retinopathy	True	False	True	True
Orphanet:1428	OBSOLETE: Familial chondromalacia patellae	True	False	True	True
Orphanet:98597	OBSOLETE: Eyelashes hypertrophy	True	False	True	True
Orphanet:98599	OBSOLETE: Eyebrow/eyelashes structural anomaly	True	False	True	True
Orphanet:98601	OBSOLETE: Eyebrow/eyelashes pigmentation anomaly	True	False	True	True
Orphanet:98595	OBSOLETE: Eyebrow/eyelashes hypertrichosis	True	False	True	True
Orphanet:98600	OBSOLETE: Eyebrow/eyelashes distichiasis	True	False	True	True
Orphanet:98596	OBSOLETE: Eyebrow hypertrophy	True	False	True	True
Orphanet:1956	OBSOLETE: Erythromelalgia	True	False	True	True
Orphanet:103912	OBSOLETE: Epithelio-exfoliative colitis-deafness syndrome	True	False	True	True
Orphanet:1819	OBSOLETE: Epimetaphyseal skeletal dysplasia	True	False	True	True
Orphanet:89839	OBSOLETE: Epidermolysis bullosa simplex superficialis	True	False	True	True
Orphanet:98573	OBSOLETE: Epicanthal fold	True	False	True	True
Orphanet:99871	OBSOLETE: Eosinophilic granuloma	True	False	True	True
Orphanet:1939	OBSOLETE: Envenomization by Bothrops lanceolatus	True	False	True	True
Orphanet:99876	OBSOLETE: Ehlers-Danlos syndrome type 7B	True	False	True	True
Orphanet:99875	OBSOLETE: Ehlers-Danlos syndrome type 7A	True	False	True	True
Orphanet:369894	OBSOLETE: Early infantile epileptic encephalopathy without suppression burst	True	False	True	True
Orphanet:2650	OBSOLETE: Dwarfism-intellectual disability-eye abnormality syndrome	True	False	True	True
Orphanet:206985	OBSOLETE: Drug and/or toxic myopathy	True	False	True	True
Orphanet:96152	OBSOLETE: Distal monosomy 20q	True	False	True	True
Orphanet:98703	OBSOLETE: Disease with potential neoplastic degeneration associated with ocular features	True	False	True	True
Orphanet:98667	OBSOLETE: Disease predisposing to age-related macular degeneration	True	False	True	True
Orphanet:163988	OBSOLETE: Developmental delay-deafness syndrome, Hildebrand type	True	False	True	True
Orphanet:98520	OBSOLETE: Cystic malformation of the posterior fossa	True	False	True	True
