mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym
MONDO:0000922	pelvic inflammatory disease	ICD10CM:N70-N77	Inflammatory diseases of female pelvic organs (N70-N77)	oio:hasExactSynonym	inflammatory diseases of female pelvic organs
MONDO:0000923	interstitial emphysema	ICD10CM:J98.2	Interstitial emphysema	oio:hasExactSynonym	Mediastinal emphysema
MONDO:0000983	exhibitionism	ICD10CM:F65.2	Exhibitionism	oio:hasExactSynonym	Exhibitionistic disorder
MONDO:0000989	mumps infectious disease	ICD10CM:B26	Mumps	oio:hasExactSynonym	infectious parotitis
MONDO:0001009	solitary cyst of breast	ICD10CM:N60.0	Solitary cyst of breast	oio:hasExactSynonym	Cyst of breast
MONDO:0001029	Klippel-Feil syndrome	ICD10CM:Q76.1	Klippel-Feil syndrome	oio:hasExactSynonym	Cervical fusion syndrome
MONDO:0001066	late yaws	ICD10CM:A66.4	Gummata and ulcers of yaws	oio:hasExactSynonym	Nodular late yaws (ulcerated)
MONDO:0001078	tropical sprue	ICD10CM:K90.1	Tropical sprue	oio:hasExactSynonym	Sprue NOS
MONDO:0001085	interstitial nephritis	ICD10CM:N10-N16	Renal tubulo-interstitial diseases (N10-N16)	oio:hasExactSynonym	pyelonephritis
MONDO:0001085	interstitial nephritis	ICD10CM:N10-N16	Renal tubulo-interstitial diseases (N10-N16)	oio:hasExactSynonym	renal tubulo-interstitial diseases
MONDO:0001100	hypertrophy of breast	ICD10CM:N62	Hypertrophy of breast	oio:hasExactSynonym	Gynecomastia
MONDO:0001100	hypertrophy of breast	ICD10CM:N62	Hypertrophy of breast	oio:hasExactSynonym	Hypertrophy of breast NOS
MONDO:0001100	hypertrophy of breast	ICD10CM:N62	Hypertrophy of breast	oio:hasExactSynonym	Massive pubertal hypertrophy of breast
MONDO:0001101	fat necrosis of breast	ICD10CM:N64.1	Fat necrosis of breast	oio:hasExactSynonym	Fat necrosis (segmental) of breast
MONDO:0001113	Fiedler's myocarditis	ICD10CM:I40.1	Isolated myocarditis	oio:hasExactSynonym	Fiedler's myocarditis
MONDO:0001113	Fiedler's myocarditis	ICD10CM:I40.1	Isolated myocarditis	oio:hasExactSynonym	Giant cell myocarditis
MONDO:0001120	chronic frontal sinusitis	ICD10CM:J32.1	Chronic frontal sinusitis	oio:hasExactSynonym	Frontal sinusitis NOS
MONDO:0001122	chronic maxillary sinusitis	ICD10CM:J32.0	Chronic maxillary sinusitis	oio:hasExactSynonym	Antritis (chronic)
MONDO:0001122	chronic maxillary sinusitis	ICD10CM:J32.0	Chronic maxillary sinusitis	oio:hasExactSynonym	Maxillary sinusitis NOS
MONDO:0001122	chronic maxillary sinusitis	ICD10CM:J32.0	Chronic maxillary sinusitis	oio:hasExactSynonym	antritis
MONDO:0001123	chronic sphenoidal sinusitis	ICD10CM:J32.3	Chronic sphenoidal sinusitis	oio:hasExactSynonym	Sphenoidal sinusitis NOS
MONDO:0001126	gastric ulcer	ICD10CM:K25	Gastric ulcer	oio:hasExactSynonym	erosion (acute) of stomach
MONDO:0001126	gastric ulcer	ICD10CM:K25	Gastric ulcer	oio:hasExactSynonym	pylorus ulcer
MONDO:0001126	gastric ulcer	ICD10CM:K25	Gastric ulcer	oio:hasExactSynonym	pylorus ulcer (peptic)
MONDO:0001126	gastric ulcer	ICD10CM:K25	Gastric ulcer	oio:hasExactSynonym	stomach ulcer
MONDO:0001126	gastric ulcer	ICD10CM:K25	Gastric ulcer	oio:hasExactSynonym	stomach ulcer (peptic)
MONDO:0001132	sexual sadism disorder	ICD10CM:F65.52	Sexual sadism	oio:hasExactSynonym	Sexual sadism disorder
MONDO:0001135	voyeurism	ICD10CM:F65.3	Voyeurism	oio:hasExactSynonym	Voyeuristic disorder
MONDO:0001137	Murray valley encephalitis	ICD10CM:A83.4	Australian encephalitis	oio:hasExactSynonym	Kunjin virus disease
MONDO:0001139	sexual masochism disorder	ICD10CM:F65.51	Sexual masochism	oio:hasExactSynonym	Sexual masochism disorder
MONDO:0001150	hydrocephalus	ICD10CM:G91	Hydrocephalus	oio:hasExactSynonym	acquired hydrocephalus
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	Asthenic personality (disorder)
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	Inadequate personality (disorder)
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	Passive personality (disorder)
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	asthenic personality
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	inadequate personality
MONDO:0001157	dependent personality disorder	ICD10CM:F60.7	Dependent personality disorder	oio:hasExactSynonym	passive personality
MONDO:0001158	obsessive-compulsive personality disorder	ICD10CM:F60.5	Obsessive-compulsive personality disorder	oio:hasExactSynonym	Anankastic personality (disorder)
MONDO:0001158	obsessive-compulsive personality disorder	ICD10CM:F60.5	Obsessive-compulsive personality disorder	oio:hasExactSynonym	Compulsive personality (disorder)
MONDO:0001158	obsessive-compulsive personality disorder	ICD10CM:F60.5	Obsessive-compulsive personality disorder	oio:hasExactSynonym	Obsessional personality (disorder)
MONDO:0001158	obsessive-compulsive personality disorder	ICD10CM:F60.5	Obsessive-compulsive personality disorder	oio:hasExactSynonym	anankastic personality
MONDO:0001158	obsessive-compulsive personality disorder	ICD10CM:F60.5	Obsessive-compulsive personality disorder	oio:hasExactSynonym	compulsive personality
MONDO:0001159	multiple personality disorder	ICD10CM:F44.81	Dissociative identity disorder	oio:hasExactSynonym	Multiple personality disorder
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	Expansive paranoid personality (disorder)
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	Fanatic personality (disorder)
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	Paranoid personality (disorder)
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	Querulant personality (disorder)
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	Sensitive paranoid personality (disorder)
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	expansive paranoid personality
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	fanatic personality
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	paranoid personality
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	querulant personality
MONDO:0001163	paranoid personality disorder	ICD10CM:F60.0	Paranoid personality disorder	oio:hasExactSynonym	sensitive paranoid personality
MONDO:0001164	antisocial personality disorder	ICD10CM:F60.2	Antisocial personality disorder	oio:hasExactSynonym	Amoral personality (disorder)
MONDO:0001164	antisocial personality disorder	ICD10CM:F60.2	Antisocial personality disorder	oio:hasExactSynonym	Asocial personality (disorder)
MONDO:0001164	antisocial personality disorder	ICD10CM:F60.2	Antisocial personality disorder	oio:hasExactSynonym	Psychopathic personality (disorder)
MONDO:0001164	antisocial personality disorder	ICD10CM:F60.2	Antisocial personality disorder	oio:hasExactSynonym	Sociopathic personality (disorder)
MONDO:0001164	antisocial personality disorder	ICD10CM:F60.2	Antisocial personality disorder	oio:hasExactSynonym	amoral personality
MONDO:0001176	lens disorder	ICD10CM:H25-H28	Disorders of lens (H25-H28)	oio:hasExactSynonym	disorders of lens
MONDO:0001216	pulp degeneration	ICD10CM:K04.2	Pulp degeneration	oio:hasExactSynonym	Denticles
MONDO:0001216	pulp degeneration	ICD10CM:K04.2	Pulp degeneration	oio:hasExactSynonym	Pulpal calcifications
MONDO:0001216	pulp degeneration	ICD10CM:K04.2	Pulp degeneration	oio:hasExactSynonym	Pulpal stones
MONDO:0001224	Angelucci syndrome	ICD10CM:H10.1	Acute atopic conjunctivitis	oio:hasExactSynonym	Acute papillary conjunctivitis
MONDO:0001234	adhesive otitis media	ICD10CM:H74.1	Adhesive middle ear disease	oio:hasExactSynonym	Adhesive otitis
MONDO:0001251	chronic apical periodontitis	ICD10CM:K04.5	Chronic apical periodontitis	oio:hasExactSynonym	Apical or periapical granuloma
MONDO:0001251	chronic apical periodontitis	ICD10CM:K04.5	Chronic apical periodontitis	oio:hasExactSynonym	Apical periodontitis NOS
MONDO:0001265	schizophreniform disorder	ICD10CM:F20.81	Schizophreniform disorder	oio:hasExactSynonym	Schizophreniform psychosis NOS
MONDO:0001268	gingival recession	ICD10CM:K06.0	Gingival recession	oio:hasExactSynonym	Gingival recession (postinfective) (postprocedural)
MONDO:0001274	anal spasm	ICD10CM:K59.4	Anal spasm	oio:hasExactSynonym	Proctalgia fugax
MONDO:0001276	expressive language disorder	ICD10CM:F80.1	Expressive language disorder	oio:hasExactSynonym	Developmental dysphasia or aphasia, expressive type
MONDO:0001291	brain compression	ICD10CM:G93.5	Compression of brain	oio:hasExactSynonym	Arnold-Chiari type 1 compression of brain
MONDO:0001291	brain compression	ICD10CM:G93.5	Compression of brain	oio:hasExactSynonym	Compression of brain (stem)
MONDO:0001291	brain compression	ICD10CM:G93.5	Compression of brain	oio:hasExactSynonym	Herniation of brain (stem)
MONDO:0001291	brain compression	ICD10CM:G93.5	Compression of brain	oio:hasExactSynonym	compression of brain
MONDO:0001291	brain compression	ICD10CM:G93.5	Compression of brain	oio:hasExactSynonym	herniation of brain
MONDO:0001312	acute serous otitis media	ICD10CM:H65.0	Acute serous otitis media	oio:hasExactSynonym	Acute and subacute secretory otitis
MONDO:0001323	infant gynecomastia	ICD10CM:P83.4	Breast engorgement of newborn	oio:hasExactSynonym	Noninfective mastitis of newborn
MONDO:0001326	dental pulp necrosis	ICD10CM:K04.1	Necrosis of pulp	oio:hasExactSynonym	Pulpal gangrene
MONDO:0001327	pelvic muscle wasting	ICD10CM:N81.84	Pelvic muscle wasting	oio:hasExactSynonym	Disuse atrophy of pelvic muscles and anal sphincter
MONDO:0001338	acute apical periodontitis	ICD10CM:K04.4	Acute apical periodontitis of pulpal origin	oio:hasExactSynonym	Acute apical periodontitis NOS
MONDO:0001339	portal vein thrombosis	ICD10CM:I81	Portal vein thrombosis	oio:hasExactSynonym	Portal (vein) obstruction
MONDO:0001369	chronic laryngitis	ICD10CM:J37.0	Chronic laryngitis	oio:hasExactSynonym	Catarrhal laryngitis
MONDO:0001369	chronic laryngitis	ICD10CM:J37.0	Chronic laryngitis	oio:hasExactSynonym	Hypertrophic laryngitis
MONDO:0001369	chronic laryngitis	ICD10CM:J37.0	Chronic laryngitis	oio:hasExactSynonym	Sicca laryngitis
MONDO:0001383	degenerative myopia	ICD10CM:H44.2	Degenerative myopia	oio:hasExactSynonym	Malignant myopia
MONDO:0001391	indeterminate leprosy	ICD10CM:A30.0	Indeterminate leprosy	oio:hasExactSynonym	I leprosy
MONDO:0001410	postmenopausal atrophic vaginitis	ICD10CM:N95.2	Postmenopausal atrophic vaginitis	oio:hasExactSynonym	Senile (atrophic) vaginitis
MONDO:0001416	female reproductive organ cancer	ICD10CM:C51-C58	Malignant neoplasms of female genital organs (C51-C58)	oio:hasExactSynonym	malignant neoplasm of skin of female genital organs
MONDO:0001416	female reproductive organ cancer	ICD10CM:C51-C58	Malignant neoplasms of female genital organs (C51-C58)	oio:hasExactSynonym	malignant neoplasms of female genital organs
MONDO:0001442	dysthymic disorder	ICD10CM:F34.1	Dysthymic disorder	oio:hasExactSynonym	Depressive neurosis
MONDO:0001442	dysthymic disorder	ICD10CM:F34.1	Dysthymic disorder	oio:hasExactSynonym	Depressive personality disorder
MONDO:0001442	dysthymic disorder	ICD10CM:F34.1	Dysthymic disorder	oio:hasExactSynonym	Neurotic depression
MONDO:0001442	dysthymic disorder	ICD10CM:F34.1	Dysthymic disorder	oio:hasExactSynonym	Persistent anxiety depression
MONDO:0001442	dysthymic disorder	ICD10CM:F34.1	Dysthymic disorder	oio:hasExactSynonym	Persistent depressive disorder
MONDO:0001444	Chagas disease	ICD10CM:B57	Chagas' disease	oio:hasExactSynonym	infection due to Trypanosoma cruzi
MONDO:0001461	tinea corporis	ICD10CM:B35.4	Tinea corporis	oio:hasExactSynonym	Ringworm of the body
MONDO:0001498	varicocele	ICD10CM:I86.1	Scrotal varices	oio:hasExactSynonym	Varicocele
MONDO:0001504	fetishistic disorder	ICD10CM:F65.0	Fetishism	oio:hasExactSynonym	Fetishistic disorder
MONDO:0001522	pyromania	ICD10CM:F63.1	Pyromania	oio:hasExactSynonym	Pathological fire-setting
MONDO:0001540	bagassosis	ICD10CM:J67.1	Bagassosis	oio:hasExactSynonym	Bagasse disease
MONDO:0001540	bagassosis	ICD10CM:J67.1	Bagassosis	oio:hasExactSynonym	Bagasse pneumonitis
MONDO:0001560	hypertrophic pyloric stenosis	ICD10CM:Q40.0	Congenital hypertrophic pyloric stenosis	oio:hasExactSynonym	Congenital or infantile constriction
MONDO:0001560	hypertrophic pyloric stenosis	ICD10CM:Q40.0	Congenital hypertrophic pyloric stenosis	oio:hasExactSynonym	Congenital or infantile hypertrophy
MONDO:0001560	hypertrophic pyloric stenosis	ICD10CM:Q40.0	Congenital hypertrophic pyloric stenosis	oio:hasExactSynonym	Congenital or infantile spasm
MONDO:0001560	hypertrophic pyloric stenosis	ICD10CM:Q40.0	Congenital hypertrophic pyloric stenosis	oio:hasExactSynonym	Congenital or infantile stenosis
MONDO:0001560	hypertrophic pyloric stenosis	ICD10CM:Q40.0	Congenital hypertrophic pyloric stenosis	oio:hasExactSynonym	Congenital or infantile stricture
MONDO:0001562	displacement of cardia through esophageal hiatus	ICD10CM:Q40.1	Congenital hiatus hernia	oio:hasExactSynonym	Congenital displacement of cardia through esophageal hiatus
MONDO:0001566	hypercalcemia disease	ICD10CM:E83.52	Hypercalcemia	oio:hasExactSynonym	Familial hypocalciuric hypercalcemia
MONDO:0001568	mixed receptive-expressive language disorder	ICD10CM:F80.2	Mixed receptive-expressive language disorder	oio:hasExactSynonym	Developmental Wernicke's aphasia
MONDO:0001568	mixed receptive-expressive language disorder	ICD10CM:F80.2	Mixed receptive-expressive language disorder	oio:hasExactSynonym	Developmental dysphasia or aphasia, receptive type
MONDO:0001600	mucocele of salivary gland	ICD10CM:K11.6	Mucocele of salivary gland	oio:hasExactSynonym	Mucous extravasation cyst of salivary gland
MONDO:0001609	agranulocytosis	ICD10CM:D70	Neutropenia	oio:hasExactSynonym	agranulocytosis
MONDO:0001609	agranulocytosis	ICD10CM:D70	Neutropenia	oio:hasExactSynonym	decreased absolute neurophile count
MONDO:0001609	agranulocytosis	ICD10CM:D70	Neutropenia	oio:hasExactSynonym	decreased absolute neurophile count (ANC)
MONDO:0001616	lobomycosis	ICD10CM:B48.0	Lobomycosis	oio:hasExactSynonym	Keloidal blastomycosis
MONDO:0001616	lobomycosis	ICD10CM:B48.0	Lobomycosis	oio:hasExactSynonym	Lobo's disease
MONDO:0001620	louse-borne relapsing fever	ICD10CM:A68.0	Louse-borne relapsing fever	oio:hasExactSynonym	Relapsing fever due to Borrelia recurrentis
MONDO:0001621	tick-borne relapsing fever	ICD10CM:A68.1	Tick-borne relapsing fever	oio:hasExactSynonym	Relapsing fever due to any Borrelia species other than Borrelia recurrentis
MONDO:0001625	corpus luteum cyst	ICD10CM:N83.1	Corpus luteum cyst	oio:hasExactSynonym	Hemorrhagic corpus luteum cyst
MONDO:0001628	tinea unguium	ICD10CM:B35.1	Tinea unguium	oio:hasExactSynonym	Ringworm of nails
MONDO:0001638	protein-deficiency anemia	ICD10CM:D53.0	Protein deficiency anemia	oio:hasExactSynonym	Amino-acid deficiency anemia
MONDO:0001638	protein-deficiency anemia	ICD10CM:D53.0	Protein deficiency anemia	oio:hasExactSynonym	Orotaciduric anemia
MONDO:0001665	oculoglandular tularemia	ICD10CM:A21.1	Oculoglandular tularemia	oio:hasExactSynonym	Ophthalmic tularemia
MONDO:0001689	hypertrophy of tongue papillae	ICD10CM:K14.3	Hypertrophy of tongue papillae	oio:hasExactSynonym	Black hairy tongue
MONDO:0001689	hypertrophy of tongue papillae	ICD10CM:K14.3	Hypertrophy of tongue papillae	oio:hasExactSynonym	Coated tongue
MONDO:0001689	hypertrophy of tongue papillae	ICD10CM:K14.3	Hypertrophy of tongue papillae	oio:hasExactSynonym	Hypertrophy of foliate papillae
MONDO:0001689	hypertrophy of tongue papillae	ICD10CM:K14.3	Hypertrophy of tongue papillae	oio:hasExactSynonym	Lingua villosa nigra
MONDO:0001692	pedophilia	ICD10CM:F65.4	Pedophilia	oio:hasExactSynonym	Pedophilic disorder
MONDO:0001699	tinea manuum	ICD10CM:B35.2	Tinea manuum	oio:hasExactSynonym	Hand ringworm
MONDO:0001710	perforation of bile duct	ICD10CM:K83.2	Perforation of bile duct	oio:hasExactSynonym	Rupture of bile duct
MONDO:0001724	supraglottis cancer	ICD10CM:C32.1	Malignant neoplasm of supraglottis	oio:hasExactSynonym	Malignant neoplasm of aryepiglottic fold or interarytenoid fold, laryngeal aspect
MONDO:0001724	supraglottis cancer	ICD10CM:C32.1	Malignant neoplasm of supraglottis	oio:hasExactSynonym	Malignant neoplasm of epiglottis (suprahyoid portion) NOS
MONDO:0001724	supraglottis cancer	ICD10CM:C32.1	Malignant neoplasm of supraglottis	oio:hasExactSynonym	Malignant neoplasm of false vocal cord
MONDO:0001724	supraglottis cancer	ICD10CM:C32.1	Malignant neoplasm of supraglottis	oio:hasExactSynonym	Malignant neoplasm of posterior (laryngeal) surface of epiglottis
MONDO:0001724	supraglottis cancer	ICD10CM:C32.1	Malignant neoplasm of supraglottis	oio:hasExactSynonym	Malignant neoplasm of ventricular bands
MONDO:0001732	trigonitis	ICD10CM:N30.3	Trigonitis	oio:hasExactSynonym	Urethrotrigonitis
MONDO:0001753	female infertility of uterine origin	ICD10CM:N97.2	Female infertility of uterine origin	oio:hasExactSynonym	Female infertility associated with congenital anomaly of uterus
MONDO:0001753	female infertility of uterine origin	ICD10CM:N97.2	Female infertility of uterine origin	oio:hasExactSynonym	Female infertility due to nonimplantation of ovum
MONDO:0001754	eclampsia	ICD10CM:O15	Eclampsia	oio:hasExactSynonym	convulsions following conditions in O10-O14 and O16
MONDO:0001772	ulcer of anus and rectum	ICD10CM:K62.6	Ulcer of anus and rectum	oio:hasExactSynonym	Solitary ulcer of anus and rectum
MONDO:0001772	ulcer of anus and rectum	ICD10CM:K62.6	Ulcer of anus and rectum	oio:hasExactSynonym	Stercoral ulcer of anus and rectum
MONDO:0001794	Pthirus pubis infestation	ICD10CM:B85.3	Phthiriasis	oio:hasExactSynonym	Infestation by crab-louse
MONDO:0001797	chancroid	ICD10CM:A57	Chancroid	oio:hasExactSynonym	Ulcus molle
MONDO:0001798	hypermobility syndrome	ICD10CM:M35.7	Hypermobility syndrome	oio:hasExactSynonym	Familial ligamentous laxity
MONDO:0001815	extrapyramidal and movement disease	ICD10CM:G20-G26	Extrapyramidal and movement disorders (G20-G26)	oio:hasExactSynonym	extrapyramidal and movement disorders
MONDO:0001821	hypoactive sexual desire disorder	ICD10CM:F52.0	Hypoactive sexual desire disorder	oio:hasExactSynonym	Male hypoactive sexual desire disorder
MONDO:0001821	hypoactive sexual desire disorder	ICD10CM:F52.0	Hypoactive sexual desire disorder	oio:hasExactSynonym	Sexual anhedonia
MONDO:0001823	sick sinus syndrome	ICD10CM:I49.5	Sick sinus syndrome	oio:hasExactSynonym	Tachycardia-bradycardia syndrome
MONDO:0001830	somatization disorder	ICD10CM:F45.0	Somatization disorder	oio:hasExactSynonym	Multiple psychosomatic disorder
MONDO:0001843	uterus interstitial leiomyoma	ICD10CM:D25.1	Intramural leiomyoma of uterus	oio:hasExactSynonym	Interstitial leiomyoma of uterus
MONDO:0001859	algoneurodystrophy	ICD10CM:M89.0	Algoneurodystrophy	oio:hasExactSynonym	Shoulder-hand syndrome
MONDO:0001859	algoneurodystrophy	ICD10CM:M89.0	Algoneurodystrophy	oio:hasExactSynonym	Sudeck's atrophy
MONDO:0001876	renal artery atheroma	ICD10CM:I70.1	Atherosclerosis of renal artery	oio:hasExactSynonym	Goldblatt's kidney
MONDO:0001885	lateral cystocele	ICD10CM:N81.12	Cystocele, lateral	oio:hasExactSynonym	Paravaginal cystocele
MONDO:0001916	gastrointestinal tularemia	ICD10CM:A21.3	Gastrointestinal tularemia	oio:hasExactSynonym	Abdominal tularemia
MONDO:0001924	dystrophies primarily involving the retinal pigment epithelium	ICD10CM:H35.54	Dystrophies primarily involving the retinal pigment epithelium	oio:hasExactSynonym	Vitelliform retinal dystrophy
MONDO:0001942	generalized anxiety disorder	ICD10CM:F41.1	Generalized anxiety disorder	oio:hasExactSynonym	Anxiety neurosis
MONDO:0001942	generalized anxiety disorder	ICD10CM:F41.1	Generalized anxiety disorder	oio:hasExactSynonym	Anxiety reaction
MONDO:0001942	generalized anxiety disorder	ICD10CM:F41.1	Generalized anxiety disorder	oio:hasExactSynonym	Anxiety state
MONDO:0001942	generalized anxiety disorder	ICD10CM:F41.1	Generalized anxiety disorder	oio:hasExactSynonym	Overanxious disorder
MONDO:0001943	Plasmodium malariae malaria	ICD10CM:B52	Plasmodium malariae malaria	oio:hasExactSynonym	mixed infections of Plasmodium malariae with other Plasmodium species, except Plasmodium falciparum and Plasmodium vivax
MONDO:0001949	acute thyroiditis	ICD10CM:E06.0	Acute thyroiditis	oio:hasExactSynonym	Abscess of thyroid
MONDO:0001949	acute thyroiditis	ICD10CM:E06.0	Acute thyroiditis	oio:hasExactSynonym	Pyogenic thyroiditis
MONDO:0001949	acute thyroiditis	ICD10CM:E06.0	Acute thyroiditis	oio:hasExactSynonym	Suppurative thyroiditis
MONDO:0001957	critical illness polyneuropathy	ICD10CM:G62.81	Critical illness polyneuropathy	oio:hasExactSynonym	Acute motor neuropathy
MONDO:0001964	chronic tubotympanic suppurative otitis media	ICD10CM:H66.1	Chronic tubotympanic suppurative otitis media	oio:hasExactSynonym	Benign chronic suppurative otitis media
MONDO:0001964	chronic tubotympanic suppurative otitis media	ICD10CM:H66.1	Chronic tubotympanic suppurative otitis media	oio:hasExactSynonym	Chronic tubotympanic disease
MONDO:0001989	atrophic glossitis	ICD10CM:K14.4	Atrophy of tongue papillae	oio:hasExactSynonym	Atrophic glossitis
MONDO:0001999	primary pulmonary hypertension	ICD10CM:I27.0	Primary pulmonary hypertension	oio:hasExactSynonym	Heritable pulmonary arterial hypertension
MONDO:0001999	primary pulmonary hypertension	ICD10CM:I27.0	Primary pulmonary hypertension	oio:hasExactSynonym	Idiopathic pulmonary arterial hypertension
MONDO:0001999	primary pulmonary hypertension	ICD10CM:I27.0	Primary pulmonary hypertension	oio:hasExactSynonym	Primary group 1 pulmonary hypertension
MONDO:0001999	primary pulmonary hypertension	ICD10CM:I27.0	Primary pulmonary hypertension	oio:hasExactSynonym	Primary pulmonary arterial hypertension
MONDO:0002022	disorder of orbital region	ICD10CM:H00-H59	Diseases of the eye and adnexa (H00-H59)	oio:hasExactSynonym	diseases of the eye and adnexa
MONDO:0002026	candidiasis	ICD10CM:B37	Candidiasis	oio:hasExactSynonym	moniliasis
MONDO:0002045	communicating hydrocephalus	ICD10CM:G91.0	Communicating hydrocephalus	oio:hasExactSynonym	Secondary normal pressure hydrocephalus
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of agitated depression
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of depressive reaction
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of major depression
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of psychogenic depression
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of reactive depression
MONDO:0002050	depressive disorder	ICD10CM:F32	Depressive episode	oio:hasExactSynonym	single episode of vital depression
MONDO:0002098	facial nerve disorder	ICD10CM:G51	Facial nerve disorders	oio:hasExactSynonym	disorders of 7th cranial nerve
MONDO:0002133	chronic rheumatic pericarditis	ICD10CM:I09.2	Chronic rheumatic pericarditis	oio:hasExactSynonym	Adherent pericardium, rheumatic
MONDO:0002133	chronic rheumatic pericarditis	ICD10CM:I09.2	Chronic rheumatic pericarditis	oio:hasExactSynonym	Chronic rheumatic mediastinopericarditis
MONDO:0002133	chronic rheumatic pericarditis	ICD10CM:I09.2	Chronic rheumatic pericarditis	oio:hasExactSynonym	Chronic rheumatic myopericarditis
MONDO:0002196	perinatal intestinal perforation	ICD10CM:P78.0	Perinatal intestinal perforation	oio:hasExactSynonym	Meconium peritonitis
MONDO:0002253	spondylosis	ICD10CM:M47	Spondylosis	oio:hasExactSynonym	arthrosis or osteoarthritis of spine
MONDO:0002253	spondylosis	ICD10CM:M47	Spondylosis	oio:hasExactSynonym	degeneration of facet joints
MONDO:0002272	polyclonal hypergammaglobulinemia	ICD10CM:D89.0	Polyclonal hypergammaglobulinemia	oio:hasExactSynonym	Benign hypergammaglobulinemic purpura
MONDO:0002272	polyclonal hypergammaglobulinemia	ICD10CM:D89.0	Polyclonal hypergammaglobulinemia	oio:hasExactSynonym	Polyclonal gammopathy NOS
MONDO:0002387	liver angiosarcoma	ICD10CM:C22.3	Angiosarcoma of liver	oio:hasExactSynonym	Kupffer cell sarcoma
MONDO:0002409	auditory system disorder	ICD10CM:H60-H95	Diseases of the ear and mastoid process (H60-H95)	oio:hasExactSynonym	diseases of the ear and mastoid process
