term_id	term_label	1_in_mirror_tsv	2_in_component_tsv	3_in_mondo_xrefs	in1_notIn2_in3
NCIT:C4657	Central Nervous System Cyst	True	False	True	True
NCIT:C162473	Canine Transmissible Venereal Tumor	True	False	True	True
NCIT:C128126	Canine Transitional Cell Carcinoma	True	False	True	True
NCIT:C161006	Canine Thyroid Gland Medullary Carcinoma	True	False	True	True
NCIT:C132275	Canine Thyroid Adenocarcinoma	True	False	True	True
NCIT:C132276	Canine Soft Tissue Sarcoma	True	False	True	True
NCIT:C176701	Canine Sebaceous Gland Epithelioma	True	False	True	True
NCIT:C128195	Canine Sarcoma	True	False	True	True
NCIT:C129300	Canine Rhabdomyosarcoma	True	False	True	True
NCIT:C128122	Canine Prostate Carcinoma	True	False	True	True
NCIT:C134944	Canine Pancreatic Carcinoma	True	False	True	True
NCIT:C120045	Canine Osteosarcoma	True	False	True	True
NCIT:C132823	Canine Oral Squamous Cell Carcinoma	True	False	True	True
NCIT:C185639	Canine Oral Melanoma	True	False	True	True
NCIT:C158786	Canine Nephroblastoma	True	False	True	True
NCIT:C134526	Canine Neoplasm	True	False	True	True
NCIT:C120298	Canine Melanoma	True	False	True	True
NCIT:C129077	Canine Mastocytoma	True	False	True	True
NCIT:C124249	Canine Mammary Carcinoma	True	False	True	True
NCIT:C147073	Canine Mammary Adenoma	True	False	True	True
NCIT:C128121	Canine Lymphoma	True	False	True	True
NCIT:C129299	Canine Lung Adenocarcinoma	True	False	True	True
NCIT:C128120	Canine Leukemia	True	False	True	True
NCIT:C158785	Canine Langerhans Cell Histiocytosis	True	False	True	True
NCIT:C128125	Canine Histiocytic Sarcoma	True	False	True	True
NCIT:C129298	Canine Hepatocellular Carcinoma	True	False	True	True
NCIT:C122783	Canine Hemangiosarcoma	True	False	True	True
NCIT:C158784	Canine Granular Cell Tumor	True	False	True	True
NCIT:C129297	Canine Glioma	True	False	True	True
NCIT:C158783	Canine Gastrointestinal Stromal Tumor	True	False	True	True
NCIT:C186279	Canine Cutaneous T-Cell Lymphoma	True	False	True	True
NCIT:C134956	Canine Acanthomatous Epulis	True	False	True	True
NCIT:C3672	Calcification	True	False	True	True
NCIT:C34441	Burn	True	False	True	True
NCIT:C3861	Brain Ependymal Tumor	True	False	True	True
NCIT:C9175	Bowel Obstruction	True	False	True	True
NCIT:C134768	Bovine Rectal Myxoma	True	False	True	True
NCIT:C131472	Bovine Protoporphyria	True	False	True	True
NCIT:C134527	Bovine Neoplasm	True	False	True	True
NCIT:C134767	Bovine Lymphosarcoma	True	False	True	True
NCIT:C131469	Bovine Leukemia	True	False	True	True
NCIT:C3455	Arachnoid Cyst	True	False	True	True
NCIT:C32132	Apocrine Sweat Gland	True	False	True	True
NCIT:C98823	Apnea of Prematurity	True	False	True	True
NCIT:C2873	Aneuploidy	True	False	True	True
NCIT:C155766	Acute Lung Injury	True	False	True	True
NCIT:C131091	Acquired Testicular Failure	True	False	True	True
NCIT:C50795	Abnormal Vaginal Discharge	True	False	True	True
