subject_id	object_id	in_any_source	subject_label	object_label	in_icd10cm	in_ordo	in_ncit	in_icd10who	in_icd11foundation	in_omim	in_doid
MONDO:0009562	MONDO:0800088	True	beta-mannosidosis	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009563	MONDO:0000688	True	maple syrup urine disease	inborn organic aciduria	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009563	MONDO:0019242	True	maple syrup urine disease	inborn disorder of branched-chain amino acid metabolism	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009564	MONDO:0015159	True	Marden-Walker syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009564	MONDO:0015168	True	Marden-Walker syndrome	arthrogryposis multiplex congenita	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0009565	MONDO:0015159	True	microcephaly-glomerulonephritis-marfanoid habitus syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009566	MONDO:0015159	True	marfanoid habitus-autosomal recessive intellectual disability syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009567	MONDO:0002254	True	Marinesco-Sjogren syndrome	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009567	MONDO:0020046	True	Marinesco-Sjogren syndrome	autosomal recessive degenerative and progressive cerebellar ataxia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009568	MONDO:0019064	True	mast syndrome	hereditary spastic paraplegia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009570	MONDO:0015159	True	McDonough syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009571	MONDO:0018921	True	Meckel syndrome, type 1	Meckel syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009575	MONDO:0000152	True	thiamine-responsive megaloblastic anemia syndrome	thiamine-responsive dysfunction syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009575	MONDO:0006025	True	thiamine-responsive megaloblastic anemia syndrome	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009575	MONDO:0020112	True	thiamine-responsive megaloblastic anemia syndrome	vitamin B12- and folate-independent constitutional megaloblastic anemia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009576	MONDO:0000942	True	megalocornea	corneal disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009576	MONDO:0003847	True	megalocornea	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009579	MONDO:0019690	True	Frank-Ter Haar syndrome	filamin-related bone disorder	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009580	MONDO:0019502	True	intellectual disability, autosomal recessive 1	autosomal recessive non-syndromic intellectual disability	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009581	MONDO:0015159	True	intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009582	MONDO:0002254	True	Mietens syndrome	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009584	MONDO:0015159	True	intellectual disability, Buenos-Aires type	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009589	MONDO:0015161	True	mesomelic dwarfism-cleft palate-camptodactyly syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009589	MONDO:0018230	True	mesomelic dwarfism-cleft palate-camptodactyly syndrome	skeletal dysplasia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009591	MONDO:0018868	True	metachromatic leukodystrophy, juvenile form	metachromatic leukodystrophy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009593	MONDO:0016763	True	spondylometaphyseal dysplasia, Sedaghatian type	spondylometaphyseal dysplasia	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	SUPPORTED	SUPPORTED
MONDO:0009595	MONDO:0006025	True	cartilage-hair hypoplasia	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009595	MONDO:0015708	True	cartilage-hair hypoplasia	immuno-osseous dysplasia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009595	MONDO:0019287	True	cartilage-hair hypoplasia	ectodermal dysplasia syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	SUPPORTED
MONDO:0009599	MONDO:0018230	True	metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	skeletal dysplasia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009603	MONDO:0019215	True	3-hydroxyisobutyryl-CoA hydrolase deficiency	classic organic aciduria	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009607	MONDO:0019222	True	methionine adenosyltransferase deficiency	inborn disorder of methionine cycle and sulfur amino acid metabolism	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009609	MONDO:0018964	True	methylcobalamin deficiency type cblG	homocystinuria without methylmalonic aciduria	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009610	MONDO:0017359	True	3-methylglutaconic aciduria type 1	3-methylglutaconic aciduria	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED	SUPPORTED
MONDO:0009611	MONDO:0017359	True	3-methylglutaconic aciduria type 4	3-methylglutaconic aciduria	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED	SUPPORTED
MONDO:0009612	MONDO:0002012	True	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency	methylmalonic acidemia	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009612	MONDO:0019215	True	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency	classic organic aciduria	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009613	MONDO:0017214	True	methylmalonic aciduria, cblA type	vitamin B12-responsive methylmalonic acidemia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009614	MONDO:0017214	True	methylmalonic aciduria, cblB type	vitamin B12-responsive methylmalonic acidemia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009617	MONDO:0016660	True	microcephaly 1, primary, autosomal recessive	autosomal recessive primary microcephaly	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009618	MONDO:0015159	True	microcephaly-cardiomyopathy syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009620	MONDO:0003778	True	Say-Barber-Miller syndrome	inborn error of immunity	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009620	MONDO:0015159	True	Say-Barber-Miller syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009621	MONDO:0015159	True	microcephaly-cervical spine fusion anomalies syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009622	MONDO:0015159	True	Jawad syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009623	MONDO:0006025	True	Nijmegen breakage syndrome	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009623	MONDO:0015161	True	Nijmegen breakage syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009624	MONDO:0000181	True	microcephaly and chorioretinopathy 1	microcephaly and chorioretinopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009624	MONDO:0002254	True	microcephaly and chorioretinopathy 1	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009624	MONDO:0019118	True	microcephaly and chorioretinopathy 1	inherited retinal dystrophy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0009625	MONDO:0017868	True	diencephalic-mesencephalic junction dysplasia syndrome 1	diencephalic-mesencephalic junction dysplasia	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009626	MONDO:0006025	True	pseudo-TORCH syndrome	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009627	MONDO:0002254	True	Galloway-Mowat syndrome	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009629	MONDO:0015426	True	Desbuquois dysplasia 1	Desbuquois dysplasia	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009630	MONDO:0000170	True	microphthalmia, isolated, with coloboma 4	microphthalmia, isolated, with coloboma	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009631	MONDO:0000062	True	isolated microphthalmia 1	isolated microphthalmia	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009636	MONDO:0019236	True	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	inborn disorder of purine metabolism	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009636	MONDO:0100512	True	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	mitochondrial DNA depletion syndrome, hepatocerebral form	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009642	MONDO:0015375	True	orofaciodigital syndrome type II	orofaciodigital syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009643	MONDO:0020480	True	sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	sulfite oxidase deficiency due to molybdenum cofactor deficiency	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009644	MONDO:0020480	True	sulfite oxidase deficiency due to molybdenum cofactor deficiency type B1	sulfite oxidase deficiency due to molybdenum cofactor deficiency	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0009646	MONDO:0044645	True	monosomy 7 myelodysplasia and leukemia syndrome 1	familial monosomy 7 syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009648	MONDO:0015914	True	peripheral motor neuropathy-dysautonomia syndrome	primary orthostatic hypotension	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009649	MONDO:0016820	True	moyamoya disease 1	Moyamoya disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009650	MONDO:0800088	True	mucolipidosis type II	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009652	MONDO:0031422	True	GNPTG-mucolipidosis	familial mucolipidosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009652	MONDO:0800088	True	GNPTG-mucolipidosis	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009653	MONDO:0031422	True	mucolipidosis type IV	familial mucolipidosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING
MONDO:0009655	MONDO:0018937	True	mucopolysaccharidosis type 3A	mucopolysaccharidosis type 3	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009655	MONDO:0800088	True	mucopolysaccharidosis type 3A	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009656	MONDO:0018937	True	mucopolysaccharidosis type 3B	mucopolysaccharidosis type 3	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009656	MONDO:0800088	True	mucopolysaccharidosis type 3B	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009657	MONDO:0018937	True	mucopolysaccharidosis type 3C	mucopolysaccharidosis type 3	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009657	MONDO:0800088	True	mucopolysaccharidosis type 3C	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009658	MONDO:0018937	True	mucopolysaccharidosis type 3D	mucopolysaccharidosis type 3	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009658	MONDO:0800088	True	mucopolysaccharidosis type 3D	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009659	MONDO:0018938	True	mucopolysaccharidosis type 4A	mucopolysaccharidosis type 4	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009659	MONDO:0800088	True	mucopolysaccharidosis type 4A	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009660	MONDO:0018938	True	mucopolysaccharidosis type 4B	mucopolysaccharidosis type 4	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009660	MONDO:0800088	True	mucopolysaccharidosis type 4B	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009661	MONDO:0019249	True	mucopolysaccharidosis type 6	mucopolysaccharidosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED	SUPPORTED
MONDO:0009661	MONDO:0800088	True	mucopolysaccharidosis type 6	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009662	MONDO:0019249	True	mucopolysaccharidosis type 7	mucopolysaccharidosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED	SUPPORTED
MONDO:0009662	MONDO:0800088	True	mucopolysaccharidosis type 7	lysosomal storage disease with skeletal involvement	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009664	MONDO:0002254	True	mulibrey nanism	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009664	MONDO:0006025	True	mulibrey nanism	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009665	MONDO:0015454	True	biotinidase deficiency	multiple carboxylase deficiency	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009665	MONDO:0020127	True	biotinidase deficiency	hereditary peripheral neuropathy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009666	MONDO:0015454	True	holocarboxylase synthetase deficiency	multiple carboxylase deficiency	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0009667	MONDO:0000171	True	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3	muscular dystrophy-dystroglycanopathy, type A	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS
MONDO:0009668	MONDO:0017415	True	lethal multiple pterygium syndrome	multiple pterygium syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009669	MONDO:0019079	True	spinal muscular atrophy, type 1	proximal spinal muscular atrophy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0009670	MONDO:0002254	True	lethal congenital contracture syndrome 1	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
