mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type
MONDO:0000170	microphthalmia, isolated, with coloboma	Orphanet:98938	Colobomatous microphthalmia	oio:hasExactSynonym	MAC	MONDO:ABBREVIATION
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	Orphanet:899	Walker-Warburg syndrome	oio:hasExactSynonym	hard syndrome	
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	Orphanet:899	Walker-Warburg syndrome	oio:hasExactSynonym	hydrocephalus-agyria-retinal dysplasia syndrome	
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	Orphanet:899	Walker-Warburg syndrome	oio:hasExactSynonym	WWS	MONDO:ABBREVIATION
MONDO:0000193	cortisone reductase deficiency	Orphanet:168588	Hyperandrogenism due to cortisone reductase deficiency	oio:hasExactSynonym	11-beta-hydroxysteroid dehydrogenase deficiency type 1	
MONDO:0000200	Zimmermann-Laband syndrome	Orphanet:3473	Zimmermann-Laband syndrome	oio:hasExactSynonym	Laband syndrome	
MONDO:0000200	Zimmermann-Laband syndrome	Orphanet:3473	Zimmermann-Laband syndrome	oio:hasExactSynonym	gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	Orphanet:486811	Prenatal-onset spinal muscular atrophy with congenital bone fractures	oio:hasExactSynonym	SMABF	MONDO:ABBREVIATION
MONDO:0000211	striatal degeneration, autosomal dominant	Orphanet:228169	Autosomal dominant striatal neurodegeneration	oio:hasExactSynonym	ADSD	MONDO:ABBREVIATION
MONDO:0000212	hypercalcemia, infantile	Orphanet:300547	Autosomal recessive infantile hypercalcemia	oio:hasExactSynonym	familial infantile hypercalcemia with suppressed intact parathyroid hormone	
MONDO:0000355	Ullrich congenital muscular dystrophy	Orphanet:75840	Ullrich congenital muscular dystrophy	oio:hasExactSynonym	Ullrich scleroatonic muscular dystrophy	
MONDO:0000355	Ullrich congenital muscular dystrophy	Orphanet:75840	Ullrich congenital muscular dystrophy	oio:hasExactSynonym	UCMD	MONDO:ABBREVIATION
MONDO:0000447	autosomal dominant polycystic liver disease	Orphanet:2924	Isolated polycystic liver disease	oio:hasExactSynonym	PCLD	MONDO:ABBREVIATION
MONDO:0000455	cone dystrophy	Orphanet:1871	Progressive cone dystrophy	oio:hasExactSynonym	cone dystrophy	
MONDO:0000456	cerebral creatine deficiency syndrome	Orphanet:79172	Creatine deficiency syndrome	oio:hasExactSynonym	cerebral creatine deficiency syndrome	
MONDO:0000456	cerebral creatine deficiency syndrome	Orphanet:79172	Creatine deficiency syndrome	oio:hasExactSynonym	CCDS	MONDO:ABBREVIATION
MONDO:0000456	cerebral creatine deficiency syndrome	Orphanet:79172	Creatine deficiency syndrome	oio:hasExactSynonym	CDS	MONDO:ABBREVIATION
MONDO:0000456	cerebral creatine deficiency syndrome	Orphanet:98907	Neutral lipid storage disease with ichthyosis	oio:hasExactSynonym	CDS	MONDO:ABBREVIATION
MONDO:0000463	Ochoa syndrome	Orphanet:2704	Urofacial syndrome	oio:hasExactSynonym	Ochoa syndrome	
MONDO:0000463	Ochoa syndrome	Orphanet:2704	Urofacial syndrome	oio:hasExactSynonym	hydronephrosis-inverted smile syndrome	
MONDO:0000463	Ochoa syndrome	Orphanet:2704	Urofacial syndrome	oio:hasExactSynonym	inverted smile-neurogenic bladder syndrome	
MONDO:0000463	Ochoa syndrome	Orphanet:2704	Urofacial syndrome	oio:hasExactSynonym	partial facial palsy with urinary abnormalities	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym	limb-girdle muscular dystrophy with Paget disease of bone	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym	pagetoid amyotrophic lateral sclerosis	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym	pagetoid neuroskeletal syndrome	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Orphanet:52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oio:hasExactSynonym	IBMPFD	MONDO:ABBREVIATION
MONDO:0000859	spina bifida occulta	Orphanet:645202	Closed spinal dysraphism	oio:hasExactSynonym	spina bifida occulta	
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	Orphanet:102	Multiple system atrophy	oio:hasExactSynonym	MSA	MONDO:ABBREVIATION
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia	oio:hasExactSynonym	myopathy, lactic acidosis and sideroblastic anemia	
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia	oio:hasExactSynonym	MLASA	MONDO:ABBREVIATION
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome	oio:hasExactSynonym	Andermann syndrome	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome	oio:hasExactSynonym	Charlevoix disease	
MONDO:0000903	myoclonus-dystonia syndrome	Orphanet:36899	Myoclonus-dystonia syndrome	oio:hasExactSynonym	hereditary essential myoclonus	
MONDO:0000903	myoclonus-dystonia syndrome	Orphanet:36899	Myoclonus-dystonia syndrome	oio:hasExactSynonym	myoclonic dystonia	
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	Orphanet:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	oio:hasExactSynonym	hereditary multi-infarct dementia	
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	Orphanet:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	oio:hasExactSynonym	CADASIL	MONDO:ABBREVIATION
MONDO:0001029	Klippel-Feil syndrome	Orphanet:2345	Isolated Klippel-Feil syndrome	oio:hasExactSynonym	Klippel-Feil Sequence	
MONDO:0001195	spotted fever	Orphanet:102022	Spotted fever rickettsiosis	oio:hasExactSynonym	spotted fever rickettsiae disease	
MONDO:0001246	typhus	Orphanet:102023	Typhus-group rickettsiosis	oio:hasExactSynonym	typhus-group rickettsiae disease	
MONDO:0001280	choroiditis	Orphanet:280892	Posterior uveitis	oio:hasExactSynonym	choroiditis	
MONDO:0001325	penile cancer	Orphanet:398043	Malignant tumor of penis	oio:hasExactSynonym	cancer of penis	
MONDO:0001325	penile cancer	Orphanet:398043	Malignant tumor of penis	oio:hasExactSynonym	malignant penile tumor	
MONDO:0001325	penile cancer	Orphanet:398043	Malignant tumor of penis	oio:hasExactSynonym	penile cancer	
MONDO:0001347	facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy	oio:hasExactSynonym	FSH dystrophy	
MONDO:0001347	facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy	oio:hasExactSynonym	Landouzy-Dejerine myopathy	
MONDO:0001347	facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy	oio:hasExactSynonym	facioscapulohumeral muscular dystrophy	
MONDO:0001347	facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy	oio:hasExactSynonym	facioscapulohumeral myopathy	
MONDO:0001347	facioscapulohumeral muscular dystrophy	Orphanet:269	Facioscapulohumeral dystrophy	oio:hasExactSynonym	FSHD	MONDO:ABBREVIATION
MONDO:0001444	Chagas disease	Orphanet:3386	American trypanosomiasis	oio:hasExactSynonym	Chagas disease	
MONDO:0001549	hemolytic-uremic syndrome	Orphanet:544458	Hemolytic uremic syndrome	oio:hasExactSynonym	HUS	MONDO:ABBREVIATION
MONDO:0001569	acoustic neuroma	Orphanet:252175	Vestibular schwannoma	oio:hasExactSynonym	acoustic neurilemoma	
MONDO:0001569	acoustic neuroma	Orphanet:252175	Vestibular schwannoma	oio:hasExactSynonym	acoustic neurinoma	
MONDO:0001569	acoustic neuroma	Orphanet:252175	Vestibular schwannoma	oio:hasExactSynonym	acoustic neuroma	
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:293181	Malignant migrating focal seizures of infancy	oio:hasExactSynonym	MPSI	MONDO:ABBREVIATION
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1	oio:hasExactSynonym	Alpha-L-iduronidase deficiency	
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1	oio:hasExactSynonym	Mucopolysaccharidosis Type I	
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1	oio:hasExactSynonym	mucopolysaccharidosis type I	
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1	oio:hasExactSynonym	MPS1	MONDO:ABBREVIATION
MONDO:0001586	mucopolysaccharidosis type 1	Orphanet:579	Mucopolysaccharidosis type 1	oio:hasExactSynonym	MPSI	MONDO:ABBREVIATION
MONDO:0001595	choreatic disease	Orphanet:1429	Benign hereditary chorea	oio:hasExactSynonym	benign familial chorea	
MONDO:0001734	tuberous sclerosis	Orphanet:805	Tuberous sclerosis complex	oio:hasExactSynonym	Bourneville syndrome	
MONDO:0001734	tuberous sclerosis	Orphanet:805	Tuberous sclerosis complex	oio:hasExactSynonym	tuberous sclerosis	MONDO:CLINGEN_LABEL
MONDO:0001881	toxic shock syndrome	Orphanet:36234	Bacterial toxic-shock syndrome	oio:hasExactSynonym	bacterial TSS	
MONDO:0001956	capillary leak syndrome	Orphanet:188	Systemic capillary leak syndrome	oio:hasExactSynonym	Clarkson disease	
MONDO:0001956	capillary leak syndrome	Orphanet:188	Systemic capillary leak syndrome	oio:hasExactSynonym	capillary hyperpermeability syndrome	
MONDO:0001956	capillary leak syndrome	Orphanet:188	Systemic capillary leak syndrome	oio:hasExactSynonym	capillary leak syndrome	
MONDO:0001956	capillary leak syndrome	Orphanet:188	Systemic capillary leak syndrome	oio:hasExactSynonym	idiopathic capillary leak syndrome	
MONDO:0001956	capillary leak syndrome	Orphanet:188	Systemic capillary leak syndrome	oio:hasExactSynonym	SCLS	MONDO:ABBREVIATION
MONDO:0001956	capillary leak syndrome	Orphanet:192	Coffin-Lowry syndrome	oio:hasExactSynonym	CLS	MONDO:ABBREVIATION
MONDO:0002013	lymphangioma	Orphanet:2415	Rare lymphatic malformation	oio:hasExactSynonym	lymphangioma	
MONDO:0002096	malignant conjunctival melanoma	Orphanet:617910	Conjunctival malignant melanoma	oio:hasExactSynonym	conjunctival melanoma	
MONDO:0002142	undifferentiated pleomorphic sarcoma	Orphanet:2023	Undifferentiated pleomorphic sarcoma	oio:hasExactSynonym	UPS	MONDO:ABBREVIATION
MONDO:0002145	disorder of sexual differentiation	Orphanet:90771	Difference of sex development	oio:hasExactSynonym	disorder of sex development	
MONDO:0002158	fallopian tube cancer	Orphanet:180242	Malignant tumor of fallopian tubes	oio:hasExactSynonym	cancer of fallopian tubes	
MONDO:0002158	fallopian tube cancer	Orphanet:180242	Malignant tumor of fallopian tubes	oio:hasExactSynonym	malignant tubal tumor	
MONDO:0002158	fallopian tube cancer	Orphanet:180242	Malignant tumor of fallopian tubes	oio:hasExactSynonym	tubal cancer	
MONDO:0002412	disorder of glycogen metabolism	Orphanet:79201	Glycogen storage disease	oio:hasExactSynonym	glycogenosis	
MONDO:0002412	disorder of glycogen metabolism	Orphanet:79201	Glycogen storage disease	oio:hasExactSynonym	GSD	MONDO:ABBREVIATION
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	G6P deficiency	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	GSD due to G6P deficiency	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	GSD type 1	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	GSD type I	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	Glycogen Storage Disease Type I	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	glycogen storage disease due to G6P deficiency	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	glycogen storage disease type 1	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	glycogen storage disease type I	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	glycogenosis type 1	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	glycogenosis type I	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	hepatorenal glycogenosis	
MONDO:0002413	glycogen storage disease I	Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency	oio:hasExactSynonym	von Gierke disease	
MONDO:0002422	adamantinoma	Orphanet:55881	Adamantinoma	oio:hasExactSynonym	adamantinoma of long bones	
MONDO:0002441	Jervell and Lange-Nielsen syndrome	Orphanet:90647	Jervell and Lange-Nielsen syndrome	oio:hasExactSynonym	long QT interval-deafness syndrome	
MONDO:0002457	Treacher-Collins syndrome	Orphanet:861	Treacher-Collins syndrome	oio:hasExactSynonym	Franceschetti-Klein syndrome	
MONDO:0002457	Treacher-Collins syndrome	Orphanet:861	Treacher-Collins syndrome	oio:hasExactSynonym	mandibulofacial dysostosis without limb anomalies	
MONDO:0002546	schwannoma	Orphanet:252164	Benign schwannoma	oio:hasExactSynonym	neurilemmoma	
MONDO:0002546	schwannoma	Orphanet:252164	Benign schwannoma	oio:hasExactSynonym	peripheral fibroblastoma	
MONDO:0002571	primary central nervous system lymphoma	Orphanet:46135	Primary central nervous system lymphoma	oio:hasExactSynonym	primary CNS lymphoma	
MONDO:0002571	primary central nervous system lymphoma	Orphanet:46135	Primary central nervous system lymphoma	oio:hasExactSynonym	primary brain lymphoma	
MONDO:0002571	primary central nervous system lymphoma	Orphanet:46135	Primary central nervous system lymphoma	oio:hasExactSynonym	PCNSL	MONDO:ABBREVIATION
MONDO:0002588	thymoma type A	Orphanet:263310	Thymoma type A	oio:hasExactSynonym	primary thymic epithelial neoplasm type A	
MONDO:0002588	thymoma type A	Orphanet:263310	Thymoma type A	oio:hasExactSynonym	primary thymic epithelial tumor type A	
MONDO:0002653	Paget disease of the penis	Orphanet:398053	Adenocarcinoma of the penis	oio:hasExactSynonym	penile adenocarcinoma	
MONDO:0002684	atypical choroid plexus papilloma	Orphanet:251902	Atypical papilloma of choroid plexus	oio:hasExactSynonym	atypical CPP	
MONDO:0002684	atypical choroid plexus papilloma	Orphanet:251902	Atypical papilloma of choroid plexus	oio:hasExactSynonym	atypical choroid plexus papilloma	
MONDO:0002728	rhabdoid tumor	Orphanet:69077	Rhabdoid tumor	oio:hasExactSynonym	malignant rhabdoid tumor	
MONDO:0002752	ovarian adenocarcinoma	Orphanet:213504	Adenocarcinoma of ovary	oio:hasExactSynonym	ovarian adenocarcinoma	
MONDO:0002876	cervical adenosarcoma	Orphanet:213792	Adenosarcoma of the cervix uteri	oio:hasExactSynonym	cervical adenosarcoma	
MONDO:0002877	cervical carcinosarcoma	Orphanet:213787	Carcinosarcoma of the cervix uteri	oio:hasExactSynonym	cervical carcinosarcoma	
MONDO:0002877	cervical carcinosarcoma	Orphanet:213787	Carcinosarcoma of the cervix uteri	oio:hasExactSynonym	cervical malignant Müllerian mixed tumor	
MONDO:0002877	cervical carcinosarcoma	Orphanet:213787	Carcinosarcoma of the cervix uteri	oio:hasExactSynonym	malignant Müllerian mixed tumor of the cervix uteri	
MONDO:0002882	colon neuroendocrine neoplasm	Orphanet:100080	Neuroendocrine tumor of the colon	oio:hasExactSynonym	neuroendocrine neoplasm of the colon	
MONDO:0002955	vulva basal cell carcinoma	Orphanet:494451	Vulvar basal cell carcinoma	oio:hasExactSynonym	basal cell carcinoma of vulva	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular clear cell adenocarcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular clear cell carcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular clear cell renal cell adenocarcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular clear cell renal cell carcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular cystic renal cell adenocarcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	multilocular cystic renal cell carcinoma	
MONDO:0003010	multilocular clear cell renal cell carcinoma	Orphanet:319287	Multilocular cystic renal neoplasm of low malignant potential	oio:hasExactSynonym	MCRCC	MONDO:ABBREVIATION
MONDO:0003111	gastric neuroendocrine neoplasm	Orphanet:100075	Neuroendocrine tumor of stomach	oio:hasExactSynonym	NET of stomach	
MONDO:0003125	testicular sex cord-stromal neoplasm	Orphanet:363489	Sex cord-stromal tumor of testis	oio:hasExactSynonym	testicular sex cord-stromal tumor	
MONDO:0003198	small intestine adenocarcinoma	Orphanet:104075	Adenocarcinoma of the small intestine	oio:hasExactSynonym	adenocarcinoma of the small bowel	
MONDO:0003258	hobnail hemangioma	Orphanet:675362	Hobnail hemangioma	oio:hasExactSynonym	Targetoid Hemosiderotic hemangioma	
MONDO:0003345	hilar cholangiocarcinoma	Orphanet:99978	Klatskin tumor	oio:hasExactSynonym	hilar CCA	
MONDO:0003345	hilar cholangiocarcinoma	Orphanet:99978	Klatskin tumor	oio:hasExactSynonym	hilar cholangiocarcinoma	
MONDO:0003414	skin pilomatrix carcinoma	Orphanet:499182	Pilomatrix carcinoma	oio:hasExactSynonym	Trichomatrical carcinoma	
MONDO:0003414	skin pilomatrix carcinoma	Orphanet:499182	Pilomatrix carcinoma	oio:hasExactSynonym	calcified epithelial carcinoma of Malherbe	
MONDO:0003414	skin pilomatrix carcinoma	Orphanet:499182	Pilomatrix carcinoma	oio:hasExactSynonym	calcifying epitheliocarcinoma	
MONDO:0003414	skin pilomatrix carcinoma	Orphanet:499182	Pilomatrix carcinoma	oio:hasExactSynonym	malignant pilomatricoma	
MONDO:0003429	functioning pituitary gland adenoma	Orphanet:314753	Functioning pituitary adenoma	oio:hasExactSynonym	endocrine active pituitary adenoma	
MONDO:0003429	functioning pituitary gland adenoma	Orphanet:314753	Functioning pituitary adenoma	oio:hasExactSynonym	secreting pituitary adenoma	
MONDO:0003630	pancreatic serous cystadenocarcinoma	Orphanet:424073	Serous cystadenocarcinoma of pancreas	oio:hasExactSynonym	pancreatic serous cystadenocarcinoma	
MONDO:0003646	rectum neuroendocrine neoplasm	Orphanet:100081	Neuroendocrine tumor of the rectum	oio:hasExactSynonym	NET of the rectum	
MONDO:0003646	rectum neuroendocrine neoplasm	Orphanet:100081	Neuroendocrine tumor of the rectum	oio:hasExactSynonym	rectal NET	
MONDO:0003649	esophageal neuroendocrine tumor	Orphanet:506136	Neuroendocrine neoplasm of esophagus	oio:hasExactSynonym	NEN of esophagus	
MONDO:0003649	esophageal neuroendocrine tumor	Orphanet:506136	Neuroendocrine neoplasm of esophagus	oio:hasExactSynonym	esophageal NEN	
MONDO:0003649	esophageal neuroendocrine tumor	Orphanet:506136	Neuroendocrine neoplasm of esophagus	oio:hasExactSynonym	esophageal neuroendocrine neoplasm	
MONDO:0003669	testicular seminoma	Orphanet:842	Testicular seminomatous germ cell tumor	oio:hasExactSynonym	seminoma of testis	
MONDO:0003669	testicular seminoma	Orphanet:842	Testicular seminomatous germ cell tumor	oio:hasExactSynonym	seminomatous germ cell tumor of testis	
MONDO:0003669	testicular seminoma	Orphanet:842	Testicular seminomatous germ cell tumor	oio:hasExactSynonym	testicular seminoma	
MONDO:0003792	ovarian carcinosarcoma	Orphanet:213512	Malignant mixed Müllerian tumor of the ovary	oio:hasExactSynonym	MMMT of the ovary	
MONDO:0003792	ovarian carcinosarcoma	Orphanet:213512	Malignant mixed Müllerian tumor of the ovary	oio:hasExactSynonym	ovarian carcinosarcoma	
MONDO:0003792	ovarian carcinosarcoma	Orphanet:213512	Malignant mixed Müllerian tumor of the ovary	oio:hasExactSynonym	ovarian malignant mixed Müllerian tumor	
MONDO:0003792	ovarian carcinosarcoma	Orphanet:213512	Malignant mixed Müllerian tumor of the ovary	oio:hasExactSynonym	ovarian malignant mixed epithelial mesenchymal tumor	
MONDO:0003795	ovarian small cell carcinoma	Orphanet:370396	Small cell carcinoma of the ovary	oio:hasExactSynonym	small cell ovarian carcinoma	
MONDO:0003795	ovarian small cell carcinoma	Orphanet:370396	Small cell carcinoma of the ovary	oio:hasExactSynonym	SCCO	MONDO:ABBREVIATION
MONDO:0003999	juvenile pilocytic astrocytoma	Orphanet:673580	Classic pilocytic astrocytoma	oio:hasExactSynonym	juvenile pilocytic astrocytoma	
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	Orphanet:284400	Small cell carcinoma of the bladder	oio:hasExactSynonym	poorly differentiated neuroendocrine carcinoma of the bladder	
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	Orphanet:284400	Small cell carcinoma of the bladder	oio:hasExactSynonym	small cell bladder cancer	
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	Orphanet:284400	Small cell carcinoma of the bladder	oio:hasExactSynonym	small cell bladder carcinoma	
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	Orphanet:284400	Small cell carcinoma of the bladder	oio:hasExactSynonym	small cell carcinoma of the urinary bladder	
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	Orphanet:284400	Small cell carcinoma of the bladder	oio:hasExactSynonym	SCCB	MONDO:ABBREVIATION
MONDO:0004187	nodular fasciitis	Orphanet:477742	Nodular fasciitis	oio:hasExactSynonym	pseudosarcomatous fasciitis	
MONDO:0004187	nodular fasciitis	Orphanet:477742	Nodular fasciitis	oio:hasExactSynonym	pseudosarcomatous fibromatosis	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	CLPD-NK	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	NK-cell lineage granular lymphocyte proliferative disorder	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	chronic NK lymphocytosis	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	chronic NK-cell lymphocytosis	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	chronic lymphoproliferative disorder of NK-cells	
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	Orphanet:512017	Chronic lymphoproliferative disorder of natural killer cells	oio:hasExactSynonym	CNKL	MONDO:ABBREVIATION
MONDO:0004241	Osgood-Schlatter disease	Orphanet:97335	Osgood-Schlatter disease	oio:hasExactSynonym	Osteochondrosis of the tibial tubercle	
MONDO:0004241	Osgood-Schlatter disease	Orphanet:97335	Osgood-Schlatter disease	oio:hasExactSynonym	aseptic necrosis of the tibial tubercle	
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	Orphanet:424058	Intraductal papillary mucinous carcinoma of pancreas	oio:hasExactSynonym	pancreatic intraductal papillary mucinous carcinoma	
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	Orphanet:506075	Non-functioning neuroendocrine tumor of pancreas	oio:hasExactSynonym	non-functioning PNET	
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	Orphanet:506075	Non-functioning neuroendocrine tumor of pancreas	oio:hasExactSynonym	non-functioning pancreatic NET	
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	Orphanet:506075	Non-functioning neuroendocrine tumor of pancreas	oio:hasExactSynonym	non-functioning pancreatic neuroendocrine tumor	
MONDO:0004334	non-functional pancreatic neuroendocrine tumor	Orphanet:506075	Non-functioning neuroendocrine tumor of pancreas	oio:hasExactSynonym	non-functioning well-differentiated NEN of pancreas	
