mondo_id	source_id	source
MONDO:0014806	OMIM:271225	MONDO:equivalentObsolete
MONDO:0014849	OMIM:616958	MONDO:equivalentObsolete
MONDO:0015912	OMIM:153640	MONDO:equivalentObsolete
MONDO:0015912	OMIM:600208	MONDO:equivalentObsolete
MONDO:0015912	OMIM:605249	MONDO:equivalentObsolete
MONDO:0017996	OMIM:615057	MONDO:equivalentObsolete
MONDO:0018138	OMIM:103470	MONDO:equivalentObsolete
MONDO:0019348	OMIM:300537	MONDO:equivalentObsolete
MONDO:0020668	OMIM:600146	MONDO:equivalentObsolete
MONDO:0021569	OMIM:159001	MONDO:equivalentObsolete
MONDO:0023873	OMIM:163955	MONDO:equivalentObsolete
MONDO:0024293	OMIM:175020	MONDO:equivalentObsolete
MONDO:0024996	OMIM:276905	MONDO:equivalentObsolete
MONDO:0027416	OMIM:601251	MONDO:equivalentObsolete
MONDO:0030914	OMIM:300602	MONDO:equivalentObsolete
MONDO:0033613	OMIM:603513	MONDO:equivalentObsolete
MONDO:0100255	OMIM:611094	MONDO:equivalentObsolete
