subject_id	subject_label
NCIT:C27149	Acquired Phimosis
NCIT:C103189	Acquired Phrenic Nerve Palsy
NCIT:C34756	Acquired Postural Kyphosis
NCIT:C98806	Acquired Rickets
NCIT:C101192	Acquired Unilateral Cataract
NCIT:C121713	Acral Fibromyxoma
NCIT:C54659	Acral Nevus
NCIT:C179298	Acromesomelic Dysplasia, PRKG2 Type
NCIT:C35810	Acroparesthesia Syndrome
NCIT:C183562	Actinic Cheilitis
NCIT:C34349	Actinomycetoma
NCIT:C27100	Actinomycotic Cerebral Abscess
NCIT:C7923	Active Peptic Ulcer
NCIT:C35579	Acute Acalculous Cholecystitis
NCIT:C36265	Acute Adult T-Cell Leukemia/Lymphoma
NCIT:C34352	Acute Alcoholic Hepatitis
NCIT:C114838	Acute Allograft Nephropathy
NCIT:C119989	Acute Anterior Uveitis
NCIT:C92957	Acute Bacterial Prostatitis
NCIT:C26932	Acute Bronchitis
NCIT:C114839	Acute Cellular Allograft Nephropathy
NCIT:C123163	Acute Cortical Necrosis
NCIT:C122815	Acute Encephalopathy
NCIT:C35432	Acute Endocarditis
NCIT:C97066	Acute Esophagitis
NCIT:C26933	Acute Gastritis
NCIT:C35213	Acute Glomerulonephritis
NCIT:C34648	Acute Gonococcal Infection of Lower Genitourinary Tract
NCIT:C35431	Acute Gonococcal Infection of Upper Genitourinary Tract
NCIT:C113749	Acute Hemorrhagic Edema of Infancy
NCIT:C35331	Acute Hepatitis
NCIT:C157783	Acute Hepatitis E Infection
NCIT:C114841	Acute Humoral Allograft Nephropathy
NCIT:C26790	Acute Infective Polyneuritis
NCIT:C151975	Acute Leukemia of Ambiguous Lineage, Not Otherwise Specified
NCIT:C26978	Acute Lymphadenitis
NCIT:C121973	Acute Lymphoblastic Leukemia by Gene Expression Profile
NCIT:C121978	Acute Lymphoblastic Leukemia by ROSE Cluster
NCIT:C132109	Acute Megakaryoblastic Leukemia with CBFA2T3-GLIS2
NCIT:C132111	Acute Megakaryoblastic Leukemia with NUP98-KDM5A
NCIT:C7171	Acute Monoblastic Leukemia
NCIT:C7318	Acute Monoblastic and Monocytic Leukemia
NCIT:C82427	Acute Myeloid Leukemia (Megakaryoblastic) with t(1;22)(p13.3;q13.1); RBM15-MKL1
NCIT:C4037	Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome
NCIT:C172130	Acute Myeloid Leukemia Arising from Previous Myelodysplastic/Myeloproliferative Neoplasm
NCIT:C172129	Acute Myeloid Leukemia Arising from Previous Myeloproliferative Neoplasm
NCIT:C129782	Acute Myeloid Leukemia with Biallelic Mutations of CEBPA
NCIT:C82430	Acute Myeloid Leukemia with Gene Mutations
NCIT:C129783	Acute Myeloid Leukemia with Monoallelic Mutations of CEBPA
NCIT:C167089	Acute Myeloid Leukemia with RAM Immunophenotype
NCIT:C6924	Acute Myeloid Leukemia with Variant MLL Translocations
NCIT:C9287	Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11
NCIT:C82426	Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM
NCIT:C36058	Acute Myeloid Leukemia with t(11;17)(q13;q21)
NCIT:C36056	Acute Myeloid Leukemia with t(11;17)(q23;q21)
NCIT:C38377	Acute Myeloid Leukemia with t(17;17)(q21;q21)
NCIT:C36057	Acute Myeloid Leukemia with t(5;17)(q35;q21)
NCIT:C9288	Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1
NCIT:C9020	Acute Myelomonocytic Leukemia with Abnormal Eosinophils
NCIT:C42779	Acute Myelomonocytic Leukemia without Abnormal Eosinophils
NCIT:C78178	Acute Perforated Appendicitis
NCIT:C181767	Acute Pericarditis
NCIT:C117320	Acute Placental Infarction
NCIT:C27197	Acute Pneumonia
NCIT:C26935	Acute Prostatitis
NCIT:C35473	Acute Renal Failure with Renal Papillary Necrosis
NCIT:C35201	Acute Rheumatic Endocarditis
NCIT:C35200	Acute Rheumatic Pericarditis
NCIT:C128411	Acute Sinusitis
NCIT:C97140	Acute Synovitis
NCIT:C27803	Acute Thymic Involution
NCIT:C123024	Acute Uric Acid Nephropathy
NCIT:C181758	Acute on Chronic Graft Versus Host Disease
NCIT:C3479	Addiction
NCIT:C7678	Adenocarcinoma In Situ in Adenomatous Polyp
NCIT:C7679	Adenocarcinoma In Situ in Tubular Adenoma
NCIT:C4144	Adenocarcinoma In Situ in Tubulovillous Adenoma
NCIT:C8376	Adenocarcinoma In Situ in Villous Adenoma
NCIT:C7680	Adenocarcinoma In Situ in a Polyp
NCIT:C7676	Adenocarcinoma in Adenomatous Polyp
NCIT:C4134	Adenocarcinoma in Adenomatous Polyposis Coli
NCIT:C4136	Adenocarcinoma in Multiple Adenomatous Polyps
NCIT:C7677	Adenocarcinoma in Tubular Adenoma
NCIT:C4145	Adenocarcinoma in Tubulovillous Adenoma
NCIT:C4141	Adenocarcinoma in Villous Adenoma
NCIT:C4039	Adenocarcinoma of Unknown Primary
NCIT:C4202	Adenocarcinoma with Apocrine Metaplasia
NCIT:C7685	Adenocarcinoma with Cartilaginous Metaplasia
NCIT:C7683	Adenocarcinoma with Cartilaginous and Osseous Metaplasia
NCIT:C4712	Adenocarcinoma with Metaplasia
NCIT:C66745	Adenocarcinoma with Neuroendocrine Differentiation
NCIT:C7684	Adenocarcinoma with Osseous Metaplasia
NCIT:C4201	Adenocarcinoma with Spindle Cell Metaplasia
NCIT:C4200	Adenocarcinoma with Squamous Metaplasia
NCIT:C27413	Adenoma of the Colon with Intramucosal Adenocarcinoma
NCIT:C174550	Adenoma of the Retinal Pigment Epithelium
NCIT:C4559	Adenomatous Hyperplasia of the Ciliary Body
NCIT:C3764	Adenomatous Polyp
NCIT:C126347	Adenosine Deaminase 2 Deficiency
NCIT:C120861	Adenosis
NCIT:C159248	Adenosquamous Carcinoma of the Penis
NCIT:C35811	Adherence Syndrome
NCIT:C78297	Adipose Tissue Atrophy
NCIT:C129637	Adipsic Diabetes Insipidus
NCIT:C34358	Adjustment Reaction with Brief Depressive Reaction
NCIT:C35191	Adjustment Reaction with Prolonged Depressive Reaction
NCIT:C167341	Adnexal Adenocarcinoma, Not Otherwise Specified
NCIT:C167366	Adnexal Cribriform Carcinoma
NCIT:C167368	Adnexal Secretory Carcinoma
NCIT:C34359	Adnexitis
NCIT:C48319	Adrenal Cortical Adenomatoid Tumor
NCIT:C141098	Adrenal Cortical Carcinoma by AJCC v7 Stage
NCIT:C141100	Adrenal Cortical Carcinoma by AJCC v8 Stage
NCIT:C104030	Adrenal Cortical Carcinoma by ENSAT Stage
NCIT:C4165	Adrenal Cortical Clear Cell Adenoma
NCIT:C4163	Adrenal Cortical Compact Cell Adenoma
NCIT:C4166	Adrenal Cortical Glomerulosa Cell Adenoma
NCIT:C188183	Adrenal Cortical High Grade Carcinoma
NCIT:C3506	Adrenal Cortical Hyperplasia
NCIT:C68635	Adrenal Cortical Low Grade Carcinoma
NCIT:C188185	Adrenal Cortical Melanoma
NCIT:C4167	Adrenal Cortical Mixed Cell Adenoma
NCIT:C188182	Adrenal Cortical Myxoid Carcinoma
NCIT:C48447	Adrenal Cortical Oncocytic Adenoma
NCIT:C188181	Adrenal Cortical Oncocytic Carcinoma
NCIT:C68644	Adrenal Cortical Sarcomatoid Carcinoma
NCIT:C156943	Adrenal Cortical Sex Cord-Stromal Tumor
NCIT:C27334	Adrenal Gland Abscess
NCIT:C48320	Adrenal Gland Angiosarcoma
NCIT:C48306	Adrenal Gland Composite Pheochromocytoma
NCIT:C157243	Adrenal Gland Ganglioneuroblastoma, Intermixed
NCIT:C157244	Adrenal Gland Ganglioneuroblastoma, Nodular
NCIT:C157245	Adrenal Gland Ganglioneuroma
NCIT:C188251	Adrenal Gland Hemangioma
NCIT:C129301	Adrenal Gland Hyperplasia II
NCIT:C129302	Adrenal Gland Hyperplasia III
NCIT:C188253	Adrenal Gland Leiomyoma
NCIT:C188254	Adrenal Gland Leiomyosarcoma
NCIT:C188250	Adrenal Gland Lipoma
NCIT:C188252	Adrenal Gland Lymphangioma
NCIT:C156945	Adrenal Gland Lymphoma
NCIT:C141128	Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma by AJCC v8 Stage
NCIT:C156956	Adrenal Gland Sarcoma
NCIT:C156944	Adrenal Gland Schwannoma
NCIT:C26958	Adrenal Gland Tuberculosis
NCIT:C35408	Adrenal Hyperplasia
NCIT:C188184	Adrenal Rests
NCIT:C50454	Adult Acquired Toxoplasmosis
NCIT:C7964	Adult Acute Basophilic Leukemia
NCIT:C7963	Adult Acute Eosinophilic Leukemia
NCIT:C9153	Adult Acute Erythroid Leukemia
NCIT:C7965	Adult Acute Megakaryoblastic Leukemia
NCIT:C9156	Adult Acute Monoblastic Leukemia
NCIT:C7319	Adult Acute Monoblastic and Monocytic Leukemia
NCIT:C9154	Adult Acute Myeloid Leukemia
NCIT:C7961	Adult Acute Myeloid Leukemia with Maturation
NCIT:C8303	Adult Acute Myeloid Leukemia with Minimal Differentiation
NCIT:C68700	Adult Acute Myeloid Leukemia with Recurrent Genetic Abnormalities
NCIT:C68697	Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11
NCIT:C68698	Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11
NCIT:C68699	Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1
NCIT:C68696	Adult Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL
NCIT:C9380	Adult Acute Myeloid Leukemia without Maturation
NCIT:C7962	Adult Acute Myelomonocytic Leukemia
NCIT:C9155	Adult Acute Promyelocytic Leukemia with PML-RARA
NCIT:C8275	Adult Anaplastic (Malignant) Meningioma
NCIT:C8257	Adult Anaplastic Astrocytoma
NCIT:C27367	Adult Anaplastic Large Cell Lymphoma
NCIT:C8270	Adult Anaplastic Oligodendroglioma
NCIT:C9040	Adult Angiosarcoma
NCIT:C6852	Adult Atypical Meningioma
NCIT:C114819	Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
NCIT:C7338	Adult B Lymphoblastic Lymphoma
NCIT:C9375	Adult Brain Glioblastoma
NCIT:C7710	Adult Brain Neoplasm
NCIT:C9376	Adult Brain Oligodendroglioma
NCIT:C7954	Adult Burkitt Leukemia
NCIT:C9062	Adult Burkitt Lymphoma
NCIT:C45747	Adult Cardiac Cellular Rhabdomyoma
NCIT:C5131	Adult Central Nervous System Neoplasm
NCIT:C8265	Adult Cholangiocarcinoma
NCIT:C69138	Adult Classic Hodgkin Lymphoma
NCIT:C27370	Adult Clear Cell Sarcoma of Soft Tissue
NCIT:C114987	Adult Combined Hepatocellular Carcinoma and Cholangiocarcinoma
NCIT:C4010	Adult Craniopharyngioma
NCIT:C27373	Adult Desmoplastic Small Round Cell Tumor
NCIT:C7174	Adult Diffuse Astrocytoma
NCIT:C7615	Adult Diffuse Large B-Cell Lymphoma
NCIT:C7872	Adult Diffuse Large Cell Lymphoma
NCIT:C7871	Adult Diffuse Mixed Cell Lymphoma
NCIT:C3464	Adult Diffuse Small Cleaved Cell Lymphoma
NCIT:C68690	Adult Ependymal Tumor
NCIT:C9092	Adult Ependymoma
NCIT:C114923	Adult Epithelioid Hemangioendothelioma
NCIT:C68694	Adult Erythroleukemia
NCIT:C4261	Adult Extracardiac Rhabdomyoma
NCIT:C7924	Adult Extraskeletal Myxoid Chondrosarcoma
NCIT:C114807	Adult Favorable Prognosis Hodgkin Lymphoma
NCIT:C114992	Adult Fibrolamellar Carcinoma
NCIT:C27363	Adult Ganglioglioma
NCIT:C68702	Adult Giant Cell Glioblastoma
NCIT:C68701	Adult Gliosarcoma
NCIT:C71299	Adult Grade 1 Meningioma
NCIT:C71304	Adult Grade 2 Meningioma
NCIT:C71305	Adult Grade 3 Meningioma
NCIT:C115150	Adult Grade III Lymphomatoid Granulomatosis
NCIT:C7702	Adult Hodgkin Lymphoma
NCIT:C141226	Adult Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C7873	Adult Immunoblastic Lymphoma
NCIT:C114778	Adult Intracranial Germ Cell Tumor
NCIT:C9374	Adult Intracranial Meningioma
NCIT:C5478	Adult Intracranial Neoplasm
NCIT:C27278	Adult L1 Acute Lymphoblastic Leukemia
NCIT:C114581	Adult L2 Acute Lymphoblastic Leukemia
NCIT:C7810	Adult Leiomyosarcoma
NCIT:C7711	Adult Liver Carcinoma
NCIT:C9361	Adult Lymphoblastic Lymphoma
NCIT:C7223	Adult Lymphocyte-Rich Classic Hodgkin Lymphoma
NCIT:C5115	Adult Malignant Brain Neoplasm
NCIT:C9093	Adult Meningioma
NCIT:C9127	Adult Mixed Cellularity Classic Hodgkin Lymphoma
NCIT:C115250	Adult Mixed Glioma
NCIT:C115153	Adult Myelodysplastic Syndrome
NCIT:C180888	Adult Myofibroma
NCIT:C115263	Adult Myxopapillary Ependymoma
NCIT:C115154	Adult Nasal Type Extranodal NK/T-Cell Lymphoma
NCIT:C9126	Adult Nodular Sclerosis Classic Hodgkin Lymphoma
NCIT:C7704	Adult Non-Hodgkin Lymphoma
NCIT:C141235	Adult Non-Hodgkin Lymphoma by Ann Arbor Stage
NCIT:C8166	Adult Non-Hodgkin's Lymphoma Grade
NCIT:C8068	Adult Non-Hodgkin's Lymphoma Stage
NCIT:C114574	Adult Non-T Non-B Acute Lymphoblastic Leukemia
NCIT:C68691	Adult Oligodendroglial Tumor
NCIT:C118820	Adult Penile Carcinoma
NCIT:C71016	Adult Pilocytic Astrocytoma
NCIT:C115327	Adult Pineal Gland Astrocytoma
NCIT:C8291	Adult Pineocytoma
NCIT:C114993	Adult Pleomorphic Hepatocellular Carcinoma
NCIT:C114599	Adult Pre-B Acute Lymphoblastic Leukemia
NCIT:C27365	Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
NCIT:C115253	Adult Primary Meningeal Melanocytic Neoplasm
NCIT:C68693	Adult Pure Erythroid Leukemia
NCIT:C9130	Adult Rhabdomyosarcoma
NCIT:C96867	Adult Rickets
NCIT:C118825	Adult Salivary Gland Carcinoma
NCIT:C7707	Adult Soft Tissue Sarcoma
NCIT:C8101	Adult Solid Neoplasm
NCIT:C71024	Adult Spinal Cord Neoplasm
NCIT:C71017	Adult Subependymal Giant Cell Astrocytoma
NCIT:C115623	Adult Subependymoma
NCIT:C68703	Adult Supratentorial Embryonal Tumor, Not Otherwise Specified
NCIT:C7817	Adult Synovial Sarcoma
NCIT:C27366	Adult Systemic Anaplastic Large Cell Lymphoma
NCIT:C7226	Adult T Lymphoblastic Lymphoma
NCIT:C141283	Adult T-Cell Leukemia/Lymphoma by Ann Arbor Stage
NCIT:C114595	Adult TdT Negative Acute Lymphoblastic Leukemia
NCIT:C114593	Adult TdT Positive Acute Lymphoblastic Leukemia
NCIT:C66750	Adult Type Granulosa Cell Tumor
NCIT:C7288	Adult Type Ovarian Granulosa Cell Tumor
NCIT:C114782	Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
NCIT:C114809	Adult Unfavorable Prognosis Hodgkin Lymphoma
NCIT:C159556	Advanced Adenocarcinoma
NCIT:C170959	Advanced Adenocarcinoma of Unknown Primary
NCIT:C164012	Advanced Adenoid Cystic Carcinoma
NCIT:C160853	Advanced Adrenal Gland Pheochromocytoma
NCIT:C28302	Advanced Adult Hepatocellular Carcinoma
NCIT:C188198	Advanced Alveolar Soft Part Sarcoma
NCIT:C171329	Advanced Ampulla of Vater Carcinoma
NCIT:C173338	Advanced Anal Canal Squamous Cell Carcinoma
NCIT:C170515	Advanced Anal Carcinoma
NCIT:C166180	Advanced Anaplastic Large Cell Lymphoma
NCIT:C168720	Advanced Angiosarcoma
NCIT:C182105	Advanced Appendix Adenocarcinoma
NCIT:C148065	Advanced B-Cell Malignant Neoplasm
NCIT:C172362	Advanced Basal Cell Carcinoma
NCIT:C142870	Advanced Bile Duct Carcinoma
NCIT:C171331	Advanced Biliary Tract Carcinoma
NCIT:C167338	Advanced Bladder Carcinoma
NCIT:C163954	Advanced Bladder Urothelial Carcinoma
NCIT:C162762	Advanced Bone Sarcoma
NCIT:C165700	Advanced Breast Adenocarcinoma
NCIT:C162648	Advanced Breast Carcinoma
NCIT:C180922	Advanced Bronchogenic Carcinoma
NCIT:C156487	Advanced Carcinoid Tumor
NCIT:C153171	Advanced Carcinoma
NCIT:C170960	Advanced Carcinoma Of Unknown Primary
NCIT:C170928	Advanced Carcinosarcoma
NCIT:C156304	Advanced Cervical Adenocarcinoma
NCIT:C174032	Advanced Cervical Adenosquamous Carcinoma
NCIT:C156294	Advanced Cervical Carcinoma
NCIT:C174030	Advanced Cervical Squamous Cell Carcinoma
NCIT:C187213	Advanced Childhood Malignant Brain Neoplasm
NCIT:C187210	Advanced Childhood Malignant Solid Neoplasm
NCIT:C162752	Advanced Cholangiocarcinoma
NCIT:C173333	Advanced Chordoma
NCIT:C171579	Advanced Chromophobe Renal Cell Carcinoma
NCIT:C159562	Advanced Clear Cell Renal Cell Carcinoma
NCIT:C161586	Advanced Clear Cell Sarcoma of Soft Tissue
NCIT:C162152	Advanced Colon Adenocarcinoma
NCIT:C167238	Advanced Colon Carcinoma
NCIT:C166257	Advanced Colorectal Adenocarcinoma
NCIT:C162475	Advanced Colorectal Carcinoma
NCIT:C171572	Advanced Cutaneous Melanoma
NCIT:C155311	Advanced Cutaneous Melanoma of the Extremity
NCIT:C171574	Advanced Cutaneous Squamous Cell Carcinoma of the Head and Neck
NCIT:C168715	Advanced Dedifferentiated Liposarcoma
NCIT:C173980	Advanced Differentiated Thyroid Gland Carcinoma
NCIT:C171264	Advanced Diffuse Large B-Cell Lymphoma
NCIT:C156746	Advanced Digestive System Carcinoma
NCIT:C158089	Advanced Digestive System Neuroendocrine Neoplasm
NCIT:C179418	Advanced Digestive System Neuroendocrine Tumor G1
NCIT:C176888	Advanced Distal Bile Duct Adenocarcinoma
NCIT:C170805	Advanced Endometrial Adenocarcinoma
NCIT:C159676	Advanced Endometrial Carcinoma
NCIT:C170810	Advanced Endometrial Endometrioid Adenocarcinoma
NCIT:C170809	Advanced Endometrial Serous Adenocarcinoma
NCIT:C170807	Advanced Endometrioid Adenocarcinoma
NCIT:C168721	Advanced Epithelioid Hemangioendothelioma
NCIT:C175937	Advanced Epithelioid Mesothelioma
NCIT:C167380	Advanced Epithelioid Sarcoma
NCIT:C166256	Advanced Esophageal Adenocarcinoma
NCIT:C160599	Advanced Esophageal Carcinoma
NCIT:C171607	Advanced Esophageal Squamous Cell Carcinoma
NCIT:C157335	Advanced Extracranial Malignant Solid Neoplasm
NCIT:C185072	Advanced Extrahepatic Bile Duct Carcinoma
NCIT:C167395	Advanced Fallopian Tube Carcinoma
NCIT:C68662	Advanced Favorable Hodgkin Lymphoma
NCIT:C53283	Advanced Favorable Non-Hodgkin Lymphoma
NCIT:C185067	Advanced Fibrolamellar Carcinoma
NCIT:C168716	Advanced Fibrosarcoma
NCIT:C172359	Advanced Follicular Lymphoma
NCIT:C162755	Advanced Gallbladder Carcinoma
NCIT:C166255	Advanced Gastric Adenocarcinoma
NCIT:C165299	Advanced Gastric Carcinoma
NCIT:C156684	Advanced Gastric Large Cell Neuroendocrine Carcinoma
NCIT:C156683	Advanced Gastric Neuroendocrine Carcinoma
NCIT:C156685	Advanced Gastric Small Cell Neuroendocrine Carcinoma
NCIT:C159548	Advanced Gastroesophageal Junction Adenocarcinoma
NCIT:C173502	Advanced Gastrointestinal Stromal Tumor
NCIT:C164143	Advanced Genitourinary System Carcinoma
NCIT:C170978	Advanced Glioblastoma
NCIT:C179555	Advanced HER2-Low Breast Carcinoma
NCIT:C168782	Advanced HER2-Negative Breast Carcinoma
NCIT:C180925	Advanced HER2-Positive Breast Carcinoma
NCIT:C129861	Advanced Head and Neck Carcinoma
NCIT:C139291	Advanced Head and Neck Squamous Cell Carcinoma
NCIT:C167336	Advanced Hepatocellular Carcinoma
NCIT:C185070	Advanced Hilar Cholangiocarcinoma
NCIT:C172373	Advanced Hodgkin Lymphoma
NCIT:C185881	Advanced Hormone Receptor-Positive Breast Carcinoma
NCIT:C150210	Advanced Hypopharyngeal Squamous Cell Carcinoma
NCIT:C176891	Advanced Intrahepatic Cholangiocarcinoma
NCIT:C156476	Advanced Kaposi Sarcoma
NCIT:C172617	Advanced Kidney Carcinoma
NCIT:C172620	Advanced Kidney Medullary Carcinoma
NCIT:C177802	Advanced Large Cell Neuroendocrine Carcinoma
NCIT:C150211	Advanced Laryngeal Squamous Cell Carcinoma
NCIT:C165780	Advanced Leiomyosarcoma
NCIT:C168701	Advanced Liposarcoma
NCIT:C176727	Advanced Lung Adenocarcinoma
NCIT:C181967	Advanced Lung Adenosquamous Carcinoma
NCIT:C177245	Advanced Lung Carcinoid Tumor
NCIT:C153203	Advanced Lung Carcinoma
NCIT:C187163	Advanced Lung Large Cell Neuroendocrine Carcinoma
NCIT:C165446	Advanced Lung Neuroendocrine Neoplasm
NCIT:C162158	Advanced Lung Non-Small Cell Carcinoma
NCIT:C153201	Advanced Lung Non-Small Cell Squamous Carcinoma
