mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	mondo_evidence	case
MONDO:0007409	cryptomicrotia-brachydactyly-excess fingertip arch syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	CRYPTOMICROTIA-brachydactyly syndrome	CRYPTOMICROTIA-brachydactyly syndrome				Orphanet:1547	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome		OMIM:123560	
MONDO:0007420	autosomal dominant deafness - onychodystrophy syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Ddod syndrome	Ddod syndrome				Orphanet:79499	Autosomal dominant deafness-onychodystrophy syndrome		OMIM:124480	
MONDO:0007437	dentin dysplasia type II	oio:hasExactSynonym	oio:hasRelatedSynonym	Dtdp2	Dtdp2				Orphanet:99791	Dentin dysplasia type II		OMIM:125420	
MONDO:0007441	dentinogenesis imperfecta type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	dentinogenesis imperfecta without osteogenesis imperfecta	dentinogenesis imperfecta without osteogenesis imperfecta				Orphanet:49042	Dentinogenesis imperfecta		OMIM:125490	
MONDO:0007441	dentinogenesis imperfecta type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	opalescent teeth without osteogenesis imperfecta	opalescent teeth without osteogenesis imperfecta				Orphanet:49042	Dentinogenesis imperfecta		OMIM:125490	
MONDO:0007443	congenital unilateral hypoplasia of depressor anguli oris	oio:hasExactSynonym	oio:hasRelatedSynonym	Cayler cardiofacial syndrome	Cayler cardiofacial syndrome				Orphanet:567	22q11.2 deletion syndrome		OMIM:125520	
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasExactSynonym	oio:hasRelatedSynonym	neurogenic diabetes insipidus	neurogenic diabetes insipidus				Orphanet:178029	Arginine vasopressin deficiency		NCIT:C84933	
MONDO:0007478	autosomal dominant Kenny-Caffey syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	Kenny syndrome	Kenny syndrome				Orphanet:2333	Kenny-Caffey syndrome		OMIM:127000	
MONDO:0007492	early-onset generalized limb-onset dystonia	oio:hasExactSynonym	oio:hasRelatedSynonym	Early-onset Primary dystonia	Early-onset Primary dystonia				Orphanet:256	Early-onset generalized limb-onset dystonia		MESH:C538005	
MONDO:0007492	early-onset generalized limb-onset dystonia	oio:hasExactSynonym	oio:hasRelatedSynonym	Early-onset torsion dystonia	Early-onset torsion dystonia				Orphanet:256	Early-onset generalized limb-onset dystonia		MESH:C538005	
MONDO:0007492	early-onset generalized limb-onset dystonia	oio:hasExactSynonym	oio:hasRelatedSynonym	idiopathic torsion dystonia	idiopathic torsion dystonia				Orphanet:256	Early-onset generalized limb-onset dystonia		Orphanet:256	
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	oio:hasExactSynonym	oio:hasRelatedSynonym	hEDS	hEDS				Orphanet:285	Hypermobile Ehlers-Danlos syndrome		GARD:0002081	
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	oio:hasExactSynonym	oio:hasRelatedSynonym	hypermobile EDS	hypermobile EDS				Orphanet:285	Hypermobile Ehlers-Danlos syndrome		GARD:0002081	
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasia type	oio:hasExactSynonym	oio:hasRelatedSynonym	arthrochalasia EDS	arthrochalasia EDS				Orphanet:1899	Arthrochalasia Ehlers-Danlos syndrome		GARD:0002084	
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasia type	oio:hasExactSynonym	oio:hasRelatedSynonym	arthrochalasis multiplex congenita	arthrochalasis multiplex congenita				Orphanet:1899	Arthrochalasia Ehlers-Danlos syndrome		OMIM:130060, MESH:C562625, GARD:0002084	
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasia type	oio:hasExactSynonym	oio:hasRelatedSynonym	AEDS	AEDS				Orphanet:1899	Arthrochalasia Ehlers-Danlos syndrome	MONDO:ABBREVIATION	GARD:0002084	
MONDO:0007527	Ehlers-Danlos syndrome, periodontitis type	oio:hasExactSynonym	oio:hasRelatedSynonym	pEDS	pEDS				Orphanet:75392	Periodontal Ehlers-Danlos syndrome		GARD:0012474	
MONDO:0007527	Ehlers-Danlos syndrome, periodontitis type	oio:hasExactSynonym	oio:hasRelatedSynonym	periodontal EDS	periodontal EDS				Orphanet:75392	Periodontal Ehlers-Danlos syndrome		GARD:0012474	
MONDO:0007537	lateral meningocele syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Lms	Lms				Orphanet:2377	Laurence-Moon syndrome		OMIM:130720	
MONDO:0007537	lateral meningocele syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Lms	Lms				Orphanet:69085	Limb-mammary syndrome		OMIM:130720	
MONDO:0007542	Camurati-Engelmann disease	oio:hasExactSynonym	oio:hasRelatedSynonym	CED	CED				Orphanet:1515	Cranioectodermal dysplasia	MONDO:ABBREVIATION	OMIM:131300	
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	oio:hasExactSynonym	oio:hasRelatedSynonym	epidermolysis bullosa simplex, Dowling-Meara type	epidermolysis bullosa simplex, Dowling-Meara type				Orphanet:79396	Autosomal dominant generalized epidermolysis bullosa simplex, severe form		OMIM:131760, MONDO:Lexical	
MONDO:0007556	epidermolysis bullosa simplex 2F, with mottled pigmentation	oio:hasExactSynonym	oio:hasRelatedSynonym	EBS with mottled pigmentation	EBS with mottled pigmentation				Orphanet:79397	Epidermolysis bullosa simplex with mottled pigmentation		GARD:0009737	
MONDO:0007587	external auditory canal atresia-vertical talus-hypertelorism syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Rasmussen syndrome	Rasmussen syndrome				Orphanet:1929	Rasmussen subacute encephalitis		OMIM:133705	
MONDO:0007606	fibrodysplasia ossificans progressiva	oio:hasExactSynonym	oio:hasRelatedSynonym	myositis ossificans progressiva	myositis ossificans progressiva				Orphanet:337	Fibrodysplasia ossificans progressiva		Orphanet:337, DOID:13374	
MONDO:0007656	Gerstmann-Straussler-Scheinker syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	GSD	GSD				Orphanet:79201	Glycogen storage disease	MONDO:ABBREVIATION	OMIM:137440, MONDO:Lexical	
MONDO:0007669	renal cysts and diabetes syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	maturity-onset diabetes of the young type 5	maturity-onset diabetes of the young type 5				Orphanet:93111	HNF1B-related autosomal dominant tubulointerstitial kidney disease		DOID:0111101	
MONDO:0007672	glomuvenous malformation	oio:hasExactSynonym	oio:hasRelatedSynonym	glomangiomatosis	glomangiomatosis				Orphanet:83454	Glomuvenous malformation		Orphanet:83454	
MONDO:0007710	facial hemiatrophy	oio:hasExactSynonym	oio:hasRelatedSynonym	PHA	PHA				Orphanet:1214	Progressive hemifacial atrophy	MONDO:ABBREVIATION	Orphanet:1214	
MONDO:0007732	Holt-Oram syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	atriodigital dysplasia	atriodigital dysplasia				Orphanet:228184	Heart-hand syndrome		OMIM:142900, DOID:0060468	
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	oio:hasExactSynonym	oio:hasRelatedSynonym	diffuse erythrodermic palmoplantar keratoderma, Vörner type	diffuse erythrodermic palmoplantar keratoderma, Vörner type				Orphanet:2199	Epidermolytic palmoplantar keratoderma		GARD:0002826	
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	oio:hasExactSynonym	oio:hasRelatedSynonym	epidermolytic palmoplantar keratoderma of Vörner	epidermolytic palmoplantar keratoderma of Vörner				Orphanet:2199	Epidermolytic palmoplantar keratoderma		GARD:0002826	
MONDO:0007772	pseudohypoaldosteronism type 2A	oio:hasExactSynonym	oio:hasRelatedSynonym	Gordon hyperkalemia-hypertension syndrome	Gordon hyperkalemia-hypertension syndrome				Orphanet:757	Pseudohypoaldosteronism type 2		OMIM:145260	
MONDO:0007813	superficial epidermolytic ichthyosis	oio:hasExactSynonym	oio:hasRelatedSynonym	ichthyosis exfoliativa	ichthyosis exfoliativa				Orphanet:289586	Exfoliative ichthyosis		OMIM:146800	
MONDO:0007827	inclusion body myositis	oio:hasExactSynonym	oio:hasRelatedSynonym	Ibm	Ibm				Orphanet:611	Inclusion body myositis		OMIM:147421	
MONDO:0007836	IVIC syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	radial Ray defects, hearing impairment, external ophthalmoplegia, and thrombocytopenia	radial Ray defects, hearing impairment, external ophthalmoplegia, and thrombocytopenia				Orphanet:2307	IVIC syndrome		OMIM:147750	
MONDO:0007838	Jacobsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	chromosome 11q deletion syndrome	chromosome 11q deletion syndrome				Orphanet:2308	Jacobsen syndrome		OMIM:147791	
MONDO:0007838	Jacobsen syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	JBS	JBS				Orphanet:2315	Johanson-Blizzard syndrome	MONDO:ABBREVIATION	OMIM:147791, MONDO:Lexical	
MONDO:0007841	coxopodopatellar syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SPS	SPS				Orphanet:1509	Coxopodopatellar syndrome	MONDO:ABBREVIATION	Orphanet:1509, OMIM:147891, MONDO:Lexical	
MONDO:0007841	coxopodopatellar syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SPS	SPS				Orphanet:3198	Stiff person spectrum disorder	MONDO:ABBREVIATION	Orphanet:1509, OMIM:147891, MONDO:Lexical	
MONDO:0007849	keratitis fugax hereditaria	oio:hasExactSynonym	oio:hasRelatedSynonym	KERATOENDOTHELIITIS fugax hereditaria	KERATOENDOTHELIITIS fugax hereditaria				Orphanet:647815	Keratitis fugax hereditaria		OMIM:148200	
MONDO:0007849	keratitis fugax hereditaria	oio:hasExactSynonym	oio:hasRelatedSynonym	Keratoendotheliitis fugax hereditaria	Keratoendotheliitis fugax hereditaria				Orphanet:647815	Keratitis fugax hereditaria		OMIM:148200	
MONDO:0007871	familial congenital nasolacrimal duct obstruction	oio:hasExactSynonym	oio:hasRelatedSynonym	LCDD	LCDD				Orphanet:93558	Light chain deposition disease	MONDO:ABBREVIATION	OMIM:149700, MONDO:Lexical	
MONDO:0007908	multiple symmetric lipomatosis	oio:hasExactSynonym	oio:hasBroadSynonym	Madelung disease	Madelung disease				Orphanet:2398	Multiple symmetric lipomatosis		Orphanet:2398	
MONDO:0007921	yellow nail syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Yns	Yns				Orphanet:662	Yellow nail syndrome		OMIM:153300	
MONDO:0007950	mastocytosis	oio:hasExactSynonym	oio:hasRelatedSynonym	urticaria pigmentosa	urticaria pigmentosa				Orphanet:79457	Maculopapular cutaneous mastocytosis		OMIM:154800	
MONDO:0007958	familial medullary thyroid carcinoma	oio:hasExactSynonym	oio:hasRelatedSynonym	MTC	MTC				Orphanet:1332	Medullary thyroid carcinoma	MONDO:ABBREVIATION	OMIM:155240, MONDO:Lexical	
MONDO:0007959	medulloblastoma	oio:hasExactSynonym	oio:hasRelatedSynonym	CNS PNET	CNS PNET				Orphanet:251870	Central nervous system embryonal tumor		NCIT:C5398, DOID:0050902	
MONDO:0007977	mesomelic dysplasia, Kantaputra type	oio:hasExactSynonym	oio:hasRelatedSynonym	Mdk	Mdk				Orphanet:1836	Mesomelic dysplasia, Kantaputra type		OMIM:156232	
MONDO:0008047	episodic ataxia type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Isaacs-Mertens syndrome	Isaacs-Mertens syndrome				Orphanet:84142	Isaacs syndrome		https://www.ncbi.nlm.nih.gov/books/NBK25442/, OMIM:160120	
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	NAEGELI syndrome	NAEGELI syndrome				Orphanet:69087	Naegeli-Franceschetti-Jadassohn syndrome		OMIM:161000	
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Nfj syndrome	Nfj syndrome				Orphanet:69087	Naegeli-Franceschetti-Jadassohn syndrome		OMIM:161000	
MONDO:0008073	familial juvenile hyperuricemic nephropathy type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	MCKD2	MCKD2				Orphanet:88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	MONDO:ABBREVIATION	OMIM:603860, MONDO:Lexical	
MONDO:0008094	familial multiple nevi flammei	oio:hasExactSynonym	oio:hasRelatedSynonym	CMC	CMC				Orphanet:1334	Chronic mucocutaneous candidiasis	MONDO:ABBREVIATION	OMIM:163000, MONDO:Lexical	
MONDO:0008101	familial supernumerary nipples	oio:hasExactSynonym	oio:hasRelatedSynonym	polymastia	polymastia				Orphanet:180182	Supernumerary breasts		OMIM:163700	
MONDO:0008115	Feingold syndrome type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Oded syndrome	Oded syndrome				Orphanet:1305	Feingold syndrome		OMIM:164280	
MONDO:0008115	Feingold syndrome type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	digital anomalies with short palpebral fissures and atresia of esophagus or duodenum	digital anomalies with short palpebral fissures and atresia of esophagus or duodenum				Orphanet:1305	Feingold syndrome		OMIM:164280	
MONDO:0008165	southeast Asian ovalocytosis	oio:hasExactSynonym	oio:hasBroadSynonym	hereditary ovalocytosis	hereditary ovalocytosis				Orphanet:98868	Southeast Asian ovalocytosis		Orphanet:98868	
MONDO:0008209	Char syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	patent ductus arteriosus with Facial Dysmorphism and abnormal fifth digits	patent ductus arteriosus with Facial Dysmorphism and abnormal fifth digits				Orphanet:46627	Char syndrome		OMIM:169100	
MONDO:0008211	pseudoleprechaunism syndrome, Patterson type	oio:hasExactSynonym	oio:hasRelatedSynonym	Patterson pseudoleprechaunism syndrome	Patterson pseudoleprechaunism syndrome				Orphanet:2976	Pseudoleprechaunism syndrome, Patterson type		OMIM:169170	
MONDO:0008222	Andersen-Tawil syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	ATS	ATS				Orphanet:3342	Arterial tortuosity syndrome	MONDO:ABBREVIATION	DOID:0050434	
MONDO:0008222	Andersen-Tawil syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	ATS	ATS				Orphanet:595109	Atypical Timothy syndrome	MONDO:ABBREVIATION	DOID:0050434	
MONDO:0008260	Kindler syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	KINDLER syndrome	KINDLER syndrome				Orphanet:2908	Kindler epidermolysis bullosa		OMIM:173650	
MONDO:0008260	Kindler syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	congenital bullous poikiloderma	congenital bullous poikiloderma				Orphanet:2908	Kindler epidermolysis bullosa		GARD:0004391	
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	oio:hasExactSynonym	oio:hasRelatedSynonym	medullary cystic kidney disease	medullary cystic kidney disease				Orphanet:34149	Autosomal dominant tubulointerstitial kidney disease		GARD:0010801	
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	oio:hasExactSynonym	oio:hasRelatedSynonym	MCKD	MCKD				Orphanet:34149	Autosomal dominant tubulointerstitial kidney disease	MONDO:ABBREVIATION	OMIM:174000, GARD:0010801	
MONDO:0008275	familial expansile osteolysis	oio:hasExactSynonym	oio:hasRelatedSynonym	Mccabe disease	Mccabe disease				Orphanet:85195	Familial expansile osteolysis		OMIM:174810	
MONDO:0008276	generalized juvenile polyposis/juvenile polyposis coli	oio:hasExactSynonym	oio:hasRelatedSynonym	jPS	jPS				Orphanet:2929	Juvenile polyposis syndrome		OMIM:174900, MONDO:Lexical	
MONDO:0008276	generalized juvenile polyposis/juvenile polyposis coli	oio:hasExactSynonym	oio:hasRelatedSynonym	juvenile intestinal polyposis	juvenile intestinal polyposis				Orphanet:2929	Juvenile polyposis syndrome		OMIM:174900	
MONDO:0008292	punctate palmoplantar keratoderma type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	porokeratosis punctata palmaris Et plantaris	porokeratosis punctata palmaris Et plantaris				Orphanet:79502	Punctate palmoplantar keratoderma type 2		OMIM:175860	
MONDO:0008294	acute intermittent porphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	AIP	AIP				Orphanet:103919	Autoimmune pancreatitis	MONDO:ABBREVIATION	OMIM:176000, MONDO:Lexical	
MONDO:0008296	familial porphyria cutanea tarda	oio:hasExactSynonym	oio:hasRelatedSynonym	PCT	PCT				Orphanet:101330	Porphyria cutanea tarda	MONDO:ABBREVIATION	OMIM:176100	
MONDO:0008297	variegate porphyria	oio:hasExactSynonym	oio:hasRelatedSynonym	porphyria variegata	porphyria variegata				Orphanet:79473	Variegate porphyria		OMIM:176200	
MONDO:0008310	Hutchinson-Gilford progeria syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	progeria	progeria				Orphanet:740	Hutchinson-Gilford progeria syndrome		Orphanet:740, OMIM:176670	
MONDO:0008329	autosomal dominant pseudohypoaldosteronism type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	renal PHA1	renal PHA1				Orphanet:171871	Renal pseudohypoaldosteronism type 1		GARD:0009145	
MONDO:0008353	pruritic urticarial papules and plaques of pregnancy	oio:hasExactSynonym	oio:hasRelatedSynonym	PUPPP	PUPPP				Orphanet:64745	Pruritic urticarial papules and plaques of pregnancy	MONDO:ABBREVIATION	OMIM:178995, MONDO:Lexical	
MONDO:0008365	recombinant 8 syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	RECOMBINANT chromosome 8 syndrome	RECOMBINANT chromosome 8 syndrome				Orphanet:96167	Recombinant 8 syndrome		OMIM:179613	
MONDO:0008393	Rubinstein-Taybi syndrome due to CREBBP mutations	oio:hasExactSynonym	oio:hasRelatedSynonym	broad thumb-hallux syndrome	broad thumb-hallux syndrome				Orphanet:783	Rubinstein-Taybi syndrome		OMIM:180849	
MONDO:0008416	palmoplantar keratoderma-sclerodactyly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SCLEROTYLOSIS	SCLEROTYLOSIS				Orphanet:384	Huriez syndrome	MONDO:ABBREVIATION	OMIM:181600	
