mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type
MONDO:0000359	spondylocostal dysostosis	OMIM:277300	spondylocostal dysostosis 1, autosomal recessive	oio:hasExactSynonym	costovertebral dysplasia	
MONDO:0000456	cerebral creatine deficiency syndrome	OMIM:275630	chanarin-dorfman syndrome	oio:hasExactSynonym	CDS	MONDO:ABBREVIATION
MONDO:0000463	Ochoa syndrome	OMIM:236730	urofacial syndrome 1	oio:hasExactSynonym	Ochoa syndrome	
MONDO:0000463	Ochoa syndrome	OMIM:236730	urofacial syndrome 1	oio:hasExactSynonym	Urofacial Syndrome	
MONDO:0000463	Ochoa syndrome	OMIM:236730	urofacial syndrome 1	oio:hasExactSynonym	hydronephrosis with peculiar facial expression	
MONDO:0000463	Ochoa syndrome	OMIM:236730	urofacial syndrome 1	oio:hasExactSynonym	urofacial syndrome	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	OMIM:167320	inclusion body myopathy with early-onset paget disease with or without frontotemporal dementia 1	oio:hasExactSynonym	pagetoid amyotrophic lateral sclerosis	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	OMIM:167320	inclusion body myopathy with early-onset paget disease with or without frontotemporal dementia 1	oio:hasExactSynonym	pagetoid neuroskeletal syndrome	
MONDO:0000608	familial juvenile hyperuricemic nephropathy	OMIM:162000	tubulointerstitial kidney disease, autosomal dominant, 1	oio:hasExactSynonym	familial juvenile hyperuricemic nephropathy	
MONDO:0000608	familial juvenile hyperuricemic nephropathy	OMIM:162000	tubulointerstitial kidney disease, autosomal dominant, 1	oio:hasExactSynonym	gouty nephropathy, familial juvenile	
MONDO:0000700	familial hemiplegic migraine	OMIM:141500	migraine, familial hemiplegic, 1	oio:hasExactSynonym	FHM	MONDO:ABBREVIATION
MONDO:0000723	stutter disorder	OMIM:184450	stuttering, familial persistent, 1	oio:hasExactSynonym	stammering	
MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	OMIM:600462	myopathy, lactic acidosis, and sideroblastic anemia 1	oio:hasExactSynonym	mitochondrial myopathy and sideroblastic anemia	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	Andermann syndrome	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	Charlevoix disease	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy	oio:hasExactSynonym	agenesis of the corpus callosum with peripheral neuropathy	
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	OMIM:615616	arrhythmogenic right ventricular dysplasia, familial, 13	oio:hasExactSynonym	arrhythmogenic right ventricular cardiomyopathy 13	
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	OMIM:615616	arrhythmogenic right ventricular dysplasia, familial, 13	oio:hasExactSynonym	arrhythmogenic right ventricular dysplasia, familial, 13	
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	OMIM:615616	arrhythmogenic right ventricular dysplasia, familial, 13	oio:hasExactSynonym	ARVD13	MONDO:ABBREVIATION
MONDO:0000909	Bartter disease type 4B	OMIM:613090	bartter syndrome, type 4b, neonatal, with sensorineural deafness	oio:hasExactSynonym	BARTS4B	MONDO:ABBREVIATION
MONDO:0000910	retinitis pigmentosa 6	OMIM:312612	retinitis pigmentosa 6	oio:hasExactSynonym	retinitis pigmentosa 6	
MONDO:0000910	retinitis pigmentosa 6	OMIM:312612	retinitis pigmentosa 6	oio:hasExactSynonym	RP6	MONDO:ABBREVIATION
MONDO:0000913	hereditary spherocytosis type 2	OMIM:616649	spherocytosis, type 2	oio:hasExactSynonym	spherocytosis, type 2	
MONDO:0000913	hereditary spherocytosis type 2	OMIM:616649	spherocytosis, type 2	oio:hasExactSynonym	SPH2	MONDO:ABBREVIATION
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	OMIM:125310	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym	CADASIL	MONDO:ABBREVIATION
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	OMIM:125310	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym	CADASIL1	MONDO:ABBREVIATION
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	OMIM:125310	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym	CASIL	MONDO:ABBREVIATION
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	OMIM:125310	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oio:hasExactSynonym	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	MONDO:CLINGEN_LABEL
MONDO:0001046	imperforate anus	OMIM:207500	anus, imperforate	oio:hasExactSynonym	anus, imperforate	
MONDO:0001046	imperforate anus	OMIM:301800	anus, imperforate	oio:hasExactSynonym	anus, imperforate	
MONDO:0001056	gastric cancer	OMIM:613659	gastric cancer	oio:hasExactSynonym	gastric cancer	
MONDO:0001347	facioscapulohumeral muscular dystrophy	OMIM:158900	facioscapulohumeral muscular dystrophy 1	oio:hasExactSynonym	Landouzy-Dejerine muscular dystrophy	
MONDO:0001347	facioscapulohumeral muscular dystrophy	OMIM:158900	facioscapulohumeral muscular dystrophy 1	oio:hasExactSynonym	facioscapulohumeral muscular dystrophy	
MONDO:0001734	tuberous sclerosis	OMIM:191100	tuberous sclerosis 1	oio:hasExactSynonym	tuberose sclerosis	
MONDO:0001734	tuberous sclerosis	OMIM:191100	tuberous sclerosis 1	oio:hasExactSynonym	tuberous sclerosis complex	
MONDO:0002009	major depressive disorder	OMIM:608516	major depressive disorder	oio:hasExactSynonym	major depressive disorder	
MONDO:0002009	major depressive disorder	OMIM:608516	major depressive disorder	oio:hasExactSynonym	unipolar depression	
MONDO:0002010	FG syndrome	OMIM:305450	opitz-kaveggia syndrome	oio:hasExactSynonym	Keller syndrome	
MONDO:0002412	disorder of glycogen metabolism	OMIM:137440	gerstmann-straussler disease	oio:hasExactSynonym	GSD	MONDO:ABBREVIATION
MONDO:0002422	adamantinoma	OMIM:102660	adamantinoma of long bones	oio:hasExactSynonym	adamantinoma of long bones	
MONDO:0002457	Treacher-Collins syndrome	OMIM:154500	treacher collins syndrome 1	oio:hasExactSynonym	Treacher Collins Syndrome	
MONDO:0002457	Treacher-Collins syndrome	OMIM:154500	treacher collins syndrome 1	oio:hasExactSynonym	Treacher Collins syndrome	
MONDO:0004573	ariboflavinosis	OMIM:615026	riboflavin deficiency	oio:hasExactSynonym	riboflavin deficiency	
MONDO:0004743	hyperhomocysteinemia	OMIM:603174	hyperhomocysteinemia	oio:hasExactSynonym	hyperhomocysteinemia	
MONDO:0004822	bronchiectasis	OMIM:244400	ciliary dyskinesia, primary, 1	oio:hasExactSynonym	Polynesian bronchiectasis	
MONDO:0004914	celiac artery stenosis from compression by median arcuate ligament of diaphragm	OMIM:116870	celiac artery stenosis from compression by median arcuate ligament of diaphragm	oio:hasExactSynonym	celiac artery stenosis from compression by median arcuate ligament of diaphragm	
MONDO:0004948	B-cell chronic lymphocytic leukemia	OMIM:151400	leukemia, chronic lymphocytic	oio:hasExactSynonym	CLL	MONDO:ABBREVIATION
MONDO:0005002	chronic obstructive pulmonary disease	OMIM:606963	pulmonary disease, chronic obstructive	oio:hasExactSynonym	COPD	MONDO:ABBREVIATION
MONDO:0005090	schizophrenia	OMIM:181500	schizophrenia	oio:hasExactSynonym	schizophrenia	MONDO:CLINGEN_LABEL
MONDO:0005147	type 1 diabetes mellitus	OMIM:222100	type 1 diabetes mellitus	oio:hasExactSynonym	T1D	MONDO:ABBREVIATION
MONDO:0005148	type 2 diabetes mellitus	OMIM:125853	type 2 diabetes mellitus	oio:hasExactSynonym	diabetes mellitus, noninsulin-dependent	
MONDO:0005148	type 2 diabetes mellitus	OMIM:125853	type 2 diabetes mellitus	oio:hasExactSynonym	diabetes mellitus, type 2	
MONDO:0005148	type 2 diabetes mellitus	OMIM:125853	type 2 diabetes mellitus	oio:hasExactSynonym	noninsulin-dependent diabetes mellitus	
MONDO:0005148	type 2 diabetes mellitus	OMIM:125853	type 2 diabetes mellitus	oio:hasExactSynonym	type 2 diabetes mellitus	
MONDO:0005148	type 2 diabetes mellitus	OMIM:125853	type 2 diabetes mellitus	oio:hasExactSynonym	T2D	MONDO:ABBREVIATION
MONDO:0005260	autism	OMIM:209850	autism	oio:hasExactSynonym	autism	
MONDO:0005298	osteoporosis	OMIM:166710	osteoporosis	oio:hasExactSynonym	osteoporosis, postmenopausal	
MONDO:0005388	primary biliary cholangitis	OMIM:109720	biliary cirrhosis, primary, 1	oio:hasExactSynonym	PBC	MONDO:ABBREVIATION
MONDO:0005508	hereditary multiple osteochondromas	OMIM:133700	exostoses, multiple, type 1	oio:hasExactSynonym	multiple cartilaginous exostoses	
MONDO:0005575	colorectal cancer	OMIM:114500	colorectal cancer	oio:hasExactSynonym	colorectal cancer	
MONDO:0005579	epilepsy, idiopathic generalized	OMIM:600669	epilepsy, idiopathic generalized	oio:hasExactSynonym	epilepsy, idiopathic generalized	
MONDO:0005579	epilepsy, idiopathic generalized	OMIM:600669	epilepsy, idiopathic generalized	oio:hasExactSynonym	idiopathic generalized epilepsy	
MONDO:0005579	epilepsy, idiopathic generalized	OMIM:600669	epilepsy, idiopathic generalized	oio:hasExactSynonym	EIG	MONDO:ABBREVIATION
MONDO:0006065	lactose intolerance adult type	OMIM:223100	lactose intolerance, adult type	oio:hasExactSynonym	adult lactase deficiency	
MONDO:0006065	lactose intolerance adult type	OMIM:223100	lactose intolerance, adult type	oio:hasExactSynonym	disaccharide intolerance 3	
MONDO:0006065	lactose intolerance adult type	OMIM:223100	lactose intolerance, adult type	oio:hasExactSynonym	hypolactasia, adult type	
MONDO:0006065	lactose intolerance adult type	OMIM:223100	lactose intolerance, adult type	oio:hasExactSynonym	lactose intolerance, ADULT type	
MONDO:0006248	hydatidiform mole	OMIM:231090	hydatidiform mole, recurrent, 1	oio:hasExactSynonym	hydatidiform mole	
MONDO:0006292	malignant mesothelioma	OMIM:156240	mesothelioma, malignant	oio:hasExactSynonym	mesothelioma, malignant	
MONDO:0006507	hereditary hemochromatosis	OMIM:235200	hemochromatosis, type 1	oio:hasExactSynonym	hemochromatosis, hereditary	
MONDO:0006664	atrial septal defect	OMIM:108800	atrial septal defect 1	oio:hasExactSynonym	ASD	MONDO:ABBREVIATION
MONDO:0006761	fibromuscular dysplasia	OMIM:135580	fibromuscular dysplasia, arterial	oio:hasExactSynonym	fibromuscular dysplasia of arteries	
MONDO:0006761	fibromuscular dysplasia	OMIM:135580	fibromuscular dysplasia, arterial	oio:hasExactSynonym	FMDA	MONDO:ABBREVIATION
MONDO:0007029	branchio-oto-renal syndrome	OMIM:113650	branchiootorenal syndrome 1	oio:hasExactSynonym	Melnick-Fraser syndrome	
MONDO:0007029	branchio-oto-renal syndrome	OMIM:113650	branchiootorenal syndrome 1	oio:hasExactSynonym	branchiootorenal dysplasia	
MONDO:0007032	prune belly syndrome	OMIM:100100	prune belly syndrome	oio:hasExactSynonym	prune belly syndrome	
MONDO:0007034	Adams-Oliver syndrome	OMIM:100300	adams-oliver syndrome 1	oio:hasExactSynonym	congenital scalp defects with distal limb reduction anomalies	
MONDO:0007034	Adams-Oliver syndrome	OMIM:100300	adams-oliver syndrome 1	oio:hasExactSynonym	AOS	MONDO:ABBREVIATION
MONDO:0007036	Achard syndrome	OMIM:100700	achard syndrome	oio:hasExactSynonym	Achard syndrome	
MONDO:0007037	Achondroplasia	OMIM:100800	achondroplasia	oio:hasExactSynonym	ACH	MONDO:ABBREVIATION
MONDO:0007037	Achondroplasia	OMIM:100800	achondroplasia	oio:hasExactSynonym	Achondroplasia	MONDO:CLINGEN_LABEL
MONDO:0007038	Achoo syndrome	OMIM:100820	achoo syndrome	oio:hasExactSynonym	Achoo syndrome	
MONDO:0007040	Sakati-Nyhan syndrome	OMIM:101120	acrocephalopolysyndactyly type 3	oio:hasExactSynonym	ACPS with leg hypoplasia	
MONDO:0007040	Sakati-Nyhan syndrome	OMIM:101120	acrocephalopolysyndactyly type 3	oio:hasExactSynonym	Sakati-Nyhan syndrome	
MONDO:0007040	Sakati-Nyhan syndrome	OMIM:101120	acrocephalopolysyndactyly type 3	oio:hasExactSynonym	acrocephalopolysyndactyly type 3	
MONDO:0007041	Apert syndrome	OMIM:101200	apert syndrome	oio:hasExactSynonym	Apert syndrome	
MONDO:0007042	Saethre-Chotzen syndrome	OMIM:101400	saethre-chotzen syndrome	oio:hasExactSynonym	SCS	MONDO:ABBREVIATION
MONDO:0007042	Saethre-Chotzen syndrome	OMIM:101400	saethre-chotzen syndrome	oio:hasExactSynonym	Saethre-Chotzen syndrome	MONDO:CLINGEN_LABEL
MONDO:0007043	Pfeiffer syndrome	OMIM:101600	pfeiffer syndrome	oio:hasExactSynonym	Pfeiffer syndrome	
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	OMIM:101800	acrodysostosis 1 with or without hormone resistance	oio:hasExactSynonym	Acrodysostosis 1 with or without hormone resistance	
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	OMIM:101800	acrodysostosis 1 with or without hormone resistance	oio:hasExactSynonym	ADOHR	MONDO:ABBREVIATION
MONDO:0007045	acrofacial dysostosis, Catania type	OMIM:101805	acrofacial dysostosis, catania type	oio:hasExactSynonym	acrofacial dysostosis, Catania type	
MONDO:0007047	punctate palmoplantar keratoderma type III	OMIM:101850	palmoplantar keratoderma, punctate type 3	oio:hasExactSynonym	PPKP3	MONDO:ABBREVIATION
MONDO:0007048	acrokeratosis verruciformis	OMIM:101900	acrokeratosis verruciformis	oio:hasExactSynonym	Hopf disease	
MONDO:0007048	acrokeratosis verruciformis	OMIM:101900	acrokeratosis verruciformis	oio:hasExactSynonym	acrokeratosis verruciformis	
MONDO:0007049	acroleukopathy, symmetric	OMIM:102000	acroleukopathy, symmetric	oio:hasExactSynonym	acroleukopathy, symmetric	
MONDO:0007050	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	OMIM:102100	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	oio:hasExactSynonym	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	
MONDO:0007051	acromegaloid facial appearance syndrome	OMIM:102150	acromegaloid facial appearance syndrome	oio:hasExactSynonym	acromegaloid facial appearance syndrome	
MONDO:0007053	restless legs syndrome, susceptibility to, 1	OMIM:102300	restless legs syndrome, susceptibility to, 1	oio:hasExactSynonym	restless legs syndrome, susceptibility to, 1	
MONDO:0007054	acromial dimples	OMIM:102350	acromial dimples	oio:hasExactSynonym	acromial dimples	
MONDO:0007055	Acromicric dysplasia	OMIM:102370	acromicric dysplasia	oio:hasExactSynonym	Acromicric dysplasia	
MONDO:0007056	acroosteolysis	OMIM:102400	acroosteolysis	oio:hasExactSynonym	acroosteolysis	
MONDO:0007057	Acroosteolysis dominant type	OMIM:102500	hajdu-cheney syndrome	oio:hasExactSynonym	Arthrodentoosteodysplasia	
MONDO:0007057	Acroosteolysis dominant type	OMIM:102500	hajdu-cheney syndrome	oio:hasExactSynonym	Cheney syndrome	
MONDO:0007057	Acroosteolysis dominant type	OMIM:102500	hajdu-cheney syndrome	oio:hasExactSynonym	Hajdu-Cheney syndrome	
MONDO:0007057	Acroosteolysis dominant type	OMIM:102500	hajdu-cheney syndrome	oio:hasExactSynonym	serpentine fibula-polycystic kidney syndrome	
MONDO:0007058	Acropectorovertebral dysplasia	OMIM:102510	acropectorovertebral dysplasia	oio:hasExactSynonym	Acropectorovertebral dysplasia	
MONDO:0007058	Acropectorovertebral dysplasia	OMIM:102510	acropectorovertebral dysplasia	oio:hasExactSynonym	F syndrome	
MONDO:0007059	acrorenal syndrome	OMIM:102520	acrorenal syndrome	oio:hasExactSynonym	acrorenal syndrome	
MONDO:0007060	spermatogenic failure 6	OMIM:102530	spermatogenic failure 6	oio:hasExactSynonym	spermatogenic failure 6	
MONDO:0007062	adactylia, unilateral	OMIM:102650	adactylia, unilateral	oio:hasExactSynonym	adactylia, unilateral	
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	OMIM:102700	severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency	oio:hasExactSynonym	ADA-SCID	
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	OMIM:102700	severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency	oio:hasExactSynonym	SCID due to ADA deficiency	
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	OMIM:102700	severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency	oio:hasExactSynonym	SCID due to ADA deficiency, early-onset	
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	OMIM:102700	severe combined immunodeficiency, autosomal recessive, t cell-negative, B cell-negative, nk cell-negative, due to adenosine deaminase deficiency	oio:hasExactSynonym	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	
MONDO:0007066	adenosine triphosphatase deficiency, anemia due to	OMIM:102800	adenosine triphosphatase deficiency, anemia due to	oio:hasExactSynonym	adenosine triphosphatase deficiency, anemia due to	
MONDO:0007067	pyruvate kinase hyperactivity	OMIM:102900	adenosine triphosphate, elevated, of erythrocytes	oio:hasExactSynonym	pyruvate kinase hyperactivity	
MONDO:0007068	adenylosuccinate lyase deficiency	OMIM:103050	adenylosuccinase deficiency	oio:hasExactSynonym	ADSL deficiency	
MONDO:0007068	adenylosuccinate lyase deficiency	OMIM:103050	adenylosuccinase deficiency	oio:hasExactSynonym	adenylosuccinase deficiency	
MONDO:0007068	adenylosuccinate lyase deficiency	OMIM:103050	adenylosuccinase deficiency	oio:hasExactSynonym	adenylosuccinate lyase deficiency	MONDO:CLINGEN_LABEL
MONDO:0007070	adiposis dolorosa	OMIM:103200	adiposis dolorosa	oio:hasExactSynonym	Dercum disease	
MONDO:0007070	adiposis dolorosa	OMIM:103200	adiposis dolorosa	oio:hasExactSynonym	adiposis dolorosa	
MONDO:0007071	adrenocortical hypofunction, chronic primary congenital	OMIM:103230	adrenocortical hypofunction, chronic primary congenital	oio:hasExactSynonym	adrenocortical hypofunction, chronic primary congenital	
MONDO:0007072	ADULT syndrome	OMIM:103285	adult syndrome	oio:hasExactSynonym	ADULT syndrome	
MONDO:0007072	ADULT syndrome	OMIM:103285	adult syndrome	oio:hasExactSynonym	acro-dermato-ungual-lacrimal-tooth syndrome	
MONDO:0007074	ainhum	OMIM:103400	ainhum	oio:hasExactSynonym	ainhum	
MONDO:0007077	Tietz syndrome	OMIM:103500	tietz albinism-deafness syndrome	oio:hasExactSynonym	Tietz albinism-deafness syndrome	
MONDO:0007077	Tietz syndrome	OMIM:103500	tietz albinism-deafness syndrome	oio:hasExactSynonym	Tietz syndrome	
MONDO:0007077	Tietz syndrome	OMIM:103500	tietz albinism-deafness syndrome	oio:hasExactSynonym	albinism-deafness of Tietz	
MONDO:0007077	Tietz syndrome	OMIM:103500	tietz albinism-deafness syndrome	oio:hasExactSynonym	hypopigmentation/deafness of Tietz	
MONDO:0007078	pseudohypoparathyroidism type 1A	OMIM:103580	pseudohypoparathyroidism, type 1a	oio:hasExactSynonym	Albright hereditary osteodystrophy with multiple hormone resistance	
MONDO:0007078	pseudohypoparathyroidism type 1A	OMIM:103580	pseudohypoparathyroidism, type 1a	oio:hasExactSynonym	PHP1A	MONDO:ABBREVIATION
MONDO:0007079	alcohol dependence	OMIM:103780	alcohol dependence	oio:hasExactSynonym	alcohol dependence	
MONDO:0007079	alcohol dependence	OMIM:103780	alcohol dependence	oio:hasExactSynonym	alcoholism	
MONDO:0007080	glucocorticoid-remediable aldosteronism	OMIM:103900	hyperaldosteronism, familial, type 1	oio:hasExactSynonym	glucocorticoid-remediable aldosteronism	
MONDO:0007082	alopecia areata 1	OMIM:104000	alopecia areata 1	oio:hasExactSynonym	alopecia areata 1	
MONDO:0007084	familial focal alopecia	OMIM:104110	alopecia, familial focal	oio:hasExactSynonym	alopecia, familial focal	
MONDO:0007085	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	OMIM:104130	alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality	oio:hasExactSynonym	Shokeir syndrome	
MONDO:0007087	alternating hemiplegia of childhood 1	OMIM:104290	alternating hemiplegia of childhood 1	oio:hasExactSynonym	alternating hemiplegia of childhood 1	
MONDO:0007089	Alzheimer disease 2	OMIM:104310	alzheimer disease 2	oio:hasExactSynonym	Alzheimer disease 2	
MONDO:0007089	Alzheimer disease 2	OMIM:104310	alzheimer disease 2	oio:hasExactSynonym	Alzheimer disease associated with APOE4	
MONDO:0007089	Alzheimer disease 2	OMIM:104310	alzheimer disease 2	oio:hasExactSynonym	AD2	MONDO:ABBREVIATION
MONDO:0007090	amastia, bilateral, with ureteral triplication and dysmorphism	OMIM:104350	amastia, bilateral, with ureteral triplication and dysmorphism	oio:hasExactSynonym	amastia, bilateral, with ureteral triplication and dysmorphism	
MONDO:0007091	amelia and terminal transverse hemimelia	OMIM:104400	amelia and terminal transverse hemimelia	oio:hasExactSynonym	amelia and terminal transverse hemimelia	
MONDO:0007092	amelogenesis imperfecta type 1B	OMIM:104500	amelogenesis imperfecta, type 1b	oio:hasExactSynonym	AI1B	MONDO:ABBREVIATION
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	OMIM:104510	amelogenesis imperfecta, type 4	oio:hasExactSynonym	AI4	MONDO:ABBREVIATION
MONDO:0007094	amelogenesis imperfecta type 1A	OMIM:104530	amelogenesis imperfecta, type 1a	oio:hasExactSynonym	AI1A	MONDO:ABBREVIATION
MONDO:0007095	ameloonychohypohidrotic syndrome	OMIM:104570	ameloonychohypohidrotic syndrome	oio:hasExactSynonym	ameloonychohypohidrotic syndrome	
MONDO:0007096	amenorrhea-galactorrhea syndrome	OMIM:104600	amenorrhea-galactorrhea syndrome	oio:hasExactSynonym	amenorrhea-galactorrhea syndrome	
MONDO:0007097	Finnish type amyloidosis	OMIM:105120	amyloidosis, finnish type	oio:hasExactSynonym	amyloidosis, MERETOJA type	
MONDO:0007098	ACys amyloidosis	OMIM:105150	cerebral amyloid angiopathy, cst3-related	oio:hasExactSynonym	amyloidosis, Cerebroarterial, Icelandic type	
MONDO:0007098	ACys amyloidosis	OMIM:105150	cerebral amyloid angiopathy, cst3-related	oio:hasExactSynonym	cerebral hemorrhage, hereditary, with amyloidosis	
MONDO:0007098	ACys amyloidosis	OMIM:105150	cerebral amyloid angiopathy, cst3-related	oio:hasExactSynonym	hereditary cerebral hemorrhage with amyloidosis	
MONDO:0007099	familial visceral amyloidosis	OMIM:105200	amyloidosis, hereditary systemic 2	oio:hasExactSynonym	German type amyloidosis	
MONDO:0007099	familial visceral amyloidosis	OMIM:105200	amyloidosis, hereditary systemic 2	oio:hasExactSynonym	Ostertag type amyloidosis	
MONDO:0007099	familial visceral amyloidosis	OMIM:105200	amyloidosis, hereditary systemic 2	oio:hasExactSynonym	amyloidosis, familial renal	
MONDO:0007102	amyotrophic dystonic paraplegia	OMIM:105300	amyotrophic dystonic paraplegia	oio:hasExactSynonym	amyotrophic dystonic paraplegia	
MONDO:0007103	amyotrophic lateral sclerosis type 1	OMIM:105400	amyotrophic lateral sclerosis 1	oio:hasExactSynonym	amyotrophic lateral sclerosis 1	
MONDO:0007103	amyotrophic lateral sclerosis type 1	OMIM:105400	amyotrophic lateral sclerosis 1	oio:hasExactSynonym	ALS1	MONDO:ABBREVIATION
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	OMIM:105500	amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	oio:hasExactSynonym	Guam disease	
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	OMIM:105550	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	oio:hasExactSynonym	amyotrophic lateral sclerosis and/or frontotemporal dementia	
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	OMIM:105550	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	oio:hasExactSynonym	frontotemporal dementia and/or motor neuron disease	
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	OMIM:105550	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	oio:hasExactSynonym	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	MONDO:CLINGEN_LABEL
