subject_id	subject_label	comment
ICD10WHO:A18.7		Unmapped
ICD10WHO:A18.8		Unmapped
ICD10WHO:A19		Unmapped
ICD10WHO:A19.0		Unmapped
ICD10WHO:A19.1		Unmapped
ICD10WHO:A19.2		Unmapped
ICD10WHO:A19.8		Unmapped
ICD10WHO:A19.9		Unmapped
ICD10WHO:A20		Unmapped
ICD10WHO:A20-A28		Unmapped
ICD10WHO:A20.0		Unmapped
ICD10WHO:A20.1		Unmapped
ICD10WHO:A20.2		Unmapped
ICD10WHO:A20.3		Unmapped
ICD10WHO:A20.7		Unmapped
ICD10WHO:A20.8		Unmapped
ICD10WHO:A20.9		Unmapped
ICD10WHO:A21		Unmapped
ICD10WHO:A21.0		Unmapped
ICD10WHO:A21.1		Unmapped
ICD10WHO:A21.2		Unmapped
ICD10WHO:A21.3		Unmapped
ICD10WHO:A21.7		Unmapped
ICD10WHO:A21.8		Unmapped
ICD10WHO:A21.9		Unmapped
ICD10WHO:A22		Unmapped
ICD10WHO:A22.0		Unmapped
ICD10WHO:A22.1		Unmapped
ICD10WHO:A22.2		Unmapped
ICD10WHO:A22.7		Unmapped
ICD10WHO:A22.8		Unmapped
ICD10WHO:A22.9		Unmapped
ICD10WHO:A23		Unmapped
ICD10WHO:A23.0		Unmapped
ICD10WHO:A23.1		Unmapped
ICD10WHO:A23.2		Unmapped
ICD10WHO:A23.3		Unmapped
ICD10WHO:A23.8		Unmapped
ICD10WHO:A23.9		Unmapped
ICD10WHO:A24		Unmapped
ICD10WHO:A24.0		Unmapped
ICD10WHO:A24.1		Unmapped
ICD10WHO:A24.2		Unmapped
ICD10WHO:A24.3		Unmapped
ICD10WHO:A24.4		Unmapped
ICD10WHO:A25		Unmapped
ICD10WHO:A25.0		Unmapped
ICD10WHO:A25.1		Unmapped
ICD10WHO:A25.9		Unmapped
ICD10WHO:A26		Unmapped
ICD10WHO:A26.0		Unmapped
ICD10WHO:A26.7		Unmapped
ICD10WHO:A26.8		Unmapped
ICD10WHO:A26.9		Unmapped
ICD10WHO:A27		Unmapped
ICD10WHO:A27.0		Unmapped
ICD10WHO:A27.8		Unmapped
ICD10WHO:A27.9		Unmapped
ICD10WHO:A28		Unmapped
ICD10WHO:A28.0		Unmapped
ICD10WHO:A28.1		Unmapped
ICD10WHO:A28.2		Unmapped
ICD10WHO:A28.8		Unmapped
ICD10WHO:A28.9		Unmapped
ICD10WHO:A30		Unmapped
ICD10WHO:A30-A49		Unmapped
ICD10WHO:A30.0		Unmapped
ICD10WHO:A30.1		Unmapped
ICD10WHO:A30.2		Unmapped
ICD10WHO:A30.3		Unmapped
ICD10WHO:A30.4		Unmapped
ICD10WHO:A30.5		Unmapped
ICD10WHO:A30.8		Unmapped
ICD10WHO:A30.9		Unmapped
ICD10WHO:A31		Unmapped
ICD10WHO:A31.0		Unmapped
ICD10WHO:A31.1		Unmapped
ICD10WHO:A31.8		Unmapped
ICD10WHO:A31.9		Unmapped
ICD10WHO:A32		Unmapped
ICD10WHO:A32.0		Unmapped
ICD10WHO:A32.1		Unmapped
ICD10WHO:A32.7		Unmapped
ICD10WHO:A32.8		Unmapped
ICD10WHO:A32.9		Unmapped
ICD10WHO:A33		Unmapped
ICD10WHO:A34		Unmapped
ICD10WHO:A35		Unmapped
ICD10WHO:A36		Unmapped
ICD10WHO:A36.0		Unmapped
ICD10WHO:A36.1		Unmapped
ICD10WHO:A36.2		Unmapped
ICD10WHO:A36.3		Unmapped
ICD10WHO:A36.8		Unmapped
ICD10WHO:A36.9		Unmapped
ICD10WHO:A37		Unmapped
ICD10WHO:A37.0		Unmapped
ICD10WHO:A37.1		Unmapped
ICD10WHO:A37.8		Unmapped
ICD10WHO:A37.9		Unmapped
ICD10WHO:A38		Unmapped
ICD10WHO:A39		Unmapped
ICD10WHO:A39.0		Unmapped
ICD10WHO:A39.1		Unmapped
ICD10WHO:A39.2		Unmapped
ICD10WHO:A39.3		Unmapped
ICD10WHO:A39.4		Unmapped
ICD10WHO:A39.5		Unmapped
ICD10WHO:A39.8		Unmapped
ICD10WHO:A39.9		Unmapped
ICD10WHO:A40		Unmapped
ICD10WHO:A40.0		Unmapped
ICD10WHO:A40.1		Unmapped
ICD10WHO:A40.2		Unmapped
ICD10WHO:A40.3		Unmapped
ICD10WHO:A40.8		Unmapped
ICD10WHO:A40.9		Unmapped
ICD10WHO:A41		Unmapped
ICD10WHO:A41.0		Unmapped
ICD10WHO:A41.1		Unmapped
ICD10WHO:A41.2		Unmapped
ICD10WHO:A41.3		Unmapped
ICD10WHO:A41.4		Unmapped
ICD10WHO:A41.5		Unmapped
ICD10WHO:A41.8		Unmapped
ICD10WHO:A41.9		Unmapped
ICD10WHO:A42		Unmapped
ICD10WHO:A42.0		Unmapped
ICD10WHO:A42.1		Unmapped
ICD10WHO:A42.2		Unmapped
ICD10WHO:A42.7		Unmapped
ICD10WHO:A42.8		Unmapped
ICD10WHO:A42.9		Unmapped
ICD10WHO:A43		Unmapped
ICD10WHO:A43.0		Unmapped
ICD10WHO:A43.1		Unmapped
ICD10WHO:A43.8		Unmapped
ICD10WHO:A43.9		Unmapped
ICD10WHO:A44		Unmapped
ICD10WHO:A44.0		Unmapped
ICD10WHO:A44.1		Unmapped
ICD10WHO:A44.8		Unmapped
ICD10WHO:A44.9		Unmapped
ICD10WHO:A46		Unmapped
ICD10WHO:A48		Unmapped
ICD10WHO:A48.0		Unmapped
ICD10WHO:A48.1		Unmapped
ICD10WHO:A48.2		Unmapped
ICD10WHO:A48.3		Unmapped
ICD10WHO:A48.4		Unmapped
ICD10WHO:A48.8		Unmapped
ICD10WHO:A49		Unmapped
ICD10WHO:A49.0		Unmapped
ICD10WHO:A49.1		Unmapped
ICD10WHO:A49.2		Unmapped
ICD10WHO:A49.3		Unmapped
ICD10WHO:A49.8		Unmapped
ICD10WHO:A49.9		Unmapped
ICD10WHO:A50		Unmapped
ICD10WHO:A50-A64		Unmapped
ICD10WHO:A50.0		Unmapped
ICD10WHO:A50.1		Unmapped
ICD10WHO:A50.2		Unmapped
ICD10WHO:A50.3		Unmapped
ICD10WHO:A50.4		Unmapped
ICD10WHO:A50.5		Unmapped
ICD10WHO:A50.6		Unmapped
ICD10WHO:A50.7		Unmapped
ICD10WHO:A50.9		Unmapped
ICD10WHO:A51		Unmapped
ICD10WHO:A51.0		Unmapped
ICD10WHO:A51.1		Unmapped
ICD10WHO:A51.2		Unmapped
ICD10WHO:A51.3		Unmapped
ICD10WHO:A51.4		Unmapped
ICD10WHO:A51.5		Unmapped
ICD10WHO:A51.9		Unmapped
ICD10WHO:A52		Unmapped
ICD10WHO:A52.0		Unmapped
ICD10WHO:A52.1		Unmapped
ICD10WHO:A52.2		Unmapped
ICD10WHO:A52.3		Unmapped
ICD10WHO:A52.7		Unmapped
ICD10WHO:A52.8		Unmapped
ICD10WHO:A52.9		Unmapped
ICD10WHO:A53		Unmapped
ICD10WHO:A53.0		Unmapped
ICD10WHO:A53.9		Unmapped
ICD10WHO:A54		Unmapped
ICD10WHO:A54.0		Unmapped
ICD10WHO:A54.1		Unmapped
ICD10WHO:A54.2		Unmapped
ICD10WHO:A54.3		Unmapped
ICD10WHO:A54.4		Unmapped
ICD10WHO:A54.5		Unmapped
ICD10WHO:A54.6		Unmapped
ICD10WHO:A54.8		Unmapped
ICD10WHO:A54.9		Unmapped
ICD10WHO:A55		Unmapped
ICD10WHO:A56		Unmapped
ICD10WHO:A56.0		Unmapped
ICD10WHO:A56.1		Unmapped
ICD10WHO:A56.2		Unmapped
ICD10WHO:A56.3		Unmapped
ICD10WHO:A56.4		Unmapped
ICD10WHO:A56.8		Unmapped
ICD10WHO:A57		Unmapped
ICD10WHO:A58		Unmapped
ICD10WHO:A59		Unmapped
ICD10WHO:A59.0		Unmapped
ICD10WHO:A59.8		Unmapped
ICD10WHO:A59.9		Unmapped
ICD10WHO:A60		Unmapped
ICD10WHO:A60.0		Unmapped
ICD10WHO:A60.1		Unmapped
ICD10WHO:A60.9		Unmapped
ICD10WHO:A63		Unmapped
ICD10WHO:A63.0		Unmapped
ICD10WHO:A63.8		Unmapped
ICD10WHO:A64		Unmapped
ICD10WHO:A65		Unmapped
ICD10WHO:A65-A69		Unmapped
ICD10WHO:A66		Unmapped
ICD10WHO:A66.0		Unmapped
ICD10WHO:A66.1		Unmapped
ICD10WHO:A66.2		Unmapped
ICD10WHO:A66.3		Unmapped
ICD10WHO:A66.4		Unmapped
ICD10WHO:A66.5		Unmapped
ICD10WHO:A66.6		Unmapped
ICD10WHO:A66.7		Unmapped
ICD10WHO:A66.8		Unmapped
ICD10WHO:A66.9		Unmapped
ICD10WHO:A67		Unmapped
ICD10WHO:A67.0		Unmapped
ICD10WHO:A67.1		Unmapped
ICD10WHO:A67.2		Unmapped
ICD10WHO:A67.3		Unmapped
ICD10WHO:A67.9		Unmapped
ICD10WHO:A68		Unmapped
ICD10WHO:A68.0		Unmapped
ICD10WHO:A68.1		Unmapped
ICD10WHO:A68.9		Unmapped
ICD10WHO:A69		Unmapped
ICD10WHO:A69.0		Unmapped
ICD10WHO:A69.1		Unmapped
ICD10WHO:A69.2		Unmapped
ICD10WHO:A69.8		Unmapped
ICD10WHO:A69.9		Unmapped
ICD10WHO:A70		Unmapped
ICD10WHO:A70-A74		Unmapped
ICD10WHO:A71		Unmapped
ICD10WHO:A71.0		Unmapped
ICD10WHO:A71.1		Unmapped
ICD10WHO:A71.9		Unmapped
ICD10WHO:A74		Unmapped
ICD10WHO:A74.0		Unmapped
ICD10WHO:A74.8		Unmapped
ICD10WHO:A74.9		Unmapped
ICD10WHO:A75		Unmapped
ICD10WHO:A75-A79		Unmapped
ICD10WHO:A75.0		Unmapped
ICD10WHO:A75.1		Unmapped
ICD10WHO:A75.2		Unmapped
ICD10WHO:A75.3		Unmapped
ICD10WHO:A75.9		Unmapped
ICD10WHO:A77		Unmapped
ICD10WHO:A77.0		Unmapped
ICD10WHO:A77.1		Unmapped
ICD10WHO:A77.2		Unmapped
ICD10WHO:A77.3		Unmapped
ICD10WHO:A77.8		Unmapped
ICD10WHO:A77.9		Unmapped
ICD10WHO:A78		Unmapped
ICD10WHO:A79		Unmapped
ICD10WHO:A79.0		Unmapped
ICD10WHO:A79.1		Unmapped
ICD10WHO:A79.8		Unmapped
ICD10WHO:A79.9		Unmapped
ICD10WHO:A80		Unmapped
ICD10WHO:A80.0		Unmapped
ICD10WHO:A80.1		Unmapped
ICD10WHO:A80.2		Unmapped
ICD10WHO:A80.3		Unmapped
ICD10WHO:A80.4		Unmapped
ICD10WHO:A80.9		Unmapped
ICD10WHO:A81		Unmapped
ICD10WHO:A81.0		Unmapped
ICD10WHO:A81.1		Unmapped
ICD10WHO:A81.2		Unmapped
ICD10WHO:A81.8		Unmapped
ICD10WHO:A81.9		Unmapped
ICD10WHO:A82		Unmapped
ICD10WHO:A82.0		Unmapped
ICD10WHO:A82.1		Unmapped
ICD10WHO:A82.9		Unmapped
ICD10WHO:A83		Unmapped
ICD10WHO:A83.0		Unmapped
ICD10WHO:A83.1		Unmapped
ICD10WHO:A83.2		Unmapped
ICD10WHO:A83.3		Unmapped
ICD10WHO:A83.4		Unmapped
ICD10WHO:A83.5		Unmapped
ICD10WHO:A83.6		Unmapped
ICD10WHO:A83.8		Unmapped
ICD10WHO:A83.9		Unmapped
ICD10WHO:A84		Unmapped
ICD10WHO:A84.0		Unmapped
ICD10WHO:A84.1		Unmapped
ICD10WHO:A84.8		Unmapped
ICD10WHO:A84.9		Unmapped
ICD10WHO:A85		Unmapped
ICD10WHO:A85.0		Unmapped
ICD10WHO:A85.1		Unmapped
ICD10WHO:A85.2		Unmapped
ICD10WHO:A85.8		Unmapped
ICD10WHO:A86		Unmapped
ICD10WHO:A87		Unmapped
ICD10WHO:A87.0		Unmapped
ICD10WHO:A87.1		Unmapped
ICD10WHO:A87.2		Unmapped
ICD10WHO:A87.8		Unmapped
ICD10WHO:A87.9		Unmapped
ICD10WHO:A88		Unmapped
ICD10WHO:A88.0		Unmapped
ICD10WHO:A88.1		Unmapped
ICD10WHO:A88.8		Unmapped
ICD10WHO:A89		Unmapped
ICD10WHO:A92		Unmapped
ICD10WHO:A92-A99		Unmapped
ICD10WHO:A92.0		Unmapped
ICD10WHO:A92.1		Unmapped
ICD10WHO:A92.2		Unmapped
ICD10WHO:A92.3		Unmapped
ICD10WHO:A92.4		Unmapped
ICD10WHO:A92.5		Unmapped
ICD10WHO:A92.8		Unmapped
ICD10WHO:A92.9		Unmapped
ICD10WHO:A93		Unmapped
ICD10WHO:A93.0		Unmapped
ICD10WHO:A93.1		Unmapped
ICD10WHO:A93.2		Unmapped
ICD10WHO:A93.8		Unmapped
ICD10WHO:A94		Unmapped
ICD10WHO:A95		Unmapped
ICD10WHO:A95.0		Unmapped
ICD10WHO:A95.1		Unmapped
ICD10WHO:A95.9		Unmapped
ICD10WHO:A96		Unmapped
ICD10WHO:A96.0		Unmapped
ICD10WHO:A96.1		Unmapped
ICD10WHO:A96.2		Unmapped
ICD10WHO:A96.8		Unmapped
ICD10WHO:A96.9		Unmapped
ICD10WHO:A97		Unmapped
ICD10WHO:A97.0		Unmapped
ICD10WHO:A97.1		Unmapped
ICD10WHO:A97.2		Unmapped
ICD10WHO:A97.9		Unmapped
ICD10WHO:A98		Unmapped
ICD10WHO:A98.0		Unmapped
ICD10WHO:A98.1		Unmapped
ICD10WHO:A98.2		Unmapped
ICD10WHO:A98.3		Unmapped
ICD10WHO:A98.4		Unmapped
ICD10WHO:A98.5		Unmapped
ICD10WHO:A98.8		Unmapped
ICD10WHO:A99		Unmapped
ICD10WHO:B00		Unmapped
ICD10WHO:B00-B09		Unmapped
ICD10WHO:B00.0		Unmapped
ICD10WHO:B00.1		Unmapped
ICD10WHO:B00.2		Unmapped
ICD10WHO:B00.3		Unmapped
ICD10WHO:B00.4		Unmapped
ICD10WHO:B00.5		Unmapped
ICD10WHO:B00.7		Unmapped
ICD10WHO:B00.8		Unmapped
ICD10WHO:B00.9		Unmapped
ICD10WHO:B01		Unmapped
ICD10WHO:B01.0		Unmapped
ICD10WHO:B01.1		Unmapped
ICD10WHO:B01.2		Unmapped
ICD10WHO:B01.8		Unmapped
ICD10WHO:B01.9		Unmapped
ICD10WHO:B02		Unmapped
ICD10WHO:B02.0		Unmapped
ICD10WHO:B02.1		Unmapped
ICD10WHO:B02.2		Unmapped
ICD10WHO:B02.3		Unmapped
ICD10WHO:B02.7		Unmapped
ICD10WHO:B02.8		Unmapped
ICD10WHO:B02.9		Unmapped
ICD10WHO:B03		Unmapped
ICD10WHO:B04		Unmapped
ICD10WHO:B05		Unmapped
ICD10WHO:B05.0		Unmapped
ICD10WHO:B05.1		Unmapped
ICD10WHO:B05.2		Unmapped
ICD10WHO:B05.3		Unmapped
ICD10WHO:B05.4		Unmapped
ICD10WHO:B05.8		Unmapped
ICD10WHO:B05.9		Unmapped
ICD10WHO:B06		Unmapped
ICD10WHO:B06.0		Unmapped
ICD10WHO:B06.8		Unmapped
ICD10WHO:B06.9		Unmapped
ICD10WHO:B07		Unmapped
ICD10WHO:B08		Unmapped
ICD10WHO:B08.0		Unmapped
ICD10WHO:B08.1		Unmapped
ICD10WHO:B08.2		Unmapped
ICD10WHO:B08.3		Unmapped
ICD10WHO:B08.4		Unmapped
ICD10WHO:B08.5		Unmapped
ICD10WHO:B08.8		Unmapped
ICD10WHO:B09		Unmapped
ICD10WHO:B15		Unmapped
ICD10WHO:B15-B19		Unmapped
ICD10WHO:B15.0		Unmapped
ICD10WHO:B15.9		Unmapped
ICD10WHO:B16		Unmapped
ICD10WHO:B16.0		Unmapped
ICD10WHO:B16.1		Unmapped
ICD10WHO:B16.2		Unmapped
ICD10WHO:B16.9		Unmapped
ICD10WHO:B17		Unmapped
ICD10WHO:B17.0		Unmapped
ICD10WHO:B17.1		Unmapped
ICD10WHO:B17.2		Unmapped
ICD10WHO:B17.8		Unmapped
ICD10WHO:B17.9		Unmapped
ICD10WHO:B18		Unmapped
ICD10WHO:B18.0		Unmapped
ICD10WHO:B18.00		Unmapped
ICD10WHO:B18.09		Unmapped
ICD10WHO:B18.1		Unmapped
ICD10WHO:B18.10		Unmapped
ICD10WHO:B18.19		Unmapped
ICD10WHO:B18.2		Unmapped
ICD10WHO:B18.8		Unmapped
ICD10WHO:B18.9		Unmapped
ICD10WHO:B19		Unmapped
ICD10WHO:B19.0		Unmapped
ICD10WHO:B19.9		Unmapped
ICD10WHO:B20		Unmapped
ICD10WHO:B20-B24		Unmapped
ICD10WHO:B20.0		Unmapped
ICD10WHO:B20.1		Unmapped
ICD10WHO:B20.2		Unmapped
ICD10WHO:B20.3		Unmapped
ICD10WHO:B20.4		Unmapped
ICD10WHO:B20.5		Unmapped
ICD10WHO:B20.6		Unmapped
ICD10WHO:B20.7		Unmapped
ICD10WHO:B20.8		Unmapped
ICD10WHO:B20.9		Unmapped
ICD10WHO:B21		Unmapped
ICD10WHO:B21.0		Unmapped
ICD10WHO:B21.1		Unmapped
ICD10WHO:B21.2		Unmapped
ICD10WHO:B21.3		Unmapped
ICD10WHO:B21.7		Unmapped
ICD10WHO:B21.8		Unmapped
ICD10WHO:B21.9		Unmapped
ICD10WHO:B22		Unmapped
ICD10WHO:B22.0		Unmapped
ICD10WHO:B22.1		Unmapped
ICD10WHO:B22.2		Unmapped
ICD10WHO:B22.7		Unmapped
ICD10WHO:B23		Unmapped
ICD10WHO:B23.0		Unmapped
ICD10WHO:B23.1		Unmapped
ICD10WHO:B23.2		Unmapped
ICD10WHO:B23.8		Unmapped
ICD10WHO:B24		Unmapped
ICD10WHO:B25		Unmapped
ICD10WHO:B25-B34		Unmapped
ICD10WHO:B25.0		Unmapped
ICD10WHO:B25.1		Unmapped
ICD10WHO:B25.2		Unmapped
ICD10WHO:B25.8		Unmapped
ICD10WHO:B25.9		Unmapped
ICD10WHO:B26		Unmapped
ICD10WHO:B26.0		Unmapped
ICD10WHO:B26.1		Unmapped
ICD10WHO:B26.2		Unmapped
ICD10WHO:B26.3		Unmapped
ICD10WHO:B26.8		Unmapped
ICD10WHO:B26.9		Unmapped
ICD10WHO:B27		Unmapped
ICD10WHO:B27.0		Unmapped
ICD10WHO:B27.1		Unmapped
ICD10WHO:B27.8		Unmapped
ICD10WHO:B27.9		Unmapped
ICD10WHO:B30		Unmapped
ICD10WHO:B30.0		Unmapped
ICD10WHO:B30.1		Unmapped
ICD10WHO:B30.2		Unmapped
ICD10WHO:B30.3		Unmapped
ICD10WHO:B30.8		Unmapped
ICD10WHO:B30.9		Unmapped
ICD10WHO:B33		Unmapped
ICD10WHO:B33.0		Unmapped
ICD10WHO:B33.1		Unmapped
ICD10WHO:B33.2		Unmapped
ICD10WHO:B33.3		Unmapped
ICD10WHO:B33.4		Unmapped
ICD10WHO:B33.8		Unmapped
ICD10WHO:B34		Unmapped
ICD10WHO:B34.0		Unmapped
ICD10WHO:B34.1		Unmapped
ICD10WHO:B34.2		Unmapped
ICD10WHO:B34.3		Unmapped
ICD10WHO:B34.4		Unmapped
ICD10WHO:B34.8		Unmapped
ICD10WHO:B34.9		Unmapped
ICD10WHO:B35		Unmapped
ICD10WHO:B35-B49		Unmapped
ICD10WHO:B35.0		Unmapped
ICD10WHO:B35.1		Unmapped
ICD10WHO:B35.2		Unmapped
ICD10WHO:B35.3		Unmapped
ICD10WHO:B35.4		Unmapped
ICD10WHO:B35.5		Unmapped
ICD10WHO:B35.6		Unmapped
ICD10WHO:B35.8		Unmapped
ICD10WHO:B35.9		Unmapped
ICD10WHO:B36		Unmapped
ICD10WHO:B36.0		Unmapped
ICD10WHO:B36.1		Unmapped
ICD10WHO:B36.2		Unmapped
ICD10WHO:B36.3		Unmapped
ICD10WHO:B36.8		Unmapped
ICD10WHO:B36.9		Unmapped
ICD10WHO:B37		Unmapped
ICD10WHO:B37.0		Unmapped
ICD10WHO:B37.1		Unmapped
ICD10WHO:B37.2		Unmapped
ICD10WHO:B37.3		Unmapped
ICD10WHO:B37.4		Unmapped
ICD10WHO:B37.5		Unmapped
ICD10WHO:B37.6		Unmapped
ICD10WHO:B37.7		Unmapped
ICD10WHO:B37.8		Unmapped
ICD10WHO:B37.9		Unmapped
ICD10WHO:B38		Unmapped
ICD10WHO:B38.0		Unmapped
ICD10WHO:B38.1		Unmapped
ICD10WHO:B38.2		Unmapped
ICD10WHO:B38.3		Unmapped
ICD10WHO:B38.4		Unmapped
ICD10WHO:B38.7		Unmapped
ICD10WHO:B38.8		Unmapped
ICD10WHO:B38.9		Unmapped
ICD10WHO:B39		Unmapped
ICD10WHO:B39.0		Unmapped
ICD10WHO:B39.1		Unmapped
ICD10WHO:B39.2		Unmapped
ICD10WHO:B39.3		Unmapped
ICD10WHO:B39.4		Unmapped
ICD10WHO:B39.5		Unmapped
ICD10WHO:B39.9		Unmapped
ICD10WHO:B40		Unmapped
ICD10WHO:B40.0		Unmapped
ICD10WHO:B40.1		Unmapped
ICD10WHO:B40.2		Unmapped
ICD10WHO:B40.3		Unmapped
ICD10WHO:B40.7		Unmapped
ICD10WHO:B40.8		Unmapped
ICD10WHO:B40.9		Unmapped
ICD10WHO:B41		Unmapped
ICD10WHO:B41.0		Unmapped
ICD10WHO:B41.7		Unmapped
ICD10WHO:B41.8		Unmapped
ICD10WHO:B41.9		Unmapped
ICD10WHO:B42		Unmapped
ICD10WHO:B42.0		Unmapped
ICD10WHO:B42.1		Unmapped
ICD10WHO:B42.7		Unmapped
ICD10WHO:B42.8		Unmapped
ICD10WHO:B42.9		Unmapped
ICD10WHO:B43		Unmapped
ICD10WHO:B43.0		Unmapped
ICD10WHO:B43.1		Unmapped
ICD10WHO:B43.2		Unmapped
ICD10WHO:B43.8		Unmapped
ICD10WHO:B43.9		Unmapped
ICD10WHO:B44		Unmapped
ICD10WHO:B44.0		Unmapped
ICD10WHO:B44.1		Unmapped
ICD10WHO:B44.2		Unmapped
ICD10WHO:B44.7		Unmapped
ICD10WHO:B44.8		Unmapped
ICD10WHO:B44.9		Unmapped
ICD10WHO:B45		Unmapped
ICD10WHO:B45.0		Unmapped
ICD10WHO:B45.1		Unmapped
ICD10WHO:B45.2		Unmapped
ICD10WHO:B45.3		Unmapped
ICD10WHO:B45.7		Unmapped
ICD10WHO:B45.8		Unmapped
ICD10WHO:B45.9		Unmapped
ICD10WHO:B46		Unmapped
ICD10WHO:B46.0		Unmapped
ICD10WHO:B46.1		Unmapped
ICD10WHO:B46.2		Unmapped
ICD10WHO:B46.3		Unmapped
ICD10WHO:B46.4		Unmapped
ICD10WHO:B46.5		Unmapped
ICD10WHO:B46.8		Unmapped
ICD10WHO:B46.9		Unmapped
ICD10WHO:B47		Unmapped
ICD10WHO:B47.0		Unmapped
ICD10WHO:B47.1		Unmapped
ICD10WHO:B47.9		Unmapped
ICD10WHO:B48		Unmapped
ICD10WHO:B48.0		Unmapped
ICD10WHO:B48.1		Unmapped
ICD10WHO:B48.2		Unmapped
ICD10WHO:B48.3		Unmapped
ICD10WHO:B48.4		Unmapped
ICD10WHO:B48.5		Unmapped
ICD10WHO:B48.7		Unmapped
ICD10WHO:B48.8		Unmapped
ICD10WHO:B49		Unmapped
ICD10WHO:B50		Unmapped
ICD10WHO:B50-B64		Unmapped
ICD10WHO:B50.0		Unmapped
ICD10WHO:B50.8		Unmapped
ICD10WHO:B50.9		Unmapped
ICD10WHO:B51		Unmapped
ICD10WHO:B51.0		Unmapped
ICD10WHO:B51.8		Unmapped
ICD10WHO:B51.9		Unmapped
ICD10WHO:B52		Unmapped
ICD10WHO:B52.0		Unmapped
ICD10WHO:B52.8		Unmapped
ICD10WHO:B52.9		Unmapped
ICD10WHO:B53		Unmapped
ICD10WHO:B53.0		Unmapped
ICD10WHO:B53.1		Unmapped
