mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym
MONDO:0007175	PR interval, variation in	OMIM:108980	pr interval, variation 1n	oio:hasExactSynonym	pr interval, variation 1n
MONDO:0007180	Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	OMIM:109120	axenfeld-rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	oio:hasExactSynonym	lange hauwere syndrome
MONDO:0007184	alopecia, androgenetic, 1	OMIM:109200	alopecia, androgenetic, 1	oio:hasExactSynonym	androgenetic alopecia
MONDO:0007190	leukemia, chronic lymphocytic, susceptibility to, 2	OMIM:109543	leukemia, chronic lymphocytic, susceptibility to, 2	oio:hasExactSynonym	disrupted 1n b-cell malignancy
MONDO:0007198	Ascher syndrome	OMIM:109900	blepharochalasis and double 51p	oio:hasExactSynonym	blepharochalasis and double 51p
MONDO:0007208	Boomerang dysplasia	OMIM:112310	boomerang dysplasia	oio:hasExactSynonym	BOOMD
MONDO:0007221	brachydactyly type C	OMIM:113100	brachydactyly, type c	oio:hasExactSynonym	BDC
MONDO:0007224	brachydactyly, type E, with atrial septal defect, type 2	OMIM:113301	brachydactyly, type e, with atrial septal defect, type 2	oio:hasExactSynonym	brachydactyly, type e, with atrial septal defect, type 2
MONDO:0007229	Brachymetatarsus 4	OMIM:113475	brachymetatarsus 4	oio:hasExactSynonym	brachymetatarsus 4
MONDO:0007240	progressive familial heart block, type 1A	OMIM:113900	progressive familial heart block, type 1a	oio:hasExactSynonym	bundle branch block
MONDO:0007240	progressive familial heart block, type 1A	OMIM:113900	progressive familial heart block, type 1a	oio:hasExactSynonym	pfhbia
MONDO:0007240	progressive familial heart block, type 1A	OMIM:113900	progressive familial heart block, type 1a	oio:hasExactSynonym	progressive familial heart block, type 1a
MONDO:0007244	Caffey disease	OMIM:114000	caffey disease	oio:hasExactSynonym	CAFYD
MONDO:0007253	cancer, familial, with in vitro Radioresistance	OMIM:114450	cancer, familial, with 1n vitro radioresistance	oio:hasExactSynonym	cancer, familial, with 1n vitro radioresistance
MONDO:0007269	dilated cardiomyopathy 1A	OMIM:115200	cardiomyopathy, dilated, 1a	oio:hasExactSynonym	CMD1A
MONDO:0007273	paragangliomas 4	OMIM:115310	pheochromocytoma/paraganglioma syndrome 4	oio:hasExactSynonym	PPGL4
MONDO:0007273	paragangliomas 4	OMIM:115310	pheochromocytoma/paraganglioma syndrome 4	oio:hasExactSynonym	pheochromocytoma/paraganglioma syndrome 4
MONDO:0007294	central core myopathy	OMIM:117000	congenital myopathy 1a, autosomal dominant, with susceptibility to malignant hyperthermia	oio:hasExactSynonym	CMYO1A
MONDO:0007294	central core myopathy	OMIM:117000	congenital myopathy 1a, autosomal dominant, with susceptibility to malignant hyperthermia	oio:hasExactSynonym	congenital myopathy 1a, autosomal dominant, with susceptibility to malignant hyperthermia
MONDO:0007307	Charcot-Marie-Tooth disease type 1B	OMIM:118200	charcot-marie-tooth disease, demyelinating, type 1b	oio:hasExactSynonym	peroneal muscular atrophy
MONDO:0007319	chondrocalcinosis 2	OMIM:118600	chondrocalcinosis 2	oio:hasExactSynonym	calcium pyrophosphate dihydrate deposition disease 2
MONDO:0007333	van der Woude syndrome 1	OMIM:119300	van der woude syndrome 1	oio:hasExactSynonym	cleft 51p and/or palate with mucous cysts of lower 51p
MONDO:0007335	orofacial cleft 1	OMIM:119530	orofacial cleft 1	oio:hasExactSynonym	cleft 51p with or without cleft palate, nonsyndromic, 1
MONDO:0007340	cleidocranial dysplasia 1	OMIM:119600	cleidocranial dysplasia 1	oio:hasExactSynonym	CLCD1
MONDO:0007340	cleidocranial dysplasia 1	OMIM:119600	cleidocranial dysplasia 1	oio:hasExactSynonym	cleidocranial dysplasia 1
MONDO:0007343	isolated congenital digital clubbing	OMIM:119900	digital clubbing, isolated congenital	oio:hasExactSynonym	DIGC
MONDO:0007350	coloboma, ocular, autosomal dominant	OMIM:120200	microphthalmia/coloboma 12	oio:hasExactSynonym	MCOPCB12
MONDO:0007350	coloboma, ocular, autosomal dominant	OMIM:120200	microphthalmia/coloboma 12	oio:hasExactSynonym	microphthalmia/coloboma 12
MONDO:0007354	coloboma of optic nerve	OMIM:120430	coloboma of optic nerve	oio:hasExactSynonym	coloboma of optic nerve
MONDO:0007355	uveal coloboma-cleft lip and palate-intellectual disability	OMIM:120433	coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development	oio:hasExactSynonym	coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development
MONDO:0007356	Lynch syndrome 1	OMIM:120435	lynch syndrome 1	oio:hasExactSynonym	LYNCH1
MONDO:0007356	Lynch syndrome 1	OMIM:120435	lynch syndrome 1	oio:hasExactSynonym	lynch syndrome i, formerly
MONDO:0007356	Lynch syndrome 1	OMIM:120435	lynch syndrome 1	oio:hasExactSynonym	lynch syndrome ii, formerly
MONDO:0007359	commissural lip pits	OMIM:120500	commissural 51p pits	oio:hasExactSynonym	commissural 51p pits
MONDO:0007360	branchiootic syndrome 2	OMIM:120502	branchiootic syndrome 2	oio:hasExactSynonym	BOS2
MONDO:0007387	Cornelia de Lange syndrome 1	OMIM:122470	cornelia lange lange syndrome 1	oio:hasExactSynonym	cornelia lange lange syndrome 1
MONDO:0007387	Cornelia de Lange syndrome 1	OMIM:122470	cornelia lange lange syndrome 1	oio:hasExactSynonym	lange lange syndrome
MONDO:0007389	spondylocostal dysostosis 5	OMIM:122600	spondylocostal dysostosis 5	oio:hasExactSynonym	tacs
MONDO:0007410	isolated cryptophthalmia	OMIM:123570	cryptophthalmos, unilateral or bilateral, isolated	oio:hasExactSynonym	CRYPTOP
MONDO:0007431	dens in dente and palatal invaginations	OMIM:125300	dens 1n dente and palatal invaginations	oio:hasExactSynonym	dens 1n dente and palatal invaginations
MONDO:0007434	primary failure of tooth eruption	OMIM:125350	failure of tooth eruption, primary	oio:hasExactSynonym	primary failure of tooth eruption, nonsyndromic
MONDO:0007447	autosomal dominant vibratory urticaria	OMIM:125630	vibratory urticaria	oio:hasExactSynonym	vibratory urticaria
MONDO:0007451	diabetes insipidus, nephrogenic, autosomal	OMIM:125800	diabetes insipidus, nephrogenic, 2, autosomal	oio:hasExactSynonym	NDI2
MONDO:0007451	diabetes insipidus, nephrogenic, autosomal	OMIM:125800	diabetes insipidus, nephrogenic, 2, autosomal	oio:hasExactSynonym	diabetes insipidus, nephrogenic, 2, autosomal
MONDO:0007454	type 1 diabetes mellitus 2	OMIM:125852	type 1 diabetes mellitus 2	oio:hasExactSynonym	T1D2
MONDO:0007454	type 1 diabetes mellitus 2	OMIM:125852	type 1 diabetes mellitus 2	oio:hasExactSynonym	type 1 diabetes mellitus 2
MONDO:0007460	discrimination, Two-point, reduction 1N	OMIM:126180	discrimination, two-point, reduction 1n	oio:hasExactSynonym	discrimination, two-point, reduction 1n
MONDO:0007466	DNA, satellite, 3	OMIM:126370	dna, satellite, 3	oio:hasExactSynonym	dna, satellite, 3
MONDO:0007470	calvarial doughnut lesions-bone fragility syndrome	OMIM:126550	calvarial doughnut lesions with bone fragility	oio:hasExactSynonym	CDL
MONDO:0007470	calvarial doughnut lesions-bone fragility syndrome	OMIM:126550	calvarial doughnut lesions with bone fragility	oio:hasExactSynonym	calvarial doughnut lesions with bone fragility
MONDO:0007475	duodenal ulcer, hyperpepsinogenemic 1	OMIM:126850	duodenal ulcer, hyperpepsinogenemic 1	oio:hasExactSynonym	duodenal ulcer, hyperpepsinogenemic 1
MONDO:0007507	absence of fingerprints-congenital milia syndrome	OMIM:129200	basan syndrome	oio:hasExactSynonym	ectodermal dysplasia, absent dermatoglyphic pattern, changes 1n nails, and simian crease
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	OMIM:131760	epidermolysis bullosa simplex 1a, generalized severe	oio:hasExactSynonym	EBS1A
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	OMIM:131760	epidermolysis bullosa simplex 1a, generalized severe	oio:hasExactSynonym	epidermolysis bullosa simplex 1a, dowling-meara type
MONDO:0007551	epidermolysis bullosa simplex 1C, localized	OMIM:131800	epidermolysis bullosa simplex 1c, localized	oio:hasExactSynonym	EBS1C
MONDO:0007551	epidermolysis bullosa simplex 1C, localized	OMIM:131800	epidermolysis bullosa simplex 1c, localized	oio:hasExactSynonym	epidermolysis bullosa simplex 1c, weber-cockayne type
MONDO:0007554	epidermolysis bullosa simplex 1B, generalized intermediate	OMIM:131900	epidermolysis bullosa simplex 1b, generalized intermediate	oio:hasExactSynonym	EBS1B
MONDO:0007554	epidermolysis bullosa simplex 1B, generalized intermediate	OMIM:131900	epidermolysis bullosa simplex 1b, generalized intermediate	oio:hasExactSynonym	epidermolysis bullosa simplex 1b, koebner type
MONDO:0007555	pidermolysis bullosa simplex 5A, Ogna type	OMIM:131950	epidermolysis bullosa simplex 5a, ogna type	oio:hasExactSynonym	EBS5A
MONDO:0007556	epidermolysis bullosa simplex 2F, with mottled pigmentation	OMIM:131960	epidermolysis bullosa simplex 2f, with mottled pigmentation	oio:hasExactSynonym	EBS2F
MONDO:0007573	erythroleukemia, familial, susceptibility to	OMIM:133180	erythroleukemia, familial, susceptibility to	oio:hasExactSynonym	FERLK
MONDO:0007585	exostoses, multiple, type 1	OMIM:133700	exostoses, multiple, type 1	oio:hasExactSynonym	EXT1
MONDO:0007594	factor 5 excess with spontaneous thrombosis	OMIM:134400	factor 5 excess with spontaneous thrombosis	oio:hasExactSynonym	factor 5 excess with spontaneous thrombosis
MONDO:0007599	factor 9 and Factor XI, combined deficiency of	OMIM:134540	factor 9 and factor xi, combined deficiency of	oio:hasExactSynonym	factor 9 and factor xi, combined deficiency of
MONDO:0007608	desmoid tumor	OMIM:135290	desmoid disease, hereditary	oio:hasExactSynonym	DESMD
MONDO:0007610	gingival fibromatosis-hypertrichosis syndrome	OMIM:135400	hypertrichosis, congenital generalized, 3, with or without gingival hyperplasia	oio:hasExactSynonym	hypertrichosis, congenital generalized, 3, with or without gingival hyperplasia
MONDO:0007634	intellectual disability, FRA12A type	OMIM:136630	intellectual developmental disorder, fra12a type	oio:hasExactSynonym	intellectual developmental disorder, fra12a type
MONDO:0007643	gamma-A-globulin, defect in assembly of	OMIM:137050	gamma-a-globulin, defect 1n assembly of	oio:hasExactSynonym	gamma-a-globulin, defect 1n assembly of
MONDO:0007643	gamma-A-globulin, defect in assembly of	OMIM:137050	gamma-a-globulin, defect 1n assembly of	oio:hasExactSynonym	iga, defect 1n assembly of
MONDO:0007643	gamma-A-globulin, defect in assembly of	OMIM:137050	gamma-a-globulin, defect 1n assembly of	oio:hasExactSynonym	immunoglobulin a, defect 1n assembly of
MONDO:0007656	Gerstmann-Straussler-Scheinker syndrome	OMIM:137440	gerstmann-straussler disease	oio:hasExactSynonym	cerebellar ataxia, progressive dementia, and amyloid deposits 1n cns
MONDO:0007660	familial ossifying fibroma	OMIM:137575	gigantiform cementoma, familial	oio:hasExactSynonym	FGC
MONDO:0007661	Tourette syndrome	OMIM:137580	gilles lange 50a tourette syndrome	oio:hasExactSynonym	gilles lange 50a tourette syndrome
MONDO:0007669	renal cysts and diabetes syndrome	OMIM:137920	renal cysts and diabetes syndrome	oio:hasExactSynonym	tubulointerstitial kidney disease, autosomal dominant, 3
MONDO:0007700	hawkinsinuria	OMIM:140350	hawkinsinuria	oio:hasExactSynonym	HWKS
MONDO:0007701	progressive familial heart block type II	OMIM:140400	progressive familial heart block, type 2	oio:hasExactSynonym	progressive familial heart block, type 2
MONDO:0007709	hematuria, benign familial, 1	OMIM:141200	hematuria, benign familial, 1	oio:hasExactSynonym	BFH1
MONDO:0007709	hematuria, benign familial, 1	OMIM:141200	hematuria, benign familial, 1	oio:hasExactSynonym	hematuria, benign familial, 1
MONDO:0007716	alpha thalassemia-intellectual disability syndrome type 1	OMIM:141750	alpha-thalassemia/impaired intellectual development syndrome, deletion type	oio:hasExactSynonym	alpha-thalassemia/impaired intellectual development syndrome, deletion type
MONDO:0007717	hemoglobin--variants for which the chain carrying the mutation 1S unknown or uncertain	OMIM:142309	hemoglobin--variants for which the chain carrying the mutation 1s unknown or uncertain	oio:hasExactSynonym	hemoglobin--variants for which the chain carrying the mutation 1s unknown or uncertain
MONDO:0007719	diaphragmatic hernia 1	OMIM:142340	diaphragmatic hernia, congenital	oio:hasExactSynonym	dih
MONDO:0007724	hirsutism-skeletal dysplasia-intellectual disability syndrome	OMIM:142625	hirsutism, skeletal dysplasia, and impaired intellectual development	oio:hasExactSynonym	hirsutism, skeletal dysplasia, and impaired intellectual development
MONDO:0007726	hip dysplasia, Beukes type	OMIM:142669	beukes hip dysplasia	oio:hasExactSynonym	HDB
MONDO:0007747	isolated hyperchlorhidrosis	OMIM:143860	hyperchlorhidrosis, isolated	oio:hasExactSynonym	HYCHL
MONDO:0007751	hypercholesterolemia, autosomal dominant, type B	OMIM:144010	hypercholesterolemia, familial, 2	oio:hasExactSynonym	FHCL2
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	OMIM:144200	palmoplantar keratoderma, epidermolytic, 1	oio:hasExactSynonym	EPPK1
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	OMIM:144200	palmoplantar keratoderma, epidermolytic, 1	oio:hasExactSynonym	palmoplantar keratoderma, epidermolytic, 1
MONDO:0007759	hyperlipidemia, familial combined, LPL related	OMIM:144250	hyperlipidemia, familial combined, 3	oio:hasExactSynonym	FCHL3
MONDO:0007759	hyperlipidemia, familial combined, LPL related	OMIM:144250	hyperlipidemia, familial combined, 3	oio:hasExactSynonym	hyperlipidemia, familial combined, 3
MONDO:0007772	pseudohypoaldosteronism type 2A	OMIM:145260	pseudohypoaldosteronism, type 2a	oio:hasExactSynonym	pseudohypoaldosteronism, type 2a
MONDO:0007777	hypotaurinemic retinal degeneration and cardiomyopathy	OMIM:145350	hypotaurinemic retinal degeneration and cardiomyopathy	oio:hasExactSynonym	HTRDC
MONDO:0007785	hyperthyroxinemia, dystransthyretinemic	OMIM:145680	hyperthyroxinemia, dystransthyretinemic	oio:hasExactSynonym	dystransthyretinemic euthyroidal hyperthyroxinemia
MONDO:0007788	hypertriglyceridemia 1	OMIM:145750	hypertriglyceridemia 1	oio:hasExactSynonym	HYTG1
MONDO:0007788	hypertriglyceridemia 1	OMIM:145750	hypertriglyceridemia 1	oio:hasExactSynonym	hypertriglyceridemia 1
MONDO:0007791	familial hypocalciuric hypercalcemia 1	OMIM:145980	hypocalciuric hypercalcemia, familial, type 1	oio:hasExactSynonym	hhc
MONDO:0007796	hypoparathyroidism, familial isolated 1	OMIM:146200	hypoparathyroidism, familial isolated, 1	oio:hasExactSynonym	hypoparathyroidism, familial isolated, 1
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	OMIM:146255	hypoparathyroidism, sensorineural deafness, and renal dysplasia syndrome	oio:hasExactSynonym	HDRS
MONDO:0007800	chromosome 18p deletion syndrome	OMIM:146390	chromosome 18p deletion syndrome	oio:hasExactSynonym	18p- syndrome
MONDO:0007809	ichthyosis histrix, Lambert type	OMIM:146600	ichthyosis hystrix, lambert type	oio:hasExactSynonym	IHL
MONDO:0007809	ichthyosis histrix, Lambert type	OMIM:146600	ichthyosis hystrix, lambert type	oio:hasExactSynonym	ichthyosis hystrix, lambert type
MONDO:0007812	ichthyosis, lamellar, autosomal dominant	OMIM:146750	ichthyosis, lamellar, autosomal dominant	oio:hasExactSynonym	ADLI
MONDO:0007817	IgE responsiveness, atopic	OMIM:147050	ige responsiveness, atopic	oio:hasExactSynonym	immunoglobulin e, basic level of, 1n serum
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	OMIM:147060	hyper-ige syndrome 1, autosomal dominant, with recurrent infections	oio:hasExactSynonym	HIES1
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	OMIM:147060	hyper-ige syndrome 1, autosomal dominant, with recurrent infections	oio:hasExactSynonym	hyper-ige recurrent infection syndrome 1, autosomal dominant
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	OMIM:147060	hyper-ige syndrome 1, autosomal dominant, with recurrent infections	oio:hasExactSynonym	hyper-ige syndrome 1, autosomal dominant, with recurrent infections
MONDO:0007836	IVIC syndrome	OMIM:147750	ivic syndrome	oio:hasExactSynonym	IVIC
MONDO:0007841	coxopodopatellar syndrome	OMIM:147891	ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension	oio:hasExactSynonym	patella aplasia, coxa vara, and tarsal synostosis
MONDO:0007847	keloid formation	OMIM:148100	keloid formation	oio:hasExactSynonym	KLDF
MONDO:0007850	autosomal dominant keratitis-ichthyosis-hearing loss syndrome	OMIM:148210	keratitis-ichthyosis-deafness syndrome, autosomal dominant	oio:hasExactSynonym	KIDAD
MONDO:0007850	autosomal dominant keratitis-ichthyosis-hearing loss syndrome	OMIM:148210	keratitis-ichthyosis-deafness syndrome, autosomal dominant	oio:hasExactSynonym	kid
MONDO:0007866	Bart-Pumphrey syndrome	OMIM:149200	bart-pumphrey syndrome	oio:hasExactSynonym	BAPS
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	OMIM:150550	periodic fever, immunodeficiency, and thrombocytopenia syndrome	oio:hasExactSynonym	PFITS
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	OMIM:150550	periodic fever, immunodeficiency, and thrombocytopenia syndrome	oio:hasExactSynonym	periodic fever, immunodeficiency, and thrombocytopenia syndrome
MONDO:0007901	levator-medial rectus synkinesis	OMIM:151610	oculomotor-levator synkinesis	oio:hasExactSynonym	OCLEVS
MONDO:0007905	lip, hamartomatous	OMIM:151640	lip, hamartomatous	oio:hasExactSynonym	enlargement of lower 51p
MONDO:0007906	familial partial lipodystrophy, Dunnigan type	OMIM:151660	lipodystrophy, familial partial, type 2	oio:hasExactSynonym	lipoatrophic diabetes
MONDO:0007908	multiple symmetric lipomatosis	OMIM:151800	lipomatosis, multiple symmetric, with or without axonal peripheral neuropathy	oio:hasExactSynonym	lipomatosis, multiple symmetric, with or without axonal peripheral neuropathy
MONDO:0007909	familial multiple lipomatosis	OMIM:151900	lipomatosis, familial multiple	oio:hasExactSynonym	FML
MONDO:0007913	low density lipoprotein, variation in molecular weight of	OMIM:152450	low density lipoprotein, variation 1n molecular weight of	oio:hasExactSynonym	low density lipoprotein, variation 1n molecular weight of
MONDO:0007918	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	OMIM:152950	microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development	oio:hasExactSynonym	microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development
MONDO:0007919	lymphatic malformation 1	OMIM:153100	lymphatic malformation 1	oio:hasExactSynonym	LMPHM1
MONDO:0007919	lymphatic malformation 1	OMIM:153100	lymphatic malformation 1	oio:hasExactSynonym	lymphatic malformation 1
MONDO:0007919	lymphatic malformation 1	OMIM:153100	lymphatic malformation 1	oio:hasExactSynonym	lymphedema, hereditary, ia, formerly
MONDO:0007919	lymphatic malformation 1	OMIM:153100	lymphatic malformation 1	oio:hasExactSynonym	lymphedema, hereditary, type i, formerly
MONDO:0007920	lymphatic malformation 5	OMIM:153200	lymphatic malformation 5	oio:hasExactSynonym	LMPHM5
MONDO:0007920	lymphatic malformation 5	OMIM:153200	lymphatic malformation 5	oio:hasExactSynonym	lymphatic malformation 5
MONDO:0007920	lymphatic malformation 5	OMIM:153200	lymphatic malformation 5	oio:hasExactSynonym	lymphedema, hereditary, ii, formerly
MONDO:0007922	lymphedema-distichiasis syndrome	OMIM:153400	lymphedema-distichiasis syndrome	oio:hasExactSynonym	LPHDST
MONDO:0007934	benign concentric annular macular dystrophy	OMIM:153870	retinitis pigmentosa 91	oio:hasExactSynonym	RP91
MONDO:0007934	benign concentric annular macular dystrophy	OMIM:153870	retinitis pigmentosa 91	oio:hasExactSynonym	macular dystrophy, benign concentric annular, formerly
MONDO:0007934	benign concentric annular macular dystrophy	OMIM:153870	retinitis pigmentosa 91	oio:hasExactSynonym	macular dystrophy, concentric annular, formerly
MONDO:0007956	Pai syndrome	OMIM:155145	cleft, median, of upper 51p with polyps of facial skin and nasal mucosa	oio:hasExactSynonym	cleft, median, of upper 51p with polyps of facial skin and nasal mucosa
MONDO:0007959	medulloblastoma	OMIM:155255	medulloblastoma	oio:hasExactSynonym	medulloblastoma predisposition syndrome
MONDO:0007974	intellectual disability, autosomal dominant 1	OMIM:156200	intellectual developmental disorder, autosomal dominant 1	oio:hasExactSynonym	intellectual developmental disorder, autosomal dominant 1
MONDO:0007982	metaphyseal chondrodysplasia, Jansen type	OMIM:156400	metaphyseal chondrodysplasia, jansen type	oio:hasExactSynonym	MCDJ
MONDO:0007985	metatarsus varus, type 1	OMIM:156520	metatarsus varus, type 1	oio:hasExactSynonym	metatarsus varus, type 1
MONDO:0007986	metatropic dysplasia	OMIM:156530	metatropic dysplasia	oio:hasExactSynonym	MTD
MONDO:0008013	chromosome 9p deletion syndrome	OMIM:158170	chromosome 9p deletion syndrome	oio:hasExactSynonym	chromosome 9p deletion syndrome
MONDO:0008021	Cowden syndrome 1	OMIM:158350	cowden syndrome 1	oio:hasExactSynonym	bannayan-riley-ruvalcaba syndrome
MONDO:0008021	Cowden syndrome 1	OMIM:158350	cowden syndrome 1	oio:hasExactSynonym	bannayan-zonana syndrome
MONDO:0008021	Cowden syndrome 1	OMIM:158350	cowden syndrome 1	oio:hasExactSynonym	macrocephaly, multiple lipomas, and hemangiomata
