subject_id	object_id	subject_label	object_label	in_icd10cm
MONDO:0001621	MONDO:0019633	tick-borne relapsing fever	relapsing fever	SUPPORTED
MONDO:0001622	MONDO:0001604	mechanical lagophthalmos	lagophthalmos	SUPPORTED
MONDO:0001623	MONDO:0001604	cicatricial lagophthalmos	lagophthalmos	SUPPORTED
MONDO:0001628	MONDO:0004678	tinea unguium	dermatophytosis	SUPPORTED
MONDO:0001648	MONDO:0002026	esophageal candidiasis	candidiasis	SUPPORTED
MONDO:0001665	MONDO:0018077	oculoglandular tularemia	tularemia	SUPPORTED
MONDO:0001688	MONDO:0005885	toxic optic neuropathy	optic neuritis	SUPPORTED
MONDO:0001699	MONDO:0004678	tinea manuum	dermatophytosis	SUPPORTED
MONDO:0001873	MONDO:0002098	geniculate ganglionitis	facial nerve disorder	SUPPORTED
MONDO:0001885	MONDO:0001592	lateral cystocele	prolapse of female genital organ	SUPPORTED
MONDO:0001886	MONDO:0001592	midline cystocele	prolapse of female genital organ	SUPPORTED
MONDO:0001896	MONDO:0001150	obstructive hydrocephalus	hydrocephalus	SUPPORTED
MONDO:0001916	MONDO:0018077	gastrointestinal tularemia	tularemia	SUPPORTED
MONDO:0001923	MONDO:0019118	vitreoretinal dystrophy	inherited retinal dystrophy	SUPPORTED
MONDO:0001924	MONDO:0019118	dystrophies primarily involving the retinal pigment epithelium	inherited retinal dystrophy	SUPPORTED
MONDO:0002008	MONDO:0002467	labyrinthitis	inner ear disorder	SUPPORTED
MONDO:0002041	MONDO:0005550	fungal infectious disease	infectious disease	SUPPORTED
MONDO:0002045	MONDO:0001150	communicating hydrocephalus	hydrocephalus	SUPPORTED
MONDO:0002050	MONDO:0005371	depressive disorder	mood disorder	SUPPORTED
MONDO:0002172	MONDO:0004866	otosalpingitis	eustachian tube disorder	SUPPORTED
MONDO:0002202	MONDO:0002203	outlet dysfunction constipation	constipation disorder	SUPPORTED
MONDO:0002275	MONDO:0005311	generalized atherosclerosis	atherosclerosis	SUPPORTED
MONDO:0002279	MONDO:0000226	iron metabolism disease	mineral metabolism disease	SUPPORTED
MONDO:0002313	MONDO:0002314	vernal conjunctivitis	chronic conjunctivitis	SUPPORTED
MONDO:0002319	MONDO:0000226	phosphorus metabolism disease	mineral metabolism disease	SUPPORTED
MONDO:0002332	MONDO:0005570	splenic disorder	hematologic disorder	SUPPORTED
MONDO:0002333	MONDO:0002332	splenic abscess	splenic disorder	SUPPORTED
MONDO:0002413	MONDO:0002412	glycogen storage disease I	disorder of glycogen metabolism	SUPPORTED
MONDO:0002467	MONDO:0002409	inner ear disorder	auditory system disorder	SUPPORTED
MONDO:0002776	MONDO:0002409	external ear disorder	auditory system disorder	SUPPORTED
MONDO:0003276	MONDO:0002409	middle ear disorder	auditory system disorder	SUPPORTED
MONDO:0003472	MONDO:0002875	lice infestation	parasitic ectoparasitic infectious disease	SUPPORTED
MONDO:0003522	MONDO:0040674	male orgasm disorder	orgasm disorder	SUPPORTED
MONDO:0004192	MONDO:0006295	urethra cancer	malignant urinary system neoplasm	SUPPORTED
MONDO:0004258	MONDO:0040674	female orgasmic disorder	orgasm disorder	SUPPORTED
MONDO:0004572	MONDO:0005371	cyclothymic disorder	mood disorder	SUPPORTED
MONDO:0004577	MONDO:0003085	corneal ulcer	keratitis	SUPPORTED
MONDO:0004607	MONDO:0004608	vallecula cancer	oropharynx cancer	SUPPORTED
MONDO:0004617	MONDO:0003406	recurrent hypersomnia	sleep-wake disorder	SUPPORTED
MONDO:0004637	MONDO:0005806	aryepiglottic fold cancer	hypopharynx cancer	SUPPORTED
MONDO:0004642	MONDO:0006998	tonsillar pillar cancer	tonsil cancer	SUPPORTED
MONDO:0004668	MONDO:0004664	fascioliasis	helminthiasis	SUPPORTED
MONDO:0004672	MONDO:0004664	fasciolopsiasis	helminthiasis	SUPPORTED
MONDO:0004690	MONDO:0006998	tonsillar fossa cancer	tonsil cancer	SUPPORTED
MONDO:0004694	MONDO:0005154	hepatopulmonary syndrome	liver disorder	SUPPORTED
MONDO:0004701	MONDO:0005079	uterine polyp	polyp	SUPPORTED
MONDO:0004712	MONDO:0004609	herpes simplex dermatitis	herpes simplex infectious disease	SUPPORTED
MONDO:0004768	MONDO:0003085	keratoconjunctivitis	keratitis	SUPPORTED
MONDO:0004779	MONDO:0003150	epididymitis	male reproductive system disorder	SUPPORTED
MONDO:0004781	MONDO:0005068	acute myocardial infarction	myocardial infarction	SUPPORTED
MONDO:0004795	MONDO:0002776	otitis externa	external ear disorder	SUPPORTED
MONDO:0004828	MONDO:0024647	lower urinary tract calculus	urolithiasis	SUPPORTED
MONDO:0004858	MONDO:0005281	occlusion of gallbladder	gallbladder disorder	SUPPORTED
MONDO:0004859	MONDO:0005281	hydrops of gallbladder	gallbladder disorder	SUPPORTED
MONDO:0004866	MONDO:0003276	eustachian tube disorder	middle ear disorder	SUPPORTED
MONDO:0004940	MONDO:0000922	acute female pelvic peritonitis	pelvic inflammatory disease	SUPPORTED
MONDO:0004976	MONDO:0020128	amyotrophic lateral sclerosis	motor neuron disorder	SUPPORTED
MONDO:0004985	MONDO:0005371	bipolar disorder	mood disorder	SUPPORTED
MONDO:0005125	MONDO:0005124	borderline leprosy	leprosy	SUPPORTED
MONDO:0005126	MONDO:0005124	tuberculoid leprosy	leprosy	SUPPORTED
MONDO:0005127	MONDO:0005124	lepromatous leprosy	leprosy	SUPPORTED
MONDO:0005136	MONDO:0002428	malaria	protozoa infectious disease	SUPPORTED
MONDO:0005165	MONDO:0005070	benign neoplasm	neoplasm	SUPPORTED
MONDO:0005296	MONDO:0003406	sleep apnea syndrome	sleep-wake disorder	SUPPORTED
MONDO:0005372	MONDO:0003150	male infertility	male reproductive system disorder	SUPPORTED
MONDO:0005391	MONDO:0005071	restless legs syndrome	nervous system disorder	SUPPORTED
MONDO:0005445	MONDO:0011989	visceral leishmaniasis	leishmaniasis	SUPPORTED
MONDO:0005446	MONDO:0011989	cutaneous leishmaniasis	leishmaniasis	SUPPORTED
MONDO:0005518	MONDO:0024665	pseudohermaphroditism	indeterminate sex and/or pseudohermaphroditism	SUPPORTED
MONDO:0005527	MONDO:0005071	toxic encephalopathy	nervous system disorder	SUPPORTED
MONDO:0005620	MONDO:0011057	cerebral amyloid angiopathy	cerebrovascular disorder	SUPPORTED
MONDO:0005661	MONDO:0002428	babesiosis	protozoa infectious disease	SUPPORTED
MONDO:0005665	MONDO:0002098	Bell's palsy	facial nerve disorder	SUPPORTED
MONDO:0005705	MONDO:0004664	clonorchiasis	helminthiasis	SUPPORTED
MONDO:0005776	MONDO:0004664	gnathomiasis	helminthiasis	SUPPORTED
MONDO:0005802	MONDO:0004664	hymenolepiasis	helminthiasis	SUPPORTED
MONDO:0005838	MONDO:0016075	mansonelliasis	filariasis	SUPPORTED
MONDO:0005859	MONDO:0011989	mucocutaneous leishmaniasis	leishmaniasis	SUPPORTED
MONDO:0005870	MONDO:0004664	necatoriasis	helminthiasis	SUPPORTED
MONDO:0005884	MONDO:0004664	opisthorchiasis	helminthiasis	SUPPORTED
MONDO:0005895	MONDO:0004664	paragonimiasis	helminthiasis	SUPPORTED
MONDO:0005905	MONDO:0003406	periodic limb movement disorder	sleep-wake disorder	SUPPORTED
MONDO:0005937	MONDO:0003406	REM sleep behavior disorder	sleep-wake disorder	SUPPORTED
MONDO:0005956	MONDO:0019095	septicemic plague	plague	SUPPORTED
MONDO:0005966	MONDO:0002516	spleen cancer	digestive system cancer	SUPPORTED
MONDO:0005968	MONDO:0002041	sporotrichosis	fungal infectious disease	SUPPORTED
MONDO:0005984	MONDO:0004678	tinea pedis	dermatophytosis	SUPPORTED
MONDO:0005993	MONDO:0002154	Trichomonas vaginitis urogenital infection	trichomoniasis	SUPPORTED
MONDO:0005993	MONDO:0021681	Trichomonas vaginitis urogenital infection	sexually transmitted disease	SUPPORTED
MONDO:0006337	MONDO:0005133	ovarian endometriosis	endometriosis	SUPPORTED
MONDO:0006497	MONDO:0006496	cerebral palsy	palsy	SUPPORTED
MONDO:0006526	MONDO:0005492	allergic urticaria	urticaria	SUPPORTED
MONDO:0006532	MONDO:0002776	cholesteatoma of external ear	external ear disorder	SUPPORTED
MONDO:0006533	MONDO:0003276	cholesteatoma of middle ear	middle ear disorder	SUPPORTED
MONDO:0006731	MONDO:0005071	drug-induced akathisia	nervous system disorder	SUPPORTED
MONDO:0006755	MONDO:0003240	euthyroid sick syndrome	thyroid gland disorder	SUPPORTED
MONDO:0006790	MONDO:0002220	hypercementosis	tooth hard tissue disease	SUPPORTED
MONDO:0006795	MONDO:0002332	hypersplenism	splenic disorder	SUPPORTED
MONDO:0006977	MONDO:0003150	spermatocele	male reproductive system disorder	SUPPORTED
MONDO:0006978	MONDO:0002332	splenic infarction	splenic disorder	SUPPORTED
MONDO:0007147	MONDO:0005296	obstructive sleep apnea syndrome	sleep apnea syndrome	SUPPORTED
MONDO:0007345	MONDO:0021147	aorta coarctation	disorder of development or morphogenesis	SUPPORTED
MONDO:0007416	MONDO:0001085	Balkan nephropathy	interstitial nephritis	SUPPORTED
MONDO:0008219	MONDO:0006594	pemphigus vulgaris	pemphigus	SUPPORTED
MONDO:0008627	MONDO:0006295	ureter cancer	malignant urinary system neoplasm	SUPPORTED
MONDO:0010006	MONDO:0017720	Sandhoff disease	GM2 gangliosidosis	SUPPORTED
MONDO:0010100	MONDO:0017720	Tay-Sachs disease	GM2 gangliosidosis	SUPPORTED
MONDO:0011399	MONDO:0000984	alpha thalassemia	thalassemia	SUPPORTED
MONDO:0011989	MONDO:0002428	leishmaniasis	protozoa infectious disease	SUPPORTED
MONDO:0015243	MONDO:0005657	allergic bronchopulmonary aspergillosis	aspergillosis	SUPPORTED
MONDO:0015850	MONDO:0021147	transverse vaginal septum	disorder of development or morphogenesis	SUPPORTED
MONDO:0016044	MONDO:0021147	cleft lip/palate	disorder of development or morphogenesis	SUPPORTED
MONDO:0016075	MONDO:0004664	filariasis	helminthiasis	SUPPORTED
MONDO:0016349	MONDO:0021147	congenital hydrocephalus	disorder of development or morphogenesis	SUPPORTED
MONDO:0016383	MONDO:0001343	nephrogenic diabetes insipidus	impaired renal function disease	SUPPORTED
MONDO:0016566	MONDO:0016075	loiasis	filariasis	SUPPORTED
MONDO:0016823	MONDO:0005550	mycetoma	infectious disease	SUPPORTED
MONDO:0017319	MONDO:0003664	hereditary elliptocytosis	hemolytic anemia	SUPPORTED
MONDO:0017497	MONDO:0017442	congenital absence of thigh and lower leg with foot present, bilateral	congenital absence of thigh and lower leg with foot present	SUPPORTED
MONDO:0017499	MONDO:0017443	congenital absence of both forearm and hand, bilateral	congenital absence of both forearm and hand	SUPPORTED
MONDO:0017501	MONDO:0017444	congenital absence of both lower leg and foot, bilateral	congenital absence of both lower leg and foot	SUPPORTED
MONDO:0018056	MONDO:0006572	bullous lichen planus	lichen planus	SUPPORTED
MONDO:0019137	MONDO:0024361	non-24-hour sleep-wake syndrome	circadian rhythm sleep disorder	SUPPORTED
MONDO:0019323	MONDO:0006594	pemphigus erythematosus	pemphigus	SUPPORTED
MONDO:0019790	MONDO:0005071	neuroleptic malignant syndrome	nervous system disorder	SUPPORTED
MONDO:0020398	MONDO:0019817	congenital mitral stenosis	congenital mitral valve insufficiency and/or stenosis	SUPPORTED
MONDO:0020528	MONDO:0018912	ACTH-dependent Cushing syndrome	Cushing syndrome	SUPPORTED
MONDO:0021187	MONDO:0005066	hyperlipidemia	metabolic disease	SUPPORTED
MONDO:0021394	MONDO:0005079	polyp of vagina	polyp	SUPPORTED
MONDO:0021396	MONDO:0005079	polyp of vulva	polyp	SUPPORTED
MONDO:0021496	MONDO:0005165	benign neoplasm of lip	benign neoplasm	SUPPORTED
MONDO:0021520	MONDO:0005165	benign neoplasm of floor of mouth	benign neoplasm	SUPPORTED
MONDO:0021644	MONDO:0001221	esophageal varices without bleeding	esophageal varices	SUPPORTED
MONDO:0021645	MONDO:0001221	esophageal varices with bleeding	esophageal varices	SUPPORTED
MONDO:0021681	MONDO:0005550	sexually transmitted disease	infectious disease	SUPPORTED
MONDO:0022171	MONDO:0024467	chromhidrosis	apocrine sweat gland disorder	SUPPORTED
MONDO:0022697	MONDO:0006497	athetoid cerebral palsy	cerebral palsy	SUPPORTED
MONDO:0023297	MONDO:0005083	guttate psoriasis	psoriasis	SUPPORTED
MONDO:0024303	MONDO:0002875	external hirudiniasis	parasitic ectoparasitic infectious disease	SUPPORTED
MONDO:0024312	MONDO:0024311	cancer of short bone of upper limb	cancer affecting bone of limb skeleton	SUPPORTED
MONDO:0024361	MONDO:0003406	circadian rhythm sleep disorder	sleep-wake disorder	SUPPORTED
MONDO:0024377	MONDO:0024361	circadian rhythm sleep disorder, delayed sleep phase type	circadian rhythm sleep disorder	SUPPORTED
MONDO:0024378	MONDO:0024361	circadian rhythm sleep disorder, advanced sleep phase type	circadian rhythm sleep disorder	SUPPORTED
MONDO:0024379	MONDO:0024361	circadian rhythm sleep disorder, irregular sleep wake type	circadian rhythm sleep disorder	SUPPORTED
MONDO:0024381	MONDO:0024361	circadian rhythm sleep disorder, jet lag type	circadian rhythm sleep disorder	SUPPORTED
MONDO:0024382	MONDO:0024361	circadian rhythm sleep disorder, shift work type	circadian rhythm sleep disorder	SUPPORTED
MONDO:0044211	MONDO:0005492	idiopathic urticaria	urticaria	SUPPORTED
MONDO:0000004	MONDO:0002816	adrenocortical insufficiency	adrenal cortex disorder	UNSUPPORTED-MISSING
MONDO:0000005	MONDO:0004907	alopecia, isolated	alopecia	UNSUPPORTED-MISSING
MONDO:0000005	MONDO:0100118	alopecia, isolated	hereditary skin disorder	UNSUPPORTED-MISSING
MONDO:0000009	MONDO:0002243	inherited bleeding disorder, platelet-type	hemorrhagic disease	UNSUPPORTED-MISSING
MONDO:0000009	MONDO:0002245	inherited bleeding disorder, platelet-type	blood platelet disease	UNSUPPORTED-MISSING
MONDO:0000009	MONDO:0003847	inherited bleeding disorder, platelet-type	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000015	MONDO:0003832	classic complement early component deficiency	complement deficiency	UNSUPPORTED-MISSING
MONDO:0000022	MONDO:0024290	nocturnal enuresis	enuresis	UNSUPPORTED-MISSING
MONDO:0000023	MONDO:0003847	infantile liver failure	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000023	MONDO:0100192	infantile liver failure	liver failure	UNSUPPORTED-MISSING
MONDO:0000030	MONDO:0002612	sleep-related hypermotor epilepsy	frontal lobe epilepsy	UNSUPPORTED-MISSING
MONDO:0000030	MONDO:0017704	sleep-related hypermotor epilepsy	familial partial epilepsy	UNSUPPORTED-MISSING
MONDO:0000032	MONDO:0003847	febrile seizures, familial	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000044	MONDO:0003847	hereditary hypophosphatemic rickets	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000044	MONDO:0024300	hereditary hypophosphatemic rickets	hypophosphatemic rickets	UNSUPPORTED-MISSING
MONDO:0000045	MONDO:0003847	hypothyroidism, congenital, nongoitrous	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000045	MONDO:0018612	hypothyroidism, congenital, nongoitrous	congenital hypothyroidism	UNSUPPORTED-MISSING
MONDO:0000050	MONDO:0013099	isolated congenital growth hormone deficiency	combined pituitary hormone deficiencies, genetic form	UNSUPPORTED-MISSING
MONDO:0000060	MONDO:0001149	microcephalic osteodysplastic primordial dwarfism	microcephaly	UNSUPPORTED-MISSING
MONDO:0000062	MONDO:0003847	isolated microphthalmia	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000062	MONDO:0021129	isolated microphthalmia	microphthalmia	UNSUPPORTED-MISSING
MONDO:0000065	MONDO:0020573	microvascular complications of diabetes, susceptibility	inherited disease susceptibility	UNSUPPORTED-MISSING
MONDO:0000078	MONDO:0019796	acrocephalopolysyndactyly	acrocephalosyndactyly	UNSUPPORTED-MISSING
MONDO:0000079	MONDO:0005298	nephrolithiasis/osteoporosis, hypophosphatemic	osteoporosis	UNSUPPORTED-MISSING
MONDO:0000082	MONDO:0005039	pelvic organ prolapse	reproductive system disorder	UNSUPPORTED-MISSING
MONDO:0000087	MONDO:0002320	polymicrogyria	congenital nervous system disorder	UNSUPPORTED-MISSING
MONDO:0000088	MONDO:0002259	precocious puberty	gonadal disorder	UNSUPPORTED-MISSING
MONDO:0000090	MONDO:0005181	progressive external ophthalmoplegia with mitochondrial DNA deletions	progressive external ophthalmoplegia	UNSUPPORTED-MISSING
MONDO:0000104	MONDO:0000387	anemia, hypochromic microcytic with iron overload	hypochromic microcytic anemia	UNSUPPORTED-MISSING
MONDO:0000104	MONDO:0003847	anemia, hypochromic microcytic with iron overload	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000107	MONDO:0007500	auriculocondylar syndrome	ear malformation	UNSUPPORTED-MISSING
MONDO:0000108	MONDO:0015979	bacteremia, susceptibility	hereditary predisposition to infections	UNSUPPORTED-MISSING
MONDO:0000110	MONDO:0015411	bifid nose	facial cleft	UNSUPPORTED-MISSING
MONDO:0000110	MONDO:0024623	bifid nose	otorhinolaryngologic disease	UNSUPPORTED-MISSING
MONDO:0000115	MONDO:0003847	Chiari malformation	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000118	MONDO:0019288	reticulate pigment disorder	skin pigmentation disorder	UNSUPPORTED-MISSING
MONDO:0000118	MONDO:0100118	reticulate pigment disorder	hereditary skin disorder	UNSUPPORTED-MISSING
MONDO:0000127	MONDO:0019695	geleophysic dysplasia	acromelic dysplasia	UNSUPPORTED-MISSING
MONDO:0000128	MONDO:0004183	giant axonal neuropathy	axonal neuropathy	UNSUPPORTED-MISSING
MONDO:0000128	MONDO:0020127	giant axonal neuropathy	hereditary peripheral neuropathy	UNSUPPORTED-MISSING
MONDO:0000129	MONDO:0005066	glutaric aciduria	metabolic disease	UNSUPPORTED-MISSING
MONDO:0000133	MONDO:0006025	immunodeficiency-centromeric instability-facial anomalies syndrome	autosomal recessive disease	UNSUPPORTED-MISSING
MONDO:0000133	MONDO:0100137	immunodeficiency-centromeric instability-facial anomalies syndrome	telomere syndrome	UNSUPPORTED-MISSING
MONDO:0000136	MONDO:0006566	keratosis follicularis spinulosa decalvans	keratosis	UNSUPPORTED-MISSING
MONDO:0000136	MONDO:0018855	keratosis follicularis spinulosa decalvans	keratosis pilaris atrophicans	UNSUPPORTED-MISSING
MONDO:0000136	MONDO:0800159	keratosis follicularis spinulosa decalvans	disorder of polyamine metabolism	UNSUPPORTED-MISSING
MONDO:0000137	MONDO:0003847	leukoencephalopathy, megalencephalic	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000137	MONDO:0005560	leukoencephalopathy, megalencephalic	brain disorder	UNSUPPORTED-MISSING
MONDO:0000138	MONDO:0009943	metaphyseal chondrodysplasia	Pyle disease	UNSUPPORTED-MISSING
MONDO:0000141	MONDO:0015356	mosaic variegated aneuploidy syndrome	hereditary neoplastic syndrome	UNSUPPORTED-MISSING
MONDO:0000141	MONDO:0019040	mosaic variegated aneuploidy syndrome	chromosomal disorder	UNSUPPORTED-MISSING
MONDO:0000147	MONDO:0021075	polyposis	neoplastic polyp	UNSUPPORTED-MISSING
MONDO:0000148	MONDO:0002771	pulmonary fibrosis and/or bone marrow failure, telomere-related	pulmonary fibrosis	UNSUPPORTED-MISSING
MONDO:0000148	MONDO:0003847	pulmonary fibrosis and/or bone marrow failure, telomere-related	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000148	MONDO:0100137	pulmonary fibrosis and/or bone marrow failure, telomere-related	telomere syndrome	UNSUPPORTED-MISSING
MONDO:0000151	MONDO:0005172	symphalangism	skeletal system disorder	UNSUPPORTED-MISSING
MONDO:0000152	MONDO:0017578	thiamine-responsive dysfunction syndrome	disorder of thiamine metabolism and transport	UNSUPPORTED-MISSING
MONDO:0000153	MONDO:0019512	transposition of the great arteries	congenital heart malformation	UNSUPPORTED-MISSING
MONDO:0000156	MONDO:0018234	trigonocephaly	dysostosis	UNSUPPORTED-MISSING
MONDO:0000158	MONDO:0003847	developmental dysplasia of the hip	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000158	MONDO:0005497	developmental dysplasia of the hip	bone development disease	UNSUPPORTED-MISSING
MONDO:0000159	MONDO:0003225	bone marrow failure syndrome	bone marrow disorder	UNSUPPORTED-MISSING
MONDO:0000159	MONDO:0003847	bone marrow failure syndrome	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000160	MONDO:0016022	epilepsy, familial adult myoclonic	early myoclonic encephalopathy	UNSUPPORTED-MISSING
MONDO:0000166	MONDO:0003847	encephalopathy, acute, infection-induced	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000166	MONDO:0005560	encephalopathy, acute, infection-induced	brain disorder	UNSUPPORTED-MISSING
MONDO:0000166	MONDO:0020683	encephalopathy, acute, infection-induced	acute disease	UNSUPPORTED-MISSING
MONDO:0000166	MONDO:0021669	encephalopathy, acute, infection-induced	post-infectious disorder	UNSUPPORTED-MISSING
MONDO:0000169	MONDO:0000062	microphthalmia, isolated, with cataract	isolated microphthalmia	UNSUPPORTED-MISSING
MONDO:0000170	MONDO:0000062	microphthalmia, isolated, with coloboma	isolated microphthalmia	UNSUPPORTED-MISSING
MONDO:0000170	MONDO:0001476	microphthalmia, isolated, with coloboma	coloboma	UNSUPPORTED-MISSING
MONDO:0000170	MONDO:0016764	microphthalmia, isolated, with coloboma	isolated anophthalmia-microphthalmia syndrome	UNSUPPORTED-MISSING
MONDO:0000171	MONDO:0018276	muscular dystrophy-dystroglycanopathy, type A	muscular dystrophy-dystroglycanopathy	UNSUPPORTED-MISSING
MONDO:0000172	MONDO:0018276	muscular dystrophy-dystroglycanopathy, type B	muscular dystrophy-dystroglycanopathy	UNSUPPORTED-MISSING
MONDO:0000173	MONDO:0018276	muscular dystrophy-dystroglycanopathy, type C	muscular dystrophy-dystroglycanopathy	UNSUPPORTED-MISSING
MONDO:0000179	MONDO:0002254	Neu-Laxova syndrome	syndromic disease	UNSUPPORTED-MISSING
MONDO:0000179	MONDO:0015148	Neu-Laxova syndrome	lissencephaly type 3	UNSUPPORTED-MISSING
MONDO:0000179	MONDO:0015159	Neu-Laxova syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	UNSUPPORTED-MISSING
MONDO:0000179	MONDO:0015327	Neu-Laxova syndrome	developmental anomaly of metabolic origin	UNSUPPORTED-MISSING
MONDO:0000179	MONDO:0018491	Neu-Laxova syndrome	3-phosphoglycerate dehydrogenase deficiency	UNSUPPORTED-MISSING
MONDO:0000181	MONDO:0001149	microcephaly and chorioretinopathy	microcephaly	UNSUPPORTED-MISSING
MONDO:0000181	MONDO:0004674	microcephaly and chorioretinopathy	chorioretinitis	UNSUPPORTED-MISSING
MONDO:0000181	MONDO:0100500	microcephaly and chorioretinopathy	Mendelian neurodevelopmental disorder	UNSUPPORTED-MISSING
MONDO:0000182	MONDO:0002320	congenital myasthenic syndrome with tubular aggregates	congenital nervous system disorder	UNSUPPORTED-MISSING
MONDO:0000182	MONDO:0018940	congenital myasthenic syndrome with tubular aggregates	congenital myasthenic syndrome	UNSUPPORTED-MISSING
MONDO:0000188	MONDO:0015653	GLUT1 deficiency syndrome	monogenic epilepsy	UNSUPPORTED-MISSING
MONDO:0000188	MONDO:0019226	GLUT1 deficiency syndrome	glucose transport disorder	UNSUPPORTED-MISSING
MONDO:0000188	MONDO:0100033	GLUT1 deficiency syndrome	metabolic epilepsy	UNSUPPORTED-MISSING
MONDO:0000190	MONDO:0007263	ventricular fibrillation	cardiac rhythm disease	UNSUPPORTED-MISSING
MONDO:0000192	MONDO:0005336	polyglucosan body myopathy	myopathy	UNSUPPORTED-MISSING
MONDO:0000192	MONDO:0700223	polyglucosan body myopathy	hereditary skeletal muscle disorder	UNSUPPORTED-MISSING
MONDO:0000193	MONDO:0002525	cortisone reductase deficiency	inherited lipid metabolism disorder	UNSUPPORTED-MISSING
MONDO:0000193	MONDO:0015898	cortisone reductase deficiency	adrenogenital syndrome	UNSUPPORTED-MISSING
MONDO:0000200	MONDO:0003847	Zimmermann-Laband syndrome	hereditary disease	UNSUPPORTED-MISSING
MONDO:0000208	MONDO:0800450	microcephaly, short stature, and impaired glucose metabolism 1	microcephaly, short stature, and impaired glucose metabolism	UNSUPPORTED-MISSING
MONDO:0000209	MONDO:0002320	prenatal-onset spinal muscular atrophy with congenital bone fractures	congenital nervous system disorder	UNSUPPORTED-MISSING
MONDO:0000209	MONDO:0015168	prenatal-onset spinal muscular atrophy with congenital bone fractures	arthrogryposis multiplex congenita	UNSUPPORTED-MISSING
