mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	mondo_evidence	case
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym		Gastric NET	Gastric NET				Orphanet:100075	Neuroendocrine tumor of stomach			
MONDO:0003111	gastric neuroendocrine neoplasm	oio:hasExactSynonym		Gastric neuroendocrine tumor	Gastric neuroendocrine tumor				Orphanet:100075	Neuroendocrine tumor of stomach			
MONDO:0003258	hobnail hemangioma	oio:hasExactSynonym		HH	HH				Orphanet:675362	Hobnail hemangioma			
MONDO:0003258	hobnail hemangioma	oio:hasExactSynonym		THH	THH				Orphanet:675362	Hobnail hemangioma			
MONDO:0003646	rectum neuroendocrine neoplasm	oio:hasExactSynonym		Rectal neuroendocrine tumor	Rectal neuroendocrine tumor				Orphanet:100081	Neuroendocrine tumor of the rectum			
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasExactSynonym		HPRC	HPRC				Orphanet:47044	Hereditary papillary renal cell carcinoma			
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	oio:hasExactSynonym		IPMN	IPMN				Orphanet:424058	Intraductal papillary mucinous carcinoma of pancreas			
MONDO:0004351	intraocular lymphoma	oio:hasExactSynonym		Primary intraocular non-Hodgkin lymphoma	Primary intraocular non-Hodgkin lymphoma				Orphanet:279904	Primary intraocular lymphoma			
MONDO:0004948	B-cell chronic lymphocytic leukemia	oio:hasExactSynonym		CLL/SLL	CLL/SLL				Orphanet:67038	B-cell chronic lymphocytic leukemia			
MONDO:0004967	acute lymphoblastic leukemia	oio:hasExactSynonym		Precursor lymphoid neoplasm	Precursor lymphoid neoplasm				Orphanet:513	Acute lymphoblastic leukemia			
MONDO:0005005	clear cell renal carcinoma	oio:hasExactSynonym		CCRCC	CCRCC				Orphanet:319276	Clear cell renal carcinoma			
MONDO:0005005	clear cell renal carcinoma	oio:hasExactSynonym		Clear cell renal cell adenocarcinoma	Clear cell renal cell adenocarcinoma				Orphanet:319276	Clear cell renal carcinoma			
MONDO:0005091	severe acute respiratory syndrome	oio:hasExactSynonym		SARS-1	SARS-1				Orphanet:140896	Severe acute respiratory syndrome			
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	oio:hasExactSynonym		MDS-LB	MDS-LB				Orphanet:98826	Myelodysplastic neoplasm with low blasts			
MONDO:0005342	IgA glomerulonephritis	oio:hasExactSynonym		Berger disease	Berger disease				Orphanet:34145	Immunoglobulin A nephropathy			
MONDO:0005514	nanophthalmia	oio:hasExactSynonym		Nanophthalmia	Nanophthalmia				Orphanet:35612	Nanophthalmos			
MONDO:0005543	autoimmune hepatitis type 1	oio:hasExactSynonym		AIH type 1	AIH type 1				Orphanet:563576	Autoimmune hepatitis type 1			
MONDO:0005620	cerebral amyloid angiopathy	oio:hasExactSynonym		Hereditary cerebral hemorrhage with amyloidosis	Hereditary cerebral hemorrhage with amyloidosis				Orphanet:85458	Cerebral Amyloid Angiopathy			
MONDO:0005645	ancylostomiasis	oio:hasExactSynonym		Ancylostomiasis	Ancylostomiasis				Orphanet:78	Ankylostomiasis			
MONDO:0005696	central nervous system tuberculosis	oio:hasExactSynonym		CNS tuberculosis	CNS tuberculosis				Orphanet:641396	Central nervous system tuberculosis			
MONDO:0005774	glanders	oio:hasExactSynonym		Equinia	Equinia				Orphanet:659908	Glanders			
MONDO:0005774	glanders	oio:hasExactSynonym		Malleus	Malleus				Orphanet:659908	Glanders			
MONDO:0005823	legionellosis	oio:hasExactSynonym		Legionellosis	Legionellosis				Orphanet:600832	Legionella infection			
MONDO:0005888	ornithosis	oio:hasExactSynonym		Ornithosis	Ornithosis				Orphanet:660053	Psittacosis			
MONDO:0005888	ornithosis	oio:hasExactSynonym		Parrot disease	Parrot disease				Orphanet:660053	Psittacosis			
MONDO:0005888	ornithosis	oio:hasExactSynonym		Parrot fever	Parrot fever				Orphanet:660053	Psittacosis			
MONDO:0006238	growth hormone-producing pituitary gland adenoma	oio:hasExactSynonym		Somatotropinoma	Somatotropinoma				Orphanet:96256	Somatotropic adenoma			
MONDO:0006277	lung lymphangioleiomyomatosis	oio:hasExactSynonym		LAM	LAM				Orphanet:538	Lymphangioleiomyomatosis			
MONDO:0006359	neoplasm with perivascular epithelioid cell differentiation	oio:hasExactSynonym		Perivascular epithelioid tumour	Perivascular epithelioid tumour				Orphanet:595133	Perivascular epithelioid cell neoplasm			
MONDO:0006363	peritoneal multicystic mesothelioma	oio:hasExactSynonym		Peritoneal cyctic mesothelioma	Peritoneal cyctic mesothelioma				Orphanet:168816	Peritoneal inclusion cyst			
MONDO:0006486	uveal melanoma	oio:hasExactSynonym		Choroid melanoma	Choroid melanoma				Orphanet:39044	Uveal melanoma			
MONDO:0006486	uveal melanoma	oio:hasExactSynonym		Choroidal and ciliary body melanomas	Choroidal and ciliary body melanomas				Orphanet:39044	Uveal melanoma			
MONDO:0006486	uveal melanoma	oio:hasExactSynonym		Melanoma of choroid	Melanoma of choroid				Orphanet:39044	Uveal melanoma			
MONDO:0006583	necrobiosis lipoidica	oio:hasExactSynonym		Oppenheim-Urbach disease	Oppenheim-Urbach disease				Orphanet:542592	Necrobiosis lipoidica			
MONDO:0006908	pituitary apoplexy	oio:hasExactSynonym		Pituitary tumor apoplexy	Pituitary tumor apoplexy				Orphanet:95613	Pituitary apoplexy			
MONDO:0007012	variant Creutzfeldt-Jakob disease	oio:hasExactSynonym		Variant MCJ	Variant MCJ				Orphanet:576370	Variant Creutzfeldt-Jakob disease			
MONDO:0007029	branchio-oto-renal syndrome	oio:hasExactSynonym		Branchiootorenal spectrum disorder	Branchiootorenal spectrum disorder				Orphanet:107	BOR syndrome			
MONDO:0007034	Adams-Oliver syndrome	oio:hasExactSynonym		Aplasia cutis congenita with distal limb anomalies	Aplasia cutis congenita with distal limb anomalies				Orphanet:974	Adams-Oliver syndrome			
MONDO:0007034	Adams-Oliver syndrome	oio:hasExactSynonym		Aplasia cutis congenita with terminal transverse limb defects	Aplasia cutis congenita with terminal transverse limb defects				Orphanet:974	Adams-Oliver syndrome			
MONDO:0007057	Acroosteolysis dominant type	oio:hasExactSynonym		Acroosteolysis dominant type	Acroosteolysis dominant type				Orphanet:955	Hajdu-Cheney syndrome			
MONDO:0007062	adactylia, unilateral	oio:hasExactSynonym		Isolated congenital adactyly of hand, unilateral	Isolated congenital adactyly of hand, unilateral				Orphanet:973	Isolated absence/hypoplasia of fingers excluding thumb, unilateral			
MONDO:0007062	adactylia, unilateral	oio:hasExactSynonym		Isolated digits 2-5 hypodactyly, unilateral	Isolated digits 2-5 hypodactyly, unilateral				Orphanet:973	Isolated absence/hypoplasia of fingers excluding thumb, unilateral			
MONDO:0007062	adactylia, unilateral	oio:hasExactSynonym		Isolated digits 2-5 oligodactyly, unilateral	Isolated digits 2-5 oligodactyly, unilateral				Orphanet:973	Isolated absence/hypoplasia of fingers excluding thumb, unilateral			
MONDO:0007077	Tietz syndrome	oio:hasExactSynonym		Hypopigmentation-hearing loss syndrome	Hypopigmentation-hearing loss syndrome				Orphanet:42665	Tietz syndrome			
MONDO:0007095	ameloonychohypohidrotic syndrome	oio:hasExactSynonym		Ameloonychohypohidrotic ectodermal dysplasia	Ameloonychohypohidrotic ectodermal dysplasia				Orphanet:1028	Amelo-onycho-hypohidrotic syndrome			
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	oio:hasExactSynonym		G-PDC	G-PDC				Orphanet:90020	Parkinson-dementia complex of Guam			
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	oio:hasExactSynonym		Guam parkinsonism-dementia complex	Guam parkinsonism-dementia complex				Orphanet:90020	Parkinson-dementia complex of Guam			
MONDO:0007142	Townes-Brocks syndrome	oio:hasExactSynonym		Imperforate anus-hand, foot and ear anomalies syndrome	Imperforate anus-hand, foot and ear anomalies syndrome				Orphanet:857	Townes-Brocks syndrome			
MONDO:0007142	Townes-Brocks syndrome	oio:hasExactSynonym		Sensorineural hearing loss with imperforate anus and hypoplastic thumbs	Sensorineural hearing loss with imperforate anus and hypoplastic thumbs				Orphanet:857	Townes-Brocks syndrome			
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	oio:hasExactSynonym		Arthrogryposis-like hand anomaly-sensorineural hearing loss syndrome	Arthrogryposis-like hand anomaly-sensorineural hearing loss syndrome				Orphanet:1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome			
MONDO:0007200	blepharonasofacial malformation syndrome	oio:hasExactSynonym		Pashayan-Pruzansky syndrome	Pashayan-Pruzansky syndrome				Orphanet:1252	Blepharonasofacial malformation syndrome			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		CALs syndrome isolated	CALs syndrome isolated				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		Familial CALMs isolated	Familial CALMs isolated				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		Familial isolated CALSs	Familial isolated CALSs				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		Familial isolated café-au-lait spots	Familial isolated café-au-lait spots				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		Multiple isolated café-au-lait spots	Multiple isolated café-au-lait spots				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007245	cafe au lait spots, multiple	oio:hasExactSynonym		Multiple isolated café-au-lait syndrome	Multiple isolated café-au-lait syndrome				Orphanet:2678	Familial isolated café-au-lait macules			
MONDO:0007311	Charcot-Marie-Tooth disease type 1E	oio:hasExactSynonym		Charcot-Marie-Tooth disease-hearing loss syndrome	Charcot-Marie-Tooth disease-hearing loss syndrome				Orphanet:90658	Charcot-Marie-Tooth disease type 1E			
MONDO:0007343	isolated congenital digital clubbing	oio:hasExactSynonym		Isolated congenital digital clubbing	Isolated congenital digital clubbing				Orphanet:217059	Isolated nail clubbing			
MONDO:0007382	Ramos-Arroyo syndrome	oio:hasExactSynonym		Corneal anesthesia-hearing loss-intellectual disability syndrome	Corneal anesthesia-hearing loss-intellectual disability syndrome				Orphanet:1051	Ramos-Arroyo syndrome			
MONDO:0007383	Stern-Lubinsky-Durrie syndrome	oio:hasExactSynonym		Stern-Lubinsky-Durrie syndrome	Stern-Lubinsky-Durrie syndrome				Orphanet:3194	Corneodermatoosseous syndrome			
MONDO:0007395	craniofacial-deafness-hand syndrome	oio:hasExactSynonym		Craniofacial-hearing loss-hand syndrome	Craniofacial-hearing loss-hand syndrome				Orphanet:1529	Craniofacial-deafness-hand syndrome			
MONDO:0007396	dysostosis, Stanescu type	oio:hasExactSynonym		Dysostosis, Stanescu type	Dysostosis, Stanescu type				Orphanet:1798	Craniofacial dysostosis-diaphyseal hyperplasia syndrome			
MONDO:0007420	autosomal dominant deafness - onychodystrophy syndrome	oio:hasExactSynonym		Autosomal dominant hearing loss-onychodystrophy syndrome	Autosomal dominant hearing loss-onychodystrophy syndrome				Orphanet:79499	Autosomal dominant deafness-onychodystrophy syndrome			
MONDO:0007421	deafness-ear malformation-facial palsy syndrome	oio:hasExactSynonym		Hearing loss-ear malformation-facial palsy syndrome	Hearing loss-ear malformation-facial palsy syndrome				Orphanet:3232	Deafness-ear malformation-facial palsy syndrome			
MONDO:0007422	keratoderma hereditarium mutilans	oio:hasExactSynonym		Mutilating keratoderma plus hearing loss	Mutilating keratoderma plus hearing loss				Orphanet:494	Keratoderma hereditarium mutilans			
MONDO:0007422	keratoderma hereditarium mutilans	oio:hasExactSynonym		PPK mutilans and hearing loss	PPK mutilans and hearing loss				Orphanet:494	Keratoderma hereditarium mutilans			
MONDO:0007428	deafness-craniofacial syndrome	oio:hasExactSynonym		Hearing loss-craniofacial syndrome	Hearing loss-craniofacial syndrome				Orphanet:3241	Deafness-craniofacial syndrome			
MONDO:0007447	autosomal dominant vibratory urticaria	oio:hasExactSynonym		Vibratory angioedema/urticaria	Vibratory angioedema/urticaria				Orphanet:493342	Vibratory urticaria			
MONDO:0007492	early-onset generalized limb-onset dystonia	oio:hasExactSynonym		Early-onset isolated dystonia	Early-onset isolated dystonia				Orphanet:256	Early-onset generalized limb-onset dystonia			
MONDO:0007504	thickened earlobes-conductive deafness syndrome	oio:hasExactSynonym		Thickened earlobes-conductive hearing loss syndrome	Thickened earlobes-conductive hearing loss syndrome				Orphanet:2405	Thickened earlobes-conductive deafness syndrome			
MONDO:0007507	absence of fingerprints-congenital milia syndrome	oio:hasExactSynonym		Basan-Baird syndrome	Basan-Baird syndrome				Orphanet:1658	Absence of fingerprints-congenital milia syndrome			
MONDO:0007522	Ehlers-Danlos syndrome, classic type	oio:hasExactSynonym		Classical EDS	Classical EDS				Orphanet:287	Classical Ehlers-Danlos syndrome			
MONDO:0007522	Ehlers-Danlos syndrome, classic type	oio:hasExactSynonym		cEDS	cEDS				Orphanet:287	Classical Ehlers-Danlos syndrome			
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	oio:hasExactSynonym		EDS-HT	EDS-HT				Orphanet:285	Hypermobile Ehlers-Danlos syndrome			
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	oio:hasExactSynonym		Ehlers-Danlos syndrome hypermobility type	Ehlers-Danlos syndrome hypermobility type				Orphanet:285	Hypermobile Ehlers-Danlos syndrome			
MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	oio:hasExactSynonym		B4GALT7-related spondylodysplastic EDS	B4GALT7-related spondylodysplastic EDS				Orphanet:75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	oio:hasExactSynonym		EDS progeroid type 1	EDS progeroid type 1				Orphanet:75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	oio:hasExactSynonym		EDS with short stature and limb anomalies	EDS with short stature and limb anomalies				Orphanet:75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	oio:hasExactSynonym		spEDS-B4GALT7	spEDS-B4GALT7				Orphanet:75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0007539	encephalopathy, recurrent, of childhood	oio:hasExactSynonym		Recurrent encephalophathy of childhood	Recurrent encephalophathy of childhood				Orphanet:2672	Neuhauser-Eichner-Opitz syndrome			
MONDO:0007548	transient bullous dermolysis of the newborn	oio:hasExactSynonym		Self-improving DEB	Self-improving DEB				Orphanet:79411	Self-improving dystrophic epidermolysis bullosa			
MONDO:0007549	generalized dominant dystrophic epidermolysis bullosa	oio:hasExactSynonym		Generalized DDEB	Generalized DDEB				Orphanet:231568	Autosomal dominant generalized dystrophic epidermolysis bullosa			
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	oio:hasExactSynonym		Autosomal dominant generalized EBS, severe form	Autosomal dominant generalized EBS, severe form				Orphanet:79396	Autosomal dominant generalized epidermolysis bullosa simplex, severe form			
MONDO:0007550	epidermolysis bullosa simplex 1A, generalized severe	oio:hasExactSynonym		Epidermolysis bullosa simplex herpetiformis	Epidermolysis bullosa simplex herpetiformis				Orphanet:79396	Autosomal dominant generalized epidermolysis bullosa simplex, severe form			
MONDO:0007551	epidermolysis bullosa simplex 1C, localized	oio:hasExactSynonym		Localized EBS	Localized EBS				Orphanet:79400	Localized epidermolysis bullosa simplex			
MONDO:0007552	pretibial dystrophic epidermolysis bullosa	oio:hasExactSynonym		Localized DEB, pretibial form	Localized DEB, pretibial form				Orphanet:79410	Localized dystrophic epidermolysis bullosa, pretibial form			
MONDO:0007554	epidermolysis bullosa simplex 1B, generalized intermediate	oio:hasExactSynonym		Autosomal dominant generalized EBS, intermediate form	Autosomal dominant generalized EBS, intermediate form				Orphanet:79399	Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form			
MONDO:0007555	pidermolysis bullosa simplex 5A, Ogna type	oio:hasExactSynonym		PLEC-related intermediate EBS without extracutaneous involvement	PLEC-related intermediate EBS without extracutaneous involvement				Orphanet:79401	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement			
MONDO:0007571	primary erythermalgia	oio:hasExactSynonym		Primary erythermalgia	Primary erythermalgia				Orphanet:90026	Primary erythromelalgia			
MONDO:0007600	primary Fanconi syndrome	oio:hasExactSynonym		DeToni-Debré-Fanconi syndrome	DeToni-Debré-Fanconi syndrome				Orphanet:3337	Primary Fanconi renotubular syndrome			
MONDO:0007600	primary Fanconi syndrome	oio:hasExactSynonym		Primary Fanconi renal syndrome	Primary Fanconi renal syndrome				Orphanet:3337	Primary Fanconi renotubular syndrome			
MONDO:0007612	gingival fibromatosis-progressive deafness syndrome	oio:hasExactSynonym		Gingival fibromatosis-progressive hearing loss syndrome	Gingival fibromatosis-progressive hearing loss syndrome				Orphanet:2027	Gingival fibromatosis-progressive deafness syndrome			
MONDO:0007660	familial ossifying fibroma	oio:hasExactSynonym		Familial Gigantiform cementoma	Familial Gigantiform cementoma				Orphanet:435329	Familial ossifying fibroma			
MONDO:0007669	renal cysts and diabetes syndrome	oio:hasExactSynonym		ADTKD-HNF1B	ADTKD-HNF1B				Orphanet:93111	HNF1B-related autosomal dominant tubulointerstitial kidney disease			
MONDO:0007669	renal cysts and diabetes syndrome	oio:hasExactSynonym		HNF1B-related nephropathy	HNF1B-related nephropathy				Orphanet:93111	HNF1B-related autosomal dominant tubulointerstitial kidney disease			
MONDO:0007670	hypotrichosis-lymphedema-telangiectasia syndrome (grouping)	oio:hasExactSynonym		Hypotrichosis-lymphedema-telangiectasia-membranoproliferative glomerulonephritis syndrome	Hypotrichosis-lymphedema-telangiectasia-membranoproliferative glomerulonephritis syndrome				Orphanet:69735	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome			
MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	oio:hasExactSynonym		Familial multinodular goiter syndrome	Familial multinodular goiter syndrome				Orphanet:276399	Familial multinodular goiter			
MONDO:0007688	Myhre syndrome	oio:hasExactSynonym		Facial dysmorphism-intellectual disability-short stature-deafness syndrome	Facial dysmorphism-intellectual disability-short stature-deafness syndrome				Orphanet:2588	Myhre syndrome			
MONDO:0007737	humeroradial synostosis	oio:hasExactSynonym		Isolated congenital humeroradial fusion	Isolated congenital humeroradial fusion				Orphanet:3265	Isolated humero-radial synostosis			
MONDO:0007744	cholesterol-ester transfer protein deficiency	oio:hasExactSynonym		Familial hyperalphalipoproteinemia type I	Familial hyperalphalipoproteinemia type I				Orphanet:79506	Cholesterol-ester transfer protein deficiency			
MONDO:0007747	isolated hyperchlorhidrosis	oio:hasExactSynonym		Carbonic anhydrase XII deficiency	Carbonic anhydrase XII deficiency				Orphanet:542657	Isolated hyperchlorhidrosis			
MONDO:0007753	Frey syndrome	oio:hasExactSynonym		Auriculo-temporal syndrome	Auriculo-temporal syndrome				Orphanet:662240	Frey syndrome			
MONDO:0007753	Frey syndrome	oio:hasExactSynonym		Auriculotemporal syndrome	Auriculotemporal syndrome				Orphanet:662240	Frey syndrome			
MONDO:0007753	Frey syndrome	oio:hasExactSynonym		Dupuy syndrome	Dupuy syndrome				Orphanet:662240	Frey syndrome			
MONDO:0007764	autosomal dominant osteosclerosis, Worth type	oio:hasExactSynonym		Autosomal dominant osteosclerosis, Worth type	Autosomal dominant osteosclerosis, Worth type				Orphanet:2790	Endosteal hyperostosis, Worth type			
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	oio:hasExactSynonym		Hypoparathyroidism-sensorineural hearing loss-renal disease syndrome	Hypoparathyroidism-sensorineural hearing loss-renal disease syndrome				Orphanet:2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome			
MONDO:0007800	chromosome 18p deletion syndrome	oio:hasExactSynonym		18p- syndrome	18p- syndrome				Orphanet:1598	Monosomy 18p			
MONDO:0007800	chromosome 18p deletion syndrome	oio:hasExactSynonym		De Grouchy syndrome type 1	De Grouchy syndrome type 1				Orphanet:1598	Monosomy 18p			
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	oio:hasExactSynonym		AD-HIES due to STAT3 deficiency	AD-HIES due to STAT3 deficiency				Orphanet:2314	Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency			
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	oio:hasExactSynonym		Autosomal dominant HIES due to STAT3 deficiency	Autosomal dominant HIES due to STAT3 deficiency				Orphanet:2314	Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency			
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	oio:hasExactSynonym		Autosomal dominant hyperimmunoglobulin E syndrome due to signal transducer and activator of transcription 3 protein deficiency	Autosomal dominant hyperimmunoglobulin E syndrome due to signal transducer and activator of transcription 3 protein deficiency				Orphanet:2314	Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency			
MONDO:0007838	Jacobsen syndrome	oio:hasExactSynonym		11q terminal deletion syndrome	11q terminal deletion syndrome				Orphanet:2308	Jacobsen syndrome			
MONDO:0007849	keratitis fugax hereditaria	oio:hasExactSynonym		KFH	KFH				Orphanet:647815	Keratitis fugax hereditaria			
MONDO:0007853	palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	oio:hasExactSynonym		Palmoplantar keratoderma-Charcot-Marie-Tooth syndrome	Palmoplantar keratoderma-Charcot-Marie-Tooth syndrome				Orphanet:538574	Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome			
MONDO:0007866	Bart-Pumphrey syndrome	oio:hasExactSynonym		Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar hyperkeratosis syndrome	Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar hyperkeratosis syndrome				Orphanet:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome			
MONDO:0007866	Bart-Pumphrey syndrome	oio:hasExactSynonym		Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar keratoderma syndrome	Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar keratoderma syndrome				Orphanet:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome			
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	oio:hasExactSynonym		PFITS	PFITS				Orphanet:652522	Periodic fever-immunodeficiency-thrombocytopenia syndrome			
MONDO:0007896	acute monocytic leukemia	oio:hasExactSynonym		Acute monoblastic or monocytic leukemia	Acute monoblastic or monocytic leukemia				Orphanet:514	Acute monoblastic/monocytic leukemia			
MONDO:0007956	Pai syndrome	oio:hasExactSynonym		Median cleft of the upper lip-corpus callosum lipoma-midline facial cutaneous polyps syndrome	Median cleft of the upper lip-corpus callosum lipoma-midline facial cutaneous polyps syndrome				Orphanet:1993	Pai syndrome			
MONDO:0007991	microcephaly-deafness-intellectual disability syndrome	oio:hasExactSynonym		Microcephaly-hearing loss-intellectual disability syndrome	Microcephaly-hearing loss-intellectual disability syndrome				Orphanet:2533	Microcephaly-deafness-intellectual disability syndrome			
