mondo_id	source_id	source
MONDO:0005387	Orphanet:619	MONDO:equivalentObsolete
MONDO:0005404	Orphanet:1983	MONDO:equivalentObsolete
MONDO:0005486	Orphanet:2227	MONDO:equivalentObsolete
MONDO:0005488	Orphanet:3153	MONDO:equivalentObsolete
MONDO:0005546	Orphanet:41842	MONDO:equivalentObsolete
MONDO:0005575	Orphanet:466667	MONDO:equivalentObsolete
MONDO:0005665	Orphanet:2810	MONDO:equivalentObsolete
MONDO:0005712	Orphanet:651	MONDO:equivalentObsolete
MONDO:0005805	Orphanet:430	MONDO:equivalentObsolete
MONDO:0005904	Orphanet:58208	MONDO:equivalentObsolete
MONDO:0006065	Orphanet:319681	MONDO:equivalentObsolete
MONDO:0006460	Orphanet:489	MONDO:equivalentObsolete
MONDO:0006559	Orphanet:387	MONDO:equivalentObsolete
MONDO:0006761	Orphanet:336	MONDO:equivalentObsolete
MONDO:0006802	Orphanet:83449	MONDO:equivalentObsolete
MONDO:0007020	Orphanet:97354	MONDO:equivalentObsolete
MONDO:0007035	Orphanet:924	MONDO:equivalentObsolete
MONDO:0007040	Orphanet:3128	MONDO:equivalentObsolete
MONDO:0007051	Orphanet:965	MONDO:equivalentObsolete
MONDO:0007133	Orphanet:2355	MONDO:equivalentObsolete
MONDO:0007178	Orphanet:1219	MONDO:equivalentObsolete
MONDO:0007180	Orphanet:1831	MONDO:equivalentObsolete
MONDO:0007217	Orphanet:93393	MONDO:equivalentObsolete
MONDO:0007222	Orphanet:93385	MONDO:equivalentObsolete
MONDO:0007275	Orphanet:50838	MONDO:equivalentObsolete
MONDO:0007393	Orphanet:1339	MONDO:equivalentObsolete
MONDO:0007465	Orphanet:1683	MONDO:equivalentObsolete
MONDO:0007476	Orphanet:79142	MONDO:equivalentObsolete
MONDO:0007488	Orphanet:1648	MONDO:equivalentObsolete
MONDO:0007508	Orphanet:3022	MONDO:equivalentObsolete
MONDO:0007513	Orphanet:3391	MONDO:equivalentObsolete
MONDO:0007516	Orphanet:1888	MONDO:equivalentObsolete
MONDO:0007517	Orphanet:1889	MONDO:equivalentObsolete
MONDO:0007661	Orphanet:856	MONDO:equivalentObsolete
MONDO:0007699	Orphanet:855	MONDO:equivalentObsolete
MONDO:0007709	Orphanet:97562	MONDO:equivalentObsolete
MONDO:0007724	Orphanet:2156	MONDO:equivalentObsolete
MONDO:0007741	Orphanet:2190	MONDO:equivalentObsolete
MONDO:0007745	Orphanet:357	MONDO:equivalentObsolete
MONDO:0007761	Orphanet:413	MONDO:equivalentObsolete
MONDO:0007779	Orphanet:306588	MONDO:equivalentObsolete
MONDO:0007809	Orphanet:79504	MONDO:equivalentObsolete
MONDO:0007810	Orphanet:462	MONDO:equivalentObsolete
MONDO:0007811	Orphanet:2267	MONDO:equivalentObsolete
MONDO:0007899	Orphanet:33409	MONDO:equivalentObsolete
MONDO:0007972	Orphanet:45360	MONDO:equivalentObsolete
MONDO:0008225	Orphanet:680	MONDO:equivalentObsolete
MONDO:0008228	Orphanet:120	MONDO:equivalentObsolete
MONDO:0008231	Orphanet:2870	MONDO:equivalentObsolete
MONDO:0008327	Orphanet:529819	MONDO:equivalentObsolete
MONDO:0008383	Orphanet:284130	MONDO:equivalentObsolete
MONDO:0008410	Orphanet:3135	MONDO:equivalentObsolete
MONDO:0008487	Orphanet:3185	MONDO:equivalentObsolete
MONDO:0008490	Orphanet:3450	MONDO:equivalentObsolete
MONDO:0008523	Orphanet:90341	MONDO:equivalentObsolete
MONDO:0008672	Orphanet:3444	MONDO:equivalentObsolete
MONDO:0008685	Orphanet:907	MONDO:equivalentObsolete
MONDO:0008771	Orphanet:171836	MONDO:equivalentObsolete
MONDO:0008885	Orphanet:157788	MONDO:equivalentObsolete
MONDO:0009043	Orphanet:3221	MONDO:equivalentObsolete
MONDO:0009056	Orphanet:1557	MONDO:equivalentObsolete
MONDO:0009128	Orphanet:2650	MONDO:equivalentObsolete
MONDO:0009148	Orphanet:90339	MONDO:equivalentObsolete
MONDO:0009151	Orphanet:320317	MONDO:equivalentObsolete
MONDO:0009180	Orphanet:89840	MONDO:equivalentObsolete
MONDO:0009243	Orphanet:2051	MONDO:equivalentObsolete
MONDO:0009317	Orphanet:1245	MONDO:equivalentObsolete
MONDO:0009351	Orphanet:2168	MONDO:equivalentObsolete
MONDO:0009366	Orphanet:314928	MONDO:equivalentObsolete
MONDO:0009436	Orphanet:2113	MONDO:equivalentObsolete
MONDO:0009484	Orphanet:98861	MONDO:equivalentObsolete
MONDO:0009519	Orphanet:99870	MONDO:equivalentObsolete
MONDO:0009554	Orphanet:2453	MONDO:equivalentObsolete
MONDO:0009601	Orphanet:1838	MONDO:equivalentObsolete
MONDO:0009617	Orphanet:52183	MONDO:equivalentObsolete
MONDO:0009726	Orphanet:2615	MONDO:equivalentObsolete
MONDO:0009726	Orphanet:324999	MONDO:equivalentObsolete
MONDO:0009726	Orphanet:325004	MONDO:equivalentObsolete
MONDO:0009755	Orphanet:625	MONDO:equivalentObsolete
MONDO:0009761	Orphanet:79486	MONDO:equivalentObsolete
MONDO:0009770	Orphanet:2506	MONDO:equivalentObsolete
MONDO:0009781	Orphanet:2739	MONDO:equivalentObsolete
MONDO:0009927	Orphanet:2998	MONDO:equivalentObsolete
MONDO:0009969	Orphanet:1092	MONDO:equivalentObsolete
MONDO:0010030	Orphanet:378	MONDO:equivalentObsolete
MONDO:0010045	Orphanet:2823	MONDO:equivalentObsolete
MONDO:0010070	Orphanet:93301	MONDO:equivalentObsolete
MONDO:0010074	Orphanet:93303	MONDO:equivalentObsolete
MONDO:0010098	Orphanet:3289	MONDO:equivalentObsolete
MONDO:0010150	Orphanet:67037	MONDO:equivalentObsolete
MONDO:0010207	Orphanet:1409	MONDO:equivalentObsolete
MONDO:0010222	Orphanet:306597	MONDO:equivalentObsolete
MONDO:0010265	Orphanet:79022	MONDO:equivalentObsolete
MONDO:0010302	Orphanet:435	MONDO:equivalentObsolete
MONDO:0010407	Orphanet:3056	MONDO:equivalentObsolete
MONDO:0010407	Orphanet:85328	MONDO:equivalentObsolete
MONDO:0010564	Orphanet:319698	MONDO:equivalentObsolete
MONDO:0010565	Orphanet:319691	MONDO:equivalentObsolete
MONDO:0010573	Orphanet:79482	MONDO:equivalentObsolete
MONDO:0010576	Orphanet:383	MONDO:equivalentObsolete
MONDO:0010663	Orphanet:73220	MONDO:equivalentObsolete
MONDO:0010663	Orphanet:93971	MONDO:equivalentObsolete
MONDO:0010663	Orphanet:93973	MONDO:equivalentObsolete
MONDO:0010663	Orphanet:93974	MONDO:equivalentObsolete
MONDO:0010798	Orphanet:3390	MONDO:equivalentObsolete
MONDO:0010799	Orphanet:168609	MONDO:equivalentObsolete
MONDO:0010896	Orphanet:26823	MONDO:equivalentObsolete
MONDO:0010962	Orphanet:496	MONDO:equivalentObsolete
MONDO:0010971	Orphanet:1849	MONDO:equivalentObsolete
MONDO:0010994	Orphanet:2641	MONDO:equivalentObsolete
MONDO:0011064	Orphanet:1421	MONDO:equivalentObsolete
MONDO:0011110	Orphanet:1804	MONDO:equivalentObsolete
MONDO:0011122	Orphanet:521399	MONDO:equivalentObsolete
MONDO:0011125	Orphanet:670	MONDO:equivalentObsolete
MONDO:0011182	Orphanet:35056	MONDO:equivalentObsolete
MONDO:0011303	Orphanet:93213	MONDO:equivalentObsolete
MONDO:0011362	Orphanet:34521	MONDO:equivalentObsolete
MONDO:0011431	Orphanet:99715	MONDO:equivalentObsolete
MONDO:0011688	Orphanet:52428	MONDO:equivalentObsolete
MONDO:0011694	Orphanet:98770	MONDO:equivalentObsolete
MONDO:0011798	Orphanet:157855	MONDO:equivalentObsolete
MONDO:0011827	Orphanet:706	MONDO:equivalentObsolete
MONDO:0011844	Orphanet:210566	MONDO:equivalentObsolete
MONDO:0011849	Orphanet:40050	MONDO:equivalentObsolete
MONDO:0011869	Orphanet:89839	MONDO:equivalentObsolete
MONDO:0011910	Orphanet:265	MONDO:equivalentObsolete
MONDO:0011939	Orphanet:50816	MONDO:equivalentObsolete
MONDO:0012049	Orphanet:90649	MONDO:equivalentObsolete
MONDO:0012138	Orphanet:98894	MONDO:equivalentObsolete
MONDO:0012212	Orphanet:97295	MONDO:equivalentObsolete
MONDO:0012438	Orphanet:166068	MONDO:equivalentObsolete
MONDO:0012503	Orphanet:3315	MONDO:equivalentObsolete
MONDO:0013040	Orphanet:93576	MONDO:equivalentObsolete
MONDO:0013041	Orphanet:93580	MONDO:equivalentObsolete
MONDO:0013042	Orphanet:93578	MONDO:equivalentObsolete
MONDO:0013043	Orphanet:93575	MONDO:equivalentObsolete
MONDO:0013044	Orphanet:217023	MONDO:equivalentObsolete
MONDO:0013209	Orphanet:33271	MONDO:equivalentObsolete
MONDO:0013214	Orphanet:449262	MONDO:equivalentObsolete
MONDO:0013225	Orphanet:228429	MONDO:equivalentObsolete
MONDO:0013461	Orphanet:319684	MONDO:equivalentObsolete
MONDO:0013560	Orphanet:231537	MONDO:equivalentObsolete
MONDO:0013577	Orphanet:77243	MONDO:equivalentObsolete
MONDO:0013598	Orphanet:275534	MONDO:equivalentObsolete
MONDO:0013606	Orphanet:280663	MONDO:equivalentObsolete
MONDO:0013621	Orphanet:306507	MONDO:equivalentObsolete
MONDO:0013662	Orphanet:1232	MONDO:equivalentObsolete
MONDO:0014201	Orphanet:369894	MONDO:equivalentObsolete
MONDO:0014249	Orphanet:50920	MONDO:equivalentObsolete
MONDO:0014448	Orphanet:276271	MONDO:equivalentObsolete
MONDO:0015083	Orphanet:100932	MONDO:equivalentObsolete
MONDO:0015091	Orphanet:100990	MONDO:equivalentObsolete
MONDO:0015095	Orphanet:101033	MONDO:equivalentObsolete
MONDO:0015102	Orphanet:101106	MONDO:equivalentObsolete
MONDO:0015120	Orphanet:101949	MONDO:equivalentObsolete
MONDO:0015163	Orphanet:102373	MONDO:equivalentObsolete
MONDO:0015172	Orphanet:103912	MONDO:equivalentObsolete
MONDO:0015173	Orphanet:103916	MONDO:equivalentObsolete
MONDO:0015174	Orphanet:103917	MONDO:equivalentObsolete
MONDO:0015217	Orphanet:108985	MONDO:equivalentObsolete
MONDO:0015218	Orphanet:108987	MONDO:equivalentObsolete
MONDO:0015255	Orphanet:1256	MONDO:equivalentObsolete
MONDO:0015256	Orphanet:1258	MONDO:equivalentObsolete
MONDO:0015257	Orphanet:1260	MONDO:equivalentObsolete
MONDO:0015288	Orphanet:137586	MONDO:equivalentObsolete
MONDO:0015297	Orphanet:137653	MONDO:equivalentObsolete
MONDO:0015308	Orphanet:137871	MONDO:equivalentObsolete
MONDO:0015358	Orphanet:140450	MONDO:equivalentObsolete
MONDO:0015398	Orphanet:141136	MONDO:equivalentObsolete
MONDO:0015424	Orphanet:1420	MONDO:equivalentObsolete
MONDO:0015429	Orphanet:1434	MONDO:equivalentObsolete
MONDO:0015468	Orphanet:1530	MONDO:equivalentObsolete
MONDO:0015474	Orphanet:1549	MONDO:equivalentObsolete
MONDO:0015486	Orphanet:2335	MONDO:equivalentObsolete
MONDO:0015493	Orphanet:156156	MONDO:equivalentObsolete
MONDO:0015551	Orphanet:158665	MONDO:equivalentObsolete
MONDO:0015559	Orphanet:158793	MONDO:equivalentObsolete
MONDO:0015560	Orphanet:158796	MONDO:equivalentObsolete
MONDO:0015569	Orphanet:162521	MONDO:equivalentObsolete
MONDO:0015589	Orphanet:163895	MONDO:equivalentObsolete
MONDO:0015593	Orphanet:163914	MONDO:equivalentObsolete
MONDO:0015594	Orphanet:163918	MONDO:equivalentObsolete
MONDO:0015602	Orphanet:163988	MONDO:equivalentObsolete
MONDO:0015732	Orphanet:171208	MONDO:equivalentObsolete
MONDO:0015742	Orphanet:171676	MONDO:equivalentObsolete
MONDO:0015752	Orphanet:171860	MONDO:equivalentObsolete
MONDO:0015838	Orphanet:180118	MONDO:equivalentObsolete
MONDO:0015874	Orphanet:180284	MONDO:equivalentObsolete
MONDO:0015902	Orphanet:181425	MONDO:equivalentObsolete
MONDO:0015907	Orphanet:1819	MONDO:equivalentObsolete
MONDO:0015912	Orphanet:1019	MONDO:equivalentObsolete
MONDO:0015912	Orphanet:1984	MONDO:equivalentObsolete
MONDO:0015912	Orphanet:807	MONDO:equivalentObsolete
MONDO:0015912	Orphanet:850	MONDO:equivalentObsolete
MONDO:0015919	Orphanet:182073	MONDO:equivalentObsolete
MONDO:0015920	Orphanet:182076	MONDO:equivalentObsolete
MONDO:0015937	Orphanet:182214	MONDO:equivalentObsolete
MONDO:0015964	Orphanet:183598	MONDO:equivalentObsolete
MONDO:0015965	Orphanet:183601	MONDO:equivalentObsolete
MONDO:0015985	Orphanet:1844	MONDO:equivalentObsolete
MONDO:0015994	Orphanet:1877	MONDO:equivalentObsolete
MONDO:0016024	Orphanet:1940	MONDO:equivalentObsolete
MONDO:0016028	Orphanet:1956	MONDO:equivalentObsolete
MONDO:0016082	Orphanet:2042	MONDO:equivalentObsolete
MONDO:0016111	Orphanet:206659	MONDO:equivalentObsolete
MONDO:0016124	Orphanet:206985	MONDO:equivalentObsolete
MONDO:0016161	Orphanet:2081	MONDO:equivalentObsolete
MONDO:0016271	Orphanet:213741	MONDO:equivalentObsolete
MONDO:0016297	Orphanet:216445	MONDO:equivalentObsolete
MONDO:0016298	Orphanet:216452	MONDO:equivalentObsolete
MONDO:0016373	Orphanet:221106	MONDO:equivalentObsolete
MONDO:0016377	Orphanet:221150	MONDO:equivalentObsolete
MONDO:0016420	Orphanet:227786	MONDO:equivalentObsolete
MONDO:0016451	Orphanet:228315	MONDO:equivalentObsolete
MONDO:0016452	Orphanet:228318	MONDO:equivalentObsolete
MONDO:0016469	Orphanet:230845	MONDO:equivalentObsolete
MONDO:0016560	Orphanet:238766	MONDO:equivalentObsolete
MONDO:0016572	Orphanet:2431	MONDO:equivalentObsolete
MONDO:0016583	Orphanet:2454	MONDO:equivalentObsolete
MONDO:0016615	Orphanet:247839	MONDO:equivalentObsolete
MONDO:0016617	Orphanet:247854	MONDO:equivalentObsolete
MONDO:0016626	Orphanet:248305	MONDO:equivalentObsolete
MONDO:0016697	Orphanet:251633	MONDO:equivalentObsolete
MONDO:0016795	Orphanet:254793	MONDO:equivalentObsolete
MONDO:0016827	Orphanet:2601	MONDO:equivalentObsolete
MONDO:0016857	Orphanet:261559	MONDO:equivalentObsolete
MONDO:0016858	Orphanet:261572	MONDO:equivalentObsolete
MONDO:0016859	Orphanet:261579	MONDO:equivalentObsolete
MONDO:0016980	Orphanet:263355	MONDO:equivalentObsolete
MONDO:0016983	Orphanet:263417	MONDO:equivalentObsolete
MONDO:0016997	Orphanet:263676	MONDO:equivalentObsolete
MONDO:0017025	Orphanet:264724	MONDO:equivalentObsolete
MONDO:0017029	Orphanet:264750	MONDO:equivalentObsolete
MONDO:0017036	Orphanet:264955	MONDO:equivalentObsolete
MONDO:0017045	Orphanet:2676	MONDO:equivalentObsolete
MONDO:0017046	Orphanet:2677	MONDO:equivalentObsolete
MONDO:0017106	Orphanet:269200	MONDO:equivalentObsolete
MONDO:0017126	Orphanet:2716	MONDO:equivalentObsolete
MONDO:0017191	Orphanet:276624	MONDO:equivalentObsolete
MONDO:0017192	Orphanet:276627	MONDO:equivalentObsolete
MONDO:0017236	Orphanet:280569	MONDO:equivalentObsolete
MONDO:0017294	Orphanet:284408	MONDO:equivalentObsolete
MONDO:0017336	Orphanet:289527	MONDO:equivalentObsolete
MONDO:0017378	Orphanet:2925	MONDO:equivalentObsolete
MONDO:0017399	Orphanet:293848	MONDO:equivalentObsolete
MONDO:0017413	Orphanet:294049	MONDO:equivalentObsolete
MONDO:0017421	Orphanet:294929	MONDO:equivalentObsolete
MONDO:0017422	Orphanet:294931	MONDO:equivalentObsolete
MONDO:0017423	Orphanet:294935	MONDO:equivalentObsolete
MONDO:0017424	Orphanet:294937	MONDO:equivalentObsolete
MONDO:0017425	Orphanet:294939	MONDO:equivalentObsolete
MONDO:0017426	Orphanet:294942	MONDO:equivalentObsolete
MONDO:0017448	Orphanet:294990	MONDO:equivalentObsolete
MONDO:0017449	Orphanet:294992	MONDO:equivalentObsolete
MONDO:0017450	Orphanet:294994	MONDO:equivalentObsolete
MONDO:0017451	Orphanet:294996	MONDO:equivalentObsolete
MONDO:0017452	Orphanet:294998	MONDO:equivalentObsolete
MONDO:0017457	Orphanet:295006	MONDO:equivalentObsolete
MONDO:0017458	Orphanet:295008	MONDO:equivalentObsolete
MONDO:0017459	Orphanet:295010	MONDO:equivalentObsolete
MONDO:0017472	Orphanet:295038	MONDO:equivalentObsolete
MONDO:0017473	Orphanet:295041	MONDO:equivalentObsolete
MONDO:0017478	Orphanet:295053	MONDO:equivalentObsolete
MONDO:0017479	Orphanet:295055	MONDO:equivalentObsolete
MONDO:0017480	Orphanet:295057	MONDO:equivalentObsolete
MONDO:0017481	Orphanet:295059	MONDO:equivalentObsolete
MONDO:0017482	Orphanet:295061	MONDO:equivalentObsolete
MONDO:0017483	Orphanet:295063	MONDO:equivalentObsolete
MONDO:0017484	Orphanet:295065	MONDO:equivalentObsolete
MONDO:0017485	Orphanet:295067	MONDO:equivalentObsolete
MONDO:0017486	Orphanet:295069	MONDO:equivalentObsolete
MONDO:0017487	Orphanet:295071	MONDO:equivalentObsolete
MONDO:0017488	Orphanet:295073	MONDO:equivalentObsolete
MONDO:0017489	Orphanet:295075	MONDO:equivalentObsolete
MONDO:0017490	Orphanet:295077	MONDO:equivalentObsolete
MONDO:0017491	Orphanet:295079	MONDO:equivalentObsolete
MONDO:0017492	Orphanet:295081	MONDO:equivalentObsolete
MONDO:0017493	Orphanet:295083	MONDO:equivalentObsolete
MONDO:0017494	Orphanet:295085	MONDO:equivalentObsolete
MONDO:0017495	Orphanet:295087	MONDO:equivalentObsolete
MONDO:0017496	Orphanet:295089	MONDO:equivalentObsolete
MONDO:0017497	Orphanet:295091	MONDO:equivalentObsolete
MONDO:0017498	Orphanet:295093	MONDO:equivalentObsolete
MONDO:0017499	Orphanet:295095	MONDO:equivalentObsolete
MONDO:0017500	Orphanet:295097	MONDO:equivalentObsolete
MONDO:0017501	Orphanet:295099	MONDO:equivalentObsolete
MONDO:0017502	Orphanet:295101	MONDO:equivalentObsolete
MONDO:0017503	Orphanet:295103	MONDO:equivalentObsolete
MONDO:0017504	Orphanet:295105	MONDO:equivalentObsolete
MONDO:0017505	Orphanet:295107	MONDO:equivalentObsolete
MONDO:0017506	Orphanet:295110	MONDO:equivalentObsolete
MONDO:0017507	Orphanet:295112	MONDO:equivalentObsolete
MONDO:0017508	Orphanet:295114	MONDO:equivalentObsolete
MONDO:0017509	Orphanet:295116	MONDO:equivalentObsolete
MONDO:0017510	Orphanet:295118	MONDO:equivalentObsolete
MONDO:0017511	Orphanet:295120	MONDO:equivalentObsolete
MONDO:0017512	Orphanet:295122	MONDO:equivalentObsolete
MONDO:0017513	Orphanet:295124	MONDO:equivalentObsolete
MONDO:0017514	Orphanet:295126	MONDO:equivalentObsolete
MONDO:0017515	Orphanet:295128	MONDO:equivalentObsolete
MONDO:0017516	Orphanet:295130	MONDO:equivalentObsolete
MONDO:0017517	Orphanet:295132	MONDO:equivalentObsolete
MONDO:0017518	Orphanet:295134	MONDO:equivalentObsolete
MONDO:0017519	Orphanet:295136	MONDO:equivalentObsolete
MONDO:0017520	Orphanet:295138	MONDO:equivalentObsolete
MONDO:0017521	Orphanet:295140	MONDO:equivalentObsolete
MONDO:0017522	Orphanet:295142	MONDO:equivalentObsolete
MONDO:0017523	Orphanet:295144	MONDO:equivalentObsolete
MONDO:0017524	Orphanet:295146	MONDO:equivalentObsolete
MONDO:0017525	Orphanet:295148	MONDO:equivalentObsolete
MONDO:0017526	Orphanet:295150	MONDO:equivalentObsolete
MONDO:0017527	Orphanet:295152	MONDO:equivalentObsolete
MONDO:0017528	Orphanet:295154	MONDO:equivalentObsolete
MONDO:0017529	Orphanet:295159	MONDO:equivalentObsolete
MONDO:0017530	Orphanet:295161	MONDO:equivalentObsolete
MONDO:0017531	Orphanet:295163	MONDO:equivalentObsolete
MONDO:0017532	Orphanet:295165	MONDO:equivalentObsolete
MONDO:0017533	Orphanet:295167	MONDO:equivalentObsolete
MONDO:0017534	Orphanet:295169	MONDO:equivalentObsolete
MONDO:0017535	Orphanet:295171	MONDO:equivalentObsolete
MONDO:0017536	Orphanet:295173	MONDO:equivalentObsolete
MONDO:0017537	Orphanet:295175	MONDO:equivalentObsolete
MONDO:0017538	Orphanet:295177	MONDO:equivalentObsolete
MONDO:0017539	Orphanet:295179	MONDO:equivalentObsolete
MONDO:0017540	Orphanet:295181	MONDO:equivalentObsolete
MONDO:0017541	Orphanet:295183	MONDO:equivalentObsolete
MONDO:0017542	Orphanet:295185	MONDO:equivalentObsolete
MONDO:0017548	Orphanet:295205	MONDO:equivalentObsolete
MONDO:0017549	Orphanet:295207	MONDO:equivalentObsolete
MONDO:0017550	Orphanet:295209	MONDO:equivalentObsolete
MONDO:0017551	Orphanet:295211	MONDO:equivalentObsolete
MONDO:0017556	Orphanet:295221	MONDO:equivalentObsolete
MONDO:0017557	Orphanet:295223	MONDO:equivalentObsolete
MONDO:0017562	Orphanet:295234	MONDO:equivalentObsolete
MONDO:0017563	Orphanet:295237	MONDO:equivalentObsolete
MONDO:0017616	Orphanet:3062	MONDO:equivalentObsolete
MONDO:0017642	Orphanet:3067	MONDO:equivalentObsolete
MONDO:0017655	Orphanet:306762	MONDO:equivalentObsolete
MONDO:0017770	Orphanet:3105	MONDO:equivalentObsolete
MONDO:0017832	Orphanet:314946	MONDO:equivalentObsolete
MONDO:0017887	Orphanet:319314	MONDO:equivalentObsolete
MONDO:0017984	Orphanet:3267	MONDO:equivalentObsolete
MONDO:0017996	Orphanet:329255	MONDO:equivalentObsolete
MONDO:0018070	Orphanet:338	MONDO:equivalentObsolete
MONDO:0018104	Orphanet:3460	MONDO:equivalentObsolete
MONDO:0018107	Orphanet:35061	MONDO:equivalentObsolete
MONDO:0018110	Orphanet:35064	MONDO:equivalentObsolete
MONDO:0018111	Orphanet:35065	MONDO:equivalentObsolete
MONDO:0018122	Orphanet:352487	MONDO:equivalentObsolete
MONDO:0018138	Orphanet:352740	MONDO:equivalentObsolete
MONDO:0018154	Orphanet:35688	MONDO:equivalentObsolete
MONDO:0018267	Orphanet:370114	MONDO:equivalentObsolete
MONDO:0018285	Orphanet:371054	MONDO:equivalentObsolete
MONDO:0018286	Orphanet:371064	MONDO:equivalentObsolete
MONDO:0018420	Orphanet:401825	MONDO:equivalentObsolete
MONDO:0018491	Orphanet:422519	MONDO:equivalentObsolete
MONDO:0018503	Orphanet:423781	MONDO:equivalentObsolete
MONDO:0018563	Orphanet:435623	MONDO:equivalentObsolete
MONDO:0018665	Orphanet:448348	MONDO:equivalentObsolete
MONDO:0018708	Orphanet:457252	MONDO:equivalentObsolete
MONDO:0018722	Orphanet:458841	MONDO:equivalentObsolete
MONDO:0018962	Orphanet:620	MONDO:equivalentObsolete
MONDO:0018989	Orphanet:64740	MONDO:equivalentObsolete
MONDO:0019103	Orphanet:71269	MONDO:equivalentObsolete
MONDO:0019116	Orphanet:717	MONDO:equivalentObsolete
MONDO:0019172	Orphanet:77	MONDO:equivalentObsolete
MONDO:0019206	Orphanet:79132	MONDO:equivalentObsolete
MONDO:0019297	Orphanet:79383	MONDO:equivalentObsolete
MONDO:0019348	Orphanet:82004	MONDO:equivalentObsolete
MONDO:0019389	Orphanet:83648	MONDO:equivalentObsolete
MONDO:0019397	Orphanet:84096	MONDO:equivalentObsolete
MONDO:0019401	Orphanet:84271	MONDO:equivalentObsolete
MONDO:0019410	Orphanet:85196	MONDO:equivalentObsolete
MONDO:0019417	Orphanet:85318	MONDO:equivalentObsolete
MONDO:0019426	Orphanet:85330	MONDO:equivalentObsolete
MONDO:0019520	Orphanet:89832	MONDO:equivalentObsolete
MONDO:0019563	Orphanet:90290	MONDO:equivalentObsolete
MONDO:0019649	Orphanet:93206	MONDO:equivalentObsolete
MONDO:0019650	Orphanet:93207	MONDO:equivalentObsolete
MONDO:0019651	Orphanet:93209	MONDO:equivalentObsolete
MONDO:0019652	Orphanet:93214	MONDO:equivalentObsolete
MONDO:0019653	Orphanet:93216	MONDO:equivalentObsolete
MONDO:0019654	Orphanet:93217	MONDO:equivalentObsolete
MONDO:0019655	Orphanet:93218	MONDO:equivalentObsolete
MONDO:0019656	Orphanet:93220	MONDO:equivalentObsolete
MONDO:0019657	Orphanet:93221	MONDO:equivalentObsolete
MONDO:0019658	Orphanet:93222	MONDO:equivalentObsolete
MONDO:0019723	Orphanet:93550	MONDO:equivalentObsolete
MONDO:0019724	Orphanet:93551	MONDO:equivalentObsolete
MONDO:0019738	Orphanet:93579	MONDO:equivalentObsolete
MONDO:0019752	Orphanet:93682	MONDO:equivalentObsolete
MONDO:0019760	Orphanet:93937	MONDO:equivalentObsolete
MONDO:0019765	Orphanet:93942	MONDO:equivalentObsolete
