term_id	term_label	1_in_mirror_tsv	2_in_component_tsv	3_in_mondo_xrefs	in1_notIn2_in3
NCIT:C3134	Epidermal Inclusion Cyst	True	False	True	True
NCIT:C131526	Ependymal Tumor of Spinal Cord	True	False	True	True
NCIT:C28327	Endocervical Carcinoma	True	False	True	True
NCIT:C18252	EXT2 Gene	True	False	True	True
NCIT:C26756	Dyspepsia	True	False	True	True
NCIT:C2996	Dysgerminoma	True	False	True	True
NCIT:C28076	Disease Grade Qualifier	True	False	True	True
NCIT:C42088	Cortical Dysplasia	True	False	True	True
NCIT:C37930	Constipation	True	False	True	True
NCIT:C4847	Colon Dysplasia	True	False	True	True
NCIT:C129438	Chromosome 17 Abnormality	True	False	True	True
NCIT:C6827	Chromosomal Inversion	True	False	True	True
NCIT:C4351	Choroid Plexus Cyst	True	False	True	True
NCIT:C40202	Cervical Mucinous Adenocarcinoma, Endocervical-Type	True	False	True	True
NCIT:C84627	Cerebrospinal Fluid Rhinorrhea	True	False	True	True
NCIT:C4657	Central Nervous System Cyst	True	False	True	True
NCIT:C3672	Calcification	True	False	True	True
NCIT:C34441	Burn	True	False	True	True
NCIT:C6977	Breast Papillomatosis	True	False	True	True
NCIT:C4191	Breast Intracystic Papilloma	True	False	True	True
NCIT:C6941	Breast Blunt Duct Adenosis	True	False	True	True
NCIT:C3861	Brain Ependymal Tumor	True	False	True	True
NCIT:C9175	Bowel Obstruction	True	False	True	True
NCIT:C4294	Benign Mesonephroma	True	False	True	True
NCIT:C4654	Atypical Endometrial Hyperplasia	True	False	True	True
NCIT:C3455	Arachnoid Cyst	True	False	True	True
NCIT:C32132	Apocrine Sweat Gland	True	False	True	True
NCIT:C98823	Apnea of Prematurity	True	False	True	True
NCIT:C2873	Aneuploidy	True	False	True	True
NCIT:C27378	Adult Myxoid Chondrosarcoma	True	False	True	True
NCIT:C155766	Acute Lung Injury	True	False	True	True
NCIT:C131091	Acquired Testicular Failure	True	False	True	True
NCIT:C50795	Abnormal Vaginal Discharge	True	False	True	True
Orphanet:557494	subtype of a disorder	True	False	True	True
Orphanet:409941	not genetically inherited	True	False	True	True
Orphanet:557492	group of disorders	True	False	True	True
Orphanet:295193	Zygodactyly type 4	True	False	True	True
Orphanet:295191	Zygodactyly type 3	True	False	True	True
Orphanet:295189	Zygodactyly type 2	True	False	True	True
Orphanet:295187	Zygodactyly type 1	True	False	True	True
Orphanet:439196	Zinc-responsive necrolytic acral erythema	True	False	True	True
Orphanet:3473	Zimmermann-Laband syndrome	True	False	True	True
Orphanet:217017	Zechi-Ceide syndrome	True	False	True	True
Orphanet:3472	Yunis-Varon syndrome	True	False	True	True
Orphanet:252006	Yolk sac tumor of central nervous system	True	False	True	True
Orphanet:263746	Y chromosome number anomaly	True	False	True	True
Orphanet:261483	Xq27.3q28 duplication syndrome	True	False	True	True
Orphanet:521258	Xq25 microduplication syndrome	True	False	True	True
Orphanet:1435	Xq21 microdeletion syndrome	True	False	True	True
Orphanet:314389	Xq12-q13.3 duplication syndrome	True	False	True	True
Orphanet:1643	Xp22.3 microdeletion syndrome	True	False	True	True
Orphanet:284180	Xp22.13p22.2 duplication syndrome	True	False	True	True
Orphanet:93602	Xanthinuria type II	True	False	True	True
Orphanet:93601	Xanthinuria type I	True	False	True	True
Orphanet:1770	XY type gonadal dysgenesis-associated anomalies syndrome	True	False	True	True
Orphanet:3469	XK aprosencephaly syndrome	True	False	True	True
Orphanet:852	X-linked thrombocytopenia with normal platelets	True	False	True	True
Orphanet:85297	X-linked spinocerebellar ataxia type 3	True	False	True	True
Orphanet:1436	X-linked skeletal dysplasia-intellectual disability syndrome	True	False	True	True
Orphanet:792	X-linked retinoschisis	True	False	True	True
Orphanet:320332	X-linked pure spastic paraplegia	True	False	True	True
Orphanet:90625	X-linked non-syndromic sensorineural deafness type DFN	True	False	True	True
Orphanet:777	X-linked non-syndromic intellectual disability	True	False	True	True
Orphanet:383	X-linked mixed deafness with perilymphatic gusher	True	False	True	True
Orphanet:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	True	False	True	True
Orphanet:319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	True	False	True	True
Orphanet:319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	True	False	True	True
Orphanet:1131	X-linked mandibulofacial dysostosis	True	False	True	True
Orphanet:2442	X-linked lymphoproliferative disease	True	False	True	True
Orphanet:452	X-linked lissencephaly with abnormal genitalia	True	False	True	True
Orphanet:79447	X-linked lethal multiple pterygium syndrome	True	False	True	True
Orphanet:482606	X-linked keloid scarring-reduced joint mobility-increased optic cup-to-disc ratio syndrome	True	False	True	True
Orphanet:457240	X-linked intellectual disability-short stature-overweight syndrome	True	False	True	True
Orphanet:3077	X-linked intellectual disability-psychosis-macroorchidism syndrome	True	False	True	True
Orphanet:2898	X-linked intellectual disability-plagiocephaly syndrome	True	False	True	True
Orphanet:85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	True	False	True	True
Orphanet:73220	X-linked intellectual disability-hypotonic face syndrome	True	False	True	True
Orphanet:85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	True	False	True	True
Orphanet:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	True	False	True	True
Orphanet:85317	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	True	False	True	True
Orphanet:480907	X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome	True	False	True	True
Orphanet:85319	X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	True	False	True	True
Orphanet:2076	X-linked intellectual disability-epilepsy syndrome	True	False	True	True
Orphanet:2958	X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome	True	False	True	True
Orphanet:85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome	True	False	True	True
Orphanet:85330	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	True	False	True	True
Orphanet:459070	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	True	False	True	True
Orphanet:1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome	True	False	True	True
Orphanet:85290	X-linked intellectual disability, Wilson type	True	False	True	True
Orphanet:163976	X-linked intellectual disability, Van Esch type	True	False	True	True
Orphanet:85328	X-linked intellectual disability, Turner type	True	False	True	True
Orphanet:93950	X-linked intellectual disability, Sutherland-Haan type	True	False	True	True
Orphanet:85326	X-linked intellectual disability, Stoll type	True	False	True	True
Orphanet:85288	X-linked intellectual disability, Stocco Dos Santos type	True	False	True	True
Orphanet:85325	X-linked intellectual disability, Stevenson type	True	False	True	True
Orphanet:85287	X-linked intellectual disability, Siderius type	True	False	True	True
Orphanet:85324	X-linked intellectual disability, Shrimpton type	True	False	True	True
Orphanet:85286	X-linked intellectual disability, Shashi type	True	False	True	True
Orphanet:85285	X-linked intellectual disability, Schimke type	True	False	True	True
Orphanet:93945	X-linked intellectual disability, Porteous type	True	False	True	True
Orphanet:85322	X-linked intellectual disability, Pai type	True	False	True	True
Orphanet:85283	X-linked intellectual disability, Miles-Carpenter type	True	False	True	True
Orphanet:93947	X-linked intellectual disability, Golabi-Ito-Hall type	True	False	True	True
Orphanet:85277	X-linked intellectual disability, Cantagrel type	True	False	True	True
Orphanet:85293	X-linked intellectual disability, Cabezas type	True	False	True	True
Orphanet:3056	X-linked intellectual disability, Brooks type	True	False	True	True
Orphanet:85276	X-linked intellectual disability, Armfield type	True	False	True	True
Orphanet:85273	X-linked intellectual disability, Abidi type	True	False	True	True
Orphanet:67045	X-linked intellectual disability with isolated growth hormone deficiency	True	False	True	True
Orphanet:281210	X-linked ichthyosis syndrome	True	False	True	True
Orphanet:181	X-linked hypohidrotic ectodermal dysplasia	True	False	True	True
Orphanet:101088	X-linked hyper-IgM syndrome	True	False	True	True
Orphanet:480880	X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability	True	False	True	True
Orphanet:500188	X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome	True	False	True	True
Orphanet:404538	X-linked distal hereditary motor neuropathy	True	False	True	True
Orphanet:79495	X-linked congenital generalized hypertrichosis	True	False	True	True
Orphanet:306617	X-linked complicated spastic paraplegia type 1	True	False	True	True
Orphanet:1497	X-linked complicated corpus callosum dysgenesis	True	False	True	True
Orphanet:98888	X-linked complex spastic paraplegia	True	False	True	True
Orphanet:431140	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	True	False	True	True
Orphanet:324601	X-linked cleft palate and ankyloglossia	True	False	True	True
Orphanet:139396	X-linked cerebral adrenoleukodystrophy	True	False	True	True
Orphanet:247765	X-linked cerebellar ataxia	True	False	True	True
Orphanet:47	X-linked agammaglobulinemia	True	False	True	True
Orphanet:98863	X-linked Emery-Dreifuss muscular dystrophy	True	False	True	True
Orphanet:64747	X-linked Charcot-Marie-Tooth disease	True	False	True	True
Orphanet:1018	X-linked Alport syndrome-diffuse leiomyomatosis	True	False	True	True
Orphanet:88917	X-linked Alport syndrome	True	False	True	True
Orphanet:96201	X small rings	True	False	True	True
Orphanet:263720	X chromosome number anomaly with male phenotype	True	False	True	True
Orphanet:263717	X chromosome number anomaly with female phenotype	True	False	True	True
Orphanet:263714	X chromosome number anomaly	True	False	True	True
Orphanet:263749	X and Y chromosomal anomaly	True	False	True	True
Orphanet:53719	Wyburn-Mason syndrome	True	False	True	True
Orphanet:2834	Wrinkly skin syndrome	True	False	True	True
Orphanet:178475	Wound botulism	True	False	True	True
Orphanet:3465	Worster-Drought syndrome	True	False	True	True
Orphanet:166277	Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	True	False	True	True
Orphanet:1409	Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome	True	False	True	True
Orphanet:75233	Wolman disease	True	False	True	True
Orphanet:280	Wolf-Hirschhorn syndrome	True	False	True	True
Orphanet:500163	Witteveen-Kolk syndrome	True	False	True	True
Orphanet:3459	Wilson-Turner syndrome	True	False	True	True
Orphanet:411501	Williams-Campbell syndrome	True	False	True	True
Orphanet:904	Williams syndrome	True	False	True	True
Orphanet:3456	Wildervanck syndrome	True	False	True	True
Orphanet:319182	Wiedemann-Steiner syndrome	True	False	True	True
Orphanet:3455	Wiedemann-Rautenstrauch syndrome	True	False	True	True
Orphanet:3207	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome	True	False	True	True
Orphanet:2475	White forelock with malformations	True	False	True	True
Orphanet:263331	Well-differentiated thymic neuroendocrine carcinoma	True	False	True	True
Orphanet:99971	Well-differentiated liposarcoma	True	False	True	True
Orphanet:3450	Weissenbacher-Zweymuller syndrome	True	False	True	True
Orphanet:3344	Weismann-Netter syndrome	True	False	True	True
Orphanet:3449	Weill-Marchesani syndrome	True	False	True	True
Orphanet:3448	Weaver-Williams syndrome	True	False	True	True
Orphanet:3447	Weaver syndrome	True	False	True	True
Orphanet:3444	Watson syndrome	True	False	True	True
Orphanet:100067	Waterhouse-Friderichsen syndrome	True	False	True	True
Orphanet:280558	Warsaw breakage syndrome	True	False	True	True
Orphanet:896	Waardenburg syndrome type 3	True	False	True	True
Orphanet:895	Waardenburg syndrome type 2	True	False	True	True
Orphanet:894	Waardenburg syndrome type 1	True	False	True	True
Orphanet:893	WAGR syndrome	True	False	True	True
Orphanet:466943	WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome	True	False	True	True
Orphanet:2804	W syndrome	True	False	True	True
Orphanet:494448	Vulvar squamous cell carcinoma	True	False	True	True
Orphanet:494451	Vulvar basal cell carcinoma	True	False	True	True
Orphanet:494454	Vulvar adenocarcinoma	True	False	True	True
Orphanet:166096	Von Willebrand disease type 3	True	False	True	True
Orphanet:166093	Von Willebrand disease type 2N	True	False	True	True
Orphanet:166090	Von Willebrand disease type 2M	True	False	True	True
Orphanet:166087	Von Willebrand disease type 2B	True	False	True	True
Orphanet:166084	Von Willebrand disease type 2A	True	False	True	True
Orphanet:166081	Von Willebrand disease type 2	True	False	True	True
Orphanet:166078	Von Willebrand disease type 1	True	False	True	True
Orphanet:3439	Von Voss-Cherstvoy syndrome	True	False	True	True
Orphanet:98668	Vitreoretinopathy	True	False	True	True
Orphanet:1914	Vitamin K antagonist embryofetopathy	True	False	True	True
Orphanet:289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0	True	False	True	True
Orphanet:79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	True	False	True	True
Orphanet:308442	Vitamin B12-responsive methylmalonic acidemia, type cblDv2	True	False	True	True
Orphanet:79311	Vitamin B12-responsive methylmalonic acidemia type cblB	True	False	True	True
Orphanet:79310	Vitamin B12-responsive methylmalonic acidemia type cblA	True	False	True	True
Orphanet:98415	Vitamin B12- and folate-independent constitutional megaloblastic anemia	True	False	True	True
Orphanet:73246	Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome	True	False	True	True
Orphanet:98041	Visceral malformation of the liver, biliary tract, pancreas or spleen	True	False	True	True
Orphanet:280068	Visceral calciphylaxis	True	False	True	True
Orphanet:341	Viral hemorrhagic fever	True	False	True	True
Orphanet:1493	Vici syndrome	True	False	True	True
Orphanet:252175	Vestibular schwannoma	True	False	True	True
Orphanet:79467	Verrucous nevus	True	False	True	True
Orphanet:3429	Verloove Vanhorick-Brubakk syndrome	True	False	True	True
Orphanet:3201	Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome	True	False	True	True
Orphanet:357131	Venous thoracic outlet syndrome	True	False	True	True
Orphanet:3424	Velo-facial-skeletal syndrome	True	False	True	True
Orphanet:1053	Vein of Galen aneurysmal malformation	True	False	True	True
Orphanet:538872	Vegetative pyoderma gangrenosum	True	False	True	True
Orphanet:52759	Vasculitis	True	False	True	True
Orphanet:230845	Vascular-like classical Ehlers-Danlos syndrome	True	False	True	True
Orphanet:458827	Vascular tumor with associated anomalies	True	False	True	True
Orphanet:68419	Vascular anomaly or angioma	True	False	True	True
Orphanet:231413	Variant of Guillain-Barré syndrome	True	False	True	True
Orphanet:888	Van der Woude syndrome	True	False	True	True
Orphanet:2460	Van den Ende-Gupta syndrome	True	False	True	True
Orphanet:3417	Van den Bosch syndrome	True	False	True	True
Orphanet:99054	Valvular pulmonary stenosis	True	False	True	True
Orphanet:65681	Vaginal atresia	True	False	True	True
Orphanet:887	VACTERL/VATER association	True	False	True	True
Orphanet:3412	VACTERL with hydrocephalus	True	False	True	True
Orphanet:98715	Uveitis	True	False	True	True
Orphanet:1473	Uveal coloboma-cleft lip and palate-intellectual disability	True	False	True	True
Orphanet:180062	Uterovaginal malformation	True	False	True	True
Orphanet:180139	Uterine hypoplasia	True	False	True	True
Orphanet:180145	Uterine cervical aplasia and agenesis	True	False	True	True
Orphanet:231183	Usher syndrome type 3	True	False	True	True
Orphanet:231178	Usher syndrome type 2	True	False	True	True
Orphanet:231169	Usher syndrome type 1	True	False	True	True
Orphanet:83001	Urogenital tract malformation	True	False	True	True
Orphanet:3409	Urban-Rogers-Meyer syndrome	True	False	True	True
Orphanet:431344	Urachal sinus	True	False	True	True
Orphanet:431347	Urachal diverticulum	True	False	True	True
Orphanet:488	Urachal cyst	True	False	True	True
Orphanet:268770	Upper thoracic spina bifida cystica	True	False	True	True
Orphanet:268740	Upper thoracic spina bifida aperta	True	False	True	True
Orphanet:2497	Upper limb mesomelic dysplasia	True	False	True	True
Orphanet:295049	Upper limb hypertrophy	True	False	True	True
Orphanet:2489	Upper limb defect-eye and ear abnormalities syndrome	True	False	True	True
Orphanet:3408	Upington disease	True	False	True	True
Orphanet:254837	Unspecified mitochondrial disorder	True	False	True	True
Orphanet:1464	Univentricular heart	True	False	True	True
Orphanet:95483	Univentricular cardiopathy	True	False	True	True
Orphanet:263793	Uniparental disomy of chromosome X	True	False	True	True
Orphanet:268943	Unilateral polymicrogyria	True	False	True	True
Orphanet:97363	Unilateral multicystic dysplastic kidney	True	False	True	True
Orphanet:101071	Unilateral hemispheric polymicrogyria	True	False	True	True
Orphanet:268947	Unilateral focal polymicrogyria	True	False	True	True
Orphanet:93176	Unilateral congenital megacalycosis	True	False	True	True
Orphanet:180071	Unilateral aplasia of the Müllerian ducts	True	False	True	True
Orphanet:180114	Unicervical bicornuate uterus	True	False	True	True
Orphanet:93685	Unicentric Castleman disease	True	False	True	True
Orphanet:102237	Unexplained periodic fever syndrome	True	False	True	True
Orphanet:104078	Unclassified intestinal pseudoobstruction	True	False	True	True
Orphanet:79385	Unclassified genetic skin disorder	True	False	True	True
Orphanet:217678	Unclassified cardiomyopathy	True	False	True	True
Orphanet:324936	Unclassified autoinflammatory syndrome	True	False	True	True
Orphanet:167714	Unclassified acute myeloid leukemia	True	False	True	True
Orphanet:3405	Umbilical cord ulceration-intestinal atresia syndrome	True	False	True	True
Orphanet:52056	Ulnar/fibula ray defect-brachydactyly syndrome	True	False	True	True
Orphanet:3138	Ulnar-mammary syndrome	True	False	True	True
Orphanet:1122	Ulnar hypoplasia-split foot syndrome	True	False	True	True
Orphanet:93320	Ulnar hemimelia	True	False	True	True
Orphanet:2249	Ulna hypoplasia-intellectual disability syndrome	True	False	True	True
Orphanet:3404	Ulbright-Hodes syndrome	True	False	True	True
Orphanet:3403	Uhl anomaly	True	False	True	True
Orphanet:88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	True	False	True	True
Orphanet:158766	Typical urticaria pigmentosa	True	False	True	True
Orphanet:102023	Typhus-group rickettsiosis	True	False	True	True
Orphanet:93421	Type 2 collagen-related bone disorder	True	False	True	True
Orphanet:477647	Type 1 interferonopathy	True	False	True	True
Orphanet:99413	Turner syndrome due to structural X chromosome anomalies	True	False	True	True
Orphanet:881	Turner syndrome	True	False	True	True
Orphanet:99818	Turcot syndrome with polyposis	True	False	True	True
Orphanet:99053	Tunnel subaortic stenosis	True	False	True	True
Orphanet:363472	Tumor of testis and paratestis	True	False	True	True
Orphanet:252025	Tumor of meninges	True	False	True	True
Orphanet:68347	Tumor of hematopoietic and lymphoid tissues	True	False	True	True
Orphanet:182130	Tumor of endocrine glands	True	False	True	True
Orphanet:252057	Tumor of cranial and spinal nerves	True	False	True	True
Orphanet:100048	Tubular duplication of the esophagus	True	False	True	True
Orphanet:3384	Truncus arteriosus	True	False	True	True
Orphanet:180074	True unicornuate uterus	True	False	True	True
Orphanet:295030	True congenital shoulder dislocation	True	False	True	True
Orphanet:3375	Trisomy X	True	False	True	True
Orphanet:236	Trisomy 9p	True	False	True	True
Orphanet:1752	Trisomy 8q	True	False	True	True
Orphanet:264450	Trisomy 8p	True	False	True	True
Orphanet:1742	Trisomy 5p	True	False	True	True
Orphanet:1738	Trisomy 4p	True	False	True	True
Orphanet:261318	Trisomy 20p	True	False	True	True
Orphanet:261344	Trisomy 1q	True	False	True	True
Orphanet:1715	Trisomy 18p	True	False	True	True
Orphanet:3380	Trisomy 18	True	False	True	True
Orphanet:261290	Trisomy 17p	True	False	True	True
Orphanet:3378	Trisomy 13	True	False	True	True
Orphanet:1699	Trisomy 12p	True	False	True	True
