mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		ventricular fibrillation	ventricular fibrillation				NCIT:C50799	Ventricular Fibrillation				
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		ventricular fibrillation	ventricular fibrillation				NCIT:C50799	Ventricular Fibrillation				
MONDO:0000190	ventricular fibrillation	oio:hasExactSynonym		VF	VF				NCIT:C50799	Ventricular Fibrillation	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		autosomal recessive infantile hypercalcemia	autosomal recessive infantile hypercalcemia				NCIT:C129734	Autosomal Recessive Infantile Hypercalcemia				
MONDO:0000212	hypercalcemia, infantile	oio:hasExactSynonym		idiopathic infantile hypercalcemia	idiopathic infantile hypercalcemia				NCIT:C129734	Autosomal Recessive Infantile Hypercalcemia	http://purl.obolibrary.org/obo/mondo#DEPRECATED	http://purl.obolibrary.org/obo/mondo#DEPRECATED		
MONDO:0000297	baylisascariasis	oio:hasExactSynonym		raccoon roundworm infection	raccoon roundworm infection				NCIT:C128397	Baylisascariasis				
MONDO:0000313	hypophosphatemia	oio:hasExactSynonym		hypophosphatemia	hypophosphatemia				NCIT:C37977	Hypophosphatemia				
MONDO:0000327	Buruli ulcer disease	oio:hasExactSynonym		Buruli ulcer	Buruli ulcer				NCIT:C84604	Buruli Ulcer				
MONDO:0000330	endemic typhus	oio:hasExactSynonym		endemic flea-borne typhus	endemic flea-borne typhus				NCIT:C84688	Endemic Typhus Fever				
MONDO:0000330	endemic typhus	oio:hasExactSynonym		endemic typhus fever	endemic typhus fever				NCIT:C84688	Endemic Typhus Fever				
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		exanthem subitum	exanthem subitum				NCIT:C128420	Roseola Infantum				
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		roseola	roseola				NCIT:C128420	Roseola Infantum				
MONDO:0000337	exanthema subitum	oio:hasExactSynonym		roseola Infantum	roseola Infantum				NCIT:C128420	Roseola Infantum				
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		scleroatonic Ullrich disease	scleroatonic Ullrich disease				NCIT:C123438	Ullrich Congenital Muscular Dystrophy				
MONDO:0000355	Ullrich congenital muscular dystrophy	oio:hasExactSynonym		UCMD	UCMD				NCIT:C123438	Ullrich Congenital Muscular Dystrophy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		
MONDO:0000359	spondylocostal dysostosis	oio:hasExactSynonym		spondylocostal dysostosis	spondylocostal dysostosis				NCIT:C125598	Spondylocostal Dysostosis				
MONDO:0000365	primary congenital glaucoma	oio:hasExactSynonym		primary congenital glaucoma	primary congenital glaucoma				NCIT:C150251	Primary Congenital Glaucoma				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of mouth	carcinoma in situ of mouth				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of oral cavity	carcinoma in situ of oral cavity				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the mouth	carcinoma in situ of the mouth				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the oral cavity	carcinoma in situ of the oral cavity				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		mouth carcinoma in situ	mouth carcinoma in situ				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of mouth	stage 0 carcinoma of mouth				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of oral cavity	stage 0 carcinoma of oral cavity				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the mouth	stage 0 carcinoma of the mouth				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the oral cavity	stage 0 carcinoma of the oral cavity				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 mouth carcinoma	stage 0 mouth carcinoma				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer	stage 0 oral cavity cancer				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v6	stage 0 oral cavity cancer aJCC v6				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v6 and v7	stage 0 oral cavity cancer aJCC v6 and v7				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity cancer aJCC v7	stage 0 oral cavity cancer aJCC v7				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000371	oral cavity carcinoma in situ	oio:hasExactSynonym		stage 0 oral cavity carcinoma	stage 0 oral cavity carcinoma				NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of pharynx	carcinoma in situ of pharynx				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		carcinoma in situ of the pharynx	carcinoma in situ of the pharynx				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharyngeal cancer stage 0	pharyngeal cancer stage 0				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharyngeal carcinoma in situ	pharyngeal carcinoma in situ				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		pharynx carcinoma in situ	pharynx carcinoma in situ				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of pharynx	stage 0 carcinoma of pharynx				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 carcinoma of the pharynx	stage 0 carcinoma of the pharynx				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal cancer	stage 0 pharyngeal cancer				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal carcinoma	stage 0 pharyngeal carcinoma				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharyngeal throat cancer	stage 0 pharyngeal throat cancer				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000372	pharynx carcinoma in situ	oio:hasExactSynonym		stage 0 pharynx carcinoma	stage 0 pharynx carcinoma				NCIT:C4942	Stage 0 Pharyngeal Cancer				
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		Leydig cell tumor, malignant	Leydig cell tumor, malignant				NCIT:C4213	Malignant Leydig Cell Tumor				
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		Leydig cell tumor, malignant	Leydig cell tumor, malignant				NCIT:C4213	Malignant Leydig Cell Tumor				
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		malignant Leydig cell neoplasm	malignant Leydig cell neoplasm				NCIT:C4213	Malignant Leydig Cell Tumor				
MONDO:0000377	malignant Leydig cell tumor	oio:hasExactSynonym		malignant interstitial cell neoplasm	malignant interstitial cell neoplasm				NCIT:C4213	Malignant Leydig Cell Tumor				
MONDO:0000378	malignant Sertoli cell tumor	oio:hasExactSynonym		Sertoli cell tumor, malignant	Sertoli cell tumor, malignant				NCIT:C67006	Malignant Sertoli Cell Tumor				
MONDO:0000378	malignant Sertoli cell tumor	oio:hasExactSynonym		malignant Androblastoma	malignant Androblastoma				NCIT:C67006	Malignant Sertoli Cell Tumor				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		accessory sinus cancer	accessory sinus cancer				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		accessory sinus carcinoma	accessory sinus carcinoma				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of accessory sinus	carcinoma of accessory sinus				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of paranasal sinus	carcinoma of paranasal sinus				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of the accessory sinus	carcinoma of the accessory sinus				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		carcinoma of the paranasal sinus	carcinoma of the paranasal sinus				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000380	paranasal sinus carcinoma	oio:hasExactSynonym		paranasal sinus carcinoma	paranasal sinus carcinoma				NCIT:C6014	Paranasal Sinus Carcinoma				
MONDO:0000383	benign reproductive system neoplasm	oio:hasExactSynonym		benign reproductive system neoplasm	benign reproductive system neoplasm				NCIT:C7617	Benign Reproductive System Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign bladder neoplasm	benign bladder neoplasm				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign bladder tumor	benign bladder tumor				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of bladder	benign neoplasm of bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of the bladder	benign neoplasm of the bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of the urinary bladder	benign neoplasm of the urinary bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign neoplasm of urinary bladder	benign neoplasm of urinary bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of bladder	benign tumor of bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of the bladder	benign tumor of the bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of the urinary bladder	benign tumor of the urinary bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign tumor of urinary bladder	benign tumor of urinary bladder				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign urinary bladder neoplasm	benign urinary bladder neoplasm				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000384	bladder benign neoplasm	oio:hasExactSynonym		benign urinary bladder tumor	benign urinary bladder tumor				NCIT:C3618	Benign Bladder Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI neoplasm	benign GI neoplasm				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI system neoplasm	benign GI system neoplasm				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI system tumor	benign GI system tumor				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign GI tumor	benign GI tumor				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign digestive system tumor	benign digestive system tumor				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal neoplasm	benign gastrointestinal neoplasm				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal system tumor	benign gastrointestinal system tumor				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign gastrointestinal tumor	benign gastrointestinal tumor				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of digestive system	benign neoplasm of digestive system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of gastrointestinal system	benign neoplasm of gastrointestinal system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign neoplasm of the digestive system	benign neoplasm of the digestive system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of GI system	benign tumor of GI system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of digestive system	benign tumor of digestive system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of gastrointestinal system	benign tumor of gastrointestinal system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the GI system	benign tumor of the GI system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the digestive system	benign tumor of the digestive system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000385	benign digestive system neoplasm	oio:hasExactSynonym		benign tumor of the gastrointestinal system	benign tumor of the gastrointestinal system				NCIT:C4787	Benign Digestive System Neoplasm				
MONDO:0000390	vitelliform macular dystrophy	oio:hasExactSynonym		vitelliform macular dystrophy	vitelliform macular dystrophy				NCIT:C118788	Vitelliform Macular Dystrophy				
MONDO:0000395	alcohol-related birth defect	oio:hasExactSynonym		alcohol related birth defect	alcohol related birth defect				NCIT:C92727	Alcohol Related Birth Defect				
MONDO:0000395	alcohol-related birth defect	oio:hasExactSynonym		ARBD	ARBD				NCIT:C92727	Alcohol Related Birth Defect	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell cancer	oat cell cancer				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell carcinoma	oat cell carcinoma				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		oat cell carcinoma	oat cell carcinoma				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell NEC	small cell NEC				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell cancer	small cell cancer				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell carcinoma	small cell carcinoma				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell neuroendocrine carcinoma	small cell neuroendocrine carcinoma				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000402	small cell carcinoma	oio:hasExactSynonym		small cell neuroendocrine carcinoma	small cell neuroendocrine carcinoma				NCIT:C3915	Small Cell Neuroendocrine Carcinoma				
MONDO:0000425	X-linked disease	oio:hasExactSynonym		X-linked inherited disorder	X-linked inherited disorder				NCIT:C85865	X-Linked Inherited Disorder				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-and NK-cell lymphoma	mature T-and NK-cell lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell lymphoma	mature T-cell and NK-cell lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell non-Hodgkin lymphoma	mature T-cell and NK-cell non-Hodgkin lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell and NK-cell non-Hodgkin's lymphoma	mature T-cell and NK-cell non-Hodgkin's lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		mature T-cell non-Hodgkin's lymphoma	mature T-cell non-Hodgkin's lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		peripheral T-cell lymphoma	peripheral T-cell lymphoma				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma				
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	oio:hasExactSynonym		PTCL	PTCL				NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		Immunocytoma, lymphoplasmacytic type	Immunocytoma, lymphoplasmacytic type				NCIT:C3212	Lymphoplasmacytic Lymphoma				
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		lymphoma, lymphoplasmacytic, malignant	lymphoma, lymphoplasmacytic, malignant				NCIT:C3212	Lymphoplasmacytic Lymphoma				
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		lymphoma, plasmacytic	lymphoma, plasmacytic				NCIT:C3212	Lymphoplasmacytic Lymphoma				
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		lymphoplasmacytic lymphoma	lymphoplasmacytic lymphoma				NCIT:C3212	Lymphoplasmacytic Lymphoma				
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		lymphoplasmacytoid lymphoma	lymphoplasmacytoid lymphoma				NCIT:C3212	Lymphoplasmacytic Lymphoma				
MONDO:0000437	cerebellar ataxia	oio:hasExactSynonym		spinocerebellar Degeneration	spinocerebellar Degeneration				NCIT:C82341	Spinocerebellar Ataxia				
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		polycystic liver disease	polycystic liver disease				NCIT:C82833	Polycystic Liver Disease				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		Paraganglionic neoplasm	Paraganglionic neoplasm				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		Paraganglionic tumor	Paraganglionic tumor				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		neoplasm of paraganglion	neoplasm of paraganglion				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		neoplasm of the paraganglion	neoplasm of the paraganglion				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		paraganglion neoplasm	paraganglion neoplasm				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		paraganglion tumor	paraganglion tumor				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		tumor of paraganglion	tumor of paraganglion				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		tumor of the paraganglion	tumor of the paraganglion				NCIT:C3308	Paraganglioma				
MONDO:0000448	paraganglioma	oio:hasExactSynonym		paraganglioma	paraganglioma				NCIT:C3308	Paraganglioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL		
MONDO:0000453	short QT syndrome	oio:hasExactSynonym		ventricular arrhythmia associated with short QT syndrome	ventricular arrhythmia associated with short QT syndrome				NCIT:C71060	Short QT Syndrome				
MONDO:0000453	short QT syndrome	oio:hasExactSynonym		short QT syndrome	short QT syndrome				NCIT:C71060	Short QT Syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL		
MONDO:0000457	classical glioblastoma	oio:hasExactSynonym		classical glioblastoma	classical glioblastoma				NCIT:C111694	Classical Glioblastoma				
