mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type	mondo_evidence	synonym_scope_mondo
MONDO:0000380	paranasal sinus carcinoma	DOID:0050619	paranasal sinus cancer	oio:hasExactSynonym	paranasal sinus adenocarcinoma		DOID:0050619	oio:hasRelatedSynonym
MONDO:0000380	paranasal sinus carcinoma	DOID:0050619	paranasal sinus cancer	oio:hasExactSynonym	paranasal sinus adenoid cystic carcinoma		DOID:0050619	oio:hasRelatedSynonym
MONDO:0000380	paranasal sinus carcinoma	DOID:0050619	paranasal sinus cancer	oio:hasExactSynonym	paranasal sinus mucoepidermoid carcinoma		DOID:0050619	oio:hasRelatedSynonym
MONDO:0000380	paranasal sinus carcinoma	DOID:0050619	paranasal sinus cancer	oio:hasExactSynonym	paranasal sinus squamous cell carcinoma		DOID:0050619	oio:hasRelatedSynonym
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	DOID:0050626	gastrointestinal neuroendocrine tumor	oio:hasExactSynonym	malignant gastrointestinal neuroendocrine tumor		DOID:0050626	oio:hasNarrowSynonym
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	DOID:0050626	gastrointestinal neuroendocrine tumor	oio:hasExactSynonym	gastrointestinal neuroendocrine tumour	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasBroadSynonym
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	DOID:0050626	gastrointestinal neuroendocrine tumor	oio:hasExactSynonym	malignant gastrointestinal neuroendocrine tumour	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasNarrowSynonym
MONDO:0000402	small cell carcinoma	DOID:0050685	small cell carcinoma	oio:hasExactSynonym	intermediate cell small cell carcinoma		DOID:0050685	oio:hasRelatedSynonym
MONDO:0000402	small cell carcinoma	DOID:0050685	small cell carcinoma	oio:hasExactSynonym	small cell carcinoma - intermediate cell		DOID:0050685	oio:hasRelatedSynonym
MONDO:0000402	small cell carcinoma	DOID:0050685	small cell carcinoma	oio:hasExactSynonym	small cell carcinoma, intermediate cell		DOID:0050685	oio:hasRelatedSynonym
MONDO:0000424	inborn vitamin B12 deficiency	DOID:0050731	vitamin B12 deficiency	oio:hasExactSynonym	cobalamin deficiency		DOID:0050731	oio:hasBroadSynonym
MONDO:0000424	inborn vitamin B12 deficiency	DOID:0050731	vitamin B12 deficiency	oio:hasExactSynonym	hypocobalaminemia		DOID:0050731	oio:hasBroadSynonym
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	DOID:0050743	mature T-cell and NK-cell lymphoma	oio:hasExactSynonym	NK-T cell lymphoma		DOID:0050743	oio:hasRelatedSynonym
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	DOID:0050743	mature T-cell and NK-cell lymphoma	oio:hasExactSynonym	mature T-cell and natural killer cell lymphoma		DOID:0050743	oio:hasRelatedSynonym
MONDO:0000437	cerebellar ataxia	DOID:1441	autosomal dominant cerebellar ataxia	oio:hasExactSynonym	spinocerebellar ataxia			oio:hasNarrowSynonym
MONDO:0000447	autosomal dominant polycystic liver disease	DOID:0050770	polycystic liver disease	oio:hasExactSynonym	congenital cystic liver disease		DOID:0050770	oio:hasRelatedSynonym
MONDO:0000447	autosomal dominant polycystic liver disease	DOID:0050770	polycystic liver disease	oio:hasExactSynonym	congenital hepatic cyst		DOID:0050770	oio:hasRelatedSynonym
MONDO:0000447	autosomal dominant polycystic liver disease	DOID:0050770	polycystic liver disease	oio:hasExactSynonym	fibrocystic liver disease		DOID:0050770	oio:hasRelatedSynonym
MONDO:0000448	paraganglioma	DOID:0050773	paraganglioma	oio:hasExactSynonym	chemodectoma		DOID:0050773	oio:hasNarrowSynonym
MONDO:0000455	cone dystrophy	DOID:0050795	cone dystrophy	oio:hasExactSynonym	retinal cone dystrophy		DOID:0050795	oio:hasRelatedSynonym
MONDO:0000461	nutritional biotin deficiency	DOID:0050810	biotin deficiency	oio:hasExactSynonym	B7 deficiency		DOID:0050810	oio:hasBroadSynonym
MONDO:0000469	sinoatrial node disorder	DOID:0050824	sinoatrial node disease	oio:hasExactSynonym	SA node		DOID:0050824	oio:hasRelatedSynonym
MONDO:0000469	sinoatrial node disorder	DOID:0050824	sinoatrial node disease	oio:hasExactSynonym	sinuatrial node		DOID:0050824	oio:hasRelatedSynonym
MONDO:0000471	tricuspid valve disorder	DOID:0050826	tricuspid valve disease	oio:hasExactSynonym	RH. tricuspid valve disease		DOID:0050826	oio:hasNarrowSynonym
MONDO:0000471	tricuspid valve disorder	DOID:0050826	tricuspid valve disease	oio:hasExactSynonym	rheumatic disease of tricuspid valve		DOID:0050826	oio:hasNarrowSynonym
MONDO:0000471	tricuspid valve disorder	DOID:0050826	tricuspid valve disease	oio:hasExactSynonym	rheumatic tricuspid valve disease		DOID:0050826	oio:hasNarrowSynonym
MONDO:0000476	generalized dystonia	DOID:0050835	generalized dystonia	oio:hasExactSynonym	familial dystonia		DOID:0050835	oio:hasRelatedSynonym
MONDO:0000476	generalized dystonia	DOID:0050835	generalized dystonia	oio:hasExactSynonym	fragments of torsion dystonia		DOID:0050835	oio:hasRelatedSynonym
MONDO:0000476	generalized dystonia	DOID:0060730	torsion dystonia 1	oio:hasExactSynonym	dystonia musculorum deformans		DOID:0050835	oio:hasRelatedSynonym
MONDO:0000481	cervical dystonia	DOID:0050840	cervical dystonia	oio:hasExactSynonym	spasmodic torticollis		DOID:0050840	oio:hasRelatedSynonym
MONDO:0000482	focal hand dystonia	DOID:0050841	focal hand dystonia	oio:hasExactSynonym	organic writer's cramp		DOID:0050841	oio:hasRelatedSynonym
MONDO:0000503	lung adenocarcinoma in situ	DOID:0050870	pulmonary adenocarcinoma in situ	oio:hasExactSynonym	bronchioalveolar carcinoma		DOID:0050870	oio:hasRelatedSynonym
MONDO:0000503	lung adenocarcinoma in situ	DOID:4926	bronchiolo-alveolar adenocarcinoma	oio:hasExactSynonym	bronchioloalveolar carcinoma		NCIT:C136486	oio:hasNarrowSynonym
MONDO:0000510	synucleinopathy	DOID:0050890	synucleinopathy	oio:hasExactSynonym	alpha synucleinopathies		DOID:0050890	oio:hasRelatedSynonym
MONDO:0000510	synucleinopathy	DOID:0050890	synucleinopathy	oio:hasExactSynonym	synucleinopathies		DOID:0050890	oio:hasRelatedSynonym
MONDO:0000525	cecum villous adenoma	DOID:0050910	cecum adenoma	oio:hasExactSynonym	caecum adenoma		DOID:0050910	oio:hasRelatedSynonym
MONDO:0000594	pervasive developmental disorder	DOID:0060040	pervasive developmental disorder	oio:hasExactSynonym	pervasive child development disorders		MESH:D002659	oio:hasRelatedSynonym
MONDO:0000637	musculoskeletal system cancer	DOID:0060100	musculoskeletal system cancer	oio:hasExactSynonym	skeletal system cancer		DOID:0060100	oio:hasRelatedSynonym
MONDO:0000654	benign connective and soft tissue neoplasm	DOID:0060123	connective tissue benign neoplasm	oio:hasExactSynonym	neoplasm of soft tissue		DOID:0060123	oio:hasRelatedSynonym
MONDO:0000654	benign connective and soft tissue neoplasm	DOID:0060123	connective tissue benign neoplasm	oio:hasExactSynonym	neoplasm of soft tissues		DOID:0060123	oio:hasRelatedSynonym
MONDO:0000654	benign connective and soft tissue neoplasm	DOID:0060123	connective tissue benign neoplasm	oio:hasExactSynonym	soft tissue benign neoplasm		DOID:0060123	oio:hasRelatedSynonym
MONDO:0000654	benign connective and soft tissue neoplasm	DOID:0060123	connective tissue benign neoplasm	oio:hasExactSynonym	tumor of the soft tissue		NCIT:C3377, DOID:0060123	oio:hasRelatedSynonym
MONDO:0000675	pain agnosia	DOID:0060145	pain agnosia	oio:hasExactSynonym	analgesia		DOID:0060145	oio:hasRelatedSynonym
MONDO:0000688	inborn organic aciduria	DOID:0060159	organic acidemia	oio:hasExactSynonym	organic acid metabolism disorder		DOID:0060159	oio:hasBroadSynonym
MONDO:0000715	lymph node adenoid cystic carcinoma	DOID:0060219	lymph node adenoid cystic carcinoma	oio:hasExactSynonym	lymph node adenoid cystic cancer		DOID:0060219	oio:hasRelatedSynonym
MONDO:0000723	stutter disorder	DOID:0060243	stuttering	oio:hasExactSynonym	familial persistent stuttering		DOID:0060243	oio:hasNarrowSynonym
MONDO:0000734	Ohdo syndrome and variants	DOID:0060289	Ohdo syndrome	oio:hasExactSynonym	Ohdo blepharophimosis syndrome		DOID:0060289	oio:hasNarrowSynonym
MONDO:0000739	uvulitis	DOID:0060310	uvulitis	oio:hasExactSynonym	acute uvulitis		DOID:0060310	oio:hasNarrowSynonym
MONDO:0000741	angular cheilitis	DOID:0060312	angular cheilitis	oio:hasExactSynonym	cheilosis		NCIT:C112198, DOID:0060312	oio:hasRelatedSynonym
MONDO:0000743	oral hairy leukoplakia	DOID:0060315	oral hairy leukoplakia	oio:hasExactSynonym	hairy leukoplakia		DOID:0060315	oio:hasRelatedSynonym
MONDO:0000757	glucocorticoid-induced osteoporosis	DOID:0060343	glucocorticoid-induced osteoporosis	oio:hasExactSynonym	steroid-induced osteoporosis		DOID:0060343	oio:hasRelatedSynonym
MONDO:0000766	corneal endothelial dystrophy	DOID:0060443	corneal endothelial dystrophy	oio:hasExactSynonym	endothelial dystrophy		DOID:0060443	oio:hasRelatedSynonym
MONDO:0000814	B-cell adult acute lymphocytic leukemia	DOID:0080638	B-cell acute lymphoblastic leukemia	oio:hasExactSynonym	B acute lymphoblastic leukemia		NCIT:C9143	oio:hasBroadSynonym
MONDO:0000816	abdominal obesity-metabolic syndrome	DOID:14221	abdominal obesity-metabolic syndrome 1	oio:hasExactSynonym	metabolic syndrome X		NCIT:C84442	oio:hasNarrowSynonym
MONDO:0000820	cerebral cavernous malformation	DOID:0060669	cerebral cavernous malformation	oio:hasExactSynonym	familial cavernous angioma		DOID:0060669	oio:hasRelatedSynonym
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	DOID:5603	T-cell acute lymphoblastic leukemia	oio:hasExactSynonym	T acute lymphoblastic leukemia		NCIT:C7953	oio:hasBroadSynonym
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	DOID:0080638	B-cell acute lymphoblastic leukemia	oio:hasExactSynonym	B acute lymphoblastic leukemia		NCIT:C9140	oio:hasBroadSynonym
MONDO:0000875	adult acute monocytic leukemia	DOID:8864	acute monocytic leukemia	oio:hasExactSynonym	acute monocytic leukaemia	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasBroadSynonym
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	DOID:0110507	autosomal recessive nonsyndromic deafness 5	oio:hasExactSynonym	autosomal recessive deafness 5		DOID:0110507	oio:hasNarrowSynonym
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	DOID:0110507	autosomal recessive nonsyndromic deafness 5	oio:hasExactSynonym	DFNB5	MONDO:ABBREVIATION	OMIM:600792, MONDO:Lexical, MONDO:0010934, DOID:0110507	oio:hasNarrowSynonym
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	DOID:13945	CADASIL	oio:hasExactSynonym	cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy		Orphanet:136, DOID:13945	oio:hasBroadSynonym
MONDO:0000945	venous insufficiency	DOID:10128	venous insufficiency	oio:hasExactSynonym	peripheral venous insufficiency		DOID:10128	oio:hasNarrowSynonym
MONDO:0000958	neuroretinitis	DOID:10176	neuroretinitis	oio:hasExactSynonym	Juxtapapillary focal retinitis and retinochoroiditis		DOID:10176	oio:hasNarrowSynonym
MONDO:0000958	neuroretinitis	DOID:10176	neuroretinitis	oio:hasExactSynonym	focal retinitis and retinochoroiditis, juxtapapillary		ICD9CM:363.05, DOID:10176	oio:hasNarrowSynonym
MONDO:0000958	neuroretinitis	DOID:10176	neuroretinitis	oio:hasExactSynonym	papilloretinitis		DOID:10176	oio:hasNarrowSynonym
MONDO:0000964	skin lipoma	DOID:10188	skin lipoma	oio:hasExactSynonym	lipoma of face		DOID:10188	oio:hasNarrowSynonym
MONDO:0001014	chronic leukemia	DOID:1040	chronic lymphocytic leukemia	oio:hasExactSynonym	CLL	MONDO:ABBREVIATION	DOID:1036	oio:hasRelatedSynonym
MONDO:0001014	chronic leukemia	DOID:8552	chronic myeloid leukemia	oio:hasExactSynonym	CML	MONDO:ABBREVIATION	DOID:1036	oio:hasRelatedSynonym
MONDO:0001017	epididymal adenocarcinoma	DOID:10368	epididymis adenocarcinoma	oio:hasRelatedSynonym	adenocarcinoma of the epididymis		NCIT:C39957, DOID:10368	oio:hasExactSynonym
MONDO:0001020	amblyopia	DOID:10376	amblyopia	oio:hasExactSynonym	lazy eye		NCIT:C118764	oio:hasRelatedSynonym
MONDO:0001024	pneumonic plague	DOID:10398	pneumonic plague	oio:hasExactSynonym	primary pneumonic plague		DOID:10398	oio:hasNarrowSynonym
MONDO:0001024	pneumonic plague	DOID:10398	pneumonic plague	oio:hasExactSynonym	secondary pneumonic plague		DOID:10398	oio:hasNarrowSynonym
MONDO:0001029	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	oio:hasExactSynonym	Klippel-Feil and Turner syndrome		DOID:10426	oio:hasRelatedSynonym
MONDO:0001029	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	oio:hasExactSynonym	Klippel-Feil deformity, deafness and facial asymmetry		DOID:10426	oio:hasRelatedSynonym
MONDO:0001029	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	oio:hasExactSynonym	autosomal dominant Klippel-Feil syndrome		DOID:10426	oio:hasRelatedSynonym
MONDO:0001029	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	oio:hasExactSynonym	congenital dystrophia brevicollis		DOID:10426	oio:hasRelatedSynonym
MONDO:0001029	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	oio:hasExactSynonym	congenital synostosis of cervical vertebrae		DOID:10426	oio:hasRelatedSynonym
MONDO:0001056	gastric cancer	DOID:10534	stomach cancer	oio:hasExactSynonym	gastric neoplasm		NCIT:C3387, DOID:10534	oio:hasBroadSynonym
MONDO:0001065	supine hypotensive syndrome	DOID:10556	supine hypotensive syndrome	oio:hasExactSynonym	antepartum maternal hypotension syndrome		DOID:10556	oio:hasRelatedSynonym
MONDO:0001065	supine hypotensive syndrome	DOID:10556	supine hypotensive syndrome	oio:hasExactSynonym	postpartum maternal hypotension syndrome		DOID:10556	oio:hasRelatedSynonym
MONDO:0001082	lymph node cancer	DOID:10619	lymph node cancer	oio:hasExactSynonym	lymph node neoplasm		NCIT:C35497, DOID:10619	oio:hasBroadSynonym
MONDO:0001083	Fanconi renotubular syndrome	DOID:1062	Fanconi syndrome	oio:hasExactSynonym	adult Fanconi syndrome		DOID:1062	oio:hasNarrowSynonym
MONDO:0001083	Fanconi renotubular syndrome	DOID:1062	Fanconi syndrome	oio:hasExactSynonym	congenital Fanconi syndrome		DOID:1062	oio:hasNarrowSynonym
MONDO:0001083	Fanconi renotubular syndrome	DOID:1062	Fanconi syndrome	oio:hasExactSynonym	infantile nephropathic cystinosis		DOID:1062	oio:hasRelatedSynonym
MONDO:0001118	Queensland tick typhus	DOID:10784	Queensland tick typhus	oio:hasExactSynonym	Australian tick typhus		DOID:10784	oio:hasRelatedSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage and obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage and perforation		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage and perforation, with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage and perforation, without mention of obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage and with perforation but without obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage, with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with hemorrhage, with perforation and with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with perforation		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with perforation and obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with perforation, with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer without hemorrhage and without perforation		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer without hemorrhage, without perforation and without obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	bleeding acute gastric ulcer		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	chronic gastric ulcer without hemorrhage and without perforation		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	chronic gastric ulcer without hemorrhage and without perforation but with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction		DOID:10808	oio:hasNarrowSynonym
MONDO:0001126	gastric ulcer	DOID:10808	gastric ulcer	oio:hasExactSynonym	acute gastric ulcer with haemorrhage and perforation	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasNarrowSynonym
MONDO:0001142	salivary gland disorder	DOID:10854	salivary gland disease	oio:hasExactSynonym	non-neoplastic salivary gland disease		NCIT:C27662, DOID:10854	oio:hasNarrowSynonym
MONDO:0001150	hydrocephalus	DOID:10908	hydrocephalus	oio:hasExactSynonym	hydrocephalus, X-linked		MESH:C536078, DOID:10908	oio:hasNarrowSynonym
MONDO:0001150	hydrocephalus	DOID:10908	hydrocephalus	oio:hasExactSynonym	hydrocephalus, nonsyndromic, autosomal recessive		OMIM:236600, DOID:10908	oio:hasNarrowSynonym
MONDO:0001168	spastic hemiplegia	DOID:10967	spastic hemiplegia	oio:hasExactSynonym	congenital hemiplegia		DOID:10967	oio:hasRelatedSynonym
MONDO:0001187	urinary bladder cancer	DOID:11054	urinary bladder cancer	oio:hasExactSynonym	tumor of the bladder		NCIT:C2901, DOID:11054	oio:hasBroadSynonym
MONDO:0001204	esophagus sarcoma	DOID:1114	esophagus sarcoma	oio:hasRelatedSynonym	esophageal sarcoma		NCIT:C5341, DOID:1114	oio:hasExactSynonym
MONDO:0001221	esophageal varices	DOID:112	esophageal varix	oio:hasExactSynonym	bleeding esophageal varices		DOID:112	oio:hasNarrowSynonym
MONDO:0001221	esophageal varices	DOID:112	esophageal varix	oio:hasExactSynonym	bleeding oesophageal varices		DOID:112	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:0050481	endemic typhus	oio:hasExactSynonym	Urban typhus		DOID:11256	oio:hasRelatedSynonym
MONDO:0001246	typhus	DOID:0050481	endemic typhus	oio:hasExactSynonym	murine typhus		DOID:11256	oio:hasRelatedSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	Moscow typhus		DOID:11256	oio:hasRelatedSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	endemic flea-borne typhus		DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	endemic typhus fever		DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	epidemic louse-borne typhus		DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	exanthematic typhus fever		DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	flea typhus		DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	louse-borne [epidemic] typhus		ICD9CM:080, DOID:11256	oio:hasNarrowSynonym
MONDO:0001246	typhus	DOID:11256	typhus	oio:hasExactSynonym	murine [endemic] typhus		ICD9CM:081.0, DOID:11256	oio:hasNarrowSynonym
MONDO:0001256	arteriovenous hemangioma/malformation	DOID:11294	arteriovenous malformation	oio:hasExactSynonym	cirsoid aneurysm		DOID:11294	oio:hasRelatedSynonym
MONDO:0001322	pericardium cancer	DOID:116	pericardium cancer	oio:hasExactSynonym	pericardial tumor		NCIT:C4651, DOID:116	oio:hasBroadSynonym
MONDO:0001325	penile cancer	DOID:11615	penile cancer	oio:hasExactSynonym	penile neoplasm		DOID:11615	oio:hasBroadSynonym
MONDO:0001328	thyroid hormone resistance syndrome	DOID:0070126	congenital nongoitrous hypothyroidism 1	oio:hasExactSynonym	TSH resistance			oio:hasRelatedSynonym
MONDO:0001336	familial hyperlipidemia	DOID:1168	familial hyperlipidemia	oio:hasExactSynonym	familial hyperlipoproteinemia		DOID:1168	oio:hasRelatedSynonym
MONDO:0001336	familial hyperlipidemia	DOID:1168	familial hyperlipidemia	oio:hasExactSynonym	hyperlipemia		DOID:1168	oio:hasBroadSynonym
MONDO:0001336	familial hyperlipidemia	DOID:1168	familial hyperlipidemia	oio:hasRelatedSynonym	hyperlipidaemia		DOID:1168	oio:hasBroadSynonym
MONDO:0001340	heart cancer	DOID:117	heart cancer	oio:hasExactSynonym	Cardiac tumor		NCIT:C3081, DOID:117	oio:hasBroadSynonym
MONDO:0001340	heart cancer	DOID:117	heart cancer	oio:hasExactSynonym	tumour of heart	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasBroadSynonym
MONDO:0001398	ureter benign neoplasm	DOID:11885	ureteral benign neoplasm	oio:hasExactSynonym	ureteral tumor		NCIT:C3427, DOID:11885	oio:hasBroadSynonym
MONDO:0001402	vaginal cancer	DOID:119	vaginal cancer	oio:hasExactSynonym	vagina neoplasm		DOID:119	oio:hasBroadSynonym
MONDO:0001402	vaginal cancer	DOID:119	vaginal cancer	oio:hasExactSynonym	vaginal tumor		NCIT:C3437, DOID:119	oio:hasBroadSynonym
MONDO:0001406	peripheral nervous system neoplasm	DOID:1192	peripheral nervous system neoplasm	oio:hasExactSynonym	nerve sheath neoplasm		DOID:1192	oio:hasNarrowSynonym
MONDO:0001409	esophagitis	DOID:11963	esophagitis	oio:hasExactSynonym	acute esophagitis		DOID:11963	oio:hasNarrowSynonym
MONDO:0001414	osteopoikilosis	DOID:0111536	Buschke-Ollendorff syndrome	oio:hasExactSynonym	osteopathia condensans disseminata		GARD:0004158	oio:hasRelatedSynonym
