mondo_id	mondo_label	xref	xref_source	original_label	definition	parents
MONDO:0850051	coloboma of the retina	NCIT:C103956	MONDO:equivalentTo	Coloboma of the Retina		MONDO:0001476
MONDO:0850052	adrenal cortical carcinoma by ensat stage	NCIT:C104030	MONDO:equivalentTo	Adrenal Cortical Carcinoma by ENSAT Stage		MONDO:0006639
MONDO:0850053	ovarian high grade serous adenocarcinoma	NCIT:C105555	MONDO:equivalentTo	Ovarian High Grade Serous Adenocarcinoma		MONDO:0005211
MONDO:0850054	ovarian low grade serous adenocarcinoma	NCIT:C105556	MONDO:equivalentTo	Ovarian Low Grade Serous Adenocarcinoma		MONDO:0005211
MONDO:0850055	abo hemolytic disease of the newborn	NCIT:C106273	MONDO:equivalentTo	ABO Hemolytic Disease of the Newborn		MONDO:0006760
MONDO:0850056	pediatric non-congenital ventricular tachycardia	NCIT:C107376	MONDO:equivalentTo	Pediatric Non-Congenital Ventricular Tachycardia		MONDO:0005477
MONDO:0850057	tachyarrhythmia	NCIT:C110938	MONDO:equivalentTo	Tachyarrhythmia		MONDO:0007263
MONDO:0850058	uveal melanoma by gene expression profile	NCIT:C111030	MONDO:equivalentTo	Uveal Melanoma by Gene Expression Profile		MONDO:0006486
MONDO:0850059	twin reversed arterial perfusion sequence malformation	NCIT:C111656	MONDO:equivalentTo	Twin Reversed Arterial Perfusion Sequence Malformation		MONDO:0019805
MONDO:0850060	glioblastoma by gene expression profile	NCIT:C111691	MONDO:equivalentTo	Glioblastoma by Gene Expression Profile		MONDO:0018177
MONDO:0850061	diaper dermatitis	NCIT:C111886	MONDO:equivalentTo	Diaper Dermatitis		MONDO:0002406
MONDO:0850062	pre-gestational diabetes	NCIT:C111913	MONDO:equivalentTo	Pre-Gestational Diabetes		MONDO:0005015
MONDO:0850063	postpartum endometritis	NCIT:C111914	MONDO:equivalentTo	Postpartum Endometritis		MONDO:0000918
MONDO:0850064	clinical chorioamnionitis	NCIT:C111943	MONDO:equivalentTo	Clinical Chorioamnionitis		MONDO:0000409
MONDO:0850065	thymoma by masaoka-koga stage	NCIT:C112006	MONDO:equivalentTo	Thymoma by Masaoka-Koga Stage		MONDO:0006456
MONDO:0850066	bulbar conjunctivitis	NCIT:C112189	MONDO:equivalentTo	Bulbar Conjunctivitis		MONDO:0003799
MONDO:0850067	red man syndrome	NCIT:C112202	MONDO:equivalentTo	Red Man Syndrome		MONDO:0002254
MONDO:0850068	drug induced cutaneous lupus erythematosus	NCIT:C112203	MONDO:equivalentTo	Drug Induced Cutaneous Lupus Erythematosus		MONDO:0005282|MONDO:0016474
MONDO:0850069	anticonvulsant hypersensitivity syndrome	NCIT:C112209	MONDO:equivalentTo	Anticonvulsant Hypersensitivity Syndrome		MONDO:0044876
MONDO:0850070	gestational diabetes mellitus, a1	NCIT:C112844	MONDO:equivalentTo	Gestational Diabetes Mellitus, A1		MONDO:0005406
MONDO:0850071	gestational diabetes mellitus, a2	NCIT:C112845	MONDO:equivalentTo	Gestational Diabetes Mellitus, A2		MONDO:0005406
MONDO:0850072	primary hypothyroidism	NCIT:C113143	MONDO:equivalentTo	Primary Hypothyroidism		MONDO:0005420
MONDO:0850073	primary hyperthyroidism	NCIT:C113145	MONDO:equivalentTo	Primary Hyperthyroidism		MONDO:0004425
MONDO:0850074	central hyperthyroidism	NCIT:C113146	MONDO:equivalentTo	Central Hyperthyroidism		MONDO:0004425
MONDO:0850075	hashitoxicosis	NCIT:C113147	MONDO:equivalentTo	Hashitoxicosis		MONDO:0010138
MONDO:0850076	primary hypoparathyroidism	NCIT:C113214	MONDO:equivalentTo	Primary Hypoparathyroidism		MONDO:0001220
MONDO:0850077	uterine carcinosarcoma, homologous type	NCIT:C113238	MONDO:equivalentTo	Uterine Carcinosarcoma, Homologous Type		MONDO:0006485
MONDO:0850078	uterine carcinosarcoma, heterologous type	NCIT:C113239	MONDO:equivalentTo	Uterine Carcinosarcoma, Heterologous Type		MONDO:0006485
MONDO:0850079	primary amenorrhea	NCIT:C113339	MONDO:equivalentTo	Primary Amenorrhea		MONDO:0001836
MONDO:0850080	secondary amenorrhea	NCIT:C113340	MONDO:equivalentTo	Secondary Amenorrhea		MONDO:0001836
MONDO:0850081	hypergonadotropic hypogonadism	NCIT:C113348	MONDO:equivalentTo	Hypergonadotropic Hypogonadism		MONDO:0002146
MONDO:0850082	main duct pancreatic intraductal papillary-mucinous neoplasm	NCIT:C113664	MONDO:equivalentTo	Main Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm		MONDO:0004286
MONDO:0850083	branch duct pancreatic intraductal papillary-mucinous neoplasm	NCIT:C113665	MONDO:equivalentTo	Branch Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm		MONDO:0004286
MONDO:0850084	mixed type pancreatic intraductal papillary-mucinous neoplasm	NCIT:C113667	MONDO:equivalentTo	Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm		MONDO:0004286
MONDO:0850085	disseminated bacillus calmette-guerin infection	NCIT:C113669	MONDO:equivalentTo	Disseminated Bacillus Calmette-Guerin Infection		MONDO:0005113
MONDO:0850086	vaccine-associated paralytic poliomyelitis	NCIT:C113671	MONDO:equivalentTo	Vaccine-Associated Paralytic Poliomyelitis		MONDO:0017373
MONDO:0850087	disseminated oka varicella zoster virus infection	NCIT:C113672	MONDO:equivalentTo	Disseminated Oka Varicella Zoster Virus Infection		MONDO:0005608
MONDO:0850088	hyperfibrinogenemia	NCIT:C113740	MONDO:equivalentTo	Hyperfibrinogenemia		MONDO:0001531
MONDO:0850089	acute hemorrhagic edema of infancy	NCIT:C113749	MONDO:equivalentTo	Acute Hemorrhagic Edema of Infancy		MONDO:0020576
MONDO:0850090	type ii hypersensitivity	NCIT:C114345	MONDO:equivalentTo	Type II Hypersensitivity		MONDO:0000605
MONDO:0850091	postpartum acute renal failure	NCIT:C114388	MONDO:equivalentTo	Postpartum Acute Renal Failure		MONDO:0002492
MONDO:0850092	vascular thrombosis	NCIT:C114397	MONDO:equivalentTo	Vascular Thrombosis		MONDO:0000831
MONDO:0850093	childhood undifferentiated high grade pleomorphic sarcoma of bone	NCIT:C114750	MONDO:equivalentTo	Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone		MONDO:0002618
MONDO:0850094	peritoneal dialysis catheter-associated peritonitis	NCIT:C114751	MONDO:equivalentTo	Peritoneal Dialysis Catheter-Associated Peritonitis		MONDO:0004522
MONDO:0850095	chemical peritonitis	NCIT:C114752	MONDO:equivalentTo	Chemical Peritonitis		MONDO:0004522
MONDO:0850096	extracorporeal circuit clot	NCIT:C114772	MONDO:equivalentTo	Extracorporeal Circuit Clot		MONDO:0000831
MONDO:0850097	adult undifferentiated high grade pleomorphic sarcoma of bone	NCIT:C114782	MONDO:equivalentTo	Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone		MONDO:0002618
MONDO:0850098	metastatic malignant neoplasm in the soft tissues	NCIT:C114831	MONDO:equivalentTo	Metastatic Malignant Neoplasm in the Soft Tissues		MONDO:0024880
MONDO:0850099	uremic pericarditis	NCIT:C114837	MONDO:equivalentTo	Uremic Pericarditis		MONDO:0005904
MONDO:0850100	fetus small for gestational age with oligohydraminos	NCIT:C114876	MONDO:equivalentTo	Fetus Small for Gestational Age with Oligohydraminos		MONDO:0005030
MONDO:0850101	fetus small for gestational age with abnormal doppler	NCIT:C114877	MONDO:equivalentTo	Fetus Small for Gestational Age with Abnormal Doppler		MONDO:0005030
MONDO:0850102	fetus small for gestational age with abdominal circumference less than tenth percentile	NCIT:C114878	MONDO:equivalentTo	Fetus Small for Gestational Age with Abdominal Circumference Less than Tenth Percentile		MONDO:0005030
MONDO:0850103	necrotizing enterocolitis totalis	NCIT:C114909	MONDO:equivalentTo	Necrotizing Enterocolitis Totalis		MONDO:0005313
MONDO:0850104	adult epithelioid hemangioendothelioma	NCIT:C114923	MONDO:equivalentTo	Adult Epithelioid Hemangioendothelioma		MONDO:0015523
MONDO:0850105	childhood epithelioid hemangioendothelioma	NCIT:C114926	MONDO:equivalentTo	Childhood Epithelioid Hemangioendothelioma		MONDO:0015523
MONDO:0850106	central nervous system hodgkin lymphoma	NCIT:C114951	MONDO:equivalentTo	Central Nervous System Hodgkin Lymphoma		MONDO:0004952|MONDO:0002571
MONDO:0850107	congenital disruption	NCIT:C114960	MONDO:equivalentTo	Congenital Disruption		MONDO:0000839
MONDO:0850108	adult fibrolamellar carcinoma	NCIT:C114992	MONDO:equivalentTo	Adult Fibrolamellar Carcinoma		MONDO:0016216|MONDO:0006210
MONDO:0850109	hepatocellular carcinoma by bclc stage	NCIT:C115132	MONDO:equivalentTo	Hepatocellular Carcinoma by BCLC Stage		MONDO:0007256
MONDO:0850110	adult myelodysplastic syndrome	NCIT:C115153	MONDO:equivalentTo	Adult Myelodysplastic Syndrome		MONDO:0018881
MONDO:0850111	community-acquired pneumonia	NCIT:C115163	MONDO:equivalentTo	Community-Acquired Pneumonia		MONDO:0005249
MONDO:0850112	distal urethral carcinoma	NCIT:C115210	MONDO:equivalentTo	Distal Urethral Carcinoma		MONDO:0021327
MONDO:0850113	familial testicular germ cell tumor	NCIT:C115211	MONDO:equivalentTo	Familial Testicular Germ Cell Tumor		MONDO:0010108
MONDO:0850114	methicillin-resistant staphylococcus aureus infection	NCIT:C115248	MONDO:equivalentTo	Methicillin-Resistant Staphylococcus aureus Infection		MONDO:0005545
MONDO:0850115	proximal urethral carcinoma	NCIT:C115334	MONDO:equivalentTo	Proximal Urethral Carcinoma		MONDO:0021327
MONDO:0850116	radiation retinopathy	NCIT:C115339	MONDO:equivalentTo	Radiation Retinopathy		MONDO:0005283
MONDO:0850117	vascular access steal syndrome	NCIT:C115787	MONDO:equivalentTo	Vascular Access Steal Syndrome		MONDO:0002254
MONDO:0850118	infiltrating bladder urothelial carcinoma associated with urethral carcinoma	NCIT:C115966	MONDO:equivalentTo	Infiltrating Bladder Urothelial Carcinoma Associated with Urethral Carcinoma		MONDO:0040678
MONDO:0850119	gangrenous umbilical hernia	NCIT:C115967	MONDO:equivalentTo	Gangrenous Umbilical Hernia		MONDO:0000747
MONDO:0850120	periorbital cellulitis	NCIT:C115992	MONDO:equivalentTo	Periorbital Cellulitis		MONDO:0005230
MONDO:0850121	stent thrombosis	NCIT:C116115	MONDO:equivalentTo	Stent Thrombosis		MONDO:0000831
MONDO:0850122	postpartum complication	NCIT:C116323	MONDO:equivalentTo	Postpartum Complication		
MONDO:0850123	oculo-respiratory syndrome	NCIT:C116333	MONDO:equivalentTo	Oculo-Respiratory Syndrome		MONDO:0002254
MONDO:0850124	behavioral insomnia of childhood	NCIT:C116361	MONDO:equivalentTo	Behavioral Insomnia of Childhood		MONDO:0013600
MONDO:0850125	functional hearing loss	NCIT:C116365	MONDO:equivalentTo	Functional Hearing Loss		MONDO:0005365
MONDO:0850126	posterior fossa syndrome	NCIT:C116378	MONDO:equivalentTo	Posterior Fossa Syndrome		MONDO:0002254
MONDO:0850127	cerebellar mutism	NCIT:C116379	MONDO:equivalentTo	Cerebellar Mutism		MONDO:0002254
MONDO:0850128	external hydrocephalus	NCIT:C116382	MONDO:equivalentTo	External Hydrocephalus		MONDO:0001150
MONDO:0850129	post-hemorrhagic hydrocephalus	NCIT:C116383	MONDO:equivalentTo	Post-Hemorrhagic Hydrocephalus		MONDO:0001150
MONDO:0850130	post-inflammatory hydrocephalus	NCIT:C116384	MONDO:equivalentTo	Post-Inflammatory Hydrocephalus		MONDO:0001150
MONDO:0850131	early infantile epileptic encephalopathy with burst-suppression	NCIT:C116552	MONDO:equivalentTo	Early Infantile Epileptic Encephalopathy with Burst-Suppression		MONDO:0100062
MONDO:0850132	venous stroke	NCIT:C116715	MONDO:equivalentTo	Venous Stroke		MONDO:0005098
MONDO:0850133	tourettism	NCIT:C116766	MONDO:equivalentTo	Tourettism		MONDO:0005395
MONDO:0850134	anti-d hemolytic disease of the newborn	NCIT:C116774	MONDO:equivalentTo	Anti-D Hemolytic Disease of the Newborn		MONDO:0006760
MONDO:0850135	scleroderma en coup de sabre	NCIT:C116781	MONDO:equivalentTo	Scleroderma en Coup de Sabre		MONDO:0043294
MONDO:0850136	generalized morphea	NCIT:C116782	MONDO:equivalentTo	Generalized Morphea		MONDO:0019562
MONDO:0850137	circumscribed morphea	NCIT:C116784	MONDO:equivalentTo	Circumscribed Morphea		MONDO:0019562
MONDO:0850138	pansclerotic morphea	NCIT:C116785	MONDO:equivalentTo	Pansclerotic Morphea		MONDO:0019562
MONDO:0850139	mixed morphea	NCIT:C116786	MONDO:equivalentTo	Mixed Morphea		MONDO:0019562
MONDO:0850140	juvenile localized scleroderma	NCIT:C116787	MONDO:equivalentTo	Juvenile Localized Scleroderma		MONDO:0019562
MONDO:0850141	juvenile dermatomyositis sine myositis	NCIT:C116797	MONDO:equivalentTo	Juvenile Dermatomyositis Sine Myositis		MONDO:0008054
MONDO:0850142	childhood-onset systemic lupus erythematosus	NCIT:C116798	MONDO:equivalentTo	Childhood-Onset Systemic Lupus Erythematosus		MONDO:0007915
MONDO:0850143	overlap syndrome	NCIT:C116801	MONDO:equivalentTo	Overlap Syndrome		MONDO:0007179|MONDO:0002254
MONDO:0850144	invasive listeriosis	NCIT:C116808	MONDO:equivalentTo	Invasive Listeriosis		MONDO:0005828
MONDO:0850145	disseminated listeriosis	NCIT:C116809	MONDO:equivalentTo	Disseminated Listeriosis		MONDO:0005828
MONDO:0850146	congenital cystic hygroma	NCIT:C116899	MONDO:equivalentTo	Congenital Cystic Hygroma		MONDO:0009761
MONDO:0850147	facial nerve palsy related to birth	NCIT:C116901	MONDO:equivalentTo	Facial Nerve Palsy Related to Birth		MONDO:0005665
MONDO:0850148	acquired facial nerve palsy	NCIT:C116902	MONDO:equivalentTo	Acquired Facial Nerve Palsy		MONDO:0005665
MONDO:0850149	primary sjogren syndrome	NCIT:C116985	MONDO:equivalentTo	Primary Sjogren Syndrome		MONDO:0010030
MONDO:0850150	secondary sjogren syndrome	NCIT:C116986	MONDO:equivalentTo	Secondary Sjogren Syndrome		MONDO:0010030
MONDO:0850151	lupus anticoagulant disorder	NCIT:C116994	MONDO:equivalentTo	Lupus Anticoagulant Disorder		MONDO:0002254
MONDO:0850152	chronic migraine	NCIT:C117015	MONDO:equivalentTo	Chronic Migraine		MONDO:0005277
MONDO:0850153	status migranosus	NCIT:C117022	MONDO:equivalentTo	Status Migranosus		MONDO:0005277
MONDO:0850154	migrainous infarction	NCIT:C117024	MONDO:equivalentTo	Migrainous Infarction		MONDO:0005277
MONDO:0850155	juvenile systemic sclerosis	NCIT:C117103	MONDO:equivalentTo	Juvenile Systemic Sclerosis		MONDO:0005100
MONDO:0850156	classical phenylketonuria	NCIT:C117117	MONDO:equivalentTo	Classical Phenylketonuria		MONDO:0009861
MONDO:0850157	night terrors	NCIT:C117287	MONDO:equivalentTo	Night Terrors		MONDO:0100081
MONDO:0850158	juvenile primary fibromyalgia syndrome	NCIT:C117297	MONDO:equivalentTo	Juvenile Primary Fibromyalgia Syndrome		MONDO:0005546
MONDO:0850159	necrotizing funisitis	NCIT:C117323	MONDO:equivalentTo	Necrotizing Funisitis		MONDO:0000410
MONDO:0850160	fetal chorionic vasculitis	NCIT:C117324	MONDO:equivalentTo	Fetal Chorionic Vasculitis		MONDO:0018882
MONDO:0850161	umbilical vasculitis	NCIT:C117325	MONDO:equivalentTo	Umbilical Vasculitis		MONDO:0018882
MONDO:0850162	male reproductive system finding	NCIT:C117719	MONDO:equivalentTo	Male Reproductive System Finding		
MONDO:0850163	female reproductive system finding	NCIT:C117720	MONDO:equivalentTo	Female Reproductive System Finding		
MONDO:0850164	sleep related eating disorder	NCIT:C118188	MONDO:equivalentTo	Sleep Related Eating Disorder		MONDO:0005451
MONDO:0850165	hypersexualism	NCIT:C118189	MONDO:equivalentTo	Hypersexualism		MONDO:0000595
MONDO:0850166	insufficient breast milk syndrome	NCIT:C118310	MONDO:equivalentTo	Insufficient Breast Milk Syndrome		MONDO:0002254
MONDO:0850167	anaplastic plasmacytoma	NCIT:C118421	MONDO:equivalentTo	Anaplastic Plasmacytoma		MONDO:0005615|MONDO:0020633
MONDO:0850168	hair tourniquet	NCIT:C118456	MONDO:equivalentTo	Hair Tourniquet		MONDO:0002254
MONDO:0850169	suppurative arthritis	NCIT:C118475	MONDO:equivalentTo	Suppurative Arthritis		MONDO:0005578
MONDO:0850170	gasping syndrome	NCIT:C118508	MONDO:equivalentTo	Gasping Syndrome		MONDO:0002254
MONDO:0850171	mitochondrial enzyme deficiency	NCIT:C118675	MONDO:equivalentTo	Mitochondrial Enzyme Deficiency		MONDO:0005066
MONDO:0850172	fgfr3 chondrodysplasia	NCIT:C118696	MONDO:equivalentTo	FGFR3 Chondrodysplasia		MONDO:0005516
MONDO:0850173	inherited color blindness	NCIT:C118713	MONDO:equivalentTo	Inherited Color Blindness		MONDO:0001703
MONDO:0850174	infectious keratitis	NCIT:C118749	MONDO:equivalentTo	Infectious Keratitis		MONDO:0003085
MONDO:0850175	serous retinal detachment	NCIT:C118756	MONDO:equivalentTo	Serous Retinal Detachment		MONDO:0008375
MONDO:0850176	tractional retinal detachment	NCIT:C118759	MONDO:equivalentTo	Tractional Retinal Detachment		MONDO:0008375
MONDO:0850177	autosomal dominant torsion dystonia 1	NCIT:C118780	MONDO:equivalentTo	Autosomal Dominant Torsion Dystonia 1		MONDO:0007492
MONDO:0850178	simpson golabi behmel syndrome type 1	NCIT:C118787	MONDO:equivalentTo	Simpson Golabi Behmel Syndrome Type 1		MONDO:0010731
MONDO:0850179	newborn or infant finding	NCIT:C118807	MONDO:equivalentTo	Newborn or Infant Finding		
MONDO:0850180	childhood colorectal carcinoma	NCIT:C118808	MONDO:equivalentTo	Childhood Colorectal Carcinoma		MONDO:0024331|MONDO:0036491
MONDO:0850181	childhood breast carcinoma	NCIT:C118809	MONDO:equivalentTo	Childhood Breast Carcinoma		MONDO:0004989|MONDO:0036491
MONDO:0850182	childhood laryngeal carcinoma	NCIT:C118811	MONDO:equivalentTo	Childhood Laryngeal Carcinoma		MONDO:0002358|MONDO:0036491
MONDO:0850183	childhood esophageal carcinoma	NCIT:C118812	MONDO:equivalentTo	Childhood Esophageal Carcinoma		MONDO:0019086|MONDO:0036491
MONDO:0850184	childhood gastric carcinoma	NCIT:C118813	MONDO:equivalentTo	Childhood Gastric Carcinoma		MONDO:0004950|MONDO:0036491
MONDO:0850185	childhood lung non-small cell carcinoma	NCIT:C118814	MONDO:equivalentTo	Childhood Lung Non-Small Cell Carcinoma		MONDO:0005233|MONDO:0036491
MONDO:0850186	childhood lung small cell carcinoma	NCIT:C118815	MONDO:equivalentTo	Childhood Lung Small Cell Carcinoma		MONDO:0008433|MONDO:0036491
MONDO:0850187	childhood nasal cavity carcinoma	NCIT:C118817	MONDO:equivalentTo	Childhood Nasal Cavity Carcinoma		MONDO:0003212|MONDO:0036491
MONDO:0850188	childhood paranasal sinus carcinoma	NCIT:C118818	MONDO:equivalentTo	Childhood Paranasal Sinus Carcinoma		MONDO:0000380|MONDO:0036491
MONDO:0850189	childhood parathyroid gland carcinoma	NCIT:C118819	MONDO:equivalentTo	Childhood Parathyroid Gland Carcinoma		MONDO:0012004|MONDO:0036491
MONDO:0850190	adult penile carcinoma	NCIT:C118820	MONDO:equivalentTo	Adult Penile Carcinoma		MONDO:0006360
MONDO:0850191	childhood malignant penile neoplasm	NCIT:C118821	MONDO:equivalentTo	Childhood Malignant Penile Neoplasm		MONDO:0001325|MONDO:0036491
MONDO:0850192	childhood salivary gland carcinoma	NCIT:C118824	MONDO:equivalentTo	Childhood Salivary Gland Carcinoma		MONDO:0000521|MONDO:0036491
MONDO:0850193	adult salivary gland carcinoma	NCIT:C118825	MONDO:equivalentTo	Adult Salivary Gland Carcinoma		MONDO:0000521
MONDO:0850194	childhood malignant small intestinal neoplasm	NCIT:C118826	MONDO:equivalentTo	Childhood Malignant Small Intestinal Neoplasm		MONDO:0000956|MONDO:0036491
MONDO:0850195	childhood thyroid gland carcinoma	NCIT:C118827	MONDO:equivalentTo	Childhood Thyroid Gland Carcinoma		MONDO:0015075|MONDO:0036491
MONDO:0850196	orbital melanoma	NCIT:C118828	MONDO:equivalentTo	Orbital Melanoma		MONDO:0002889|MONDO:0005105
MONDO:0850197	oligoarticular arthritis	NCIT:C119021	MONDO:equivalentTo	Oligoarticular Arthritis		MONDO:0005578
MONDO:0850198	early inflammatory arthritis	NCIT:C119022	MONDO:equivalentTo	Early Inflammatory Arthritis		MONDO:0005578
MONDO:0850199	nonerosive arthritis	NCIT:C119023	MONDO:equivalentTo	Nonerosive Arthritis		MONDO:0005578
