mondo_id	mondo_label	xref	xref_source	original_label	definition	parents
MONDO:0959919	beta thalassemia with associated disease	icd11.foundation:129385643	MONDO:equivalentTo	Beta thalassemia with associated disease	Beta-thalassemias with other manifestations are a group of beta-thalassemias  associated with another disorder. These forms of beta-thalassemia are beta-thalassemia - trichothiodystrophy and beta-thalassemia - X-linked thrombocytopenia.	
MONDO:0959926	other secondary myopathy, not elsewhere classified	icd11.foundation:1295198382	MONDO:equivalentTo	Other secondary myopathy, not elsewhere classified	Other secondary myopathy, not elsewhere classified is a muscle disease that occur in the context of another, usually systemic disorder that is not classified among the known causes of secondary myopathy.	
MONDO:0960136	reactive arthritis : hand	icd11.foundation:1330773970	MONDO:equivalentTo	Reactive arthritis : hand		
MONDO:0960314	other specified malignant neoplasms of lateral wall of oropharynx	icd11.foundation:1361038775	MONDO:equivalentTo	Other specified malignant neoplasms of lateral wall of oropharynx		
MONDO:0960496	tremulous tongue due to hyperthyroidism	icd11.foundation:139110942	MONDO:equivalentTo	Tremulous tongue due to hyperthyroidism		
MONDO:0960590	rheumatoid arthritis, unspecified, serology not specified	icd11.foundation:1410564379	MONDO:equivalentTo	Rheumatoid arthritis, unspecified, serology not specified		
MONDO:0960811	other specified malignant neoplasms of branchial cleft	icd11.foundation:1454355589	MONDO:equivalentTo	Other specified malignant neoplasms of branchial cleft		
MONDO:0960894	acute pancreatitis, unspecified, with local complication	icd11.foundation:1470353796	MONDO:equivalentTo	Acute pancreatitis, unspecified, with local complication	"This is a sudden and acute inflammation of the pancreas, unspecified, with systemic complication.
"	
MONDO:0960958	schizophrenia, catatonic type, withdrawn	icd11.foundation:1481662450	MONDO:equivalentTo	Schizophrenia, catatonic type, withdrawn		
MONDO:0961039	rheumatoid arthritis, unspecified, serology negative	icd11.foundation:1497429754	MONDO:equivalentTo	Rheumatoid arthritis, unspecified, serology negative		
MONDO:0961107	reactive arthritis : upper arm	icd11.foundation:1509204436	MONDO:equivalentTo	Reactive arthritis : upper arm		
MONDO:0961210	spinal stenosis, multiple sites in spine	icd11.foundation:1528833617	MONDO:equivalentTo	Spinal stenosis, multiple sites in spine		
MONDO:0961245	acute pancreatitis, unspecified, with systemic complication	icd11.foundation:1535251448	MONDO:equivalentTo	Acute pancreatitis, unspecified, with systemic complication	"This is a sudden and acute inflammation of the pancreas, unspecified, with abscess.
"	
MONDO:0961432	focal chorioretinal inflammation, peripheral	icd11.foundation:1567944489	MONDO:equivalentTo	Focal chorioretinal inflammation, peripheral		
MONDO:0961558	reactive arthritis : lower leg	icd11.foundation:1589076665	MONDO:equivalentTo	Reactive arthritis : lower leg		
MONDO:0961594	male hypoactive sexual desire dysfunction, acquired, generalised	icd11.foundation:1594500962	MONDO:equivalentTo	Male hypoactive sexual desire dysfunction, acquired, generalised	The onset of male hypoactive sexual desire dysfunction has followed a period of time during which the person did not experience it and the desired response is currently absent or diminished in all circumstances, including masturbation.	
MONDO:0961965	mitral valve disease, unspecified	icd11.foundation:1659232486	MONDO:equivalentTo	Mitral valve disease, unspecified		
MONDO:0962108	schizophrenia, catatonic type, excited	icd11.foundation:1684234365	MONDO:equivalentTo	Schizophrenia, catatonic type, excited		
MONDO:0962248	abnormal results of function studies	icd11.foundation:1712433271	MONDO:equivalentTo	Abnormal results of function studies		
MONDO:0962276	other acute pancreatitis, with local complication	icd11.foundation:1716940267	MONDO:equivalentTo	Other acute pancreatitis, with local complication	"This is a sudden and acute inflammation of the pancreas, with abscess.
"	
MONDO:0962301	other specified malignant neoplasms of anterior surface of epiglottis	icd11.foundation:1720511689	MONDO:equivalentTo	Other specified malignant neoplasms of anterior surface of epiglottis		
MONDO:0962621	carcinoma, diffuse type, unspecified site	icd11.foundation:178050917	MONDO:equivalentTo	Carcinoma, diffuse type, unspecified site		
MONDO:0962624	malignant neoplasm of bone and articular cartilage of other and unspecified sites of unknown or unspecified type	icd11.foundation:1780870112	MONDO:equivalentTo	Malignant neoplasm of bone and articular cartilage of other and unspecified sites of unknown or unspecified type		
MONDO:0962705	disseminated chorioretinal inflammation, generalized	icd11.foundation:179414832	MONDO:equivalentTo	Disseminated chorioretinal inflammation, generalized		
MONDO:0962715	other specified malignant neoplasms of bone and articular cartilage of other and unspecified sites	icd11.foundation:1795052008	MONDO:equivalentTo	Other specified malignant neoplasms of bone and articular cartilage of other and unspecified sites		
MONDO:0962997	male hypoactive sexual desire dysfunction, lifelong, situational	icd11.foundation:1847051610	MONDO:equivalentTo	Male hypoactive sexual desire dysfunction, lifelong, situational	The person has always experienced male hypoactive sexual desire dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in some circumstances, with some partners, or in response to some stimuli, but not in other situations.	
MONDO:0963013	squamous cell carcinomas of unspecified site	icd11.foundation:1850192176	MONDO:equivalentTo	Squamous cell carcinomas of unspecified site	A carcinoma arising from squamous epithelial cells. Morphologically, it is characterized by the proliferation of atypical, often pleomorphic squamous cells. Squamous cell carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Well differentiated carcinomas are usually associated with keratin production and the presence of intercellular bridges between adjacent cells. Representative examples are lung squamous cell carcinoma, skin squamous cell carcinoma, and cervical squamous cell carcinoma.	
MONDO:0963062	other specified malignant neoplasms of posterior wall of oropharynx	icd11.foundation:1858216134	MONDO:equivalentTo	Other specified malignant neoplasms of posterior wall of oropharynx		
MONDO:0963173	disseminated chorioretinal inflammation, peripheral	icd11.foundation:1878682278	MONDO:equivalentTo	Disseminated chorioretinal inflammation, peripheral		
MONDO:0963305	degenerative disease of basal ganglia, unspecified	icd11.foundation:1905096074	MONDO:equivalentTo	Degenerative disease of basal ganglia, unspecified		
MONDO:0963410	other disorders of aromatic amino-acid metabolism	icd11.foundation:1924695455	MONDO:equivalentTo	Other disorders of aromatic amino-acid metabolism		
MONDO:0963567	other specified malignant neoplasms involving overlapping sites of oropharynx	icd11.foundation:1949066976	MONDO:equivalentTo	Other specified malignant neoplasms involving overlapping sites of oropharynx		
MONDO:0964022	other acute pancreatitis, with local and systemic complication	icd11.foundation:2029986332	MONDO:equivalentTo	Other acute pancreatitis, with local and systemic complication	This is an inflammation of the pancreas with sudden onset that includes complications associated with the pancreas and those affecting the body more generally.	
MONDO:0964499	unspecified disseminated chorioretinal inflammation	icd11.foundation:2115827663	MONDO:equivalentTo	Unspecified disseminated chorioretinal inflammation		
MONDO:0964788	malignant neoplasm of unspecified urinary organ without mention of type	icd11.foundation:235366053	MONDO:equivalentTo	Malignant neoplasm of unspecified urinary organ without mention of type		
MONDO:0964827	branchial carcinoma	icd11.foundation:240813673	MONDO:equivalentTo	Branchial carcinoma		
MONDO:0965154	startup mortality list	icd11.foundation:293832343	MONDO:equivalentTo	Startup Mortality List		
MONDO:0965176	male hypoactive sexual desire dysfunction, lifelong, generalised	icd11.foundation:298393303	MONDO:equivalentTo	Male hypoactive sexual desire dysfunction, lifelong, generalised	The person has always experienced male hypoactive sexual desire dysfunction from the time of initiation of relevant sexual activity and the desired response is currently absent or diminished in all circumstances, including masturbation.	
MONDO:0965291	rheumatoid arthritis, unspecified, both rheumatoid factor and anti-citrullinated protein antibody positive	icd11.foundation:317801589	MONDO:equivalentTo	Rheumatoid arthritis, unspecified, both rheumatoid factor and anti-citrullinated protein antibody positive		
MONDO:0965374	primary malignant neoplasm of endometrium	icd11.foundation:334391530	MONDO:equivalentTo	Primary malignant neoplasm of endometrium		
MONDO:0965772	other specified malignant neoplasms of unspecified urinary organ	icd11.foundation:412628000	MONDO:equivalentTo	Other specified malignant neoplasms of unspecified urinary organ		
MONDO:0966020	nonorganic origin hyposomnia	icd11.foundation:457811066	MONDO:equivalentTo	Nonorganic origin hyposomnia		
MONDO:0966028	disseminated chorioretinal inflammation of posterior pole	icd11.foundation:458701403	MONDO:equivalentTo	Disseminated chorioretinal inflammation of posterior pole		
MONDO:0966539	special tabulation list of infectious agents 	icd11.foundation:553864676	MONDO:equivalentTo	Special tabulation list of infectious agents 		
MONDO:0966812	reactive arthritis : site unspecified	icd11.foundation:601782267	MONDO:equivalentTo	Reactive arthritis : site unspecified		
MONDO:0967041	special tabulation neurological conditions	icd11.foundation:643539024	MONDO:equivalentTo	Special tabulation neurological conditions		
MONDO:0967362	unspecified focal chorioretinal inflammation	icd11.foundation:702136278	MONDO:equivalentTo	Unspecified focal chorioretinal inflammation		
MONDO:0967383	reactive arthritis : pelvic region and thigh	icd11.foundation:706359880	MONDO:equivalentTo	Reactive arthritis : pelvic region and thigh		
MONDO:0967644	reactive arthritis, shoulder region	icd11.foundation:760869165	MONDO:equivalentTo	Reactive arthritis, shoulder region		
MONDO:0967698	spondylitis in other brucellosis	icd11.foundation:771146219	MONDO:equivalentTo	Spondylitis in other brucellosis		
MONDO:0967743	gycopenia	icd11.foundation:779187649	MONDO:equivalentTo	Gycopenia		
MONDO:0967750	unspecified keratoconjunctivitis	icd11.foundation:779823350	MONDO:equivalentTo	Unspecified keratoconjunctivitis		
MONDO:0967760	focal chorioretinal inflammation, macular or paramacular	icd11.foundation:781876413	MONDO:equivalentTo	Focal chorioretinal inflammation, macular or paramacular		
MONDO:0967801	adenocarcinoma of unspecified urinary organ	icd11.foundation:789255518	MONDO:equivalentTo	Adenocarcinoma of unspecified urinary organ		
MONDO:0968630	focal chorioretinal inflammation of posterior pole	icd11.foundation:943661757	MONDO:equivalentTo	Focal chorioretinal inflammation of posterior pole		
MONDO:0968692	vernal keratoconjunctivitis, with limbar and corneal involvement	icd11.foundation:954103544	MONDO:equivalentTo	Vernal keratoconjunctivitis, with limbar and corneal involvement		
MONDO:0968932	other acute pancreatitis, with systemic complication	icd11.foundation:997849874	MONDO:equivalentTo	Other acute pancreatitis, with systemic complication	"This is a sudden and acute inflammation of the pancreas, with systemic complication.
"	
MONDO:0974429	icd category	icd11.foundation:455013390	MONDO:equivalentTo	ICD Category		
MONDO:0975999	urine of maximum heat pattern (tm2)	icd11.foundation:1338433888	MONDO:equivalentTo	Urine of maximum heat pattern (TM2)	"It is characterized by yellowish urine with stripes like saffron on it, indicating more heat than any other condition. 
This may be explained by increased Aal, which affects Vayu for downward biological movements affecting Cukkilam."	
MONDO:0979213	superior limbic keratoconjunctivitis	icd11.foundation:1532846455	MONDO:equivalentTo	Superior limbic keratoconjunctivitis		
MONDO:0979214	striatonigral degeneration	icd11.foundation:195535779	MONDO:equivalentTo	Striatonigral degeneration		
MONDO:0979215	ophthalmia nodosa	icd11.foundation:691596189	MONDO:equivalentTo	Ophthalmia nodosa		
