mondo_id	mondo_label	xref	xref_source	original_label	definition	parents
MONDO:0852974	other benign neoplasms of connective and other soft tissue	ICD10WHO:D21	MONDO:equivalentTo	Other benign neoplasms of connective and other soft tissue		ICD10WHO:D10-D36
MONDO:0852975	melanocytic naevi	ICD10WHO:D22	MONDO:equivalentTo	Melanocytic naevi		ICD10WHO:D10-D36
MONDO:0852976	other benign neoplasms of skin	ICD10WHO:D23	MONDO:equivalentTo	Other benign neoplasms of skin		ICD10WHO:D10-D36
MONDO:0852977	benign neoplasm of breast	ICD10WHO:D24	MONDO:equivalentTo	Benign neoplasm of breast		ICD10WHO:D10-D36
MONDO:0852978	leiomyoma of uterus	ICD10WHO:D25	MONDO:equivalentTo	Leiomyoma of uterus		ICD10WHO:D10-D36
MONDO:0852979	other benign neoplasms of uterus	ICD10WHO:D26	MONDO:equivalentTo	Other benign neoplasms of uterus		ICD10WHO:D10-D36
MONDO:0852980	benign neoplasm of ovary	ICD10WHO:D27	MONDO:equivalentTo	Benign neoplasm of ovary		ICD10WHO:D10-D36
MONDO:0852981	benign neoplasm of other and unspecified female genital organs	ICD10WHO:D28	MONDO:equivalentTo	Benign neoplasm of other and unspecified female genital organs		ICD10WHO:D10-D36
MONDO:0852982	benign neoplasm of male genital organs	ICD10WHO:D29	MONDO:equivalentTo	Benign neoplasm of male genital organs		ICD10WHO:D10-D36
MONDO:0852983	benign neoplasm of urinary organs	ICD10WHO:D30	MONDO:equivalentTo	Benign neoplasm of urinary organs		ICD10WHO:D10-D36
MONDO:0852984	benign neoplasm of eye and adnexa	ICD10WHO:D31	MONDO:equivalentTo	Benign neoplasm of eye and adnexa		ICD10WHO:D10-D36
MONDO:0852985	benign neoplasm of meninges	ICD10WHO:D32	MONDO:equivalentTo	Benign neoplasm of meninges		ICD10WHO:D10-D36
MONDO:0852986	benign neoplasm of brain and other parts of central nervous system	ICD10WHO:D33	MONDO:equivalentTo	Benign neoplasm of brain and other parts of central nervous system		ICD10WHO:D10-D36
MONDO:0852987	benign neoplasm of thyroid gland	ICD10WHO:D34	MONDO:equivalentTo	Benign neoplasm of thyroid gland		ICD10WHO:D10-D36
MONDO:0852988	benign neoplasm of other and unspecified endocrine glands	ICD10WHO:D35	MONDO:equivalentTo	Benign neoplasm of other and unspecified endocrine glands		ICD10WHO:D10-D36
MONDO:0852989	benign neoplasm of other and unspecified sites	ICD10WHO:D36	MONDO:equivalentTo	Benign neoplasm of other and unspecified sites		ICD10WHO:D10-D36
MONDO:0852990	disorders of aromatic amino-acid metabolism	ICD10WHO:E70	MONDO:equivalentTo	Disorders of aromatic amino-acid metabolism		ICD10WHO:E70-E90
MONDO:0852991	disorders of branched-chain amino-acid metabolism and fatty-acid metabolism	ICD10WHO:E71	MONDO:equivalentTo	Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism		ICD10WHO:E70-E90
MONDO:0852992	other disorders of amino-acid metabolism	ICD10WHO:E72	MONDO:equivalentTo	Other disorders of amino-acid metabolism		ICD10WHO:E70-E90
MONDO:0852993	lactose intolerance	ICD10WHO:E73	MONDO:equivalentTo	Lactose intolerance		ICD10WHO:E70-E90
MONDO:0852994	other disorders of carbohydrate metabolism	ICD10WHO:E74	MONDO:equivalentTo	Other disorders of carbohydrate metabolism		ICD10WHO:E70-E90
MONDO:0852995	disorders of sphingolipid metabolism and other lipid storage disorders	ICD10WHO:E75	MONDO:equivalentTo	Disorders of sphingolipid metabolism and other lipid storage disorders		ICD10WHO:E70-E90
MONDO:0852996	disorders of glycosaminoglycan metabolism	ICD10WHO:E76	MONDO:equivalentTo	Disorders of glycosaminoglycan metabolism		ICD10WHO:E70-E90
MONDO:0852997	disorders of glycoprotein metabolism	ICD10WHO:E77	MONDO:equivalentTo	Disorders of glycoprotein metabolism		ICD10WHO:E70-E90
MONDO:0852998	disorders of lipoprotein metabolism and other lipidaemias	ICD10WHO:E78	MONDO:equivalentTo	Disorders of lipoprotein metabolism and other lipidaemias		ICD10WHO:E70-E90
MONDO:0852999	disorders of purine and pyrimidine metabolism	ICD10WHO:E79	MONDO:equivalentTo	Disorders of purine and pyrimidine metabolism		ICD10WHO:E70-E90
MONDO:0853000	disorders of porphyrin and bilirubin metabolism	ICD10WHO:E80	MONDO:equivalentTo	Disorders of porphyrin and bilirubin metabolism		ICD10WHO:E70-E90
MONDO:0853001	disorders of mineral metabolism	ICD10WHO:E83	MONDO:equivalentTo	Disorders of mineral metabolism		ICD10WHO:E70-E90
MONDO:0853002	cystic fibrosis	ICD10WHO:E84	MONDO:equivalentTo	Cystic fibrosis		ICD10WHO:E70-E90
MONDO:0853003	amyloidosis	ICD10WHO:E85	MONDO:equivalentTo	Amyloidosis		ICD10WHO:E70-E90
MONDO:0853004	volume depletion	ICD10WHO:E86	MONDO:equivalentTo	Volume depletion		ICD10WHO:E70-E90
MONDO:0853005	other disorders of fluid, electrolyte and acid-base balance	ICD10WHO:E87	MONDO:equivalentTo	Other disorders of fluid, electrolyte and acid-base balance		ICD10WHO:E70-E90
MONDO:0853006	other metabolic disorders	ICD10WHO:E88	MONDO:equivalentTo	Other metabolic disorders		ICD10WHO:E70-E90
MONDO:0853007	postprocedural endocrine and metabolic disorders, not elsewhere classified	ICD10WHO:E89	MONDO:equivalentTo	Postprocedural endocrine and metabolic disorders, not elsewhere classified		ICD10WHO:E70-E90
MONDO:0853008	nutritional and metabolic disorders in diseases classified elsewhere	ICD10WHO:E90	MONDO:equivalentTo	Nutritional and metabolic disorders in diseases classified elsewhere		ICD10WHO:E70-E90
MONDO:0853009	bipolar affective disorder, current episode hypomanic	ICD10WHO:F31.0	MONDO:equivalentTo	Bipolar affective disorder, current episode hypomanic		ICD10WHO:F31
MONDO:0853010	bipolar affective disorder, current episode manic without psychotic symptoms	ICD10WHO:F31.1	MONDO:equivalentTo	Bipolar affective disorder, current episode manic without psychotic symptoms		ICD10WHO:F31
MONDO:0853011	bipolar affective disorder, current episode manic with psychotic symptoms	ICD10WHO:F31.2	MONDO:equivalentTo	Bipolar affective disorder, current episode manic with psychotic symptoms		ICD10WHO:F31
MONDO:0853012	bipolar affective disorder, current episode mild or moderate depression	ICD10WHO:F31.3	MONDO:equivalentTo	Bipolar affective disorder, current episode mild or moderate depression		ICD10WHO:F31
MONDO:0853013	bipolar affective disorder, current episode severe depression without psychotic symptoms	ICD10WHO:F31.4	MONDO:equivalentTo	Bipolar affective disorder, current episode severe depression without psychotic symptoms		ICD10WHO:F31
MONDO:0853014	bipolar affective disorder, current episode severe depression with psychotic symptoms	ICD10WHO:F31.5	MONDO:equivalentTo	Bipolar affective disorder, current episode severe depression with psychotic symptoms		ICD10WHO:F31
MONDO:0853015	bipolar affective disorder, current episode mixed	ICD10WHO:F31.6	MONDO:equivalentTo	Bipolar affective disorder, current episode mixed		ICD10WHO:F31
MONDO:0853016	bipolar affective disorder, currently in remission	ICD10WHO:F31.7	MONDO:equivalentTo	Bipolar affective disorder, currently in remission		ICD10WHO:F31
MONDO:0853017	other bipolar affective disorders	ICD10WHO:F31.8	MONDO:equivalentTo	Other bipolar affective disorders		ICD10WHO:F31
MONDO:0853018	bipolar affective disorder, unspecified	ICD10WHO:F31.9	MONDO:equivalentTo	Bipolar affective disorder, unspecified		ICD10WHO:F31
MONDO:0853019	localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset	ICD10WHO:G40.0	MONDO:equivalentTo	Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset		ICD10WHO:G40
MONDO:0853020	localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures	ICD10WHO:G40.1	MONDO:equivalentTo	Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures		ICD10WHO:G40
MONDO:0853021	localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures	ICD10WHO:G40.2	MONDO:equivalentTo	Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures		ICD10WHO:G40
MONDO:0853022	generalized idiopathic epilepsy and epileptic syndromes	ICD10WHO:G40.3	MONDO:equivalentTo	Generalized idiopathic epilepsy and epileptic syndromes		ICD10WHO:G40
MONDO:0853023	other generalized epilepsy and epileptic syndromes	ICD10WHO:G40.4	MONDO:equivalentTo	Other generalized epilepsy and epileptic syndromes		ICD10WHO:G40
MONDO:0853024	special epileptic syndromes	ICD10WHO:G40.5	MONDO:equivalentTo	Special epileptic syndromes		ICD10WHO:G40
MONDO:0853025	grand mal seizures, unspecified (with or without petit mal)	ICD10WHO:G40.6	MONDO:equivalentTo	Grand mal seizures, unspecified (with or without petit mal)		ICD10WHO:G40
MONDO:0853026	petit mal, unspecified, without grand mal seizures	ICD10WHO:G40.7	MONDO:equivalentTo	Petit mal, unspecified, without grand mal seizures		ICD10WHO:G40
MONDO:0853027	other epilepsy	ICD10WHO:G40.8	MONDO:equivalentTo	Other epilepsy		ICD10WHO:G40
MONDO:0853028	epilepsy, unspecified	ICD10WHO:G40.9	MONDO:equivalentTo	Epilepsy, unspecified		ICD10WHO:G40
MONDO:0853029	hordeolum and chalazion	ICD10WHO:H00	MONDO:equivalentTo	Hordeolum and chalazion		ICD10WHO:H00-H06
MONDO:0853030	other inflammation of eyelid	ICD10WHO:H01	MONDO:equivalentTo	Other inflammation of eyelid		ICD10WHO:H00-H06
MONDO:0853031	other disorders of eyelid	ICD10WHO:H02	MONDO:equivalentTo	Other disorders of eyelid		ICD10WHO:H00-H06
MONDO:0853032	disorders of eyelid in diseases classified elsewhere	ICD10WHO:H03	MONDO:equivalentTo	Disorders of eyelid in diseases classified elsewhere		ICD10WHO:H00-H06
MONDO:0853033	disorders of lacrimal system	ICD10WHO:H04	MONDO:equivalentTo	Disorders of lacrimal system		ICD10WHO:H00-H06
MONDO:0853034	disorders of orbit	ICD10WHO:H05	MONDO:equivalentTo	Disorders of orbit		ICD10WHO:H00-H06
MONDO:0853035	disorders of lacrimal system and orbit in diseases classified elsewhere	ICD10WHO:H06	MONDO:equivalentTo	Disorders of lacrimal system and orbit in diseases classified elsewhere		ICD10WHO:H00-H06
MONDO:0853036	hyperplasia of prostate	ICD10WHO:N40	MONDO:equivalentTo	Hyperplasia of prostate		ICD10WHO:N40-N51
MONDO:0853037	inflammatory diseases of prostate	ICD10WHO:N41	MONDO:equivalentTo	Inflammatory diseases of prostate		ICD10WHO:N40-N51
MONDO:0853038	other disorders of prostate	ICD10WHO:N42	MONDO:equivalentTo	Other disorders of prostate		ICD10WHO:N40-N51
MONDO:0853039	hydrocele and spermatocele	ICD10WHO:N43	MONDO:equivalentTo	Hydrocele and spermatocele		ICD10WHO:N40-N51
MONDO:0853040	torsion of testis	ICD10WHO:N44	MONDO:equivalentTo	Torsion of testis		ICD10WHO:N40-N51
MONDO:0853041	orchitis and epididymitis	ICD10WHO:N45	MONDO:equivalentTo	Orchitis and epididymitis		ICD10WHO:N40-N51
MONDO:0853042	male infertility	ICD10WHO:N46	MONDO:equivalentTo	Male infertility		ICD10WHO:N40-N51
MONDO:0853043	redundant prepuce, phimosis and paraphimosis	ICD10WHO:N47	MONDO:equivalentTo	Redundant prepuce, phimosis and paraphimosis		ICD10WHO:N40-N51
MONDO:0853044	other disorders of penis	ICD10WHO:N48	MONDO:equivalentTo	Other disorders of penis		ICD10WHO:N40-N51
MONDO:0853045	inflammatory disorders of male genital organs, not elsewhere classified	ICD10WHO:N49	MONDO:equivalentTo	Inflammatory disorders of male genital organs, not elsewhere classified		ICD10WHO:N40-N51
MONDO:0853046	other disorders of male genital organs	ICD10WHO:N50	MONDO:equivalentTo	Other disorders of male genital organs		ICD10WHO:N40-N51
MONDO:0853047	disorders of male genital organs in diseases classified elsewhere	ICD10WHO:N51	MONDO:equivalentTo	Disorders of male genital organs in diseases classified elsewhere		ICD10WHO:N40-N51
MONDO:0859448	certain infectious and parasitic diseases	ICD10WHO:I	MONDO:equivalentTo	Certain infectious and parasitic diseases		
MONDO:0859449	neoplasms	ICD10WHO:II	MONDO:equivalentTo	Neoplasms		
MONDO:0859450	diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	ICD10WHO:III	MONDO:equivalentTo	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism		
MONDO:0859451	endocrine, nutritional and metabolic diseases	ICD10WHO:IV	MONDO:equivalentTo	Endocrine, nutritional and metabolic diseases		
MONDO:0859452	diseases of the circulatory system	ICD10WHO:IX	MONDO:equivalentTo	Diseases of the circulatory system		
MONDO:0859453	mental and behavioural disorders	ICD10WHO:V	MONDO:equivalentTo	Mental and behavioural disorders		
MONDO:0859454	diseases of the nervous system	ICD10WHO:VI	MONDO:equivalentTo	Diseases of the nervous system		
MONDO:0859455	diseases of the eye and adnexa	ICD10WHO:VII	MONDO:equivalentTo	Diseases of the eye and adnexa		
MONDO:0859456	diseases of the ear and mastoid process	ICD10WHO:VIII	MONDO:equivalentTo	Diseases of the ear and mastoid process		
MONDO:0859457	diseases of the respiratory system	ICD10WHO:X	MONDO:equivalentTo	Diseases of the respiratory system		
MONDO:0859458	diseases of the digestive system	ICD10WHO:XI	MONDO:equivalentTo	Diseases of the digestive system		
MONDO:0859459	diseases of the skin and subcutaneous tissue	ICD10WHO:XII	MONDO:equivalentTo	Diseases of the skin and subcutaneous tissue		
MONDO:0859460	diseases of the musculoskeletal system and connective tissue	ICD10WHO:XIII	MONDO:equivalentTo	Diseases of the musculoskeletal system and connective tissue		
MONDO:0859461	diseases of the genitourinary system	ICD10WHO:XIV	MONDO:equivalentTo	Diseases of the genitourinary system		
MONDO:0859462	injury, poisoning and certain other consequences of external causes	ICD10WHO:XIX	MONDO:equivalentTo	Injury, poisoning and certain other consequences of external causes		
MONDO:0859463	pregnancy, childbirth and the puerperium	ICD10WHO:XV	MONDO:equivalentTo	Pregnancy, childbirth and the puerperium		
MONDO:0859464	certain conditions originating in the perinatal period	ICD10WHO:XVI	MONDO:equivalentTo	Certain conditions originating in the perinatal period		
MONDO:0859465	congenital malformations, deformations and chromosomal abnormalities	ICD10WHO:XVII	MONDO:equivalentTo	Congenital malformations, deformations and chromosomal abnormalities		
MONDO:0859466	symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	ICD10WHO:XVIII	MONDO:equivalentTo	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified		
MONDO:0859467	external causes of morbidity and mortality	ICD10WHO:XX	MONDO:equivalentTo	External causes of morbidity and mortality		
MONDO:0859468	factors influencing health status and contact with health services	ICD10WHO:XXI	MONDO:equivalentTo	Factors influencing health status and contact with health services		
MONDO:0859469	codes for special purposes	ICD10WHO:XXII	MONDO:equivalentTo	Codes for special purposes		
MONDO:0937540	cholera	ICD10WHO:A00	MONDO:equivalentTo	Cholera		
MONDO:0937541	intestinal infectious diseases	ICD10WHO:A00-A09	MONDO:equivalentTo	Intestinal infectious diseases		
MONDO:0937542	cholera due to vibrio cholerae 01, biovar cholerae	ICD10WHO:A00.0	MONDO:equivalentTo	Cholera due to Vibrio cholerae 01, biovar cholerae		
MONDO:0937543	cholera due to vibrio cholerae 01, biovar eltor	ICD10WHO:A00.1	MONDO:equivalentTo	Cholera due to Vibrio cholerae 01, biovar eltor		
MONDO:0937544	cholera, unspecified	ICD10WHO:A00.9	MONDO:equivalentTo	Cholera, unspecified		
MONDO:0937545	typhoid and paratyphoid fevers	ICD10WHO:A01	MONDO:equivalentTo	Typhoid and paratyphoid fevers		
MONDO:0937546	typhoid fever	ICD10WHO:A01.0	MONDO:equivalentTo	Typhoid fever		
MONDO:0937547	paratyphoid fever a	ICD10WHO:A01.1	MONDO:equivalentTo	Paratyphoid fever A		
MONDO:0937548	paratyphoid fever b	ICD10WHO:A01.2	MONDO:equivalentTo	Paratyphoid fever B		
MONDO:0937549	paratyphoid fever c	ICD10WHO:A01.3	MONDO:equivalentTo	Paratyphoid fever C		
MONDO:0937550	paratyphoid fever, unspecified	ICD10WHO:A01.4	MONDO:equivalentTo	Paratyphoid fever, unspecified		
MONDO:0937551	other salmonella infections	ICD10WHO:A02	MONDO:equivalentTo	Other salmonella infections		
MONDO:0937552	salmonella enteritis	ICD10WHO:A02.0	MONDO:equivalentTo	Salmonella enteritis		
MONDO:0937553	salmonella sepsis	ICD10WHO:A02.1	MONDO:equivalentTo	Salmonella sepsis		
MONDO:0937554	localized salmonella infections	ICD10WHO:A02.2	MONDO:equivalentTo	Localized salmonella infections		
MONDO:0937555	other specified salmonella infections	ICD10WHO:A02.8	MONDO:equivalentTo	Other specified salmonella infections		
MONDO:0937556	salmonella infection, unspecified	ICD10WHO:A02.9	MONDO:equivalentTo	Salmonella infection, unspecified		
MONDO:0937557	shigellosis	ICD10WHO:A03	MONDO:equivalentTo	Shigellosis		
MONDO:0937558	shigellosis due to shigella dysenteriae	ICD10WHO:A03.0	MONDO:equivalentTo	Shigellosis due to Shigella dysenteriae		
MONDO:0937559	shigellosis due to shigella flexneri	ICD10WHO:A03.1	MONDO:equivalentTo	Shigellosis due to Shigella flexneri		
MONDO:0937560	shigellosis due to shigella boydii	ICD10WHO:A03.2	MONDO:equivalentTo	Shigellosis due to Shigella boydii		
MONDO:0937561	shigellosis due to shigella sonnei	ICD10WHO:A03.3	MONDO:equivalentTo	Shigellosis due to Shigella sonnei		
MONDO:0937562	other shigellosis	ICD10WHO:A03.8	MONDO:equivalentTo	Other shigellosis		
MONDO:0937563	shigellosis, unspecified	ICD10WHO:A03.9	MONDO:equivalentTo	Shigellosis, unspecified		
MONDO:0937564	other bacterial intestinal infections	ICD10WHO:A04	MONDO:equivalentTo	Other bacterial intestinal infections		
MONDO:0937565	enteropathogenic escherichia coli infection	ICD10WHO:A04.0	MONDO:equivalentTo	Enteropathogenic Escherichia coli infection		
MONDO:0937566	enterotoxigenic escherichia coli infection	ICD10WHO:A04.1	MONDO:equivalentTo	Enterotoxigenic Escherichia coli infection		
MONDO:0937567	enteroinvasive escherichia coli infection	ICD10WHO:A04.2	MONDO:equivalentTo	Enteroinvasive Escherichia coli infection		
MONDO:0937568	enterohaemorrhagic escherichia coli infection	ICD10WHO:A04.3	MONDO:equivalentTo	Enterohaemorrhagic Escherichia coli infection		
MONDO:0937569	other intestinal escherichia coli infections	ICD10WHO:A04.4	MONDO:equivalentTo	Other intestinal Escherichia coli infections		
MONDO:0937570	campylobacter enteritis	ICD10WHO:A04.5	MONDO:equivalentTo	Campylobacter enteritis		
MONDO:0937571	enteritis due to yersinia enterocolitica	ICD10WHO:A04.6	MONDO:equivalentTo	Enteritis due to Yersinia enterocolitica		
MONDO:0937572	enterocolitis due to clostridium difficile	ICD10WHO:A04.7	MONDO:equivalentTo	Enterocolitis due to Clostridium difficile		
MONDO:0937573	other specified bacterial intestinal infections	ICD10WHO:A04.8	MONDO:equivalentTo	Other specified bacterial intestinal infections		
MONDO:0937574	bacterial intestinal infection, unspecified	ICD10WHO:A04.9	MONDO:equivalentTo	Bacterial intestinal infection, unspecified		
MONDO:0937575	other bacterial foodborne intoxications, not elsewhere classified	ICD10WHO:A05	MONDO:equivalentTo	Other bacterial foodborne intoxications, not elsewhere classified		
MONDO:0937576	foodborne staphylococcal intoxication	ICD10WHO:A05.0	MONDO:equivalentTo	Foodborne staphylococcal intoxication		
MONDO:0937577	botulism	ICD10WHO:A05.1	MONDO:equivalentTo	Botulism		
MONDO:0937578	foodborne clostridium perfringens [clostridium welchii] intoxication	ICD10WHO:A05.2	MONDO:equivalentTo	Foodborne Clostridium perfringens [Clostridium welchii] intoxication		
MONDO:0937579	foodborne vibrio parahaemolyticus intoxication	ICD10WHO:A05.3	MONDO:equivalentTo	Foodborne Vibrio parahaemolyticus intoxication		
MONDO:0937580	foodborne bacillus cereus intoxication	ICD10WHO:A05.4	MONDO:equivalentTo	Foodborne Bacillus cereus intoxication		
MONDO:0937581	other specified bacterial foodborne intoxications	ICD10WHO:A05.8	MONDO:equivalentTo	Other specified bacterial foodborne intoxications		
MONDO:0937582	bacterial foodborne intoxication, unspecified	ICD10WHO:A05.9	MONDO:equivalentTo	Bacterial foodborne intoxication, unspecified		
MONDO:0937583	amoebiasis	ICD10WHO:A06	MONDO:equivalentTo	Amoebiasis		
MONDO:0937584	acute amoebic dysentery	ICD10WHO:A06.0	MONDO:equivalentTo	Acute amoebic dysentery		
MONDO:0937585	chronic intestinal amoebiasis	ICD10WHO:A06.1	MONDO:equivalentTo	Chronic intestinal amoebiasis		
MONDO:0937586	amoebic nondysenteric colitis	ICD10WHO:A06.2	MONDO:equivalentTo	Amoebic nondysenteric colitis		
MONDO:0937587	amoeboma of intestine	ICD10WHO:A06.3	MONDO:equivalentTo	Amoeboma of intestine		
MONDO:0937588	amoebic liver abscess	ICD10WHO:A06.4	MONDO:equivalentTo	Amoebic liver abscess		
MONDO:0937589	amoebic lung abscess	ICD10WHO:A06.5	MONDO:equivalentTo	Amoebic lung abscess		
MONDO:0937590	amoebic brain abscess	ICD10WHO:A06.6	MONDO:equivalentTo	Amoebic brain abscess		
MONDO:0937591	cutaneous amoebiasis	ICD10WHO:A06.7	MONDO:equivalentTo	Cutaneous amoebiasis		
MONDO:0937592	amoebic infection of other sites	ICD10WHO:A06.8	MONDO:equivalentTo	Amoebic infection of other sites		
MONDO:0937593	amoebiasis, unspecified	ICD10WHO:A06.9	MONDO:equivalentTo	Amoebiasis, unspecified		
MONDO:0937594	other protozoal intestinal diseases	ICD10WHO:A07	MONDO:equivalentTo	Other protozoal intestinal diseases		
MONDO:0937595	balantidiasis	ICD10WHO:A07.0	MONDO:equivalentTo	Balantidiasis		
MONDO:0937596	giardiasis [lambliasis]	ICD10WHO:A07.1	MONDO:equivalentTo	Giardiasis [lambliasis]		
MONDO:0937597	cryptosporidiosis	ICD10WHO:A07.2	MONDO:equivalentTo	Cryptosporidiosis		
MONDO:0937598	isosporiasis	ICD10WHO:A07.3	MONDO:equivalentTo	Isosporiasis		
MONDO:0937599	other specified protozoal intestinal diseases	ICD10WHO:A07.8	MONDO:equivalentTo	Other specified protozoal intestinal diseases		
MONDO:0937600	protozoal intestinal disease, unspecified	ICD10WHO:A07.9	MONDO:equivalentTo	Protozoal intestinal disease, unspecified		
MONDO:0937601	viral and other specified intestinal infections	ICD10WHO:A08	MONDO:equivalentTo	Viral and other specified intestinal infections		
MONDO:0937602	rotaviral enteritis	ICD10WHO:A08.0	MONDO:equivalentTo	Rotaviral enteritis		
MONDO:0937603	acute gastroenteropathy due to norovirus	ICD10WHO:A08.1	MONDO:equivalentTo	Acute gastroenteropathy due to Norovirus		
MONDO:0937604	adenoviral enteritis	ICD10WHO:A08.2	MONDO:equivalentTo	Adenoviral enteritis		
MONDO:0937605	other viral enteritis	ICD10WHO:A08.3	MONDO:equivalentTo	Other viral enteritis		
MONDO:0937606	viral intestinal infection, unspecified	ICD10WHO:A08.4	MONDO:equivalentTo	Viral intestinal infection, unspecified		
MONDO:0937607	other specified intestinal infections	ICD10WHO:A08.5	MONDO:equivalentTo	Other specified intestinal infections		
MONDO:0937608	other gastroenteritis and colitis of infectious and unspecified origin	ICD10WHO:A09	MONDO:equivalentTo	Other gastroenteritis and colitis of infectious and unspecified origin		
MONDO:0937609	other and unspecified gastroenteritis and colitis of infectious origin	ICD10WHO:A09.0	MONDO:equivalentTo	Other and unspecified gastroenteritis and colitis of infectious origin		
MONDO:0937610	gastroenteritis and colitis of unspecified origin	ICD10WHO:A09.9	MONDO:equivalentTo	Gastroenteritis and colitis of unspecified origin		
MONDO:0937611	respiratory tuberculosis, bacteriologically and histologically confirmed	ICD10WHO:A15	MONDO:equivalentTo	Respiratory tuberculosis, bacteriologically and histologically confirmed		
MONDO:0937612	tuberculosis	ICD10WHO:A15-A19	MONDO:equivalentTo	Tuberculosis		
MONDO:0937613	tuberculosis of lung, confirmed by sputum microscopy with or without culture	ICD10WHO:A15.0	MONDO:equivalentTo	Tuberculosis of lung, confirmed by sputum microscopy with or without culture		
MONDO:0937614	tuberculosis of lung, confirmed by culture only	ICD10WHO:A15.1	MONDO:equivalentTo	Tuberculosis of lung, confirmed by culture only		
MONDO:0937615	tuberculosis of lung, confirmed histologically	ICD10WHO:A15.2	MONDO:equivalentTo	Tuberculosis of lung, confirmed histologically		
